PriceHistoryID,ProductID,OldPrice,NewPrice,EffectiveDate,RowHash
053ea12e-85fd-400a-9aaa-1027cee43259,684,39.11,144.04,2025-04-10,a2efe12dcd2abf1b096f69d6034a2860
3e9defbb-6c0b-460a-98c2-a84271dfdcef,2193,20.95,70.72,2025-04-11,f0d732f445b24b48be9d324e21eb9f83
e25f3608-0f50-4a2b-8f94-d21d5331d4cc,754,23.94,105.6,2024-05-18,2a1181098cdb577aaff751d7830af7ed
fc20ec92-b8ac-4fd5-8766-5396604bb90a,2412,28.68,131.09,2025-02-22,b113c2b9efe583679d3386b0688b742c
e5043cdb-c0fb-4128-8b6c-7e7ad5359dcb,3573,30.51,90.59,2024-06-25,9b18e548dbd7b27db9d2c3b20bcd94a9
1477edfd-233e-4107-8c65-6ff1a401a03d,1582,20.0,70.59,2024-05-21,fc89a98b4acf906787d9d8bb2e29dcc3
adc019f8-fccf-43b2-a7d8-0ff4e0f1059f,2303,48.47,61.19,2025-01-01,21833dea2f6e06568ded2e076172927d
42b537bd-35bd-4d53-a16d-2d32b3f7122e,4814,22.46,129.62,2025-04-20,ca2d1b262f5c501a038be8d91a89a5ce
68f18d17-aa84-49a5-9548-5de8ea38538f,3997,27.34,95.17,2025-05-10,868f66dda0bae8620ca4091713ace9ce
e1f31072-a5a3-4076-9105-46871247f4df,4886,39.88,131.77,2025-03-13,c1219289df2445901af29436a96bff3a
71d1924b-f7b9-4921-9d21-714ec7a9d937,882,34.29,93.5,2024-08-04,3e48847f7969d6b54e1d5cb923283958
09bd0517-9508-4a40-89b0-13aef41e0e9b,4647,24.12,139.89,2024-10-27,8e99416232887ea885fdc6e648f364c5
14470d0f-63a5-439a-8728-3e88fc7f7e48,527,27.98,139.06,2025-04-01,502a693e2fe794dcd1e66562f1db5dc0
bbfd2bbf-1791-4ae5-b177-31c5089cc886,4190,20.12,91.57,2024-05-12,2347ac40b252c2a7bc2bb18fdd94b8af
bf3d2ef5-1a5b-417a-8b95-1ea9d0e427f3,4948,43.07,114.86,2024-12-25,32ef1c12bc01146380389873bdefc706
5742240c-97fb-4681-8161-d86885012484,4346,24.09,53.96,2025-01-18,a79ee49edaca3e2655df1d6ca6c51a03
7b595f9c-a25f-4ae7-bda6-00c4c33271a8,1474,42.36,93.51,2024-06-06,a317ee96ffba8c372db689027da8ca57
a654d631-f5d2-44e1-b9b0-25515b5e9724,1524,24.31,58.19,2024-12-25,3ed9e83acb6b2d5dd1e57d8c137e356d
ffaedf65-2106-4c1c-9218-ad0931af92a6,3045,24.88,128.17,2024-08-27,13702e6642f71e139ce2a756944b6658
8fa3df45-80ea-4406-8df3-fe1a257c6517,1002,10.39,119.14,2025-04-03,04cd220323a671555d8e59d7c2f69944
dee356b5-8a18-4199-96b2-f4b223279037,2695,18.55,107.18,2024-12-19,e05dd9f3abd042ea4fa3447d6b3a443d
8febc709-db27-46ae-bcf5-e45796fc9147,2635,45.95,106.6,2024-05-12,cf47e6d0a72f45abf90368aeb8b633c1
d8c55e27-1fdd-4a53-9e0f-5332132edbec,3159,21.34,72.01,2025-03-23,1e0c22fee3d6b0d4e5cff970667d1ae9
60f3b1b0-5c06-4ac3-938c-41c83887d044,1782,14.12,78.53,2024-12-12,d7bdc33d236a7a1e903c1d2d54c2973e
df1ccbf5-874f-402e-9f74-624cadd3526e,4980,47.85,130.94,2024-06-06,e00f36edcadf6f1fe45e3e4039053cef
f7652473-7756-473f-aede-9b2f6958b46b,613,32.96,114.98,2025-01-19,3be8eaa3fc2ab6880954ff741718166f
54c8bfdb-d39c-4085-9ed0-3607d2b223bf,3566,22.71,82.69,2024-11-08,ff11de6229a28b34f8a1c216418edbeb
cb8cbb5d-7d9f-4f87-89e2-68fc99ff3916,1615,11.99,99.9,2024-05-30,e67e22349efd5f7a384451bc06baf25c
90f6ade7-083d-45bc-869b-4d1769f1307c,384,49.61,92.7,2024-05-30,6b38a9272babac447425ad2a70f1fe50
31d9f9c0-d3bc-4cff-a3ca-1b4082196141,1017,28.11,110.54,2025-04-14,b0feab74d4b5420494657a207b4448e5
d6db5cab-1a3e-4db1-9758-17c7ef496b6b,4843,25.31,108.06,2024-07-26,5ce300186913d15953e33fec607da647
01fd6bc0-982b-4845-91c5-03063e95d420,2336,10.71,128.55,2024-07-02,b95198827fef28c2776498ff1517abb9
b0b60706-5de6-4445-a9f2-aa291036d101,4717,49.52,141.25,2024-11-21,2805ddd91d77daee35b852287b8b5b21
a4dbad6a-5788-4c71-8ff9-978fade5d596,2330,15.24,146.72,2025-02-03,8ab0adbb07305f5888f6ff0c515b63c4
5d8316e8-4e26-4b64-9c8b-b64216b53f5d,304,45.83,141.89,2024-10-15,8eea6146ee40b4b8e0d26b7cb3d4f33c
ca48ed25-29d0-407c-a995-407316266017,321,23.5,52.61,2025-01-24,92588e56a44d6766b8cbaf12bf35b00f
92b9b624-ec97-4b7f-b70b-ae34d1030eaa,3850,13.8,130.45,2024-07-15,fffd0af7ae9c12a7f6005317276f466a
0010e6fa-f485-4757-a271-71adf05af148,2466,20.99,125.62,2024-12-01,9605bbc6f5a0bd6af2d7a6a1cd7d0cc1
10171436-721b-4b36-a6e6-52d7c0d90172,3280,13.19,127.69,2024-05-20,2d2d013adebfd92b4062069716847c21
7f2d655e-8ec7-457e-ab42-f9e28b28a71f,4046,34.49,89.94,2024-09-21,7a8d1359850efeb47c116cb85bb64553
7686049b-0320-4eb7-86e9-378dd288ae1a,3724,29.73,114.47,2025-05-06,dbd7fbbb0a093fc9e5cdb5d66715cb0f
b147ed9a-221f-4816-8a86-2c8ef15c0527,995,43.72,143.83,2025-04-03,cd2f3dc0594d648e5b8b98ce7badfe09
7241613c-92f0-4bfc-90c3-3bc7f82f2847,842,11.17,55.74,2025-03-18,fcb67f1791667837d56b8ff9af4ebc88
4795d784-8c93-4a92-a271-ac106d7cfcf6,86,15.55,149.36,2025-01-25,730002d1466842da766d521306d16c03
576640a3-19d2-4f25-9664-4f8d922017b0,3570,19.05,59.71,2025-01-25,2ffdcee85ba2f9a0646a67ed993d6312
8d729a8a-9818-4cc6-8784-f928048db453,3022,42.65,104.22,2025-02-03,dd983775dc9f970ce1319df5753145d5
125dc254-5d15-444f-ab78-7aa81c428c92,41,47.36,136.93,2024-11-30,a0dd9c85c45151fbfe5f9366042e0ae8
0008bde1-3a38-41d7-b79e-192a7fbaa953,2128,45.33,55.26,2024-11-06,6d2db3a2456ad5f9bc89bf2028e1552f
63642f05-b6e9-4ae2-a26c-bca22b770978,394,47.89,58.43,2024-11-07,11e259225d41225bb17c31e0711a5c84
6b140214-1d7a-4814-80e1-c9bd23f20e02,2698,37.52,129.37,2025-03-26,5bca9bd05e513ecc853763068665a043
10b81d99-2adc-480e-a02f-0b166f3a213d,3110,20.8,67.86,2024-11-17,5bed123d901c4322d3b0d43ac253e7d0
33d86e95-7d93-440d-b882-f5fb5a30f1e2,1129,33.34,62.87,2025-04-06,2de83532a2e3cca41501be9cd508fcdf
562db96c-1f74-427b-966e-1f84ef1f549b,2616,44.48,125.55,2024-11-19,a6a9f18722a71a2c465ca51e8a0960f9
9b0d5c30-fb14-40bd-bbfd-6aec646b94b0,3386,35.48,117.16,2025-03-11,13c08f681d3e099cef7ea63cf8110c41
9133a1cd-3969-402f-be4d-12dba181f978,4275,31.1,108.21,2024-05-30,e9dee700c4ccde5cf6f7bb8703dc55e8
f2256d61-f29d-4c73-84ae-4a513219f5ff,4015,49.05,82.87,2024-06-12,09dcc6d7a314161b473e5ab8f8795651
f6b3703b-946a-4a9f-bb0a-6f321c4df418,3955,19.03,77.12,2024-08-26,016246a673281f62fc2941b98916c618
4dd15c68-ea91-4d32-a92b-97836b91b717,2427,38.46,85.95,2025-01-26,139eccb3f71a8efb938c4cc6548d3fe1
a2e73236-06a2-4b7b-856d-fc85aef1a7f5,1986,36.38,123.79,2024-12-25,686dd84d3acbd78c3fe290c734a28e07
8be5c983-a1fa-4fc4-a9b2-86fddfb10a04,1687,37.8,58.44,2024-11-07,0a4c87b6f36815ef7beb9f2f7531f546
aeb91ae8-0d98-4eeb-9ea8-fca710a7672f,4052,12.41,52.3,2024-07-02,c12660408fe068a1466132d581322dba
cdba1470-85c5-4404-bb16-d54f65fc45a2,1771,28.73,89.12,2025-02-05,820aab783bf53375fa765f3a38c73998
fd3623f6-143a-4191-9797-8bdb1728cf68,3995,14.18,71.66,2024-10-07,88bc51f4c8a4aca272dce1ad73137d84
ac3945f3-52db-45dd-94fb-212ea3c315f9,4838,40.46,101.88,2024-11-23,e9eba7d490bd1fc15dd40191bc8ed4e6
778bd1ad-316e-4fd8-8084-add460d49fcb,2568,40.42,81.87,2024-06-30,79aa0453b69e4b303fba775f0b500ba8
f742236c-5900-4bad-a165-2f8f67b3c253,3720,36.21,134.93,2025-04-18,33086525340134ca2b9786c1e52e5de9
89f53353-4fba-446c-905e-2ea6c8b7b2b3,866,46.57,72.66,2024-06-19,bfa2d0fa1aa710c1fc20fd7f5aec5248
1825fc57-71b8-4017-b13f-09eb9c8d9b40,2979,25.42,95.79,2024-06-20,b88e98901d9089c51d94e86deff79c07
157b25f7-f323-47e9-8173-ec6e5974a858,4207,18.12,90.62,2024-12-15,ee56a978e5cc27eb2ca6cb276dc0d21d
7d4f0161-84fd-43e6-9903-bfaa45b5ffa4,563,21.11,67.26,2024-09-18,bc1ffd36a84789730e7238de38735b10
cdf6ab22-b820-4190-a1a6-34e62b44981b,2517,48.06,108.15,2024-10-23,c1e09d81aee1cffc43d49e6243a05d07
4172c2a4-7ad5-4b05-8887-ec1a8b97bed7,837,15.89,137.74,2025-01-17,70c3d7526cdc374d5d9b38e593792b32
6a8dd8f8-c356-4387-8810-b6b6c89144be,903,19.62,139.52,2025-01-20,8e83c5e42117256be08e2d8e4dc09863
29213b60-30c9-4f92-a02e-8990a44819fb,1533,20.67,98.15,2025-03-07,86c345d5f8282ece62a71244a2e1031e
1f77eb23-0d0b-4c04-82ce-0dd1c13a8b42,4350,28.11,77.29,2025-02-20,e896eb58cca2246e8b81c27405190b50
530ed293-17e2-476d-91b3-1e4dd9f5c2c5,4509,13.36,93.72,2024-12-29,a33d8ffbb3e1d36749331fd65357f36b
c17a2b98-d8db-4f78-b4bc-196b2ec9129e,1234,25.88,93.65,2025-04-28,b25fae1ccda3d02b54bd2518bc9b5b76
c19d1e18-b6b2-458c-bab1-f99459f37bb8,2734,12.13,77.99,2024-10-13,768ae534864466a2a435d29c50056fc4
43bac9b1-8812-46fd-a0ba-61fe80e88f21,802,11.97,88.87,2024-09-06,fe3f7883c263f67e079aa79a4961db90
fdcc9433-8cb5-4cdf-b9bd-5bf56b7c3153,3462,17.76,69.76,2024-10-26,d41368c7c42cb73262bd96590af8e296
9c8e391c-9984-452c-98ae-c7ab1561da65,1448,33.76,103.43,2024-05-21,57c09f8c1d96df2aca211c0a0fa18803
4344c54a-7d12-4e85-8c28-806e768c9152,4044,30.74,61.81,2024-11-17,0a9ec1bb6a61e9ea05ec810244a5bfa6
4134aa7c-4e43-4415-8702-6512ce2d9168,409,35.85,145.94,2024-11-01,20424f9a7edf383cfed7bfde3ce7e603
9798b606-4f6a-4652-a29d-0367c6dcffde,1799,14.61,139.61,2024-07-28,cfd115b2b934c0b94190ad41fd04c12a
902808dc-c6fd-4a64-9f32-24382d79070c,4713,20.65,57.52,2025-01-12,0ae36ffcd42633bbc13bbd980e2bd59e
c4d249f4-d735-4af1-9584-649606ead0d3,828,21.02,138.38,2024-09-11,c5384dce67d8a0bb5e2645b195b9821d
6d0f1ca0-f453-4d29-9dbb-4080512c2e0f,3315,25.68,61.03,2024-12-27,482a15b79941533a266a3a45dca83d80
bd069cf9-fbeb-4806-805b-815a05c240e1,2198,29.81,67.93,2024-09-28,7f0b65cd581fbe7785b353fe004ff4c6
36566673-3b75-4a4a-a48f-6e756e93bced,1668,23.91,79.51,2024-10-09,e967f17565e6764d7f896e05a7905621
5d1bb0a3-f5a8-4e13-b45f-42fcf6958ecd,4885,21.52,51.31,2025-02-05,1b978617efa41f52522b7d373069d123
dcbddb1b-36ee-4aa5-af40-102159f14344,1517,30.13,120.35,2025-03-16,1b71c0846ab595d3988c4ef370c25016
7a053640-8da9-4680-9553-4198f6fdd934,3906,39.56,135.4,2024-12-15,e9ad34a15740ee24fea24d11f77c4f4d
