CampaignID,Impressions,Clicks,Conversions,Revenue,RowHash
MC04809,94385,5319,1853,22530.88,ced0754137237788b64a0b12e536281d
MC03194,95308,23398,15683,716.83,a802b3469dadb45435f5aa2a16a282b0
MC02579,12910,5421,4786,19877.38,8381cdde5dbbad4b7c81674a6b440cfd
MC02180,70401,36841,33685,23536.21,7210bb2327a064f4875d52847d3dfc52
MC03487,45974,12692,3277,33544.09,0c2c8e7527caf49f0d2f2dbef805a5dc
MC03297,16812,7521,6464,46126.03,3e6ff9b53b27856635d4db07f1300164
MC04257,19563,4606,1743,26293.6,d6c250607f40036683e9aebfb24df64c
MC04473,65605,9155,5302,3922.99,4dd235a9596a538d789c7f78afbdccc4
MC03353,94244,60830,18377,38127.21,09926901e3703a2fa16b3cacdc2d6b2e
MC00334,51994,40248,6235,47675.73,cb96bbb22499b1154f853d50d3532d38
MC02906,16181,5565,4906,8386.82,1e709dec789069b8894a0eb8b0ee08df
MC04531,17174,3541,2445,1877.26,7239acfd8c173c788f1691e52e6242e2
MC02739,30680,8975,8101,43749.49,72c45d62c9b4aea880a272dd3c629994
MC00828,20102,8564,4091,2730.28,f1a29e1756be11b4dfcda2d7e1ee0d71
MC00633,89283,3723,919,32826.77,1bf10bb9cdba2dc9090cdb165dd616e2
MC00658,37226,30276,21575,48999.12,5f8801efb4223e724f81a41127331911
MC04872,43074,37127,27222,43720.09,3b474cd30673acdc0cb164a2d22f2391
MC00632,30494,9953,3227,2265.71,c2ddea2f5d56f58246d3de5e35f38620
MC03704,14780,872,74,7578.19,64a21bd48cd9237f99cca668ed2e32fd
MC02362,33735,14514,462,24099.93,13c6746a9b5a2d8808d1154559b24718
MC01534,65903,33548,17623,24981.5,0a0cbf6e5bb58063b82820dc25b096ba
MC04745,57074,15750,13325,27683.33,c2fb8bde40e2fec4de17defab373670c
MC00595,76044,5082,20,45159.98,2d760cc4d89bb12bd92df9546bb9c53f
MC04668,79153,6228,1359,35956.22,956e609b4c4bc5f13efaf32da9df6cc5
MC03005,24560,11573,4644,19677.17,258d11a9ab1bb073ff42b3ff324a62e0
MC02303,39312,6932,4751,24174.43,ce8bbcb11bdf9c3c89cbd50838860f07
MC04250,57630,55182,12694,49287.66,bd5ab05467dd0e69daf121c58935f4bc
MC01019,2941,1030,659,2029.16,30ce0379e7cecf86af5f1669aa25279d
MC01670,23938,12712,11559,32426.9,dc01a9a50da1aeea7afdbe9a33291d98
MC04967,12594,9505,6055,31093.85,40a56c9ceddce0625eeac2f3ccada1e6
MC01603,39559,27095,18583,24464.98,e7000a0121d7d4ae5c9dc41dd525b3db
MC01847,43407,27529,13611,37304.52,83c822df6c506c583bb02f83f8adb6bb
MC00541,78906,60703,51971,35630.8,0e49fa6321a8f8db3d363bfaace1c39a
MC02387,49119,1380,88,14745.6,f75f56e2172f7a856543cc689641cfc2
MC00232,38956,1362,955,9166.27,91c6ef3d4662401f736ce9b4f6e4692e
MC03972,87097,85985,44235,12747.08,efacbba7b8a6b8ddc6020e0664c6b5ef
MC01943,99081,36563,1649,38496.16,1da71ab9f462cbdef2559035cd4e1812
MC00951,47598,4898,3093,16805.51,012f71ee77476d7b0514460f96c5f0a2
MC04085,44817,41446,28230,7665.39,eb258c4911e2729c736d0d67a70d59db
MC01878,2696,330,207,49893.28,fd22542f34493f41dff0b4b0816c06fc
MC03379,24630,7955,3498,45885.69,cc8d1840a19e868ec9e6ae3e668402da
MC00562,17075,2112,1358,29766.88,c0e7b6c8854fa83fa8377abadda6af80
MC03601,66296,46913,8466,18968.77,46d2c118017277eca7280f9b55a56929
MC00548,65029,99,24,3233.93,9c014961498d5ecf2a027a51d67b81f1
MC01111,31441,29259,21838,396.2,9d8e943b455ff838c08e76e800091795
MC01418,29881,9870,4675,48372.69,7b369436d3b9bdfd5c0aadf2b77e03ae
MC01033,69638,45185,29563,44913.24,60aeb09e9dedc341f2448f61354b07bf
MC02757,86958,6941,5702,8492.34,4c9d8c6b605023c40aca05cd39ff6900
MC04154,40911,21264,5415,47436.62,60a41223e81cf93eded6241390d3b7c2
MC01139,70710,27919,1914,1889.98,e622be4576d8322e8dd021d03fd780ba
MC03129,86815,30338,21000,10974.02,71cb3b7fbf0dd3ba2557bcd9291bdc0a
MC01612,8739,7750,5251,12520.24,7cc3250e9cf93fd9ce6a012582fc7af9
MC04565,13489,9133,4061,41392.73,0d0cee552730ea3f0173000d06304b08
MC02684,96617,67865,55474,21749.47,2a616b13bfd53aa3f060f6e408344c28
MC04051,43028,5608,4802,7559.64,db1e314836c89bb8e88a09955e7a4d8d
MC00969,12765,3237,2525,8789.66,f79c3e6d5aacdd9044b1fae2e3d2d4e6
MC03450,41267,4099,610,35311.93,424ad85cbf112e235266ea6ab022f75f
MC00716,54166,13148,4670,4731.47,fccedf5a4278f74255c17024338b7133
MC01422,47019,6487,3658,15229.38,4113fc9648596edfc3bb2e27825b8678
MC02938,96845,67974,32084,16434.29,0d1498e8499081746dac53a8b1a32154
MC02600,3480,1603,290,8775.92,7ebc5d6be1544ae5a44c4cd1f26d9ff9
MC02184,36539,31908,7597,31867.34,95e87a07a7e6ac3fb43f9ee7adddfd51
MC02921,12110,11107,1675,4034.61,d6753b79af1e9ee8f7fc052469808590
MC01984,36020,21909,9118,38404.89,41bc65b31dcb8ce18299c07e6ff7a252
MC02865,72202,71449,37718,7858.63,03068a16caea105b6ddfeb53c923d702
MC00738,9362,6933,879,29140.98,ceb990da2a3a98ef54954fc27324c0e3
MC03862,24996,17483,11522,23513.0,8741aca34665b44e8b04e5739076b709
MC00583,58236,7052,5876,26296.29,866a2d2e228b5f0df30d49045ac5a0ef
MC01360,49083,10871,2319,47394.14,c1060c281d5a2e55a4e9c7b7598609ef
MC02000,76586,47924,9839,13286.61,99f4467d4ca4addab8ea3b7cb76266c4
MC03272,96068,76044,36124,30831.19,cea57547c3580d033b87c71bd517d534
MC04089,31889,2070,1657,25643.23,e1bc0e6ff5be2ec0d583c5ae7820272f
MC01694,11952,2549,530,36255.35,0174de21528475e381e8ed92a1b6daa4
MC02006,5250,3024,1545,37908.96,bb5f6138cffecee439cc6a6e1583ffdf
MC04003,81729,76755,12894,11256.15,15c09cdc5b390d04ccb99cd1557e876c
MC04442,42262,13688,3987,17046.7,ebe93d3d13822ab7afe2dbdde0036170
MC01157,94332,44930,21338,46418.77,2512569eeb804d3b23c862aa2ddd9c10
MC04729,58374,8874,4103,21630.2,f01e15e1506dfddaee69634ff3f90175
MC03683,53157,17584,10774,42900.36,69980956cd2dc0625d4c2698aaa46f00
MC00454,24063,15489,3553,42620.02,d8425b4233fc34af1719b42b298e7922
MC02724,86249,78144,42555,46730.81,655f0ee9be6c86db2a1e50c6dba16e0a
MC03012,70982,36604,27679,11983.91,495102e7e958792514d428d718335edd
MC00987,84571,12313,6024,21327.8,0aa622b815887ba06415b69accd02a83
MC01506,70173,21685,17804,14828.09,6b26c49991a133dd38eb5620d43b6218
MC03229,77509,47362,37500,40874.67,5228fe70f7f9365d4413ee45de388fbc
MC01525,4311,2161,645,35825.31,ef95b33a05121b9d9eda54cd73954fad
MC02538,41269,326,160,12084.35,b011fd01843b2742140613bf5c2b5855
MC02533,76570,70138,18734,43687.81,5da7e92181f5f0a6606e1b418c1fc743
MC04527,87405,46075,2283,27528.09,20379b3ef26ed1fd7dc19cc6265fb8d7
MC02269,98238,63156,50792,1955.72,1bcb071ca7d8f33052e1046cb8e4ffc1
MC02157,97897,48517,38385,12251.86,e5bd58660f2392d7bc05fc6335334899
MC00611,5862,4885,1634,34305.94,8291b2fcd81d894dcff64c167da297d8
MC03380,18056,2815,1352,40712.33,040cadfd97b2494f908b93ba85b51532
MC04577,30650,1789,353,18696.1,4e76ed9ce8b38a77e81c8682b27824de
MC01418,6461,3385,2425,18922.82,f3a3cc9f324eb9d716013bcb39901ad9
MC00510,1540,180,131,20319.01,3f28909e54e690bca3aaebe6852856ad
MC02902,16888,11693,5461,18251.87,aee9f9134a550f137e1aedfece895097
MC04036,26175,7931,5401,15927.13,ce8b3aecbef1f577afabe6006fc25f26
MC00558,89431,9185,210,23839.68,cd8bbe3aae97890ff8b3129d79cda9a9
MC00078,94884,2824,527,48922.55,9144845d80884cded268462524ce2345
MC02795,16507,13497,2612,20650.28,304ab76f6680dd144846ac3343e7ba29
MC02014,82126,6344,1297,20970.5,09b64c58f2453da0092cf8a54b49800e
MC03633,84941,46839,5937,45545.81,e8770942b55f48a1a37d00d8f39f12fd
MC02758,72982,4244,2429,42630.81,ea31e17588f56afc7decbc5d963612dd
MC03989,49473,45638,19536,48766.49,3b6cf97dab63a16ce9900b0dc9470028
MC00752,52373,6371,5935,37331.95,9d4cb120622e3e6ff3add0a3a1ffacd6
MC00102,61521,38253,12674,48554.65,239192cbaabe2af782e93cd4a0d66270
MC01285,43643,36559,20602,40398.91,db8b31109ca33652280169baae288b31
MC03554,9409,8180,7166,23879.85,566d49683029939c4cd21e29eac3f49f
MC01617,83632,25764,23966,26601.55,315f2d886c93aeeaf9e1bf20d637cf09
MC04796,35897,30364,12002,49718.22,ea6a85721b9bb5f676aa29d99f049279
MC04254,30191,15698,6744,47309.66,3a1206aeab8bb3d505975580f36db5db
MC00803,25222,12668,1578,40107.52,42cfe1518e43d9d2a078bf51ed8d2df4
MC00730,13953,3916,130,47864.44,8b2fb59b6523b6284f2d60576c73be3a
MC00960,21340,4556,757,38642.61,34ab41e2c35d29b587ed18d9cf60038e
MC03004,74642,32118,9366,2967.05,ac95b4be025dceeeebcac7299a19d616
MC02667,67917,59697,46275,46143.02,f5758ab61f47b8fe3de7d5d290923ef2
MC01410,17177,5926,5008,43319.49,71a560b287121315d4db7ab9eea74de2
MC04531,27188,14156,4881,24033.13,f6a3f7a6757007afe1367fb121663ed6
MC01969,38363,4806,4559,37578.69,ed4569bdb7602440599249264cd4fe6a
MC04881,66661,24233,2285,32113.13,2d7b573c9064167e3b0f0e3741d8592b
MC03041,30994,16540,1680,33449.42,223e0e0d92308b80d4cf0bacda3b6d54
MC00500,19716,1001,508,22390.72,efb9559e12615a6be0fef40ba2556b5f
MC01314,43907,35509,11317,14647.8,996a344e9aeb091ec1ec0ec8b858fdeb
MC03376,16706,2927,117,31639.41,53f743f52e9920ade1506a94b19fe673
MC00313,88844,65580,14124,11246.26,2a29cb4d959aa45b1fc5cf93bd2ec30c
MC04204,82242,38569,2095,32559.62,6f35e7c169363b3dc42e116dd690eef4
MC00723,78478,71473,44207,44067.72,26923bab47f59e50e1287ca78d88bc4c
MC02621,52944,25327,1534,26361.01,65cfd67a4efe3f17f5869c45f49f4b07
MC03848,27124,18109,4503,41980.68,3d2ce64a823c5ae49cdd19addcac5ca0
MC01360,81858,67206,53399,697.11,17f0c731ead33e6fce338e1ae699f7c4
MC03594,80848,1181,83,44393.3,dccb584dcf62a358f4d4df249f39dd9b
MC04378,91326,83028,37425,3554.48,8bd3b1e5e440ab7e0ed0103f60031fbd
MC04659,6125,5221,1174,3664.0,d61a46e6113669933baf2b92932f8e68
MC03949,70804,30393,27322,4020.07,bbd2a7f9db86328070e1f1dde9ec21d8
MC04750,67775,15362,8005,459.38,d62113bcc89b3aae552928b7fc171846
MC01748,88706,57877,54910,7516.61,3c05eb41590689b9d4832c75e101938e
MC01405,37017,13258,2689,38881.88,0f9fb72b7a47f9bb76ed5d4b46b3b6a6
MC03354,60172,1648,1170,14105.91,1d72dd1b1cbeaeb5bd96d68a12f8e720
MC02017,84037,34469,1922,32272.34,96193397fe1e5e6feb91ffbfa23cb1e8
MC03746,64124,18647,12810,11227.78,640af4a679ad7a387e573d025f607452
MC04704,4322,632,374,38097.23,09b01793edc67de1b7597c7c2591cee5
MC02326,27405,3134,1532,5488.81,7146abab1c7c1ba21b37eba7245d6563
MC04165,64725,26989,25616,5593.52,e94f805b2c02973167b2a47679652d9d
MC04720,22645,16213,10772,22151.76,674608113127c8cd18a46b67c90f0d80
MC00625,68272,59815,26790,46879.47,bf9c7eb7abf9dd2be6fb7a703c8e2676
MC04357,90176,72084,31867,43023.13,fd0ebc97b2a062caaa75f86141e266d4
MC00765,29059,20679,5339,36861.85,443e54e6a47ad648f9616cddfbe0a50f
MC04498,79866,40921,1775,49518.7,461636ff2357d6501538456d52d5ff9f
MC01165,62305,61543,15603,24117.12,53bf380bfc503612ef51162d566f3434
MC03088,27081,326,299,38120.19,eb8ce6ff90d3351a401d2f9ac32300e3
MC02517,20473,582,507,25788.72,7c1692c9479bc7ac793478eb1534bad9
MC03319,30030,19696,9167,4195.3,1970cf7552a6d30884874fd241bafb1b
MC04540,10836,4842,2492,9145.59,6c14326aa90726f587784a5dce6be896
MC01529,91401,48903,17830,23232.56,0134027b2dc8d0f3f0f9e54e5ef71d84
MC02941,71354,26187,10048,1009.45,316301055cfb0a3e5e60e7078f9d913f
MC04376,41926,16862,4242,41292.46,703d0d1ad2040b2566dceddfaaf4a311
MC02050,78877,75449,41310,18582.51,c8d1e631cb0602c9cafb317795103a0d
MC01127,63885,51524,7642,4797.97,5983a525f2ab24a6cbfb56ae43ba40c4
MC03258,27543,17293,11331,46512.94,b74f8674c637cad4dab2462d446588e8
MC03746,24879,4459,113,558.92,3b3abeb44eea1a6cce238ddf26532b81
MC00291,17189,12278,2978,45451.71,537c748c96fc177605c3556673890b3d
MC03475,39976,20112,9100,15487.9,b3dae1bfec049ab51d7644adc0005cfd
MC03547,80111,52108,19067,33563.14,5cb16d07c70bcedfa6591fe07637a51c
MC02292,80827,12984,3664,35134.19,d8655217859fdb23f34cd58b78493170
MC04374,34704,14101,9239,5969.29,bf24b801832a57144572084f09267409
MC00639,62122,3777,1950,45812.58,7048d33468199ed35e78d4f1f6a44366
MC03343,52507,51731,16970,19346.28,c4ec60dc47be376a629f7775120b02ce
MC03923,38521,4663,787,24498.23,4acdd2cf9ccfedc00b053ccb8dc6d818
MC04255,53839,16060,14713,38549.02,ab9e6c0d7a8e83b51f57a9f9ba5f5ea0
MC03638,85638,458,153,43929.86,bbe37c2422b5a761093fd4a589d690f3
MC02014,96033,18325,12302,49112.37,c1986ede144cb54ac29810d1bf8e1690
MC03318,6517,6267,3357,9383.92,6237b9f4c39dcd62212518216c47b4f0
MC02865,40138,23126,722,41955.24,276f83e9e5abadb7bf67f453b3aff7e6
MC03799,69796,38321,25514,22306.4,f6160ac2cff36413c82d2a4e2544f531
MC01309,91218,2760,1860,19149.97,30b247d25a3370a0fef95eee42bf426f
MC00239,8271,6953,3562,22142.04,052cdb7e4d77095b6ca8ee797010e8fa
MC01808,77241,26018,12038,2192.33,849d92005563226b293ee8ec386c80dc
MC02978,19866,15167,6468,6836.13,9c863bc719a8d6b9008ba1bf0f8c51f5
MC00788,44324,43627,1049,11616.41,bf88c4e1c465c6c260fe7f071885e649
MC04705,4420,1689,413,45790.84,d8786f12a04545823a579745ec87792d
MC03858,47946,9857,5259,8183.19,8c044663ce53923a7cadadbb03f18c31
MC01815,14301,3686,37,2222.58,bb80fdbff3f95c44ba903962ae8cb642
MC03877,86033,15424,4438,20412.07,c6fb08349244c28bf27b72fa4585d433
MC04305,36960,29942,2827,31068.01,93474369ffbe15e1682edced3c4f7012
MC03372,58088,43319,27478,34839.36,7869431224ab7e7f8ad32625a035e528
MC03391,63573,24377,4285,45020.56,efa096cdb9623ba516e0c7f06f14b399
MC04168,32197,5284,4889,5415.27,9fec8efe2d46c804e3415f5c8fc90f74
MC00695,34630,19678,1,8476.53,6f51bccb89b098208c3fe8f0e4eb879d
MC00015,4829,1410,540,2052.5,f0130170b064a279687194bde596cd0d
MC00674,33276,13350,8325,15849.31,404969d18f0e74d60d01d70b6394565d
MC01717,81355,61268,60645,24820.37,1bec420c84806b70324d7bfb5d53f27b
MC00362,67692,10254,4349,15142.48,55cedf39d61af4c2e8d80ff818d0a4ea
MC00907,14710,14547,6002,25825.46,5f673aa41498cf8d8cde5bf167741105
MC02995,13212,11956,5294,30700.13,130d1fee31399fd4f15ddf8739c404da
MC00302,11889,6101,5901,41186.55,41f5e7491797ef504b395f39656508ae
MC00184,95759,17749,6232,17641.3,d4cd999c49621f0c2bbbd60df9024edf
MC01602,75916,27021,18716,26506.74,284c5ef629548a9ab9d70b36df300e5e
MC03774,4173,321,294,17989.37,c0f9d24dd7dde3ec6734bc03fc106991
MC01979,73105,34197,5652,47025.83,420aef77854cb3444f60933f52852216
MC04294,69670,19278,3603,22147.13,203d8eb6b3d10e6ab807c81fcf5b9e04
MC04210,56876,19124,5258,26357.1,2b8bbae64e535bfe424a75b65381f978
MC00083,94514,44010,30348,43496.72,9801df3c8d3c300727f1209c327a26a7
MC03180,96237,61912,23799,28609.99,516ee0541316901bbae61e6eac60d657
MC02802,81117,42042,32756,38945.38,64e84b2084c5f4435553724c962dc0ae
MC00765,39593,24583,1221,29618.16,6941e4e7cc65d90a36b23962a7bd8c2e
MC01458,51683,28884,25628,21483.27,060a9645c282325c28a86426bae52d48
MC03548,25664,19637,10507,8638.64,50f8d50dce44107cbb5f28a1c973e81c
MC04411,15416,11303,4481,40802.55,a8af0b90d270c4204d2dbaf1ad4cc36d
MC02489,7386,1707,3,27407.11,e79b0e89c776b94395ac25db1c69bb12
MC02773,17952,15264,2265,27326.69,7da6ce9158a818e6531c47077760d437
MC00869,25796,16565,834,2200.39,20eac75af74ffa8d81c0f49b58dd8392
MC03390,73497,18215,5682,45773.53,4cc555042be966f7e86c531c371de346
MC02616,77308,6007,398,242.87,90b334d8435ec24427d00f54d9b85c78
MC02865,37634,25599,16861,39753.92,75a4540734480406faaf96915af57535
MC04587,94143,72876,59202,8129.43,936d237f7b25a3bd9717b2e4b7191bd4
MC02833,57379,18668,11010,49431.25,621456aeb62ee6741e8b6febf50e3758
MC00969,65061,54905,24715,4961.82,b4b786341ae26a7a41b555e6b21b1eff
MC03169,94135,27401,10410,27002.37,b1afbad701206df3b9000c3ca7d2da0b
MC01481,36217,21359,7050,45165.58,c0451376ce8f8332ecbb7329d1d3b9b5
MC03484,37720,4468,1266,41652.3,9b18b95f424c6d432824fa09c41c6898
MC03810,94292,9506,4443,25393.11,16b18d24025a674898c8ac55b366fa6b
MC00956,58532,10876,7664,33172.05,cf38c3c01e876d43328d911084e13df6
MC01958,90552,39029,29197,29165.86,b15992c9aefcda70f7ebfb6c1d1a284c
MC03475,24363,12427,11273,45737.55,56e5f0c1cefc5c7e68d047d435b75242
MC04223,5768,5546,3190,40637.18,d404b156c43b9261c6027591bea97b48
MC03350,89604,73788,57099,25668.25,82c835b60cf38bf5935cd3145cb8d51f
MC03593,9315,2981,1175,40021.64,0d3e69e16a4723018adb51e2478740c6
MC03413,94938,29166,15598,19166.54,25958841b8b908961d066704b376d5f9
MC00637,21062,6356,2515,7733.02,89fca5727bc0d1749e2e33231321ed84
MC01158,97372,91404,77106,45503.0,1a465deae00f984530bb5f96d98f5a4d
MC00734,1190,606,606,30355.18,882273f558f11cb092a47a3192063bc5
MC00305,62883,13059,7824,29520.61,83893fea535bbf02a7b291db462f9666
MC00556,56247,24431,1690,47396.05,e4a2aadd3dd4a290ffd385679b998e82
MC03953,74321,22711,5154,8060.34,cdff8f4e78137dc396075c1a1b0c148e
MC02199,56511,7774,2525,42341.45,ef27d179b82a1adeb84311d6d91d83c8
MC01083,79799,70362,62910,27180.98,823caa497b98c3f39bb20774a9d85847
MC02590,80864,37904,28898,47394.18,2db3e9ffa67f157ad1c4dac3044a2263
MC01121,42827,7177,4885,39390.97,15b3aaa0e4b6f69f6c22d34ceefc7576
MC04147,77986,34942,8948,14704.29,09b4440767fdce5c5757ad4c6f3d138e
MC00366,62002,30575,19882,23811.42,70598fdbc8837083d12a94cf2080c6ac
MC01221,21967,17920,9103,36156.02,65939dafd1e22bc1c1808f48d3f6942c
MC00755,19741,12781,1848,34977.66,76295433a5d637c596eae505ae2618f0
MC01979,2850,972,938,46089.58,255451430f6eaaa1721b8206bf732904
MC02521,93183,85061,60696,24720.19,694eafe34e53571738511758fd58ccd6
MC01893,2533,1772,1628,5189.97,9febc76136b22c40e4e9a09c1881bf09
MC03678,54284,1826,539,5659.91,b78b730da2dfe38599906d0f7cf74c86
MC04889,33330,33240,29804,42457.18,bf5ca84a66a5c0d2f0c5ab3f69222acb
MC01168,83153,22269,18829,308.74,2b1aba606703e1f8a0cb8e499059a06c
MC02868,36180,34928,18673,37091.89,60930e69d6091e03bc2b3780ce4f7ee0
MC03463,58360,12307,6979,48382.99,95ab0b362a4b445b0d1739a8fefb62ab
MC02174,39494,24808,2758,3337.93,033d311f2710474e93eb91fcf5ac028f
MC02956,47325,27324,21879,33768.43,fa9b8ac6056b1b8ecefbf61fbbcbbc29
MC02707,18838,14188,10892,41865.24,b39eb89c5480f9d5f94bd671c2e2f773
MC04444,22215,18591,1704,31992.27,4b89a01511fc644ed761f937d4901a3a
MC00106,65244,59012,14015,4042.12,4059573ff7f372c20c7ed5e33a792c07
MC00650,92322,44334,9166,2580.69,3abc7f10553485ca7ebcfeab2cac0a07
MC02598,74243,52705,36934,47908.23,c3aefa4ff1b08ddd44c2a222764e24d2
MC04205,2308,1752,66,4041.59,1bacd214e5a8b5e8fdd534087094a315
MC02672,58815,5908,2070,29216.99,0b5c992bcc9876f01125c90dbf5bc151
MC01873,85629,83243,12495,6192.39,278fda229e186da9aa173bac8e40b370
MC00320,70600,70027,222,33748.06,ff132645ebb52a6ba8f548b18888e483
MC02933,44318,27805,18323,10644.24,0368b97d9a3bcd899aee46ec53073fb2
MC04024,79899,23641,950,14708.52,957c19a4db0f1bffb50f461cf656f1ac
MC01945,38248,28664,28280,8742.7,e6a3e59032d0e81c28ad4e454852465e
MC03736,92014,2188,1579,6850.33,70ae3c6b81e3e5b421d17d16079badcb
MC02802,40773,38766,21984,40334.45,93bc403cdb0c34d6310272e7226676a0
MC00974,66291,33757,28614,15523.11,e4df539734ca489c282bac239fe99dd4
MC01276,14728,8020,7496,30795.32,17c359a2108a317c624f5b6003c3723e
MC00953,62555,58188,3733,23146.06,1adc958103c45c657af34cc53550729f
MC01654,37486,15647,5481,23373.35,32390e5ac61a10eb302e50e0c377b059
MC02656,54504,8616,7702,15030.96,46e9010b745ecfc91c6a9bcc9e3b408b
MC02996,25514,3709,3306,21374.81,85f83bd534f1fa9a6a99adc641298ae7
MC04173,97603,61863,14889,11778.32,0bd60a6337326301447e0be9abc406f0
MC01542,5610,2683,1937,34511.53,5e8aa8a32cb25bde9b0d6f7ef6861f06
MC02816,6365,4663,4433,36719.7,8dc0e201e219685ff3e9de2169a39199
MC02652,37684,5400,3420,10944.67,7ec869fa2d992b457973624b38c83128
MC02363,41071,37187,26771,40351.49,785a9626ee202299c5f81e136b757211
MC03254,43454,30050,11252,13199.87,ba080d05bafaa104f98f5576869badd9
MC02283,11466,5665,4440,4938.12,ba2481122fbdfa97ce73f9a8756308f4
MC00333,93625,25629,1849,25810.3,6ccf4e2009dc70f27f3336572cc077e9
MC02518,48747,41095,29898,33448.81,325c402c1ee774101c6da6ff2e1c891d
MC02493,70836,44620,18043,11548.05,a184afc6bc379b04b0217efedac69a78
MC04195,32391,27508,13911,24451.92,9caee26fa41a0ab2061b3d378f0b9dce
MC02990,67749,42786,39817,9455.46,5186aa5973fe299f26e058d538ea3f60
MC03399,27116,25397,8114,28778.98,1f61790a5ac1f96310642845edee276d
MC02498,83658,24903,7698,28638.33,d153442e56ced727dd44326464530566
MC01338,93617,42683,26702,47762.85,792e5b3ed6cd08275069598e6f607b9c
MC01145,75828,65151,44730,10896.46,b143769274632eb992579b186d83f577
MC02729,66699,26929,24505,10346.2,2fdbdb277e9778d1feb2b93882dece8f
MC04702,72299,29018,6910,45556.14,fb4c692e50817f14fcfcb06919956e2e
MC01382,59352,5813,4840,14401.37,82b4377ee9878f8919ea60252da8c1c5
MC03318,40497,4227,1678,32873.14,3637ee80b0d6a25dbe1d9b8080f21081
MC00575,54776,5510,5510,47478.94,fd5999651c42f7a15eb8a7f3905c5443
MC02221,61000,23526,5160,8921.77,2d3d101faea1137cec7fdc0bab438e3f
MC00945,64441,45857,16705,43253.71,12c5b30029a1ff3b9b18082486df6e00
MC00770,71739,642,429,15418.74,d2458232465a0871f2bba1d23a029080
MC03055,59612,336,171,197.74,2d1b9c72a63f1420220e045b4630a67c
MC03882,88460,59819,38121,14181.21,efd1280daef33890bab57feb006adcc2
MC03555,10859,3635,3359,27862.58,712ea09d16761d1517e9c000fb7568c6
MC01970,85452,18712,18241,12144.19,d1aa356d72e07d2cb6beb6166cc10900
MC03249,97017,46576,17359,43333.03,7c7ba2f479a9a3efbd2c1bd561a6d628
MC02249,66241,12044,7636,37602.02,8c4b610e3d3bd892c2a92631cf3e116a
MC01885,33161,16798,14915,39143.0,229f5425eb729d013770ce05257357aa
MC02600,39472,21847,9500,36346.69,16b7041c098889b2b28d57c8a79d432e
MC02416,46874,20567,1472,29807.55,7c80bcb63f2b87d3871e9140f09eb9c9
MC02514,13559,12677,3706,1439.25,469d4c3746343f2985e13f2a0837f5aa
MC00139,38764,16289,15652,31885.53,3c5cdc823ac1c64eee1dd3fae307f960
MC03384,84578,18167,12080,35196.79,68c069aa6366a4aa3c1a48be964f3030
MC04135,13344,13290,10692,17073.49,dd3926bfaf3dfb96e6bdbc3da38fc7d0
MC02601,43408,21790,15101,7090.54,eff6c52f07432b04e251529c405cf2e5
MC02657,64893,44674,34836,37149.17,3e53844ae2e3ef19091dddd6df8bfb60
MC03883,96818,73102,60837,21853.36,5e7befe4d9075b34d5e7f5039a7acc3b
MC00855,40610,25718,3204,2565.42,3d2dc6a236a415c8f75151e6c15bcb08
MC00373,70318,37673,28260,8883.02,564a5d56254d3f0ccba4919142e8e1b5
MC02482,94872,77260,47064,29898.45,30c59f9b02392fb3d8e404938b985bdb
MC00268,11719,9061,2669,45943.77,12e2e3e807b20f1c2100de54858152fa
MC02296,84729,20514,5692,9620.01,e99e1ea0da92e6f4d881da69f4774d29
MC02019,65211,9097,5,17225.06,2dd04b16b454d35180ad63c7916a23ff
MC02076,87434,10997,9575,5724.13,db1878143d69c50dda69d50ca33d9611
MC04123,3321,590,304,28867.55,b19865af24a873a6f1f3aeb7986fa754
MC02454,53320,47170,7914,26030.02,74a3db4e279006a6a65b34de7ffc4eb9
MC04002,81497,4673,571,26925.05,e65c185d0d7d612c0f20211de2269f6d
MC04595,21005,8216,7347,41768.12,9414b846b88b4930607ef55238923e80
MC04397,73982,33465,25103,3465.04,7780915778549de53a6022b6e499a67c
MC04320,39075,15948,9373,16111.09,2f8e3750fbda98d3bba0eb8c8e773d2f
MC04645,52862,6690,3557,47887.49,85b3c9ed816861e25803801a94ef5f6d
MC00227,56214,50134,41166,29134.23,49b71c4a4157f9c178b7220f4b7c9e50
MC00605,36436,7356,4583,26977.75,3531ecf0c84329e6922cc88ad0b645d3
MC04146,25075,18900,13183,9987.57,2192bacc1380a7a7dd57935d301532ee
MC02389,28802,25845,11693,17473.29,892fd92300ae7b17acfb6e05c7048e36
MC02157,46007,30552,2614,28469.51,4f7b94eb5b09a2242c2b2deff8489398
MC02915,27760,23141,17608,1917.47,676f35c3183eae37d3cb30eb83e81cdc
MC01063,15737,224,61,17492.8,4447be2f9c95047ebb3d326faee59cfd
MC04319,25209,17674,1606,35536.1,4d91e7048056498a83c1c6f8ac873f68
MC02844,41025,5844,3758,8282.29,53a8afcc7f49caacfc21670816989ba9
MC04109,5758,469,249,3056.27,a832de50230942c58b495cfd9c188050
MC04709,16195,3570,271,41036.76,699e019476526f482a33364fe54d0b91
MC01575,14437,9974,5148,35349.36,5cbeb3cb3f49644b055407147f4308f3
MC03934,95937,46829,38605,38447.14,77bbbd0e85d1c6ed07904a32154c4808
MC02460,48298,27506,6470,18105.39,8273d2fb8cdff88bc8856a548fe1f37f
