ChannelID,CampaignID,ChannelType,Cost,RowHash
12d2820b-26ed-47ba-bdf1-7fb4ac217e3a,e6149e43-2d3d-404b-9d0c-16bfaea9147d,Website,1544.62,8a9cbffc0bdf7240b02d194beaf3c559
bddb45a6-91db-4f49-8a72-1f18f7ac3766,06c3c465-e9c3-4fc1-97a4-ee07fffb5e87,Email,1547.67,d688379fff43f9bba4c3883b52d52a22
cc37039d-bb44-4057-82a2-fb71533c4447,4b5739f8-eb26-4e9a-bbd3-4a3894fe51fe,Email,1541.83,fbb7137d519623aa817d6b4f8e186f8e
7e93b30d-2069-4220-a9b2-16379adb23fc,de44d538-a384-48c5-8fff-2c32ba92a0cd,TV,1120.68,d577fb4018ada44fc3edc2d01a2959b8
dad6275f-9e3e-414e-8ee6-3f323dffcab1,9aea481c-a3c3-4a3e-9b94-726874347818,SMS,588.85,a4721817019ee48d4f1ba73faee6a7e8
c83eb33f-9b47-47e5-8d4f-c1025be9432f,06663ec7-d4e2-4fa7-b04d-24cceb0b1938,Social Media,961.85,7984ac6132c2bc4fed3ebf456cf74329
6a27645e-ade9-48fa-99a7-bf70bb04fc9b,c98b7ccd-27bb-4262-bb2e-d785fb4c2389,TV,1251.45,70994985420371f87b9c80ac8f852d16
aef784b3-d1ce-41f4-9423-2ea86e5c2bb0,fdc78565-6d29-4288-a07e-d8cff6906d13,Social Media,359.65,d41258f85f9f28b2a46b28bdd109c9ca
a965778f-ad01-4961-9811-cb8f8338204b,93975c37-463e-4db1-a4a9-5d3f6c58c3df,SMS,393.98,d13e4c26e30580eadd0d58dda168db8b
29766d1b-e175-493f-9f8f-b2a559968225,0ba5cc44-211d-4e07-a298-037b0ba758d3,Email,124.39,6ffc39d7fc2214df55024d1598c4101f
38bad038-c94f-4a7f-8cb2-8479e2f7886d,27749fa0-538d-4a9a-a5b7-55b7a6df3b22,Social Media,1033.76,cbb4dee47bddff9452a3d7d57550ac74
5bd8af16-26ad-41a9-958a-ff758c17b25e,0e679eef-6896-431b-b5f0-cb65cf478ed9,Website,1943.94,64d4701bdc1c3f9bdb4296774c5e5b24
7209a020-a902-4ffc-b8d0-835374e57cee,c5436a7c-1ac9-42b9-9e9b-d52c0d2515cb,Website,1030.15,d3e7659ca4e16ee6ebd14c9cbf0827c5
65f5f0db-d4a6-4521-8e2c-e0e7018a8611,bfc4bdd6-47ae-4140-80e0-756a33c9b80e,TV,235.35,a9d5c0f6539ac9932ab10d8f99da5df9
1ef39059-2c0c-48ca-9154-09d679d3d9a4,0a049832-cce2-405c-b0aa-f29e051bd720,Email,831.17,f3ca254c473778efa95b4f8bac0bdf99
1e199565-86ea-47a5-90a6-e91d8a4b07eb,84996568-a6a8-46bd-86af-df1aeb82bf78,SMS,469.03,6e77ecfb107eaf4b14d686360891e482
3e102c0e-7276-4c4f-9397-527d02db949d,ff8182c5-6870-4efc-9258-335f8b1e7d86,Social Media,1565.41,31b295d42b312077657e299ae54cefe0
3b3cda3c-c5aa-4233-97d0-4e3e02c440cf,af484382-4478-4973-ae6d-fb4f447bbae2,Social Media,1068.26,d19fefbe1fd2d014ba4412518b45e6a3
6294fe9a-0c8c-4d9c-9d1d-7855547d006a,db5c81aa-2c7f-4b23-8a91-19ac1da1c9dd,Social Media,1423.27,7bfc3fb033c62f7241e77047f8c508c9
68842fc4-a1e9-46df-a02b-44ce154a7222,b685eaed-54d8-4200-a402-db59e0b68ca6,Website,1860.39,b5b784e82512519bb834a2d72fe639f7
d2a26e5c-d999-48c6-afff-cfcfdbb22b23,d02b715f-8f18-4bd2-a37f-e0f69935226e,SMS,560.47,2b9f242e6704d128dd62fd0c0aaf52f3
6b3ca19f-1075-4502-b1c1-8f5a668b6530,0a049832-cce2-405c-b0aa-f29e051bd720,Social Media,1298.81,adf7d270ebb59a699250c097e944563b
d4325590-fbdd-424f-96f8-6d571d6c8173,68b48bcd-0844-4b98-94ff-4ac550996e67,Email,1425.2,da7f27fb8744838a9aebc2a8fab26339
606b24f1-f28b-4e64-8214-966864dc748c,bfc4bdd6-47ae-4140-80e0-756a33c9b80e,SMS,596.53,3b9568a8945f5eed5cba682c12319d01
914e0d64-d872-4d73-970d-cb73b9c0ad3e,e6ddf59b-b180-4fb0-89fb-6b80810040a2,SMS,583.15,6a3d0ffb491f85a79da61d5fb63935e9
93c1ec64-c57d-4f88-a3d5-17c31d159c15,bca55cdb-7ee1-4801-9f92-4db1ee5dafce,TV,1908.38,58aa29c456d776b5c13058c9c98a0f8c
3011d2f0-e58a-4437-93ba-b123db4fba47,4114be48-8e57-4ce7-a116-c4cc68fb4635,Email,321.79,afd890f32e85a145ea5a11d01e512d4f
6f59e3a0-a7ae-4b81-a5fc-4ff2ef39dd3e,ac66fe8d-b999-4149-848a-91c86b4a3205,Website,855.57,cf779ab0253b0f95b9089da82d6018aa
2ba3b946-0ed3-483a-9cb2-1f1bf05621d6,79ebd383-984b-448e-b512-2b03e29c9dd3,Email,1085.22,5f598f178635e4e35a5e2d8d1f1e60dd
0aa5045f-421a-4d01-893a-27689150826c,0ba5cc44-211d-4e07-a298-037b0ba758d3,Website,415.06,de926929ac4f928e50d40fcfbfcd8aff
818a12d7-abb9-41bc-b0d4-370c4113a9e2,4b5739f8-eb26-4e9a-bbd3-4a3894fe51fe,Social Media,1414.49,a33d06f0d707ce89faf00954d7226748
a06ad12c-54bf-42c4-a409-3d49bf13372b,27749fa0-538d-4a9a-a5b7-55b7a6df3b22,TV,1351.12,52c92de7d4e6728e203ce4ab4bbbaf3f
179e45f5-198d-40ee-85d8-81eb7c93bbff,c98b7ccd-27bb-4262-bb2e-d785fb4c2389,TV,685.16,737692730016f3509acb912811711a17
b108d72d-ecf2-4d86-95c2-74fa9b6a612a,4d9cbc68-07e9-45dc-b6f8-d3c2a8393091,Email,307.62,b21b6529351ded3d335ef89966dc1280
10cba53f-6f27-4c80-affc-32e8788694f1,66268de6-019e-418c-b4a1-7452706cdd1f,Social Media,1647.03,48677096622e98026057a84c504a66e9
4582409b-f8d5-492e-8443-890adaf8430c,15d5d9aa-524f-44b9-9e38-d2e3ade9f2b0,SMS,1867.03,3e77d07b65f424a2bc198d9cbb5c181a
f9291df1-8338-4c03-a05e-01d84c27f906,9fc63dcc-ba53-434f-916a-cc42ecd38ffc,Social Media,112.2,551b5371a2a49cd08e8107a0ac94719c
f7da3c4a-512f-4d4a-8e81-913e3c3887a1,60b6de12-66b8-4558-a692-49a03e285529,Website,103.0,581943cde925a814388fe2508113a5f9
323e78b4-315a-4b11-bd15-9830ff28d480,c2bba7ef-f9a4-4e72-bb31-8ed0d84ca8a3,Website,1097.43,24e7eccdc340f615cf70e150f91d0011
2b4c818c-5ada-4d06-904e-9d5b50f2f6eb,b685eaed-54d8-4200-a402-db59e0b68ca6,Social Media,1492.78,dd042ee825167d9435c261be62cebaa6
1607f2b9-af25-4eb5-9c36-d0d00717e0b8,60b6de12-66b8-4558-a692-49a03e285529,SMS,811.84,a1a5b58217d657d9b7391d4ed5affa8c
ec737fe0-9f7b-4574-95da-8d2841a1f1c2,3b34edd7-1a00-4222-ace9-a841cb5d874b,SMS,476.24,de140d962fa3b22cb22949721855fd94
5510f99a-7259-4a73-9315-516a552fb1d2,71f0344b-8a96-40a9-9210-bbaeda134d87,TV,1902.12,30e2aa5234325cb74559c39941e65e0e
65519d27-db46-4805-8a89-5a5d25e74f3e,8ada58fd-e53a-4bb8-abb1-695cf70282a1,TV,1647.3,17e12ce999cf21e5af3d263fe54a91e7
1fe443b6-7948-4479-83ef-57b58247348b,71f0344b-8a96-40a9-9210-bbaeda134d87,SMS,212.07,1829dbd63ac9aaea51eef8dc968349d3
ff20e876-0c5d-4d92-abc7-a407b1ed55fd,71f0344b-8a96-40a9-9210-bbaeda134d87,SMS,592.77,df6b4e8e6a42dab3e60cfaf06077f944
90adeee3-b217-4ca3-a66a-ca148dfc00c3,4d9cbc68-07e9-45dc-b6f8-d3c2a8393091,Website,1290.99,72d61435e25a98953b52f3b3f25d6528
a49f7636-7ec5-45b5-8fff-3946ac94edd2,bf54ce17-9b2c-472e-86cb-3ab92b42fc63,Email,1749.89,2d083e418dafb99a54775e230f865a09
ca9a3bdf-a479-434c-a60c-bdd37f0fc59b,60b6de12-66b8-4558-a692-49a03e285529,Email,656.94,b13f1ba93a744e02ba1d8142efe1be0e
e6057a2d-c78e-4b89-ac96-cae9d6c27ea7,c98b7ccd-27bb-4262-bb2e-d785fb4c2389,Email,625.85,78270968310846d1cf78a60c18490fce
71abfecc-c779-4826-9da8-3136383247e2,bca40b3b-3d2b-483b-80e5-cd23760625e5,Email,1212.73,078e019fc8f4e4933555ede01fad214f
fd8d59b4-84b7-41d6-9035-06ae90bb95ed,06c3c465-e9c3-4fc1-97a4-ee07fffb5e87,Website,1378.33,65533946e0af1c1bf07e0f4fb4cc10aa
ef8cdaa0-0afa-4dfc-867b-dfa898d06d17,90ab4671-853f-4b0a-90fb-088fd22075c8,Email,216.01,b15b65b831109487c6fbdcbc20c30c22
20c36084-0b19-4227-9ef6-3e28e1b1a384,af484382-4478-4973-ae6d-fb4f447bbae2,Email,1364.11,01028c602327a31212cad22eb66e071a
2e256002-ab8f-4139-9c7b-a68180e6ba7b,4775ae58-2a15-4f6f-ba3a-7e4c8dbe5f7d,Email,501.03,6ef839fc1fbd600d865c56d57ffbace2
e1105183-fc96-4af4-9cf3-a7fee1e55b19,8a32fa4f-cd62-4f10-9712-abc3ee1bab32,Website,1245.67,b0523ac61dfefafe1784ae6f6dce7d42
f17c9dcc-9d6f-460e-912a-580aff78ae0f,59e49967-ed53-4c38-a8cd-2e121c18789c,Social Media,1871.04,43dc643850d8481ce3340a23e933bafd
0dece6bf-6f41-46ef-9b16-61f79f352dae,93975c37-463e-4db1-a4a9-5d3f6c58c3df,Social Media,1248.31,00b74577faa6cb4fc047f11402dcaea0
b00eeed9-124e-4019-9248-78a5dc6196ad,bca40b3b-3d2b-483b-80e5-cd23760625e5,Social Media,1395.53,a626306b311de887e6f62a9499e00438
1eeb3792-a9c0-4828-a10d-d6fbd518e52b,bca40b3b-3d2b-483b-80e5-cd23760625e5,Social Media,1652.01,211e75a963fd14553749d4798c0f08b8
9cc4b19d-1871-4bbe-b9fa-47318561d217,85277612-3f39-40bc-9d68-77b7be22a870,Website,819.03,a60ed4963b49f7a47b65c5a1e4035fbd
5166e6d9-ce4e-470b-93f8-44d6f6bf2ee0,2cc20786-9286-4429-9265-85c724e37888,Social Media,1758.85,af5cf59aab6ffeb71e4c7f03641048fc
ea9b3430-6d32-4178-9108-b0285f2ba340,90ab4671-853f-4b0a-90fb-088fd22075c8,Email,968.15,e6afe8895828653b194b1c36f111abd8
25300cd0-31e4-4d2a-a5fb-5d46fd6a918a,261d733a-db17-4935-9bfa-705c0428a394,Website,1477.92,fe5ed8848741e407eda37bbeb7389014
530b6c84-fc92-4a05-ad2d-5e982fc72148,be3fedbd-0d9c-4763-a072-222d7aa58f3d,Email,1243.63,78c0c885c690d3c034ef7b7a27b7240e
3461d3ff-05d1-4e84-8699-92a777ce24f2,a977bca5-8095-4320-8be1-902d4772326a,Social Media,1907.02,4fd2d497e56061d78e97f50e2b982d52
e05a4b14-ea45-4dba-842b-9ef461940aab,af484382-4478-4973-ae6d-fb4f447bbae2,SMS,800.02,f280848647b4cc11238c61e73e79e680
8eda00e0-ee16-4338-9883-cd1a88bfed2b,bf54ce17-9b2c-472e-86cb-3ab92b42fc63,Website,1078.34,4e2b91bbc19bfe261461aabea12f6fb9
13344e80-de0c-428b-9c4b-09c63d41791b,7702a0cd-afad-4a7e-8a0e-27399a8d1b03,SMS,105.95,002c539992451358d37e038a4028e128
25a99892-69fb-450b-939c-972cd4248ead,a1cc4f2b-ba85-476c-8e18-2e4f58256673,Social Media,131.6,f925006d3f37a201d154bfc931161fad
d69c3e95-bc95-4a4b-ba37-856e0b866940,85277612-3f39-40bc-9d68-77b7be22a870,Email,1942.24,bb4f3d0e48c86501a43be48706658365
667da579-91a8-4cec-afa4-6cb450c731e6,d02b715f-8f18-4bd2-a37f-e0f69935226e,Social Media,1388.07,d1d9b95ff0819ad9929e104eebdb8610
7d0c0f07-9b04-43e4-82e2-cd00648d6535,7f1ab28e-a451-4625-9ead-b1594fdb55fd,TV,1020.62,e03243431d41e21e9fe76877faf7d2bf
d588285f-f056-4039-9dfe-e14a0a4da1de,d02b715f-8f18-4bd2-a37f-e0f69935226e,TV,1608.52,e8eb38226704b9b94c55f73152d12888
2b6466bb-c107-4b98-a077-7ec4b3decc70,980142d4-4766-4dd7-85f7-2ca49c31749c,Website,1884.26,8ece3a663223ebb1c0101bc3f72f8ebc
f825b5a6-3d0a-42a6-adf1-12dd0b4fe1a8,93975c37-463e-4db1-a4a9-5d3f6c58c3df,Email,1495.13,ce66b42a7ef2b7854c6e1682cbceafbe
88543d6d-ab11-4c8d-b20a-b5e2692ab8c8,901c9b90-9330-43eb-9545-00446eba87a0,TV,470.65,10c3887efa6e7dc25c72b7b2a7526169
0a007748-70d0-469f-a02a-5aa8f8d211ef,85480816-2734-4bcc-9361-db3745f167cb,TV,1764.84,3372a6e3726e0da8464d793d9275256d
5880d1ba-4309-478e-b03a-104d49afd931,a99da37a-3436-4d99-a820-63968c134c10,TV,160.32,341873be008fe56c44a9a1e83416cd3f
ebebddea-7284-4393-aff5-61c2ece5c812,7584502b-2f02-4141-9154-70a19a7deb90,Email,672.56,a3b5af928ad9a14cd2742df5b6a1baab
6dc754a8-58d4-4c4a-aeda-c2383b2b22de,68b48bcd-0844-4b98-94ff-4ac550996e67,TV,1975.72,078ae95422bf0bd772415c90e57fc376
951e6c21-f0b6-4564-adbb-8824de0eb281,06663ec7-d4e2-4fa7-b04d-24cceb0b1938,SMS,1803.18,75312aff20d47d5beddc927eb0094412
326793a2-3151-4832-851e-30f861680fd5,a02a616f-68f9-451a-ba0a-6f2271c08f5f,Website,1359.02,92a5d6e34ecbdfc7d96898420259ca0f
bb0d51eb-dbcf-4be8-90da-d64e52f4d2a6,23ac2db5-8fd4-4669-9e55-1b3864358256,SMS,502.12,6ad7d3543da32162f758fb69a7108e39
665e2b1a-f58e-4051-8317-6784cf6583ee,af484382-4478-4973-ae6d-fb4f447bbae2,Email,300.39,2742c98008f8f1a337363160694294b1
965ea659-3e7c-4efe-b0cb-d9f750dbb2a9,a99da37a-3436-4d99-a820-63968c134c10,Email,404.45,9805fb28e9adc76e5125f6c72e852837
c793e28b-f9d2-4390-9983-eaf91137dd2e,dd9b3d3d-ec5d-4c9b-a615-2345f43a40f8,Website,1555.99,ea25efd5946f34d31c1f92d7199a1afc
694ecf43-2bfe-4490-8364-bf49d3c9b0a5,91cd34c8-2151-4645-92c8-9cbb75124125,Social Media,1365.27,1b5d2559ff67ccec88bbec457914ae0c
2e7db728-ac14-4d36-b520-772fd147c44a,f3431348-4ea8-4530-9952-242665591ad6,Email,1364.41,76898c19fcf0cc42465e3daef509e249
708c742f-526a-4929-81ea-9bf4c1bbcb87,b1f23e79-d057-4ef4-a089-e77e874c4910,Website,271.84,f308a03ad0f80e7abf87aca692297e87
0a60c53e-11d8-4d3c-8cd4-edef31334fc8,ef69b1f3-4e82-4c0e-b04f-4e73cd09e9e6,Social Media,1756.69,2274a97bb55685fb98f1b9c66952af98
883f0a81-ea0d-4c7d-ada2-3cbf64b46bba,66268de6-019e-418c-b4a1-7452706cdd1f,TV,222.87,03edf0a8b8b4d76c1ef357775b8faddf
4596ab4e-4abf-4641-8896-3190cbd858cb,bca40b3b-3d2b-483b-80e5-cd23760625e5,Website,1829.32,57c9779a3273a245e68a732f214fd75c
bf34f415-0190-4ba9-9e36-bc0df849d396,150d5c66-375b-4462-8f4c-79e598d7c90d,Website,1342.45,24360f445102b6d22497c6a601a35694
6ed1b5fb-37c8-4caf-992a-4ce841fb045f,f811f829-7edb-45d6-9af0-d206fa701a3c,Website,1636.05,07144ad98282dbf49a09ddfd12844ad6
fbf200ac-de5e-4fb5-a81b-2517c8e802e9,91cd34c8-2151-4645-92c8-9cbb75124125,Social Media,319.81,bfc08c5460b6f6cbbdf1921667ace21f
062479c9-d57d-4a23-83bd-a0e7691e3f01,ac66fe8d-b999-4149-848a-91c86b4a3205,Email,269.36,52a14a348f915736b7fa2b17eec85b5b
457e9f7d-3a26-4d2d-a928-f7e69fb6e8f9,d02b715f-8f18-4bd2-a37f-e0f69935226e,TV,1880.7,464963264fb662dcbec4854840d85833
e1ecb57f-eb1b-4297-a5f0-19ee4990c7a3,150d5c66-375b-4462-8f4c-79e598d7c90d,Email,1188.39,6c5f3648541b4a12dc2c9b8f12c47e7c
7fc6e142-7393-4d25-9813-9a15a8bf88ca,39e4b8ab-7bc2-4dfc-87d6-091ff6ff24b8,Social Media,1912.73,1ffd46cf64fbec53178f8ef36de6c2d9
73e7a84e-ef3f-4dae-9f25-767d0c0d117d,66268de6-019e-418c-b4a1-7452706cdd1f,Email,690.52,e226946541d78bbe31deeb3d2d63dc25
67e079a7-9e95-4f70-8a9f-f7b6dcd2f290,79ebd383-984b-448e-b512-2b03e29c9dd3,TV,460.73,a9a7322a933f34d3aaf83cae298f0402
298e55ca-ffeb-4f7e-ac5f-69c8156e69bb,f70e3d3a-59e4-4722-a4d1-c1ceb3b20c4c,Website,707.32,e4837c49f2e6bcbf53f18e6d5bc76db5
2b2b3606-90f6-423b-9a00-a107410cb0c0,85277612-3f39-40bc-9d68-77b7be22a870,SMS,1087.53,1fc8dce6a2855cee74a343dd8034f8eb
8069e7e1-799d-4ba3-a586-7cba681550ba,bca55cdb-7ee1-4801-9f92-4db1ee5dafce,TV,522.07,b3c3d99bc4b355d62e29d7e50fadb460
e5ca8086-c66b-4e52-8533-38227bd767e2,9fc63dcc-ba53-434f-916a-cc42ecd38ffc,Email,1122.76,ddb515adc2e14b61e35a017575d53acf
78155507-a75c-4fdd-97b6-19d6f5d3473a,e6ddf59b-b180-4fb0-89fb-6b80810040a2,Social Media,374.93,cdb7f0c45a2c73357b39096c0811e6f9
e376f631-4c4c-460d-ae01-9749b61c0390,901c9b90-9330-43eb-9545-00446eba87a0,SMS,1049.68,3d2d3ade1512ba95d61d618f7876d367
5a8f68aa-ce7a-4b53-851a-a304c1fb6dd4,e6ddf59b-b180-4fb0-89fb-6b80810040a2,SMS,1242.78,4102c315cf3a6d0c828fa8b5e7d204e3
a49d2132-9f87-42e9-9d36-d0928e1d0ba1,85480816-2734-4bcc-9361-db3745f167cb,Email,1237.87,4a7c81c9377813d10a6146a93dd1156f
de9ef4c9-b177-4993-848a-d42303777b9c,d7a3a8f9-52e6-49b9-b02a-d7b3857a66da,TV,1981.64,7f2cde8b699ff500017fc136bf8d2f51
76526ccd-b186-437e-baf2-474ca38182e2,5f978b94-6e6f-4148-a0d4-35d783eadb54,Social Media,1994.01,4ae9ae2faf502cf72a1bfc8ac86ef7e1
f82559e9-64f1-404d-b639-6c2f5e5d9cdf,3b34edd7-1a00-4222-ace9-a841cb5d874b,TV,1008.74,f4c8d3afaf763e23330c068051003a51
0bd1b3f3-7e88-41c8-b436-2741cdba5306,11fd66cb-d075-427f-97c3-b6566b472b24,Website,653.84,df3d6e82ad04e19de148f1059cc06e7a
29223ddc-624f-490d-b826-cd3d0b14416f,c98b7ccd-27bb-4262-bb2e-d785fb4c2389,Email,1964.17,a7991c5395be63075d19e69852421adf
e22a47e1-1389-498f-97b2-364a33dabc35,827af6b9-f906-49bc-af4c-018d15b2687d,SMS,1672.98,1776974d071d907fd297063ac8ac1a19
ae7d13c8-7a8c-4615-bec3-266307aae782,4d54349e-fdbf-499d-914c-a20ad81ca17c,SMS,1430.77,5cd23523ee4d2bf4fd8c5823d9c53c99
85bda611-1c6a-47fc-b20a-3345fe8a9f05,2d366900-90b1-480d-af65-e8926470136b,SMS,1727.88,60e3ea13c8d059dcf7e4dc0c13bcd30b
e1619b3e-269c-4b9d-8fb7-e41fcb3c8b19,edf86820-8df5-4a33-b915-a34c933e73ef,Website,668.29,fb4f714b1d1304da01088f4a2885370d
0f751e4b-5ee6-4cec-8a79-45817b9e4f54,7702a0cd-afad-4a7e-8a0e-27399a8d1b03,SMS,1983.02,2cf4c62f19c41992d0b639e787b8c888
ef3381a5-366a-44cc-abb1-9798dc995c0d,9aea481c-a3c3-4a3e-9b94-726874347818,Website,741.08,57edcbccf88cebaba660e501aa78097f
9cad574b-da03-42fa-9843-fe87bf3a3f9c,68b48bcd-0844-4b98-94ff-4ac550996e67,Website,1981.6,c92b2e1ad71870ef487b1fda31ca9d51
5647c6d0-42b0-4cea-b344-39342dfcfcb1,af484382-4478-4973-ae6d-fb4f447bbae2,Website,843.02,8f91d3fa30aee7635b6100469eb32bc6
16a48ad0-8a4e-48f2-a929-30bb7c56ee98,a977bca5-8095-4320-8be1-902d4772326a,Social Media,636.49,710ef5e47986178c91f9613aebb35db1
0a9a24f9-8260-49af-bbfb-2cbdf80760f5,0ba5cc44-211d-4e07-a298-037b0ba758d3,TV,848.17,21a2543df476d0a53822dda95d9d3e59
1444e914-a9e9-418d-9ce3-561de6f60c5f,39e4b8ab-7bc2-4dfc-87d6-091ff6ff24b8,Social Media,1529.31,cede879fe3f271b4c2ee75c68f0ff0da
8c6753eb-cb27-41c8-9bdd-57fc82c96d2d,1981594f-165d-429e-a5a2-a8d0b01ebfd5,Email,1714.64,e5c2e6c9e346e2661801c33768f8be5d
be5dd756-f047-4803-9c10-263419bcb7ed,3b34edd7-1a00-4222-ace9-a841cb5d874b,Social Media,969.31,6828b27eb705987fbe1edaa4f0da6ffc
d9747a8c-3f3a-42d2-ae6a-5b01ece5ffb3,4114be48-8e57-4ce7-a116-c4cc68fb4635,TV,361.37,012729dba7ef651b4c32b13c58429057
9fdf516c-212c-4d34-bd99-436c344785f6,261d733a-db17-4935-9bfa-705c0428a394,Website,653.05,100e9a099ad4ec7dd503da6e45883019
8db77832-55ad-4058-9cec-bc4b78cc91b6,85480816-2734-4bcc-9361-db3745f167cb,SMS,514.46,0431d0cd837e49aaa0a3eaddca3a4e44
07ad5bd5-9db3-4e56-982d-ddcfaadaaf5d,150d5c66-375b-4462-8f4c-79e598d7c90d,SMS,1497.11,6a8017d5fb18193fb1548a40b28fb5d6
800352b5-e80d-4abc-8778-9186ccf0ae95,36b05d7d-9852-47dd-aa74-d15c6e76db5c,Social Media,1479.32,8a4970268f375631d7b2dfbe935fbc67
b07c6bad-f796-48bb-ad51-17aecd25b80f,66268de6-019e-418c-b4a1-7452706cdd1f,Email,1388.8,1cf543caebe721e373f6b7ed484406ac
b0bbc352-9d0d-444a-9fe2-44be4b049680,85480816-2734-4bcc-9361-db3745f167cb,Website,1905.76,c7661dded5c7f67b96384152b806af3a
ea761b6c-c194-46d2-9019-9c23dacc3428,4b5739f8-eb26-4e9a-bbd3-4a3894fe51fe,SMS,1859.37,45fe9627b0c0fc8649d34a01cdace1ff
