OnlineOrderID,CustomerID,OrderDate,ShippingMethod,TotalAmount,OrderStatus,RowHash
760,117,2024-11-02,Express,301.17,Returned,5d8db643d3fe92209a411d41ec8647c81a26812a0914826617a71331df6b23c2
761,2627,2024-06-02,Click & Collect,935.92,Delivered,68df36425b3f012d38b27df1a4de0ed2561008d2fad21b0f313dd04d360e1589
762,2532,2024-01-06,Express,959.93,Returned,fc311d131aa1f7f370cf10e286ee993c1fcefa5f6b9469b1bd9c9d488fb2b298
763,1962,2023-12-31,Express,410.82,Pending,b98727a0fa575579cf75920cebfaf3eb48d3f53dac750736ea3b46f10aa5606d
764,1079,2025-01-10,Standard,607.69,Returned,71d201c5f1ea126fa6b10ddd1bb8dceb86ce665ddb286d427b2107760a8fb30f
765,620,2025-03-21,Express,923.29,Returned,c19fbbb30d31b9d47e27dda17764c47f4dd6ba08815287689cdfa48c35feff67
766,3135,2025-01-11,Standard,366.84,Returned,d757a31e76b3dd74a5535e24335ece869addf75844adda063cc7a13d9365b45d
767,2831,2024-03-13,Express,975.81,Pending,52eb4684e1c21ed21920c603f4f20177a8300d4f69e0979d4d3eccbcedd294f6
768,3217,2023-06-17,Standard,988.04,Delivered,0d6b4f949248fc28c2a24cf732b43e77e74ee7bec9e1b9110a50396445982c22
769,1771,2023-10-05,Standard,660.6,Pending,cc2190e77ce0a973d5a7159b4bbe6d3ce39d7951c9b4c88d31a4232c054bb631
770,1868,2024-06-28,Click & Collect,110.4,Delivered,a27238576d5b5b0ce49d6d867dbd6eee0d436f4103647ee96aca20422f6e2c0b
771,496,2025-03-27,Express,305.17,Delivered,da9339613cf02fd0731dfb46bb94e22a24452544fa48a6a2c2b69a63fe6e1655
772,609,2024-05-06,Click & Collect,266.97,Pending,f2f12ef8d05a9dc109b80c82365b202485789a0b596e9193bc042a9a5a0084ca
773,4172,2023-10-29,Express,293.38,Delivered,3b8708d1f67f79215aab3c166ef3153473e124c7670cb14fbcd5773ccbabe500
774,3766,2025-03-26,Express,535.21,Shipped,3fab4e52fec0553f55909db61e75d3711de3659f24414b54a64a95e351f94781
775,4,2025-05-03,Standard,347.06,Delivered,a982d992bc752b2297171a0a64ef8ac8a92c24f7ea3f27492b1ebe35dca9b023
776,3046,2024-06-16,Standard,105.5,Pending,52d6ea72d92f15e5cec19555ea083f7b50585da2443b19835952c8602eb8a81c
777,2527,2023-11-10,Standard,639.79,Returned,b5a53672a8bd0ffbcf4073054a0a3e59b5a56782177332ca882ff72b5c90dd60
778,3703,2023-08-20,Express,730.22,Pending,965e1d31d274f14f4ddda625e90d6bc44b98aa136ed864cef6d53a346323fef6
779,3980,2024-05-27,Click & Collect,981.94,Pending,4c0d3d5d22860d6d8d3454f91c538979ff88bbc4b9dd60fbb54220531b827d77
780,3037,2023-10-14,Click & Collect,871.3,Shipped,b7d485b9e94cc4c97468b9ae721cb59541be2d1ff93d6ce897f7f65d3cca5c27
781,3948,2023-12-24,Standard,806.3,Returned,1ad157fb96e8632df2be410f17bd5f705b94e21844c6f7b12488459de356b0e9
782,4329,2024-10-09,Express,118.74,Returned,125b90599d78ab6ead5cd205bd7887d6d4e376b3a3791bdde6c283f538b83ae1
783,3014,2025-02-19,Express,496.66,Delivered,208492aaa224f7bb7d58a4f7f8f179ca9983a503a6437b8e729c7c522aa30d04
784,1113,2024-11-10,Express,315.45,Returned,a1b15aad5e207597891c577245b1dd3e5ca97a9308ed91e22c5a9b065ced822c
785,3927,2024-11-03,Click & Collect,63.88,Pending,1f216b382479dc7ac86c7d5543c56d37e916f4c14beb970a80df2a94acf4444c
786,68,2025-04-27,Standard,152.31,Shipped,8964ee8faf15944c6ddb43757deffb1c1ef940803c16ebb86f8003d92775f0b3
787,2011,2023-08-06,Click & Collect,593.65,Pending,2003c6c7777eaab75ec44233a37f297572eaa3116c85c3f34da89baf13ab09ff
788,2435,2025-01-09,Standard,178.87,Shipped,532aa7ec14997eef894c815f614487d1dd5f6fd2700d191a2301fbc00048ef5b
789,2068,2024-07-25,Express,658.46,Shipped,0eb26e12f2f6a6a52ea5886673fc5cb153ead8ef9297b975738bae8b7122c20d
790,3821,2024-02-16,Express,907.03,Delivered,6e00fe1de306377e251e002e4017abf39af24692c02bf82ee7514b38b9b40de0
791,487,2024-10-12,Express,610.75,Delivered,c431ac96c028876b6c092ff5bed8cd5eeebcd313389b5f86819e2525e7f92b9a
792,3470,2024-06-03,Click & Collect,232.12,Delivered,6cd99ae64ba4d16e741117fc96c715478fa037fc2c473ecce391c24cab4870d4
793,291,2025-01-26,Express,140.34,Returned,d96bf5bdeed373cf639e88f7452753a2e4421eb4179216b33f3d283cb630581a
794,1067,2023-05-14,Click & Collect,534.33,Pending,72df6fd1c594a612af9f89160708882d33a54cb03e6570304140c03fd0546d50
795,4409,2024-04-26,Standard,705.53,Pending,30ad415c5f597205f03ac0a12aa4451c339c4a6f7931301089361ef9fbca52e8
796,3856,2024-04-04,Click & Collect,456.1,Delivered,0fe4fb81e458a04fd3c7b4b1287b0a2d1f3bd4e7d4ebcfc366121e04d30ba875
797,4688,2023-10-28,Click & Collect,149.18,Delivered,0ac64cb7f9fa0b2acd7ea6d3665189981f0432a742dd8e0fa67118afaa6b90b2
798,3069,2024-01-13,Click & Collect,430.39,Delivered,99c16d263640751e97f6cd8a4d53e59402a85f4a39c09f1252bbd4a4f7624721
799,3071,2023-05-25,Express,166.26,Pending,13fac6de6ff36ad5c45785a09246e30892e6813acfff44b914deedee01d65ee4
800,1323,2024-08-23,Express,98.42,Pending,d875d9000dcf5f72a133c6f5625906a612ce2c02d78cbaa2cb800b138d97c991
801,3126,2024-06-13,Click & Collect,459.28,Pending,c557fd9ddd2b139bd757f381439334dc96010c180b4cc7bbdaee38ca5bff7d71
802,2412,2024-01-11,Express,686.4,Returned,f2b6ccadfd54d6fa47e301a81d95cf0ff93c190d57076d01745bff85dd0dc89e
803,280,2024-07-20,Express,804.8,Pending,b977818bbae31867ea02710eff0e0951225701aae314d57fd3c9e5abebebb7a2
804,1945,2024-09-24,Express,765.35,Shipped,28232290a9a6f889ad185aba20d2b37ff5c0dfb90b2a680b15b95744e7c9a19d
805,1924,2024-11-13,Standard,679.82,Delivered,4d8554c5a19b03c62a6fba8aae9c0c9389c200416d83e706f02228e912f16260
806,2701,2024-08-06,Standard,730.71,Delivered,432a087f7fef9962835ada8a77daef51a8fdb3016384aef4a11a1d2d949e3716
807,1201,2024-05-22,Click & Collect,353.64,Shipped,753304fe3a33241ad11eb3dd4bd74c334aef8ba68a1b4dc2405ec124007a8cec
808,2758,2024-11-13,Standard,601.8,Returned,d58b63fb012e0ed5f2524df86b793a693e540b04b17ef5de403c8f6adbc1d370
809,401,2025-01-19,Standard,668.56,Returned,4559e5c5e63c144d92b9f97ecad276cb692629a93da94ea6a3cf57a6ae6f4583
810,1566,2024-08-12,Click & Collect,128.85,Delivered,25d74b00b07d6f5abbda8c3233e320c23a8c1d1dbe342aba05c81a2aaf8d1cb9
811,3124,2023-06-04,Standard,283.11,Returned,8fd99db8bad41148bb15d00d8ecc1a6647a8bded8d9ccc1db3255c5db5f14f55
812,2911,2023-09-23,Standard,272.45,Returned,7b0954709ced4abca515f7844699b0e32f73a0aef24f2ebcd765913c5d88f6bb
813,587,2024-11-01,Standard,257.11,Delivered,2263ecefeb93268ab6da6175d27217a2bcae8900a40059be357d162030f31df9
814,1098,2025-03-13,Express,516.8,Returned,84d14e263b0ee24b5c2cf3a43c83799970e1e5a9ca180ba8a7a0cc003dac0b3f
815,329,2023-06-30,Standard,268.68,Returned,4a75ec7665ede862c2b5be753edc97995f02882bd46ba7ee86ac5102bec72d65
816,416,2024-06-09,Standard,231.87,Delivered,2d10209508e502091019dd3da95f39738543fc94356d81998e155fc24bbe7ece
817,2720,2023-09-29,Express,327.4,Pending,ed48ae8b18760542b1f070be1a7fa16b74bdf0aefb55f4bdf63979024baefec5
818,4853,2025-02-02,Express,697.38,Shipped,c3ae9e286ee279770e299365de80bc19b254c3231a65ab6744bf12cf7022bb9e
819,3816,2024-04-18,Standard,404.08,Pending,d86f2662390d2ed9b84b28ef47f7f3676c6f153de19e88839b33c7483ed7eca1
820,1263,2023-11-24,Express,96.99,Returned,3de2a91c13048acd7a596624b19fc43cdb0d82c3eb4ba975bde49d93e5994cc0
821,882,2024-07-21,Standard,599.44,Pending,6a6a3a30494f78e00102d288c5330aee41dfbe7155af32abd0ca267c38922e1f
822,1164,2023-09-12,Click & Collect,31.35,Pending,46db701a2f3e160436ae2e1783ecf1d31f8fa919004ba14f303798f953fe9413
823,4516,2023-12-10,Click & Collect,345.19,Delivered,bcc019d41a903a48232ecc7e65a497d02aeb749289139a346b15e4e96aa2e683
824,2556,2025-02-01,Standard,416.49,Returned,213ce04f6a9735de50d13333c9baea9bdaa2a70d827881452479ec1c84f19485
825,1755,2023-05-20,Click & Collect,351.39,Delivered,4672e2ddb437f61ceb7d91ac72ce07fae6b4145ada0a44a933b556aca2b0032e
826,1302,2023-09-12,Express,910.44,Delivered,e4009c22d2665acace09bfe83f54bad661a51ccb8cf6ce3876c10fe36b2c5d7a
827,2011,2024-01-08,Standard,938.53,Returned,a13d861aef9c2175dd0cf7139d96e31f341fbbdc5da9f77121718423e2f82466
828,2191,2023-07-20,Click & Collect,184.91,Delivered,9cae9d72d9a5a2fb3b3cdfcde5c3dfd2879c2e6474c216fe6b1255dc7931c956
829,3780,2023-06-27,Click & Collect,348.92,Delivered,9ef27cb10912f6094bbf7e0f4e7345889d86dd7f7a1f9c5e21abf7072781d081
830,2512,2025-02-20,Standard,699.44,Shipped,7a5a74c733ca93257f234dfe192d7c0e5dff5b7cdbb8d409958fc4f770d7bd3b
831,2658,2023-06-29,Standard,99.8,Pending,2389171bb313324bb00ef603a2a4d9721022310a6a21b5080282d3ad64303c2c
832,3956,2024-12-16,Standard,408.51,Delivered,9484a7c8474df521f4913dadf8cf4c45cc7b2409b2ce41d42a8a447521eb7871
833,589,2023-11-26,Standard,269.95,Delivered,ad0ba39ee92fd788274f961dd0855fa1e349db43b2c8c5df9e02a189daa54be2
834,683,2023-09-13,Click & Collect,158.89,Returned,b03f3fc29d99554dc7c650678ebd38a04cb8cdc512fcab394a83405803bebcba
835,3984,2024-05-09,Click & Collect,534.87,Shipped,f48237663368bce89dc86a7a6de52fbe05d805d47a5e5079cc584d7d94e4a623
836,3092,2023-12-06,Click & Collect,734.35,Shipped,e19728750df16ffaa90a2161b3bfd4dddcf710cd9029eb525b5a0b277ec1f46d
837,2531,2024-09-10,Express,541.36,Pending,9fc4e4e941a95aa482099956d444c7fa25455ca767b798584c17d1e0b76e3ef3
838,508,2024-04-21,Click & Collect,994.98,Pending,13d495afbc207791ab73e4c74264682027bcb1e2b8d3b6d3f783bed646de70ab
839,1790,2024-02-20,Standard,976.53,Returned,fd1cf585f8eceffce38bda254eaff6edc9eb94d722fa0e9387e6403359dfe9c1
840,3097,2024-02-23,Click & Collect,859.29,Shipped,c334ba69496783532e4dad590e2b25b4ad0c58d33e3a8dc87549e615f519b10e
841,1589,2024-04-19,Standard,630.78,Delivered,02e218f47752a8c1c9a95176f4f19e6a0a13350a2979156cce950394194b8329
842,470,2024-11-13,Click & Collect,609.6,Shipped,be7dd2882f9a40eb4d51b8d81ed899bc32a744def1f5e09b06dcfd44d7a87a07
843,4582,2024-02-07,Click & Collect,576.28,Pending,107b8fc28ab7091e019da2f0406373130d750b42e0288239137695acccca8611
844,4339,2024-02-21,Click & Collect,662.34,Shipped,d4bb28df06448e987ae0f5e86caebb817368a8f32e85031766c9d1217763b93c
845,1930,2024-11-28,Click & Collect,814.73,Pending,a33bfab534681cf6fa3d524add09a9d911d0d476d81a93b4bf500de112317903
846,2055,2024-12-21,Express,357.57,Returned,f9292e22b20136b326b6b537aa4c59c2dfbfe90a3093d9208238d217f21b5c58
847,696,2025-02-03,Express,516.36,Returned,adee9ea73400cc43d899cb128a0293bfba06e813f24492b3577f48240bdfd62c
848,1982,2025-01-07,Standard,488.06,Shipped,9c98d569e6d25985f1515fa5bb963d622ace4af40c73b26966219b204d0a6515
849,3748,2023-06-25,Standard,746.31,Delivered,5e32365e7b07d358d0ee5d1c5bce07633563732267621676e5fe00c25f15266a
850,4021,2023-11-22,Express,79.71,Returned,8384e091a870143d952519cf4f31880587b3ce26136dcda5ad89077425834f38
851,1408,2023-09-20,Standard,100.85,Returned,3075d288b1ebb12986705568462b7f96278bc1867874ad383fc246de27de909e
852,3760,2024-04-09,Standard,578.82,Delivered,309b9f27ceff9483bf2f73c9533778b68eb0bf23aa44d0126ee53fc12ae268cb
853,2589,2024-05-09,Express,635.76,Shipped,965b858cb040c995f5995542f24b18702de2402de3828141b29ff6d265cee776
854,1255,2024-08-10,Click & Collect,757.3,Delivered,57d9ff9becb87342ebe17618d742d84afb2602cb49e9fc70170f67675c661f80
855,3765,2024-05-20,Standard,691.87,Delivered,418eb11fccc4a126e2f8a6eefaa62e743131d02940b0b2e0de56c7c6741364fa
856,3269,2024-10-14,Express,620.56,Returned,f25c04b6263241966992a0677048415f82e31fb73418f6f61279d0fa88c89035
857,666,2024-06-15,Express,580.8,Delivered,8533aeaee44a4865720ec4343933c2cf90212858f35e116569b88e59e08347b8
858,1901,2024-06-14,Express,699.22,Pending,b52f11c9016d262a11c8919ab40f36ead8a6c418d4664f003a7b25d64ac7d309
859,3434,2023-07-20,Express,135.17,Delivered,10633e6241ae054a00f6e3d991dc9d259fde5bca742dcba4853c0062c70b78b2
860,3229,2024-06-24,Standard,552.78,Delivered,ffba43bfd34c1eed5c04da85521494a05dd98dec6a904e8cdb4ac20478667626
861,1071,2024-02-19,Standard,620.75,Pending,ad736ca997ca4aa80446098aa7e779c6763c2cec29ccf95e5ce5f553e898749e
862,4796,2024-01-24,Click & Collect,761.83,Returned,bcca45985659bc2e6868fb1d56c00433b6a7d23b3296c30d269bf9ebd9a34a3a
863,1327,2024-11-02,Standard,598.53,Pending,0da21ef6ce08b54fef771f83c7df9108bfffc60f6e49a90ac39f1d6fbcf40d47
864,3567,2024-07-12,Standard,991.21,Delivered,e6d9dbd985b1c15f773c964c5cac0fe9f43ad0aa0de53c2e79e791665232de1a
865,652,2023-09-28,Express,378.97,Returned,9bba34d1f7cb679ba4fcafe2d3c80236b327e66809a8c43d40e06d2214a6dacb
866,4662,2024-10-17,Standard,531.17,Returned,d102902988ee083006b0f9cd8e8f277b21f02e85369971a61c7ed4e8d8f03bf5
867,4890,2024-03-16,Standard,761.26,Delivered,6d54e9502058a92ad99d5667411a0d1e6f0e56c002ec4489ae2ffc39e686c782
868,4358,2023-07-30,Standard,471.74,Pending,286d324e0159c89af39049500657b516a0069c9e87a6e943f095f97e8d76183e
869,4248,2024-09-16,Click & Collect,101.35,Delivered,2952b3c9b67dd38391d78bac1f62a0cce2da6a5dac6871da3d69501fa67fdfdd
870,3679,2024-12-09,Express,157.59,Returned,4636e2a77a5f2ca49649c5f8dc1ca78e7acef3b2e4b541bf78500b717f96d94b
871,952,2025-01-24,Express,337.2,Shipped,6f8de44350b87163702f583df58f258391251e51e30e13e9bf025f90cc433159
872,776,2025-02-13,Click & Collect,464.75,Returned,3c11fb9a63646fbc1e0c7152b3c52a9a41f429b2b273a74c08894481d8f3e6df
873,1945,2024-05-22,Express,430.78,Pending,dbbc1f1d1a14f91530cc97496a792c51c626cf43e0895b1c3c6ce912bc257f02
874,834,2023-12-05,Click & Collect,841.31,Pending,63a76782c371a056e89b84b307798b40e0ad54b2fe5a57ab8d7edbbba7dab23b
875,131,2025-03-02,Click & Collect,365.89,Shipped,1a8172546c82e525cf11dd0f859a171792a1b722abf22d57e0b179b0bdc6b55d
876,3936,2024-04-20,Click & Collect,201.32,Returned,9f87472a6d202adb2116aa02412ab2cc3d81e28d07986276fadcf54ebde5cadf
877,2258,2023-12-22,Standard,663.69,Returned,983ddbe37a6be376ac4adac844af2fa96dc9ee00f2cd013bfcdee31da2c2f38c
878,4662,2024-12-16,Express,267.16,Shipped,2e418849ecf4bc6f3491d6e8617355367bf92a5caed872e2a1c161996366a215
879,1443,2023-11-05,Standard,499.24,Pending,ea4aa6189bc6abfe741a93360526d029341fa9f156c7bb7d7f837e034fba9314
880,2955,2023-12-20,Click & Collect,722.02,Pending,74826ccd428167e5c3356198d6eab9e5fb9dad98c42f9b927b5eded1eb36c436
881,1570,2024-11-29,Click & Collect,976.77,Pending,38d5b6eb7d22ed80076501876fd12ab5e1863a096bf60d829423a273d763bf4e
882,2512,2023-07-22,Express,171.58,Delivered,849d9987ad23c31b6ffc3c561550744461d597addd52d012321220ca08655d9c
883,2578,2023-05-31,Standard,474.04,Delivered,f4808f9bcf661ad3f8da918cfd700b1f95b265ecea70b53b7c9bca2868c731ce
884,1696,2023-12-09,Standard,469.09,Delivered,e1a44fe553ac8ab5ae16e335e828daece398b38013d856c9ef21b07c475d7d19
885,4646,2023-11-08,Standard,613.96,Delivered,f8cfb39e098c507c0acf8731a44b4714e41df7c982648788e9ebf867f56dfaf9
886,2862,2023-12-23,Click & Collect,499.92,Returned,abdf37dfa33813dab743c5ceecf6403b823209a381ea9f3d170c60a6242b763e
887,2730,2025-02-21,Standard,456.81,Returned,fa8b095294a981e602e14310a0aeb1889a0391f78468bcb7094acc7cfa122571
888,4901,2024-12-01,Click & Collect,50.54,Pending,03672dd3a0e64a052c314319c67a537e520b5db7740405f07dd3faa5864a2606
889,307,2024-07-20,Click & Collect,846.8,Delivered,6175ea9d053a142eb78a2da24b1a475fd576e766f62fb767e497955f78974467
890,3138,2024-10-12,Click & Collect,856.4,Pending,908d076c6be3c618175805704554dfe2ed426653571ca9ad3f0913a197af9e87
891,2670,2024-12-07,Click & Collect,373.02,Pending,bf4604cef46791b92d550d3ed85b310a4c85ae261a335974c8c35f4e131e4e87
892,452,2025-03-25,Standard,938.35,Returned,4cf75abccb8a3f78edff69a6d0063fda49ee129e88d579168de24e06d32468e1
893,1876,2024-02-03,Standard,606.43,Returned,5ba09a9a9e6702c9ba874a820e01651444dafe6fc3f3a9c588a16be35a94aa00
894,404,2024-02-02,Standard,350.04,Pending,48284d5094621f424227532b0603bba64285955cde634c8139207c57a0ce4e08
895,3668,2024-01-14,Express,829.1,Shipped,5df68704f1412975f7c7bbf04634e83d5a44d2718e0fe4f64f28391c6cf9a54c
896,1342,2024-05-13,Standard,118.63,Returned,f91559b3575a10c3e30f7d8dc010197d86beb0a9e89d8a590a1c18edea194f6a
897,1684,2024-02-13,Standard,631.78,Delivered,b7da5c354ce80f434c1e63d4a6897a2ca77d4765923252c8e58916b4443ab254
898,3407,2023-09-23,Click & Collect,147.44,Shipped,3d11c82b155fd3859cb4be317ff2b0d927d385d64608ff1fbb9360121893f6a1
899,1327,2024-11-15,Express,817.92,Pending,5acb1f13fba3f673007e3877e4c49e692cec64289faf5524d389990c892ca778
900,1926,2024-10-19,Standard,196.78,Delivered,19f3731dd084199b809e2ff147f34da75089cc06ba4f3e9c538aa8a2a28d1398
901,1666,2023-11-25,Click & Collect,578.39,Shipped,b52738f55f62eac986897faaeb6a46ef45f3698250807ec5d2b5dd8aa4930647
902,1198,2024-08-05,Click & Collect,471.23,Returned,dbe5873d2d41f726f911f56ac740e5f747da1253c90d3a1d082588376c86ee02
903,3906,2024-11-07,Express,782.82,Returned,b99d807ddd4e9f40b48f38a83e7d5b0a27042240f3c2d77b29c603267c3b5895
904,1504,2025-02-23,Express,482.42,Delivered,819951e44df271b7524ee5a40aa9e6f01e29e5b7ca73d138983aced035c8ef7b
905,2305,2023-08-15,Standard,543.81,Pending,32eda69bf9c6b4b6aa0575cecca2c3dfef5796fbad82170512238192b0a3fdd0
906,701,2024-07-05,Click & Collect,986.88,Delivered,b4b181c67b97ae75b04d7e8bd63a274d915c5e0ef419d8f868e67dcc6498acfe
907,3009,2025-01-08,Standard,381.92,Returned,c9b2f01f0921723ebdc81348599531874cf8af9498e9196982309180c446d35c
908,982,2025-03-12,Standard,289.87,Shipped,4bea10216f6bb2322facd04b183f7070955ce017afb89d72d4afd629d25dd91a
909,110,2023-07-27,Click & Collect,779.55,Delivered,60c4cf8953e524ad51e5d27340e4e03caa9b1a702cc46b3324293dc2e0dd0a11
910,488,2023-08-15,Standard,253.05,Pending,0f40b6d06cbbb4e3be0ec25a04119086c68d3b0cf06562cfdeae68b286f135e9
911,2106,2024-07-15,Click & Collect,761.5,Shipped,a954da9771dedd2ebd0e47d10d35ff271f79b3b80f3a6349cd2e93e3c617bbdd
912,1664,2025-03-08,Click & Collect,894.56,Shipped,756847862b0624f7d1347d4d137e9afa005422bed533777be71310083767666c
913,1533,2024-12-20,Express,189.09,Shipped,f06cc62f742d886a9d2945a777c6aab935cd033a3f45efa454a6bdc97e4de94d
914,1435,2024-06-08,Express,987.13,Delivered,8d974b9719c43b98aa15458ca2f762cc29c922c7792c56aa81cda37cb17d4091
915,800,2023-10-07,Click & Collect,356.1,Returned,6a1d24cd14d65803be237997197afe59c28a4cb85f9bbc06c7c04e8267c8888b
916,2800,2024-10-15,Click & Collect,477.63,Shipped,206f69f1914693421361856a86732a43daa21ea19f05e2b5f428fae5f17279ef
917,1467,2023-09-30,Click & Collect,593.91,Shipped,89c530d2592e22dc339120ce6191fb29384b5c939ab8f42c9da498e5c232b8ca
918,1967,2024-08-25,Standard,585.14,Delivered,6185e3f7ce2b9af65875601812768062239bea2cc8e3c7cea8a368f39f7497e8
919,473,2023-06-17,Standard,365.85,Returned,b1659630dbd3d33defb6ff9e91c8da28e8859b219c9e6e1ae53c66046a99c018
920,3864,2024-07-26,Standard,94.4,Delivered,e9bf15fe6094d65b8ee89bd80de3e55f63a2525b58ac24e5608fcac53632a455
921,4658,2024-03-11,Express,424.79,Shipped,e8fcd9d5836b1c06e2f6af0e849091ce1aec4f2a310cce33800eb8650103a44c
922,4129,2023-10-27,Standard,665.73,Delivered,2ec2601c5b22cdafe4af53de43581fbe282aec55b38c4639739086a01e2fca84
923,1490,2023-06-13,Express,218.39,Returned,1bb088fff5ef1e84c59cd91f27c3f1ddf1b17d74074d0eee3daf6a38879c0b7a
924,646,2023-05-28,Express,278.96,Returned,d2d47cac0798a366baeb402d386e3a22e756add7452c40b409b15a76a602a76e
925,1084,2024-06-07,Standard,541.17,Shipped,d8f88b421705fe13ce0e35aa097d77baab3a28f98d8cbdaf1de67ab01c9bba60
926,106,2024-03-31,Express,829.07,Returned,c7626d651c38300553cdb95e23937b1f56fb4b40a9900ceddb07b0e006cc3e0b
927,353,2024-09-01,Express,345.61,Returned,1d9c5e1ee89cdd54d0abc700276e81b85c206b5e24c0c430c54b7a3b219a867a
928,4595,2024-03-25,Standard,409.16,Returned,77a70e735874ffc5cfcfebebc55cd2764f56195fd5d8a18a385b9846977e23e9
929,1204,2024-05-31,Standard,972.25,Pending,bee6f72f2d33e8f6b36be02f666f94ab5b1faf9984b9f125bac830b512912a52
930,3593,2023-10-02,Standard,839.73,Shipped,fe15d8279793f6cfc5808234b8adaa2122fa3e14539052858a52e6979071b422
931,2034,2024-11-17,Standard,223.14,Delivered,1d631a15575945619a47d64378f76e6d0f173d5a3c2ae7a60cef5443968402e2
932,312,2024-04-08,Click & Collect,907.37,Shipped,215ec4c6215becf0be663e78f5586fbb6c837c8e7fb1687253b6fe778f05a647
933,4889,2023-07-28,Standard,876.23,Shipped,32b57b848c0ec8e23476c1d8cc81bdec85729824a25969ae92fe65f893b537f5
934,1462,2024-01-30,Click & Collect,485.56,Shipped,8da66bb85901d7c1531d96582edf983ebbc510e61a0fad69e2e515963e6eac10
935,1116,2023-06-21,Standard,141.28,Returned,eaccb2b2ccb4b62bea3203f85d85b60b63a97e841df0c82810139b88d1ffc339
936,308,2024-04-29,Standard,154.77,Returned,f130a5b492a3cef18c82d7aaacf9f4e60c7010ed477945d0daef0d3a75f2ed9c
937,3752,2023-08-05,Standard,303.33,Returned,155a849e8a79385fe8c188b0e2295f81152d04ee1eaef58d1799cc4e45740390
938,3053,2023-11-04,Standard,386.46,Shipped,c990050affdfbace40a524245f06637906e637a05d12e43511913d8f5f4d151a
939,110,2023-06-29,Click & Collect,75.45,Delivered,a69003740e8d898fa1f6b12b1c4d3e5be6c83a3f996d83a45bb3d0e51433ec1e
940,1650,2023-10-18,Click & Collect,54.44,Shipped,9c4892c0da6b958a629518fbeb560e130cf41c1f8152c34fb30f3edb69ef890e
941,375,2024-08-22,Express,676.96,Pending,439865bb9dd1b5da7bc776ff39deb57a078219469d32b4e02b953526a016cb05
942,4445,2023-06-22,Click & Collect,688.34,Pending,edd17f1b7e8c8c4f288ab89701e9ad1680e24d2d5558b8e206b5c50c186ec0bb
943,1324,2024-04-30,Express,855.92,Shipped,16f87e14c6414ce1662459914d91ea6724776c492764d96c64af7fc0ee8daa85
944,2630,2024-01-10,Standard,228.47,Returned,e489c3b6795c472e2922a67ac035e8258731102d4977d39d8fb40be39b7bf7f9
945,2974,2025-03-12,Express,650.44,Shipped,d00bc4d13407637268c43f55be99c330c0ecec4d423cfe6833eb83d8bfb5641b
946,4868,2023-07-19,Express,525.48,Returned,caf6802e921b6d046d20c273c003efcb3d1ec54bbbf6f72decdf876230424660
947,4350,2024-12-21,Express,761.87,Pending,09e49609f927ca2a1c7322bd010573516a1207d2a9df13bd09530dbf6abfac78
948,506,2024-02-21,Standard,892.34,Delivered,cfc6c0173edfbbd072d51b1ba227bd201f3db95a3ff90e96dfef39de91ae1538
949,1631,2025-01-06,Click & Collect,240.56,Returned,a05faeae5016f878ac4da6e63c00db84fdfab27ec9a523fe9ac2cf8dc6fc2053
950,1320,2024-12-03,Standard,634.98,Returned,ef03f461451309d0eaa9983ecb8c1ba421b838288bd252e63eef76dd3b04bb28
951,2982,2024-11-09,Standard,988.06,Pending,659b61489b5be784fa5add4188e6b24a59e70d8e768df038612257fbffb58be3
952,4059,2023-12-10,Standard,288.48,Pending,6b039b01cb7b42aa9573864b40f988d9ab211bca7efa3a366385c32e1c34feeb
953,4861,2024-09-24,Click & Collect,583.47,Returned,45f09d8f0c405f43f69192bd7c3b7eee07b7a6da3294c2f601677ed6217b2b70
954,3437,2023-12-22,Express,415.32,Delivered,b27fe8a60d2b8aa08bf6f76279015a27d0026fda55405b28cfb95778e4ce941d
955,1313,2024-11-11,Standard,871.72,Returned,e94c3ef9900a3aa8acccdf06ff01699336d30e50c23b18e0a693848b61d81531
956,3887,2023-09-21,Express,136.4,Delivered,8d382f0017ec27ab26a69309c73590a0503303394875689c5bcffb8c6b2f9529
957,4421,2025-01-16,Click & Collect,733.79,Delivered,055799e75aaa1df729dc3079d3f09257a693c46b14675cc9f261d4e08c66b577
958,1963,2023-07-10,Express,575.02,Delivered,9e842f6e41c8e65f7b59b28f20a9ad13134bc2b8a0d48cd28fc4d28d4bd21b31
959,2692,2024-05-22,Express,48.51,Returned,571275998a20c78f95073c5120832b5b2a156cca9b37b6ff5f219f3889c9b7b3
960,4334,2023-11-11,Express,412.5,Returned,7a4ffb190b481ce8289c00bfac8fc53904ad60ed977d47e5c1ccc9ef52eb8b77
961,913,2024-10-24,Standard,184.14,Shipped,e9c4562bd69044c037691eac6ad2a05d1dc2994054c31f9c5529e83563650c5f
962,2154,2024-02-29,Standard,777.05,Delivered,d5d95fd107a6eb37ecfae6f5b8ca57950879395fd422a5b48426b9dbbc54cb45
963,3752,2023-07-25,Express,87.65,Pending,024336104fd8d4cd612a326dd254d98d48e02f8d6a30527ca2c244e4dabd2d1b
964,1687,2024-10-01,Express,383.56,Shipped,304f5c41bdc5699b705d7abc90d6c6f0bf149d6d15eb57400bcb96520e2d5303
965,1679,2024-11-18,Click & Collect,174.17,Shipped,4df19c63142e1cb3180b96065ae12f7d1713c9da03b3620ed30fbf7af6ff494c
