OnlineOrderLineID,OnlineOrderID,ProductID,Quantity,UnitPrice,TotalPrice,RowHash
OOL00806,ON00807,435,1,167.97,167.97,e70011c5ac3ff655207ef0739886436f
OOL00807,ON00808,470,2,73.56,147.12,c7af0c68438194c92602b891b43f5114
OOL00808,ON00809,1341,2,161.43,322.86,24da3db82914018532eb00aa72d1380c
OOL00809,ON00810,1140,2,30.75,61.5,66a1e4765f2b4e2dc839f68d616c7e22
OOL00810,ON00811,1786,2,27.57,55.14,e1631dc73ff4320aa332b65746980d34
OOL00811,ON00812,3851,1,165.18,165.18,58e5ab7744c643863388e60b11811d63
OOL00812,ON00813,2993,2,129.91,259.82,1b4f4da8868f6facf9e63006b0debeba
OOL00813,ON00814,1793,1,90.16,90.16,a97298bce924e221c0dcd5764825c5ea
OOL00814,ON00815,2237,1,137.01,137.01,4139b4f78852e6cbd0fa3b32ade50a6b
OOL00815,ON00816,2216,2,122.25,244.5,299ceed23726696b2bd4f6a6f32c1462
OOL00816,ON00817,4069,1,77.45,77.45,f5863d683e3537e99f2e42c64caa09bd
OOL00817,ON00818,1711,2,28.82,57.64,9593822c944129e18b04a03b4638a659
OOL00818,ON00819,3469,3,63.12,189.35999999999999,6106eee56e85f0e72f66a55926811447
OOL00819,ON00820,3638,1,109.32,109.32,1126f93bbbe01a7442fcb5e1379e7256
OOL00820,ON00821,435,1,148.19,148.19,d3a4398c030f03ba997d4af380738d98
OOL00821,ON00822,820,2,136.18,272.36,ecc402b6bd3bc8d8008413ed87c2906f
OOL00822,ON00823,3988,1,132.72,132.72,5fadb692e59badcb9bad926bfae0e1ad
OOL00823,ON00824,2602,2,41.74,83.48,2ce8a13027c26de0317aa84f8b7db333
OOL00824,ON00825,2497,3,16.64,49.92,c83a682cb7705c8d113a0dc6be883927
OOL00825,ON00826,1991,3,107.81,323.43,9ba4e51644ff954f1c7ad654de97e29e
OOL00826,ON00827,4157,2,148.25,296.5,a81ff928724b75b201aa504ec90904ff
OOL00827,ON00828,924,2,53.3,106.6,982208f7330b7db486a087f67ec2359c
OOL00828,ON00829,1538,1,30.82,30.82,be14bbd50129090f73e769d5a4d7f60b
OOL00829,ON00830,635,3,62.12,186.35999999999999,3bc742968977244ceb1f380013e9140e
OOL00830,ON00831,1288,2,26.9,53.8,a2e1781cb52b47a890bb22e13972f715
OOL00831,ON00832,3860,2,122.84,245.68,699b3eceb3274e47883eddbd5c11e673
OOL00832,ON00833,186,3,62.13,186.39000000000001,d096ae84542883860a4473bd13f808d4
OOL00833,ON00834,797,1,170.42,170.42,ad38b5418c2739abce865ffa7a581425
OOL00834,ON00835,1070,3,23.31,69.92999999999999,e7ea4ffc846e16b7bd2c872a6bee209e
OOL00835,ON00836,1850,1,115.0,115.0,7bc6da20204a0c209c6afb997ba6c51b
OOL00836,ON00837,1757,2,56.56,113.12,e1a7f03233897e267f66cbc95726d42c
OOL00837,ON00838,1143,1,115.37,115.37,4f36d6c5aaa544e77a27dba53f9edca6
OOL00838,ON00839,4589,1,72.4,72.4,1f5a5f9048431630f14ef5413187ba4f
OOL00839,ON00840,3715,2,62.02,124.04,6bfecf1498711a9d63e3ad638c73476f
OOL00840,ON00841,1904,1,141.84,141.84,241daf2b5fe3e116700284bc66c7794e
OOL00841,ON00842,1945,3,45.83,137.49,34b49d5428a02ef4b9d4fd293ad08173
OOL00842,ON00843,4497,2,115.61,231.22,eb4c30e01b8d2bb0e8882021473df84c
OOL00843,ON00844,3197,1,69.2,69.2,3327ab288cc9124f74decb29ee6d6743
OOL00844,ON00845,1588,2,119.68,239.36,c28448463e7129fa50e7c1047c43c8ac
OOL00845,ON00846,1036,1,32.65,32.65,7c58b855c409f95369a47be74e52bc8f
OOL00846,ON00847,2604,1,42.32,42.32,33a80f220939213f519a4e852f54eb8b
OOL00847,ON00848,1362,2,19.19,38.38,838be7edb84272bcd932a80b013f34f4
OOL00848,ON00849,4518,3,114.22,342.65999999999997,ff874c40c348d83c36dd401fef4971ca
OOL00849,ON00850,215,2,33.33,66.66,76624d2f85a976211a5ad278ad975823
OOL00850,ON00851,4109,2,96.43,192.86,cc9d8a47484b5d5c3539d228d88e307c
OOL00851,ON00852,1546,1,170.7,170.7,820954ac1a79e63e303e491dfe2263a5
OOL00852,ON00853,1988,3,79.14,237.42000000000002,dcd048d2ea1330a66a7aad5ade9fb3d7
OOL00853,ON00854,1114,2,173.47,346.94,484b0821e9c0001de1dbaa99f7f7d210
OOL00854,ON00855,1705,3,57.18,171.54,a1d80078d5f9aa03bf18b8d61e070e4f
OOL00855,ON00856,157,2,48.2,96.4,26bc4340614edff637335369274381a1
OOL00856,ON00857,1343,3,155.53,466.59000000000003,9bf81313bdb5fb4fd706e74048c44641
OOL00857,ON00858,3181,3,93.35,280.04999999999995,6d91f8d334cf1f6164c08e37e6b32f5c
OOL00858,ON00859,1524,3,169.09,507.27,678e7e24088bcfc8215d8b2a1340e0be
OOL00859,ON00860,51,2,28.84,57.68,ac779ed63886a89099019529c8c13876
OOL00860,ON00861,498,2,88.57,177.14,48ec72e1ff06dfae3480be253b36c868
OOL00861,ON00862,811,1,145.06,145.06,361c0d4f917e2106ad6f042e6ceaefc7
OOL00862,ON00863,579,3,102.76,308.28000000000003,98f68649f6fe1f1d8d71c9cf774eeb12
OOL00863,ON00864,4129,2,53.69,107.38,fe8dbe9406e39202c14a7935c9faa74a
OOL00864,ON00865,2722,3,140.17,420.51,1033ade82bd5ced225a1d3da283a2271
OOL00865,ON00866,940,1,118.19,118.19,0aec1e070f8c8b07c627d48471bdde3a
OOL00866,ON00867,1167,3,164.79,494.37,47c10556ccde0b83c3c6de25f142b4e5
OOL00867,ON00868,1122,3,176.24,528.72,bfaf93bfd76b818977ebd1820f2073e3
OOL00868,ON00869,1824,2,46.56,93.12,ce277b7e95a1edc1970f5569db67bfed
OOL00869,ON00870,4444,3,114.29,342.87,c5a80344658a4b18aa22d701c3c633f0
OOL00870,ON00871,3173,3,141.24,423.72,530931501a12798f8eb2a8d20349717c
OOL00871,ON00872,3011,2,131.01,262.02,d2b1a9522f4eeda9f5d586c101e44787
OOL00872,ON00873,3522,2,173.65,347.3,917ecfebc29c5cd4f1a47ab938db9ebb
OOL00873,ON00874,126,2,60.34,120.68,31c3ed0e1090b93c647bcbc7c263028c
OOL00874,ON00875,2146,3,136.73,410.18999999999994,61f149c4e1d7f4a7b4f0e3cddf29b7b8
OOL00875,ON00876,4785,3,173.27,519.8100000000001,93b55f0ebf1289a05d18035cb72dca41
OOL00876,ON00877,890,1,33.27,33.27,ad5077a3d892c73459abb71fc4c45259
OOL00877,ON00878,4168,3,142.94,428.82,978a4cc3dbda0347436ad99077d61846
OOL00878,ON00879,2704,2,110.28,220.56,2dd01c3ade83d19fb57a9d565c0883ea
OOL00879,ON00880,3634,2,74.37,148.74,7bd97bb6f52d77a53cb18421ce5479e7
OOL00880,ON00881,2940,1,124.89,124.89,ec62b9c9fae5e094cf334881eb1e4967
OOL00881,ON00882,4709,1,114.29,114.29,e60f5651e4b785dab9cedcefb6f8986d
OOL00882,ON00883,4992,2,130.26,260.52,deccbfdbefb25858985ad17a7aa736ea
OOL00883,ON00884,3507,1,90.51,90.51,7640e292e637a86b11b85cba3e1c6001
OOL00884,ON00885,304,3,62.54,187.62,df8a09094227aa166d8479128c9d7528
OOL00885,ON00886,4823,3,48.25,144.75,c737d92f8169001cb70c847d12062a6e
OOL00886,ON00887,1631,1,166.79,166.79,fb4233f23211679c510cccfbbc06aa8f
OOL00887,ON00888,1652,2,23.95,47.9,f7079a2a7ba2713f0c311fd7b8513f13
OOL00888,ON00889,2312,2,47.4,94.8,55d7ab6c0e6363d3f5755d37d097bc6a
OOL00889,ON00890,4981,3,98.21,294.63,6c15e4911fe50f4847106947580b8612
OOL00890,ON00891,1787,1,82.76,82.76,81320f1829000c1dc38ea51c2e4cc366
OOL00891,ON00892,1947,2,90.79,181.58,cb72fea65d5aa807a4e6beeb4aa96dcd
OOL00892,ON00893,1345,3,87.17,261.51,528c97495441c43433994b559df342eb
OOL00893,ON00894,1060,3,87.22,261.65999999999997,6c63e580788d2b58cbf75c2583504ce6
OOL00894,ON00895,4633,1,103.54,103.54,7ce20615d8a36cd2c70e0c7304871fc7
OOL00895,ON00896,2079,3,171.47,514.41,aeaa5ca88ae0a426832a5061685c1aa3
OOL00896,ON00897,4865,1,96.61,96.61,d0cac435e874a5c5a8f0acdb1f905103
OOL00897,ON00898,591,3,118.52,355.56,5fe214c6b777175726ca840b1743b9ff
OOL00898,ON00899,216,2,133.05,266.1,67516261e8e7143609c7fab0246795be
OOL00899,ON00900,4248,3,118.38,355.14,1b7042e0489e51fbf4d968731a9d01bd
OOL00900,ON00901,4725,3,66.74,200.21999999999997,7e03bb63742614b59134264343efeec8
OOL00901,ON00902,2452,1,22.79,22.79,2425476dd43eeb7ca28f003f83e0b6a8
OOL00902,ON00903,851,3,23.07,69.21000000000001,f167864e5be8f18e9b203a5ba8281a57
OOL00903,ON00904,2283,1,67.39,67.39,2d33be6dc54a1c8300f5929392a06249
OOL00904,ON00905,4415,2,101.49,202.98,774f25e29523e0aa0d965274817dc97b
OOL00905,ON00906,4503,3,46.43,139.29,1baf3130eaff543ca0719eb3aaf3bab9
OOL00906,ON00907,3461,3,16.85,50.550000000000004,edbb24150e4b49cb17b53196deb6fba0
OOL00907,ON00908,477,2,83.02,166.04,636852aa851badfe7179e277520aae22
OOL00908,ON00909,2751,1,37.46,37.46,760594bf11acc789609dfabdbee6d60e
OOL00909,ON00910,2524,1,119.86,119.86,d127a597a81c316524c7b5219fd85223
OOL00910,ON00911,3704,3,53.4,160.2,afe94aa763343179b909a2db13cf65b1
OOL00911,ON00912,380,3,37.57,112.71000000000001,7804cb09a9440abc23ff4ea1928cb41f
OOL00912,ON00913,684,1,152.84,152.84,c2048f241c31473e55addf36bea0eade
OOL00913,ON00914,4832,1,167.63,167.63,50b0529c14db88db49ec7bbb388b4f96
OOL00914,ON00915,4761,3,68.49,205.46999999999997,e57007df0fc1367fa79118e0a835a57e
OOL00915,ON00916,2495,2,155.51,311.02,63ea60533dfddb36dc6fe35454915801
OOL00916,ON00917,719,3,102.53,307.59000000000003,cff1bad84dbd403733f8ba2ecfbe5f08
OOL00917,ON00918,1330,1,91.95,91.95,dcaf1f4c1f6567aeec575467698b9f7d
OOL00918,ON00919,1174,3,95.17,285.51,12c222ff5b95ace9d14281752b0e022f
OOL00919,ON00920,4505,2,100.42,200.84,6763e9626c88026d2a076194a2c5e16b
OOL00920,ON00921,4232,1,172.16,172.16,80dc8c964a6cb99f44c21f6c9335ffbf
OOL00921,ON00922,3100,1,97.34,97.34,4c2e13738cff1724a0e1c22daf4f1b20
OOL00922,ON00923,3114,1,28.61,28.61,10ed4e93e60054a05c6f94469ab59ed6
OOL00923,ON00924,3157,3,58.09,174.27,c74c8ccab8391e6873c586ff4553e285
OOL00924,ON00925,3682,2,126.18,252.36,acb0e73d61acf0d28cd2518c6a402dff
OOL00925,ON00926,2268,2,83.83,167.66,4e9c6c8d16d7b706db3650c587adedfd
OOL00926,ON00927,4574,1,161.61,161.61,ed59fce3aa4f412dfed136554669f7ea
OOL00927,ON00928,2720,1,149.71,149.71,b7a89affe1fcf215faebd4938cac9e2d
OOL00928,ON00929,31,2,122.79,245.58,ec2ccd8e4e12ef9d2d4ad79eda28ad66
OOL00929,ON00930,3655,3,75.47,226.41,020efcd0dddc175c646700080f4e551e
OOL00930,ON00931,4737,2,68.9,137.8,d6f451d48158b6ca6b2f4754aa14737e
OOL00931,ON00932,391,3,116.14,348.42,496a9d3ec2eafbb0b22bfb78995d84b9
OOL00932,ON00933,4607,1,105.43,105.43,465456ba1387b82d97498b2307ac1dc6
OOL00933,ON00934,4545,1,131.86,131.86,258c3acd20212702ef3d893219ad90df
OOL00934,ON00935,2065,1,86.98,86.98,f30bf72d0027f741a6a72ed0fed955f2
OOL00935,ON00936,2958,1,51.96,51.96,ff516360e1be7145acdbe91974fac676
OOL00936,ON00937,3923,3,156.31,468.93,f414a2c9ba41f3f652630747d4cd31c2
OOL00937,ON00938,4888,1,89.73,89.73,c373d22833f7180819213e300dea21fa
OOL00938,ON00939,277,3,69.7,209.10000000000002,cf9809ddfd0c49c4f7d493c4f2f67ef5
OOL00939,ON00940,1615,2,115.29,230.58,e822d044a2e59a1afec31ce5d75b6bd3
OOL00940,ON00941,920,1,19.93,19.93,4a9baf25b962bac6afedb710698dd5f8
OOL00941,ON00942,4556,3,34.95,104.85000000000001,0e5fd42496a58874ff7310a9eaf8afe1
OOL00942,ON00943,72,3,18.19,54.57000000000001,d3283dd3a1621f64177be5c1a34f39cc
OOL00943,ON00944,1707,2,145.42,290.84,5d202a40a9e81d44a645b70af98216de
OOL00944,ON00945,3988,2,68.46,136.92,1c5aa5bd84e9eed9868cda6cfe63869b
OOL00945,ON00946,3637,3,83.07,249.20999999999998,9de921077b3961d57c786e033a45fc94
OOL00946,ON00947,3627,3,71.7,215.10000000000002,3ab82acf1ecfc995424a05553b4f3069
OOL00947,ON00948,2338,3,35.68,107.03999999999999,17d1838e9a87e26a9196fc86f01b5eec
OOL00948,ON00949,4791,2,172.32,344.64,09d937c421fd720503d685583538c069
OOL00949,ON00950,4956,3,27.17,81.51,38d0896b6d4837fe68afa36f20199a69
OOL00950,ON00951,1855,3,143.76,431.28,6edf6ef093e9e626b17aca40c505fe57
OOL00951,ON00952,2426,1,89.24,89.24,ee8b377abb20e09a7e510dd9d7e684d6
OOL00952,ON00953,1634,2,121.84,243.68,166ec5b77dc9f2ec5539e806ddcdd513
OOL00953,ON00954,2247,1,106.4,106.4,914dbd949fd35a7e892d800ca3de9513
OOL00954,ON00955,2323,2,31.17,62.34,1481d208d40a6671692e99586d9396d9
OOL00955,ON00956,2819,3,178.35,535.05,f76ca5f08cf7d329cd273f1db9b560f2
OOL00956,ON00957,3523,3,20.71,62.13,ca93cf445873cefab05fc91e56989f31
OOL00957,ON00958,3986,2,77.28,154.56,5c90aa233aa57298d8b8562499ae32e8
OOL00958,ON00959,2857,2,163.63,327.26,d8e93a6f0015dbcceebffda622bbe62c
OOL00959,ON00960,2062,1,61.09,61.09,02d8f91c95e0c6800b4d51bd81c7e721
OOL00960,ON00961,4703,1,139.25,139.25,338f1d0ce998d24349f76fa1e52b46bd
OOL00961,ON00962,4802,2,131.83,263.66,a29d0b4832255df410b6367c55ce2209
OOL00962,ON00963,1001,3,161.08,483.24,357ead4555c21ede604e2363c7355d05
OOL00963,ON00964,450,3,28.26,84.78,a744844d98e681c80ab94b752c912f0d
OOL00964,ON00965,433,1,44.83,44.83,491a6b9566131819e7f03ec91280215f
OOL00965,ON00966,455,1,79.03,79.03,efe56dea580f4b8d6eadaf567982271b
OOL00966,ON00967,4591,1,73.04,73.04,b84894e6445a3327baac5e2fd92afba6
OOL00967,ON00968,4365,1,169.84,169.84,7ffae2f1430f3b01e378c7326bff8644
OOL00968,ON00969,2265,3,89.1,267.29999999999995,f2dafdb62b2634229627a2b508f4231b
OOL00969,ON00970,1665,3,19.49,58.47,fda393315dfed45b5377039a41324a65
OOL00970,ON00971,2356,3,49.63,148.89000000000001,e24f452350de133394cff31dc95c1dc7
OOL00971,ON00972,2839,3,144.5,433.5,ef44d375aa33b651b7720912e9157077
OOL00972,ON00973,132,2,95.47,190.94,04e781f40e7f2eba62abbbba4e595352
OOL00973,ON00974,1628,3,37.19,111.57,4d1aff028865f8aa808ee979ff54b0c7
OOL00974,ON00975,4555,3,67.29,201.87,82ade30473c90dd940ff6ecf1cafd96b
OOL00975,ON00976,1851,1,61.28,61.28,57e1be8b242b0034eb5f6d2f7e718c57
OOL00976,ON00977,531,2,160.06,320.12,53173644addb265423404655f3824236
OOL00977,ON00978,2540,2,134.95,269.9,2ed929067a98dc27848b0f461c926a69
OOL00978,ON00979,4514,3,153.71,461.13,f9b7aeb2b689a52a573e000c38ff0804
OOL00979,ON00980,2382,3,15.49,46.47,6e45c4a81b5a60d95a4565d9cf5716dc
OOL00980,ON00981,507,1,167.62,167.62,4b9aa995699f664dca532e55d1e1cd41
OOL00981,ON00982,3414,2,96.86,193.72,ff6c4664199b4441f39493f1cd241ec2
OOL00982,ON00983,363,2,144.27,288.54,3813e161e6e89670ba2198284b6d193c
OOL00983,ON00984,2520,2,178.5,357.0,76e29466545e5e9596ffba568a87f83e
OOL00984,ON00985,1545,2,34.26,68.52,d371472742d26f70928bd892bc073f64
OOL00985,ON00986,4059,2,60.48,120.96,cbae0beb3d2fb1b822c33e04fa02d1c6
OOL00986,ON00987,1975,2,114.08,228.16,0c11611029bc3e2a5c249fd622e5312d
OOL00987,ON00988,4543,2,75.74,151.48,8a61dd25cd84623d56e7d24a545f111a
OOL00988,ON00989,1313,1,57.28,57.28,7a68f5c7c16948e98e99b50821492bb6
OOL00989,ON00990,3378,2,133.3,266.6,a0ac8e736f231d30d83185e599c87c81
OOL00990,ON00991,4109,1,48.66,48.66,c20e5fa8ee11a7705df904a1e008f31b
OOL00991,ON00992,3880,3,121.58,364.74,19c45c240e48ef3170f63d47c45cc571
OOL00992,ON00993,4149,3,96.36,289.08,00745a3285c9f21d2ee1aa3441372eca
OOL00993,ON00994,3368,2,128.86,257.72,cf0b11d0313ddaceb87fc4f4877b00e7
OOL00994,ON00995,602,2,151.45,302.9,27ff1b2ac8854c93ecc3fbc363154bd6
OOL00995,ON00996,2415,1,159.68,159.68,d9722180192532ed0598eb817e0f4013
OOL00996,ON00997,2184,1,134.68,134.68,b92520e8101b9b3af41f2a5d7323bc59
OOL00997,ON00998,4609,1,34.65,34.65,2d26fbacedf24fc07164309f20c390f8
OOL00998,ON00999,1297,3,86.31,258.93,5fc3bbc3e8dfb12f3292801005cf9159
OOL00999,ON01000,2196,3,68.01,204.03000000000003,c582b0c7b1a9a0e8da07b67361b173df
OOL01000,ON01001,1240,3,151.41,454.23,239716f213b577ab280ae9c7db2c74e9
OOL01001,ON01002,4547,1,177.26,177.26,e15e7a6489eb7b34529d810395556589
OOL01002,ON01003,2273,2,156.61,313.22,621635e1e499c8ad5b707fdc66b9122b
OOL01003,ON01004,2771,1,41.36,41.36,ee30de41ec87b4f320ac6c7b25ba89b6
OOL01004,ON01005,4155,2,83.59,167.18,d42cd2c488f80cfbd5dfe6f82ab319bf
OOL01005,ON01006,1630,1,109.07,109.07,ea3c60fc7f8ac63c44897abb9b98b65e
OOL01006,ON01007,4942,2,147.76,295.52,84c754751a06182b5dbf91e0c905cdcf
OOL01007,ON01008,1938,2,122.14,244.28,29e7e080661964235dfe264c691bb1bc
OOL01008,ON01009,326,1,53.03,53.03,beb770a5d01545f88eb964996455f2f5
OOL01009,ON01010,3598,3,67.89,203.67000000000002,b76c8d946a59dfc6cbc8a403b6b01a39
OOL01010,ON01011,2888,3,130.58,391.74,280fed054aa33e7376b3597c66000bff
OOL01011,ON01012,2531,2,24.37,48.74,5dc2199b2a426226b4467c9340f4f63a
OOL01012,ON01013,1258,1,88.14,88.14,4a6a5999caaa12bbe2b8c6afe7bb568f
OOL01013,ON01014,103,3,87.24,261.71999999999997,723ea0a8cf92751849df1bc0886fd703
OOL01014,ON01015,819,2,36.66,73.32,4e4c086b991c4dcaf18d22d4e7bbd0fa
OOL01015,ON01016,1176,3,131.25,393.75,2d3f3dabf2a26ab2d66bac007da96731
OOL01016,ON01017,1077,1,86.42,86.42,81afe8e9ceb9da651ea374356bb027b3
OOL01017,ON01018,489,1,168.61,168.61,5a2798c05cbb72110d2df360693d39e0
OOL01018,ON01019,3850,3,116.93,350.79,5f740dcb1342f258966363f4fa1cc942
OOL01019,ON01020,4419,3,84.5,253.5,1a813f18dbde276880c4601f555b747d
OOL01020,ON01021,1656,3,54.51,163.53,519e8c46e79559ce40402fcde7729f91
OOL01021,ON01022,2662,1,137.2,137.2,e31cbe2654042f149e5cfb6d7277ef9d
OOL01022,ON01023,291,1,56.58,56.58,c5dea768b33df299cb1944ca171f7036
OOL01023,ON01024,4827,1,116.91,116.91,b38eb9ab32015023c7085c8b5cef48f0
OOL01024,ON01025,151,2,93.39,186.78,57e92bc13afe8e911569fd576e08dd8e
OOL01025,ON01026,3002,3,115.55,346.65,43b4e4ae71a382b50f2b085af7f5c792
OOL01026,ON01027,3554,1,60.51,60.51,56f70f2d92b3d2cdbf37d78c52f345c2
OOL01027,ON01028,234,3,73.78,221.34,1a7257eae3a0fc06fdeb3fbb5f62d599
OOL01028,ON01029,2316,1,133.46,133.46,a6678a9e2e88893f119b3456c5a4ce74
OOL01029,ON01030,4504,1,52.74,52.74,9b2faec93d9ad20bc333d51853bde45b
OOL01030,ON01031,2860,2,148.73,297.46,9761456fdbcf68a4f8126fc5b52102ab
OOL01031,ON01032,1487,3,59.19,177.57,4530715f7998196769e8f2c3afe2b8b6
OOL01032,ON01033,1639,1,15.21,15.21,c47123e8d3985094075ce0beba3de1fa
OOL01033,ON01034,331,3,33.57,100.71000000000001,2f6f16bbe5effb706575bca1961a40c5
OOL01034,ON01035,2711,3,59.76,179.28,9f8cbdc92de2ecb471c25215ba3366ca
OOL01035,ON01036,198,1,136.19,136.19,0a8ea552bbc5259d9081d89ae1123702
OOL01036,ON01037,1946,2,58.54,117.08,67e122a58673e6bc9c8cb06e3c980faf
OOL01037,ON01038,545,3,63.73,191.19,d7487b42bf9304a1c4e701ea5049b1f6
OOL01038,ON01039,4424,2,70.72,141.44,3280e6b24c1c1d0ae1dacacb731d08db
OOL01039,ON01040,3810,3,53.65,160.95,c743419eb74e080abd0606fde7e0feac
OOL01040,ON01041,2117,1,41.74,41.74,9e6eb2e36d13eeadd8b0af48221c7542
OOL01041,ON01042,2363,2,151.84,303.68,61e4c2c636c3e2ec93e4458fdbe7705d
OOL01042,ON01043,4774,2,113.5,227.0,4b4844bc15c4869482554abfecb6794d
OOL01043,ON01044,3773,1,137.62,137.62,6049f3c288221766840d96553f91b6c4
OOL01044,ON01045,462,1,24.29,24.29,17b7e8bb2b6cd65b3d1809ddc6b6dc76
OOL01045,ON01046,4653,3,87.65,262.95000000000005,137a36d4503f12229da05a85f87c60e0
OOL01046,ON01047,2663,1,114.79,114.79,97407bde90f785704dc6e9aff8fc6228
OOL01047,ON01048,936,3,67.55,202.64999999999998,03520904f39a3cd515a1411ab023fd34
OOL01048,ON01049,204,1,122.46,122.46,cf9f837e74bdb93676ddfe7649221ed8
OOL01049,ON01050,595,2,162.17,324.34,46479e5240ba6f61fe822b0b323698e3
OOL01050,ON01051,1550,3,50.58,151.74,0d26e9ba737063ded59447625ca3bf9b
OOL01051,ON01052,2739,2,24.95,49.9,23e40c9b15eff9c2f1a1dbe73aca67d4
OOL01052,ON01053,3821,1,69.53,69.53,685aed7cc1f96ebdcac647138bcb7e31
OOL01053,ON01054,2810,2,26.43,52.86,af098f99a239814f4c33cf86475be76c
OOL01054,ON01055,945,3,124.02,372.06,c66cc3bed7618f70a64ec3e34b73b540
OOL01055,ON01056,3028,2,81.94,163.88,b055e0eb18b5cc9cb8195d0e9f20e0bc
OOL01056,ON01057,3750,2,44.89,89.78,28ce7389451970ad57d2dd6e0bc2dcbc
OOL01057,ON01058,867,1,25.28,25.28,d7d1d51d41b550108e2e26097dfa9529
OOL01058,ON01059,4540,3,81.05,243.14999999999998,b1fcedb3274e5e72f24019e1269693ca
OOL01059,ON01060,1185,3,126.5,379.5,3a24abdf66e546777a28854c183c6172
OOL01060,ON01061,3164,3,149.22,447.65999999999997,37620f74c33c40b8f32755d0bd2a7bfb
OOL01061,ON01062,1135,3,81.52,244.56,1fb6406b02f478521b3ad8c214973dbe
OOL01062,ON01063,4399,1,96.56,96.56,b4f4765b1ee61fcef2423345ca57ea44
OOL01063,ON01064,2921,3,158.04,474.12,0b048e10481298b43717ca8f7870ecb2
OOL01064,ON01065,1015,2,156.13,312.26,8f1bb9152adf906fa0634f4a0848c3a5
OOL01065,ON01066,590,1,81.36,81.36,cac3310d337e54b059370b362bdc8619
OOL01066,ON01067,4190,3,164.94,494.82,5aa9dfc83450614e076f29e6d8daf818
OOL01067,ON01068,1000,2,60.38,120.76,cf2eb964d94c120e54977e73e974bf0a
OOL01068,ON01069,3192,2,49.28,98.56,ce90feec9c7aea50c2625ada522f42c7
OOL01069,ON01070,3607,3,123.07,369.21,479f7cb1761dc0465e6a38e1360725ff
OOL01070,ON01071,4769,1,173.38,173.38,04dd762d0c3b377c40f6d0a1fbe1b314
OOL01071,ON01072,4764,1,41.23,41.23,303d23b3bcfad4e70bb598155554f944
OOL01072,ON01073,2755,3,177.26,531.78,2265ce51a7f801f119345afe0051ce06
OOL01073,ON01074,2942,3,165.54,496.62,b20d127070a0c1995b4d75a8bc361c1e
OOL01074,ON01075,734,3,50.82,152.46,f7af6d4163ef7388a3ade4d5f7c302d3
OOL01075,ON01076,2303,3,104.32,312.96,0f77688f7401bc2cb49bad22a370c5bc
OOL01076,ON01077,377,3,143.92,431.76,9501d2fc98c5058104b68e0806147234
OOL01077,ON01078,648,1,47.84,47.84,3014f829acc0d48894b6b793a00ee651
OOL01078,ON01079,3133,1,76.61,76.61,33d8ffbbe2b649e205206d4f2d942bb6
OOL01079,ON01080,1013,3,48.7,146.10000000000002,df42857bc4a38660b7901a15a137ad2e
OOL01080,ON01081,3292,2,176.4,352.8,977871b8932603370c248d94330dab31
OOL01081,ON01082,1335,3,155.71,467.13,7f854f4087721b6ffdbdf0849228272c
OOL01082,ON01083,4828,2,85.83,171.66,c052f38deeb2eb345d82a5a8ccebc792
OOL01083,ON01084,3462,2,24.59,49.18,404ac1cefdd412cc696b678acbeae150
OOL01084,ON01085,3500,1,148.46,148.46,0a4b2bd1ed0579b89be12ec6ac7be761
OOL01085,ON01086,393,2,92.68,185.36,a16dc59078a8b0b735cd195ae55c0622
OOL01086,ON01087,4246,2,149.98,299.96,baf8d94d0f60bf794dc660548b68ad1b
OOL01087,ON01088,499,3,31.82,95.46000000000001,c906aa7db0628ea6788cfee01be77609
OOL01088,ON01089,249,3,104.01,312.03000000000003,0fa46e65aef7e9cfe2b035fc0d1c5c4c
OOL01089,ON01090,150,1,159.62,159.62,ea241a3887ea61d6f7cb0782c24b93e2
OOL01090,ON01091,4703,3,97.87,293.61,a9ec38aea373a20216f6250e16bc2681
OOL01091,ON01092,4679,3,33.15,99.44999999999999,59d63c0599f8846c30c5db4f11ff9da7
OOL01092,ON01093,4563,2,108.57,217.14,78170bd7cff215c01ee1a4f882fba9c8
OOL01093,ON01094,370,1,107.94,107.94,d30c13401dd5fa697a12132c54af4f3b
OOL01094,ON01095,1966,3,150.59,451.77,46ff28a61626c29f27cb8e871905ded4
OOL01095,ON01096,559,2,127.27,254.54,b418c5f99ac94e7536899a51aa374646
OOL01096,ON01097,2302,3,44.09,132.27,aa7d5c0c8138d93f37d35e7807eb729b
OOL01097,ON01098,2881,2,130.08,260.16,3c6a4d2fd15598534d8c0adece170f1a
OOL01098,ON01099,4354,3,48.27,144.81,487e25259eb3ee31970bc41fba8027cc
OOL01099,ON01100,1382,1,156.59,156.59,4c1b0e04d95cc70c5781908ecd1fd3e0
OOL01100,ON01101,3881,1,36.85,36.85,38dc78932bcc1923697fb022d0d185c7
OOL01101,ON01102,804,1,178.34,178.34,fda9c6a79f84447d137b393b7f2119ee
OOL01102,ON01103,4306,3,145.06,435.18,3157e03b113368217c6be32b38487f7a
OOL01103,ON01104,2084,3,65.78,197.34,f755ba60787e9c2b742ab7c1f5e0c755
OOL01104,ON01105,4646,3,44.75,134.25,e9d75f169c323f0d2f4f7fc9358e7816
OOL01105,ON01106,2557,3,20.88,62.64,3b2efe943d283ebb25479142036623c9
OOL01106,ON01107,1209,2,88.03,176.06,1568ae14c04a88625a481e08f045f6bc
