ProductID,ProductName,ProductCategory,Gender,Brand,Color,Size,UnitPrice,DateCreated,RowHash
1383,Pull&Bear Women's Dresses White,Women's Dresses,Female,Pull&Bear,White,XS,195.95,2023-05-02,c3008efd3b9dd42edb6a7d50addcf22bee2aac94ce8e69072d67016f864779c2
1384,Uniqlo Women's Dresses Black,Women's Dresses,Female,Uniqlo,Black,XS,45.57,2024-02-27,e7f6cbc893b1921b42ab67284d74dc76b1891fc494dfa40e7c0df7411d1852b0
1385,COS Women's Dresses Black,Women's Dresses,Female,COS,Black,M,175.79,2022-09-04,d567ace3d626a3accb6f1c8d5cba415627d7f3a0d20370cae735bdd259a384eb
1386,Uniqlo Children's Shoes Red,Children's Shoes,Unisex,Uniqlo,Red,S,191.0,2025-02-03,92290bcbc774c318752de9df09ab2ee0ed76da5ea62bd6402ab6d94bd2728ae4
1387,COS Men's Shirts Red,Men's Shirts,Male,COS,Red,XL,209.72,2022-06-25,df4ef32409b8478efcf535c616e0b67514847b6cc3dce1b2e3a08d64cab7214e
1388,Pull&Bear Children's Shoes Beige,Children's Shoes,Unisex,Pull&Bear,Beige,L,182.67,2023-12-02,aa52a0bd5d5dab223172be9db75438d0c4a7daf03420d24b1165d977e90b5b37
1389,COS Accessories White,Accessories,Unisex,COS,White,L,83.28,2024-04-02,62093c93202024dce6ee38d79c0d7c52fb4ded17411a0d1a3d5128f472e6a38c
1390,Zara Jackets Navy,Jackets,Unisex,Zara,Navy,XL,73.41,2022-07-19,c5d02bd4b39f983f11f52dffc15dd4c584997f398b453f9f149ef8632b0823bf
1391,H&M Women's Dresses Green,Women's Dresses,Female,H&M,Green,XL,67.88,2024-08-17,94696bf93d75f8412471c06df8f944e85293dc70f2c7071601f34fff49e0f80a
1392,Pull&Bear Men's Shirts Navy,Men's Shirts,Male,Pull&Bear,Navy,M,224.13,2022-12-09,6a92fd39cab5564cb218fee70c3416df617722f8aa5d3c78dab33944dcab7e89
1393,Uniqlo Accessories White,Accessories,Unisex,Uniqlo,White,L,87.93,2025-01-18,88b70d8a4c8a0ab42ef438e568858ccfd6d29ea7ea86fae5b77660cf57f2e01a
1394,Uniqlo Women's Dresses Beige,Women's Dresses,Female,Uniqlo,Beige,L,122.65,2022-11-12,161dec23efd264007fa706825756e181e40a63d667f8439b774a4b381217bf39
1395,Uniqlo Women's Dresses White,Women's Dresses,Female,Uniqlo,White,L,110.11,2023-01-20,533a61613d67376fec02fe717b9aca513729c58c264271ab876edc0943045346
1396,Zara Children's Shoes Green,Children's Shoes,Unisex,Zara,Green,XL,213.29,2024-03-02,7930f44950e7bbf2685f50f50535fe5cf24e47d8c70f5b04ea95a8c33759fc84
1397,H&M Women's Dresses Navy,Women's Dresses,Female,H&M,Navy,M,77.04,2023-06-24,06d112e0b644ba462af559f16e3f14638c05a0ee304885bc01cef2c3e349919f
1398,Pull&Bear Women's Dresses Black,Women's Dresses,Female,Pull&Bear,Black,XL,74.51,2022-07-17,1a710ca6cac42acb3fbef8905cd12ee4f65b4431afd18ee1b749ba5ea1b3a1f7
1399,Uniqlo Men's Shirts Navy,Men's Shirts,Male,Uniqlo,Navy,S,36.97,2025-04-26,b721d982eefb7c07ca58f49a2560247c307e8d1b45f3a7543fe6c5acaa53b5c4
1400,H&M Men's Shirts Black,Men's Shirts,Male,H&M,Black,XS,35.61,2024-01-15,a77a9711e3c7cf69c54fc627bb110fe451ebdda4d2373060e3bb50a26d3a2fc3
1401,H&M Accessories Navy,Accessories,Unisex,H&M,Navy,L,36.03,2023-02-17,7eabed235e78caef90c5098c2a3474eb371098f267c6c6ad723802603ec9df4f
1402,COS Accessories Red,Accessories,Unisex,COS,Red,XS,149.87,2024-09-07,f8976bcbe3cbebd42b5fe4255050a2d8df5f8b8b4479fbe625e9c4c99a3b6489
1403,Pull&Bear Children's Shoes Green,Children's Shoes,Unisex,Pull&Bear,Green,M,225.29,2022-06-04,e6d057fa4c30e899299eab133b65403bc6fe3f9f7ab59cff9c9dfdd768c9c910
1404,Uniqlo Jackets Red,Jackets,Unisex,Uniqlo,Red,M,118.83,2025-02-13,780912a394af9942a38f32cf49b1aede599e199dcf2fdf845a6867b6fb458a16
1405,H&M Men's Shirts Red,Men's Shirts,Male,H&M,Red,L,44.85,2023-12-01,8b5ccff7c19177d0880b784651a8e362486da7965cbefe97571851fa6dacc9f3
1406,COS Children's Shoes Black,Children's Shoes,Unisex,COS,Black,XL,36.36,2024-10-29,fd86fc9c3f325e7105fb017f596d8378275d1ac0a6de73540e8384b98ae5dba8
1407,Zara Women's Dresses Red,Women's Dresses,Female,Zara,Red,S,185.7,2024-10-28,9f6b8eacca2bc1e01789bb58a894facbca85d17a4a60ed615fb7ecc30f0680f0
1408,Zara Men's Shirts Green,Men's Shirts,Male,Zara,Green,XS,126.22,2024-04-03,5cdd1e45fc55bc7b03d1d5a9976a1ebef26367ca2dd134b63adfec1f112b8090
1409,Uniqlo Jackets White,Jackets,Unisex,Uniqlo,White,XL,134.14,2022-07-04,1bd422a841fe43bbeee2b2ebd0dff53b598c1d9de9225cd7a4dd23f2d0535557
1410,Uniqlo Jackets Navy,Jackets,Unisex,Uniqlo,Navy,S,241.93,2023-04-24,9ce5a9d5eabaccae79136a9d9af2a09ae1e3c2e105f62b81b9dc135a4120a3e0
1411,Uniqlo Women's Dresses White,Women's Dresses,Female,Uniqlo,White,XL,194.32,2024-09-20,cbdd5d9281a6cf574336f4ee89fa1b3fc123d3e56fd43d89d5d0e2709606592a
1412,Zara Jackets Red,Jackets,Unisex,Zara,Red,XL,173.07,2024-05-16,991354655a916e1c09f08e9e8d745c9e46a23aab4715c0837c1518d9d25b2137
1413,Zara Women's Dresses Red,Women's Dresses,Female,Zara,Red,XS,123.46,2024-09-13,ab3ea01357a7f78ad191893f6e5dc9e70f82ffd164f1eed96f023be203f2c4ed
1414,COS Men's Shirts Red,Men's Shirts,Male,COS,Red,S,68.48,2023-08-25,bc3de71a27c6f394957784efddb7c3c4d9d06e565cbe4564ef8b79d76ee837f9
1415,H&M Children's Shoes Red,Children's Shoes,Unisex,H&M,Red,L,206.65,2022-11-29,85f8991c389cabbfb5d91c82dd426db0fcbe4f52e55f497289d305b974d54763
1416,Zara Children's Shoes White,Children's Shoes,Unisex,Zara,White,M,64.77,2023-03-04,dd19a091b7f1e4558bbe25f703520c9811601091a5c83d7db28802c3d04810fe
1417,Zara Jackets Black,Jackets,Unisex,Zara,Black,L,237.26,2024-10-14,2b55b2c63f302d42a55b45dc704b2f0354749ce42396d0b653f8693ec93cb26a
1418,H&M Women's Dresses Green,Women's Dresses,Female,H&M,Green,XL,45.19,2024-04-19,687a95b96034e6cf6f00e1529ad6f49b2ec25c1858b17eebff25a6e674ae026a
1419,Uniqlo Accessories Black,Accessories,Unisex,Uniqlo,Black,XL,95.01,2022-11-02,7608bd4ea802add1e01b845477b122b38066d2d57bd6c1549af2109a5a42e743
1420,Zara Men's Shirts Black,Men's Shirts,Male,Zara,Black,XL,213.66,2024-02-02,c3898df666c41d4fe7d0b9a775e9d31309dcdda308aa5b08e3a8d14898977291
1421,Zara Women's Dresses Black,Women's Dresses,Female,Zara,Black,XS,33.17,2023-05-08,7c0ac41eaef108b93e9526201bf727f523a6b6ae42d681fa0913a5fc20da4bb6
1422,Zara Jackets Red,Jackets,Unisex,Zara,Red,M,201.85,2023-03-30,6b1a4f2ee6857334f011caa9c6c8cd8d504025f877bb4651b702c091ed9112eb
1423,Zara Accessories White,Accessories,Unisex,Zara,White,L,57.75,2024-06-07,41b4de44c9708a898637deddbac478dd7583377714c1b4c130a77dabd90dfa75
1424,Pull&Bear Women's Dresses White,Women's Dresses,Female,Pull&Bear,White,XS,102.52,2022-12-07,c826a5e0a4170d6ed45b727926b8501627ad98c98f11a3a4b91496932afe2b51
1425,Uniqlo Children's Shoes Black,Children's Shoes,Unisex,Uniqlo,Black,L,205.15,2024-08-08,2e91e122f815a3d0e08715d8f7595acbad3b8ab2ecefe1c970ee9cef5c2c665c
1426,H&M Men's Shirts Beige,Men's Shirts,Male,H&M,Beige,XL,236.5,2024-11-14,e9180541e627e8bbffb7d4372b2f5f6a1e28befe280707bff5dc21a3442d734e
1427,Pull&Bear Men's Shirts Green,Men's Shirts,Male,Pull&Bear,Green,S,217.81,2024-06-18,cfe76fca2ea2cf6f9c3a6c3abb31e193682b8f1810cb21aeda8426fde6cde4ac
1428,H&M Accessories Black,Accessories,Unisex,H&M,Black,M,115.69,2024-04-30,48301dc6fd147fe4eefdbac74f8b893db817f74c3f3a0918e90631708344b2d3
1429,Pull&Bear Children's Shoes Beige,Children's Shoes,Unisex,Pull&Bear,Beige,L,152.2,2023-12-05,9b9fdd987f5f4b94bff1c98a2bdb7e7225239292cd0fe0049154af81ad20526d
1430,Uniqlo Jackets White,Jackets,Unisex,Uniqlo,White,L,119.16,2024-02-20,b35efc4256f7746cf6d00b14248cafb146aee95ca92761980badcf81fd5a38a9
1431,Uniqlo Jackets Black,Jackets,Unisex,Uniqlo,Black,XL,232.34,2023-07-12,a20337b974eb24d48693e65b62a602078020c8b0ba9b67ac953d691078c6151a
1432,Uniqlo Men's Shirts Beige,Men's Shirts,Male,Uniqlo,Beige,M,22.45,2023-02-18,10d25f9a24bb1d98591598f97251169ab98aa05e4b60ac93e48c3f3f789c4199
1433,COS Women's Dresses Green,Women's Dresses,Female,COS,Green,L,67.28,2023-05-03,6f5199b786dc7495c45bd0a20d457d1a1e40d5393407ee43059651b57b1e1924
1434,COS Children's Shoes Navy,Children's Shoes,Unisex,COS,Navy,XL,180.85,2023-05-31,7e2dbee150a8b5eecbf2c9200c1f0ae90658a7be7379d8fab2938d479f207968
1435,COS Children's Shoes Red,Children's Shoes,Unisex,COS,Red,L,235.68,2023-10-07,c8a9a285bfd89801265f411b114c10194e6d5800612f46fa28b1adaa9fd5c7de
1436,Uniqlo Men's Shirts Green,Men's Shirts,Male,Uniqlo,Green,XL,222.97,2022-08-27,e178ee80473fc749b4d86ed3d2028cb6135096cfc66b0e3ab9f7dd317b4390c4
1437,Pull&Bear Children's Shoes Navy,Children's Shoes,Unisex,Pull&Bear,Navy,XL,175.4,2025-02-16,482cc3a62f5252852caa369828bf8b961f48454f1ea615875af5678b4f41a21d
1438,COS Children's Shoes Navy,Children's Shoes,Unisex,COS,Navy,XL,96.0,2022-05-26,48cb76eb4d6c0248f3170a6dfc6a2d7a8366663d0125bc9f4926faefa74294f8
1439,Uniqlo Women's Dresses Navy,Women's Dresses,Female,Uniqlo,Navy,XS,146.33,2024-03-14,be8f73359f20fa1dd38eea8d1a3323e6939426b9bc0d140bbb90a104a567ac9a
1440,Zara Men's Shirts Red,Men's Shirts,Male,Zara,Red,XS,183.68,2025-04-23,479e8ab658e30e688b1cc97f7e74bcb78d324badc86a87f1f6b5dfe83105a834
1441,Uniqlo Women's Dresses White,Women's Dresses,Female,Uniqlo,White,S,61.73,2024-02-01,ea6de25f7bbdfcddf4873417a20dccd7d630fce25ecd26ac0f4d5a209cca999e
1442,H&M Women's Dresses White,Women's Dresses,Female,H&M,White,M,148.81,2024-09-29,f7ec82fa0484fab9ee32becabb49b5ba138f40d90dd515eb525f39f5e1b6283a
1443,Uniqlo Jackets Beige,Jackets,Unisex,Uniqlo,Beige,S,152.43,2022-05-23,05c56d32ecdbbc1ff2b532fd99aeeaee150935a5db7869aebf63d04bd81dda48
1444,Zara Women's Dresses White,Women's Dresses,Female,Zara,White,S,128.24,2022-07-10,12d7054e2e7a9811b4d3b47645441289c5e16f76defa52b731f09e09f7b67002
1445,Pull&Bear Men's Shirts Navy,Men's Shirts,Male,Pull&Bear,Navy,S,142.58,2024-03-18,384a0c13ccd49a91eceac8e26927162b2eaf694825bbdccf25400194cdae3405
1446,Pull&Bear Accessories Red,Accessories,Unisex,Pull&Bear,Red,L,248.47,2022-10-10,62cdaa48fffba6a615352e6380f6e376f713ce030f070ab3d943890e1f74b0ab
1447,COS Men's Shirts Green,Men's Shirts,Male,COS,Green,XL,109.7,2023-06-19,000ad2510be0387227b4edfdb18ad937e548a18ddf4364cb68619e7ff52ca724
1448,Uniqlo Jackets Beige,Jackets,Unisex,Uniqlo,Beige,S,199.19,2025-03-21,c642b6f06e6780bef24ab6478d28a866836af583a56f31a09827c55d9a809aac
1449,Pull&Bear Accessories Red,Accessories,Unisex,Pull&Bear,Red,S,85.14,2023-10-03,7403d5a34901f64f9e38c7ab68e8a7791f6602759ca70e8fc6d8975b0dbb3731
1450,Uniqlo Accessories Green,Accessories,Unisex,Uniqlo,Green,XL,232.74,2025-01-16,6fe24954245a8e4b8239106533e2c96bba4a3b88e67a29711961c477c7ad9d0a
1451,Zara Accessories Black,Accessories,Unisex,Zara,Black,S,72.58,2023-04-25,44059b988e97677c5c33a67cc1e530b540e6b2c5913bbeddf1631877dc5dfdce
1452,H&M Children's Shoes Red,Children's Shoes,Unisex,H&M,Red,S,115.93,2025-01-12,35771a88213f0c4e56545022a1c6b813175b5309487d62535d32f2474afcfe52
1453,Zara Accessories Navy,Accessories,Unisex,Zara,Navy,M,212.74,2022-12-12,9af9de7e7883b4387da74d5260d56acf6d3ae4ba86bc640bfef32a0eb7ebc1d8
1454,Uniqlo Accessories Green,Accessories,Unisex,Uniqlo,Green,XS,71.63,2024-08-29,3ef7aa72c55900eb233d9ceca79e704b69ad74a055a2d54091da4665068b137e
1455,H&M Jackets Navy,Jackets,Unisex,H&M,Navy,L,199.59,2022-08-16,2b2540cddf3c3f037705cc177f802f824c2086f0c3373042826ba0d98e34caf9
1456,H&M Jackets Red,Jackets,Unisex,H&M,Red,XL,19.44,2022-06-14,47537ee82451f64955306ace99e260709f43e9f48986498226ebf2ed71ba5e34
1457,Zara Women's Dresses Red,Women's Dresses,Female,Zara,Red,S,52.68,2023-06-27,6372f265941c615b7c071ebb11ac51ae6501d8f1fd07c0b516e61e4b7c36c401
1458,Pull&Bear Men's Shirts Beige,Men's Shirts,Male,Pull&Bear,Beige,XS,91.7,2025-03-09,4870679eac88c9c3054a4b57836547ebd3dcf61805c85fb4ef9f288bd4bbf8d2
1459,Uniqlo Women's Dresses Green,Women's Dresses,Female,Uniqlo,Green,L,229.92,2024-05-04,867414c08085b7f91e889c59f36017f0fb58e7ab7310530c5fb8e67883ef7c7f
1460,Zara Men's Shirts Navy,Men's Shirts,Male,Zara,Navy,XL,119.49,2024-12-21,fdabeaf46ab81e33e85a244c551ff218fd32ae66a56a2cbe3f3fb47283492bcb
1461,COS Accessories Black,Accessories,Unisex,COS,Black,XS,238.09,2024-03-19,5b5ef58b29f180be3662d8eaba640f050ec2dc0bf8db5c2733d6cbd7bdb40be2
1462,Uniqlo Men's Shirts Green,Men's Shirts,Male,Uniqlo,Green,S,119.34,2023-10-23,d63ddd798cd0dcec49e7607e1130e03ef2b91fe6798d3fe19ecf3598d24ef66d
1463,H&M Jackets Beige,Jackets,Unisex,H&M,Beige,S,117.93,2023-03-02,ba9638445a4169a63ac7c999c52ac5e0395be01fb49c7b1240979302094d32d6
1464,COS Children's Shoes Black,Children's Shoes,Unisex,COS,Black,L,235.98,2024-12-27,edbbfbb7d13631395623f16a027e4d5205c55b8a7beb6afb3f4f932e9def2a7e
1465,COS Men's Shirts Navy,Men's Shirts,Male,COS,Navy,M,233.55,2025-04-01,34544b4d7abac9a27166fadadc81ea3c6d03529ef3e613b5d5dd25522ed54443
1466,H&M Accessories White,Accessories,Unisex,H&M,White,XL,186.68,2025-02-07,57f095cf75bd0618acdd24fb786579b751c08abe513bf1efc11f94c5f9f5da2b
1467,Zara Accessories Green,Accessories,Unisex,Zara,Green,S,160.06,2023-08-06,4581c02111e7a183cca00553e636764398168577ee19a7c84d353ad2ff82df65
1468,COS Accessories Beige,Accessories,Unisex,COS,Beige,XL,62.3,2023-06-01,ddcd7dc5e0ce8273a45f31e78b7f2a0b7831c0d334f04832979e9c43cf6b6245
1469,Uniqlo Children's Shoes Beige,Children's Shoes,Unisex,Uniqlo,Beige,XS,72.05,2023-12-18,fb1f9b8fa2f25c27747730e0069e196ffeebb9503aa89f77a248362bac5dc964
1470,Uniqlo Accessories White,Accessories,Unisex,Uniqlo,White,M,34.02,2025-02-11,55c7e00166894a416ad12c6488d3f50e2d4f63ff3d35f730cbeb84617855eb27
1471,Uniqlo Children's Shoes Navy,Children's Shoes,Unisex,Uniqlo,Navy,M,249.4,2024-12-17,65cd86f29213012846d35eb40556b4e889f06a40e41a733e919e11c6666a0f51
1472,H&M Accessories Black,Accessories,Unisex,H&M,Black,L,174.35,2022-09-10,4bd3fa128e664cb00c79e100697551757c6dd9be223dc6372e9da0dcaeea575b
1473,Uniqlo Women's Dresses Beige,Women's Dresses,Female,Uniqlo,Beige,M,70.72,2023-10-19,696ac3c9593432b1453e6f174b04ec11910fae6f1cb8d4fcce84c188493e76b9
1474,Pull&Bear Jackets White,Jackets,Unisex,Pull&Bear,White,XL,202.06,2024-11-05,6f20af2520324bb640b280f89b2501e2d851a03d271dc5518cf922556506831d
1475,Zara Children's Shoes Beige,Children's Shoes,Unisex,Zara,Beige,XL,172.05,2024-06-01,e9416a18969fe8fa9ca784be9799bff20c5d06c2c3b1a1e33d48726d2a0e3268
1476,COS Men's Shirts Beige,Men's Shirts,Male,COS,Beige,L,44.45,2024-01-23,840e75669ee1cabd31575c099a238db1379ad6aeca53e06aea590de7f8718cb2
1477,Uniqlo Jackets Navy,Jackets,Unisex,Uniqlo,Navy,S,188.36,2024-09-19,b2ff8d850b431b7766d3715c4e07be95f16b69a7529d2383692bd296f561608a
1478,H&M Women's Dresses Black,Women's Dresses,Female,H&M,Black,S,45.25,2023-09-14,bbeeccb1caed4102118deacdb7650d2a75d6ef28d2498fff82e9549caa020e9d
1479,Pull&Bear Men's Shirts Navy,Men's Shirts,Male,Pull&Bear,Navy,S,181.63,2024-06-24,82c938e2ad6aea1bedf4fcd0b4bbb88c737b5c0b9fce91c35d43fa30e5b40669
1480,COS Men's Shirts Beige,Men's Shirts,Male,COS,Beige,XL,206.46,2023-05-31,cec7190a49d501663eddf16c7208b14fe1c91ba7b8973fbca379c6620d01216e
1481,H&M Jackets Green,Jackets,Unisex,H&M,Green,XL,229.6,2022-11-29,27cccd793565a1d0073a041eff1acbdebe3f46437a7eb37e35706a7bab871899
1482,Zara Women's Dresses Navy,Women's Dresses,Female,Zara,Navy,L,108.8,2022-08-18,49789b14397dd5d951c3f216253024949615a15edc262860e420fd6322c3df98
1483,Zara Accessories Black,Accessories,Unisex,Zara,Black,XS,147.27,2022-09-05,e2d8ed9299112eae360161df2f7d67daee83fdf018ef4b58c99eb277df56d71c
1484,COS Jackets White,Jackets,Unisex,COS,White,M,158.86,2023-01-17,180f9f3524687dcaa4f8130c4ec612aa48243781000fbcf8724450737266cf0b
1485,H&M Women's Dresses Red,Women's Dresses,Female,H&M,Red,XL,97.34,2023-12-18,99a59ebe3ea20b3e19b83fe927857c61458e51572d753683f22e7e66b2f835f4
1486,COS Women's Dresses Red,Women's Dresses,Female,COS,Red,M,50.97,2022-06-25,6c3fdf177f6d0851e3e4aa4d8bb136111e66a6674a138b587d2fb533f5cf77d1
1487,Pull&Bear Accessories Beige,Accessories,Unisex,Pull&Bear,Beige,XS,91.03,2023-08-05,650f706f6f8377e8fac59a7934bc57a26d9b9b130f70430c3fe4050c70f1f8a8
1488,Uniqlo Men's Shirts Black,Men's Shirts,Male,Uniqlo,Black,XL,247.21,2024-04-18,daa920f6c81756a62fca437b675bcadadbac1ec86e3f46212a69b11a9244631b
1489,COS Women's Dresses Navy,Women's Dresses,Female,COS,Navy,L,140.11,2024-03-04,3400ca60eb544885d5efa1892fdc117c6b18f25b3de4418b05758a33becc9001
1490,H&M Jackets Black,Jackets,Unisex,H&M,Black,XS,98.03,2024-10-06,59e44669103e5aafaa3ea6028ca990de90d17e0af072cbb7ede0fa591b1d1ae8
1491,H&M Women's Dresses White,Women's Dresses,Female,H&M,White,L,92.57,2023-05-20,7aa168033d913c53426561b5dc99c2692e371b4f35294ba23c9b316a01957728
1492,COS Jackets Black,Jackets,Unisex,COS,Black,XL,45.77,2025-04-14,a66d461807833618ac354efd819b107f5a46bfe8621003d434349b87e882c351
1493,Uniqlo Accessories Beige,Accessories,Unisex,Uniqlo,Beige,L,207.37,2024-08-10,0a6d71c7e3b0401756d7604bb25f6839e1b18d0a141ecd2ba30dc626956c3385
1494,Pull&Bear Accessories Green,Accessories,Unisex,Pull&Bear,Green,L,105.33,2023-09-28,0b1e78c734bc5e74f6fb06adb33061602d0411dc52cf12ab383b067a4c5547c1
1495,Zara Accessories Navy,Accessories,Unisex,Zara,Navy,S,95.0,2023-10-21,5c0bff83c51922de91b69224604e66a89302560351448b9a3dc04274a2e4dc36
1496,H&M Men's Shirts Red,Men's Shirts,Male,H&M,Red,L,49.69,2025-03-01,ffef672336a38fc5887391afaef1c8094ce2d4c003dac7a4eb98b55bef095cb2
1497,Pull&Bear Accessories Black,Accessories,Unisex,Pull&Bear,Black,XL,78.35,2024-02-17,abea38e8bf58ea9a7a9bbac04e278bf55ab8be582115a536ab056d75d533f1bc
1498,H&M Accessories Black,Accessories,Unisex,H&M,Black,M,248.95,2022-11-27,675fd87a2903d7a0e115df98e541da82a632e8f503e5fa7dc350ed21b68ddfa6
1499,Uniqlo Jackets Black,Jackets,Unisex,Uniqlo,Black,XS,141.42,2022-12-25,deecfee83fb31df483889327a7773c7210a2bbc408576100ce4db415fa1bf6e9
1500,Pull&Bear Women's Dresses White,Women's Dresses,Female,Pull&Bear,White,XL,176.04,2024-02-21,c2d388556cc498487f39688b64595bd19794747f97596819b3e615c11ed417e3
1501,Pull&Bear Jackets Navy,Jackets,Unisex,Pull&Bear,Navy,S,57.37,2022-11-14,b663168e8c0fa29960057bb01a93093ac49a1cd8a75fdd3cc64def8e54af885a
1502,Pull&Bear Women's Dresses Green,Women's Dresses,Female,Pull&Bear,Green,M,193.39,2022-12-04,1102c6e45ec5cb18df320c685f24e5fe83d8a075fcef8f5fdd575898ba909f72
1503,Pull&Bear Jackets Beige,Jackets,Unisex,Pull&Bear,Beige,XS,142.08,2024-05-04,5cd82c2614f97cd385bd68af6742815defc0fba2c2775ecfa8ac43d7b9721650
1504,H&M Men's Shirts Beige,Men's Shirts,Male,H&M,Beige,XL,123.1,2023-02-12,045849faba2a8f9fb47537b52a0680b4d41b1f65493c265ba3aa453fd23ec0a2
1505,COS Accessories White,Accessories,Unisex,COS,White,XS,73.83,2023-08-20,c0d4d457d14fda2d63904adc7dfce2d7413863d8cccf75adfeab962501e9e2f9
1506,Pull&Bear Men's Shirts Navy,Men's Shirts,Male,Pull&Bear,Navy,XS,148.12,2024-03-12,a1ef638b83dbb41b1e0ab4536876e926949b2b2908bb5a7d94b245c2b034fc27
1507,H&M Women's Dresses Green,Women's Dresses,Female,H&M,Green,M,240.23,2024-11-29,951edc99b80e7816846470a07c4be1ba57335ef2f31d5bcdaeaf8d848d79e04d
1508,Uniqlo Children's Shoes Black,Children's Shoes,Unisex,Uniqlo,Black,M,173.76,2024-11-27,aa392bf3e78a0d2a172f358e888f62608a970fc6a4fe78e0f815755537b43259
1509,H&M Women's Dresses Navy,Women's Dresses,Female,H&M,Navy,XS,134.27,2025-02-14,dda9e7184b4f478e623e90cb55b5b3c4e7cb95bea4455df881a074e7f4ff1889
1510,COS Accessories Green,Accessories,Unisex,COS,Green,L,37.48,2024-11-24,fdefe1104a10f939ee2ffacfae881bfdcd61b22ff4ab5d68e22c58fbc57ba4c2
1511,Uniqlo Jackets Green,Jackets,Unisex,Uniqlo,Green,L,145.82,2023-09-14,24c0096d8b536dbb93dc06f1c44238bdbcf1df4c3ad489fe5603d3884e2a8be2
1512,COS Children's Shoes Green,Children's Shoes,Unisex,COS,Green,M,111.4,2024-02-25,14750796d258e0fbbd4ec4c334a5533552214d65d9c583dc064e7c62c4e50597
1513,H&M Women's Dresses Green,Women's Dresses,Female,H&M,Green,XL,241.81,2022-08-23,637b32320b1fe8ab4be092a7a061438fcde04cdd0b13c7da907527a4edb055c8
1514,Pull&Bear Men's Shirts Green,Men's Shirts,Male,Pull&Bear,Green,M,110.42,2024-05-16,a90f222c0e67607ff90ae249ab8e13bdea1e3185d743cf9ec91cf1eca0a184d1
1515,Zara Men's Shirts Red,Men's Shirts,Male,Zara,Red,XS,122.38,2024-07-17,503f9076e2814b81aca01749cad23010405b2ee76a46eb1a1fc0f45a6e6a216b
1516,Zara Men's Shirts Navy,Men's Shirts,Male,Zara,Navy,XL,21.29,2023-06-19,2b1f167f1d0839eb7a7514980e2395f93e0df378bc477dc7dda94f943d30e0ba
1517,COS Women's Dresses Navy,Women's Dresses,Female,COS,Navy,S,190.08,2022-10-12,e70d434f53f3d6fc125fbd77abc9d7a3edff07a8c53888a54ea1a5837a5f3f41
1518,H&M Men's Shirts Red,Men's Shirts,Male,H&M,Red,L,133.86,2023-05-15,b64732fcae85baa482d8c6e890e95b7a5180585bed84cb49525c49f77088bdde
1519,H&M Women's Dresses White,Women's Dresses,Female,H&M,White,XL,222.29,2022-12-30,274b5e5cca9cc464bfb9b22c01eefe41040f57a680ecb7309aa15f8040987095
1520,H&M Men's Shirts Red,Men's Shirts,Male,H&M,Red,S,41.88,2024-12-31,ba475589ec4adab66986fc05c82b9071e73d124ea25592f83d4c2841b32cc325
1521,H&M Accessories Beige,Accessories,Unisex,H&M,Beige,M,190.91,2023-09-30,f51b258b86a5e219c7a239658dd07e858cc29a5b7cd2d35afbd164d1771e5244
1522,Zara Men's Shirts Beige,Men's Shirts,Male,Zara,Beige,M,111.49,2025-04-21,de5fd28e6ba2daf8563bce33ff37e9cfb795123093a9198e0b322140cc16b109
1523,Zara Jackets Red,Jackets,Unisex,Zara,Red,XL,162.89,2022-11-12,12b590bbfe1731c72c3e3257cb039542ec07715ad07a6b5497bc4af096bb4039
1524,H&M Jackets Black,Jackets,Unisex,H&M,Black,XS,56.65,2023-11-13,a6db3d0bcd3803f4706989c2e33036f2c41866561ca7e16b15db6d4af7199849
1525,H&M Jackets Beige,Jackets,Unisex,H&M,Beige,M,121.25,2025-02-07,ade89e99687b36bcd4c29794185628407b22c1246cbbdf17c6ed791dc9775256
1526,COS Men's Shirts Green,Men's Shirts,Male,COS,Green,XS,164.46,2024-07-05,57661c1da4be21ffb9585cb765a6e9b98db51ebd1fdecda37070ac77d153892b
1527,H&M Jackets Navy,Jackets,Unisex,H&M,Navy,XS,120.91,2024-03-01,3b027e2138bcbc671f06f3a1acb1ca5969b3794c4e3e1dc955cdd44524bbb545
1528,H&M Children's Shoes Black,Children's Shoes,Unisex,H&M,Black,S,205.07,2022-12-22,9f7cfe8e057cfde7fc02730efb9271c09613ff422df80e2b54bc079226d5db7d
1529,COS Jackets Black,Jackets,Unisex,COS,Black,XL,43.49,2024-01-23,d63ce5d626743948fbcecb5343b0883bf6f381f37a6b6093c6504b6217d94592
1530,Pull&Bear Jackets Red,Jackets,Unisex,Pull&Bear,Red,M,134.21,2023-09-26,e261931e31f0829a673a7ea05d28d2482c787eb9adc5589fb1d8a0b14345b483
1531,Uniqlo Jackets Beige,Jackets,Unisex,Uniqlo,Beige,XL,93.25,2023-01-09,e8f3b9b8ef453ca7728d85b55596eef76c89693d851d943e5ffa13036b9ecc24
1532,COS Women's Dresses Black,Women's Dresses,Female,COS,Black,L,79.57,2023-05-24,3167f91bf0b7f09d442d1ba1bd2d84f76f4a4f2d56fc76e3a5c0932e62c4ec27
1533,H&M Men's Shirts Red,Men's Shirts,Male,H&M,Red,XS,104.78,2025-02-18,3e7c7160a37963e62bc20c869b6b2e6b04b89a11b534dc04cae9f841f924a7fa
