ChannelID,ChannelType,ChannelName,Description,StartDate,EndDate,RowHash
1369,store,Store Campaign 37,In-store promotions and flyers,2022-08-08,2025-05-11,cab85f604c451db7653404cd5f11aaae5379addc38e73ec670d5229768b83ff0
1370,website,Website Campaign 71,Company official website banners,2023-11-29,2025-05-11,5f1b2c1db0a407e010af5994e0f5a6a509e09199d3aabc0e3786b5120b6ae355
1371,vendor,Vendor Campaign 14,External vendor partnerships,2023-01-12,2025-05-11,99094ecf6aa0c584317145f950e5d1b0e40fed30707996402b9f4e36990e0531
1372,email,Email Campaign 83,Newsletter and promotional emails,2023-04-29,2025-05-11,c381933b8e487933917c53d840b9148e3058a06bab4550ef06a3fc763f2a3f5d
1373,website,Website Campaign 63,Company official website banners,2023-07-15,2025-05-11,89b4186784088ccc371d7218459b33b6161acd23ad6165363ae029bc0c290af3
1374,vendor,Vendor Campaign 12,External vendor partnerships,2022-06-19,2025-05-11,77fd64549f36d02a2100210d662441a071b942de6571af72b3a226e90fe7bcb6
1375,social media,Social media Campaign 61,"Instagram, TikTok, and Facebook campaigns",2023-08-21,2025-05-11,7a40a946860f4e278a77ab950be1745c89b71506113c2d9688df939cdd41559c
1376,referral,Referral Campaign 9,Customer referral program,2022-10-05,2025-05-11,12ca1a11de5316ad2ef1dc93e34c471f969a8e80b93d3997760ba4649a3e9a92
1377,email,Email Campaign 7,Newsletter and promotional emails,2022-08-19,2025-05-11,ec6e7a2fed7fde8fc309f5037b77d918f9c501122e057a03d15843c4bb1d9aab
1378,website,Website Campaign 3,Company official website banners,2023-12-18,2025-05-11,73d9e9bfb4987a3928ab93b96e22689bf0404c91d49e4d5dc8c09e7b1598d6ec
1379,email,Email Campaign 48,Newsletter and promotional emails,2023-08-05,2025-05-11,15b001e45b959b581f9d355937a053e9fed084e0449b317579634ebe702e5c11
1380,TV,Tv Campaign 77,National and local TV ads,2023-12-03,2025-05-11,e611bbdb415f8b44478bba1d30b19f888ef2f67181553c728d8739c101d5b8ae
1381,website,Website Campaign 55,Company official website banners,2022-11-21,2025-05-11,ffff01cd3bb614e2a89ffa049f49f33b7f0f3757ab722644e7b7c60341a508ac
1382,social media,Social media Campaign 48,"Instagram, TikTok, and Facebook campaigns",2024-01-24,2025-05-11,c5a58a6b592b0a1eb114466a54989c8d23ae7265947a10256edb371418979f3e
1383,referral,Referral Campaign 89,Customer referral program,2023-06-23,2025-05-11,f2be07f127a32bf6ae2d5749b524e53fb2be5774cab7659d0b773ad8dc6a0a88
1384,TV,Tv Campaign 24,National and local TV ads,2023-01-25,2025-05-11,66c434bbb632210c8d150908be8d6d4aeb9a2a667ba71c5bf644cc84b6f26a0d
1385,store,Store Campaign 60,In-store promotions and flyers,2023-07-06,2025-05-11,f887e1bbb804e2904039779e1570bf6457d3310f72a2f38566b514d1ac262f5b
1386,store,Store Campaign 4,In-store promotions and flyers,2023-04-27,2025-05-11,d2ede90f57115bd986a5b9e37f6b3bbe551cf3e70bf55303eb80910726dbff0c
1387,vendor,Vendor Campaign 50,External vendor partnerships,2023-06-25,2025-05-11,c313b7f9451d5bec1607776cde63c359ebe17fe993304481c5393a9294a68966
1388,email,Email Campaign 43,Newsletter and promotional emails,2022-12-24,2025-05-11,0f08d2f5127d43fe52ec9688c300887195d0b934a972ec335da7844211bf19ac
1389,vendor,Vendor Campaign 85,External vendor partnerships,2022-06-21,2025-05-11,c73600f3aa986e8684c741c6daa8bb83013ade5679cdadf20d438daa159eab03
1390,store,Store Campaign 17,In-store promotions and flyers,2022-05-21,2025-05-11,882e0c77aeb7acf7d0c11a5bfce244889e2f5c9437365d8906032df0b6676c20
1391,billboard,Billboard Campaign 25,Outdoor billboard advertisements,2023-08-06,2025-05-11,991fbdb69dd468bee6d6d573578812cca58c61c7119b64850a4d79719fef0ac6
1392,billboard,Billboard Campaign 86,Outdoor billboard advertisements,2023-02-22,2025-05-11,fce92de4e76ad68d196ae7fa2bfd675fee1dd77c5faee4a174b8c336e5d84e60
1393,TV,Tv Campaign 1,National and local TV ads,2023-10-28,2025-05-11,a1c0440fa212453be2813f60f459ab3570ee7e3a6176a6da2208a173cd1e9a3b
1394,billboard,Billboard Campaign 56,Outdoor billboard advertisements,2022-08-26,2025-05-11,95b23064dae8c4031bfd59b96aa45eb8632a75c69f85f6b463087b3453eb9c45
1395,email,Email Campaign 74,Newsletter and promotional emails,2023-01-07,2025-05-11,4ed12398bd1a382c0962f0da53bc5a8f14da0cefe9b1071769cd991ccf62922b
1396,billboard,Billboard Campaign 92,Outdoor billboard advertisements,2022-08-15,2025-05-11,df0390cb55da14eef9d04ee0da9b989d2da966add00284da02edf060dd3ef8c4
1397,social media,Social media Campaign 86,"Instagram, TikTok, and Facebook campaigns",2023-01-26,2025-05-11,f1e6bf58672b532cdd2851cf8ad1b63ef8480b845283e246c30e0467558f4744
1398,billboard,Billboard Campaign 30,Outdoor billboard advertisements,2023-09-21,2025-05-11,dd30971702c421848e9cc2fa94a83190bd7d760a4272284ca99abed26d1850e6
1399,website,Website Campaign 17,Company official website banners,2024-01-14,2025-05-11,9010532e7c003427f1bbbbb1e3a86c391e755cbab891f4e5f57dd644d69d8f3c
1400,email,Email Campaign 18,Newsletter and promotional emails,2023-02-01,2025-05-11,675af71deb308df8ddfdc45c9a46ae5191f549853f8b67a390e0eb95298c3ed7
1401,store,Store Campaign 58,In-store promotions and flyers,2024-02-21,2025-05-11,e0589ef313782ff67bd0d8f7c8aa9ece681b6f05b412e1c4612d2f089eb3ae7a
1402,billboard,Billboard Campaign 23,Outdoor billboard advertisements,2023-03-25,2025-05-11,d9ae247713f0f95f8d3dee8e77b15220076a028aee46ea2480e5a148cd72d1c6
1403,vendor,Vendor Campaign 76,External vendor partnerships,2022-05-30,2025-05-11,724eb4bea44eee4690a3a20b2bf5d81f4b55a5b241d697b52c8d8c548313daa0
1404,email,Email Campaign 82,Newsletter and promotional emails,2023-11-07,2025-05-11,89dbadad2e0f9f6d816c26a71dd8ad2b115b24602646f062c2b6493c53cc38e0
1405,social media,Social media Campaign 42,"Instagram, TikTok, and Facebook campaigns",2023-01-23,2025-05-11,99fc2699aba4c9e7f785a971da0129750fc024c9b0e3cbf3091f65e4aa7f6a17
1406,social media,Social media Campaign 84,"Instagram, TikTok, and Facebook campaigns",2022-09-08,2025-05-11,f69d715f8090ac3659158dbff95d417850dec84d168adfebbd3785e97caf7b51
1407,email,Email Campaign 98,Newsletter and promotional emails,2024-04-01,2025-05-11,01c3d47432405dd0c0abee4cce20a970e86ca05b54a5b6024be16109c4fcc6af
1408,social media,Social media Campaign 14,"Instagram, TikTok, and Facebook campaigns",2022-08-02,2025-05-11,1013f8693915b86cbe0c06472222fab673a39100271c8b96871b842773a59735
1409,website,Website Campaign 58,Company official website banners,2023-09-26,2025-05-11,940dc1eba0feb5a705d4d077cb9d0c007842caabd32cb178d7723222cb93a033
1410,website,Website Campaign 2,Company official website banners,2023-05-25,2025-05-11,20bdb2194b101e18360b2e130ab69f0f27568033a06d97ca24ad2c8ad8c614ad
1411,social media,Social media Campaign 68,"Instagram, TikTok, and Facebook campaigns",2023-09-09,2025-05-11,775089c6ea6b5340d78d8382035a666240122d7aae7277c7d5eee531d770f105
1412,social media,Social media Campaign 57,"Instagram, TikTok, and Facebook campaigns",2022-12-27,2025-05-11,657f59b3d8fd646d9c557369d65d2e781decaa3cd769b8722240ffbccf4dd126
1413,billboard,Billboard Campaign 91,Outdoor billboard advertisements,2023-05-03,2025-05-11,b0239be83ecd01edda965b1d9a21d0d4484ceac2a0c4f57754d9470b206cfc84
1414,store,Store Campaign 33,In-store promotions and flyers,2023-04-05,2025-05-11,fa9868757299213a9a39235734b6c9cf909bc99a688a377a2726b76f7dcdb18d
1415,website,Website Campaign 29,Company official website banners,2024-02-09,2025-05-11,d550bca72d8802c3e27cef9d9e10a7f94d7a434671884063aaf827b538b0f0fd
1416,email,Email Campaign 87,Newsletter and promotional emails,2023-12-19,2025-05-11,7886ce46b08694d7cc9f0226ea10a360822fe5295f972995fa4377c2c411520c
1417,TV,Tv Campaign 29,National and local TV ads,2023-03-30,2025-05-11,5e2c0828f75a55eaed3724ff980d46880478f78484ee0cee0abdc4c8474a6b60
1418,TV,Tv Campaign 96,National and local TV ads,2022-09-20,2025-05-11,4afa65a91b6ab7225f50811bc1d68e89642fda9b37660f01b11851899177cb75
1419,store,Store Campaign 69,In-store promotions and flyers,2023-09-14,2025-05-11,7e2adc43c163ff26cb321765e8351650572f81cb23a85e2de2e2b080b301e3f6
1420,billboard,Billboard Campaign 92,Outdoor billboard advertisements,2023-03-08,2025-05-11,0140ed46c36f7169ca4bde352f15414c5755b563f7416dd5f45b8568516bbf2d
1421,billboard,Billboard Campaign 37,Outdoor billboard advertisements,2023-02-03,2025-05-11,f315255190186ce5d46e13032c20cf2ae5d6ebe60abb5ca3be6f89faccb5ab8d
1422,billboard,Billboard Campaign 95,Outdoor billboard advertisements,2023-03-07,2025-05-11,6877cbd1250bd774480dabea128178a2a42423d86bd5c43508cb20e2613022a9
1423,vendor,Vendor Campaign 22,External vendor partnerships,2022-12-20,2025-05-11,87aafc621d96dfbb668d11fab7df7460d69486847ee6d43ccc6eadf9af8dc94e
1424,website,Website Campaign 8,Company official website banners,2022-12-19,2025-05-11,dab0730b8c6b6dd8057fce01c7487f7ad9e9ff9042dff7620bfa705efc9f0d15
1425,email,Email Campaign 54,Newsletter and promotional emails,2023-12-25,2025-05-11,09d2b5bb8a2512031305d67d753fb661c29ef71375ee1eed5682016fe83fcf6b
1426,vendor,Vendor Campaign 83,External vendor partnerships,2023-10-23,2025-05-11,49ef48b5f7cfc418be6bc4c49f60ebba44587770f04658d0f2c398f626e2e7a0
1427,store,Store Campaign 52,In-store promotions and flyers,2023-01-25,2025-05-11,1394191cb8bf8d6d3ae9fba0f119a1e39ca3700eb924b8ddf26b3a3baa32f489
1428,billboard,Billboard Campaign 72,Outdoor billboard advertisements,2024-03-22,2025-05-11,5e50b93f01784a6a8d26a4368f2e04dc9c1455cf109c222214731efa9413dc54
1429,social media,Social media Campaign 100,"Instagram, TikTok, and Facebook campaigns",2022-12-15,2025-05-11,d08dc7c7686311275258f62d801d480ebe3c3f1af84c7bbaa5594b975457f2f7
1430,website,Website Campaign 6,Company official website banners,2023-02-08,2025-05-11,70041ecdb125f4971d24a72235861ce5fb33533e6a9b8754701c93143d98d725
1431,vendor,Vendor Campaign 14,External vendor partnerships,2024-01-30,2025-05-11,2be1cea1a3c877a4884de06405df9a1d36ce212ad5253d0dc4511d8329283b4c
1432,TV,Tv Campaign 83,National and local TV ads,2023-04-21,2025-05-11,9a0f3304d498103a0a1bb7889a8ab3bba43d315677c99012285313ee74a2c3f5
1433,billboard,Billboard Campaign 5,Outdoor billboard advertisements,2022-09-11,2025-05-11,8cde52c59937d6dde1369b4b29ff9160e6a421655189edfd0da29213ce970e27
1434,social media,Social media Campaign 88,"Instagram, TikTok, and Facebook campaigns",2024-02-24,2025-05-11,e6535cce5acedc58805879cee20f21a01734fc6ccf5ecc2e364d2bcc2d103bf4
1435,referral,Referral Campaign 31,Customer referral program,2023-12-08,2025-05-11,30df852a2f20aca1c398ef6f637db0e689bf94921b0429072644cccb88fc44f3
1436,email,Email Campaign 14,Newsletter and promotional emails,2022-11-12,2025-05-11,abc73a67f9c97ce5a33d281d4c63e32d614a5a6d3279afba0cb5c91c848cce99
1437,referral,Referral Campaign 6,Customer referral program,2023-12-08,2025-05-11,0890b6844414457ab3e409128245fe39ddb370a34782983967692f727818f4c5
1438,referral,Referral Campaign 87,Customer referral program,2022-11-29,2025-05-11,75e3fb6ce65f256bd2b3fe0d4e44d1203304b5ab4e08eb933f42d4d53c919c8f
1439,website,Website Campaign 43,Company official website banners,2023-10-03,2025-05-11,753b06d4208639b22577960bf9463e85a3d5cf0bc46d8842d5dd0fcfca8f0705
1440,vendor,Vendor Campaign 2,External vendor partnerships,2023-02-01,2025-05-11,42f9b952994cb9bfa91cd8ae06241dd485dff7403b8f8c563eca61212a3e7d9d
1441,social media,Social media Campaign 16,"Instagram, TikTok, and Facebook campaigns",2024-03-03,2025-05-11,854d4f88a1c77b2c32bc98d2bd3081431275e88e9b9be54f802e7ca77db6c956
1442,TV,Tv Campaign 68,National and local TV ads,2023-10-15,2025-05-11,9eb051a229433cff4ac618a9ffaf60ec0693c0e07c4d2998beab2bc07b7f265f
1443,vendor,Vendor Campaign 60,External vendor partnerships,2022-10-21,2025-05-11,071c191bb06935fbbe9f305b7a410898e7d0d5f4dc1e80029d31fa4565d52a2f
1444,vendor,Vendor Campaign 52,External vendor partnerships,2023-05-26,2025-05-11,9f06f8d6a3117edc4267c30a2b431e9484e2f7dd00612a8ca697f7a90ce11e43
1445,social media,Social media Campaign 37,"Instagram, TikTok, and Facebook campaigns",2022-09-26,2025-05-11,d07cc0aa76b4fa6060af9209d6fc88698eae150fa56d857431583d2bc799b612
1446,email,Email Campaign 57,Newsletter and promotional emails,2024-01-08,2025-05-11,4c0103124e19269ff424fdff5c23abc291a9c5bff771bd1303585b8aec6afc15
1447,store,Store Campaign 92,In-store promotions and flyers,2022-05-31,2025-05-11,d83a6c67e359907a8663af55aa1b0cb311586576d620cb2c90ef71c601b8e4f1
1448,TV,Tv Campaign 49,National and local TV ads,2022-11-20,2025-05-11,0435712bd24090b7d3d7ea47af8890ab18fd58b72774e2157de799e7587c006a
1449,TV,Tv Campaign 9,National and local TV ads,2022-09-10,2025-05-11,bc1ec4a4fd4a32f36f8dd00394460eb3fbc9040b13869b51a1ef74bf6659ee15
1450,billboard,Billboard Campaign 81,Outdoor billboard advertisements,2023-04-12,2025-05-11,d4f38455dd1f4a0c35482baf11c6e89be5c853e7ae75564dd42a972c7f7290e3
1451,referral,Referral Campaign 34,Customer referral program,2024-03-11,2025-05-11,9f51e547058e47700a64a87dcdd162c125682f865cedec2c2fd0cc58c6be2464
1452,vendor,Vendor Campaign 8,External vendor partnerships,2023-11-25,2025-05-11,babb504ec6f6de26e3a559419b259b198cec50e506bd109f0e9eec7036ec25fc
1453,store,Store Campaign 39,In-store promotions and flyers,2023-11-24,2025-05-11,31c9d102b1d08a4323e9b0168f40072e2f18c83065a37258e573ff6e0976957b
1454,TV,Tv Campaign 34,National and local TV ads,2022-05-15,2025-05-11,baf6d4e29e1860e41a949fb693c66713e822640480335ad7efef3a4227292270
1455,email,Email Campaign 13,Newsletter and promotional emails,2022-08-25,2025-05-11,5b044f99e3b3367d5425509ff773f2b3725dd431b1a5373b3c7390bf0642d92b
1456,vendor,Vendor Campaign 10,External vendor partnerships,2024-04-07,2025-05-11,a7e2abc24ff351c0af656c7c3ad9faac773cac2220f9132438717b14a13b74e0
1457,website,Website Campaign 27,Company official website banners,2023-05-29,2025-05-11,702a812743a1f416a238137213fe5cba1b33c8e4e9d122b9b1d313f142da39c5
1458,social media,Social media Campaign 2,"Instagram, TikTok, and Facebook campaigns",2023-05-24,2025-05-11,15ca5bec4b0ecab34833259684b1890fd3b5d8d88d2d16f10887abc93c61fadd
1459,store,Store Campaign 16,In-store promotions and flyers,2022-09-26,2025-05-11,6205409a18c65c705fb29798db82e8605b6236da6904f86cfd085fb0d918750b
1460,email,Email Campaign 84,Newsletter and promotional emails,2022-09-14,2025-05-11,e324a1ce99f849aef1c4035d068666bee2f24601d44f4b342eeadc096179491b
1461,email,Email Campaign 7,Newsletter and promotional emails,2022-07-16,2025-05-11,ce1ac567414b000de8f251e75eb62b2a5b1cf02bc4a00df6eb3e527836548535
1462,referral,Referral Campaign 79,Customer referral program,2022-11-10,2025-05-11,b5e18af7c59166c0d9f4b520ae3347d1579adf5c731e070119af0b8427311d47
1463,social media,Social media Campaign 52,"Instagram, TikTok, and Facebook campaigns",2023-07-14,2025-05-11,ccc9ba87ef28abc17230101c28926f1501be3bc49f135bbc6c7675cf58c2750d
1464,store,Store Campaign 9,In-store promotions and flyers,2022-10-21,2025-05-11,2c29d33fe9abe36478f2964275236f8c08e3608523d3d724871f1709fe9a78f5
1465,vendor,Vendor Campaign 37,External vendor partnerships,2022-12-26,2025-05-11,31251f467c6793ac001d26b475658c8e6f0b984e9d7eafb8180eb6d38b2fd01a
1466,email,Email Campaign 28,Newsletter and promotional emails,2023-01-04,2025-05-11,680b8516dc6cd36a8239b8a32ee643a6010b57435a8f0f311224021c96f2e1dc
1467,email,Email Campaign 19,Newsletter and promotional emails,2022-07-10,2025-05-11,3bfaa887ec84cc654bf8cc5664228ed7bb3ca421a968e2dcabb4a87a2539dcd4
1468,TV,Tv Campaign 83,National and local TV ads,2023-08-29,2025-05-11,61e06988508c859a839ba142a35f1fca15b62e2d17407aece8f1a7f71d3f1d90
1469,referral,Referral Campaign 95,Customer referral program,2023-03-17,2025-05-11,a285f6653ad5ee42d62d2a75248c90022985a9bd1809f0931db80564128915c6
1470,store,Store Campaign 56,In-store promotions and flyers,2023-02-08,2025-05-11,543c178a09f8c9cc5385d144527ce889a5641047b02d03637955bd15d3594d84
1471,social media,Social media Campaign 85,"Instagram, TikTok, and Facebook campaigns",2022-07-05,2025-05-11,1fb387e49b33644b47140dbb94b2ee0867a5b008f55355db904b611652e4b74a
1472,vendor,Vendor Campaign 12,External vendor partnerships,2023-06-26,2025-05-11,51bb17a69587bd1eb3694bb519c7642a36d2b806940007059465210626df0af0
1473,website,Website Campaign 70,Company official website banners,2024-01-19,2025-05-11,d44c3b2bafa866eb344fb12d6f40d31bc3a7c7321efaf0487411581a63cd0e06
1474,store,Store Campaign 55,In-store promotions and flyers,2023-01-29,2025-05-11,ebe299f9b9ca3299a60f3d2de18e0e69ea7617e11cae5e54ad2a86d081cdd073
1475,vendor,Vendor Campaign 8,External vendor partnerships,2023-04-17,2025-05-11,5d259b8daa03a272bb691e252604d2ab7edc191f13991aa9c5ea52d15c051024
1476,website,Website Campaign 18,Company official website banners,2023-10-30,2025-05-11,931b5cf1eead35b43d4ece4d8030bf8256f1b943b56ac421e4a94c0c96713001
1477,website,Website Campaign 22,Company official website banners,2022-12-15,2025-05-11,42475b2375c6fde1422f184bba8732887b71bd180e9536d7bc88ded57c6e91e0
1478,vendor,Vendor Campaign 82,External vendor partnerships,2024-02-20,2025-05-11,fb3804b15d39c7f47d17c3ccb9d8d46c39ce6f89d31e64db0e0476ae5c33bc31
1479,vendor,Vendor Campaign 33,External vendor partnerships,2023-12-31,2025-05-11,a34dc3d341776784dc38df2836050ed50e605d454b85cc31f568252b6db61ba9
1480,billboard,Billboard Campaign 97,Outdoor billboard advertisements,2022-10-03,2025-05-11,732d0042934d967935a41b4dd214be164428017ebb548a082e16124659dbda57
1481,TV,Tv Campaign 91,National and local TV ads,2024-02-24,2025-05-11,dfbccd63a3241031040a8bcb3297a8ea36e7ffbb75454138b81509a6a7acf77c
1482,social media,Social media Campaign 98,"Instagram, TikTok, and Facebook campaigns",2023-09-10,2025-05-11,c76813bfb319d0753d7092d8b2e18ac5123cd3b270a252c5bc8cae929411d267
1483,TV,Tv Campaign 15,National and local TV ads,2024-02-14,2025-05-11,be57320aea1a3710e8364ddf3090249369cf516719be97d79249ca450435c868
1484,email,Email Campaign 97,Newsletter and promotional emails,2024-01-16,2025-05-11,a639fc502798ccd467d2a6e9c151c9c1f5f06a9d680a79c08bdb3f412c25a26a
1485,store,Store Campaign 14,In-store promotions and flyers,2023-05-03,2025-05-11,b2776277edc562880a1040003def6f2e251de7ca04be6048002234ffe9050ed4
1486,website,Website Campaign 93,Company official website banners,2024-04-11,2025-05-11,4125eec678e9b55adac1916446fdd1fcc7d485357671ff1ec4d5ed1d216c7bbf
1487,email,Email Campaign 41,Newsletter and promotional emails,2022-10-30,2025-05-11,99586e1dbb528c8b9dcac9fb6a4e986e4d7a19562934f2472ed1db1dcc1f783a
1488,store,Store Campaign 35,In-store promotions and flyers,2022-09-30,2025-05-11,5301702650b696d0238c4fc14fd3fbbf846fd5b40f8c9e4bc589531b9c8254b9
1489,vendor,Vendor Campaign 89,External vendor partnerships,2022-07-11,2025-05-11,82a718c97e64f8524b7baaabec5a97ec21b0ec03dc64daca96ec5143876c54de
1490,website,Website Campaign 79,Company official website banners,2023-08-23,2025-05-11,e075bf4a8ee6c25e293d4773f2f8712e7adc1fb29b9f9347cf061eea179af58a
1491,vendor,Vendor Campaign 20,External vendor partnerships,2024-04-08,2025-05-11,eef26b06c9de59038bafc21c5b8cd40e84e83ca89b751b8defc260f5a905b506
1492,referral,Referral Campaign 37,Customer referral program,2023-06-23,2025-05-11,bd04610f4acc3732f857e42f05b58d0058154a1a24b1bbd7c397d0ae83f2e6e9
1493,TV,Tv Campaign 91,National and local TV ads,2023-04-06,2025-05-11,95d5563236e9fca4c04a86c3c2c2affe6cf34caa60ac8a7988460a8fb08630a1
1494,vendor,Vendor Campaign 16,External vendor partnerships,2024-01-29,2025-05-11,c2c91126dbefaac21d0c8d6ddccb78eb6903196eaec511edd160cf678a2a504d
1495,TV,Tv Campaign 68,National and local TV ads,2023-06-19,2025-05-11,673fb0da39d73c8b555849280541c616a9f40cede5c67d9c802060aaaa3db978
1496,billboard,Billboard Campaign 2,Outdoor billboard advertisements,2023-03-11,2025-05-11,401f4caddc92fdf42e349f4e8e6e6ff5be1de7e6ca3b7b9d9acddfd3ac03331f
1497,store,Store Campaign 47,In-store promotions and flyers,2023-08-09,2025-05-11,77819a14d573c80e65f7e31ac21e309d71b764e96abf78008ec84b5edf4a8985
1498,vendor,Vendor Campaign 42,External vendor partnerships,2023-11-15,2025-05-11,cdcb737e4bf4b7178cef35b9882a1dbb462f16dc1116c327249fde55bf5a3390
1499,social media,Social media Campaign 46,"Instagram, TikTok, and Facebook campaigns",2023-09-17,2025-05-11,a4f09bee03b1d307cf32ac4cf714d1d2e96e01efe21f3ecde81634ac3b8d5a8f
1500,store,Store Campaign 82,In-store promotions and flyers,2024-05-03,2025-05-11,f70da0b7f8f149b905ec4ed45a84254ab37a89ec8c975afaab46e7949acb1886
1501,social media,Social media Campaign 46,"Instagram, TikTok, and Facebook campaigns",2022-08-04,2025-05-11,87b9019a37333d7523bf3d9cc02434ca544e4657ee55611362d6caef53260da5
1502,billboard,Billboard Campaign 8,Outdoor billboard advertisements,2022-06-19,2025-05-11,c071d62eac760e295d6e3f09f6683905d43a078ada97b5eb45df41a2e936be25
1503,referral,Referral Campaign 72,Customer referral program,2023-09-08,2025-05-11,65960cb981df9e393faf1b4c38f34bbf090c8c0cd9bfdea2803d2a4877f8a565
1504,social media,Social media Campaign 4,"Instagram, TikTok, and Facebook campaigns",2022-10-05,2025-05-11,b78b554935821aef32f60c0fcaab2f9b857d9367754f7b2295fefa085538ec26
1505,TV,Tv Campaign 36,National and local TV ads,2023-04-24,2025-05-11,f65daf980cfe23c93c3381f9f29a560ba74c965603f25899933ac62cd77c1966
1506,referral,Referral Campaign 12,Customer referral program,2023-01-16,2025-05-11,bdcb5035609903c784e615ff00b662e3b87d93ccc91971406581f59533924ae6
1507,vendor,Vendor Campaign 51,External vendor partnerships,2023-12-23,2025-05-11,67ae72ce4e28d72621899c8dd6cdec3aa29940ae35a523abe615f2ec1e24d1f1
1508,TV,Tv Campaign 87,National and local TV ads,2022-11-02,2025-05-11,60ada1cc854af0482eaa904290ce16fd5a155f22008b8ed2b1e65fcbe0329f99
1509,TV,Tv Campaign 56,National and local TV ads,2023-07-04,2025-05-11,51e4005a31fc6803d357f248e84f7ee827069237829cff7dfcad5e065bb6b5bf
1510,website,Website Campaign 65,Company official website banners,2022-08-20,2025-05-11,c6fd71178b0b3a29450db7c63f61a1f98e962b0d51b0071c376f7879f0547a6e
1511,referral,Referral Campaign 9,Customer referral program,2023-11-19,2025-05-11,3dbdd9bd7ac209daff012aa104713cf62650fa0f822dd8db152374fb645fcc92
1512,website,Website Campaign 36,Company official website banners,2024-03-27,2025-05-11,aeeb87c25ef88bef50abdf444c57f6aa399b1e5f255a1646ad153f08b0289bc1
1513,website,Website Campaign 22,Company official website banners,2023-06-02,2025-05-11,e01d5b03c47208dc792f2e2903b5332bed88e704fa6b06b0bf408a89391d8211
1514,vendor,Vendor Campaign 42,External vendor partnerships,2023-08-01,2025-05-11,4f86d40a20a96b0991b473c386bae766c567114ea2a3b0bb06ce7fd7da1613c9
1515,TV,Tv Campaign 74,National and local TV ads,2023-08-17,2025-05-11,927c9d9fcd7194c4e1c726f95cf6ebfa774c96c63299228b0f4addd99cd06861
1516,social media,Social media Campaign 5,"Instagram, TikTok, and Facebook campaigns",2024-01-05,2025-05-11,6ff83b5743d128e4850c90197215c641a1300cd15ca2715e7e4c8fb0f0310d1e
1517,website,Website Campaign 63,Company official website banners,2022-12-23,2025-05-11,8a89baf63b9b5f50bb976e4fcef73494d3f29176d397f863c919833c53c292b9
1518,billboard,Billboard Campaign 89,Outdoor billboard advertisements,2023-05-19,2025-05-11,0a8caddaf2e3fa3e328baa7d134b87be6447357b0ac649d66f466d151cbd9327
1519,store,Store Campaign 54,In-store promotions and flyers,2024-04-03,2025-05-11,017f8bae4d1dd6c716fcdb451b317dacfef5177ff97964be8379b54c6e005a91
1520,billboard,Billboard Campaign 79,Outdoor billboard advertisements,2023-12-31,2025-05-11,afb46e95bceed1921c63193edc8927d3d5bcfad5def4b675cf5f36121804f78d
1521,referral,Referral Campaign 85,Customer referral program,2022-11-15,2025-05-11,d21da9519df8d218ea84d5e8e60a3582447285679cc867c9fdc05377f7c2b23a
1522,referral,Referral Campaign 52,Customer referral program,2022-09-07,2025-05-11,2065961a1a504abf229b7176bf755326a44d211cff03d71c30b8c19b320092d8
1523,vendor,Vendor Campaign 25,External vendor partnerships,2023-07-05,2025-05-11,857c3d93c1172a8f87da6b31b3c6009b5acc4b2829d380645299ff78a0ce3221
1524,billboard,Billboard Campaign 62,Outdoor billboard advertisements,2023-10-26,2025-05-11,bde750423886a47d27ab047bf93ea686e1a39a1b4bc26b75ba03f179f61638d5
1525,social media,Social media Campaign 9,"Instagram, TikTok, and Facebook campaigns",2022-12-28,2025-05-11,7ceece1d6f85e058bb94a16f5debf4169261383f3e122876374a685c0642285e
1526,social media,Social media Campaign 45,"Instagram, TikTok, and Facebook campaigns",2023-12-05,2025-05-11,56f7e55c5e93ed0adf76c0cb78d09c2c54c1b9e66a15b00859ddc31e192ecf03
1527,vendor,Vendor Campaign 86,External vendor partnerships,2022-10-29,2025-05-11,e6a19b6908d93cbbd01544dcdbf8beec35bf26f633710ba6d3533a7e87e45ca2
1528,TV,Tv Campaign 63,National and local TV ads,2024-04-06,2025-05-11,33a9e4733f10057678c4b6eff7890610471687381a67bbfb8b6682051137e9a3
1529,store,Store Campaign 92,In-store promotions and flyers,2023-12-25,2025-05-11,12c690710cc47cf427cfec70d670bae6aa2c068bb84235a8d01aaf3a61970a30
1530,website,Website Campaign 79,Company official website banners,2022-11-30,2025-05-11,233bf132567512a507f37270c5328fb26b4bbb23f41dbb964003a014e4bddb9e
1531,billboard,Billboard Campaign 12,Outdoor billboard advertisements,2024-01-27,2025-05-11,77c3b26ca200c17c6f224f1388fedb0bed78a625049d3447e9e0cbc42376f313
1532,referral,Referral Campaign 71,Customer referral program,2023-01-07,2025-05-11,c32cf47e0a4cc889f61584a64e92bc4bd3449d890514604c71492ed7833b2021
1533,store,Store Campaign 52,In-store promotions and flyers,2023-05-02,2025-05-11,cdb3074ad1fb2cd046c05b753f1d397559286a2d8f75fb02e571349e140e7bfb
1534,website,Website Campaign 5,Company official website banners,2024-05-07,2025-05-11,09d842d05fc568b59d7f992e5a0120a8b67b176b102aa15cfeaa3184cad75948
1535,TV,Tv Campaign 8,National and local TV ads,2022-09-30,2025-05-11,93a7c59791fd0800ac89d4367f12417c9f660d6f558509e267f806de4ddf98e9
