RewardID,CustomerID,RewardType,RewardValue,RewardDate,RowHash
cca0602c-b9c2-40af-b9b5-6a6657bf4300,f326cd1e-3549-45d6-9382-4ce1eebadcf0,Points Bonus,88,2025-01-22,b717a7c3cded1340335e6f6436758799
60840d2c-94e7-4813-9235-05bf6ee5d497,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,Points Bonus,49,2025-01-21,dd5c9a9a0d0a3538c59fda835ab9dff4
30ef55f1-a5ee-481a-9a7a-e947c9a0b1b9,67403e9f-0231-4a15-848a-d9cea4795a2a,Free Item,33,2025-03-26,5e6c8ac18276bd591c1e451a79b2ad3a
c3ec362a-d4ce-4c2d-8d23-9a6166fb83d7,cc7e6efc-6c65-4b2c-9314-ee7b451acbdf,Discount,95,2025-01-26,9199e5f8a63f359f390bddb9fb46addf
234768aa-0216-49c1-908d-9bbee48da913,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,Free Shipping,96,2025-04-29,89dfb053265a53ebc98d1267a559d09b
4d1f3a5d-60b0-4cf2-8f7b-7f2700c06a62,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,Free Shipping,33,2025-03-08,1ad72fb44d7378ebf1be42ee2935b849
ec6a0fdc-eff8-40ad-9cf2-b5bd0ec3eb79,2421a4de-b9b6-4373-992d-f10380e8449e,Free Shipping,76,2025-01-30,b06eaa0b8e4280e3e1f3973a32ffe88b
6b1496c6-1987-4461-a76b-80e8f61e13b6,035765ce-dcbc-478b-b43f-f38992c442ff,Free Item,79,2025-02-06,5bfab3d571d38d52e71ac30479be8e64
4a25fa60-5129-43d4-91d0-968e948dae8c,a9cda48f-5bc6-47eb-88d3-50606128be2d,Discount,78,2025-04-02,942de3a194ce76e6b0c674f62bbcb1af
bfa5ca0c-3b40-4ca3-a0e4-906d0a3424dd,d86011eb-bd81-4aee-b905-18ffad895411,Free Item,33,2025-01-17,c648b09c567ee5a077b928450a40c40e
65c50bc8-4964-454a-b4ba-b86d51e6f89d,270a78d4-d980-45c3-bf41-9c12bdda3546,Discount,8,2025-05-10,7fcd507f4867ac850c0fb7c3831c1a6d
5ff8b88b-9bf6-4da5-bd91-d13f4ee3596f,3046e874-7757-4321-a055-3edea53305ef,Points Bonus,100,2025-03-19,474f8d07f7f49818c9bb0a96e5505add
637dfb21-491a-46c2-bfd2-e4b737663830,d00399b5-89cb-48fa-8d60-5ea1f649b655,Points Bonus,36,2025-01-24,22cfac5c8ac429bb9c1430f74608c1a4
89d31783-a9a1-49ba-a402-42ebd260dc56,bed734db-9554-4ebe-b415-628b657962d6,Points Bonus,21,2025-03-05,03c7887484b77a658265f94fc22f03f6
a3a97054-c923-4f7d-b638-272a0e98c219,270a78d4-d980-45c3-bf41-9c12bdda3546,Free Item,94,2025-02-24,1daff1bc7d451496697e0a71e7da24f6
ff922416-e121-4c25-9784-53df0df302ed,2eb88cd9-93aa-4403-b930-4d0d8ababa21,Discount,13,2025-01-13,b7eb396c813dea2ef52ff353d2789a6a
95198f3a-6ad9-46d4-96c5-087a9991cba9,2421a4de-b9b6-4373-992d-f10380e8449e,Points Bonus,57,2025-01-27,1d3c8ec7172f5e6b2a09070a48385628
ea1caa59-c085-403d-8d7e-e6d83df225b3,fc6dcd99-4fd3-49f2-aac7-18023820fe39,Discount,84,2025-04-13,61978c05131b00288a3dc62193bf49be
bc98921c-d464-40d8-aa09-98e1c2654371,0094c41e-8408-4846-b185-fbf114db7a0d,Free Shipping,99,2025-03-13,856a66320dc774c10e6a3a5a5e8cfd68
1ead8925-f006-46fd-a7c2-6d4a7adbb77c,9de85a38-608f-45f2-b25f-78aab3924fa9,Free Item,95,2025-03-16,90a3d4c340c8b60a9b41ba87a1af965e
2a81a9e0-0167-4351-9157-f9e0e653ea97,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,Points Bonus,40,2025-03-17,e28e9331b7055e70039c25cbb53aac33
eabf76f7-d846-4fd6-9312-ac024c916d51,11f5a691-d739-491e-8a3d-0cac3ba34fc5,Discount,25,2025-02-03,6e28873f4c84fc0d40e79108cdd606be
a5c03f2f-e406-41ea-a7d8-9b0d2b671844,796b2e76-cb5e-45a0-bba5-55e3896f4a19,Free Shipping,62,2025-03-26,832ffa154296e4b1db41a99dedd67044
48475675-215a-4287-8af8-f995b82c756d,ff2d9922-b0db-4e79-9e69-dde9abb78db2,Free Shipping,30,2025-03-11,cf8a39683a576e6dae3b62216922ac39
453f45b4-51f1-4a38-b6ad-22d4a4263268,9d69cc1c-f492-4f69-938c-91efee85a672,Discount,90,2025-01-06,db9666baad849a9ec23fff034f5a2e70
f0bab0b6-228f-4fa5-841c-6e1021317a21,422d5e26-8e3d-4eac-b286-f70ead07c1f4,Free Shipping,41,2025-02-09,8494c12a58477cb3e428b6208c606b4b
b5e436e9-4b6b-4cce-acdc-a23f542b2867,33a546d5-7808-4799-bc38-8b809d0c5ed7,Free Item,71,2025-01-02,c4f825631206f6cb849a3035224ab746
2899face-e965-43c6-8b71-2bba037550d9,545d1542-4e1e-4804-851b-400d5b020f68,Discount,70,2025-02-20,487e8f2096503c66fa4df9b466b0f88c
a5f73230-f79e-4fde-9342-374276eb08da,32c5b93f-8271-4c50-a62b-e8f545caaa6f,Discount,15,2025-02-15,1c027bf197370f544ddb9b6bdd83b234
57f47520-3d92-470e-bfcb-48d3a64a42c0,efd12b55-23e9-4f58-a207-35e1da7e7afe,Free Item,74,2025-04-18,dc426e26496cb3e08d2be568d69db31b
c702bbd1-f3e2-454a-a621-2b8da6613111,5dcbd063-c98d-4d66-923f-e117989bd15c,Points Bonus,15,2025-03-24,c33ebce0c02a1b916335a6f11eea919e
a07c17da-778d-45b3-9e2d-e79b6c6856a4,15da51da-ad36-4db6-958f-37f69e74b4b6,Discount,56,2025-02-01,71d0c8bae18309fccd42e712d3fac5f5
87179706-5f56-48d2-94f0-971b78950ab6,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,Free Shipping,19,2025-01-04,622bb6361f5b2fd0b1571063980c374c
eebe7695-558d-436f-9734-db7bee4d578c,422d5e26-8e3d-4eac-b286-f70ead07c1f4,Free Item,62,2025-04-28,5b053f3c8890665e1275069ceb2e59ee
fc6158cc-037d-4713-b999-7c9c3c393a36,cca906af-6247-4f65-82be-311947bfff74,Discount,95,2025-03-16,483998f64e1cea3dfec700d8c2fb9207
d217c7a8-7e9d-4562-b4a1-9bd49f891e6d,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,Points Bonus,76,2025-04-06,1f2b5782670e777afcbc2eea706bbf27
c3403e40-2f9a-45c7-90d5-8b032b93f887,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,Points Bonus,59,2025-03-21,a657253603b9a830aacf96a785b36a98
f6ae6c0a-8bf1-4371-a6ee-9ded64031219,829df66c-a6f3-474c-bc06-48d34aa71c44,Points Bonus,26,2025-02-14,c9e6735b8b37428d1a4a8c4cb3358ef2
9d8bb29b-1480-4621-949f-d8347601022f,7ec92f10-c40e-4160-b34b-395017c26b71,Points Bonus,45,2025-02-01,d3f9f36e970bf588d38e3bad6f70c7fe
e7c32c6a-505e-4e3d-b56b-e55aeaab6919,f326cd1e-3549-45d6-9382-4ce1eebadcf0,Discount,66,2025-03-30,ef8707797d8e6725b01d633ec4d81072
d2a932fc-9217-4519-a5cc-b466626f0760,8070fcf1-87d8-48e5-988f-1f369c06cdc1,Free Item,47,2025-03-28,7c4482a0d4fb4c9e65c12adebddb775f
2176d22a-691f-4921-acac-bc89da120cc3,6e33f6a3-8056-4cdc-abd5-b6554a925aca,Free Shipping,70,2025-04-12,be87402c7c8ace57a6b5d596d816c5cf
9d7549a3-604f-4217-b525-39c4fd0425cf,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,Discount,72,2025-04-20,5819f82a66ef74837dd00b926e479700
8f0fc291-90c8-4bba-99f6-fb89aa3b065f,f326cd1e-3549-45d6-9382-4ce1eebadcf0,Points Bonus,87,2025-01-13,8afd6fa0b966b3d109f723a1d0a9977d
aee1a414-48b8-45cc-98bd-0de1333a77ea,6b429bc0-656f-47dd-9580-28efbaf20c9b,Discount,81,2025-01-26,89e52754f8e7ea1fdf4e10824655bd62
37c1b8d2-055d-4a4b-9f60-5eed085fca57,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,Free Shipping,33,2025-04-30,70778cbdf1c46b8806fda3ae636aef9f
6664444c-90e7-4ba8-ba88-b3510d411a9d,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,Free Shipping,68,2025-02-19,335427aba8741b089eb55ee3917f713f
00534e11-3508-494d-bd19-909981789a5f,7c5d467f-5fb0-4f77-905f-8acef67d84a3,Discount,30,2025-02-07,d13c1a15ca06bb8738733872a9e70106
79beb669-8366-40c3-83e0-fbe4a385f606,bc0e387c-0b60-4a80-9ee9-45178de8cb66,Free Shipping,92,2025-02-13,bc88b4fbc994b7f6623efd55abe4d6c2
6c796fad-86c7-4532-ade1-6799a005aa03,8070fcf1-87d8-48e5-988f-1f369c06cdc1,Discount,55,2025-01-21,91e5760335f761b5f9ef9d6f287685b8
b61b68e6-8001-4100-bcff-ca9a97148928,7ec92f10-c40e-4160-b34b-395017c26b71,Free Shipping,58,2025-04-12,1f299575775960aabcbbbaa95cd4d280
2a9877db-ae19-40d3-8805-d484e25c7f7e,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,Free Item,45,2025-02-12,281a5ebc369bd29756b80d6889731931
859bc78f-25d1-4862-be84-e0098e55d1d1,422d5e26-8e3d-4eac-b286-f70ead07c1f4,Points Bonus,44,2025-01-04,7fc3c4ccbf79282511f21470589e7ca3
7b0bd4bf-20be-4336-9aa2-5d0227738ff6,6b429bc0-656f-47dd-9580-28efbaf20c9b,Free Item,38,2025-03-07,47e0b09d75c1621d18693dec0f65dcca
fec04316-ab7e-4900-b042-3d96a6b974b6,93a2faf7-17c8-4513-b63e-f27c8b36314e,Points Bonus,90,2025-03-20,bc9b25c81aaddac3c4995470101ba46b
ab3188f2-11c2-487f-8a2c-7552141ca563,6b429bc0-656f-47dd-9580-28efbaf20c9b,Free Item,16,2025-04-18,ef69543c1966a497b4227eae6ddca4df
9128d9c1-7d7f-480f-8baf-453f573b3e54,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,Free Shipping,73,2025-05-04,bfcc86bd9cac36073f33b4085abae866
c9072d3f-880a-4e72-b9a2-07cee94a5b7c,6e33f6a3-8056-4cdc-abd5-b6554a925aca,Points Bonus,22,2025-04-24,b99580af814258f0d0e8f32c7cc446c6
4a2c9a4f-8116-4aa9-bdb8-31068c4ea9a8,93a2faf7-17c8-4513-b63e-f27c8b36314e,Free Item,83,2025-01-22,7c78e1ed6c8cb63b4194f688d0e36e8c
89424266-875a-4e86-a8bb-dad5d7ca3c61,fc6dcd99-4fd3-49f2-aac7-18023820fe39,Free Item,16,2025-01-14,2d122ce7492cd80f0e9346ca5181fd48
6b4e3449-c395-4782-91db-8b7de8e09c6a,017092b9-a700-41e2-8365-eeeddf441c3d,Free Item,14,2025-03-17,5e24ae9d962edc452e5f280e362520c3
8c49b05c-d30f-4470-8519-5514c06b1db4,32c5b93f-8271-4c50-a62b-e8f545caaa6f,Free Shipping,29,2025-03-09,91c9586bfcdffbff594cf9f850c27d59
d5bdc88c-4500-4044-ac7a-69785981856e,2998fa4a-22d8-4603-a0fe-09f27c36a0db,Discount,12,2025-03-08,9d973c6a186d92fc6fc77a59d0591671
6ead81a6-1356-463a-b177-a2e9a3376137,fc2265ba-8133-4e60-af32-0b135f4fc3cf,Discount,66,2025-02-15,6c110546240adc9cc862fb41ba799e2a
085188e8-8953-4003-9725-ea2eb0dd9464,84f6c6dd-37d3-4909-801e-b3d78f3e8099,Points Bonus,41,2025-03-17,2792e2f239c1c3b91af9996021015379
746d9791-29d6-42c6-b982-3fe159d18363,d86011eb-bd81-4aee-b905-18ffad895411,Discount,96,2025-03-07,41bc7da340e0af9f4f3525d843fe2e3a
c4199d7c-27cb-48a7-8fec-fc69e9395592,017092b9-a700-41e2-8365-eeeddf441c3d,Discount,85,2025-01-16,c40280227a4483c5b52739ec9f9d1585
7039e30c-dc23-4b6b-9376-7541406655da,a5cef112-752a-40ba-b573-df00b771d56a,Free Shipping,33,2025-01-01,8f8ba33642d0334c871d26e87eb5cb36
f0c595e7-fdc7-45c2-b32f-683a4c56bd05,98079c5e-8c4a-4564-9ca5-658f9db89953,Discount,51,2025-04-09,95f748068d1af72dcd1728a203291086
64e39fd7-974f-4a02-bb22-ae3448a954a4,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,Free Item,65,2025-01-01,4933ef82b4d50af547885ecbb6dcf70c
a2a27493-85fb-4b75-80ad-a9dd41987690,5dcbd063-c98d-4d66-923f-e117989bd15c,Free Item,60,2025-05-02,0f6c03551993567d2b9003395760b316
3d824e42-d094-42c0-a5ee-0915e25df6f2,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,Discount,19,2025-01-18,4e53ccb69a104c6478132b7cb9b2ffa7
748b207f-6ca3-4f24-8bfb-1b6704235c6e,270a78d4-d980-45c3-bf41-9c12bdda3546,Free Item,24,2025-03-25,44fea2ac1864de07ad9d48e4e0158c25
2eec7feb-4de5-4849-bffb-c1451d0a7a36,e27170d8-ce33-4bf7-8f25-44b9c31f435b,Free Shipping,31,2025-04-11,2d3d8f2b01b6cceec0c720214c2a5c23
abccbe03-53c3-4a40-98af-7b5b17a6dfde,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,Points Bonus,80,2025-02-04,bb5cc55775511303bbb5d12288a008aa
02343ed3-0fef-483a-b59e-e46aa1709d6e,e52160b8-9208-4ee8-b49e-702370bb38e0,Free Item,14,2025-01-22,4252b08ea99666fd65c9bd6e1cd281ed
4305ee70-1200-4164-a1f3-19088ae7e4d3,abc2f41e-ab8f-430c-9677-705f4343b0ec,Free Item,89,2025-03-21,2a9cb2d78e68229a0007e202b89709e9
bbcfb941-a727-49e6-90a2-da4f9e414581,a0d03e66-36a9-4e3a-b061-90884a47209d,Discount,49,2025-01-29,3a3bd1e4c76e9ab2cbb5c49a79ee014c
c7cc8b21-461a-444c-b505-06962a80efab,5638cc23-cfdb-40de-9577-4997569c48f3,Free Shipping,26,2025-01-01,4d89dab5182b710af9c1c0ed99e4fa77
83a03e8b-f98c-4c1c-a840-264c1a14ed77,33a546d5-7808-4799-bc38-8b809d0c5ed7,Free Shipping,39,2025-04-08,e65e6145c63883bfea249c9431cc36a9
be4a4930-d8ad-44c9-b593-21c1cf0f7271,86664865-4e84-4896-b9b1-3d58a3c19a13,Discount,51,2025-05-11,4d5112e469218227c25d02072bd4ac85
9328df4a-5bc2-42d7-8e21-199c638a5241,2c063f55-8e12-40f5-82d1-e02e8211dcaf,Discount,98,2025-04-04,c2a2590e152b290e11d70c8ed0db4b21
4e06b92f-970d-41ea-9078-65c744f7aae2,f69962ca-a6b4-4464-878e-59ae6b43b6f8,Free Shipping,24,2025-02-25,2da3b457f85aaf825f003d5b3b5eddbd
e342c1f2-6c82-4fdc-bd6b-5cbe14d2b5eb,b2e5b4e2-91a8-4068-9831-4763263ae50f,Free Item,16,2025-01-17,b2104bc85ca5c95dd76ba8d40d0e84be
7182658b-4254-42c3-807f-2ebec7dd424e,32c5b93f-8271-4c50-a62b-e8f545caaa6f,Points Bonus,92,2025-04-18,be0014d07afe79043f5d6694dc72a9a3
2269fe3c-a6f1-4d94-9276-985eee74eefc,bc0e387c-0b60-4a80-9ee9-45178de8cb66,Free Item,81,2025-04-30,d25dd15e12f7edf0764a73329d5752d1
e3835ab3-228c-4fac-b948-f280c31f7c13,829df66c-a6f3-474c-bc06-48d34aa71c44,Discount,74,2025-05-07,e42844e4c7528903dc9a105ed99d7523
a83c9017-210d-4b5b-b2a2-b902fa781f21,545d1542-4e1e-4804-851b-400d5b020f68,Free Shipping,26,2025-02-05,27640f8098844b21990b7bd7a9c46859
462bd0b4-81ec-4b9d-a279-3e70ba91f139,efd12b55-23e9-4f58-a207-35e1da7e7afe,Free Item,92,2025-03-17,cfdfbf84408d009f26a6b6826f6a8546
052e212d-7381-4c58-b880-89cb74742c6e,98079c5e-8c4a-4564-9ca5-658f9db89953,Free Item,22,2025-02-23,6df57bdc420617bd353a236967a76ccf
7a83ca84-e98e-4a19-849d-959054e97d05,e27170d8-ce33-4bf7-8f25-44b9c31f435b,Free Item,83,2025-03-02,800cc7659f9bcd37399107ecfcc508a0
493194a6-c796-4cea-a2ae-d3a66ecad231,9d69cc1c-f492-4f69-938c-91efee85a672,Free Shipping,12,2025-03-04,0e632f87b52a40e95c9b1c36caee0a35
6105053f-f148-4d18-ba7d-54df17ba6a9d,5f2643f1-ca38-40c5-adaa-748da8a72c69,Discount,86,2025-02-17,eb9b4b5d68fb57b1096455e6b1d4c2ba
57e9d1d5-7061-4ada-ac4b-5515a6607721,a5cef112-752a-40ba-b573-df00b771d56a,Free Shipping,40,2025-04-14,e161102b75bae1b3ef0a283ce7cc5d67
d9d16d5a-437f-4f91-8ab3-b8a97fb47009,11f5a691-d739-491e-8a3d-0cac3ba34fc5,Discount,9,2025-03-27,12929a20dae4427ce0fa86c7736f9148
dc4922ac-fe04-4893-84ed-7c3a83651af2,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,Points Bonus,85,2025-03-14,c4bd9928c101a6c326abf68de39ed9f3
1e0b5bdd-976b-457a-966e-1192bd299ee7,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,Discount,88,2025-02-13,a75751d52bf49936f5df3711efcbdc22
1da5742a-ccb2-407a-875e-514910076a77,66beab47-39b9-4dca-b770-73f070a08070,Free Shipping,17,2025-03-28,365f25db6560ecb7b6946cfa10eae9bd
7a16cd9a-4b16-4db5-842f-8670313cffb2,67403e9f-0231-4a15-848a-d9cea4795a2a,Points Bonus,50,2025-03-25,dd70a7d5873abf96a35096f1e5049fde
e11d2665-6522-4e3a-b410-2181bd6bca7b,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,Free Item,94,2025-04-23,92825c265a1efd611ff5b892cf26a880
b21201d8-8e5f-4e46-b11c-01ccd02b9d5d,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,Free Item,26,2025-03-24,37780b3f5ebd56446a7c8bc9c0dfd7a2
8bde230c-3dc1-429f-8bd7-727da3ed3fe1,d00399b5-89cb-48fa-8d60-5ea1f649b655,Free Item,11,2025-01-11,abd9d9d1ef6066cc37a0f0d6705944cf
dbc30d58-dc0b-48e9-a44a-94dc5e9923ca,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,Free Item,79,2025-02-02,83dd9fb04c799a27e12d196dfbe6a220
24edaded-cd59-47ac-a770-7e4f6c6385d0,545d1542-4e1e-4804-851b-400d5b020f68,Points Bonus,66,2025-02-21,5f9910dfc0ec7da9a2ac9fc5e37bc779
212e24cc-86a0-4ce5-9b6e-580c4273f35c,7ec92f10-c40e-4160-b34b-395017c26b71,Free Item,44,2025-01-03,88e837699f880e4a91d670a7c2f1431b
53ebce34-4656-4c20-b07d-7af6e3370034,6e33f6a3-8056-4cdc-abd5-b6554a925aca,Free Shipping,32,2025-02-03,c8b4b05138701a80ddfaa5a1e8967c5c
db2828b4-bad2-4586-86aa-ad4521b74b0f,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,Discount,28,2025-03-18,9f12ec4397a57c0b5257057b2f015dbf
966edf04-ac78-4afc-8939-9ba87839907b,035765ce-dcbc-478b-b43f-f38992c442ff,Points Bonus,98,2025-02-11,3675ed0c66e74550ed082ab93ae7c6a0
95d37148-8b20-4300-b5cc-ac08f02bf56c,11f5a691-d739-491e-8a3d-0cac3ba34fc5,Free Item,45,2025-03-14,eb2697f35c2c108f019b6cb9011f2d49
53b5f710-880f-41f5-8d35-c4bcbe6ea628,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,Free Shipping,53,2025-05-07,9d4ed6b592dc576b01f0c4b432795cf8
54660ab1-370b-4bbb-885a-365ecef377ad,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,Free Item,80,2025-05-10,5347c7370875767bebee667a036005a1
b7cd19e5-7045-450a-af80-c937ea63da4f,90448626-31aa-4d65-a854-dab84c21bac0,Discount,51,2025-03-26,554ba9e1f635e921729a9c8eb485cabf
07d0e78a-7c80-46fa-854a-32b8590511fa,f34607a8-f6d3-427d-acf9-3d905082506b,Points Bonus,12,2025-03-05,6c130ddd1bb8194ac430fd749dbf7f19
9e62e214-dc17-414c-bbd3-cad63aef27e8,84f6c6dd-37d3-4909-801e-b3d78f3e8099,Points Bonus,65,2025-02-10,059c102d825a066fa0d6f6be8fce970d
ccb2efb3-d102-46e6-adda-8f45d723aad2,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,Points Bonus,44,2025-03-30,62de562d1a4d525575e1a86a29481194
c74bd2d4-36ad-4ade-bb82-c9ffacef54cf,abc2f41e-ab8f-430c-9677-705f4343b0ec,Free Item,81,2025-03-18,e3a40e5acafff1ada7c1caa3325fc0a2
a637e394-4588-4847-999d-dfafd30bb352,98079c5e-8c4a-4564-9ca5-658f9db89953,Discount,94,2025-04-27,9c1e94716cc1a96a975b27415aabdfd3
63ea4f85-43fa-4c40-85e5-bb4f98b8a766,efd12b55-23e9-4f58-a207-35e1da7e7afe,Free Shipping,88,2025-05-02,5962466ed2838de7c2e0743c117e3501
bc871717-a41c-46e5-a61c-20838cd121e2,01d50da8-b34d-48ef-b445-cefaaa00514b,Free Item,51,2025-02-24,bf4cf15f7c361086cdcfe75486e70c08
645ddd84-aaa7-46b4-a38d-1c69f5d28d96,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,Discount,67,2025-01-03,ad1b342afc0c8897ad4fb6cb5baba194
e273f1f8-db4b-4c82-95f3-29a3f29998d9,93a2faf7-17c8-4513-b63e-f27c8b36314e,Free Item,33,2025-05-08,337c26615d27b82a33d85a4f119357a9
e7961276-6cf5-462b-a986-6c1fc22b48ec,eb0851e2-3417-47e5-b97e-36ebf487607f,Free Item,53,2025-03-21,1a8bf0f3a15d928aee6a2cd4cc75a4ba
8b64ccc4-7891-4bcb-b8c2-6b0193f2158b,a0d03e66-36a9-4e3a-b061-90884a47209d,Points Bonus,12,2025-02-23,33c06c8a38a8e4ffbfd5564f62dc60d9
9c096ba3-c7b0-4360-88df-2dd7e749f8a5,788d99f0-9972-408f-858c-28268e4d1d93,Free Item,7,2025-01-02,8778e29237d97bfca0dae5f0711e0df1
8bfb07d4-438d-4bb8-8198-404b03490308,15da51da-ad36-4db6-958f-37f69e74b4b6,Discount,31,2025-05-04,bec8e31247b58e1b9d187304cb232526
068eff26-1be5-4ca4-9d4e-871e696448a5,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,Free Shipping,87,2025-03-13,056e1916673109a8ae224257ffe6f2dc
6db79647-ad94-4a2d-ba5c-d3c82a134874,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,Free Item,7,2025-01-03,ba41411db58317f8cd34eddab27f6c96
824c7c8a-fc52-4350-ab18-582af2fcdc27,66beab47-39b9-4dca-b770-73f070a08070,Discount,73,2025-01-30,18fc4a3f338f1ddf32930f5c3bf37597
ff0e3f55-114d-4a8e-b6b4-e29b4dc9a714,088e7d05-b0ef-4166-acb0-16d57f776a6a,Free Item,75,2025-04-17,605968610bf926f943b86f80ec3e8b4e
886b9c94-19fd-4222-815e-57d9209e9889,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,Points Bonus,52,2025-01-16,e6de4f6eb67ab10a9a88de38b7c58f0d
71e147b4-6cb2-4838-b685-de8bc72c8413,0cae327d-3c1c-4b9b-b1e0-103207463ade,Free Shipping,82,2025-02-06,86d8b7f25598bb595be8fd8963ba9c81
238c1ecb-89f7-4433-910b-8897fd403403,cc7e6efc-6c65-4b2c-9314-ee7b451acbdf,Discount,58,2025-04-29,88d949c9b329ecc4bac945d7264d89ac
c42989d1-d803-4ce5-8eef-02d737a11b77,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,Free Shipping,55,2025-04-09,2da78c9dae2e42717a386d8912d6bd7e
b72797fc-fef6-4a8d-acf6-f4806109bd21,df600f99-242b-4e78-acfa-07fe39eabd9e,Discount,47,2025-01-31,570e64cf0ccc67b07726d852c1cc4380
2f7641bc-c473-4d46-98cf-a78c9db60bc9,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,Points Bonus,68,2025-04-09,c7cca8d5e2ac24af11ae548353621d8a
61684602-05fc-427e-9e38-29b1d0d74aa7,7c5d467f-5fb0-4f77-905f-8acef67d84a3,Points Bonus,13,2025-03-21,01f94bdcbfb16a85ca37718107d9b7c4
a050f5e6-d572-4473-8073-76c04b356c3c,fbd733a9-47d4-4e40-88be-709357213476,Free Shipping,63,2025-03-21,f3ab21c56e74eef564ee9929c2b4c42d
2c54a5bd-0d03-4707-8109-3ba3c9ad09d6,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,Free Item,67,2025-05-03,b53d72c3a2c833a5fdd399c6e3d6069b
8940932d-68ed-4a8f-ae48-0a6351d6cd3d,90448626-31aa-4d65-a854-dab84c21bac0,Free Shipping,68,2025-05-11,a9be43808b50c5c4493ec6c108731c00
1fcfeebd-9121-458f-8886-6aebf1127c05,088e7d05-b0ef-4166-acb0-16d57f776a6a,Free Shipping,51,2025-05-11,6309d04bfd7012304584d4907f1a4053
4bbfa281-4b7b-4abb-8b9c-fb61f8fcdda1,67403e9f-0231-4a15-848a-d9cea4795a2a,Free Shipping,81,2025-04-30,2374e3b52b98531786467c153af79ec0
426a6849-7ac9-4a53-9ef2-7c77ebbe8e5e,19a564d4-ed76-41b2-bf45-d41d8500da78,Discount,43,2025-04-15,3bf42cff55a2aba29fdbb49879aadf62
e73dc4d2-223a-4838-b8a7-541a4a67c0bc,ee85931e-020f-4408-8af2-2b9bf4edd7b8,Free Item,28,2025-04-03,86dfc4e6d7eb07701b461fc7ff7d8206
fdebf5c4-6cb7-478a-b8ee-77d4c32eba77,5dcbd063-c98d-4d66-923f-e117989bd15c,Discount,12,2025-02-18,ae3ddda8382c4585b0d13d95d67bf475
9972b5e6-8d11-43a5-ad53-095cf56feee4,5638cc23-cfdb-40de-9577-4997569c48f3,Points Bonus,85,2025-04-18,d918be29f639b680e5b043265798f975
d3ae4f54-32ff-45af-b654-9453588b7cbb,8070fcf1-87d8-48e5-988f-1f369c06cdc1,Free Shipping,97,2025-01-31,2a6f51298f62db9a5ee6eb55528a8a42
c35e5ac3-10ac-45c5-bfc0-bf9b66615eb8,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,Discount,53,2025-03-12,fc89a0ac5977d2d794e615463c1de132
6d2e4cc6-b242-4a87-aeaa-97da9dacc210,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,Free Shipping,38,2025-05-10,ca48947764197f2a2d61f0be2c6f6f9e
