CartID,CustomerID,RecoveryAttempted,AbandonDate
CART000698,CUST00545,1,2024-07-16
CART000699,CUST02357,1,2024-09-12
CART000700,CUST00528,1,2024-08-19
CART000701,CUST01932,1,2023-07-05
CART000702,CUST01009,0,2025-03-18
CART000703,CUST01242,0,2023-05-29
CART000704,CUST00617,1,2025-02-25
CART000705,CUST01613,1,2025-01-09
CART000706,CUST02079,0,2024-03-16
CART000707,CUST00100,1,2024-01-26
CART000708,CUST02715,0,2024-03-19
CART000709,CUST02852,0,2025-05-04
CART000710,CUST01339,0,2024-07-03
CART000711,CUST00495,0,2025-01-24
CART000712,CUST02519,0,2023-08-28
CART000713,CUST00742,0,2024-11-14
CART000714,CUST01539,0,2024-11-03
CART000715,CUST00734,1,2023-09-27
CART000716,CUST01657,0,2024-10-23
CART000717,CUST01807,1,2023-07-23
CART000718,CUST00998,1,2023-06-18
CART000719,CUST02379,1,2025-05-19
CART000720,CUST01754,0,2023-07-08
CART000721,CUST02300,0,2024-08-11
CART000722,CUST01762,0,2023-06-25
CART000723,CUST01025,1,2024-06-09
CART000724,CUST01483,1,2024-06-24
CART000725,CUST01669,1,2024-09-22
CART000726,CUST01114,1,2023-12-31
CART000727,CUST02566,0,2024-07-14
CART000728,CUST01780,1,2023-08-14
CART000729,CUST02121,0,2024-01-06
CART000730,CUST02204,1,2023-10-07
CART000731,CUST00723,0,2025-02-05
CART000732,CUST02117,1,2024-09-02
CART000733,CUST00471,0,2024-12-20
CART000734,CUST02540,1,2023-11-24
CART000735,CUST02348,0,2023-07-26
CART000736,CUST01735,0,2023-09-29
CART000737,CUST01230,0,2024-08-11
CART000738,CUST02966,1,2023-07-18
CART000739,CUST02761,0,2024-07-23
CART000740,CUST02799,0,2023-08-13
CART000741,CUST02455,0,2025-02-16
CART000742,CUST02987,0,2023-07-15
CART000743,CUST02628,0,2023-11-25
CART000744,CUST01946,1,2024-01-14
CART000745,CUST02630,0,2025-01-25
CART000746,CUST02847,1,2023-10-03
CART000747,CUST00529,0,2023-06-28
CART000748,CUST00137,1,2023-06-15
CART000749,CUST02267,1,2024-07-05
CART000750,CUST02566,1,2024-07-23
CART000751,CUST01472,1,2025-03-05
CART000752,CUST02180,1,2024-09-27
CART000753,CUST02036,1,2023-05-28
CART000754,CUST01387,0,2023-11-03
CART000755,CUST01368,0,2023-07-28
CART000756,CUST01720,0,2023-08-16
CART000757,CUST01042,0,2023-12-16
CART000758,CUST01749,1,2024-11-13
CART000759,CUST00560,1,2024-07-22
CART000760,CUST01565,1,2023-07-05
CART000761,CUST00928,0,2024-03-05
CART000762,CUST02380,0,2024-10-02
CART000763,CUST01774,1,2025-02-13
CART000764,CUST02367,0,2024-06-11
CART000765,CUST01801,1,2023-10-27
CART000766,CUST01550,1,2025-05-02
CART000767,CUST01812,0,2024-07-08
CART000768,CUST00980,1,2023-11-06
CART000769,CUST00167,0,2024-12-29
CART000770,CUST00147,0,2023-06-25
CART000771,CUST02987,0,2024-04-24
CART000772,CUST00445,0,2023-12-18
CART000773,CUST02118,1,2024-04-28
CART000774,CUST01352,1,2024-06-05
CART000775,CUST02881,1,2024-12-02
CART000776,CUST00919,1,2025-01-09
CART000777,CUST02664,0,2024-12-04
CART000778,CUST01253,0,2023-06-04
CART000779,CUST01852,1,2023-08-20
CART000780,CUST01674,0,2024-01-09
CART000781,CUST00319,0,2024-06-16
CART000782,CUST00036,1,2023-12-01
CART000783,CUST01654,1,2023-06-05
CART000784,CUST00255,0,2024-09-27
CART000785,CUST01337,1,2024-05-22
CART000786,CUST00962,0,2025-04-14
CART000787,CUST00335,0,2025-03-20
CART000788,CUST00298,1,2024-07-26
CART000789,CUST01045,1,2025-04-26
CART000790,CUST00478,1,2024-11-24
CART000791,CUST01792,0,2024-01-24
CART000792,CUST02520,1,2023-08-28
CART000793,CUST00962,1,2023-07-19
CART000794,CUST00470,1,2023-06-13
CART000795,CUST02815,1,2024-05-06
CART000796,CUST00590,0,2023-08-23
CART000797,CUST01989,1,2024-10-26
CART000798,CUST02840,0,2025-01-18
CART000799,CUST02434,1,2024-10-18
CART000800,CUST02990,1,2023-12-30
CART000801,CUST01570,1,2024-02-03
CART000802,CUST00446,0,2024-04-14
CART000803,CUST02007,1,2023-08-08
CART000804,CUST01961,1,2024-07-21
CART000805,CUST00099,1,2023-08-05
CART000806,CUST00655,0,2024-08-10
CART000807,CUST01079,1,2025-04-22
CART000808,CUST01356,1,2023-07-20
CART000809,CUST00934,0,2023-12-02
CART000810,CUST01459,0,2025-01-17
CART000811,CUST00817,0,2024-05-28
CART000812,CUST00661,0,2024-04-17
CART000813,CUST02280,1,2023-12-26
CART000814,CUST00600,1,2023-07-15
CART000815,CUST00920,0,2025-04-18
CART000816,CUST01747,0,2023-09-01
CART000817,CUST01759,0,2025-05-11
CART000818,CUST01832,0,2025-01-17
CART000819,CUST01172,1,2024-04-15
CART000820,CUST00360,0,2023-07-05
CART000821,CUST01968,0,2024-03-14
CART000822,CUST01441,1,2023-12-16
CART000823,CUST02920,1,2024-03-23
CART000824,CUST01720,0,2025-03-20
CART000825,CUST01577,0,2025-01-10
CART000826,CUST00556,0,2024-01-29
CART000827,CUST01234,1,2023-06-27
CART000828,CUST02298,1,2024-12-26
CART000829,CUST01536,1,2024-05-15
CART000830,CUST02644,0,2025-01-01
CART000831,CUST02187,0,2024-01-27
CART000832,CUST00990,1,2024-07-25
CART000833,CUST00910,1,2025-03-01
CART000834,CUST01962,1,2024-02-24
CART000835,CUST00012,0,2024-05-02
CART000836,CUST00980,1,2024-01-11
CART000837,CUST00273,1,2024-11-03
CART000838,CUST00488,1,2024-11-09
CART000839,CUST01998,0,2023-12-26
CART000840,CUST01049,1,2023-10-10
CART000841,CUST00538,0,2025-01-21
CART000842,CUST01689,0,2023-12-30
CART000843,CUST01596,0,2024-07-30
CART000844,CUST00588,1,2023-12-11
CART000845,CUST02836,0,2024-01-24
CART000846,CUST01744,1,2024-08-31
CART000847,CUST02969,0,2023-11-11
CART000848,CUST01691,0,2024-06-10
CART000849,CUST01716,0,2023-09-30
CART000850,CUST01618,1,2023-08-16
CART000851,CUST01034,1,2025-05-12
CART000852,CUST00243,1,2023-12-15
CART000853,CUST01202,1,2024-04-20
CART000854,CUST02846,0,2024-10-25
CART000855,CUST00257,0,2023-12-19
CART000856,CUST02043,0,2025-01-06
CART000857,CUST00310,0,2025-01-15
CART000858,CUST02564,0,2024-08-23
CART000859,CUST01239,1,2024-02-02
CART000860,CUST01089,0,2024-07-19
CART000861,CUST00636,1,2024-03-29
CART000862,CUST00797,1,2024-02-07
CART000863,CUST01177,1,2023-11-03
CART000864,CUST02088,0,2024-04-20
CART000865,CUST01725,1,2024-12-20
CART000866,CUST01800,1,2024-07-31
CART000867,CUST02629,1,2024-12-20
CART000868,CUST02049,1,2024-06-07
CART000869,CUST00079,0,2024-08-30
CART000870,CUST01351,0,2023-06-22
CART000871,CUST00620,0,2024-02-09
CART000872,CUST02549,1,2024-10-21
CART000873,CUST01499,1,2023-08-28
CART000874,CUST01379,0,2023-07-23
CART000875,CUST01148,0,2023-11-11
CART000876,CUST00978,1,2025-05-24
CART000877,CUST01448,1,2023-09-03
CART000878,CUST01538,0,2025-04-30
CART000879,CUST01758,0,2025-01-18
CART000880,CUST02534,1,2025-02-26
CART000881,CUST00478,0,2024-05-29
CART000882,CUST01895,0,2024-07-05
CART000883,CUST02381,1,2024-04-23
CART000884,CUST01633,0,2024-02-26
CART000885,CUST01256,0,2023-10-06
CART000886,CUST02041,1,2023-12-27
CART000887,CUST01566,0,2023-08-15
CART000888,CUST00030,1,2023-10-27
CART000889,CUST00727,0,2023-12-26
CART000890,CUST00173,0,2024-11-15
CART000891,CUST02840,1,2024-02-01
CART000892,CUST00468,0,2024-03-26
CART000893,CUST01976,0,2024-06-12
CART000894,CUST02771,1,2024-03-11
CART000895,CUST02445,1,2024-02-16
CART000896,CUST00125,0,2025-02-24
CART000897,CUST02744,0,2024-12-21
CART000898,CUST02575,0,2023-09-24
CART000899,CUST01547,1,2023-10-04
CART000900,CUST01420,0,2024-10-14
CART000901,CUST01878,0,2023-09-23
CART000902,CUST01027,1,2024-11-03
CART000903,CUST00536,1,2024-09-28
CART000904,CUST00601,1,2024-09-09
CART000905,CUST00988,1,2024-06-04
CART000906,CUST00606,0,2025-02-05
CART000907,CUST02748,0,2023-06-16
CART000908,CUST00139,0,2025-02-14
CART000909,CUST02058,1,2025-04-29
CART000910,CUST01555,0,2024-03-16
CART000911,CUST00130,0,2024-11-10
CART000912,CUST00401,0,2024-06-23
CART000913,CUST01245,1,2023-12-11
CART000914,CUST00642,0,2024-01-24
CART000915,CUST00437,0,2025-02-10
CART000916,CUST01424,1,2023-07-19
CART000917,CUST01137,0,2024-12-18
CART000918,CUST01476,1,2025-04-03
CART000919,CUST01579,1,2024-03-18
CART000920,CUST00058,0,2024-04-13
CART000921,CUST01137,1,2025-03-13
CART000922,CUST00700,1,2023-10-18
CART000923,CUST01146,1,2024-04-12
CART000924,CUST02456,0,2023-12-02
CART000925,CUST01484,1,2024-06-08
CART000926,CUST01109,0,2023-08-09
CART000927,CUST01642,0,2025-02-16
CART000928,CUST00400,1,2025-02-28
CART000929,CUST02404,1,2025-03-22
CART000930,CUST02147,0,2024-08-29
CART000931,CUST01545,1,2024-05-04
CART000932,CUST02566,0,2025-04-28
CART000933,CUST00108,0,2024-02-10
CART000934,CUST01985,1,2025-03-12
CART000935,CUST01998,1,2024-12-13
CART000936,CUST00152,1,2025-05-24
CART000937,CUST00906,1,2024-11-27
CART000938,CUST00850,1,2024-02-05
CART000939,CUST02797,1,2024-12-08
CART000940,CUST01993,1,2024-02-22
CART000941,CUST00027,1,2023-06-13
CART000942,CUST00119,1,2024-08-21
CART000943,CUST00723,1,2023-06-17
CART000944,CUST02148,0,2024-12-27
CART000945,CUST00003,1,2024-05-18
CART000946,CUST00806,1,2023-06-12
CART000947,CUST01993,1,2025-04-17
CART000948,CUST01130,0,2023-12-04
CART000949,CUST01254,1,2025-04-27
CART000950,CUST00304,1,2025-05-12
CART000951,CUST00177,1,2024-01-29
CART000952,CUST00084,1,2025-04-16
CART000953,CUST00263,1,2023-07-08
CART000954,CUST01220,0,2024-03-07
CART000955,CUST02506,1,2023-05-30
CART000956,CUST02457,1,2024-01-03
CART000957,CUST02254,0,2024-11-27
CART000958,CUST02868,0,2025-01-24
CART000959,CUST00802,0,2023-10-25
CART000960,CUST00895,1,2024-10-22
CART000961,CUST00873,1,2024-06-05
CART000962,CUST00388,0,2023-12-31
CART000963,CUST01836,1,2025-02-28
CART000964,CUST02942,1,2023-10-20
CART000965,CUST02815,1,2023-10-07
CART000966,CUST02004,1,2023-06-23
CART000967,CUST01032,1,2025-05-06
CART000968,CUST01650,0,2024-10-19
CART000969,CUST01541,0,2024-02-19
CART000970,CUST00450,0,2023-09-07
CART000971,CUST00342,1,2023-11-28
CART000972,CUST01097,0,2024-11-29
CART000973,CUST00860,1,2023-07-23
CART000974,CUST02169,0,2024-08-28
CART000975,CUST00302,0,2025-01-24
CART000976,CUST02932,0,2025-01-19
CART000977,CUST02020,0,2025-05-01
CART000978,CUST00881,1,2024-02-23
CART000979,CUST02282,0,2024-07-03
CART000980,CUST00066,0,2023-07-14
CART000981,CUST00230,0,2025-03-03
CART000982,CUST00922,1,2024-02-12
CART000983,CUST01833,0,2025-02-14
CART000984,CUST00051,0,2025-01-30
CART000985,CUST02707,0,2024-06-05
CART000986,CUST00387,0,2024-02-05
CART000987,CUST01062,0,2023-08-04
CART000988,CUST00753,1,2024-06-10
CART000989,CUST01197,0,2025-01-05
CART000990,CUST02541,1,2024-03-28
CART000991,CUST01792,1,2023-07-16
CART000992,CUST01479,0,2023-06-06
CART000993,CUST02089,0,2025-05-11
CART000994,CUST01945,1,2025-01-09
CART000995,CUST02994,0,2024-05-07
CART000996,CUST01153,0,2024-11-08
CART000997,CUST01078,1,2023-09-28
CART000998,CUST02134,0,2024-04-15
CART000999,CUST02344,1,2023-09-30
CART001000,CUST01239,1,2024-01-22
