CostingID,StoreID,ProductID,EffectiveDate,Cost
IC000517,STORE066,PROD00773,2023-08-17,157.9
IC000518,STORE024,PROD00445,2025-02-27,327.23
IC000519,STORE080,PROD00254,2023-07-04,131.31
IC000520,STORE012,PROD00020,2025-02-19,259.97
IC000521,STORE016,PROD00204,2024-11-12,396.91
IC000522,STORE036,PROD00357,2023-12-30,259.06
IC000523,STORE002,PROD00128,2023-09-04,45.37
IC000524,STORE062,PROD00358,2024-09-11,337.33
IC000525,STORE064,PROD00292,2024-04-13,386.7
IC000526,STORE029,PROD00174,2024-08-25,285.29
IC000527,STORE074,PROD00733,2023-05-31,168.21
IC000528,STORE031,PROD00355,2024-05-08,379.41
IC000529,STORE015,PROD00037,2024-07-19,387.46
IC000530,STORE055,PROD00310,2023-12-02,374.11
IC000531,STORE033,PROD00661,2024-03-18,165.32
IC000532,STORE052,PROD00604,2023-12-01,316.09
IC000533,STORE020,PROD00582,2025-01-31,262.02
IC000534,STORE073,PROD00084,2024-12-26,72.7
IC000535,STORE038,PROD00510,2024-12-07,214.67
IC000536,STORE003,PROD00444,2024-04-26,299.33
IC000537,STORE054,PROD00420,2024-01-16,358.47
IC000538,STORE066,PROD00205,2023-07-07,345.18
IC000539,STORE018,PROD00488,2023-12-19,62.71
IC000540,STORE007,PROD00779,2024-10-17,195.73
IC000541,STORE035,PROD00088,2024-03-27,191.83
IC000542,STORE080,PROD00252,2023-11-30,359.6
IC000543,STORE060,PROD00723,2024-11-10,1.77
IC000544,STORE024,PROD00031,2024-06-09,295.75
IC000545,STORE039,PROD00421,2024-11-02,247.84
IC000546,STORE012,PROD00061,2024-01-15,368.71
IC000547,STORE053,PROD00579,2024-07-02,183.31
IC000548,STORE064,PROD00226,2023-08-24,263.41
IC000549,STORE004,PROD00335,2024-04-18,389.13
IC000550,STORE005,PROD00579,2024-06-04,297.82
IC000551,STORE016,PROD00640,2024-02-12,27.89
IC000552,STORE027,PROD00111,2023-06-07,67.85
IC000553,STORE004,PROD00491,2023-07-09,328.76
IC000554,STORE072,PROD00272,2024-03-30,134.58
IC000555,STORE048,PROD00034,2024-12-20,282.66
IC000556,STORE008,PROD00212,2024-10-12,280.23
IC000557,STORE046,PROD00300,2025-02-22,397.49
IC000558,STORE044,PROD00373,2024-04-10,188.48
IC000559,STORE067,PROD00125,2023-10-29,295.4
IC000560,STORE052,PROD00103,2024-06-13,20.45
IC000561,STORE034,PROD00718,2024-01-06,185.57
IC000562,STORE062,PROD00120,2025-05-02,75.49
IC000563,STORE021,PROD00682,2025-01-13,336.39
IC000564,STORE024,PROD00547,2024-08-20,336.12
IC000565,STORE044,PROD00331,2024-10-10,95.31
IC000566,STORE041,PROD00758,2023-08-08,128.0
IC000567,STORE029,PROD00309,2024-05-21,281.29
IC000568,STORE006,PROD00570,2023-09-19,295.57
IC000569,STORE056,PROD00412,2024-12-22,263.4
IC000570,STORE014,PROD00399,2024-04-08,398.68
IC000571,STORE050,PROD00306,2023-08-26,347.6
IC000572,STORE078,PROD00653,2023-07-17,167.41
IC000573,STORE052,PROD00623,2024-09-19,131.46
IC000574,STORE077,PROD00163,2023-12-28,239.14
IC000575,STORE001,PROD00623,2024-10-14,327.24
IC000576,STORE012,PROD00664,2024-01-02,190.66
IC000577,STORE024,PROD00065,2024-06-12,295.34
IC000578,STORE037,PROD00618,2025-03-09,8.64
IC000579,STORE070,PROD00216,2023-08-03,370.41
IC000580,STORE076,PROD00603,2025-01-17,309.76
IC000581,STORE003,PROD00026,2023-10-07,158.28
IC000582,STORE027,PROD00669,2024-03-26,154.22
IC000583,STORE053,PROD00584,2025-02-07,42.05
IC000584,STORE017,PROD00044,2025-03-09,326.65
IC000585,STORE015,PROD00090,2024-12-08,307.68
IC000586,STORE039,PROD00133,2024-07-12,252.47
IC000587,STORE004,PROD00161,2024-02-24,41.48
IC000588,STORE017,PROD00744,2023-10-08,105.67
IC000589,STORE011,PROD00380,2024-11-11,184.11
IC000590,STORE012,PROD00261,2025-01-08,107.12
IC000591,STORE032,PROD00383,2023-09-24,174.16
IC000592,STORE027,PROD00369,2024-06-29,91.16
IC000593,STORE044,PROD00111,2023-10-06,140.49
IC000594,STORE043,PROD00676,2024-11-19,261.27
IC000595,STORE049,PROD00077,2023-10-24,357.05
IC000596,STORE073,PROD00209,2025-03-18,154.63
IC000597,STORE043,PROD00013,2023-06-25,277.07
IC000598,STORE003,PROD00570,2023-12-27,54.78
IC000599,STORE029,PROD00548,2024-07-31,216.79
IC000600,STORE035,PROD00025,2024-05-22,368.76
IC000601,STORE048,PROD00546,2024-09-04,12.15
IC000602,STORE074,PROD00140,2023-08-20,107.76
IC000603,STORE039,PROD00275,2024-10-26,53.86
IC000604,STORE024,PROD00370,2023-06-09,213.72
IC000605,STORE020,PROD00222,2024-11-25,272.18
IC000606,STORE015,PROD00037,2023-10-27,24.05
IC000607,STORE076,PROD00129,2024-12-20,29.04
IC000608,STORE018,PROD00316,2023-09-20,347.98
IC000609,STORE060,PROD00323,2024-07-26,183.04
IC000610,STORE041,PROD00433,2024-02-06,185.72
IC000611,STORE069,PROD00218,2024-11-10,377.89
IC000612,STORE075,PROD00248,2025-03-21,128.76
IC000613,STORE011,PROD00111,2024-12-29,358.91
IC000614,STORE056,PROD00732,2024-05-15,389.73
IC000615,STORE018,PROD00708,2024-10-15,97.44
IC000616,STORE012,PROD00147,2024-01-04,206.1
IC000617,STORE016,PROD00344,2024-02-20,214.21
IC000618,STORE027,PROD00509,2024-05-29,346.6
IC000619,STORE017,PROD00505,2023-12-20,122.26
IC000620,STORE031,PROD00552,2024-05-23,319.42
IC000621,STORE035,PROD00134,2024-02-06,388.43
IC000622,STORE027,PROD00464,2025-03-29,336.29
IC000623,STORE032,PROD00191,2024-02-17,363.75
IC000624,STORE017,PROD00163,2024-07-18,283.63
IC000625,STORE011,PROD00456,2025-02-05,361.68
IC000626,STORE001,PROD00061,2024-08-11,66.78
IC000627,STORE049,PROD00005,2023-12-09,285.23
IC000628,STORE041,PROD00037,2024-05-08,293.02
IC000629,STORE020,PROD00460,2023-06-20,176.23
IC000630,STORE071,PROD00217,2025-03-02,32.82
IC000631,STORE037,PROD00737,2025-02-13,249.36
IC000632,STORE016,PROD00728,2024-03-14,21.7
IC000633,STORE039,PROD00139,2025-05-05,153.58
IC000634,STORE045,PROD00618,2024-11-22,158.07
IC000635,STORE064,PROD00099,2024-02-26,399.57
IC000636,STORE047,PROD00680,2025-03-19,120.62
IC000637,STORE023,PROD00264,2023-08-20,328.36
IC000638,STORE032,PROD00599,2023-12-19,22.22
IC000639,STORE049,PROD00596,2025-05-16,212.38
IC000640,STORE019,PROD00224,2023-07-24,215.14
IC000641,STORE078,PROD00011,2025-03-08,251.87
IC000642,STORE067,PROD00327,2023-10-18,324.19
IC000643,STORE039,PROD00698,2024-06-21,305.01
IC000644,STORE060,PROD00350,2025-04-13,304.64
IC000645,STORE011,PROD00379,2023-05-31,173.49
IC000646,STORE049,PROD00231,2025-05-02,291.26
IC000647,STORE015,PROD00141,2025-05-24,197.03
IC000648,STORE061,PROD00618,2024-08-13,27.71
IC000649,STORE043,PROD00765,2024-03-27,356.18
IC000650,STORE015,PROD00049,2023-06-17,356.18
IC000651,STORE079,PROD00451,2024-10-02,129.83
IC000652,STORE079,PROD00775,2024-06-17,365.65
IC000653,STORE073,PROD00491,2024-09-22,303.44
IC000654,STORE005,PROD00205,2024-05-17,160.92
IC000655,STORE029,PROD00409,2023-12-16,133.27
IC000656,STORE062,PROD00407,2023-07-20,390.08
IC000657,STORE060,PROD00051,2025-04-05,285.34
IC000658,STORE069,PROD00175,2024-03-30,152.15
IC000659,STORE022,PROD00737,2024-01-10,257.15
IC000660,STORE013,PROD00261,2023-11-17,229.04
IC000661,STORE050,PROD00480,2024-08-15,210.29
IC000662,STORE047,PROD00734,2024-12-28,258.24
IC000663,STORE029,PROD00223,2024-03-29,215.51
IC000664,STORE080,PROD00269,2024-06-19,262.26
IC000665,STORE017,PROD00318,2023-12-08,363.12
IC000666,STORE020,PROD00385,2023-07-23,397.31
IC000667,STORE078,PROD00586,2024-04-16,284.01
IC000668,STORE006,PROD00626,2023-11-29,371.2
IC000669,STORE022,PROD00219,2024-09-28,343.51
IC000670,STORE009,PROD00054,2024-02-18,118.72
IC000671,STORE032,PROD00200,2024-06-28,373.23
IC000672,STORE033,PROD00643,2023-09-24,29.25
IC000673,STORE077,PROD00339,2024-10-11,132.64
IC000674,STORE070,PROD00704,2024-12-23,256.34
IC000675,STORE049,PROD00691,2025-04-23,211.24
IC000676,STORE030,PROD00305,2024-12-16,217.42
IC000677,STORE016,PROD00799,2023-07-25,318.16
IC000678,STORE065,PROD00752,2024-08-31,78.69
IC000679,STORE014,PROD00245,2025-04-17,392.85
IC000680,STORE056,PROD00629,2024-01-18,175.55
IC000681,STORE037,PROD00208,2024-05-10,379.99
IC000682,STORE049,PROD00724,2023-05-30,153.86
IC000683,STORE078,PROD00511,2024-03-01,241.11
IC000684,STORE050,PROD00259,2024-11-25,180.67
IC000685,STORE036,PROD00380,2024-08-19,270.7
IC000686,STORE052,PROD00163,2024-04-08,74.27
IC000687,STORE023,PROD00738,2023-07-14,160.85
IC000688,STORE066,PROD00341,2025-02-06,28.28
IC000689,STORE071,PROD00576,2024-05-24,239.64
IC000690,STORE045,PROD00758,2024-10-10,385.11
IC000691,STORE028,PROD00530,2025-04-30,19.32
IC000692,STORE020,PROD00034,2024-01-21,264.19
IC000693,STORE049,PROD00323,2023-09-08,310.26
IC000694,STORE057,PROD00181,2024-07-18,86.03
IC000695,STORE059,PROD00347,2024-11-23,109.96
IC000696,STORE026,PROD00706,2023-09-28,81.43
IC000697,STORE019,PROD00192,2023-10-26,119.67
IC000698,STORE013,PROD00579,2024-11-28,44.92
IC000699,STORE074,PROD00721,2023-11-29,148.77
IC000700,STORE062,PROD00679,2024-08-12,148.2
IC000701,STORE014,PROD00246,2024-02-02,323.1
IC000702,STORE073,PROD00245,2024-04-09,320.58
IC000703,STORE011,PROD00678,2024-01-07,318.89
IC000704,STORE067,PROD00723,2023-12-16,227.25
IC000705,STORE012,PROD00133,2024-10-20,131.03
IC000706,STORE035,PROD00197,2024-09-01,164.97
IC000707,STORE039,PROD00347,2024-06-22,127.78
IC000708,STORE032,PROD00049,2024-07-21,233.19
IC000709,STORE014,PROD00064,2025-03-27,375.25
IC000710,STORE065,PROD00624,2025-01-06,114.51
IC000711,STORE027,PROD00697,2024-03-25,184.08
IC000712,STORE060,PROD00104,2025-03-31,262.39
IC000713,STORE043,PROD00213,2025-01-08,338.03
IC000714,STORE065,PROD00517,2023-12-08,102.08
IC000715,STORE055,PROD00119,2024-11-19,112.84
IC000716,STORE035,PROD00761,2024-06-08,354.18
IC000717,STORE032,PROD00679,2024-06-09,33.02
IC000718,STORE019,PROD00242,2024-05-10,242.57
IC000719,STORE039,PROD00280,2023-09-08,344.32
IC000720,STORE020,PROD00424,2024-07-20,368.78
IC000721,STORE028,PROD00363,2024-08-21,6.06
IC000722,STORE003,PROD00750,2024-03-15,148.5
IC000723,STORE032,PROD00306,2025-02-21,103.65
IC000724,STORE058,PROD00717,2025-02-27,227.65
IC000725,STORE054,PROD00486,2023-08-19,253.51
IC000726,STORE042,PROD00314,2023-09-17,399.91
IC000727,STORE015,PROD00513,2024-02-21,205.59
IC000728,STORE062,PROD00683,2024-12-11,221.04
IC000729,STORE031,PROD00167,2025-04-08,166.31
IC000730,STORE061,PROD00394,2024-01-05,59.92
IC000731,STORE026,PROD00770,2023-08-12,122.03
IC000732,STORE069,PROD00063,2024-02-25,99.55
IC000733,STORE057,PROD00272,2025-03-28,320.69
IC000734,STORE020,PROD00037,2024-02-18,218.78
IC000735,STORE066,PROD00016,2023-09-12,119.18
IC000736,STORE021,PROD00766,2023-11-11,196.15
IC000737,STORE060,PROD00343,2024-01-15,88.33
IC000738,STORE063,PROD00346,2023-07-26,74.87
IC000739,STORE051,PROD00539,2023-09-24,344.12
IC000740,STORE039,PROD00623,2024-02-06,377.98
IC000741,STORE011,PROD00233,2024-12-02,32.93
IC000742,STORE057,PROD00576,2025-05-15,306.19
IC000743,STORE003,PROD00609,2023-07-28,181.87
IC000744,STORE037,PROD00416,2023-11-27,156.2
IC000745,STORE025,PROD00267,2024-01-23,276.08
IC000746,STORE021,PROD00326,2024-05-10,107.24
IC000747,STORE080,PROD00744,2025-04-18,9.21
IC000748,STORE042,PROD00443,2024-09-17,86.39
IC000749,STORE001,PROD00560,2023-07-22,74.79
IC000750,STORE023,PROD00722,2023-06-04,14.59
IC000751,STORE024,PROD00076,2025-02-06,129.2
IC000752,STORE047,PROD00247,2024-09-26,190.33
IC000753,STORE007,PROD00580,2024-10-05,294.6
IC000754,STORE038,PROD00313,2024-08-15,130.94
IC000755,STORE047,PROD00576,2025-05-25,78.62
IC000756,STORE035,PROD00694,2024-03-12,93.02
IC000757,STORE078,PROD00592,2025-02-22,356.58
IC000758,STORE062,PROD00343,2024-07-11,82.68
IC000759,STORE073,PROD00715,2024-01-19,351.82
IC000760,STORE003,PROD00182,2024-12-25,179.39
IC000761,STORE020,PROD00726,2024-04-22,373.83
IC000762,STORE044,PROD00632,2023-07-03,163.83
IC000763,STORE032,PROD00399,2023-06-12,71.9
IC000764,STORE026,PROD00241,2025-02-20,220.06
IC000765,STORE048,PROD00714,2024-07-26,235.49
IC000766,STORE005,PROD00292,2025-05-23,254.56
IC000767,STORE059,PROD00054,2023-07-13,165.19
IC000768,STORE061,PROD00145,2023-08-04,20.39
IC000769,STORE049,PROD00356,2023-12-06,251.06
IC000770,STORE030,PROD00598,2023-10-15,373.28
IC000771,STORE017,PROD00477,2023-06-22,383.07
IC000772,STORE070,PROD00022,2024-10-18,239.16
IC000773,STORE058,PROD00331,2024-08-07,8.93
IC000774,STORE063,PROD00292,2025-01-17,43.31
IC000775,STORE061,PROD00236,2024-10-04,333.76
IC000776,STORE063,PROD00029,2024-02-04,332.07
IC000777,STORE015,PROD00695,2024-12-20,378.46
IC000778,STORE001,PROD00160,2025-01-22,225.95
IC000779,STORE013,PROD00530,2025-05-24,345.66
IC000780,STORE048,PROD00550,2024-03-22,330.13
IC000781,STORE034,PROD00101,2024-03-16,236.18
IC000782,STORE030,PROD00290,2025-04-04,313.67
IC000783,STORE019,PROD00377,2023-07-08,51.16
IC000784,STORE064,PROD00173,2025-04-04,256.04
IC000785,STORE066,PROD00343,2025-02-17,381.43
IC000786,STORE057,PROD00579,2024-04-10,65.62
IC000787,STORE044,PROD00191,2024-03-26,297.87
IC000788,STORE012,PROD00439,2025-05-24,128.99
IC000789,STORE040,PROD00555,2024-08-10,327.02
IC000790,STORE024,PROD00635,2023-07-30,279.19
IC000791,STORE011,PROD00790,2023-06-08,370.54
IC000792,STORE066,PROD00343,2024-12-25,285.06
IC000793,STORE001,PROD00708,2024-11-11,164.71
IC000794,STORE058,PROD00125,2024-11-03,5.35
IC000795,STORE028,PROD00608,2024-12-06,317.37
IC000796,STORE068,PROD00669,2025-02-12,163.98
IC000797,STORE059,PROD00552,2024-02-03,268.58
IC000798,STORE071,PROD00360,2023-12-20,42.92
IC000799,STORE022,PROD00503,2024-05-29,356.5
IC000800,STORE029,PROD00173,2024-09-25,174.83
IC000801,STORE074,PROD00394,2024-06-12,367.96
IC000802,STORE078,PROD00461,2024-10-20,283.1
IC000803,STORE069,PROD00685,2024-05-16,49.46
IC000804,STORE045,PROD00120,2024-11-14,232.1
IC000805,STORE070,PROD00273,2023-07-25,364.06
IC000806,STORE017,PROD00358,2025-02-20,320.19
IC000807,STORE079,PROD00386,2023-12-30,167.77
IC000808,STORE039,PROD00319,2024-11-27,382.07
IC000809,STORE040,PROD00261,2023-11-30,108.16
IC000810,STORE028,PROD00281,2023-06-17,150.67
IC000811,STORE002,PROD00329,2024-12-20,300.14
IC000812,STORE027,PROD00124,2025-05-01,93.93
IC000813,STORE021,PROD00476,2024-09-28,206.63
IC000814,STORE007,PROD00278,2025-01-20,291.79
IC000815,STORE061,PROD00093,2024-05-28,257.94
IC000816,STORE052,PROD00547,2023-12-01,62.99
IC000817,STORE048,PROD00128,2024-11-30,252.23
IC000818,STORE019,PROD00532,2023-06-22,229.51
IC000819,STORE073,PROD00773,2024-08-15,223.58
IC000820,STORE012,PROD00167,2023-06-09,330.59
IC000821,STORE071,PROD00236,2023-11-07,74.37
IC000822,STORE002,PROD00032,2024-06-02,300.87
IC000823,STORE017,PROD00231,2024-03-24,304.61
IC000824,STORE075,PROD00191,2025-04-10,289.34
IC000825,STORE076,PROD00657,2024-11-01,202.88
IC000826,STORE003,PROD00613,2023-12-16,158.82
IC000827,STORE021,PROD00591,2025-02-12,158.48
IC000828,STORE078,PROD00508,2024-06-04,293.79
IC000829,STORE079,PROD00457,2025-02-17,199.66
IC000830,STORE051,PROD00672,2025-02-28,136.04
IC000831,STORE010,PROD00255,2023-07-12,250.56
IC000832,STORE055,PROD00279,2024-09-20,334.97
IC000833,STORE036,PROD00700,2023-07-08,25.54
IC000834,STORE051,PROD00722,2023-06-24,388.88
IC000835,STORE074,PROD00753,2024-02-02,39.56
IC000836,STORE017,PROD00056,2024-07-19,205.18
IC000837,STORE061,PROD00649,2023-06-16,224.52
IC000838,STORE075,PROD00106,2024-11-06,56.15
IC000839,STORE013,PROD00581,2024-10-11,366.32
IC000840,STORE065,PROD00702,2023-06-28,189.12
IC000841,STORE080,PROD00192,2024-10-25,58.11
IC000842,STORE074,PROD00278,2024-08-30,284.93
IC000843,STORE048,PROD00544,2024-07-03,265.7
IC000844,STORE070,PROD00175,2024-04-01,385.18
IC000845,STORE047,PROD00770,2023-10-27,177.17
IC000846,STORE010,PROD00635,2024-06-05,107.85
IC000847,STORE057,PROD00085,2025-05-09,24.94
IC000848,STORE080,PROD00728,2024-10-07,293.52
IC000849,STORE013,PROD00216,2024-08-13,247.29
IC000850,STORE061,PROD00014,2025-03-29,389.07
IC000851,STORE058,PROD00037,2023-12-27,285.15
IC000852,STORE068,PROD00027,2024-11-30,373.33
IC000853,STORE029,PROD00664,2024-08-18,396.64
IC000854,STORE016,PROD00576,2024-11-06,171.94
IC000855,STORE063,PROD00070,2023-10-06,60.97
IC000856,STORE047,PROD00154,2024-01-09,79.14
IC000857,STORE043,PROD00438,2024-06-23,128.03
IC000858,STORE023,PROD00765,2024-09-08,204.05
IC000859,STORE030,PROD00271,2025-05-04,49.85
IC000860,STORE057,PROD00541,2023-10-07,121.39
IC000861,STORE030,PROD00074,2025-05-24,123.81
IC000862,STORE067,PROD00796,2023-08-04,2.63
IC000863,STORE056,PROD00571,2024-06-24,142.31
IC000864,STORE024,PROD00755,2024-08-01,47.34
IC000865,STORE077,PROD00149,2024-02-16,172.45
IC000866,STORE076,PROD00506,2024-12-19,79.42
IC000867,STORE008,PROD00010,2023-08-29,329.02
IC000868,STORE044,PROD00644,2024-05-31,33.13
IC000869,STORE080,PROD00502,2024-05-03,346.4
IC000870,STORE034,PROD00062,2024-07-10,232.63
IC000871,STORE035,PROD00388,2024-11-03,184.0
IC000872,STORE050,PROD00774,2024-02-18,220.35
IC000873,STORE017,PROD00730,2025-03-26,151.07
IC000874,STORE002,PROD00232,2023-08-25,51.92
IC000875,STORE054,PROD00584,2023-05-26,306.59
IC000876,STORE044,PROD00528,2024-06-04,371.24
IC000877,STORE049,PROD00550,2023-08-15,380.08
IC000878,STORE002,PROD00689,2024-08-16,268.61
IC000879,STORE072,PROD00445,2023-11-23,164.73
IC000880,STORE070,PROD00321,2025-02-25,191.87
IC000881,STORE009,PROD00083,2023-10-21,263.13
IC000882,STORE001,PROD00434,2024-01-15,329.41
IC000883,STORE069,PROD00017,2023-08-19,150.45
IC000884,STORE009,PROD00369,2025-02-14,366.8
IC000885,STORE014,PROD00668,2024-02-22,130.38
IC000886,STORE027,PROD00684,2024-05-31,212.81
IC000887,STORE009,PROD00582,2024-11-18,384.58
IC000888,STORE036,PROD00583,2024-09-12,375.34
IC000889,STORE079,PROD00255,2024-02-25,278.6
IC000890,STORE003,PROD00456,2023-08-09,130.5
IC000891,STORE023,PROD00643,2023-09-03,88.39
IC000892,STORE073,PROD00561,2023-11-01,32.98
IC000893,STORE030,PROD00533,2025-01-08,283.75
IC000894,STORE019,PROD00392,2023-09-30,201.88
IC000895,STORE067,PROD00320,2023-06-24,229.34
IC000896,STORE050,PROD00220,2023-08-21,189.48
IC000897,STORE048,PROD00699,2025-02-02,193.7
IC000898,STORE003,PROD00414,2024-05-15,228.94
IC000899,STORE066,PROD00032,2023-08-11,365.79
IC000900,STORE027,PROD00715,2023-10-05,12.72
IC000901,STORE040,PROD00788,2023-11-30,320.85
IC000902,STORE018,PROD00754,2025-05-18,156.82
IC000903,STORE027,PROD00016,2023-09-24,298.22
IC000904,STORE011,PROD00409,2023-09-04,379.46
IC000905,STORE039,PROD00173,2023-10-26,123.21
IC000906,STORE019,PROD00649,2024-02-29,36.73
IC000907,STORE007,PROD00179,2023-07-30,93.69
IC000908,STORE057,PROD00573,2023-08-13,89.62
IC000909,STORE002,PROD00497,2024-03-12,297.0
IC000910,STORE038,PROD00104,2025-05-09,25.68
IC000911,STORE005,PROD00317,2024-10-05,21.32
IC000912,STORE078,PROD00707,2023-07-04,277.75
IC000913,STORE036,PROD00768,2024-04-06,223.13
IC000914,STORE068,PROD00588,2025-05-09,167.69
IC000915,STORE077,PROD00783,2024-11-29,230.57
IC000916,STORE057,PROD00181,2024-02-07,294.36
IC000917,STORE020,PROD00132,2024-09-22,42.29
IC000918,STORE005,PROD00663,2024-02-22,221.76
IC000919,STORE024,PROD00155,2023-08-08,329.94
IC000920,STORE030,PROD00359,2025-01-22,145.61
IC000921,STORE028,PROD00235,2023-11-06,305.44
IC000922,STORE053,PROD00760,2023-06-11,338.32
IC000923,STORE051,PROD00165,2023-07-10,328.55
IC000924,STORE007,PROD00717,2023-09-08,260.49
IC000925,STORE042,PROD00427,2023-06-12,287.22
IC000926,STORE035,PROD00677,2024-06-27,315.28
IC000927,STORE034,PROD00488,2025-02-13,293.75
IC000928,STORE073,PROD00213,2024-11-21,181.22
IC000929,STORE076,PROD00766,2024-01-06,64.49
IC000930,STORE054,PROD00157,2025-05-16,124.58
IC000931,STORE029,PROD00689,2024-12-12,83.69
IC000932,STORE010,PROD00075,2023-10-17,145.22
IC000933,STORE027,PROD00435,2025-05-19,196.24
IC000934,STORE013,PROD00178,2024-07-21,383.66
IC000935,STORE042,PROD00796,2024-12-23,383.83
IC000936,STORE037,PROD00645,2023-12-28,308.07
IC000937,STORE061,PROD00637,2025-03-15,392.08
IC000938,STORE079,PROD00312,2024-03-29,399.21
IC000939,STORE021,PROD00127,2024-05-29,354.22
IC000940,STORE003,PROD00377,2024-03-24,32.72
IC000941,STORE008,PROD00345,2023-06-05,170.99
IC000942,STORE070,PROD00225,2024-09-24,214.11
IC000943,STORE017,PROD00017,2025-01-10,50.51
IC000944,STORE010,PROD00497,2023-06-20,323.64
IC000945,STORE013,PROD00473,2024-08-09,60.32
IC000946,STORE012,PROD00311,2024-02-21,153.95
IC000947,STORE066,PROD00758,2024-12-21,28.5
IC000948,STORE074,PROD00137,2024-12-13,210.31
IC000949,STORE023,PROD00475,2024-04-05,239.22
IC000950,STORE065,PROD00217,2025-05-20,294.34
IC000951,STORE052,PROD00196,2024-06-06,136.45
IC000952,STORE061,PROD00201,2025-01-21,236.62
IC000953,STORE026,PROD00366,2024-12-01,293.92
IC000954,STORE015,PROD00719,2025-03-31,305.05
IC000955,STORE022,PROD00528,2023-07-22,121.36
IC000956,STORE065,PROD00400,2023-08-17,28.01
IC000957,STORE026,PROD00525,2023-07-19,16.01
IC000958,STORE021,PROD00590,2024-06-11,307.46
IC000959,STORE024,PROD00214,2024-08-28,154.79
IC000960,STORE016,PROD00341,2024-03-25,54.44
IC000961,STORE032,PROD00329,2023-11-04,74.61
IC000962,STORE016,PROD00119,2024-03-12,306.69
IC000963,STORE077,PROD00425,2025-02-28,239.96
IC000964,STORE042,PROD00693,2024-07-25,201.06
IC000965,STORE032,PROD00373,2024-04-05,249.58
IC000966,STORE050,PROD00649,2023-06-04,55.86
IC000967,STORE041,PROD00179,2023-11-07,128.3
IC000968,STORE024,PROD00432,2023-07-08,150.25
IC000969,STORE013,PROD00720,2024-04-18,126.48
IC000970,STORE075,PROD00402,2023-11-10,345.9
IC000971,STORE079,PROD00394,2023-10-04,232.99
IC000972,STORE010,PROD00566,2023-10-06,292.0
IC000973,STORE042,PROD00079,2023-12-20,95.45
IC000974,STORE041,PROD00783,2023-10-30,106.37
IC000975,STORE003,PROD00424,2025-04-06,90.91
IC000976,STORE055,PROD00118,2024-09-20,275.5
IC000977,STORE016,PROD00368,2024-02-19,140.27
IC000978,STORE044,PROD00106,2023-09-05,162.63
IC000979,STORE030,PROD00105,2024-03-26,283.94
IC000980,STORE037,PROD00303,2023-10-21,388.75
IC000981,STORE060,PROD00630,2024-04-03,65.59
IC000982,STORE077,PROD00741,2023-07-01,26.01
IC000983,STORE024,PROD00148,2024-10-17,78.74
IC000984,STORE026,PROD00150,2023-11-22,294.25
IC000985,STORE058,PROD00256,2024-07-02,78.66
IC000986,STORE009,PROD00082,2024-02-05,234.16
IC000987,STORE061,PROD00016,2024-04-23,236.54
IC000988,STORE019,PROD00193,2024-09-02,118.47
IC000989,STORE028,PROD00723,2023-06-30,28.42
IC000990,STORE007,PROD00074,2025-04-30,160.28
IC000991,STORE045,PROD00277,2024-09-10,75.53
IC000992,STORE063,PROD00061,2024-12-11,74.6
IC000993,STORE037,PROD00536,2024-05-27,209.51
IC000994,STORE016,PROD00535,2023-07-20,269.58
IC000995,STORE005,PROD00343,2024-09-15,31.09
IC000996,STORE029,PROD00395,2023-11-13,231.75
IC000997,STORE052,PROD00258,2023-06-25,99.23
IC000998,STORE023,PROD00198,2024-01-02,269.65
IC000999,STORE006,PROD00053,2024-08-10,324.28
IC001000,STORE036,PROD00651,2023-09-23,323.0
