OrderLineID,OrderID,ProductID,Quantity,UnitPrice
OL0012202,ORD010287,PROD00549,4,137.0
OL0012203,ORD003513,PROD00656,3,60.91
OL0012204,ORD012014,PROD00581,3,25.62
OL0012205,ORD013927,PROD00597,2,76.19
OL0012206,ORD018838,PROD00264,1,419.94
OL0012207,ORD005999,PROD00291,4,381.74
OL0012208,ORD009345,PROD00773,3,239.08
OL0012209,ORD004671,PROD00141,3,455.52
OL0012210,ORD018011,PROD00261,4,225.4
OL0012211,ORD007662,PROD00784,2,45.94
OL0012212,ORD002077,PROD00755,4,240.33
OL0012213,ORD013113,PROD00276,3,315.98
OL0012214,ORD002414,PROD00426,2,329.36
OL0012215,ORD017880,PROD00796,1,87.84
OL0012216,ORD011366,PROD00566,1,118.97
OL0012217,ORD000119,PROD00208,3,239.12
OL0012218,ORD016488,PROD00373,4,113.13
OL0012219,ORD000050,PROD00352,1,497.35
OL0012220,ORD004950,PROD00779,2,69.15
OL0012221,ORD000475,PROD00717,3,405.1
OL0012222,ORD013007,PROD00261,1,465.07
OL0012223,ORD015544,PROD00135,2,224.51
OL0012224,ORD013143,PROD00461,2,5.09
OL0012225,ORD007308,PROD00022,3,49.46
OL0012226,ORD000113,PROD00447,1,360.94
OL0012227,ORD011832,PROD00130,1,436.44
OL0012228,ORD008946,PROD00360,1,210.0
OL0012229,ORD006281,PROD00605,4,80.4
OL0012230,ORD002671,PROD00638,3,378.24
OL0012231,ORD017309,PROD00762,4,441.59
OL0012232,ORD017921,PROD00724,1,356.52
OL0012233,ORD014668,PROD00771,2,433.94
OL0012234,ORD009793,PROD00134,3,67.23
OL0012235,ORD007448,PROD00641,2,492.0
OL0012236,ORD018609,PROD00211,2,490.15
OL0012237,ORD014882,PROD00460,1,151.76
OL0012238,ORD011388,PROD00489,2,239.33
OL0012239,ORD000483,PROD00356,1,463.19
OL0012240,ORD005170,PROD00692,2,451.14
OL0012241,ORD000266,PROD00293,3,184.28
OL0012242,ORD005848,PROD00488,1,318.29
OL0012243,ORD011355,PROD00308,4,115.52
OL0012244,ORD012686,PROD00521,4,472.27
OL0012245,ORD003379,PROD00547,2,478.38
OL0012246,ORD012652,PROD00685,1,350.39
OL0012247,ORD004000,PROD00561,2,154.45
OL0012248,ORD015354,PROD00296,3,64.38
OL0012249,ORD005927,PROD00215,2,304.85
OL0012250,ORD015393,PROD00378,3,174.18
OL0012251,ORD004641,PROD00008,4,240.6
OL0012252,ORD015398,PROD00143,1,433.58
OL0012253,ORD004832,PROD00370,4,419.89
OL0012254,ORD014869,PROD00554,2,368.62
OL0012255,ORD010821,PROD00087,2,324.99
OL0012256,ORD005308,PROD00612,4,477.65
OL0012257,ORD019118,PROD00241,2,62.43
OL0012258,ORD009598,PROD00115,3,301.35
OL0012259,ORD002504,PROD00357,1,160.04
OL0012260,ORD000731,PROD00012,2,138.16
OL0012261,ORD011320,PROD00564,2,319.84
OL0012262,ORD005614,PROD00184,4,224.96
OL0012263,ORD010025,PROD00338,1,123.99
OL0012264,ORD010603,PROD00058,4,306.77
OL0012265,ORD019755,PROD00181,3,204.21
OL0012266,ORD009780,PROD00178,4,95.49
OL0012267,ORD004400,PROD00220,2,113.13
OL0012268,ORD006791,PROD00682,1,490.99
OL0012269,ORD010339,PROD00456,4,381.01
OL0012270,ORD012844,PROD00254,1,287.47
OL0012271,ORD014470,PROD00225,2,136.75
OL0012272,ORD018660,PROD00462,1,392.59
OL0012273,ORD016234,PROD00501,1,54.43
OL0012274,ORD002916,PROD00321,1,142.52
OL0012275,ORD007739,PROD00577,2,139.43
OL0012276,ORD004700,PROD00315,2,27.47
OL0012277,ORD017389,PROD00347,2,77.8
OL0012278,ORD003700,PROD00200,2,227.81
OL0012279,ORD019543,PROD00458,3,442.79
OL0012280,ORD011324,PROD00276,3,360.2
OL0012281,ORD000507,PROD00191,3,174.19
OL0012282,ORD014993,PROD00060,2,305.04
OL0012283,ORD014503,PROD00101,2,283.54
OL0012284,ORD013488,PROD00606,4,271.71
OL0012285,ORD015815,PROD00089,3,13.91
OL0012286,ORD013872,PROD00053,2,422.74
OL0012287,ORD000338,PROD00542,4,355.96
OL0012288,ORD013500,PROD00090,3,415.65
OL0012289,ORD004394,PROD00064,4,283.54
OL0012290,ORD001190,PROD00318,2,378.15
OL0012291,ORD019442,PROD00274,1,317.88
OL0012292,ORD016831,PROD00138,1,73.07
OL0012293,ORD018875,PROD00775,1,485.91
OL0012294,ORD001535,PROD00586,1,267.89
OL0012295,ORD003605,PROD00198,3,422.65
OL0012296,ORD019330,PROD00644,2,55.12
OL0012297,ORD014673,PROD00552,4,33.56
OL0012298,ORD012557,PROD00778,4,497.35
OL0012299,ORD019473,PROD00794,1,338.93
OL0012300,ORD003885,PROD00745,2,281.8
OL0012301,ORD019765,PROD00475,1,179.96
OL0012302,ORD003053,PROD00381,2,90.06
OL0012303,ORD018914,PROD00736,1,130.64
OL0012304,ORD014321,PROD00055,3,397.73
OL0012305,ORD009253,PROD00285,4,370.95
OL0012306,ORD019569,PROD00423,2,22.79
OL0012307,ORD011448,PROD00181,4,497.35
OL0012308,ORD008108,PROD00407,1,411.85
OL0012309,ORD008086,PROD00735,3,314.96
OL0012310,ORD002900,PROD00740,4,327.13
OL0012311,ORD005804,PROD00189,2,419.89
OL0012312,ORD000416,PROD00677,4,420.08
OL0012313,ORD005846,PROD00133,4,418.53
OL0012314,ORD019799,PROD00453,3,413.89
OL0012315,ORD018815,PROD00646,4,412.77
OL0012316,ORD015866,PROD00242,2,298.54
OL0012317,ORD016037,PROD00716,4,495.15
OL0012318,ORD014336,PROD00161,3,276.82
OL0012319,ORD000619,PROD00398,3,43.42
OL0012320,ORD013730,PROD00672,4,236.74
OL0012321,ORD015697,PROD00548,1,362.95
OL0012322,ORD009679,PROD00534,1,131.38
OL0012323,ORD016981,PROD00478,3,382.43
OL0012324,ORD019713,PROD00449,2,392.28
OL0012325,ORD014701,PROD00652,1,163.94
OL0012326,ORD003938,PROD00518,4,448.38
OL0012327,ORD005012,PROD00654,1,97.98
OL0012328,ORD007210,PROD00499,3,409.29
OL0012329,ORD017644,PROD00593,3,27.2
OL0012330,ORD017267,PROD00544,3,477.25
OL0012331,ORD009037,PROD00483,1,442.79
OL0012332,ORD015880,PROD00252,2,331.12
OL0012333,ORD010992,PROD00763,2,232.7
OL0012334,ORD009611,PROD00060,3,386.54
OL0012335,ORD010788,PROD00689,1,224.84
OL0012336,ORD004380,PROD00536,3,231.94
OL0012337,ORD016465,PROD00336,2,88.33
OL0012338,ORD002632,PROD00074,1,121.34
OL0012339,ORD006657,PROD00786,3,78.25
OL0012340,ORD008628,PROD00396,2,137.29
OL0012341,ORD000771,PROD00496,2,395.63
OL0012342,ORD001293,PROD00105,2,421.83
OL0012343,ORD001889,PROD00295,3,382.97
OL0012344,ORD002327,PROD00485,2,149.12
OL0012345,ORD017111,PROD00309,3,366.28
OL0012346,ORD018074,PROD00695,2,120.92
OL0012347,ORD003845,PROD00531,4,487.42
OL0012348,ORD010120,PROD00571,4,329.36
OL0012349,ORD011133,PROD00322,1,283.85
OL0012350,ORD004567,PROD00150,2,58.9
OL0012351,ORD003848,PROD00507,1,289.05
OL0012352,ORD019324,PROD00360,3,80.4
OL0012353,ORD017683,PROD00655,4,70.52
OL0012354,ORD018573,PROD00260,1,264.99
OL0012355,ORD011571,PROD00091,4,389.58
OL0012356,ORD010509,PROD00596,1,73.74
OL0012357,ORD019953,PROD00640,2,324.99
OL0012358,ORD010292,PROD00320,4,293.58
OL0012359,ORD002553,PROD00645,3,196.23
OL0012360,ORD002903,PROD00423,4,212.96
OL0012361,ORD002084,PROD00382,4,111.24
OL0012362,ORD012395,PROD00730,1,76.19
OL0012363,ORD005057,PROD00281,4,448.38
OL0012364,ORD003213,PROD00072,1,6.89
OL0012365,ORD008284,PROD00289,1,52.05
OL0012366,ORD006855,PROD00680,4,137.29
OL0012367,ORD003685,PROD00033,4,121.15
OL0012368,ORD010281,PROD00094,3,364.74
OL0012369,ORD000703,PROD00716,2,95.49
OL0012370,ORD019794,PROD00527,2,207.11
OL0012371,ORD010761,PROD00108,4,434.93
OL0012372,ORD010982,PROD00316,4,73.07
OL0012373,ORD004756,PROD00025,4,154.71
OL0012374,ORD016998,PROD00484,2,474.79
OL0012375,ORD016228,PROD00049,4,21.67
OL0012376,ORD019993,PROD00705,1,419.89
OL0012377,ORD009963,PROD00783,1,240.6
OL0012378,ORD006124,PROD00039,2,490.99
OL0012379,ORD002334,PROD00416,2,227.67
OL0012380,ORD016968,PROD00072,1,453.94
OL0012381,ORD003609,PROD00305,2,473.59
OL0012382,ORD014592,PROD00798,2,266.65
OL0012383,ORD008286,PROD00724,4,492.0
OL0012384,ORD008862,PROD00093,4,342.43
OL0012385,ORD001485,PROD00435,1,106.47
OL0012386,ORD004127,PROD00719,4,397.3
OL0012387,ORD008800,PROD00478,1,236.74
OL0012388,ORD009508,PROD00113,4,339.19
OL0012389,ORD000925,PROD00444,2,377.13
OL0012390,ORD010224,PROD00426,2,68.78
OL0012391,ORD006050,PROD00300,2,258.89
OL0012392,ORD007699,PROD00006,3,76.19
OL0012393,ORD006106,PROD00596,4,360.94
OL0012394,ORD010900,PROD00731,4,397.3
OL0012395,ORD015310,PROD00304,1,494.57
OL0012396,ORD009451,PROD00057,1,329.36
OL0012397,ORD012613,PROD00324,4,20.55
OL0012398,ORD005175,PROD00603,2,282.63
OL0012399,ORD005560,PROD00554,2,95.49
OL0012400,ORD001321,PROD00557,2,73.74
OL0012401,ORD000130,PROD00261,4,57.64
OL0012402,ORD008420,PROD00529,4,72.22
OL0012403,ORD004283,PROD00149,3,173.49
OL0012404,ORD005313,PROD00227,4,453.5
OL0012405,ORD007455,PROD00163,2,474.31
OL0012406,ORD017773,PROD00739,2,427.02
OL0012407,ORD011365,PROD00308,3,51.37
OL0012408,ORD007214,PROD00148,3,17.13
OL0012409,ORD010812,PROD00352,4,265.28
OL0012410,ORD001582,PROD00648,2,281.8
OL0012411,ORD012704,PROD00282,3,107.62
OL0012412,ORD009440,PROD00513,4,197.99
OL0012413,ORD017377,PROD00443,1,284.49
OL0012414,ORD000780,PROD00793,1,360.98
OL0012415,ORD012036,PROD00645,3,448.38
OL0012416,ORD014560,PROD00154,1,355.96
OL0012417,ORD003352,PROD00548,1,210.74
OL0012418,ORD018455,PROD00519,4,234.11
OL0012419,ORD012633,PROD00232,4,490.99
OL0012420,ORD013018,PROD00603,2,72.22
OL0012421,ORD006421,PROD00008,3,228.05
OL0012422,ORD001734,PROD00406,1,497.52
OL0012423,ORD014486,PROD00776,1,320.09
OL0012424,ORD019066,PROD00666,2,149.12
OL0012425,ORD002157,PROD00545,4,210.98
OL0012426,ORD003815,PROD00299,4,184.28
OL0012427,ORD010955,PROD00660,2,27.17
OL0012428,ORD018718,PROD00236,4,239.33
OL0012429,ORD011551,PROD00328,3,427.02
OL0012430,ORD011553,PROD00371,1,5.09
OL0012431,ORD013165,PROD00514,4,227.98
OL0012432,ORD013723,PROD00556,4,224.96
OL0012433,ORD002298,PROD00495,1,268.47
OL0012434,ORD014414,PROD00708,4,351.16
OL0012435,ORD002815,PROD00707,1,460.1
OL0012436,ORD004981,PROD00759,2,141.74
OL0012437,ORD019329,PROD00297,2,380.74
OL0012438,ORD015936,PROD00020,4,421.65
OL0012439,ORD019565,PROD00338,1,207.11
OL0012440,ORD013938,PROD00665,4,43.42
OL0012441,ORD001905,PROD00050,1,33.56
OL0012442,ORD019784,PROD00008,3,173.49
OL0012443,ORD017640,PROD00679,4,440.35
OL0012444,ORD015837,PROD00776,3,62.29
OL0012445,ORD010778,PROD00293,3,277.04
OL0012446,ORD016812,PROD00118,3,210.98
OL0012447,ORD002603,PROD00054,1,331.12
OL0012448,ORD008241,PROD00320,1,434.93
OL0012449,ORD000180,PROD00681,3,449.93
OL0012450,ORD012615,PROD00596,3,174.18
OL0012451,ORD009834,PROD00558,1,286.21
OL0012452,ORD007991,PROD00352,4,273.55
OL0012453,ORD013562,PROD00282,4,324.07
OL0012454,ORD016914,PROD00591,2,62.29
OL0012455,ORD011387,PROD00672,1,180.36
OL0012456,ORD006102,PROD00431,1,356.5
OL0012457,ORD004027,PROD00560,3,26.86
OL0012458,ORD013984,PROD00778,3,337.46
OL0012459,ORD004278,PROD00716,1,135.34
OL0012460,ORD012785,PROD00795,4,414.22
OL0012461,ORD019028,PROD00781,4,121.15
OL0012462,ORD008873,PROD00010,2,234.27
OL0012463,ORD005000,PROD00142,2,105.77
OL0012464,ORD019428,PROD00205,3,327.58
OL0012465,ORD002995,PROD00276,2,427.02
OL0012466,ORD004232,PROD00408,3,451.18
OL0012467,ORD007689,PROD00400,4,311.77
OL0012468,ORD000314,PROD00346,1,415.55
OL0012469,ORD019678,PROD00197,3,477.65
OL0012470,ORD015592,PROD00174,1,270.82
OL0012471,ORD008095,PROD00662,4,291.74
OL0012472,ORD006085,PROD00295,3,199.43
OL0012473,ORD013162,PROD00045,2,80.4
OL0012474,ORD006784,PROD00222,4,279.56
OL0012475,ORD018337,PROD00764,4,497.45
OL0012476,ORD016829,PROD00473,2,399.14
OL0012477,ORD009304,PROD00402,4,275.75
OL0012478,ORD003343,PROD00137,2,495.68
OL0012479,ORD009757,PROD00018,4,276.45
OL0012480,ORD018151,PROD00448,1,9.99
OL0012481,ORD005275,PROD00151,3,242.14
OL0012482,ORD007956,PROD00140,2,169.39
OL0012483,ORD008100,PROD00075,4,268.47
OL0012484,ORD018446,PROD00769,3,248.25
OL0012485,ORD016933,PROD00193,1,179.54
OL0012486,ORD005604,PROD00261,1,243.37
OL0012487,ORD016229,PROD00795,3,5.09
OL0012488,ORD009432,PROD00455,3,360.94
OL0012489,ORD009265,PROD00056,1,298.78
OL0012490,ORD007610,PROD00210,2,17.45
OL0012491,ORD011002,PROD00239,1,381.01
OL0012492,ORD002013,PROD00317,2,251.79
OL0012493,ORD000517,PROD00787,3,183.39
OL0012494,ORD006887,PROD00422,3,21.15
OL0012495,ORD011245,PROD00388,1,426.66
OL0012496,ORD006447,PROD00734,2,203.65
OL0012497,ORD001000,PROD00773,1,196.76
OL0012498,ORD019449,PROD00425,2,151.37
OL0012499,ORD004056,PROD00403,3,360.98
OL0012500,ORD008430,PROD00369,4,496.26
OL0012501,ORD011830,PROD00509,2,434.13
OL0012502,ORD018660,PROD00196,2,305.4
OL0012503,ORD011045,PROD00709,4,141.74
OL0012504,ORD011538,PROD00018,1,188.35
OL0012505,ORD007690,PROD00169,3,193.44
OL0012506,ORD017988,PROD00229,1,200.74
OL0012507,ORD013796,PROD00181,3,49.91
OL0012508,ORD008790,PROD00540,4,473.59
OL0012509,ORD005995,PROD00401,2,487.42
OL0012510,ORD016204,PROD00528,4,18.57
OL0012511,ORD005935,PROD00209,1,39.17
OL0012512,ORD002085,PROD00570,1,54.43
OL0012513,ORD001492,PROD00411,4,20.24
OL0012514,ORD018475,PROD00667,4,113.8
OL0012515,ORD015570,PROD00385,2,45.94
OL0012516,ORD001305,PROD00035,4,230.71
OL0012517,ORD002802,PROD00677,1,495.32
OL0012518,ORD016215,PROD00560,2,369.42
OL0012519,ORD014822,PROD00126,2,404.26
OL0012520,ORD002706,PROD00546,2,240.86
OL0012521,ORD004398,PROD00705,1,395.46
OL0012522,ORD010955,PROD00155,1,485.53
OL0012523,ORD014267,PROD00632,3,497.35
OL0012524,ORD007335,PROD00728,1,360.62
OL0012525,ORD016718,PROD00405,3,368.34
OL0012526,ORD008048,PROD00338,2,490.99
OL0012527,ORD017662,PROD00441,4,204.93
OL0012528,ORD000854,PROD00425,1,367.4
OL0012529,ORD006839,PROD00466,2,421.9
OL0012530,ORD019205,PROD00619,3,368.34
OL0012531,ORD000113,PROD00495,2,264.99
OL0012532,ORD004786,PROD00703,4,57.1
OL0012533,ORD010914,PROD00173,1,97.08
OL0012534,ORD014645,PROD00007,1,207.11
OL0012535,ORD012240,PROD00274,1,320.75
OL0012536,ORD009237,PROD00473,3,123.99
OL0012537,ORD007136,PROD00544,4,68.09
OL0012538,ORD011795,PROD00321,1,448.56
OL0012539,ORD002851,PROD00622,4,321.9
OL0012540,ORD001874,PROD00191,4,236.15
OL0012541,ORD006905,PROD00522,2,210.74
OL0012542,ORD005718,PROD00766,1,312.91
OL0012543,ORD008807,PROD00009,2,382.74
OL0012544,ORD002270,PROD00468,2,432.66
OL0012545,ORD003550,PROD00409,4,333.02
OL0012546,ORD003075,PROD00476,3,106.21
OL0012547,ORD018536,PROD00311,1,397.3
OL0012548,ORD015712,PROD00400,1,403.35
OL0012549,ORD003739,PROD00604,3,468.86
OL0012550,ORD000732,PROD00404,4,263.66
OL0012551,ORD004085,PROD00126,4,25.08
OL0012552,ORD007661,PROD00794,3,487.31
OL0012553,ORD002800,PROD00534,4,20.24
OL0012554,ORD013339,PROD00102,1,455.78
OL0012555,ORD003855,PROD00007,4,356.89
OL0012556,ORD002206,PROD00196,1,370.1
OL0012557,ORD014027,PROD00100,1,263.61
OL0012558,ORD018349,PROD00679,2,193.9
OL0012559,ORD001205,PROD00677,1,324.82
OL0012560,ORD012124,PROD00037,1,305.4
OL0012561,ORD011464,PROD00087,3,241.74
OL0012562,ORD006589,PROD00733,4,404.26
OL0012563,ORD012555,PROD00181,1,300.18
OL0012564,ORD016051,PROD00750,2,192.56
OL0012565,ORD009942,PROD00683,3,183.39
OL0012566,ORD005322,PROD00197,4,382.14
OL0012567,ORD004324,PROD00609,2,7.8
OL0012568,ORD013336,PROD00360,4,463.19
OL0012569,ORD018977,PROD00099,4,484.96
OL0012570,ORD010646,PROD00727,4,341.38
OL0012571,ORD007996,PROD00367,4,370.82
OL0012572,ORD015764,PROD00305,2,240.86
OL0012573,ORD011275,PROD00410,2,23.8
OL0012574,ORD006947,PROD00034,1,267.35
OL0012575,ORD016291,PROD00686,3,240.33
OL0012576,ORD001089,PROD00731,3,58.9
OL0012577,ORD011626,PROD00438,1,268.35
OL0012578,ORD005978,PROD00038,3,111.95
OL0012579,ORD017841,PROD00119,2,135.34
OL0012580,ORD001090,PROD00114,2,155.08
OL0012581,ORD006574,PROD00649,3,370.95
OL0012582,ORD017063,PROD00574,1,396.9
OL0012583,ORD013021,PROD00370,3,412.54
OL0012584,ORD009651,PROD00058,3,282.63
OL0012585,ORD002453,PROD00701,3,30.84
OL0012586,ORD011430,PROD00505,3,411.85
OL0012587,ORD015780,PROD00633,3,86.99
OL0012588,ORD002465,PROD00487,3,275.75
OL0012589,ORD012360,PROD00278,3,440.35
OL0012590,ORD016550,PROD00716,4,283.85
OL0012591,ORD003887,PROD00721,2,23.8
OL0012592,ORD004420,PROD00538,3,312.35
OL0012593,ORD010190,PROD00090,2,404.26
OL0012594,ORD006860,PROD00433,3,151.88
OL0012595,ORD005748,PROD00289,4,446.28
OL0012596,ORD016569,PROD00023,3,382.74
OL0012597,ORD006055,PROD00560,1,5.22
OL0012598,ORD006227,PROD00151,2,404.97
OL0012599,ORD007319,PROD00539,2,197.93
OL0012600,ORD012406,PROD00270,1,497.52
OL0012601,ORD017034,PROD00363,4,391.77
OL0012602,ORD013164,PROD00771,2,49.91
OL0012603,ORD000676,PROD00668,3,341.97
OL0012604,ORD016327,PROD00091,2,87.73
OL0012605,ORD012151,PROD00365,1,203.72
OL0012606,ORD017027,PROD00681,4,415.65
OL0012607,ORD007240,PROD00232,2,284.67
OL0012608,ORD018765,PROD00310,2,26.29
OL0012609,ORD019075,PROD00444,3,158.45
OL0012610,ORD017983,PROD00517,1,284.67
OL0012611,ORD009858,PROD00386,1,421.65
OL0012612,ORD006077,PROD00295,4,209.27
OL0012613,ORD001979,PROD00651,1,40.97
OL0012614,ORD015846,PROD00536,1,436.44
OL0012615,ORD000779,PROD00735,1,139.42
OL0012616,ORD007429,PROD00657,4,392.28
OL0012617,ORD002883,PROD00213,2,377.13
OL0012618,ORD008800,PROD00037,2,183.39
OL0012619,ORD007743,PROD00246,4,121.15
OL0012620,ORD017135,PROD00006,2,206.45
OL0012621,ORD016925,PROD00016,4,369.42
OL0012622,ORD008337,PROD00672,1,7.8
OL0012623,ORD000991,PROD00232,3,137.0
OL0012624,ORD019107,PROD00198,2,6.57
OL0012625,ORD011605,PROD00214,1,149.12
OL0012626,ORD019453,PROD00507,3,362.95
OL0012627,ORD001111,PROD00715,1,202.69
OL0012628,ORD009209,PROD00357,1,53.94
OL0012629,ORD012085,PROD00712,4,230.18
OL0012630,ORD005323,PROD00359,2,364.23
OL0012631,ORD001281,PROD00722,1,239.33
OL0012632,ORD013959,PROD00379,1,420.53
OL0012633,ORD019689,PROD00059,3,227.98
OL0012634,ORD012662,PROD00320,4,232.19
OL0012635,ORD001620,PROD00455,3,11.09
OL0012636,ORD014110,PROD00293,3,236.15
OL0012637,ORD016244,PROD00230,1,199.52
OL0012638,ORD015458,PROD00217,4,206.45
OL0012639,ORD016995,PROD00179,1,196.76
OL0012640,ORD004262,PROD00234,1,337.12
OL0012641,ORD006302,PROD00379,3,224.84
OL0012642,ORD004595,PROD00700,1,423.7
OL0012643,ORD002015,PROD00591,3,265.98
OL0012644,ORD018320,PROD00423,2,142.52
OL0012645,ORD003688,PROD00168,1,263.61
OL0012646,ORD009488,PROD00576,1,8.32
OL0012647,ORD002331,PROD00451,2,251.79
OL0012648,ORD002660,PROD00107,1,192.56
OL0012649,ORD017454,PROD00191,3,356.5
OL0012650,ORD014721,PROD00309,2,301.41
OL0012651,ORD007567,PROD00505,4,113.13
OL0012652,ORD014303,PROD00367,2,273.55
OL0012653,ORD004409,PROD00171,2,446.28
OL0012654,ORD001732,PROD00563,1,427.02
OL0012655,ORD013242,PROD00187,1,239.33
OL0012656,ORD017159,PROD00019,4,465.65
OL0012657,ORD017371,PROD00399,2,268.14
OL0012658,ORD018745,PROD00163,2,413.89
OL0012659,ORD002950,PROD00202,2,361.23
OL0012660,ORD007839,PROD00334,1,194.38
OL0012661,ORD019829,PROD00733,4,293.19
OL0012662,ORD019785,PROD00197,3,297.19
OL0012663,ORD011965,PROD00659,1,468.48
OL0012664,ORD001034,PROD00110,3,20.55
OL0012665,ORD000450,PROD00223,4,448.38
OL0012666,ORD006499,PROD00506,2,196.76
OL0012667,ORD010674,PROD00220,1,452.36
OL0012668,ORD019787,PROD00332,1,366.6
OL0012669,ORD014977,PROD00191,1,148.54
OL0012670,ORD003589,PROD00748,2,6.57
OL0012671,ORD018439,PROD00640,2,234.11
OL0012672,ORD013554,PROD00565,2,410.91
OL0012673,ORD003173,PROD00439,3,485.52
OL0012674,ORD008422,PROD00100,3,130.14
OL0012675,ORD018177,PROD00702,3,430.18
OL0012676,ORD014624,PROD00019,1,23.8
OL0012677,ORD006724,PROD00606,4,419.89
OL0012678,ORD007949,PROD00648,1,241.74
OL0012679,ORD008086,PROD00159,3,129.89
OL0012680,ORD017306,PROD00609,2,26.97
OL0012681,ORD009540,PROD00752,4,77.8
OL0012682,ORD013389,PROD00514,1,40.97
OL0012683,ORD001598,PROD00265,3,73.07
OL0012684,ORD005188,PROD00742,1,293.71
OL0012685,ORD003662,PROD00359,1,88.7
OL0012686,ORD002738,PROD00130,4,106.47
OL0012687,ORD006963,PROD00154,3,87.84
OL0012688,ORD006146,PROD00610,3,492.0
OL0012689,ORD011072,PROD00214,2,141.74
OL0012690,ORD008756,PROD00141,4,21.16
OL0012691,ORD004162,PROD00696,2,205.1
OL0012692,ORD012264,PROD00693,4,173.19
OL0012693,ORD017500,PROD00210,4,387.9
OL0012694,ORD001208,PROD00411,1,203.72
OL0012695,ORD012055,PROD00636,2,107.51
OL0012696,ORD010439,PROD00200,3,231.83
OL0012697,ORD004840,PROD00301,3,345.27
OL0012698,ORD000372,PROD00502,1,460.1
OL0012699,ORD006230,PROD00494,2,136.75
OL0012700,ORD018744,PROD00042,4,196.01
OL0012701,ORD011640,PROD00301,3,404.07
OL0012702,ORD016804,PROD00756,2,20.31
OL0012703,ORD007522,PROD00001,4,76.19
OL0012704,ORD013865,PROD00184,4,18.57
OL0012705,ORD002147,PROD00654,1,6.45
OL0012706,ORD008117,PROD00519,4,248.25
OL0012707,ORD014753,PROD00706,1,293.72
OL0012708,ORD017405,PROD00583,4,27.17
OL0012709,ORD019691,PROD00263,4,341.38
OL0012710,ORD017440,PROD00517,4,367.4
OL0012711,ORD019823,PROD00435,3,342.43
OL0012712,ORD012038,PROD00512,1,171.74
OL0012713,ORD002652,PROD00576,2,413.14
OL0012714,ORD013521,PROD00051,2,198.97
OL0012715,ORD009074,PROD00687,2,324.82
OL0012716,ORD016041,PROD00296,3,210.74
OL0012717,ORD008475,PROD00072,2,411.61
OL0012718,ORD009292,PROD00727,3,304.02
OL0012719,ORD003085,PROD00758,2,117.04
OL0012720,ORD008543,PROD00671,1,497.45
OL0012721,ORD016931,PROD00339,3,490.99
OL0012722,ORD006681,PROD00058,3,6.43
OL0012723,ORD004062,PROD00476,3,420.71
OL0012724,ORD000804,PROD00025,3,131.74
OL0012725,ORD000661,PROD00505,4,67.05
OL0012726,ORD002359,PROD00161,2,367.2
OL0012727,ORD006180,PROD00550,4,158.49
OL0012728,ORD009612,PROD00543,1,121.15
OL0012729,ORD009418,PROD00263,3,319.04
OL0012730,ORD013273,PROD00186,1,465.85
OL0012731,ORD017928,PROD00414,4,263.66
OL0012732,ORD005757,PROD00786,4,465.65
OL0012733,ORD006033,PROD00780,1,371.79
OL0012734,ORD006383,PROD00569,4,404.26
OL0012735,ORD009897,PROD00568,4,124.9
OL0012736,ORD017807,PROD00388,4,64.38
OL0012737,ORD002643,PROD00281,3,240.86
OL0012738,ORD004170,PROD00190,3,99.67
OL0012739,ORD000796,PROD00497,3,169.39
OL0012740,ORD016869,PROD00718,1,268.58
OL0012741,ORD019609,PROD00257,3,486.52
OL0012742,ORD012112,PROD00335,4,7.8
OL0012743,ORD001061,PROD00292,1,350.39
OL0012744,ORD012955,PROD00334,4,161.0
OL0012745,ORD004027,PROD00295,3,465.07
OL0012746,ORD010946,PROD00522,2,445.38
OL0012747,ORD001896,PROD00505,1,222.08
OL0012748,ORD000757,PROD00768,4,159.39
OL0012749,ORD015331,PROD00784,4,361.72
OL0012750,ORD005821,PROD00498,4,248.25
OL0012751,ORD001663,PROD00002,4,313.15
OL0012752,ORD019452,PROD00736,3,38.83
OL0012753,ORD003579,PROD00260,3,324.01
OL0012754,ORD002934,PROD00293,2,453.68
OL0012755,ORD008170,PROD00120,2,387.68
OL0012756,ORD017888,PROD00148,3,20.24
OL0012757,ORD017212,PROD00402,3,88.33
OL0012758,ORD009760,PROD00201,1,210.16
OL0012759,ORD012141,PROD00702,1,105.77
OL0012760,ORD014310,PROD00624,2,45.94
OL0012761,ORD014701,PROD00678,2,37.02
OL0012762,ORD014636,PROD00564,1,308.82
OL0012763,ORD017623,PROD00146,3,313.15
OL0012764,ORD010362,PROD00030,4,113.8
OL0012765,ORD003909,PROD00048,3,331.12
OL0012766,ORD002375,PROD00090,4,381.01
OL0012767,ORD008866,PROD00171,1,114.01
OL0012768,ORD010482,PROD00542,3,436.66
OL0012769,ORD000970,PROD00721,1,413.27
OL0012770,ORD000632,PROD00748,2,131.74
OL0012771,ORD012565,PROD00412,1,55.12
OL0012772,ORD002963,PROD00537,4,202.55
OL0012773,ORD015480,PROD00608,3,21.67
OL0012774,ORD005159,PROD00248,2,151.88
OL0012775,ORD009561,PROD00244,3,364.74
OL0012776,ORD012115,PROD00572,2,275.7
OL0012777,ORD016758,PROD00076,1,298.54
OL0012778,ORD016071,PROD00719,2,399.14
OL0012779,ORD017887,PROD00367,1,371.79
OL0012780,ORD017602,PROD00124,2,399.14
OL0012781,ORD009860,PROD00326,4,410.8
OL0012782,ORD008948,PROD00191,3,202.69
OL0012783,ORD011375,PROD00552,3,447.75
