TimesheetID,EmployeeID,Date,HoursWorked
TS000635,EMP00070,2024-06-28,6.92
TS000636,EMP00112,2025-05-24,5.54
TS000637,EMP00004,2025-02-01,5.71
TS000638,EMP00094,2024-10-13,5.84
TS000639,EMP00075,2024-12-19,8.82
TS000640,EMP00190,2024-11-09,7.23
TS000641,EMP00062,2025-05-12,5.87
TS000642,EMP00094,2025-03-05,7.66
TS000643,EMP00095,2025-02-13,8.3
TS000644,EMP00152,2025-03-17,5.64
TS000645,EMP00055,2025-04-01,6.48
TS000646,EMP00137,2025-05-24,4.73
TS000647,EMP00131,2025-04-23,5.09
TS000648,EMP00031,2025-01-04,8.09
TS000649,EMP00040,2024-12-04,5.09
TS000650,EMP00036,2024-10-09,7.15
TS000651,EMP00152,2024-10-26,8.25
TS000652,EMP00006,2024-11-14,4.64
TS000653,EMP00066,2024-12-29,7.4
TS000654,EMP00075,2025-02-24,5.54
TS000655,EMP00004,2024-11-20,9.78
TS000656,EMP00079,2025-03-18,6.9
TS000657,EMP00134,2024-09-07,8.84
TS000658,EMP00118,2025-05-08,7.3
TS000659,EMP00113,2024-12-22,4.26
TS000660,EMP00094,2024-05-26,7.8
TS000661,EMP00179,2025-05-12,9.71
TS000662,EMP00062,2025-04-17,7.61
TS000663,EMP00185,2024-12-07,8.92
TS000664,EMP00194,2024-06-27,9.31
TS000665,EMP00079,2024-11-04,5.37
TS000666,EMP00136,2024-08-03,5.27
TS000667,EMP00026,2025-04-19,7.67
TS000668,EMP00179,2024-12-29,6.47
TS000669,EMP00173,2024-08-31,9.04
TS000670,EMP00044,2025-04-07,9.4
TS000671,EMP00133,2025-04-28,6.12
TS000672,EMP00070,2024-07-17,5.42
TS000673,EMP00154,2024-09-11,8.68
TS000674,EMP00118,2024-12-26,5.65
TS000675,EMP00068,2025-02-28,8.94
TS000676,EMP00019,2024-08-24,6.54
TS000677,EMP00020,2024-12-10,8.01
TS000678,EMP00113,2024-10-05,4.57
TS000679,EMP00140,2024-10-28,7.74
TS000680,EMP00047,2025-04-16,6.71
TS000681,EMP00001,2024-09-13,7.52
TS000682,EMP00090,2025-02-09,5.01
TS000683,EMP00142,2025-04-12,8.42
TS000684,EMP00064,2024-11-11,9.18
TS000685,EMP00038,2024-11-30,5.3
TS000686,EMP00037,2025-01-21,4.57
TS000687,EMP00126,2024-09-26,4.14
TS000688,EMP00139,2024-09-11,7.85
TS000689,EMP00100,2024-07-12,7.64
TS000690,EMP00077,2025-04-15,7.28
TS000691,EMP00003,2025-01-07,5.39
TS000692,EMP00161,2025-04-24,6.35
TS000693,EMP00134,2025-05-02,7.57
TS000694,EMP00178,2024-09-27,6.98
TS000695,EMP00010,2024-07-19,9.93
TS000696,EMP00005,2024-11-16,4.82
TS000697,EMP00151,2025-05-03,8.17
TS000698,EMP00138,2025-01-30,6.43
TS000699,EMP00172,2025-04-14,6.57
TS000700,EMP00130,2025-01-28,8.31
TS000701,EMP00013,2025-03-06,8.15
TS000702,EMP00168,2024-10-11,9.95
TS000703,EMP00130,2025-02-07,4.77
TS000704,EMP00084,2024-10-11,4.62
TS000705,EMP00065,2024-11-06,8.35
TS000706,EMP00063,2024-12-22,7.47
TS000707,EMP00101,2024-10-05,5.64
TS000708,EMP00073,2024-09-01,4.48
TS000709,EMP00017,2024-11-06,4.51
TS000710,EMP00009,2025-02-06,9.37
TS000711,EMP00143,2025-01-10,5.15
TS000712,EMP00152,2024-11-12,5.94
TS000713,EMP00038,2025-04-23,5.36
TS000714,EMP00163,2024-06-26,6.13
TS000715,EMP00094,2025-02-19,4.42
TS000716,EMP00095,2024-06-13,7.11
TS000717,EMP00049,2025-02-14,4.41
TS000718,EMP00069,2025-02-25,8.8
TS000719,EMP00062,2024-11-25,5.4
TS000720,EMP00188,2025-02-10,7.24
TS000721,EMP00178,2025-02-13,9.28
TS000722,EMP00078,2024-11-16,7.91
TS000723,EMP00117,2024-07-04,7.2
TS000724,EMP00120,2024-12-02,5.95
TS000725,EMP00137,2024-11-11,6.0
TS000726,EMP00162,2024-06-08,8.02
TS000727,EMP00076,2024-10-25,9.96
TS000728,EMP00035,2024-10-27,7.97
TS000729,EMP00001,2024-07-15,7.35
TS000730,EMP00040,2024-11-22,8.38
TS000731,EMP00064,2025-04-24,6.79
TS000732,EMP00150,2025-04-22,4.36
TS000733,EMP00060,2025-04-12,7.37
TS000734,EMP00064,2024-12-28,9.75
TS000735,EMP00093,2024-07-23,5.05
TS000736,EMP00072,2024-10-16,8.14
TS000737,EMP00011,2024-11-28,5.21
TS000738,EMP00105,2025-03-18,7.21
TS000739,EMP00014,2024-10-26,4.58
TS000740,EMP00060,2025-05-06,6.7
TS000741,EMP00030,2024-11-28,8.54
TS000742,EMP00035,2024-08-28,6.09
TS000743,EMP00165,2024-09-02,7.99
TS000744,EMP00005,2025-04-03,8.77
TS000745,EMP00083,2024-07-06,9.56
TS000746,EMP00123,2024-07-12,5.41
TS000747,EMP00078,2025-02-06,6.4
TS000748,EMP00154,2024-12-23,4.91
TS000749,EMP00062,2024-07-31,9.95
TS000750,EMP00132,2024-06-20,9.56
TS000751,EMP00089,2024-06-30,7.24
TS000752,EMP00042,2025-01-06,9.05
TS000753,EMP00089,2025-05-04,7.13
TS000754,EMP00146,2024-11-14,7.74
TS000755,EMP00040,2024-09-27,4.53
TS000756,EMP00072,2025-04-23,8.53
TS000757,EMP00039,2025-01-04,4.77
TS000758,EMP00104,2025-04-15,8.96
TS000759,EMP00014,2024-10-27,8.69
TS000760,EMP00032,2024-06-03,8.25
TS000761,EMP00179,2025-01-10,4.22
TS000762,EMP00125,2024-06-10,5.82
TS000763,EMP00166,2024-07-10,5.58
TS000764,EMP00097,2024-10-01,6.16
TS000765,EMP00023,2024-11-13,4.53
TS000766,EMP00063,2024-12-27,9.62
TS000767,EMP00143,2024-10-31,7.32
TS000768,EMP00153,2024-08-18,5.83
TS000769,EMP00145,2025-01-05,6.38
TS000770,EMP00194,2024-12-08,6.68
TS000771,EMP00053,2025-03-19,7.6
TS000772,EMP00104,2024-09-11,7.09
TS000773,EMP00104,2024-08-19,9.52
TS000774,EMP00179,2025-05-05,6.98
TS000775,EMP00039,2024-12-15,9.95
TS000776,EMP00179,2025-02-13,9.11
TS000777,EMP00198,2024-09-25,5.25
TS000778,EMP00134,2025-03-23,9.58
TS000779,EMP00067,2024-07-07,4.7
TS000780,EMP00135,2025-02-13,8.9
TS000781,EMP00179,2024-06-24,6.28
TS000782,EMP00200,2025-04-20,9.27
TS000783,EMP00042,2024-08-08,9.21
TS000784,EMP00192,2024-08-04,8.84
TS000785,EMP00015,2024-09-30,8.74
TS000786,EMP00111,2025-01-27,5.83
TS000787,EMP00157,2024-11-12,4.49
TS000788,EMP00033,2024-12-20,6.42
TS000789,EMP00155,2024-09-26,5.04
TS000790,EMP00164,2024-11-10,8.17
TS000791,EMP00157,2024-06-06,6.08
TS000792,EMP00038,2024-10-16,9.85
TS000793,EMP00185,2024-05-30,7.85
TS000794,EMP00097,2025-04-12,8.93
TS000795,EMP00155,2024-09-03,4.8
TS000796,EMP00183,2025-01-06,9.17
TS000797,EMP00033,2024-06-12,9.54
TS000798,EMP00196,2024-07-02,6.92
TS000799,EMP00086,2025-05-07,7.64
TS000800,EMP00066,2025-04-29,8.59
TS000801,EMP00010,2025-01-07,5.05
TS000802,EMP00005,2024-08-08,7.02
TS000803,EMP00123,2025-02-14,6.39
TS000804,EMP00074,2025-02-07,4.88
TS000805,EMP00097,2024-08-08,6.21
TS000806,EMP00118,2024-09-12,4.41
TS000807,EMP00038,2025-04-01,4.15
TS000808,EMP00141,2025-01-16,4.81
TS000809,EMP00159,2024-11-21,9.78
TS000810,EMP00047,2024-10-03,7.3
TS000811,EMP00109,2025-02-28,9.79
TS000812,EMP00180,2025-04-13,6.59
TS000813,EMP00184,2025-03-13,5.87
TS000814,EMP00015,2025-02-06,7.04
TS000815,EMP00157,2025-04-12,6.64
TS000816,EMP00136,2024-09-24,4.63
TS000817,EMP00005,2024-10-27,7.84
TS000818,EMP00157,2025-02-26,5.3
TS000819,EMP00047,2024-09-12,7.72
TS000820,EMP00068,2024-06-18,7.9
TS000821,EMP00076,2025-05-21,4.91
TS000822,EMP00173,2025-03-17,4.37
TS000823,EMP00130,2024-10-26,8.68
TS000824,EMP00155,2025-02-22,6.76
TS000825,EMP00095,2024-09-04,4.35
TS000826,EMP00115,2024-12-20,9.97
TS000827,EMP00164,2024-12-15,4.35
TS000828,EMP00036,2024-09-28,8.17
TS000829,EMP00026,2024-10-28,9.9
TS000830,EMP00043,2024-05-31,5.44
TS000831,EMP00027,2024-08-29,4.85
TS000832,EMP00069,2024-08-01,4.73
TS000833,EMP00148,2025-03-13,5.82
TS000834,EMP00011,2025-01-01,4.61
TS000835,EMP00074,2025-03-26,8.15
TS000836,EMP00104,2025-01-27,4.37
TS000837,EMP00038,2025-02-02,7.06
TS000838,EMP00134,2024-11-17,9.98
TS000839,EMP00200,2024-12-13,8.88
TS000840,EMP00023,2024-10-13,7.69
TS000841,EMP00047,2024-12-07,5.84
TS000842,EMP00090,2025-01-03,7.74
TS000843,EMP00046,2025-02-06,7.16
TS000844,EMP00107,2024-10-09,6.56
TS000845,EMP00140,2025-04-20,4.78
TS000846,EMP00141,2025-02-25,9.32
TS000847,EMP00104,2024-08-02,6.7
TS000848,EMP00190,2024-11-08,5.17
TS000849,EMP00111,2024-11-05,6.21
TS000850,EMP00104,2024-07-14,6.48
TS000851,EMP00060,2025-04-02,8.97
TS000852,EMP00171,2024-07-18,8.4
TS000853,EMP00100,2025-03-22,8.62
TS000854,EMP00068,2025-02-28,4.07
TS000855,EMP00133,2024-11-24,6.5
TS000856,EMP00120,2024-08-18,6.89
TS000857,EMP00037,2024-06-22,4.12
TS000858,EMP00072,2024-11-28,5.56
TS000859,EMP00127,2025-01-18,8.56
TS000860,EMP00106,2025-03-05,4.82
TS000861,EMP00092,2024-09-30,7.21
TS000862,EMP00031,2024-10-21,5.29
TS000863,EMP00122,2024-06-03,4.07
TS000864,EMP00137,2025-04-30,5.45
TS000865,EMP00051,2025-01-05,9.86
TS000866,EMP00029,2024-09-15,8.81
TS000867,EMP00040,2025-01-13,9.76
TS000868,EMP00041,2025-03-11,6.93
TS000869,EMP00011,2024-11-13,4.66
TS000870,EMP00151,2025-05-24,7.29
TS000871,EMP00001,2025-05-01,6.73
TS000872,EMP00046,2024-07-20,9.07
TS000873,EMP00101,2025-03-24,4.59
TS000874,EMP00149,2024-07-06,6.93
TS000875,EMP00090,2025-01-27,4.9
TS000876,EMP00110,2024-09-07,5.95
TS000877,EMP00164,2025-01-20,8.42
TS000878,EMP00182,2024-09-15,6.86
TS000879,EMP00057,2025-01-12,6.26
TS000880,EMP00001,2024-11-07,6.37
TS000881,EMP00063,2025-04-07,6.76
TS000882,EMP00182,2025-05-03,8.71
TS000883,EMP00055,2024-08-20,9.35
TS000884,EMP00115,2024-08-13,9.73
TS000885,EMP00168,2025-03-04,8.72
TS000886,EMP00143,2024-12-20,5.89
TS000887,EMP00149,2024-06-25,8.13
TS000888,EMP00175,2024-10-11,6.63
TS000889,EMP00053,2025-02-15,5.53
TS000890,EMP00137,2024-06-27,9.05
TS000891,EMP00180,2024-09-30,4.23
TS000892,EMP00057,2024-10-16,9.41
TS000893,EMP00117,2025-01-20,6.77
TS000894,EMP00154,2024-09-14,7.82
TS000895,EMP00169,2024-10-01,7.96
TS000896,EMP00035,2024-11-18,9.37
TS000897,EMP00063,2025-05-05,7.82
TS000898,EMP00025,2025-03-15,7.68
TS000899,EMP00090,2024-10-29,4.4
TS000900,EMP00075,2024-06-21,7.11
TS000901,EMP00038,2024-08-27,4.9
TS000902,EMP00130,2024-06-18,8.42
TS000903,EMP00135,2025-01-13,7.07
TS000904,EMP00162,2024-12-24,8.08
TS000905,EMP00091,2025-03-08,4.25
TS000906,EMP00017,2024-07-13,4.51
TS000907,EMP00128,2024-11-22,8.3
TS000908,EMP00171,2024-11-08,4.43
TS000909,EMP00187,2024-06-11,4.43
TS000910,EMP00108,2024-07-20,4.07
TS000911,EMP00179,2024-11-18,9.74
TS000912,EMP00182,2024-07-13,8.43
TS000913,EMP00152,2024-07-08,6.12
TS000914,EMP00025,2025-05-17,5.78
TS000915,EMP00199,2024-07-16,6.1
TS000916,EMP00180,2024-08-18,8.65
TS000917,EMP00198,2024-11-30,7.97
TS000918,EMP00088,2024-08-29,5.11
TS000919,EMP00161,2024-10-29,5.04
TS000920,EMP00177,2025-01-06,4.59
TS000921,EMP00029,2024-12-11,7.96
TS000922,EMP00063,2024-06-01,8.59
TS000923,EMP00150,2025-01-12,5.59
TS000924,EMP00154,2024-06-08,4.13
TS000925,EMP00156,2025-05-21,4.49
TS000926,EMP00114,2024-06-25,9.81
TS000927,EMP00049,2025-03-31,5.77
TS000928,EMP00199,2025-02-17,8.62
TS000929,EMP00081,2024-08-21,7.75
TS000930,EMP00084,2024-06-16,6.29
TS000931,EMP00105,2024-08-31,5.23
TS000932,EMP00177,2025-02-18,4.73
TS000933,EMP00148,2024-09-15,7.69
TS000934,EMP00118,2025-03-28,8.65
TS000935,EMP00086,2024-12-16,7.86
TS000936,EMP00063,2024-06-05,7.18
TS000937,EMP00189,2024-06-11,4.25
TS000938,EMP00104,2025-02-07,9.81
TS000939,EMP00049,2025-01-05,8.79
TS000940,EMP00071,2024-08-26,5.76
TS000941,EMP00001,2024-06-10,9.88
TS000942,EMP00141,2025-03-23,7.61
TS000943,EMP00179,2024-08-27,7.49
TS000944,EMP00123,2025-04-17,8.49
TS000945,EMP00184,2024-12-30,8.87
TS000946,EMP00062,2024-09-30,7.94
TS000947,EMP00032,2024-06-28,4.77
TS000948,EMP00158,2024-05-27,6.03
TS000949,EMP00029,2024-11-30,9.57
TS000950,EMP00049,2025-02-10,5.35
TS000951,EMP00173,2025-04-19,6.23
TS000952,EMP00030,2024-11-15,6.59
TS000953,EMP00144,2025-02-06,6.64
TS000954,EMP00168,2024-11-29,7.68
TS000955,EMP00019,2025-04-28,9.66
TS000956,EMP00018,2024-11-15,5.44
TS000957,EMP00001,2024-12-08,4.73
TS000958,EMP00078,2024-10-25,5.18
TS000959,EMP00115,2024-06-12,9.32
TS000960,EMP00175,2024-07-22,7.87
TS000961,EMP00194,2025-05-14,5.72
TS000962,EMP00113,2024-07-28,8.9
TS000963,EMP00114,2025-04-17,9.17
TS000964,EMP00166,2025-05-09,9.08
TS000965,EMP00179,2025-03-05,9.51
TS000966,EMP00063,2024-12-06,5.51
TS000967,EMP00132,2024-09-22,8.53
TS000968,EMP00129,2025-02-13,6.76
TS000969,EMP00008,2024-08-27,9.05
TS000970,EMP00157,2024-07-31,8.37
TS000971,EMP00055,2024-10-26,8.66
TS000972,EMP00103,2024-07-07,7.94
TS000973,EMP00131,2024-12-23,5.06
TS000974,EMP00032,2025-03-28,7.27
TS000975,EMP00010,2025-03-27,9.91
TS000976,EMP00110,2024-09-21,9.62
TS000977,EMP00162,2024-06-09,4.26
TS000978,EMP00124,2024-10-06,4.99
TS000979,EMP00087,2024-11-29,4.79
TS000980,EMP00055,2024-12-17,8.36
TS000981,EMP00032,2024-05-25,8.91
TS000982,EMP00178,2024-10-06,5.28
TS000983,EMP00135,2024-08-31,7.04
TS000984,EMP00093,2025-04-18,9.04
TS000985,EMP00008,2024-08-20,8.4
TS000986,EMP00065,2024-09-25,7.25
TS000987,EMP00057,2025-04-17,7.54
TS000988,EMP00067,2024-12-23,7.05
TS000989,EMP00187,2025-02-22,5.79
TS000990,EMP00072,2025-03-17,7.39
TS000991,EMP00054,2024-06-16,8.13
TS000992,EMP00067,2024-09-09,9.24
TS000993,EMP00051,2024-12-10,7.82
TS000994,EMP00097,2024-10-18,8.57
TS000995,EMP00092,2024-12-23,4.96
TS000996,EMP00008,2025-02-26,6.77
TS000997,EMP00162,2025-03-13,4.06
TS000998,EMP00035,2025-05-14,5.48
TS000999,EMP00096,2025-05-09,8.36
TS001000,EMP00088,2025-02-28,9.95
