OnlineOrderID,CustomerID,ProductID,ChannelID,StoreID,OrderDate
ORD005674,CUST02957,PROD00108,CHAN016,STORE039,2023-11-23
ORD005675,CUST01834,PROD00024,CHAN004,STORE064,2025-01-20
ORD005676,CUST00992,PROD00652,CHAN020,STORE077,2024-12-29
ORD005677,CUST02147,PROD00465,CHAN013,STORE029,2024-10-10
ORD005678,CUST02365,PROD00022,CHAN017,STORE031,2025-03-14
ORD005679,CUST02171,PROD00502,CHAN009,STORE063,2024-03-25
ORD005680,CUST02847,PROD00716,CHAN013,STORE043,2023-07-06
ORD005681,CUST01617,PROD00736,CHAN016,STORE019,2024-03-28
ORD005682,CUST01519,PROD00501,CHAN020,STORE010,2025-01-24
ORD005683,CUST02505,PROD00735,CHAN010,STORE056,2024-12-07
ORD005684,CUST00522,PROD00593,CHAN010,STORE060,2023-07-06
ORD005685,CUST02568,PROD00407,CHAN020,STORE043,2024-06-14
ORD005686,CUST00917,PROD00330,CHAN016,STORE048,2023-10-01
ORD005687,CUST00717,PROD00703,CHAN020,STORE040,2025-05-14
ORD005688,CUST02363,PROD00286,CHAN001,STORE034,2025-03-10
ORD005689,CUST02757,PROD00147,CHAN011,STORE001,2024-06-02
ORD005690,CUST02758,PROD00794,CHAN013,STORE019,2023-11-09
ORD005691,CUST01937,PROD00384,CHAN018,STORE001,2024-02-23
ORD005692,CUST00560,PROD00011,CHAN005,STORE025,2024-11-21
ORD005693,CUST00969,PROD00276,CHAN004,STORE068,2024-06-25
ORD005694,CUST02404,PROD00568,CHAN006,STORE028,2024-12-31
ORD005695,CUST01078,PROD00685,CHAN015,STORE045,2023-07-29
ORD005696,CUST00890,PROD00303,CHAN002,STORE024,2024-12-25
ORD005697,CUST00793,PROD00204,CHAN004,STORE044,2024-06-16
ORD005698,CUST02313,PROD00345,CHAN014,STORE002,2023-11-17
ORD005699,CUST00982,PROD00760,CHAN004,STORE023,2024-12-11
ORD005700,CUST00802,PROD00266,CHAN018,STORE078,2025-04-26
ORD005701,CUST00043,PROD00022,CHAN020,STORE062,2024-10-04
ORD005702,CUST01610,PROD00536,CHAN016,STORE015,2023-06-09
ORD005703,CUST02910,PROD00706,CHAN009,STORE032,2024-05-30
ORD005704,CUST01778,PROD00096,CHAN008,STORE004,2025-01-03
ORD005705,CUST00350,PROD00445,CHAN011,STORE031,2025-04-24
ORD005706,CUST01568,PROD00263,CHAN014,STORE059,2025-01-17
ORD005707,CUST01130,PROD00584,CHAN017,STORE071,2025-03-11
ORD005708,CUST02960,PROD00755,CHAN013,STORE001,2025-01-24
ORD005709,CUST02049,PROD00383,CHAN008,STORE069,2024-11-10
ORD005710,CUST01781,PROD00550,CHAN014,STORE014,2025-04-08
ORD005711,CUST00584,PROD00392,CHAN011,STORE023,2023-09-15
ORD005712,CUST00432,PROD00601,CHAN009,STORE071,2024-08-14
ORD005713,CUST01933,PROD00540,CHAN008,STORE016,2024-05-28
ORD005714,CUST02101,PROD00092,CHAN014,STORE009,2023-11-02
ORD005715,CUST02988,PROD00566,CHAN015,STORE031,2024-09-07
ORD005716,CUST02568,PROD00159,CHAN001,STORE061,2023-10-11
ORD005717,CUST01349,PROD00228,CHAN012,STORE045,2023-07-03
ORD005718,CUST02195,PROD00473,CHAN005,STORE007,2024-07-28
ORD005719,CUST02031,PROD00372,CHAN014,STORE057,2023-11-03
ORD005720,CUST01190,PROD00376,CHAN016,STORE064,2024-04-04
ORD005721,CUST01163,PROD00553,CHAN019,STORE002,2025-02-27
ORD005722,CUST02677,PROD00037,CHAN016,STORE006,2024-11-07
ORD005723,CUST00299,PROD00637,CHAN007,STORE061,2023-11-25
ORD005724,CUST01940,PROD00691,CHAN003,STORE034,2024-06-22
ORD005725,CUST00789,PROD00037,CHAN008,STORE017,2023-09-09
ORD005726,CUST00850,PROD00101,CHAN014,STORE026,2024-07-01
ORD005727,CUST02226,PROD00543,CHAN020,STORE076,2023-08-05
ORD005728,CUST02890,PROD00190,CHAN003,STORE020,2024-10-31
ORD005729,CUST01378,PROD00512,CHAN011,STORE041,2025-01-08
ORD005730,CUST01178,PROD00658,CHAN014,STORE058,2023-06-23
ORD005731,CUST01950,PROD00090,CHAN002,STORE054,2024-01-20
ORD005732,CUST00878,PROD00006,CHAN004,STORE029,2024-05-12
ORD005733,CUST01139,PROD00139,CHAN005,STORE048,2023-08-09
ORD005734,CUST01578,PROD00095,CHAN019,STORE077,2024-03-11
ORD005735,CUST02807,PROD00631,CHAN010,STORE022,2023-08-09
ORD005736,CUST02493,PROD00632,CHAN002,STORE072,2024-03-10
ORD005737,CUST02756,PROD00386,CHAN003,STORE071,2025-02-08
ORD005738,CUST02650,PROD00123,CHAN015,STORE005,2024-09-24
ORD005739,CUST01647,PROD00285,CHAN019,STORE052,2023-06-09
ORD005740,CUST01904,PROD00366,CHAN002,STORE001,2024-05-28
ORD005741,CUST01383,PROD00691,CHAN003,STORE045,2024-12-07
ORD005742,CUST00145,PROD00490,CHAN012,STORE040,2025-02-01
ORD005743,CUST02323,PROD00325,CHAN014,STORE064,2024-04-12
ORD005744,CUST02557,PROD00407,CHAN017,STORE011,2025-04-29
ORD005745,CUST01203,PROD00519,CHAN016,STORE052,2023-06-03
ORD005746,CUST02801,PROD00639,CHAN017,STORE007,2024-12-17
ORD005747,CUST01862,PROD00077,CHAN009,STORE051,2024-11-24
ORD005748,CUST01855,PROD00234,CHAN003,STORE021,2023-07-26
ORD005749,CUST02525,PROD00586,CHAN014,STORE039,2024-04-14
ORD005750,CUST01867,PROD00484,CHAN003,STORE044,2024-12-15
ORD005751,CUST01099,PROD00464,CHAN006,STORE057,2024-04-09
ORD005752,CUST01152,PROD00271,CHAN019,STORE041,2024-05-23
ORD005753,CUST01735,PROD00467,CHAN013,STORE039,2023-12-07
ORD005754,CUST02714,PROD00469,CHAN005,STORE020,2024-06-18
ORD005755,CUST00568,PROD00632,CHAN001,STORE022,2023-11-13
ORD005756,CUST01814,PROD00547,CHAN012,STORE029,2023-12-31
ORD005757,CUST00531,PROD00719,CHAN015,STORE046,2024-09-18
ORD005758,CUST02207,PROD00270,CHAN019,STORE068,2025-01-28
ORD005759,CUST01562,PROD00605,CHAN002,STORE003,2023-08-30
ORD005760,CUST00681,PROD00378,CHAN003,STORE073,2024-12-28
ORD005761,CUST02071,PROD00177,CHAN007,STORE005,2023-10-05
ORD005762,CUST01071,PROD00274,CHAN011,STORE056,2023-10-07
ORD005763,CUST02573,PROD00691,CHAN010,STORE067,2023-07-27
ORD005764,CUST00729,PROD00641,CHAN008,STORE032,2025-05-20
ORD005765,CUST01730,PROD00637,CHAN002,STORE041,2024-12-06
ORD005766,CUST02192,PROD00027,CHAN014,STORE029,2024-03-02
ORD005767,CUST00668,PROD00576,CHAN013,STORE066,2024-02-11
ORD005768,CUST01613,PROD00060,CHAN007,STORE011,2025-05-19
ORD005769,CUST00681,PROD00731,CHAN009,STORE059,2023-05-27
ORD005770,CUST00973,PROD00217,CHAN007,STORE004,2024-11-15
ORD005771,CUST02847,PROD00681,CHAN001,STORE054,2023-10-13
ORD005772,CUST02133,PROD00661,CHAN001,STORE067,2024-08-12
ORD005773,CUST02464,PROD00270,CHAN006,STORE002,2023-11-05
ORD005774,CUST02742,PROD00116,CHAN001,STORE078,2024-06-22
ORD005775,CUST02530,PROD00245,CHAN016,STORE048,2025-03-01
ORD005776,CUST02504,PROD00660,CHAN003,STORE068,2024-04-25
ORD005777,CUST00827,PROD00604,CHAN013,STORE044,2025-02-22
ORD005778,CUST00297,PROD00085,CHAN004,STORE062,2025-03-07
ORD005779,CUST01254,PROD00599,CHAN017,STORE019,2024-11-13
ORD005780,CUST02998,PROD00632,CHAN010,STORE044,2024-02-09
ORD005781,CUST02728,PROD00450,CHAN004,STORE031,2024-01-17
ORD005782,CUST02426,PROD00536,CHAN020,STORE062,2023-09-16
ORD005783,CUST02469,PROD00089,CHAN012,STORE015,2023-07-19
ORD005784,CUST02153,PROD00549,CHAN013,STORE029,2023-08-15
ORD005785,CUST01729,PROD00507,CHAN004,STORE067,2024-03-13
ORD005786,CUST02025,PROD00408,CHAN016,STORE047,2024-12-20
ORD005787,CUST00330,PROD00271,CHAN019,STORE007,2025-01-25
ORD005788,CUST02487,PROD00524,CHAN007,STORE068,2023-12-08
ORD005789,CUST01156,PROD00494,CHAN001,STORE001,2025-03-22
ORD005790,CUST01891,PROD00607,CHAN016,STORE071,2024-01-12
ORD005791,CUST00382,PROD00448,CHAN002,STORE022,2023-07-17
ORD005792,CUST02186,PROD00543,CHAN001,STORE057,2023-05-28
ORD005793,CUST02991,PROD00350,CHAN014,STORE073,2025-02-28
ORD005794,CUST00843,PROD00745,CHAN020,STORE058,2023-10-08
ORD005795,CUST02318,PROD00328,CHAN005,STORE027,2023-07-09
ORD005796,CUST00396,PROD00286,CHAN015,STORE038,2024-01-10
ORD005797,CUST02961,PROD00035,CHAN010,STORE076,2025-04-13
ORD005798,CUST02512,PROD00533,CHAN002,STORE013,2024-06-28
ORD005799,CUST00450,PROD00623,CHAN011,STORE015,2023-09-24
ORD005800,CUST01355,PROD00488,CHAN016,STORE080,2025-04-26
ORD005801,CUST01987,PROD00487,CHAN019,STORE073,2024-03-14
ORD005802,CUST01309,PROD00145,CHAN004,STORE048,2025-05-05
ORD005803,CUST01298,PROD00524,CHAN010,STORE015,2023-09-10
ORD005804,CUST02068,PROD00756,CHAN012,STORE040,2024-03-11
ORD005805,CUST02287,PROD00146,CHAN002,STORE030,2023-09-17
ORD005806,CUST01294,PROD00751,CHAN002,STORE023,2024-10-14
ORD005807,CUST02466,PROD00503,CHAN009,STORE009,2025-05-19
ORD005808,CUST01850,PROD00604,CHAN012,STORE032,2024-10-09
ORD005809,CUST00186,PROD00627,CHAN002,STORE035,2024-04-28
ORD005810,CUST01234,PROD00527,CHAN018,STORE049,2023-12-07
ORD005811,CUST01438,PROD00272,CHAN016,STORE045,2024-08-27
ORD005812,CUST00253,PROD00534,CHAN019,STORE016,2023-12-19
ORD005813,CUST00019,PROD00630,CHAN015,STORE032,2023-07-31
ORD005814,CUST02760,PROD00095,CHAN016,STORE025,2025-01-09
ORD005815,CUST01160,PROD00447,CHAN006,STORE037,2024-11-20
ORD005816,CUST00223,PROD00415,CHAN015,STORE037,2024-09-29
ORD005817,CUST00003,PROD00257,CHAN012,STORE035,2023-08-26
ORD005818,CUST01260,PROD00262,CHAN012,STORE045,2023-12-27
ORD005819,CUST00854,PROD00087,CHAN010,STORE008,2023-08-12
ORD005820,CUST01489,PROD00436,CHAN015,STORE047,2024-03-30
ORD005821,CUST00228,PROD00570,CHAN004,STORE036,2025-04-24
ORD005822,CUST02961,PROD00742,CHAN010,STORE010,2023-12-27
ORD005823,CUST01678,PROD00108,CHAN019,STORE001,2025-05-01
ORD005824,CUST00499,PROD00019,CHAN014,STORE068,2025-05-24
ORD005825,CUST02569,PROD00365,CHAN010,STORE075,2023-12-01
ORD005826,CUST02750,PROD00653,CHAN017,STORE015,2023-09-10
ORD005827,CUST01886,PROD00379,CHAN011,STORE079,2023-06-24
ORD005828,CUST02965,PROD00160,CHAN018,STORE003,2025-04-12
ORD005829,CUST02016,PROD00100,CHAN002,STORE032,2025-01-28
ORD005830,CUST01163,PROD00265,CHAN011,STORE020,2024-11-17
ORD005831,CUST01300,PROD00750,CHAN008,STORE056,2025-02-09
ORD005832,CUST02339,PROD00750,CHAN019,STORE078,2025-01-13
ORD005833,CUST01077,PROD00049,CHAN016,STORE042,2024-06-07
ORD005834,CUST00715,PROD00677,CHAN004,STORE073,2024-03-15
ORD005835,CUST00948,PROD00799,CHAN014,STORE060,2025-05-08
ORD005836,CUST02696,PROD00415,CHAN017,STORE056,2024-10-03
ORD005837,CUST02732,PROD00059,CHAN011,STORE047,2023-08-26
ORD005838,CUST00870,PROD00183,CHAN003,STORE024,2024-03-26
ORD005839,CUST01071,PROD00659,CHAN004,STORE041,2023-07-31
ORD005840,CUST00094,PROD00447,CHAN013,STORE004,2024-04-21
ORD005841,CUST02988,PROD00301,CHAN017,STORE076,2023-10-18
ORD005842,CUST00560,PROD00608,CHAN020,STORE051,2024-02-24
ORD005843,CUST01776,PROD00555,CHAN020,STORE001,2023-11-23
ORD005844,CUST02261,PROD00354,CHAN010,STORE014,2023-12-13
ORD005845,CUST00436,PROD00769,CHAN012,STORE010,2025-03-26
ORD005846,CUST00852,PROD00213,CHAN008,STORE036,2024-12-17
ORD005847,CUST02556,PROD00189,CHAN003,STORE042,2025-04-05
ORD005848,CUST02884,PROD00643,CHAN010,STORE048,2024-04-27
ORD005849,CUST02699,PROD00347,CHAN007,STORE018,2023-11-13
ORD005850,CUST00205,PROD00137,CHAN010,STORE076,2024-08-04
ORD005851,CUST02429,PROD00030,CHAN007,STORE060,2023-06-01
ORD005852,CUST01100,PROD00146,CHAN018,STORE028,2024-12-27
ORD005853,CUST00077,PROD00468,CHAN020,STORE053,2025-01-09
ORD005854,CUST00816,PROD00617,CHAN014,STORE009,2025-02-04
ORD005855,CUST00768,PROD00503,CHAN012,STORE024,2025-05-18
ORD005856,CUST02458,PROD00799,CHAN008,STORE020,2024-07-10
ORD005857,CUST00106,PROD00191,CHAN007,STORE069,2024-12-09
ORD005858,CUST02599,PROD00471,CHAN005,STORE027,2024-09-08
ORD005859,CUST02874,PROD00690,CHAN001,STORE040,2023-12-22
ORD005860,CUST02136,PROD00345,CHAN015,STORE071,2024-12-18
ORD005861,CUST01747,PROD00751,CHAN009,STORE054,2024-01-18
ORD005862,CUST02929,PROD00001,CHAN012,STORE015,2025-03-18
ORD005863,CUST01466,PROD00110,CHAN018,STORE051,2024-03-15
ORD005864,CUST02588,PROD00787,CHAN011,STORE069,2024-03-23
ORD005865,CUST00245,PROD00746,CHAN010,STORE040,2023-06-03
ORD005866,CUST02626,PROD00064,CHAN010,STORE069,2024-08-28
ORD005867,CUST01406,PROD00756,CHAN018,STORE043,2023-11-09
ORD005868,CUST00982,PROD00053,CHAN001,STORE064,2023-11-23
ORD005869,CUST02765,PROD00262,CHAN020,STORE007,2024-05-24
ORD005870,CUST01737,PROD00529,CHAN011,STORE002,2023-05-28
ORD005871,CUST00142,PROD00302,CHAN002,STORE030,2024-04-23
ORD005872,CUST00893,PROD00234,CHAN011,STORE075,2024-10-06
ORD005873,CUST01392,PROD00073,CHAN002,STORE052,2023-12-21
ORD005874,CUST02400,PROD00357,CHAN009,STORE033,2024-01-08
ORD005875,CUST00545,PROD00603,CHAN001,STORE009,2024-08-11
ORD005876,CUST02961,PROD00484,CHAN006,STORE011,2024-07-21
ORD005877,CUST02200,PROD00006,CHAN002,STORE076,2025-04-20
ORD005878,CUST01470,PROD00710,CHAN015,STORE010,2024-01-15
ORD005879,CUST02701,PROD00708,CHAN001,STORE054,2024-02-11
ORD005880,CUST00763,PROD00137,CHAN018,STORE075,2023-10-22
ORD005881,CUST00624,PROD00779,CHAN004,STORE020,2024-02-15
ORD005882,CUST00656,PROD00404,CHAN013,STORE005,2024-07-27
ORD005883,CUST02498,PROD00628,CHAN004,STORE024,2023-12-17
ORD005884,CUST02769,PROD00555,CHAN015,STORE032,2024-02-20
ORD005885,CUST01248,PROD00743,CHAN002,STORE031,2024-10-31
ORD005886,CUST00043,PROD00570,CHAN009,STORE044,2024-04-08
ORD005887,CUST02312,PROD00206,CHAN012,STORE078,2023-05-26
ORD005888,CUST01027,PROD00410,CHAN014,STORE019,2024-11-30
ORD005889,CUST01661,PROD00606,CHAN020,STORE024,2024-02-22
ORD005890,CUST01292,PROD00036,CHAN004,STORE012,2024-06-05
ORD005891,CUST00596,PROD00230,CHAN015,STORE050,2024-01-31
ORD005892,CUST01013,PROD00227,CHAN004,STORE025,2024-04-30
ORD005893,CUST02225,PROD00695,CHAN005,STORE051,2024-12-09
ORD005894,CUST02111,PROD00262,CHAN010,STORE014,2025-03-01
ORD005895,CUST00958,PROD00131,CHAN012,STORE072,2024-10-18
ORD005896,CUST00561,PROD00577,CHAN012,STORE029,2024-01-09
ORD005897,CUST01331,PROD00448,CHAN008,STORE025,2025-02-24
ORD005898,CUST01313,PROD00186,CHAN004,STORE059,2023-12-26
ORD005899,CUST01822,PROD00629,CHAN003,STORE057,2023-10-21
ORD005900,CUST01551,PROD00186,CHAN001,STORE012,2025-03-07
ORD005901,CUST00850,PROD00274,CHAN018,STORE050,2024-11-30
ORD005902,CUST01279,PROD00663,CHAN020,STORE012,2023-06-30
ORD005903,CUST02652,PROD00352,CHAN014,STORE048,2025-02-17
ORD005904,CUST01534,PROD00413,CHAN017,STORE050,2024-09-12
ORD005905,CUST01815,PROD00151,CHAN006,STORE019,2023-09-12
ORD005906,CUST01742,PROD00384,CHAN006,STORE053,2024-10-09
ORD005907,CUST00606,PROD00036,CHAN010,STORE035,2024-02-19
ORD005908,CUST02878,PROD00326,CHAN019,STORE027,2025-05-10
ORD005909,CUST01487,PROD00465,CHAN010,STORE067,2024-03-16
ORD005910,CUST01295,PROD00466,CHAN003,STORE077,2023-10-22
ORD005911,CUST00746,PROD00095,CHAN001,STORE051,2025-04-04
ORD005912,CUST00558,PROD00134,CHAN018,STORE019,2023-12-23
ORD005913,CUST02112,PROD00162,CHAN015,STORE043,2024-12-31
ORD005914,CUST00942,PROD00556,CHAN020,STORE035,2024-11-11
ORD005915,CUST02297,PROD00300,CHAN004,STORE015,2025-03-23
ORD005916,CUST01270,PROD00795,CHAN018,STORE016,2025-04-09
ORD005917,CUST00940,PROD00356,CHAN010,STORE069,2024-10-17
ORD005918,CUST01611,PROD00240,CHAN019,STORE071,2024-06-19
ORD005919,CUST02205,PROD00564,CHAN017,STORE041,2024-03-07
ORD005920,CUST02783,PROD00793,CHAN010,STORE054,2024-03-29
ORD005921,CUST01726,PROD00586,CHAN004,STORE065,2025-03-05
ORD005922,CUST00985,PROD00750,CHAN005,STORE030,2024-09-07
ORD005923,CUST01588,PROD00167,CHAN007,STORE019,2025-01-07
ORD005924,CUST01337,PROD00140,CHAN019,STORE046,2024-10-17
ORD005925,CUST01875,PROD00139,CHAN019,STORE060,2023-07-31
ORD005926,CUST00662,PROD00235,CHAN008,STORE079,2025-03-11
ORD005927,CUST00033,PROD00003,CHAN001,STORE024,2024-09-25
ORD005928,CUST01817,PROD00256,CHAN008,STORE036,2025-05-19
ORD005929,CUST02606,PROD00371,CHAN019,STORE049,2023-10-20
ORD005930,CUST02121,PROD00278,CHAN017,STORE059,2024-10-31
ORD005931,CUST01890,PROD00516,CHAN009,STORE014,2023-11-28
ORD005932,CUST02873,PROD00782,CHAN020,STORE039,2025-04-01
ORD005933,CUST01157,PROD00212,CHAN016,STORE008,2024-02-24
ORD005934,CUST00061,PROD00216,CHAN009,STORE048,2023-08-14
ORD005935,CUST01544,PROD00270,CHAN019,STORE080,2024-07-06
ORD005936,CUST00272,PROD00476,CHAN016,STORE069,2025-01-26
ORD005937,CUST02294,PROD00528,CHAN013,STORE041,2024-06-06
ORD005938,CUST01200,PROD00064,CHAN019,STORE035,2024-12-29
ORD005939,CUST02676,PROD00751,CHAN005,STORE064,2024-06-26
ORD005940,CUST01807,PROD00460,CHAN002,STORE053,2023-05-29
ORD005941,CUST02753,PROD00016,CHAN004,STORE054,2023-10-14
ORD005942,CUST02710,PROD00564,CHAN012,STORE037,2023-06-22
ORD005943,CUST01155,PROD00019,CHAN018,STORE052,2024-03-11
ORD005944,CUST01126,PROD00325,CHAN003,STORE018,2025-04-25
ORD005945,CUST00310,PROD00093,CHAN019,STORE021,2024-02-08
ORD005946,CUST01316,PROD00773,CHAN004,STORE042,2023-09-02
ORD005947,CUST01746,PROD00017,CHAN004,STORE065,2023-12-24
ORD005948,CUST02543,PROD00623,CHAN016,STORE008,2024-03-22
ORD005949,CUST00338,PROD00488,CHAN011,STORE039,2023-05-30
ORD005950,CUST02627,PROD00094,CHAN013,STORE061,2024-10-07
ORD005951,CUST00010,PROD00010,CHAN011,STORE060,2024-12-12
ORD005952,CUST00049,PROD00724,CHAN007,STORE069,2024-09-06
ORD005953,CUST01511,PROD00749,CHAN014,STORE059,2023-12-11
ORD005954,CUST02671,PROD00766,CHAN004,STORE010,2025-04-08
ORD005955,CUST01345,PROD00528,CHAN008,STORE063,2024-08-17
ORD005956,CUST00731,PROD00489,CHAN012,STORE070,2025-05-11
ORD005957,CUST00795,PROD00144,CHAN013,STORE007,2024-07-30
ORD005958,CUST01649,PROD00554,CHAN009,STORE035,2024-10-17
ORD005959,CUST00133,PROD00515,CHAN009,STORE042,2024-11-07
ORD005960,CUST02131,PROD00470,CHAN002,STORE029,2024-07-20
ORD005961,CUST02105,PROD00377,CHAN003,STORE027,2023-05-30
ORD005962,CUST00376,PROD00668,CHAN012,STORE038,2024-10-03
ORD005963,CUST02397,PROD00494,CHAN017,STORE002,2024-02-06
ORD005964,CUST00271,PROD00685,CHAN004,STORE025,2024-06-25
ORD005965,CUST01507,PROD00484,CHAN014,STORE066,2024-12-05
ORD005966,CUST02159,PROD00452,CHAN009,STORE038,2023-06-12
ORD005967,CUST02917,PROD00536,CHAN008,STORE059,2024-08-14
ORD005968,CUST02935,PROD00787,CHAN001,STORE007,2023-10-21
ORD005969,CUST00076,PROD00075,CHAN013,STORE049,2023-08-22
ORD005970,CUST01957,PROD00040,CHAN003,STORE068,2023-10-05
ORD005971,CUST01667,PROD00302,CHAN014,STORE041,2025-01-18
ORD005972,CUST00329,PROD00552,CHAN019,STORE074,2024-07-13
ORD005973,CUST02170,PROD00062,CHAN006,STORE051,2024-12-14
ORD005974,CUST00041,PROD00750,CHAN004,STORE024,2025-01-22
ORD005975,CUST01191,PROD00503,CHAN020,STORE036,2023-08-23
ORD005976,CUST02970,PROD00245,CHAN001,STORE080,2024-03-25
ORD005977,CUST02690,PROD00018,CHAN010,STORE010,2025-05-07
ORD005978,CUST02327,PROD00652,CHAN013,STORE021,2023-09-20
ORD005979,CUST02811,PROD00398,CHAN012,STORE027,2024-03-20
ORD005980,CUST02517,PROD00594,CHAN011,STORE055,2023-06-23
ORD005981,CUST02057,PROD00189,CHAN004,STORE005,2023-11-13
ORD005982,CUST00013,PROD00620,CHAN017,STORE059,2024-08-09
ORD005983,CUST00924,PROD00746,CHAN015,STORE036,2023-09-06
ORD005984,CUST02971,PROD00780,CHAN003,STORE074,2023-08-26
ORD005985,CUST01843,PROD00104,CHAN010,STORE034,2025-05-08
ORD005986,CUST01233,PROD00646,CHAN014,STORE052,2025-03-02
ORD005987,CUST01215,PROD00344,CHAN019,STORE006,2025-02-01
ORD005988,CUST00653,PROD00371,CHAN004,STORE014,2024-10-21
ORD005989,CUST01704,PROD00033,CHAN014,STORE059,2023-09-08
ORD005990,CUST00621,PROD00749,CHAN006,STORE057,2023-06-17
ORD005991,CUST01963,PROD00374,CHAN012,STORE037,2024-02-12
ORD005992,CUST01646,PROD00178,CHAN002,STORE058,2025-01-27
ORD005993,CUST02244,PROD00012,CHAN017,STORE032,2024-04-18
ORD005994,CUST00417,PROD00741,CHAN001,STORE020,2024-09-14
ORD005995,CUST00664,PROD00781,CHAN017,STORE079,2023-06-14
ORD005996,CUST01779,PROD00456,CHAN005,STORE061,2024-12-14
ORD005997,CUST01380,PROD00643,CHAN016,STORE057,2025-03-19
ORD005998,CUST00148,PROD00249,CHAN014,STORE052,2024-02-26
ORD005999,CUST02046,PROD00448,CHAN020,STORE048,2024-05-04
ORD006000,CUST01389,PROD00570,CHAN010,STORE079,2023-06-09
ORD006001,CUST02412,PROD00004,CHAN003,STORE011,2024-04-10
ORD006002,CUST01726,PROD00236,CHAN003,STORE030,2023-07-30
ORD006003,CUST00402,PROD00173,CHAN018,STORE060,2025-01-29
ORD006004,CUST02654,PROD00322,CHAN018,STORE018,2024-09-14
ORD006005,CUST01516,PROD00371,CHAN004,STORE077,2025-01-11
ORD006006,CUST02032,PROD00548,CHAN007,STORE074,2024-06-24
ORD006007,CUST00229,PROD00791,CHAN001,STORE047,2025-04-13
ORD006008,CUST01599,PROD00749,CHAN016,STORE012,2024-04-02
ORD006009,CUST02585,PROD00787,CHAN017,STORE050,2025-04-27
ORD006010,CUST00268,PROD00296,CHAN008,STORE040,2024-07-03
ORD006011,CUST01429,PROD00400,CHAN006,STORE064,2023-07-25
ORD006012,CUST01817,PROD00058,CHAN002,STORE019,2023-09-11
ORD006013,CUST01035,PROD00530,CHAN010,STORE027,2024-11-18
ORD006014,CUST01344,PROD00548,CHAN017,STORE052,2024-06-23
ORD006015,CUST00126,PROD00408,CHAN019,STORE080,2024-02-14
ORD006016,CUST02354,PROD00641,CHAN004,STORE007,2025-02-10
ORD006017,CUST01726,PROD00513,CHAN013,STORE063,2023-11-01
ORD006018,CUST01113,PROD00064,CHAN019,STORE077,2024-03-11
ORD006019,CUST02676,PROD00574,CHAN016,STORE055,2023-09-21
ORD006020,CUST01376,PROD00420,CHAN013,STORE076,2024-08-11
ORD006021,CUST00689,PROD00146,CHAN005,STORE031,2024-11-27
ORD006022,CUST01281,PROD00272,CHAN012,STORE011,2024-07-29
ORD006023,CUST01233,PROD00017,CHAN007,STORE017,2024-02-08
ORD006024,CUST00281,PROD00792,CHAN009,STORE066,2024-02-06
ORD006025,CUST00443,PROD00098,CHAN005,STORE067,2023-09-18
ORD006026,CUST01864,PROD00452,CHAN004,STORE032,2024-12-25
ORD006027,CUST00837,PROD00739,CHAN010,STORE024,2024-03-18
ORD006028,CUST00389,PROD00243,CHAN016,STORE013,2024-08-08
ORD006029,CUST00617,PROD00479,CHAN011,STORE022,2023-07-02
ORD006030,CUST00147,PROD00201,CHAN009,STORE019,2024-12-29
ORD006031,CUST00521,PROD00473,CHAN005,STORE053,2024-05-14
ORD006032,CUST00630,PROD00179,CHAN011,STORE039,2025-03-30
ORD006033,CUST02482,PROD00508,CHAN009,STORE021,2024-09-12
ORD006034,CUST02192,PROD00453,CHAN017,STORE016,2024-04-09
ORD006035,CUST00289,PROD00270,CHAN011,STORE007,2024-04-20
ORD006036,CUST01410,PROD00234,CHAN006,STORE078,2024-05-22
ORD006037,CUST00014,PROD00624,CHAN016,STORE026,2023-05-28
ORD006038,CUST00257,PROD00486,CHAN019,STORE076,2023-12-27
ORD006039,CUST01722,PROD00578,CHAN014,STORE031,2024-11-13
ORD006040,CUST01424,PROD00338,CHAN003,STORE068,2023-12-02
ORD006041,CUST01231,PROD00757,CHAN010,STORE040,2024-02-29
ORD006042,CUST00858,PROD00757,CHAN004,STORE027,2024-08-05
ORD006043,CUST02991,PROD00448,CHAN002,STORE009,2024-06-06
ORD006044,CUST01196,PROD00584,CHAN013,STORE076,2024-04-24
ORD006045,CUST00464,PROD00357,CHAN011,STORE016,2023-07-13
ORD006046,CUST00270,PROD00049,CHAN012,STORE072,2025-03-24
ORD006047,CUST01245,PROD00496,CHAN001,STORE013,2023-05-27
ORD006048,CUST02671,PROD00346,CHAN009,STORE078,2025-04-17
ORD006049,CUST01207,PROD00702,CHAN012,STORE060,2025-02-14
ORD006050,CUST00072,PROD00293,CHAN007,STORE079,2023-12-23
ORD006051,CUST01307,PROD00689,CHAN017,STORE060,2023-06-24
ORD006052,CUST02122,PROD00673,CHAN010,STORE009,2024-07-20
ORD006053,CUST02403,PROD00150,CHAN006,STORE053,2025-04-17
ORD006054,CUST01751,PROD00582,CHAN007,STORE032,2023-11-09
ORD006055,CUST00497,PROD00545,CHAN019,STORE055,2023-12-02
ORD006056,CUST00988,PROD00796,CHAN014,STORE025,2023-11-29
ORD006057,CUST02628,PROD00260,CHAN011,STORE041,2024-04-16
ORD006058,CUST00910,PROD00322,CHAN002,STORE026,2024-02-06
ORD006059,CUST00373,PROD00077,CHAN001,STORE029,2024-04-24
ORD006060,CUST00362,PROD00110,CHAN010,STORE036,2023-11-08
