TransactionID,CustomerID,StoreID,Amount,TransactionDate,Type
FT0000839,CUST02594,STORE055,-88.17,2024-08-09,Sale
FT0000840,CUST02101,STORE079,574.58,2025-04-10,GiftCard
FT0000841,CUST01474,STORE058,218.14,2024-03-04,Refund
FT0000842,CUST00205,STORE003,1341.99,2023-09-16,Sale
FT0000843,CUST02174,STORE080,633.54,2023-11-04,Sale
FT0000844,CUST00043,STORE069,1973.2,2024-01-19,GiftCard
FT0000845,CUST01907,STORE010,-363.14,2023-10-08,GiftCard
FT0000846,CUST02159,STORE025,387.54,2024-06-14,Sale
FT0000847,CUST00761,STORE068,704.75,2024-03-08,Sale
FT0000848,CUST02896,STORE061,757.83,2024-01-03,Sale
FT0000849,CUST02143,STORE029,289.84,2024-07-05,Refund
FT0000850,CUST01995,STORE019,1323.1,2023-12-06,GiftCard
FT0000851,CUST01936,STORE043,1686.87,2024-12-03,Sale
FT0000852,CUST00900,STORE066,1846.8,2024-08-28,GiftCard
FT0000853,CUST00360,STORE074,1512.73,2023-11-10,GiftCard
FT0000854,CUST02948,STORE061,1626.45,2023-11-28,GiftCard
FT0000855,CUST01720,STORE043,876.36,2023-06-08,Sale
FT0000856,CUST00281,STORE025,1564.72,2023-06-12,Refund
FT0000857,CUST01888,STORE020,258.76,2024-02-14,Sale
FT0000858,CUST00667,STORE048,496.2,2024-04-06,GiftCard
FT0000859,CUST00093,STORE024,292.28,2024-07-21,Sale
FT0000860,CUST00672,STORE011,668.47,2023-12-15,Sale
FT0000861,CUST01970,STORE055,213.95,2023-06-01,GiftCard
FT0000862,CUST00061,STORE028,1904.03,2024-07-30,GiftCard
FT0000863,CUST02682,STORE069,282.11,2024-01-02,Sale
FT0000864,CUST01029,STORE063,-254.89,2024-01-23,Sale
FT0000865,CUST01490,STORE059,817.04,2023-12-28,Sale
FT0000866,CUST00604,STORE005,-357.25,2025-04-09,Sale
FT0000867,CUST00682,STORE051,-223.64,2024-09-15,Refund
FT0000868,CUST02582,STORE021,48.47,2024-02-27,Sale
FT0000869,CUST01429,STORE012,660.88,2024-07-21,Refund
FT0000870,CUST02886,STORE050,583.13,2024-05-01,GiftCard
FT0000871,CUST02693,STORE004,1499.23,2024-05-22,Refund
FT0000872,CUST02281,STORE042,1348.69,2025-02-28,GiftCard
FT0000873,CUST00524,STORE038,565.8,2023-09-28,Refund
FT0000874,CUST02394,STORE025,334.26,2023-07-18,GiftCard
FT0000875,CUST02594,STORE014,291.17,2023-09-07,Sale
FT0000876,CUST01969,STORE075,1434.99,2023-11-21,Refund
FT0000877,CUST01102,STORE032,-369.82,2024-11-13,Refund
FT0000878,CUST01754,STORE011,-467.95,2024-06-17,GiftCard
FT0000879,CUST01837,STORE061,1488.86,2023-05-26,GiftCard
FT0000880,CUST02842,STORE018,692.87,2023-10-27,Refund
FT0000881,CUST02297,STORE027,-172.8,2025-01-07,GiftCard
FT0000882,CUST02095,STORE055,88.91,2023-08-23,Sale
FT0000883,CUST01145,STORE054,1831.26,2024-10-23,Refund
FT0000884,CUST02262,STORE075,1648.76,2024-07-17,Sale
FT0000885,CUST02287,STORE021,1274.46,2023-09-15,Refund
FT0000886,CUST01080,STORE044,705.56,2025-04-22,Sale
FT0000887,CUST02398,STORE005,800.81,2025-01-23,Refund
FT0000888,CUST00107,STORE041,1938.11,2024-03-16,GiftCard
FT0000889,CUST02879,STORE059,1914.43,2023-10-08,Refund
FT0000890,CUST00048,STORE054,38.17,2024-04-21,Sale
FT0000891,CUST00337,STORE074,1527.76,2023-10-27,Refund
FT0000892,CUST01050,STORE022,-6.89,2024-11-03,Sale
FT0000893,CUST02852,STORE065,33.84,2024-10-02,Sale
FT0000894,CUST01281,STORE064,1190.23,2024-04-16,Sale
FT0000895,CUST02056,STORE071,512.5,2024-08-26,GiftCard
FT0000896,CUST00625,STORE004,1828.86,2024-01-30,Refund
FT0000897,CUST01891,STORE065,-277.48,2024-06-04,Sale
FT0000898,CUST01277,STORE015,778.81,2024-08-26,GiftCard
FT0000899,CUST01716,STORE076,1796.3,2024-05-15,Sale
FT0000900,CUST02767,STORE022,1760.28,2024-09-03,Refund
FT0000901,CUST00303,STORE047,-108.68,2024-08-27,GiftCard
FT0000902,CUST00639,STORE046,416.59,2024-07-02,Sale
FT0000903,CUST00056,STORE014,1047.8,2024-09-25,Sale
FT0000904,CUST00726,STORE050,-101.51,2024-03-31,Sale
FT0000905,CUST00526,STORE020,1920.06,2024-03-23,Refund
FT0000906,CUST00474,STORE050,1786.87,2025-02-09,GiftCard
FT0000907,CUST00028,STORE033,-82.62,2023-08-27,GiftCard
FT0000908,CUST02126,STORE059,-197.11,2025-04-10,GiftCard
FT0000909,CUST00365,STORE043,-286.48,2023-09-14,Sale
FT0000910,CUST02714,STORE079,1773.61,2023-12-23,GiftCard
FT0000911,CUST00526,STORE012,-15.94,2024-12-20,Sale
FT0000912,CUST02747,STORE040,540.71,2024-01-16,Refund
FT0000913,CUST01336,STORE020,622.13,2024-03-06,GiftCard
FT0000914,CUST00883,STORE038,997.53,2025-02-22,Sale
FT0000915,CUST01031,STORE003,-320.66,2024-12-27,GiftCard
FT0000916,CUST01027,STORE028,66.9,2025-03-22,GiftCard
FT0000917,CUST01647,STORE056,1828.73,2025-03-25,Refund
FT0000918,CUST00919,STORE013,1771.03,2025-05-02,GiftCard
FT0000919,CUST02798,STORE077,1453.23,2024-06-13,Refund
FT0000920,CUST02411,STORE066,-451.5,2024-04-26,GiftCard
FT0000921,CUST01775,STORE037,317.52,2023-11-27,GiftCard
FT0000922,CUST01532,STORE049,1069.9,2023-12-28,GiftCard
FT0000923,CUST02854,STORE066,187.98,2024-04-06,GiftCard
FT0000924,CUST02787,STORE036,1773.97,2024-04-09,GiftCard
FT0000925,CUST01907,STORE054,1084.72,2024-01-02,GiftCard
FT0000926,CUST01216,STORE026,-320.23,2024-08-03,Refund
FT0000927,CUST01655,STORE075,1772.51,2023-08-05,Refund
FT0000928,CUST00485,STORE072,1894.42,2023-12-26,Sale
FT0000929,CUST02076,STORE040,-305.72,2023-05-27,GiftCard
FT0000930,CUST00714,STORE043,830.9,2025-05-14,Refund
FT0000931,CUST01063,STORE022,258.41,2023-10-05,GiftCard
FT0000932,CUST01977,STORE020,482.1,2023-11-10,GiftCard
FT0000933,CUST01297,STORE008,-50.87,2024-12-20,Refund
FT0000934,CUST01255,STORE029,945.18,2024-10-04,GiftCard
FT0000935,CUST02134,STORE040,1894.95,2024-01-10,Refund
FT0000936,CUST00126,STORE030,757.68,2023-07-25,Refund
FT0000937,CUST02860,STORE055,-292.71,2024-08-30,Sale
FT0000938,CUST00537,STORE016,1050.0,2023-08-03,Sale
FT0000939,CUST02193,STORE046,350.56,2023-12-13,Sale
FT0000940,CUST02073,STORE062,1639.81,2023-11-02,Sale
FT0000941,CUST01604,STORE007,586.7,2025-03-07,GiftCard
FT0000942,CUST00067,STORE080,-17.9,2024-03-09,GiftCard
FT0000943,CUST00233,STORE045,-22.24,2024-01-30,Sale
FT0000944,CUST02157,STORE059,1421.91,2024-12-17,Refund
FT0000945,CUST01170,STORE056,163.97,2024-01-22,Refund
FT0000946,CUST02159,STORE048,1418.08,2024-03-18,Refund
FT0000947,CUST02276,STORE027,14.72,2024-07-09,Refund
FT0000948,CUST00111,STORE053,304.22,2025-03-10,GiftCard
FT0000949,CUST01494,STORE073,663.72,2024-01-16,Refund
FT0000950,CUST02082,STORE035,1857.99,2024-09-29,Refund
FT0000951,CUST00623,STORE051,1829.33,2024-07-27,Sale
FT0000952,CUST02796,STORE037,17.18,2024-10-25,Refund
FT0000953,CUST02643,STORE057,395.55,2025-01-26,GiftCard
FT0000954,CUST02473,STORE008,-126.5,2023-05-31,Refund
FT0000955,CUST02661,STORE079,774.96,2024-06-29,Refund
FT0000956,CUST01542,STORE020,651.46,2025-01-01,GiftCard
FT0000957,CUST02740,STORE053,1751.9,2025-02-05,Sale
FT0000958,CUST01306,STORE012,1825.01,2023-06-30,GiftCard
FT0000959,CUST01762,STORE049,458.92,2024-08-22,Sale
FT0000960,CUST01976,STORE017,729.34,2025-04-08,Refund
FT0000961,CUST02363,STORE064,1740.59,2024-01-29,Sale
FT0000962,CUST00877,STORE042,1516.77,2024-05-21,Sale
FT0000963,CUST01990,STORE029,-490.86,2024-11-10,Sale
FT0000964,CUST01313,STORE019,300.15,2023-06-16,Refund
FT0000965,CUST01461,STORE011,554.44,2023-12-23,Sale
FT0000966,CUST02710,STORE050,74.29,2024-07-27,Sale
FT0000967,CUST02325,STORE071,-1.07,2023-10-08,Refund
FT0000968,CUST01734,STORE058,-405.54,2024-04-13,GiftCard
FT0000969,CUST01606,STORE034,1108.42,2024-04-12,GiftCard
FT0000970,CUST01527,STORE020,156.28,2025-04-01,GiftCard
FT0000971,CUST02672,STORE050,-369.13,2024-05-22,Refund
FT0000972,CUST02564,STORE010,77.45,2024-03-25,Refund
FT0000973,CUST02891,STORE032,1504.78,2024-08-19,GiftCard
FT0000974,CUST02398,STORE052,1628.72,2023-10-26,Sale
FT0000975,CUST01631,STORE015,707.67,2024-10-13,GiftCard
FT0000976,CUST02871,STORE003,540.18,2023-06-02,Refund
FT0000977,CUST01161,STORE037,1944.63,2025-04-23,Sale
FT0000978,CUST00759,STORE040,1.41,2023-07-01,Sale
FT0000979,CUST02947,STORE072,38.4,2023-08-21,Refund
FT0000980,CUST00243,STORE040,229.67,2024-12-14,Sale
FT0000981,CUST02591,STORE056,-68.11,2023-10-03,GiftCard
FT0000982,CUST01064,STORE023,448.41,2025-04-01,Refund
FT0000983,CUST00229,STORE011,1777.09,2024-09-04,Refund
FT0000984,CUST02596,STORE064,1038.37,2024-01-28,Refund
FT0000985,CUST00920,STORE008,529.87,2024-01-15,Refund
FT0000986,CUST01247,STORE056,1836.03,2024-07-16,Sale
FT0000987,CUST00006,STORE060,-378.84,2024-09-13,Refund
FT0000988,CUST00468,STORE010,25.69,2024-02-14,Refund
FT0000989,CUST01756,STORE039,914.72,2024-07-01,Sale
FT0000990,CUST00075,STORE028,1038.88,2025-04-08,Refund
FT0000991,CUST00004,STORE049,-401.11,2023-10-16,Sale
FT0000992,CUST01871,STORE036,507.6,2024-11-03,Sale
FT0000993,CUST00646,STORE013,1122.88,2023-11-14,Refund
FT0000994,CUST00118,STORE036,1245.18,2023-07-22,GiftCard
FT0000995,CUST02929,STORE026,1095.35,2024-01-12,Refund
FT0000996,CUST01630,STORE004,301.41,2023-11-15,GiftCard
FT0000997,CUST02552,STORE064,-266.2,2023-11-19,Sale
FT0000998,CUST02022,STORE038,567.78,2023-06-18,GiftCard
FT0000999,CUST00947,STORE022,-178.11,2023-05-29,Refund
FT0001000,CUST02622,STORE002,1869.06,2025-05-23,Refund
FT0001001,CUST01465,STORE031,687.93,2025-04-22,GiftCard
FT0001002,CUST00194,STORE011,293.15,2025-03-11,Refund
FT0001003,CUST00847,STORE046,1415.76,2024-06-21,GiftCard
FT0001004,CUST02763,STORE062,744.87,2024-11-17,Sale
FT0001005,CUST01416,STORE069,275.09,2024-07-28,GiftCard
FT0001006,CUST01459,STORE064,1529.92,2023-08-09,GiftCard
FT0001007,CUST02221,STORE010,1667.88,2024-12-14,GiftCard
FT0001008,CUST01669,STORE040,1182.52,2024-08-22,GiftCard
FT0001009,CUST02374,STORE024,-382.59,2024-07-17,Sale
FT0001010,CUST01434,STORE044,915.81,2023-06-30,Sale
FT0001011,CUST01142,STORE060,1408.24,2024-11-19,Sale
FT0001012,CUST02884,STORE062,-158.74,2023-09-17,GiftCard
FT0001013,CUST01811,STORE017,71.68,2025-04-22,Sale
FT0001014,CUST00724,STORE065,1706.24,2023-10-14,Refund
FT0001015,CUST00225,STORE057,-449.7,2024-12-21,Sale
FT0001016,CUST00532,STORE055,1381.82,2025-02-13,GiftCard
FT0001017,CUST00113,STORE053,684.43,2023-10-15,Refund
FT0001018,CUST02188,STORE056,616.93,2024-08-09,GiftCard
FT0001019,CUST00559,STORE009,-482.26,2024-04-17,Refund
FT0001020,CUST02049,STORE022,1548.5,2024-10-27,GiftCard
FT0001021,CUST02138,STORE013,399.56,2023-11-26,GiftCard
FT0001022,CUST00654,STORE048,851.91,2024-04-27,Refund
FT0001023,CUST00320,STORE018,1193.25,2024-10-16,Sale
FT0001024,CUST01574,STORE076,1256.57,2025-01-04,Refund
FT0001025,CUST01829,STORE040,1889.95,2025-01-08,Refund
FT0001026,CUST01918,STORE017,828.35,2024-03-06,Refund
FT0001027,CUST00139,STORE015,499.3,2024-08-25,Refund
FT0001028,CUST02893,STORE015,1884.26,2023-11-01,Refund
FT0001029,CUST02027,STORE079,1105.28,2024-12-11,GiftCard
FT0001030,CUST02307,STORE063,245.38,2025-02-28,GiftCard
FT0001031,CUST00902,STORE039,-183.84,2023-09-23,Sale
FT0001032,CUST00690,STORE013,1606.39,2025-04-12,Sale
FT0001033,CUST02040,STORE032,405.45,2023-08-01,Refund
FT0001034,CUST00010,STORE009,1151.17,2024-07-22,Sale
FT0001035,CUST00261,STORE040,677.04,2025-02-26,Sale
FT0001036,CUST01943,STORE020,-2.68,2024-03-05,Refund
FT0001037,CUST01674,STORE077,1004.22,2024-05-14,GiftCard
FT0001038,CUST02220,STORE080,-348.29,2025-03-18,GiftCard
FT0001039,CUST02946,STORE073,533.36,2024-03-14,Sale
FT0001040,CUST02061,STORE063,866.54,2023-09-27,GiftCard
FT0001041,CUST01192,STORE076,590.12,2024-05-08,GiftCard
FT0001042,CUST01620,STORE044,1371.68,2024-03-11,Sale
FT0001043,CUST00321,STORE038,1569.81,2023-09-29,Refund
FT0001044,CUST01343,STORE060,1428.11,2023-10-15,Sale
FT0001045,CUST01637,STORE071,-402.97,2024-09-02,Sale
FT0001046,CUST02377,STORE048,-14.68,2023-11-20,Sale
FT0001047,CUST02833,STORE018,841.52,2023-06-22,Refund
FT0001048,CUST02825,STORE016,1837.06,2025-02-02,Refund
FT0001049,CUST01995,STORE055,1587.39,2023-12-15,Refund
FT0001050,CUST02959,STORE039,1606.34,2024-07-26,Refund
FT0001051,CUST01944,STORE068,258.02,2024-08-07,Sale
FT0001052,CUST02039,STORE059,573.62,2024-05-08,GiftCard
FT0001053,CUST01119,STORE062,676.76,2025-03-17,Sale
FT0001054,CUST01605,STORE013,-106.57,2023-12-25,Refund
FT0001055,CUST02366,STORE006,-422.33,2025-04-01,GiftCard
FT0001056,CUST00236,STORE077,1867.26,2024-08-02,Sale
FT0001057,CUST01970,STORE060,101.78,2024-09-19,GiftCard
FT0001058,CUST00334,STORE014,99.87,2025-05-13,Refund
FT0001059,CUST01909,STORE054,-291.55,2024-08-23,GiftCard
FT0001060,CUST00376,STORE004,1821.27,2024-11-17,GiftCard
FT0001061,CUST01161,STORE039,949.34,2024-09-21,Refund
FT0001062,CUST02636,STORE072,1167.59,2024-10-30,GiftCard
FT0001063,CUST01571,STORE025,1778.94,2023-10-18,Sale
FT0001064,CUST02561,STORE077,364.05,2023-06-22,GiftCard
FT0001065,CUST01320,STORE032,1053.77,2024-10-07,Sale
FT0001066,CUST02966,STORE059,-403.0,2024-02-23,GiftCard
FT0001067,CUST01856,STORE063,-33.07,2024-12-24,GiftCard
FT0001068,CUST01373,STORE038,1578.11,2025-05-19,Refund
FT0001069,CUST00873,STORE053,1416.92,2024-01-07,Refund
FT0001070,CUST01253,STORE067,376.61,2024-03-15,Sale
FT0001071,CUST02318,STORE028,442.03,2024-01-26,Refund
FT0001072,CUST01852,STORE003,833.89,2024-05-23,Refund
FT0001073,CUST02846,STORE080,-499.4,2025-02-16,Refund
FT0001074,CUST01315,STORE022,103.11,2023-10-06,Refund
FT0001075,CUST00725,STORE038,20.58,2025-05-09,Refund
FT0001076,CUST02053,STORE072,126.21,2023-06-05,Sale
FT0001077,CUST02899,STORE072,1514.76,2024-05-18,Sale
FT0001078,CUST00078,STORE062,199.18,2023-07-18,Refund
FT0001079,CUST02622,STORE057,-21.2,2024-07-09,Refund
FT0001080,CUST00132,STORE006,760.66,2024-10-27,Sale
FT0001081,CUST00601,STORE078,1664.11,2025-02-27,GiftCard
FT0001082,CUST01773,STORE032,103.37,2024-03-01,Sale
FT0001083,CUST01066,STORE010,-303.66,2023-09-13,GiftCard
FT0001084,CUST02137,STORE003,391.01,2024-10-31,Refund
FT0001085,CUST02450,STORE059,1369.13,2024-03-24,Refund
FT0001086,CUST02344,STORE076,876.73,2025-05-17,Sale
FT0001087,CUST01864,STORE049,1541.98,2023-08-02,Refund
FT0001088,CUST01319,STORE059,1898.98,2023-07-17,GiftCard
FT0001089,CUST00616,STORE031,1481.66,2024-02-07,GiftCard
FT0001090,CUST02848,STORE069,1009.51,2024-08-07,Sale
FT0001091,CUST02470,STORE062,733.35,2024-01-08,GiftCard
FT0001092,CUST01889,STORE052,-399.83,2024-06-12,Sale
FT0001093,CUST01047,STORE041,1960.8,2024-09-07,Sale
FT0001094,CUST00575,STORE031,458.7,2023-08-11,GiftCard
FT0001095,CUST02191,STORE022,-119.43,2024-12-03,GiftCard
FT0001096,CUST00993,STORE004,1166.77,2023-06-26,GiftCard
FT0001097,CUST02713,STORE013,210.72,2023-12-28,GiftCard
FT0001098,CUST02193,STORE045,964.45,2024-12-16,GiftCard
FT0001099,CUST01249,STORE042,966.92,2024-09-18,GiftCard
FT0001100,CUST00503,STORE049,614.32,2023-07-05,GiftCard
FT0001101,CUST01998,STORE020,1590.3,2024-12-31,Refund
FT0001102,CUST00821,STORE077,162.42,2025-02-03,Sale
FT0001103,CUST02152,STORE054,621.58,2024-12-30,Sale
FT0001104,CUST01971,STORE036,844.23,2023-10-17,GiftCard
FT0001105,CUST00198,STORE001,1159.06,2025-05-12,Sale
FT0001106,CUST01670,STORE015,1459.93,2024-01-21,GiftCard
FT0001107,CUST02627,STORE077,487.02,2024-05-12,Refund
FT0001108,CUST02439,STORE017,1115.12,2024-08-06,Sale
FT0001109,CUST01203,STORE024,-123.47,2024-04-12,Sale
FT0001110,CUST02602,STORE058,1831.62,2023-05-27,Refund
FT0001111,CUST01472,STORE072,457.65,2024-08-25,Refund
FT0001112,CUST01647,STORE023,1323.8,2024-11-20,Refund
FT0001113,CUST01693,STORE046,-449.15,2024-10-04,Sale
FT0001114,CUST01313,STORE072,12.97,2024-01-06,Sale
FT0001115,CUST02036,STORE008,717.71,2023-11-19,Refund
FT0001116,CUST00478,STORE059,1695.63,2025-03-23,Refund
FT0001117,CUST01255,STORE059,818.14,2023-11-13,Refund
FT0001118,CUST00923,STORE013,1824.68,2025-03-10,Refund
FT0001119,CUST00420,STORE039,709.49,2024-04-26,Refund
FT0001120,CUST02205,STORE028,726.12,2023-09-22,GiftCard
FT0001121,CUST02598,STORE061,-200.63,2023-12-24,Refund
FT0001122,CUST01121,STORE016,1506.64,2024-07-30,GiftCard
FT0001123,CUST00951,STORE002,117.41,2023-06-28,Sale
FT0001124,CUST02337,STORE017,1749.03,2025-03-16,Sale
FT0001125,CUST01278,STORE030,1777.06,2023-11-26,GiftCard
FT0001126,CUST02244,STORE013,1858.28,2024-06-28,Refund
FT0001127,CUST02646,STORE013,800.58,2025-04-16,Sale
FT0001128,CUST01858,STORE043,1192.73,2024-04-21,Refund
FT0001129,CUST00517,STORE021,1446.29,2023-12-11,Refund
FT0001130,CUST01659,STORE055,-172.46,2023-12-30,GiftCard
FT0001131,CUST01866,STORE040,1002.39,2023-12-05,Sale
FT0001132,CUST02913,STORE015,-414.26,2023-06-12,Sale
FT0001133,CUST01142,STORE073,743.92,2023-08-24,GiftCard
FT0001134,CUST02854,STORE052,-112.89,2023-07-14,Refund
FT0001135,CUST01933,STORE074,-42.69,2025-04-13,Refund
FT0001136,CUST00815,STORE053,412.62,2023-11-02,Sale
FT0001137,CUST02276,STORE052,581.09,2025-04-01,GiftCard
FT0001138,CUST01901,STORE030,1057.93,2024-03-16,GiftCard
FT0001139,CUST02264,STORE033,-313.93,2024-07-19,Refund
FT0001140,CUST02996,STORE057,759.23,2024-01-03,Refund
FT0001141,CUST02063,STORE052,-43.44,2024-08-07,GiftCard
FT0001142,CUST02095,STORE009,934.94,2024-12-12,Sale
FT0001143,CUST02372,STORE054,1093.51,2025-04-05,Refund
FT0001144,CUST02892,STORE001,891.77,2024-12-26,GiftCard
FT0001145,CUST00130,STORE044,1345.74,2024-11-29,GiftCard
FT0001146,CUST00095,STORE075,339.02,2024-10-13,GiftCard
FT0001147,CUST02675,STORE080,1412.77,2023-12-27,Sale
FT0001148,CUST02803,STORE009,581.92,2024-05-24,Refund
FT0001149,CUST01956,STORE032,710.46,2023-09-11,Refund
FT0001150,CUST00794,STORE015,1120.26,2025-05-19,Refund
FT0001151,CUST01835,STORE012,-454.1,2024-07-03,Sale
FT0001152,CUST02117,STORE078,1134.99,2025-04-17,Refund
FT0001153,CUST01684,STORE057,1046.46,2023-11-16,Refund
FT0001154,CUST00011,STORE008,274.62,2023-12-02,Refund
FT0001155,CUST01866,STORE072,-285.51,2024-12-28,Refund
FT0001156,CUST02920,STORE027,-272.66,2023-11-07,Sale
FT0001157,CUST02598,STORE062,1808.06,2024-11-19,GiftCard
FT0001158,CUST00712,STORE012,1223.2,2024-12-19,GiftCard
FT0001159,CUST02071,STORE065,-182.24,2024-08-20,Refund
FT0001160,CUST00815,STORE042,391.81,2024-06-20,Refund
FT0001161,CUST00346,STORE062,981.21,2023-08-11,Refund
FT0001162,CUST02350,STORE011,1588.93,2024-12-09,Sale
FT0001163,CUST00363,STORE043,-390.85,2024-03-09,Refund
FT0001164,CUST02444,STORE017,91.58,2024-12-05,Sale
FT0001165,CUST02266,STORE032,1724.37,2024-01-03,Refund
FT0001166,CUST02189,STORE040,-477.09,2023-06-15,Refund
FT0001167,CUST00985,STORE023,3.5,2024-09-14,GiftCard
FT0001168,CUST01640,STORE056,1897.56,2024-01-03,Refund
FT0001169,CUST00828,STORE006,1033.5,2024-02-21,Sale
FT0001170,CUST02731,STORE050,154.18,2024-10-18,GiftCard
FT0001171,CUST00356,STORE037,-332.52,2024-05-27,Sale
FT0001172,CUST01348,STORE064,-429.52,2024-04-23,GiftCard
FT0001173,CUST02936,STORE054,111.86,2024-04-14,Sale
FT0001174,CUST01864,STORE072,1703.71,2023-12-02,GiftCard
FT0001175,CUST00127,STORE049,539.78,2024-07-06,Sale
FT0001176,CUST00604,STORE011,1300.83,2023-07-09,Sale
FT0001177,CUST01929,STORE049,1795.71,2024-06-28,Refund
FT0001178,CUST01014,STORE021,520.1,2024-12-18,GiftCard
FT0001179,CUST00051,STORE066,-21.81,2024-01-15,GiftCard
FT0001180,CUST02827,STORE063,792.79,2024-06-26,Refund
FT0001181,CUST01431,STORE028,1770.21,2024-10-23,Sale
FT0001182,CUST01793,STORE017,1510.94,2024-01-25,Sale
FT0001183,CUST02862,STORE006,-335.43,2024-06-23,GiftCard
FT0001184,CUST01637,STORE019,1231.43,2024-11-20,Sale
FT0001185,CUST01646,STORE056,929.74,2023-10-29,GiftCard
FT0001186,CUST02468,STORE028,1768.66,2024-11-18,GiftCard
FT0001187,CUST01206,STORE066,-193.8,2024-12-19,Sale
FT0001188,CUST02873,STORE038,835.09,2023-11-11,Sale
FT0001189,CUST01855,STORE037,1698.66,2024-11-10,Sale
FT0001190,CUST00567,STORE068,525.06,2025-01-09,Refund
FT0001191,CUST02419,STORE049,704.99,2024-01-25,GiftCard
FT0001192,CUST00936,STORE043,-323.85,2023-06-05,Sale
FT0001193,CUST01935,STORE036,195.36,2023-11-29,Refund
FT0001194,CUST02709,STORE058,311.27,2024-03-15,Sale
FT0001195,CUST01333,STORE013,1862.81,2025-03-04,GiftCard
FT0001196,CUST00202,STORE052,206.67,2023-10-30,Refund
FT0001197,CUST02361,STORE058,652.17,2024-04-15,GiftCard
FT0001198,CUST00117,STORE032,1178.26,2024-06-21,Sale
FT0001199,CUST00937,STORE060,-94.54,2023-08-02,Sale
FT0001200,CUST00575,STORE058,716.11,2023-08-16,Sale
FT0001201,CUST02292,STORE056,1346.35,2023-06-22,Refund
FT0001202,CUST00537,STORE028,1667.14,2023-05-26,Refund
FT0001203,CUST01626,STORE001,1065.65,2025-03-21,Refund
FT0001204,CUST02123,STORE042,1172.63,2025-03-10,Refund
FT0001205,CUST00386,STORE048,-184.29,2023-10-27,Sale
FT0001206,CUST00475,STORE040,1864.44,2025-04-01,Sale
FT0001207,CUST00418,STORE063,-168.56,2025-03-03,Sale
FT0001208,CUST02395,STORE076,1436.68,2023-08-22,Refund
FT0001209,CUST02688,STORE072,162.04,2024-01-01,Refund
FT0001210,CUST00939,STORE080,1833.98,2024-10-07,Sale
FT0001211,CUST00955,STORE004,1299.9,2025-05-18,Sale
FT0001212,CUST00876,STORE038,1384.53,2023-09-19,Refund
FT0001213,CUST00763,STORE027,47.65,2023-06-10,GiftCard
FT0001214,CUST01203,STORE009,607.6,2025-05-24,Sale
FT0001215,CUST01206,STORE016,1044.53,2023-12-07,Sale
FT0001216,CUST00664,STORE056,1424.93,2025-02-22,Sale
FT0001217,CUST00025,STORE076,-240.1,2024-12-30,Refund
FT0001218,CUST01991,STORE031,1905.91,2024-10-01,Sale
FT0001219,CUST01204,STORE014,1725.55,2025-04-22,Sale
FT0001220,CUST00710,STORE025,175.87,2023-09-30,Sale
FT0001221,CUST01880,STORE034,1556.9,2025-05-17,Sale
FT0001222,CUST01185,STORE067,795.81,2025-04-21,Sale
FT0001223,CUST02225,STORE024,654.52,2023-11-13,GiftCard
FT0001224,CUST00285,STORE073,286.09,2023-12-26,GiftCard
FT0001225,CUST00063,STORE026,952.42,2024-05-01,Sale
FT0001226,CUST01003,STORE020,1324.72,2023-09-21,Sale
FT0001227,CUST00662,STORE064,527.33,2023-10-14,Sale
FT0001228,CUST02714,STORE010,1073.05,2025-03-13,Sale
FT0001229,CUST02204,STORE067,1248.28,2023-11-22,Refund
FT0001230,CUST01493,STORE024,1277.8,2024-08-21,Refund
FT0001231,CUST00967,STORE005,-370.08,2024-03-04,Refund
FT0001232,CUST00849,STORE067,1649.37,2024-03-25,GiftCard
FT0001233,CUST01108,STORE058,645.63,2024-05-16,Sale
FT0001234,CUST00689,STORE027,156.04,2023-12-02,Refund
FT0001235,CUST00148,STORE080,104.41,2025-02-18,Sale
FT0001236,CUST00342,STORE015,707.54,2024-08-12,Sale
FT0001237,CUST02524,STORE035,1717.08,2024-11-23,GiftCard
FT0001238,CUST01087,STORE076,445.87,2025-05-07,GiftCard
FT0001239,CUST01725,STORE053,1374.31,2024-05-22,Refund
FT0001240,CUST01384,STORE044,-257.95,2025-05-07,Refund
FT0001241,CUST02609,STORE026,690.14,2024-04-08,GiftCard
FT0001242,CUST00327,STORE047,1979.22,2024-06-13,GiftCard
FT0001243,CUST01793,STORE034,1426.09,2023-12-26,Sale
FT0001244,CUST01760,STORE050,26.32,2025-02-10,Sale
FT0001245,CUST00990,STORE012,753.6,2024-10-29,Refund
FT0001246,CUST02263,STORE004,84.06,2025-02-07,Refund
FT0001247,CUST02483,STORE048,523.9,2025-03-19,GiftCard
FT0001248,CUST00952,STORE055,1450.21,2025-05-08,Refund
FT0001249,CUST00723,STORE001,1428.06,2024-03-29,Sale
FT0001250,CUST02080,STORE066,70.25,2023-11-24,GiftCard
FT0001251,CUST02718,STORE030,1805.56,2025-01-21,Sale
FT0001252,CUST02333,STORE003,981.42,2024-03-17,GiftCard
FT0001253,CUST00429,STORE021,449.81,2024-12-24,GiftCard
FT0001254,CUST01501,STORE049,754.84,2024-03-17,Sale
FT0001255,CUST00286,STORE062,1012.68,2025-03-28,Refund
FT0001256,CUST02066,STORE038,899.73,2024-05-24,Refund
FT0001257,CUST00769,STORE015,716.01,2024-11-13,Refund
FT0001258,CUST02638,STORE052,762.33,2024-02-14,Refund
