FeedbackID,CustomerID,ProductID,Rating,DateCreated
CFBP000499,CUST02386,PROD00681,4,2023-08-17
CFBP000500,CUST02203,PROD00214,4,2023-07-25
CFBP000501,CUST00868,PROD00251,4,2024-03-16
CFBP000502,CUST00394,PROD00543,3,2024-03-14
CFBP000503,CUST02553,PROD00319,2,2023-06-07
CFBP000504,CUST00971,PROD00183,1,2024-03-06
CFBP000505,CUST00313,PROD00189,4,2023-10-12
CFBP000506,CUST01283,PROD00725,2,2025-01-19
CFBP000507,CUST02062,PROD00127,1,2023-10-07
CFBP000508,CUST00077,PROD00296,2,2024-06-29
CFBP000509,CUST00409,PROD00023,3,2023-11-22
CFBP000510,CUST02442,PROD00530,4,2023-12-29
CFBP000511,CUST02268,PROD00079,5,2023-08-23
CFBP000512,CUST00744,PROD00546,4,2024-06-12
CFBP000513,CUST00433,PROD00470,4,2024-11-04
CFBP000514,CUST02854,PROD00619,3,2024-10-26
CFBP000515,CUST01479,PROD00305,1,2024-02-23
CFBP000516,CUST01678,PROD00448,4,2024-08-26
CFBP000517,CUST01832,PROD00199,1,2024-12-02
CFBP000518,CUST00988,PROD00191,1,2024-08-03
CFBP000519,CUST01522,PROD00232,3,2024-10-13
CFBP000520,CUST02702,PROD00574,4,2025-04-13
CFBP000521,CUST02865,PROD00554,3,2024-05-15
CFBP000522,CUST01554,PROD00024,3,2024-12-01
CFBP000523,CUST00755,PROD00675,5,2024-02-17
CFBP000524,CUST00676,PROD00461,3,2025-01-13
CFBP000525,CUST00832,PROD00183,5,2023-10-19
CFBP000526,CUST01120,PROD00433,1,2024-09-23
CFBP000527,CUST00028,PROD00607,1,2024-11-22
CFBP000528,CUST01254,PROD00083,2,2024-03-03
CFBP000529,CUST00416,PROD00093,2,2024-04-26
CFBP000530,CUST02073,PROD00278,1,2025-04-19
CFBP000531,CUST01711,PROD00617,4,2023-08-30
CFBP000532,CUST02721,PROD00085,2,2023-11-25
CFBP000533,CUST00542,PROD00573,3,2024-04-01
CFBP000534,CUST00165,PROD00208,2,2024-06-02
CFBP000535,CUST02256,PROD00670,1,2024-06-26
CFBP000536,CUST02997,PROD00581,4,2025-05-25
CFBP000537,CUST00985,PROD00444,1,2023-05-28
CFBP000538,CUST02662,PROD00774,4,2024-07-19
CFBP000539,CUST00373,PROD00746,2,2024-06-11
CFBP000540,CUST00618,PROD00370,3,2023-09-07
CFBP000541,CUST00069,PROD00651,3,2025-05-24
CFBP000542,CUST01544,PROD00792,1,2024-10-08
CFBP000543,CUST01659,PROD00476,4,2024-03-06
CFBP000544,CUST00101,PROD00504,2,2023-07-20
CFBP000545,CUST00001,PROD00231,4,2023-08-26
CFBP000546,CUST02399,PROD00360,4,2024-08-13
CFBP000547,CUST02055,PROD00563,4,2023-07-29
CFBP000548,CUST00318,PROD00751,2,2023-08-24
CFBP000549,CUST02671,PROD00019,4,2025-04-05
CFBP000550,CUST01879,PROD00690,3,2025-02-20
CFBP000551,CUST02557,PROD00209,1,2023-08-08
CFBP000552,CUST00186,PROD00131,5,2024-10-23
CFBP000553,CUST00728,PROD00743,4,2024-08-30
CFBP000554,CUST02510,PROD00384,3,2024-08-02
CFBP000555,CUST00343,PROD00092,3,2024-10-03
CFBP000556,CUST02683,PROD00543,1,2024-03-31
CFBP000557,CUST00713,PROD00362,1,2024-01-09
CFBP000558,CUST02624,PROD00761,5,2024-09-20
CFBP000559,CUST00136,PROD00124,5,2024-05-01
CFBP000560,CUST01923,PROD00648,5,2023-08-08
CFBP000561,CUST00383,PROD00273,2,2023-07-28
CFBP000562,CUST00186,PROD00355,2,2023-06-20
CFBP000563,CUST02687,PROD00100,3,2025-03-14
CFBP000564,CUST00928,PROD00731,1,2025-04-20
CFBP000565,CUST00964,PROD00616,4,2023-11-14
CFBP000566,CUST00561,PROD00301,1,2025-03-23
CFBP000567,CUST01190,PROD00609,2,2024-11-30
CFBP000568,CUST00898,PROD00203,3,2024-12-15
CFBP000569,CUST02687,PROD00021,4,2024-08-04
CFBP000570,CUST01929,PROD00198,5,2024-12-09
CFBP000571,CUST01838,PROD00112,5,2023-07-08
CFBP000572,CUST02369,PROD00149,2,2023-08-24
CFBP000573,CUST01713,PROD00381,3,2024-07-27
CFBP000574,CUST01739,PROD00755,1,2024-07-23
CFBP000575,CUST01181,PROD00183,2,2024-04-21
CFBP000576,CUST00858,PROD00796,1,2023-10-22
CFBP000577,CUST00285,PROD00337,4,2023-12-25
CFBP000578,CUST02399,PROD00338,1,2024-05-28
CFBP000579,CUST02131,PROD00300,4,2024-07-28
CFBP000580,CUST01648,PROD00601,3,2024-12-29
CFBP000581,CUST00666,PROD00222,2,2024-12-22
CFBP000582,CUST01394,PROD00760,1,2025-01-27
CFBP000583,CUST02589,PROD00409,3,2023-07-13
CFBP000584,CUST02025,PROD00689,3,2024-04-13
CFBP000585,CUST02528,PROD00118,1,2024-02-12
CFBP000586,CUST02261,PROD00174,5,2024-12-17
CFBP000587,CUST00930,PROD00219,5,2024-08-01
CFBP000588,CUST02408,PROD00376,4,2024-04-30
CFBP000589,CUST00214,PROD00730,3,2023-08-02
CFBP000590,CUST00304,PROD00319,2,2024-05-17
CFBP000591,CUST01404,PROD00589,2,2023-11-06
CFBP000592,CUST00200,PROD00088,3,2024-07-05
CFBP000593,CUST02286,PROD00078,5,2023-09-08
CFBP000594,CUST00671,PROD00441,3,2025-04-30
CFBP000595,CUST01729,PROD00201,4,2024-06-09
CFBP000596,CUST01250,PROD00576,3,2024-11-02
CFBP000597,CUST00879,PROD00415,1,2025-05-02
CFBP000598,CUST00251,PROD00004,5,2024-10-23
CFBP000599,CUST02524,PROD00083,1,2024-12-22
CFBP000600,CUST00498,PROD00705,1,2024-01-27
CFBP000601,CUST01988,PROD00493,3,2025-04-11
CFBP000602,CUST00978,PROD00006,3,2023-06-24
CFBP000603,CUST02749,PROD00705,2,2024-07-27
CFBP000604,CUST00784,PROD00729,1,2024-09-02
CFBP000605,CUST02477,PROD00347,3,2025-01-18
CFBP000606,CUST00539,PROD00534,2,2023-11-18
CFBP000607,CUST00901,PROD00657,1,2023-07-19
CFBP000608,CUST01467,PROD00797,2,2024-01-21
CFBP000609,CUST00210,PROD00451,5,2024-12-16
CFBP000610,CUST01734,PROD00145,4,2024-04-08
CFBP000611,CUST00491,PROD00002,1,2023-09-22
CFBP000612,CUST02519,PROD00288,3,2024-04-02
CFBP000613,CUST01710,PROD00225,5,2023-11-14
CFBP000614,CUST01754,PROD00437,2,2024-08-02
CFBP000615,CUST02616,PROD00214,4,2023-12-08
CFBP000616,CUST01919,PROD00166,1,2025-05-18
CFBP000617,CUST02035,PROD00373,4,2024-03-06
CFBP000618,CUST02712,PROD00653,5,2023-10-22
CFBP000619,CUST01930,PROD00507,4,2024-04-24
CFBP000620,CUST01487,PROD00576,1,2023-09-06
CFBP000621,CUST02598,PROD00333,5,2023-11-26
CFBP000622,CUST02004,PROD00212,2,2024-08-03
CFBP000623,CUST01501,PROD00289,1,2023-11-21
CFBP000624,CUST00198,PROD00610,4,2024-06-05
CFBP000625,CUST01968,PROD00166,1,2024-05-03
CFBP000626,CUST00521,PROD00126,5,2024-05-14
CFBP000627,CUST01523,PROD00157,4,2023-05-27
CFBP000628,CUST01535,PROD00762,2,2025-05-18
CFBP000629,CUST01714,PROD00573,3,2024-06-02
CFBP000630,CUST01349,PROD00032,2,2025-04-05
CFBP000631,CUST00688,PROD00274,1,2023-11-10
CFBP000632,CUST00467,PROD00301,3,2025-05-23
CFBP000633,CUST00596,PROD00021,5,2025-01-25
CFBP000634,CUST00139,PROD00524,4,2024-06-20
CFBP000635,CUST01015,PROD00756,4,2024-02-04
CFBP000636,CUST00242,PROD00615,5,2024-12-14
CFBP000637,CUST02364,PROD00276,1,2023-07-15
CFBP000638,CUST02715,PROD00007,2,2024-04-26
CFBP000639,CUST00733,PROD00455,3,2023-07-31
CFBP000640,CUST00135,PROD00130,5,2023-11-05
CFBP000641,CUST02627,PROD00299,1,2023-10-07
CFBP000642,CUST02487,PROD00097,1,2023-07-18
CFBP000643,CUST02125,PROD00277,3,2025-02-01
CFBP000644,CUST02448,PROD00285,5,2023-10-10
CFBP000645,CUST02422,PROD00800,2,2023-10-02
CFBP000646,CUST01511,PROD00173,2,2025-02-08
CFBP000647,CUST01819,PROD00332,5,2024-01-13
CFBP000648,CUST00758,PROD00205,4,2024-07-24
CFBP000649,CUST02797,PROD00103,2,2023-10-30
CFBP000650,CUST02812,PROD00625,4,2023-10-29
CFBP000651,CUST00417,PROD00360,5,2023-07-05
CFBP000652,CUST00207,PROD00131,1,2024-07-23
CFBP000653,CUST02389,PROD00039,5,2024-07-12
CFBP000654,CUST01644,PROD00307,1,2023-12-23
CFBP000655,CUST02769,PROD00520,5,2024-10-07
CFBP000656,CUST00311,PROD00046,4,2024-05-17
CFBP000657,CUST01332,PROD00194,4,2023-06-23
CFBP000658,CUST02673,PROD00518,5,2023-11-06
CFBP000659,CUST01400,PROD00570,1,2024-07-12
CFBP000660,CUST01551,PROD00169,5,2025-01-11
CFBP000661,CUST00083,PROD00122,1,2024-04-12
CFBP000662,CUST01601,PROD00249,4,2024-01-02
CFBP000663,CUST01476,PROD00207,3,2024-09-08
CFBP000664,CUST01027,PROD00115,2,2024-07-23
CFBP000665,CUST01480,PROD00239,4,2024-04-08
CFBP000666,CUST02921,PROD00566,5,2023-07-27
CFBP000667,CUST02284,PROD00076,5,2023-11-24
CFBP000668,CUST02437,PROD00169,1,2025-02-22
CFBP000669,CUST02441,PROD00048,2,2025-03-19
CFBP000670,CUST01665,PROD00736,4,2025-04-22
CFBP000671,CUST01783,PROD00070,2,2023-12-14
CFBP000672,CUST02795,PROD00508,2,2023-06-29
CFBP000673,CUST02078,PROD00155,4,2025-02-18
CFBP000674,CUST01607,PROD00559,1,2023-07-08
CFBP000675,CUST00982,PROD00461,1,2024-03-03
CFBP000676,CUST00605,PROD00373,1,2024-02-26
CFBP000677,CUST02331,PROD00791,3,2025-04-11
CFBP000678,CUST00238,PROD00202,2,2025-02-19
CFBP000679,CUST00731,PROD00654,3,2024-07-24
CFBP000680,CUST01343,PROD00317,1,2024-12-13
CFBP000681,CUST01995,PROD00451,4,2024-12-15
CFBP000682,CUST01361,PROD00638,2,2023-05-26
CFBP000683,CUST02079,PROD00665,4,2023-11-18
CFBP000684,CUST00978,PROD00577,5,2023-09-09
CFBP000685,CUST00915,PROD00096,2,2024-03-26
CFBP000686,CUST01638,PROD00693,4,2024-02-08
CFBP000687,CUST01629,PROD00496,1,2023-11-24
CFBP000688,CUST02255,PROD00362,3,2025-05-11
CFBP000689,CUST01982,PROD00457,4,2023-06-28
CFBP000690,CUST02951,PROD00178,5,2024-01-01
CFBP000691,CUST00583,PROD00129,1,2023-12-09
CFBP000692,CUST00460,PROD00490,5,2023-10-22
CFBP000693,CUST00136,PROD00039,3,2025-04-26
CFBP000694,CUST01977,PROD00458,5,2025-04-02
CFBP000695,CUST00978,PROD00350,4,2025-04-18
CFBP000696,CUST00284,PROD00645,4,2023-07-17
CFBP000697,CUST02898,PROD00452,1,2024-12-07
CFBP000698,CUST02399,PROD00380,3,2025-02-12
CFBP000699,CUST00017,PROD00109,3,2024-03-29
CFBP000700,CUST01239,PROD00584,2,2024-08-07
CFBP000701,CUST01423,PROD00208,2,2024-08-30
CFBP000702,CUST02462,PROD00577,4,2023-11-04
CFBP000703,CUST01268,PROD00241,5,2023-08-11
CFBP000704,CUST02054,PROD00591,5,2024-11-01
CFBP000705,CUST00780,PROD00088,1,2024-12-22
CFBP000706,CUST02135,PROD00399,3,2024-12-13
CFBP000707,CUST02237,PROD00690,4,2024-11-14
CFBP000708,CUST01640,PROD00262,5,2024-02-06
CFBP000709,CUST00420,PROD00578,2,2023-08-04
CFBP000710,CUST01827,PROD00325,4,2023-09-28
CFBP000711,CUST02296,PROD00371,1,2025-05-15
CFBP000712,CUST00860,PROD00105,4,2024-12-05
CFBP000713,CUST00207,PROD00098,5,2025-04-29
CFBP000714,CUST02472,PROD00487,1,2024-01-01
CFBP000715,CUST02597,PROD00096,2,2023-11-21
CFBP000716,CUST02535,PROD00472,2,2024-10-28
CFBP000717,CUST02181,PROD00046,5,2023-10-28
CFBP000718,CUST02041,PROD00031,1,2024-04-09
CFBP000719,CUST00115,PROD00408,2,2023-10-31
CFBP000720,CUST02425,PROD00375,1,2024-11-17
CFBP000721,CUST00211,PROD00382,4,2024-09-17
CFBP000722,CUST00132,PROD00716,3,2024-08-30
CFBP000723,CUST01398,PROD00660,3,2024-03-16
CFBP000724,CUST00154,PROD00644,3,2024-09-04
CFBP000725,CUST00920,PROD00698,2,2024-06-30
CFBP000726,CUST01447,PROD00701,5,2023-06-22
CFBP000727,CUST00952,PROD00489,3,2023-10-23
CFBP000728,CUST02854,PROD00639,5,2023-09-02
CFBP000729,CUST01390,PROD00309,3,2025-02-07
CFBP000730,CUST01718,PROD00599,4,2025-01-01
CFBP000731,CUST00147,PROD00633,3,2025-03-22
CFBP000732,CUST01818,PROD00135,5,2023-11-02
CFBP000733,CUST00715,PROD00328,2,2024-07-02
CFBP000734,CUST01597,PROD00199,4,2025-03-24
CFBP000735,CUST02279,PROD00683,5,2025-02-09
CFBP000736,CUST02499,PROD00260,1,2023-09-27
CFBP000737,CUST01524,PROD00124,3,2023-06-29
CFBP000738,CUST00907,PROD00754,4,2024-06-20
CFBP000739,CUST01647,PROD00583,2,2025-01-12
CFBP000740,CUST01725,PROD00382,1,2024-11-05
CFBP000741,CUST02031,PROD00507,3,2025-02-25
CFBP000742,CUST02155,PROD00571,4,2025-02-22
CFBP000743,CUST02141,PROD00109,5,2024-04-27
CFBP000744,CUST01660,PROD00041,3,2024-06-11
CFBP000745,CUST00829,PROD00445,4,2024-05-24
CFBP000746,CUST02188,PROD00798,3,2023-12-06
CFBP000747,CUST01338,PROD00146,4,2023-10-31
CFBP000748,CUST00011,PROD00798,5,2024-02-14
CFBP000749,CUST02496,PROD00564,3,2024-08-20
CFBP000750,CUST02975,PROD00176,4,2025-04-02
CFBP000751,CUST02443,PROD00279,1,2025-05-05
CFBP000752,CUST01529,PROD00380,2,2025-02-01
CFBP000753,CUST00378,PROD00165,4,2024-10-19
CFBP000754,CUST00361,PROD00486,4,2024-11-22
CFBP000755,CUST02731,PROD00764,4,2024-04-02
CFBP000756,CUST01572,PROD00615,3,2024-07-23
CFBP000757,CUST00642,PROD00565,2,2024-01-03
CFBP000758,CUST00573,PROD00767,3,2025-03-06
CFBP000759,CUST01956,PROD00361,4,2024-08-21
CFBP000760,CUST01585,PROD00173,4,2024-01-29
CFBP000761,CUST00923,PROD00763,2,2024-02-03
CFBP000762,CUST02444,PROD00177,1,2025-04-22
CFBP000763,CUST02234,PROD00049,3,2025-01-07
CFBP000764,CUST01542,PROD00111,1,2025-04-16
CFBP000765,CUST01815,PROD00210,4,2025-03-15
CFBP000766,CUST02419,PROD00760,4,2024-11-20
CFBP000767,CUST01890,PROD00687,5,2024-07-08
CFBP000768,CUST01900,PROD00619,5,2023-11-07
CFBP000769,CUST01228,PROD00665,1,2025-04-25
CFBP000770,CUST02656,PROD00155,5,2023-08-18
CFBP000771,CUST02330,PROD00652,2,2024-08-08
CFBP000772,CUST01440,PROD00663,1,2025-01-13
CFBP000773,CUST01057,PROD00273,5,2024-05-27
CFBP000774,CUST02130,PROD00556,5,2024-12-29
CFBP000775,CUST01507,PROD00583,2,2025-01-17
CFBP000776,CUST02196,PROD00637,2,2023-11-11
CFBP000777,CUST01631,PROD00664,1,2024-12-20
CFBP000778,CUST00965,PROD00455,3,2023-12-30
CFBP000779,CUST00992,PROD00316,2,2023-10-22
CFBP000780,CUST02996,PROD00732,5,2024-09-17
CFBP000781,CUST00495,PROD00215,1,2025-03-06
CFBP000782,CUST01194,PROD00330,3,2024-08-26
CFBP000783,CUST02771,PROD00144,1,2023-09-30
CFBP000784,CUST00703,PROD00619,5,2025-05-21
CFBP000785,CUST01031,PROD00354,3,2025-03-06
CFBP000786,CUST01404,PROD00281,3,2024-02-15
CFBP000787,CUST00826,PROD00322,2,2023-11-25
CFBP000788,CUST02482,PROD00306,4,2023-11-21
CFBP000789,CUST01058,PROD00479,5,2024-06-07
CFBP000790,CUST00563,PROD00390,4,2024-04-28
CFBP000791,CUST02186,PROD00064,5,2024-08-11
CFBP000792,CUST00367,PROD00796,1,2025-03-05
CFBP000793,CUST02154,PROD00265,4,2023-06-08
CFBP000794,CUST00794,PROD00006,3,2025-04-24
CFBP000795,CUST00636,PROD00168,2,2024-06-27
CFBP000796,CUST01706,PROD00355,5,2024-02-03
CFBP000797,CUST00987,PROD00173,2,2025-04-02
CFBP000798,CUST00958,PROD00119,5,2024-08-18
CFBP000799,CUST00855,PROD00226,3,2023-07-08
CFBP000800,CUST02126,PROD00174,3,2024-01-03
CFBP000801,CUST01570,PROD00129,3,2024-01-01
CFBP000802,CUST02257,PROD00187,3,2024-03-08
CFBP000803,CUST01435,PROD00063,3,2024-05-23
CFBP000804,CUST00008,PROD00274,2,2024-04-29
CFBP000805,CUST00737,PROD00598,1,2023-07-26
CFBP000806,CUST02275,PROD00210,4,2024-06-11
CFBP000807,CUST02223,PROD00193,2,2024-11-11
CFBP000808,CUST00081,PROD00750,4,2023-11-07
CFBP000809,CUST01159,PROD00532,1,2025-02-15
CFBP000810,CUST00238,PROD00182,5,2023-06-10
CFBP000811,CUST01496,PROD00560,1,2024-03-10
CFBP000812,CUST01050,PROD00228,1,2025-01-06
CFBP000813,CUST00187,PROD00566,5,2024-09-23
CFBP000814,CUST01906,PROD00614,4,2024-04-22
CFBP000815,CUST00630,PROD00089,3,2023-08-12
CFBP000816,CUST01733,PROD00144,5,2024-07-24
CFBP000817,CUST00815,PROD00660,5,2024-06-06
CFBP000818,CUST00614,PROD00742,1,2024-05-17
CFBP000819,CUST02940,PROD00250,5,2023-10-28
CFBP000820,CUST01187,PROD00225,2,2025-05-16
CFBP000821,CUST02226,PROD00673,3,2024-01-07
CFBP000822,CUST00985,PROD00168,1,2025-04-01
CFBP000823,CUST02328,PROD00110,4,2023-09-17
CFBP000824,CUST00798,PROD00773,4,2023-07-30
CFBP000825,CUST01078,PROD00173,4,2024-07-21
CFBP000826,CUST00067,PROD00511,4,2024-08-21
CFBP000827,CUST00544,PROD00297,4,2024-03-25
CFBP000828,CUST01787,PROD00243,1,2025-02-05
CFBP000829,CUST00520,PROD00209,2,2024-02-05
CFBP000830,CUST02547,PROD00243,2,2023-10-25
CFBP000831,CUST00946,PROD00254,4,2023-12-22
CFBP000832,CUST01455,PROD00082,2,2025-02-26
CFBP000833,CUST02775,PROD00434,3,2024-07-26
CFBP000834,CUST01059,PROD00475,2,2025-01-23
CFBP000835,CUST02237,PROD00543,5,2023-06-07
CFBP000836,CUST01113,PROD00004,4,2025-05-08
CFBP000837,CUST00947,PROD00194,5,2024-12-19
CFBP000838,CUST00136,PROD00056,5,2023-07-04
CFBP000839,CUST02594,PROD00261,4,2023-10-25
CFBP000840,CUST00793,PROD00593,1,2023-09-22
CFBP000841,CUST01137,PROD00566,2,2024-04-16
CFBP000842,CUST01363,PROD00380,3,2024-09-16
CFBP000843,CUST00555,PROD00487,1,2025-02-04
CFBP000844,CUST02942,PROD00096,3,2025-04-03
CFBP000845,CUST00946,PROD00336,4,2023-09-12
CFBP000846,CUST02573,PROD00769,2,2023-07-10
CFBP000847,CUST02222,PROD00716,1,2024-08-27
CFBP000848,CUST02685,PROD00723,4,2023-10-30
CFBP000849,CUST02255,PROD00329,1,2024-01-29
CFBP000850,CUST01367,PROD00496,5,2024-05-08
CFBP000851,CUST00949,PROD00638,2,2025-03-29
CFBP000852,CUST00104,PROD00519,2,2024-08-18
CFBP000853,CUST01047,PROD00125,4,2025-04-29
CFBP000854,CUST01861,PROD00783,4,2024-09-24
CFBP000855,CUST02338,PROD00620,4,2025-03-04
CFBP000856,CUST02615,PROD00260,2,2024-07-06
CFBP000857,CUST00964,PROD00582,5,2023-07-16
CFBP000858,CUST00838,PROD00550,2,2025-01-01
CFBP000859,CUST02459,PROD00687,4,2023-06-19
CFBP000860,CUST01583,PROD00700,3,2024-05-29
CFBP000861,CUST00882,PROD00739,5,2023-08-15
CFBP000862,CUST02934,PROD00770,2,2023-06-22
CFBP000863,CUST00424,PROD00709,3,2024-10-30
CFBP000864,CUST02203,PROD00008,5,2023-10-23
CFBP000865,CUST02199,PROD00563,2,2023-12-02
CFBP000866,CUST00212,PROD00373,4,2023-07-02
CFBP000867,CUST01216,PROD00222,2,2024-11-22
CFBP000868,CUST00881,PROD00531,5,2025-02-15
CFBP000869,CUST00755,PROD00350,4,2023-07-14
CFBP000870,CUST01122,PROD00759,1,2024-08-12
CFBP000871,CUST02589,PROD00031,3,2023-09-04
CFBP000872,CUST00701,PROD00592,4,2023-11-11
CFBP000873,CUST02220,PROD00358,4,2024-07-11
CFBP000874,CUST00371,PROD00022,5,2024-12-17
CFBP000875,CUST01733,PROD00289,5,2024-11-21
CFBP000876,CUST01164,PROD00754,3,2025-02-22
CFBP000877,CUST00913,PROD00214,5,2024-05-20
CFBP000878,CUST01829,PROD00712,4,2025-01-22
CFBP000879,CUST00802,PROD00165,3,2024-03-08
CFBP000880,CUST02304,PROD00140,3,2024-10-08
CFBP000881,CUST00990,PROD00370,2,2024-03-10
CFBP000882,CUST00676,PROD00320,4,2024-07-14
CFBP000883,CUST02912,PROD00409,4,2023-06-09
CFBP000884,CUST00416,PROD00438,5,2024-11-10
CFBP000885,CUST02377,PROD00797,4,2024-02-08
CFBP000886,CUST02966,PROD00013,5,2025-05-14
CFBP000887,CUST01163,PROD00501,4,2024-04-29
CFBP000888,CUST00962,PROD00026,2,2024-09-26
CFBP000889,CUST02872,PROD00534,4,2024-10-21
CFBP000890,CUST01621,PROD00076,2,2023-06-11
CFBP000891,CUST01536,PROD00366,4,2025-05-23
CFBP000892,CUST00249,PROD00491,4,2023-12-23
CFBP000893,CUST01887,PROD00092,1,2024-01-16
CFBP000894,CUST02793,PROD00266,4,2024-05-17
CFBP000895,CUST02356,PROD00560,2,2024-06-10
CFBP000896,CUST00573,PROD00499,3,2024-11-06
CFBP000897,CUST01809,PROD00170,2,2024-02-17
CFBP000898,CUST00798,PROD00346,4,2025-02-05
CFBP000899,CUST01001,PROD00757,5,2023-07-09
CFBP000900,CUST00761,PROD00228,1,2024-09-15
CFBP000901,CUST00293,PROD00699,5,2024-09-03
CFBP000902,CUST02458,PROD00680,1,2024-08-21
CFBP000903,CUST00198,PROD00203,1,2025-01-04
CFBP000904,CUST00080,PROD00446,5,2023-10-28
CFBP000905,CUST01409,PROD00518,4,2024-05-15
CFBP000906,CUST00137,PROD00132,2,2025-01-23
CFBP000907,CUST00213,PROD00245,5,2024-07-11
CFBP000908,CUST01863,PROD00091,3,2024-07-24
CFBP000909,CUST00619,PROD00126,1,2025-03-29
CFBP000910,CUST00960,PROD00472,2,2025-05-20
CFBP000911,CUST02214,PROD00242,3,2023-07-27
CFBP000912,CUST02478,PROD00502,2,2023-08-23
CFBP000913,CUST02169,PROD00761,4,2024-08-25
CFBP000914,CUST02379,PROD00387,3,2025-02-08
CFBP000915,CUST01723,PROD00007,5,2025-02-02
CFBP000916,CUST01162,PROD00088,2,2025-05-22
CFBP000917,CUST01890,PROD00598,5,2023-11-26
CFBP000918,CUST02041,PROD00145,5,2025-03-22
CFBP000919,CUST01554,PROD00451,2,2023-12-03
CFBP000920,CUST01100,PROD00331,2,2023-09-17
CFBP000921,CUST02668,PROD00710,1,2023-11-06
CFBP000922,CUST01689,PROD00164,1,2024-02-10
CFBP000923,CUST00037,PROD00657,3,2024-04-03
CFBP000924,CUST00845,PROD00342,3,2024-02-20
CFBP000925,CUST01682,PROD00001,3,2025-02-14
CFBP000926,CUST02845,PROD00120,1,2023-12-15
CFBP000927,CUST01644,PROD00579,5,2024-02-29
CFBP000928,CUST02334,PROD00464,4,2024-04-25
CFBP000929,CUST01264,PROD00462,4,2024-03-02
CFBP000930,CUST02935,PROD00049,2,2024-06-08
CFBP000931,CUST02268,PROD00327,1,2025-02-06
CFBP000932,CUST02044,PROD00474,2,2023-12-01
CFBP000933,CUST00216,PROD00368,4,2025-03-01
CFBP000934,CUST00681,PROD00287,2,2024-04-06
CFBP000935,CUST02341,PROD00024,1,2024-05-07
CFBP000936,CUST01813,PROD00723,1,2023-08-03
CFBP000937,CUST01508,PROD00293,1,2023-06-18
CFBP000938,CUST02091,PROD00449,4,2024-03-01
CFBP000939,CUST01117,PROD00063,1,2025-01-11
CFBP000940,CUST01293,PROD00568,3,2025-05-11
CFBP000941,CUST01645,PROD00458,3,2025-04-29
CFBP000942,CUST02741,PROD00530,1,2023-10-15
CFBP000943,CUST01239,PROD00413,3,2025-04-12
CFBP000944,CUST00959,PROD00589,1,2025-01-28
CFBP000945,CUST02162,PROD00260,4,2024-12-23
CFBP000946,CUST02969,PROD00633,3,2025-01-13
CFBP000947,CUST01149,PROD00184,4,2024-08-07
CFBP000948,CUST02285,PROD00048,3,2024-09-03
CFBP000949,CUST02701,PROD00147,5,2024-09-22
CFBP000950,CUST01829,PROD00794,5,2024-10-28
CFBP000951,CUST00158,PROD00592,4,2024-08-15
CFBP000952,CUST00908,PROD00748,3,2025-01-22
CFBP000953,CUST01529,PROD00409,5,2023-08-24
CFBP000954,CUST02901,PROD00440,1,2024-11-08
CFBP000955,CUST01141,PROD00458,2,2024-01-16
CFBP000956,CUST02934,PROD00229,5,2024-03-19
CFBP000957,CUST01560,PROD00284,5,2024-05-13
CFBP000958,CUST02108,PROD00573,1,2023-09-17
CFBP000959,CUST02449,PROD00732,5,2024-11-17
CFBP000960,CUST01898,PROD00345,5,2024-04-20
CFBP000961,CUST00828,PROD00601,5,2024-03-16
CFBP000962,CUST01801,PROD00264,3,2024-03-04
CFBP000963,CUST01204,PROD00740,5,2024-07-06
CFBP000964,CUST02524,PROD00378,2,2024-04-20
CFBP000965,CUST02703,PROD00103,3,2024-01-09
CFBP000966,CUST00845,PROD00600,3,2024-05-17
CFBP000967,CUST02972,PROD00023,4,2024-08-05
CFBP000968,CUST01269,PROD00293,5,2023-12-12
CFBP000969,CUST00638,PROD00267,2,2024-12-22
CFBP000970,CUST00649,PROD00529,2,2025-04-20
CFBP000971,CUST02261,PROD00476,4,2025-03-30
CFBP000972,CUST01630,PROD00451,2,2024-04-01
CFBP000973,CUST00990,PROD00285,3,2024-09-18
CFBP000974,CUST00804,PROD00313,1,2024-06-12
CFBP000975,CUST00128,PROD00162,3,2023-06-10
CFBP000976,CUST00952,PROD00590,1,2024-09-25
CFBP000977,CUST02265,PROD00122,2,2024-10-02
CFBP000978,CUST02759,PROD00481,5,2024-08-26
CFBP000979,CUST00020,PROD00112,1,2024-05-09
CFBP000980,CUST01782,PROD00239,3,2024-06-15
CFBP000981,CUST00675,PROD00210,3,2024-05-30
CFBP000982,CUST02762,PROD00349,3,2024-10-27
CFBP000983,CUST00739,PROD00511,3,2023-09-06
CFBP000984,CUST00557,PROD00002,4,2024-08-14
CFBP000985,CUST02245,PROD00715,2,2024-11-27
CFBP000986,CUST02984,PROD00799,5,2024-09-15
CFBP000987,CUST02726,PROD00629,4,2025-03-27
CFBP000988,CUST00504,PROD00461,2,2024-08-08
CFBP000989,CUST01271,PROD00482,1,2023-07-24
CFBP000990,CUST00738,PROD00626,4,2024-02-10
CFBP000991,CUST00792,PROD00586,4,2024-04-26
CFBP000992,CUST01371,PROD00241,4,2025-05-16
CFBP000993,CUST00197,PROD00054,4,2023-11-10
CFBP000994,CUST01131,PROD00671,1,2024-06-26
CFBP000995,CUST02829,PROD00467,3,2024-08-31
CFBP000996,CUST00744,PROD00109,4,2024-08-31
CFBP000997,CUST01637,PROD00280,2,2023-06-26
