InteractionID,CustomerID,SatisfactionRating,DateCreated
CSI000665,CUST00927,4,2024-07-09
CSI000666,CUST01899,1,2024-07-28
CSI000667,CUST01373,5,2024-08-04
CSI000668,CUST00954,2,2023-11-29
CSI000669,CUST01674,3,2024-12-18
CSI000670,CUST01343,3,2024-11-10
CSI000671,CUST02743,1,2024-03-30
CSI000672,CUST02105,2,2024-07-31
CSI000673,CUST00240,2,2024-05-18
CSI000674,CUST02475,4,2023-05-30
CSI000675,CUST02665,3,2024-03-31
CSI000676,CUST02625,4,2023-07-28
CSI000677,CUST02188,2,2023-07-17
CSI000678,CUST02110,1,2025-01-20
CSI000679,CUST00152,1,2023-11-29
CSI000680,CUST00130,5,2024-12-26
CSI000681,CUST02479,1,2023-11-05
CSI000682,CUST01464,3,2025-04-14
CSI000683,CUST01236,5,2025-01-29
CSI000684,CUST00400,3,2024-05-29
CSI000685,CUST02722,4,2025-03-12
CSI000686,CUST01741,4,2023-11-15
CSI000687,CUST01938,1,2025-04-27
CSI000688,CUST00541,5,2025-05-17
CSI000689,CUST00182,3,2023-06-26
CSI000690,CUST01075,3,2024-07-25
CSI000691,CUST01771,2,2023-06-16
CSI000692,CUST02574,1,2024-06-17
CSI000693,CUST02398,4,2024-05-11
CSI000694,CUST01082,2,2024-08-15
CSI000695,CUST00419,4,2025-03-15
CSI000696,CUST01161,4,2024-02-22
CSI000697,CUST00640,3,2024-05-23
CSI000698,CUST02085,4,2024-08-07
CSI000699,CUST00494,5,2024-12-27
CSI000700,CUST00359,4,2023-12-19
CSI000701,CUST01804,5,2023-12-09
CSI000702,CUST01109,4,2025-03-11
CSI000703,CUST02699,2,2024-07-22
CSI000704,CUST00539,3,2024-11-07
CSI000705,CUST00344,2,2024-10-21
CSI000706,CUST02793,3,2024-11-15
CSI000707,CUST02219,2,2023-09-02
CSI000708,CUST01714,1,2024-03-26
CSI000709,CUST00866,4,2025-01-10
CSI000710,CUST02068,4,2025-03-07
CSI000711,CUST01933,1,2025-01-26
CSI000712,CUST02351,1,2023-10-28
CSI000713,CUST00776,5,2024-10-05
CSI000714,CUST00997,2,2023-11-20
CSI000715,CUST02375,4,2023-08-29
CSI000716,CUST00576,5,2023-08-26
CSI000717,CUST01036,4,2024-04-11
CSI000718,CUST00361,1,2024-01-21
CSI000719,CUST02820,5,2024-05-22
CSI000720,CUST00296,5,2024-12-21
CSI000721,CUST01427,5,2024-10-22
CSI000722,CUST02817,2,2024-07-18
CSI000723,CUST01399,5,2023-07-31
CSI000724,CUST01771,4,2024-01-28
CSI000725,CUST02807,2,2024-10-10
CSI000726,CUST02701,4,2023-12-25
CSI000727,CUST02866,5,2025-04-14
CSI000728,CUST00693,5,2024-10-20
CSI000729,CUST00500,4,2024-08-20
CSI000730,CUST01068,3,2023-11-19
CSI000731,CUST01133,5,2024-05-10
CSI000732,CUST01122,5,2024-01-26
CSI000733,CUST01763,2,2024-09-19
CSI000734,CUST01242,4,2023-08-15
CSI000735,CUST02197,5,2024-12-13
CSI000736,CUST00947,4,2023-10-01
CSI000737,CUST01616,2,2024-04-19
CSI000738,CUST00564,4,2024-02-06
CSI000739,CUST00063,4,2024-09-22
CSI000740,CUST01620,2,2024-12-22
CSI000741,CUST01974,5,2025-02-07
CSI000742,CUST00394,4,2024-07-05
CSI000743,CUST01527,3,2024-01-06
CSI000744,CUST01502,5,2024-11-03
CSI000745,CUST02107,2,2024-01-12
CSI000746,CUST00520,1,2023-11-04
CSI000747,CUST02867,3,2025-02-19
CSI000748,CUST00389,5,2024-12-21
CSI000749,CUST00588,2,2024-06-15
CSI000750,CUST01614,3,2023-09-30
CSI000751,CUST00636,5,2024-11-14
CSI000752,CUST02572,1,2024-02-25
CSI000753,CUST00280,5,2023-06-05
CSI000754,CUST02613,1,2025-01-01
CSI000755,CUST01985,1,2024-01-05
CSI000756,CUST02282,4,2024-04-07
CSI000757,CUST00186,2,2025-05-09
CSI000758,CUST00805,4,2024-12-24
CSI000759,CUST00075,1,2024-03-12
CSI000760,CUST02986,2,2024-12-20
CSI000761,CUST00710,2,2023-09-03
CSI000762,CUST02281,2,2025-03-27
CSI000763,CUST01192,3,2024-09-02
CSI000764,CUST00535,5,2024-02-08
CSI000765,CUST01431,1,2025-05-15
CSI000766,CUST02022,2,2023-10-18
CSI000767,CUST01254,3,2024-08-03
CSI000768,CUST00896,3,2024-05-25
CSI000769,CUST00972,1,2023-12-11
CSI000770,CUST00647,4,2024-12-12
CSI000771,CUST02341,3,2024-09-11
CSI000772,CUST02039,1,2024-09-10
CSI000773,CUST00038,3,2023-07-21
CSI000774,CUST01256,1,2024-01-12
CSI000775,CUST02216,2,2023-08-25
CSI000776,CUST00103,4,2025-05-15
CSI000777,CUST00145,3,2024-03-14
CSI000778,CUST00755,3,2024-02-07
CSI000779,CUST02708,3,2024-06-15
CSI000780,CUST00366,5,2024-09-12
CSI000781,CUST02201,5,2024-04-24
CSI000782,CUST02876,2,2023-06-23
CSI000783,CUST02470,3,2024-03-24
CSI000784,CUST02367,4,2024-08-08
CSI000785,CUST01831,5,2024-05-19
CSI000786,CUST01728,1,2024-07-24
CSI000787,CUST02533,1,2024-04-14
CSI000788,CUST00083,1,2024-09-03
CSI000789,CUST01312,2,2024-06-10
CSI000790,CUST01895,3,2025-03-08
CSI000791,CUST01513,3,2025-03-26
CSI000792,CUST01657,5,2023-12-25
CSI000793,CUST02127,1,2023-12-25
CSI000794,CUST01616,2,2024-01-23
CSI000795,CUST00151,4,2024-12-20
CSI000796,CUST02804,3,2024-11-12
CSI000797,CUST00730,3,2025-01-04
CSI000798,CUST02063,2,2023-11-07
CSI000799,CUST00101,5,2024-07-01
CSI000800,CUST00780,2,2024-02-14
CSI000801,CUST01059,5,2023-09-01
CSI000802,CUST02399,3,2025-05-06
CSI000803,CUST02331,5,2024-06-25
CSI000804,CUST00637,5,2024-09-13
CSI000805,CUST01760,5,2024-11-15
CSI000806,CUST01697,5,2024-07-14
CSI000807,CUST00525,1,2024-10-17
CSI000808,CUST00165,1,2024-04-29
CSI000809,CUST00428,1,2024-01-04
CSI000810,CUST01282,1,2025-03-13
CSI000811,CUST00934,2,2024-07-14
CSI000812,CUST02491,4,2024-12-12
CSI000813,CUST02674,5,2025-05-09
CSI000814,CUST02117,2,2023-09-18
CSI000815,CUST02322,1,2024-03-26
CSI000816,CUST00560,5,2024-08-16
CSI000817,CUST00849,4,2025-04-22
CSI000818,CUST01346,5,2023-10-14
CSI000819,CUST01969,3,2024-02-27
CSI000820,CUST01386,3,2023-07-12
CSI000821,CUST02618,2,2024-08-04
CSI000822,CUST01955,4,2023-07-31
CSI000823,CUST00590,2,2024-10-31
CSI000824,CUST00499,5,2023-06-12
CSI000825,CUST02252,4,2024-10-16
CSI000826,CUST02823,2,2024-01-02
CSI000827,CUST01530,5,2024-04-21
CSI000828,CUST01639,1,2024-09-09
CSI000829,CUST01133,5,2024-08-19
CSI000830,CUST01861,2,2023-11-02
CSI000831,CUST00388,4,2024-07-12
CSI000832,CUST00416,4,2023-09-18
CSI000833,CUST00901,1,2025-01-18
CSI000834,CUST01592,2,2025-04-16
CSI000835,CUST00312,1,2025-03-20
CSI000836,CUST02300,3,2023-07-29
CSI000837,CUST02036,5,2023-11-22
CSI000838,CUST01608,3,2024-12-05
CSI000839,CUST01716,3,2024-02-20
CSI000840,CUST00203,1,2024-12-18
CSI000841,CUST00110,1,2023-07-12
CSI000842,CUST00082,5,2023-06-17
CSI000843,CUST01620,1,2024-03-31
CSI000844,CUST00769,1,2024-12-15
CSI000845,CUST02241,1,2024-02-10
CSI000846,CUST00139,1,2024-03-01
CSI000847,CUST00221,1,2024-08-03
CSI000848,CUST00861,3,2023-06-25
CSI000849,CUST02388,3,2025-01-27
CSI000850,CUST02526,5,2025-02-12
CSI000851,CUST00959,4,2025-05-12
CSI000852,CUST01446,5,2024-10-15
CSI000853,CUST02861,2,2023-08-15
CSI000854,CUST01610,5,2025-01-17
CSI000855,CUST02246,5,2024-02-27
CSI000856,CUST01348,1,2024-04-11
CSI000857,CUST01284,1,2023-06-10
CSI000858,CUST00199,1,2023-06-29
CSI000859,CUST02864,4,2024-12-02
CSI000860,CUST01889,1,2024-08-05
CSI000861,CUST01161,2,2023-12-05
CSI000862,CUST01370,3,2023-11-02
CSI000863,CUST02035,2,2023-07-29
CSI000864,CUST02223,4,2024-02-16
CSI000865,CUST00489,1,2024-02-27
CSI000866,CUST02364,5,2024-03-15
CSI000867,CUST02868,3,2023-10-21
CSI000868,CUST02428,4,2024-02-15
CSI000869,CUST01878,2,2025-02-08
CSI000870,CUST01953,1,2024-10-21
CSI000871,CUST00442,4,2024-06-24
CSI000872,CUST00865,4,2024-06-22
CSI000873,CUST01840,5,2025-05-07
CSI000874,CUST02181,5,2024-11-01
CSI000875,CUST02985,5,2025-01-20
CSI000876,CUST00656,2,2024-07-06
CSI000877,CUST01891,5,2023-07-22
CSI000878,CUST01380,4,2023-10-25
CSI000879,CUST00236,4,2023-10-05
CSI000880,CUST00989,4,2024-08-17
CSI000881,CUST01383,3,2024-08-19
CSI000882,CUST00815,3,2023-08-25
CSI000883,CUST02967,2,2024-04-20
CSI000884,CUST01295,5,2023-12-05
CSI000885,CUST01690,4,2023-11-28
CSI000886,CUST01534,5,2024-04-30
CSI000887,CUST02487,4,2023-10-17
CSI000888,CUST01666,3,2024-05-04
CSI000889,CUST02636,4,2024-08-16
CSI000890,CUST01824,2,2025-01-10
CSI000891,CUST01495,1,2023-07-29
CSI000892,CUST01733,4,2023-11-08
CSI000893,CUST01335,2,2024-12-23
CSI000894,CUST01241,3,2025-05-12
CSI000895,CUST00611,3,2024-05-11
CSI000896,CUST01336,1,2024-12-08
CSI000897,CUST00230,5,2025-01-03
CSI000898,CUST00340,5,2025-03-13
CSI000899,CUST02212,4,2024-07-18
CSI000900,CUST02164,3,2024-05-25
CSI000901,CUST00071,2,2024-10-01
CSI000902,CUST01750,1,2025-04-01
CSI000903,CUST00850,5,2025-04-18
CSI000904,CUST01077,4,2024-05-24
CSI000905,CUST01621,4,2025-03-17
CSI000906,CUST00342,3,2024-07-14
CSI000907,CUST00935,2,2024-07-29
CSI000908,CUST00588,2,2025-05-15
CSI000909,CUST02827,5,2023-11-28
CSI000910,CUST02380,4,2023-09-27
CSI000911,CUST02010,3,2025-04-15
CSI000912,CUST01103,2,2023-06-03
CSI000913,CUST00107,4,2023-12-30
CSI000914,CUST01973,2,2023-07-23
CSI000915,CUST02130,1,2024-06-05
CSI000916,CUST02440,2,2024-06-15
CSI000917,CUST00230,2,2023-08-15
CSI000918,CUST02068,4,2023-06-13
CSI000919,CUST02828,2,2024-04-29
CSI000920,CUST01347,2,2025-05-23
CSI000921,CUST00652,1,2024-07-31
CSI000922,CUST01334,2,2024-03-17
CSI000923,CUST00472,2,2023-12-29
CSI000924,CUST02640,4,2025-03-05
CSI000925,CUST00074,3,2025-01-22
CSI000926,CUST00654,1,2023-07-03
CSI000927,CUST01460,2,2023-12-26
CSI000928,CUST00462,3,2023-11-25
CSI000929,CUST01174,4,2025-04-11
CSI000930,CUST01668,1,2024-04-17
CSI000931,CUST01908,4,2024-06-25
CSI000932,CUST02363,3,2023-07-31
CSI000933,CUST01856,1,2024-06-27
CSI000934,CUST00640,2,2023-12-26
CSI000935,CUST00274,3,2025-02-27
CSI000936,CUST00482,4,2025-04-08
CSI000937,CUST00082,1,2024-06-18
CSI000938,CUST00031,3,2024-03-01
CSI000939,CUST02794,3,2025-04-05
CSI000940,CUST01108,4,2025-01-30
CSI000941,CUST00996,4,2024-03-07
CSI000942,CUST02090,2,2023-09-14
CSI000943,CUST00251,2,2024-09-26
CSI000944,CUST02435,3,2024-07-12
CSI000945,CUST01621,4,2024-06-18
CSI000946,CUST00996,3,2024-09-06
CSI000947,CUST01719,5,2024-01-14
CSI000948,CUST00266,4,2023-11-24
CSI000949,CUST00022,5,2024-10-04
CSI000950,CUST01431,5,2024-03-14
CSI000951,CUST02124,4,2024-09-12
CSI000952,CUST01511,2,2024-01-05
CSI000953,CUST00680,3,2025-02-19
CSI000954,CUST02939,1,2024-06-23
CSI000955,CUST01933,1,2024-08-21
CSI000956,CUST02913,4,2023-05-29
CSI000957,CUST00240,2,2024-05-26
CSI000958,CUST00051,2,2024-12-10
CSI000959,CUST00476,2,2023-08-13
CSI000960,CUST02005,1,2024-07-12
CSI000961,CUST02912,5,2024-11-13
CSI000962,CUST01626,1,2024-01-28
CSI000963,CUST00894,2,2023-08-23
CSI000964,CUST02573,1,2023-06-13
CSI000965,CUST00157,1,2024-03-19
CSI000966,CUST02247,3,2023-11-08
CSI000967,CUST01024,4,2024-04-01
CSI000968,CUST00666,5,2024-06-09
CSI000969,CUST02784,3,2023-12-20
CSI000970,CUST02020,4,2024-11-02
CSI000971,CUST01142,2,2024-08-01
CSI000972,CUST01687,3,2024-07-20
CSI000973,CUST00075,4,2024-06-13
CSI000974,CUST00952,3,2024-01-01
CSI000975,CUST02773,1,2024-06-21
CSI000976,CUST02415,1,2024-02-07
CSI000977,CUST02804,3,2023-11-13
CSI000978,CUST02156,3,2023-07-28
CSI000979,CUST01827,5,2024-09-30
CSI000980,CUST02737,2,2024-03-14
CSI000981,CUST01503,1,2024-02-23
CSI000982,CUST00093,3,2024-05-28
CSI000983,CUST02148,4,2024-01-31
CSI000984,CUST00181,2,2024-01-03
CSI000985,CUST00671,4,2025-04-15
CSI000986,CUST02144,2,2024-04-21
CSI000987,CUST00232,4,2024-02-18
CSI000988,CUST02299,1,2023-05-30
CSI000989,CUST01876,3,2024-02-25
CSI000990,CUST01603,3,2024-01-04
CSI000991,CUST02952,5,2024-05-15
CSI000992,CUST01773,3,2024-01-10
CSI000993,CUST02067,1,2024-12-05
CSI000994,CUST01311,2,2024-05-08
CSI000995,CUST02255,2,2025-01-04
CSI000996,CUST02359,3,2023-06-22
CSI000997,CUST02151,4,2025-04-17
CSI000998,CUST00159,3,2025-01-28
CSI000999,CUST01587,2,2024-03-21
CSI001000,CUST00378,5,2024-12-13
CSI001001,CUST00714,2,2025-03-15
CSI001002,CUST00092,4,2024-09-13
CSI001003,CUST02715,4,2024-09-30
CSI001004,CUST02224,5,2023-12-07
CSI001005,CUST01134,4,2024-08-14
CSI001006,CUST02783,3,2023-11-24
CSI001007,CUST02227,3,2024-09-14
CSI001008,CUST00738,2,2025-02-17
CSI001009,CUST02501,1,2024-10-12
CSI001010,CUST02631,3,2023-07-02
CSI001011,CUST01864,3,2024-02-18
CSI001012,CUST00492,5,2024-03-25
CSI001013,CUST02151,3,2024-01-21
CSI001014,CUST02089,2,2025-02-06
CSI001015,CUST02483,5,2023-12-13
CSI001016,CUST01530,3,2024-11-18
CSI001017,CUST00946,2,2024-11-30
CSI001018,CUST00702,5,2024-02-11
CSI001019,CUST01103,1,2023-06-29
CSI001020,CUST02485,2,2025-04-25
CSI001021,CUST02756,3,2025-03-02
CSI001022,CUST01868,5,2024-10-22
CSI001023,CUST00030,1,2023-11-11
CSI001024,CUST00684,2,2023-10-21
CSI001025,CUST00390,1,2025-05-09
CSI001026,CUST02324,2,2024-09-30
CSI001027,CUST01244,3,2025-05-17
CSI001028,CUST00012,2,2024-08-11
CSI001029,CUST01517,3,2024-07-10
CSI001030,CUST01621,2,2023-08-25
CSI001031,CUST01758,5,2024-10-31
CSI001032,CUST00049,2,2024-08-21
CSI001033,CUST01716,2,2023-10-26
CSI001034,CUST02058,4,2024-01-18
CSI001035,CUST00261,4,2023-10-23
CSI001036,CUST00320,2,2023-09-05
CSI001037,CUST00186,4,2024-01-18
CSI001038,CUST02277,3,2023-08-21
CSI001039,CUST01928,4,2024-12-09
CSI001040,CUST02718,2,2024-04-10
CSI001041,CUST02833,1,2023-07-17
CSI001042,CUST02883,1,2025-04-11
CSI001043,CUST00021,2,2024-03-23
CSI001044,CUST00016,2,2023-12-08
CSI001045,CUST02528,1,2024-05-18
CSI001046,CUST00006,5,2023-08-09
CSI001047,CUST02346,4,2024-10-20
CSI001048,CUST02960,5,2023-06-11
CSI001049,CUST00941,3,2024-02-04
CSI001050,CUST00259,1,2024-07-08
CSI001051,CUST01064,1,2023-08-04
CSI001052,CUST00276,5,2023-05-27
CSI001053,CUST02792,3,2025-02-19
CSI001054,CUST02567,5,2025-05-05
CSI001055,CUST00827,3,2025-02-18
CSI001056,CUST01931,2,2025-04-02
CSI001057,CUST02653,2,2024-06-28
CSI001058,CUST01332,1,2024-01-26
CSI001059,CUST01557,2,2025-04-30
CSI001060,CUST00949,5,2024-05-20
CSI001061,CUST00480,3,2025-05-04
CSI001062,CUST00414,1,2023-11-05
CSI001063,CUST01489,2,2025-05-04
CSI001064,CUST01433,1,2025-03-25
CSI001065,CUST02825,1,2024-11-04
CSI001066,CUST02093,3,2025-04-02
CSI001067,CUST01821,5,2024-05-16
CSI001068,CUST00830,5,2024-01-12
CSI001069,CUST01295,4,2023-09-12
CSI001070,CUST00275,5,2024-07-10
CSI001071,CUST01935,2,2025-01-08
CSI001072,CUST01447,4,2024-01-14
CSI001073,CUST01528,4,2023-09-20
CSI001074,CUST02701,4,2024-03-17
CSI001075,CUST00144,4,2024-09-17
CSI001076,CUST00835,5,2023-10-20
CSI001077,CUST02805,4,2025-02-01
CSI001078,CUST01887,2,2024-05-08
CSI001079,CUST02241,2,2024-04-26
CSI001080,CUST02595,1,2023-06-01
CSI001081,CUST00784,2,2024-03-03
CSI001082,CUST01921,1,2025-04-04
CSI001083,CUST00178,2,2023-10-05
CSI001084,CUST02830,4,2025-05-23
CSI001085,CUST02366,3,2024-01-02
CSI001086,CUST02199,4,2024-02-10
CSI001087,CUST00611,5,2024-09-12
CSI001088,CUST00541,1,2024-08-14
CSI001089,CUST02198,3,2023-06-04
CSI001090,CUST01373,2,2025-01-21
CSI001091,CUST02310,4,2024-10-20
CSI001092,CUST00413,1,2024-04-18
CSI001093,CUST01773,1,2025-03-29
CSI001094,CUST01784,2,2024-10-23
CSI001095,CUST01282,1,2024-12-22
CSI001096,CUST00492,2,2023-11-23
CSI001097,CUST01728,2,2023-12-10
CSI001098,CUST01632,4,2024-12-31
CSI001099,CUST01120,1,2025-01-06
CSI001100,CUST01001,5,2024-10-02
CSI001101,CUST01428,5,2024-10-16
CSI001102,CUST02085,4,2025-03-06
CSI001103,CUST01638,4,2024-05-28
CSI001104,CUST00481,2,2023-07-01
CSI001105,CUST00180,5,2024-07-10
CSI001106,CUST00582,1,2024-01-29
CSI001107,CUST01430,5,2025-03-09
CSI001108,CUST01493,4,2025-01-03
CSI001109,CUST01643,4,2024-03-21
CSI001110,CUST01295,2,2023-11-07
CSI001111,CUST02402,1,2023-08-02
CSI001112,CUST01583,4,2024-12-18
CSI001113,CUST00364,1,2024-10-17
CSI001114,CUST02117,5,2024-12-30
CSI001115,CUST02356,2,2023-07-25
CSI001116,CUST00423,5,2024-11-15
CSI001117,CUST02562,4,2023-08-09
CSI001118,CUST02267,4,2024-09-09
CSI001119,CUST01944,1,2024-09-23
CSI001120,CUST02415,4,2025-02-01
CSI001121,CUST01884,1,2024-04-23
CSI001122,CUST02170,3,2023-12-15
CSI001123,CUST02543,4,2024-06-07
CSI001124,CUST02625,5,2023-09-04
CSI001125,CUST00884,5,2023-08-21
CSI001126,CUST01173,1,2023-06-10
CSI001127,CUST01785,3,2024-03-07
CSI001128,CUST02943,4,2024-07-03
CSI001129,CUST01500,2,2025-04-07
CSI001130,CUST00579,2,2024-04-27
CSI001131,CUST02398,5,2025-01-28
CSI001132,CUST02163,4,2025-01-04
CSI001133,CUST02676,2,2023-07-30
CSI001134,CUST00237,1,2023-10-26
CSI001135,CUST02095,4,2024-03-14
CSI001136,CUST02322,5,2023-08-14
CSI001137,CUST00113,3,2024-02-04
CSI001138,CUST02593,1,2024-11-18
CSI001139,CUST02447,1,2024-04-20
CSI001140,CUST00792,4,2024-12-01
CSI001141,CUST01316,3,2023-07-16
CSI001142,CUST02364,1,2024-05-17
CSI001143,CUST00051,3,2023-12-22
CSI001144,CUST00144,5,2024-09-16
CSI001145,CUST01706,1,2024-10-14
CSI001146,CUST02576,2,2023-06-03
CSI001147,CUST01157,5,2024-09-13
CSI001148,CUST01523,5,2024-04-24
CSI001149,CUST00390,1,2023-12-29
CSI001150,CUST02021,2,2024-05-29
CSI001151,CUST01184,3,2023-06-07
CSI001152,CUST02867,2,2024-03-08
CSI001153,CUST00749,5,2025-04-25
CSI001154,CUST02460,1,2024-03-24
CSI001155,CUST01711,2,2024-10-14
CSI001156,CUST01608,2,2023-08-25
CSI001157,CUST02432,5,2023-12-23
CSI001158,CUST00875,3,2024-08-01
CSI001159,CUST02945,2,2023-09-22
CSI001160,CUST00708,2,2025-03-05
CSI001161,CUST01209,4,2024-11-19
CSI001162,CUST00214,5,2024-03-19
CSI001163,CUST01118,4,2025-04-20
CSI001164,CUST02618,5,2025-03-01
CSI001165,CUST02267,5,2024-06-19
CSI001166,CUST02267,4,2024-02-02
CSI001167,CUST00013,3,2023-12-15
CSI001168,CUST02471,3,2024-04-09
CSI001169,CUST01819,5,2024-11-11
CSI001170,CUST00486,4,2023-07-02
CSI001171,CUST02834,2,2023-12-23
CSI001172,CUST00119,5,2023-09-10
CSI001173,CUST02319,5,2025-05-11
CSI001174,CUST00912,1,2024-08-23
CSI001175,CUST01121,3,2023-11-13
CSI001176,CUST00842,4,2023-07-18
CSI001177,CUST00664,2,2024-05-31
CSI001178,CUST01024,2,2023-09-30
CSI001179,CUST02221,5,2025-05-25
CSI001180,CUST00787,2,2025-03-01
CSI001181,CUST00347,2,2024-01-29
CSI001182,CUST00237,5,2023-11-01
CSI001183,CUST02985,3,2023-10-26
CSI001184,CUST02591,1,2023-09-26
CSI001185,CUST02455,3,2025-04-09
CSI001186,CUST02126,3,2025-04-14
CSI001187,CUST01577,1,2025-01-30
CSI001188,CUST01956,5,2024-11-01
CSI001189,CUST02060,3,2023-08-05
CSI001190,CUST00229,4,2023-12-01
CSI001191,CUST00843,4,2025-03-22
CSI001192,CUST00965,1,2024-06-10
CSI001193,CUST02720,4,2025-02-03
CSI001194,CUST02887,5,2024-06-09
CSI001195,CUST00164,2,2024-08-30
CSI001196,CUST01704,5,2024-10-13
CSI001197,CUST00382,1,2024-02-28
CSI001198,CUST02779,2,2024-10-05
CSI001199,CUST00582,4,2023-07-01
CSI001200,CUST01446,3,2024-07-10
CSI001201,CUST02820,4,2024-07-05
CSI001202,CUST02990,5,2023-07-11
CSI001203,CUST01087,5,2024-07-30
CSI001204,CUST01994,1,2023-12-01
CSI001205,CUST00246,3,2024-02-27
CSI001206,CUST02098,3,2023-07-22
CSI001207,CUST01993,2,2024-06-17
CSI001208,CUST01972,2,2024-08-17
CSI001209,CUST01306,5,2025-02-14
CSI001210,CUST02717,1,2024-03-10
CSI001211,CUST02268,5,2024-06-19
CSI001212,CUST02955,3,2024-01-20
CSI001213,CUST01372,3,2024-01-27
CSI001214,CUST00364,5,2023-12-09
CSI001215,CUST00992,3,2023-11-14
CSI001216,CUST00920,2,2024-12-30
CSI001217,CUST02611,3,2025-03-26
CSI001218,CUST00042,2,2025-01-17
CSI001219,CUST02471,4,2024-04-07
CSI001220,CUST02183,1,2023-09-17
CSI001221,CUST02834,1,2024-05-10
CSI001222,CUST01283,3,2025-02-02
CSI001223,CUST01215,1,2025-01-20
CSI001224,CUST02796,4,2025-04-30
CSI001225,CUST02014,3,2024-02-21
CSI001226,CUST02121,2,2024-12-06
CSI001227,CUST02683,4,2024-01-22
CSI001228,CUST01606,4,2024-12-15
CSI001229,CUST00401,1,2024-05-22
CSI001230,CUST01272,2,2025-02-08
CSI001231,CUST01211,5,2024-06-15
CSI001232,CUST01834,4,2024-06-19
CSI001233,CUST01783,1,2025-02-08
CSI001234,CUST02518,4,2024-10-05
CSI001235,CUST02627,2,2024-11-05
CSI001236,CUST02504,2,2025-03-14
CSI001237,CUST00914,3,2025-05-06
CSI001238,CUST00129,5,2024-01-16
CSI001239,CUST00379,5,2025-03-01
CSI001240,CUST01346,1,2024-03-14
CSI001241,CUST02437,5,2024-05-01
CSI001242,CUST02834,2,2025-05-06
CSI001243,CUST00464,5,2023-06-28
CSI001244,CUST01653,1,2025-05-21
CSI001245,CUST00547,4,2024-12-20
CSI001246,CUST00409,5,2024-06-19
CSI001247,CUST00618,5,2024-04-07
CSI001248,CUST00761,2,2024-07-28
CSI001249,CUST02701,2,2023-10-30
CSI001250,CUST01002,4,2024-10-11
CSI001251,CUST02539,3,2024-05-30
CSI001252,CUST02855,5,2023-11-24
CSI001253,CUST01186,2,2023-09-01
CSI001254,CUST02195,3,2024-05-11
CSI001255,CUST01436,5,2024-10-15
CSI001256,CUST00256,5,2024-07-02
CSI001257,CUST01627,3,2023-11-22
CSI001258,CUST02418,2,2023-09-22
CSI001259,CUST01754,4,2024-09-06
CSI001260,CUST00651,5,2023-08-09
CSI001261,CUST01713,1,2025-04-19
CSI001262,CUST01315,1,2024-10-05
CSI001263,CUST00076,1,2023-07-25
CSI001264,CUST02617,4,2023-07-14
CSI001265,CUST00505,5,2024-10-04
CSI001266,CUST01993,2,2023-07-02
CSI001267,CUST00662,2,2025-02-24
CSI001268,CUST01016,4,2023-06-25
CSI001269,CUST02024,5,2023-09-03
CSI001270,CUST02395,3,2024-06-05
CSI001271,CUST01417,3,2024-12-22
CSI001272,CUST01223,5,2025-02-06
CSI001273,CUST02230,5,2025-04-19
CSI001274,CUST00240,2,2023-10-01
CSI001275,CUST01958,4,2023-11-12
CSI001276,CUST01778,4,2025-01-24
CSI001277,CUST02114,2,2024-10-26
CSI001278,CUST02219,1,2023-11-03
CSI001279,CUST01669,3,2023-07-30
CSI001280,CUST00165,5,2024-07-12
CSI001281,CUST00954,3,2023-12-06
CSI001282,CUST00063,3,2024-09-21
CSI001283,CUST02403,4,2023-10-15
CSI001284,CUST00051,2,2023-11-04
CSI001285,CUST02632,1,2025-01-11
CSI001286,CUST02091,1,2024-01-19
CSI001287,CUST01345,2,2024-02-29
CSI001288,CUST01215,3,2023-06-11
CSI001289,CUST00670,2,2024-11-16
CSI001290,CUST02138,2,2024-01-12
CSI001291,CUST01446,5,2024-05-25
CSI001292,CUST00616,5,2024-07-26
CSI001293,CUST00563,3,2024-09-13
CSI001294,CUST01131,4,2024-09-30
CSI001295,CUST01535,1,2023-12-10
CSI001296,CUST01260,5,2025-04-01
CSI001297,CUST01522,3,2023-11-04
CSI001298,CUST02883,2,2025-05-02
CSI001299,CUST00356,5,2024-01-05
CSI001300,CUST02665,2,2024-02-07
CSI001301,CUST00767,2,2024-01-17
CSI001302,CUST00304,5,2025-01-09
CSI001303,CUST01895,3,2024-02-09
CSI001304,CUST01516,1,2023-06-05
CSI001305,CUST00584,3,2024-03-04
CSI001306,CUST00367,4,2024-06-12
CSI001307,CUST01666,4,2023-08-05
CSI001308,CUST02047,1,2023-06-24
CSI001309,CUST00459,4,2023-12-22
CSI001310,CUST00120,2,2023-06-24
CSI001311,CUST01670,4,2023-07-18
CSI001312,CUST01502,5,2024-08-22
CSI001313,CUST00364,2,2024-12-21
CSI001314,CUST01470,3,2023-11-04
CSI001315,CUST01969,1,2023-10-20
CSI001316,CUST02532,5,2025-05-10
CSI001317,CUST00852,5,2023-10-29
CSI001318,CUST00950,1,2024-06-08
CSI001319,CUST02294,4,2024-05-22
CSI001320,CUST01930,1,2023-07-22
CSI001321,CUST01944,1,2024-03-02
CSI001322,CUST00764,4,2023-06-20
CSI001323,CUST01181,3,2024-04-11
CSI001324,CUST02679,1,2025-04-22
CSI001325,CUST01630,4,2024-10-01
CSI001326,CUST02413,5,2023-07-18
CSI001327,CUST00902,1,2024-01-09
CSI001328,CUST02234,1,2024-10-31
CSI001329,CUST01519,3,2024-05-19
