ReturnID,OrderID,RefundIssued,ReturnDate
RET000698,ORD014910,0,2024-01-05
RET000699,ORD019971,0,2023-06-13
RET000700,ORD019585,0,2025-04-03
RET000701,ORD005046,0,2025-04-07
RET000702,ORD012138,1,2024-02-29
RET000703,ORD007726,1,2024-06-09
RET000704,ORD007828,1,2023-07-25
RET000705,ORD017839,0,2023-08-28
RET000706,ORD009817,0,2025-02-18
RET000707,ORD004738,0,2024-10-28
RET000708,ORD018040,0,2024-09-26
RET000709,ORD013843,1,2024-12-21
RET000710,ORD000802,0,2024-02-10
RET000711,ORD018147,1,2025-03-26
RET000712,ORD003093,1,2023-10-03
RET000713,ORD015063,0,2023-08-30
RET000714,ORD014166,1,2025-03-10
RET000715,ORD003720,1,2025-04-19
RET000716,ORD016817,0,2023-11-25
RET000717,ORD000458,0,2025-05-15
RET000718,ORD014499,1,2023-11-20
RET000719,ORD006091,1,2025-05-19
RET000720,ORD000047,0,2023-08-14
RET000721,ORD010059,1,2024-03-12
RET000722,ORD000166,0,2023-07-28
RET000723,ORD012453,1,2024-06-09
RET000724,ORD008371,0,2023-10-07
RET000725,ORD012569,0,2023-10-13
RET000726,ORD004698,1,2023-12-29
RET000727,ORD014178,0,2024-12-08
RET000728,ORD000032,0,2025-02-17
RET000729,ORD010028,1,2025-01-08
RET000730,ORD016193,0,2025-01-21
RET000731,ORD019834,0,2025-04-20
RET000732,ORD004227,0,2023-06-14
RET000733,ORD011073,1,2023-07-20
RET000734,ORD009569,0,2025-04-30
RET000735,ORD013336,0,2024-03-26
RET000736,ORD003829,0,2024-06-24
RET000737,ORD019569,1,2024-05-20
RET000738,ORD014377,1,2024-12-31
RET000739,ORD009481,0,2025-01-29
RET000740,ORD011709,0,2023-09-18
RET000741,ORD006553,1,2023-08-26
RET000742,ORD010772,1,2023-09-24
RET000743,ORD015429,1,2025-05-15
RET000744,ORD010369,1,2023-12-29
RET000745,ORD013067,1,2024-04-22
RET000746,ORD016223,1,2024-04-11
RET000747,ORD018968,0,2024-03-27
RET000748,ORD017017,0,2023-11-29
RET000749,ORD002775,0,2024-08-20
RET000750,ORD000331,1,2023-10-27
RET000751,ORD016296,0,2024-02-16
RET000752,ORD005772,1,2024-06-29
RET000753,ORD005282,0,2024-03-04
RET000754,ORD013605,1,2025-03-16
RET000755,ORD015170,1,2024-01-26
RET000756,ORD005950,1,2024-09-13
RET000757,ORD000385,1,2024-11-08
RET000758,ORD008661,0,2024-11-08
RET000759,ORD015423,0,2023-10-03
RET000760,ORD004773,1,2024-06-21
RET000761,ORD006033,0,2023-11-29
RET000762,ORD011561,0,2023-07-17
RET000763,ORD002519,0,2024-02-28
RET000764,ORD000733,0,2025-04-21
RET000765,ORD019745,0,2024-11-27
RET000766,ORD008273,1,2024-08-08
RET000767,ORD001583,0,2024-11-17
RET000768,ORD001563,1,2023-08-01
RET000769,ORD000882,0,2023-10-29
RET000770,ORD016247,1,2023-12-18
RET000771,ORD014999,1,2025-03-31
RET000772,ORD015646,1,2024-11-18
RET000773,ORD013481,0,2024-01-26
RET000774,ORD010269,1,2024-08-11
RET000775,ORD012479,0,2024-01-27
RET000776,ORD005265,0,2024-04-04
RET000777,ORD005279,0,2025-02-03
RET000778,ORD004024,1,2024-01-05
RET000779,ORD001146,0,2025-04-06
RET000780,ORD010398,1,2023-08-02
RET000781,ORD013597,0,2024-11-16
RET000782,ORD014485,1,2023-12-16
RET000783,ORD005530,0,2024-03-09
RET000784,ORD002067,0,2024-09-13
RET000785,ORD001569,1,2025-04-19
RET000786,ORD019092,0,2024-11-12
RET000787,ORD008584,1,2024-10-23
RET000788,ORD004038,0,2024-09-23
RET000789,ORD011718,0,2023-07-19
RET000790,ORD000619,1,2024-08-07
RET000791,ORD003494,0,2024-01-11
RET000792,ORD006697,1,2023-09-20
RET000793,ORD006498,0,2024-05-12
RET000794,ORD019240,0,2023-09-07
RET000795,ORD010708,0,2023-07-10
RET000796,ORD011519,0,2023-08-28
RET000797,ORD000528,0,2023-10-13
RET000798,ORD011393,0,2023-09-19
RET000799,ORD004368,1,2023-06-11
RET000800,ORD018741,1,2023-12-21
RET000801,ORD011373,1,2024-06-23
RET000802,ORD015812,0,2024-01-26
RET000803,ORD003235,1,2024-08-22
RET000804,ORD000684,1,2023-10-21
RET000805,ORD004003,0,2023-06-14
RET000806,ORD019796,0,2024-05-29
RET000807,ORD017037,1,2023-07-02
RET000808,ORD018136,1,2025-04-24
RET000809,ORD007101,0,2023-07-02
RET000810,ORD000617,1,2024-08-05
RET000811,ORD005986,1,2025-05-16
RET000812,ORD005151,1,2024-01-06
RET000813,ORD010774,0,2024-02-13
RET000814,ORD009253,1,2023-07-08
RET000815,ORD003237,0,2025-02-26
RET000816,ORD016711,1,2025-05-25
RET000817,ORD003420,0,2023-10-22
RET000818,ORD012744,0,2024-12-20
RET000819,ORD010302,1,2025-03-29
RET000820,ORD016500,1,2025-03-20
RET000821,ORD011284,1,2025-02-02
RET000822,ORD004858,1,2024-04-27
RET000823,ORD009051,0,2023-10-26
RET000824,ORD018082,0,2024-04-29
RET000825,ORD001987,1,2023-10-26
RET000826,ORD014179,0,2023-08-24
RET000827,ORD010083,0,2023-11-07
RET000828,ORD002755,0,2023-08-11
RET000829,ORD006216,1,2025-01-11
RET000830,ORD009750,0,2023-12-15
RET000831,ORD009223,1,2024-09-21
RET000832,ORD000360,0,2023-07-05
RET000833,ORD013334,0,2023-11-01
RET000834,ORD005599,1,2024-02-01
RET000835,ORD013296,0,2024-09-28
RET000836,ORD006330,1,2024-12-27
RET000837,ORD001100,0,2023-12-05
RET000838,ORD007781,1,2024-02-23
RET000839,ORD008801,1,2024-10-03
RET000840,ORD006599,0,2024-10-31
RET000841,ORD003965,0,2025-02-18
RET000842,ORD003989,0,2023-06-29
RET000843,ORD001617,1,2023-10-22
RET000844,ORD014980,0,2023-09-08
RET000845,ORD019238,1,2024-12-31
RET000846,ORD018861,0,2024-10-24
RET000847,ORD012919,1,2023-05-27
RET000848,ORD019355,1,2023-07-30
RET000849,ORD010886,0,2024-02-11
RET000850,ORD001170,0,2023-08-05
RET000851,ORD008542,1,2025-01-27
RET000852,ORD005311,0,2025-03-13
RET000853,ORD012017,1,2024-09-13
RET000854,ORD006583,1,2024-11-23
RET000855,ORD015211,0,2023-12-07
RET000856,ORD009754,1,2024-04-11
RET000857,ORD005812,1,2025-04-22
RET000858,ORD019088,1,2024-05-04
RET000859,ORD019510,0,2025-04-21
RET000860,ORD016026,1,2024-04-15
RET000861,ORD012182,0,2024-06-01
RET000862,ORD018143,0,2024-12-14
RET000863,ORD012084,0,2025-01-25
RET000864,ORD002001,1,2024-04-15
RET000865,ORD018901,0,2024-03-11
RET000866,ORD012546,1,2023-11-18
RET000867,ORD013299,0,2024-12-08
RET000868,ORD012049,1,2023-06-13
RET000869,ORD002422,1,2024-05-17
RET000870,ORD015959,1,2024-04-14
RET000871,ORD008463,1,2023-10-30
RET000872,ORD001874,1,2023-12-04
RET000873,ORD006476,0,2023-09-28
RET000874,ORD000028,0,2024-05-02
RET000875,ORD011153,0,2024-01-07
RET000876,ORD006758,0,2024-03-25
RET000877,ORD010225,0,2023-08-31
RET000878,ORD010068,0,2023-05-29
RET000879,ORD006601,0,2024-09-26
RET000880,ORD014870,0,2024-08-08
RET000881,ORD017719,0,2024-12-23
RET000882,ORD012124,0,2023-06-06
RET000883,ORD004693,0,2023-08-18
RET000884,ORD014871,0,2024-04-04
RET000885,ORD006152,1,2025-02-01
RET000886,ORD018382,1,2023-12-02
RET000887,ORD008304,1,2025-04-14
RET000888,ORD013326,0,2024-05-04
RET000889,ORD018512,1,2024-02-20
RET000890,ORD015701,0,2024-10-07
RET000891,ORD004865,1,2023-12-09
RET000892,ORD000513,1,2023-06-06
RET000893,ORD010195,0,2025-03-14
RET000894,ORD010304,1,2024-10-17
RET000895,ORD018844,1,2024-09-23
RET000896,ORD015609,0,2024-02-13
RET000897,ORD001641,1,2025-04-19
RET000898,ORD003963,1,2025-01-15
RET000899,ORD004067,1,2025-01-23
RET000900,ORD008346,0,2024-03-16
RET000901,ORD010087,0,2024-01-11
RET000902,ORD008115,1,2025-03-17
RET000903,ORD004136,0,2024-05-06
RET000904,ORD015272,0,2023-07-07
RET000905,ORD006547,0,2024-06-04
RET000906,ORD015539,1,2023-09-23
RET000907,ORD017819,1,2025-02-23
RET000908,ORD018225,1,2023-06-29
RET000909,ORD019865,0,2024-05-26
RET000910,ORD002915,1,2024-09-15
RET000911,ORD005625,0,2023-10-31
RET000912,ORD017786,1,2024-01-29
RET000913,ORD013855,0,2024-05-26
RET000914,ORD013113,1,2024-02-29
RET000915,ORD007290,0,2025-01-13
RET000916,ORD009818,0,2025-04-17
RET000917,ORD006957,0,2024-02-21
RET000918,ORD002552,1,2024-02-27
RET000919,ORD017783,0,2024-08-03
RET000920,ORD018332,1,2025-02-01
RET000921,ORD007017,0,2025-05-15
RET000922,ORD009844,0,2023-06-28
RET000923,ORD017159,0,2025-01-24
RET000924,ORD002858,0,2024-11-04
RET000925,ORD018974,1,2024-03-23
RET000926,ORD002346,0,2023-12-22
RET000927,ORD010908,0,2025-01-12
RET000928,ORD000515,0,2024-04-26
RET000929,ORD010842,1,2023-07-11
RET000930,ORD018407,0,2023-11-22
RET000931,ORD017020,1,2023-12-27
RET000932,ORD006431,0,2024-12-28
RET000933,ORD004133,0,2023-10-07
RET000934,ORD000159,1,2024-02-08
RET000935,ORD014324,1,2025-03-08
RET000936,ORD014519,0,2024-06-12
RET000937,ORD018449,0,2024-08-01
RET000938,ORD006271,1,2025-04-28
RET000939,ORD003152,1,2023-09-04
RET000940,ORD006663,0,2024-11-07
RET000941,ORD008406,1,2025-02-21
RET000942,ORD016921,1,2023-07-19
RET000943,ORD019490,0,2025-02-14
RET000944,ORD007541,0,2024-08-26
RET000945,ORD014213,1,2023-06-23
RET000946,ORD010766,0,2023-06-28
RET000947,ORD000182,1,2023-08-18
RET000948,ORD016531,1,2024-09-13
RET000949,ORD012369,0,2023-12-26
RET000950,ORD004065,0,2025-04-14
RET000951,ORD002329,1,2023-11-13
RET000952,ORD005260,1,2025-04-11
RET000953,ORD007980,1,2023-08-28
RET000954,ORD006924,1,2025-02-03
RET000955,ORD010069,0,2024-09-23
RET000956,ORD016656,1,2023-06-20
RET000957,ORD002782,0,2024-11-12
RET000958,ORD015526,1,2024-05-15
RET000959,ORD011303,1,2023-07-16
RET000960,ORD016437,1,2024-07-09
RET000961,ORD018935,1,2024-03-18
RET000962,ORD011561,1,2025-05-04
RET000963,ORD015129,0,2024-06-10
RET000964,ORD014828,1,2024-02-12
RET000965,ORD007066,1,2025-01-23
RET000966,ORD003633,1,2025-05-23
RET000967,ORD019449,0,2023-09-07
RET000968,ORD003360,1,2023-09-09
RET000969,ORD009452,0,2024-06-12
RET000970,ORD007199,0,2024-09-27
RET000971,ORD016007,1,2024-05-05
RET000972,ORD013732,1,2024-01-03
RET000973,ORD013674,1,2024-07-01
RET000974,ORD003299,0,2024-02-16
RET000975,ORD006598,1,2024-03-23
RET000976,ORD004387,0,2023-08-24
RET000977,ORD014113,0,2024-03-20
RET000978,ORD012535,1,2025-02-01
RET000979,ORD007858,1,2025-04-06
RET000980,ORD016295,1,2023-11-23
RET000981,ORD013602,0,2024-08-08
RET000982,ORD005549,0,2024-02-07
RET000983,ORD006385,1,2023-09-20
RET000984,ORD008752,0,2025-05-10
RET000985,ORD003711,0,2024-11-20
RET000986,ORD013411,1,2024-01-28
RET000987,ORD001622,1,2024-04-02
RET000988,ORD015350,1,2024-04-15
RET000989,ORD006323,1,2023-11-16
RET000990,ORD011798,1,2024-04-30
RET000991,ORD010880,0,2024-02-21
RET000992,ORD013259,1,2023-07-01
RET000993,ORD018639,1,2023-07-22
RET000994,ORD014338,1,2024-03-05
RET000995,ORD015728,1,2025-04-18
RET000996,ORD015870,0,2024-07-29
RET000997,ORD000135,1,2024-07-01
RET000998,ORD006425,0,2024-07-30
RET000999,ORD016965,1,2023-12-16
RET001000,ORD000479,0,2025-04-14
RET001001,ORD001884,1,2025-05-08
RET001002,ORD004881,0,2023-07-27
RET001003,ORD012754,0,2024-02-09
RET001004,ORD015004,0,2024-06-14
RET001005,ORD013144,1,2024-01-05
RET001006,ORD014588,0,2023-09-15
RET001007,ORD013841,1,2024-11-18
RET001008,ORD019990,0,2024-03-11
RET001009,ORD009149,0,2024-07-27
RET001010,ORD005569,0,2023-05-27
RET001011,ORD007302,1,2023-06-27
RET001012,ORD006920,1,2025-02-18
RET001013,ORD003278,1,2024-08-25
RET001014,ORD015206,1,2024-04-11
RET001015,ORD018171,0,2024-03-14
RET001016,ORD004453,0,2025-03-15
RET001017,ORD007349,1,2024-09-06
RET001018,ORD007095,1,2023-08-06
RET001019,ORD013744,1,2024-06-14
RET001020,ORD003999,1,2024-04-25
RET001021,ORD007643,0,2023-12-06
RET001022,ORD000824,0,2024-08-21
RET001023,ORD013325,1,2024-06-05
RET001024,ORD018075,1,2025-03-06
RET001025,ORD011916,0,2024-12-09
RET001026,ORD018571,1,2025-05-20
RET001027,ORD009524,1,2024-12-04
RET001028,ORD014520,0,2024-12-24
RET001029,ORD004836,1,2025-02-11
RET001030,ORD017750,0,2025-03-04
RET001031,ORD005412,0,2024-04-08
RET001032,ORD018081,1,2025-03-22
RET001033,ORD005888,1,2024-11-02
RET001034,ORD002268,1,2024-09-11
RET001035,ORD019277,0,2023-08-22
RET001036,ORD007392,0,2025-03-05
RET001037,ORD005034,1,2025-01-28
RET001038,ORD008525,1,2023-12-11
RET001039,ORD007991,1,2025-02-06
RET001040,ORD008555,0,2023-08-11
RET001041,ORD012085,0,2024-06-11
RET001042,ORD003248,1,2025-03-14
RET001043,ORD004496,0,2025-03-17
RET001044,ORD018022,1,2023-07-05
RET001045,ORD007326,0,2024-02-24
RET001046,ORD003091,0,2024-11-23
RET001047,ORD001563,0,2025-01-10
RET001048,ORD018533,1,2024-10-27
RET001049,ORD002810,0,2024-01-04
RET001050,ORD008413,1,2023-11-03
RET001051,ORD014475,0,2024-05-15
RET001052,ORD003975,0,2024-07-16
RET001053,ORD005278,1,2023-09-11
RET001054,ORD019702,1,2023-05-28
RET001055,ORD009046,1,2024-03-06
RET001056,ORD012839,0,2024-07-03
RET001057,ORD011633,1,2024-08-29
RET001058,ORD006744,0,2023-07-15
RET001059,ORD007117,1,2024-09-21
RET001060,ORD017732,1,2024-01-03
RET001061,ORD019694,1,2023-12-10
RET001062,ORD014181,0,2023-06-28
RET001063,ORD016621,0,2024-09-02
RET001064,ORD010311,1,2024-12-22
RET001065,ORD010618,1,2024-07-20
RET001066,ORD000562,0,2025-02-23
RET001067,ORD011983,0,2024-06-18
RET001068,ORD009090,0,2024-12-26
RET001069,ORD010647,0,2024-07-04
RET001070,ORD016175,0,2023-12-04
RET001071,ORD003638,0,2024-10-07
RET001072,ORD019866,0,2023-09-05
RET001073,ORD017632,1,2024-09-04
RET001074,ORD012599,1,2024-11-27
RET001075,ORD009925,0,2024-11-30
RET001076,ORD003911,0,2024-08-11
RET001077,ORD016028,1,2025-01-28
RET001078,ORD008854,0,2023-09-27
RET001079,ORD012331,1,2024-10-14
RET001080,ORD018821,1,2024-12-31
RET001081,ORD018244,0,2024-03-20
RET001082,ORD015409,1,2023-09-29
RET001083,ORD019973,0,2024-03-30
RET001084,ORD007131,0,2025-05-06
RET001085,ORD019511,1,2024-01-14
RET001086,ORD017062,1,2023-08-04
RET001087,ORD011705,1,2024-11-08
RET001088,ORD017652,0,2024-03-27
RET001089,ORD004656,1,2024-10-21
RET001090,ORD001861,0,2023-10-04
RET001091,ORD004296,0,2024-10-27
RET001092,ORD012821,0,2025-03-15
RET001093,ORD007179,0,2024-06-15
RET001094,ORD019544,0,2024-01-08
RET001095,ORD001666,0,2024-07-04
RET001096,ORD002220,1,2023-06-28
RET001097,ORD018602,1,2025-04-22
RET001098,ORD017797,1,2024-04-16
RET001099,ORD005038,1,2024-12-17
RET001100,ORD004496,0,2024-09-14
RET001101,ORD018990,1,2024-09-03
RET001102,ORD008073,0,2024-11-24
RET001103,ORD001089,0,2024-04-07
RET001104,ORD013532,0,2024-12-09
RET001105,ORD005786,1,2024-12-23
RET001106,ORD011306,0,2023-11-19
RET001107,ORD010904,0,2024-06-03
RET001108,ORD001106,1,2024-08-08
RET001109,ORD000741,1,2025-03-04
RET001110,ORD009505,0,2023-06-23
RET001111,ORD010300,1,2024-09-12
RET001112,ORD011459,0,2025-01-07
RET001113,ORD012441,1,2024-12-30
RET001114,ORD009486,0,2024-09-05
RET001115,ORD018573,0,2025-01-18
RET001116,ORD003840,1,2024-03-17
RET001117,ORD018319,0,2023-07-04
RET001118,ORD010833,1,2025-01-09
RET001119,ORD011831,0,2023-06-27
RET001120,ORD012894,0,2025-03-13
RET001121,ORD010692,1,2024-08-28
RET001122,ORD004820,1,2025-05-16
RET001123,ORD016844,0,2024-08-09
RET001124,ORD004732,0,2024-02-27
RET001125,ORD012059,1,2023-08-19
RET001126,ORD002869,1,2023-09-27
RET001127,ORD003538,0,2024-09-06
RET001128,ORD011570,1,2023-12-11
RET001129,ORD009333,0,2025-03-04
RET001130,ORD005822,1,2025-04-13
RET001131,ORD009104,1,2024-05-18
RET001132,ORD003626,0,2024-05-15
RET001133,ORD000256,1,2024-02-08
RET001134,ORD008465,0,2023-11-18
RET001135,ORD014463,0,2023-10-20
RET001136,ORD003385,1,2024-04-17
RET001137,ORD017141,0,2024-08-26
RET001138,ORD005620,1,2024-09-17
RET001139,ORD013803,0,2024-12-02
RET001140,ORD005770,0,2024-10-11
RET001141,ORD010227,1,2024-10-06
RET001142,ORD017255,0,2023-11-06
RET001143,ORD000279,0,2024-02-10
RET001144,ORD007208,1,2023-05-30
RET001145,ORD009434,0,2024-12-25
RET001146,ORD001861,1,2024-11-12
RET001147,ORD008767,0,2024-12-08
RET001148,ORD012775,1,2025-03-11
RET001149,ORD002585,0,2024-07-01
RET001150,ORD007041,1,2024-09-10
RET001151,ORD018903,0,2024-08-12
RET001152,ORD013479,1,2023-10-25
RET001153,ORD012242,0,2023-12-16
RET001154,ORD009700,1,2025-03-18
RET001155,ORD013117,0,2023-06-14
RET001156,ORD006548,0,2023-11-16
RET001157,ORD006548,1,2023-10-01
RET001158,ORD008928,0,2025-05-22
RET001159,ORD012420,1,2023-08-13
RET001160,ORD016442,1,2024-09-20
RET001161,ORD004016,0,2024-10-25
RET001162,ORD014362,0,2025-01-11
RET001163,ORD004157,0,2024-04-13
RET001164,ORD013878,0,2023-08-30
RET001165,ORD010191,0,2023-06-29
RET001166,ORD003990,1,2024-04-20
RET001167,ORD004175,1,2023-08-02
RET001168,ORD017055,1,2023-12-02
RET001169,ORD013813,1,2024-06-27
RET001170,ORD005878,0,2024-08-03
RET001171,ORD011628,0,2023-08-21
RET001172,ORD002653,1,2023-06-07
RET001173,ORD006170,1,2024-06-02
RET001174,ORD000617,1,2025-03-21
RET001175,ORD015845,0,2024-07-20
RET001176,ORD005491,1,2023-07-19
RET001177,ORD015943,0,2024-05-17
RET001178,ORD007029,0,2025-03-03
RET001179,ORD010763,1,2023-07-26
RET001180,ORD011552,1,2023-09-08
RET001181,ORD006102,1,2024-05-03
RET001182,ORD003514,1,2024-07-18
RET001183,ORD009001,0,2024-08-23
RET001184,ORD010374,0,2024-04-29
RET001185,ORD007088,0,2025-03-27
RET001186,ORD018383,0,2023-07-28
RET001187,ORD017213,0,2024-01-18
RET001188,ORD014396,1,2023-10-26
RET001189,ORD013458,1,2023-11-11
RET001190,ORD007428,0,2024-09-26
RET001191,ORD019230,0,2024-10-09
RET001192,ORD008196,0,2025-04-05
RET001193,ORD009862,1,2024-02-07
RET001194,ORD007074,0,2024-05-23
RET001195,ORD003596,0,2024-11-06
RET001196,ORD014434,0,2024-09-12
RET001197,ORD009423,0,2024-06-30
RET001198,ORD017126,1,2024-07-19
RET001199,ORD009945,0,2024-04-20
RET001200,ORD001679,1,2025-02-01
RET001201,ORD017747,0,2024-09-26
RET001202,ORD001971,0,2024-04-17
RET001203,ORD002713,0,2023-08-31
RET001204,ORD012984,0,2025-05-13
RET001205,ORD001974,0,2023-09-21
RET001206,ORD014129,0,2023-09-22
RET001207,ORD008725,0,2024-08-06
RET001208,ORD011787,1,2024-08-03
RET001209,ORD007142,1,2025-01-04
RET001210,ORD010604,0,2024-03-05
RET001211,ORD004972,1,2025-03-21
RET001212,ORD015135,1,2023-12-22
RET001213,ORD010786,0,2023-08-21
RET001214,ORD003855,1,2023-11-30
RET001215,ORD005521,0,2024-12-09
RET001216,ORD010860,1,2025-04-20
RET001217,ORD017627,1,2023-08-18
RET001218,ORD007354,1,2024-01-24
RET001219,ORD002112,0,2024-11-25
RET001220,ORD005240,0,2024-06-01
RET001221,ORD018027,0,2024-06-20
RET001222,ORD011318,0,2023-09-13
RET001223,ORD014719,0,2025-01-31
RET001224,ORD009534,1,2024-06-04
RET001225,ORD014547,0,2024-12-15
RET001226,ORD010671,0,2024-03-27
RET001227,ORD009671,1,2024-11-04
RET001228,ORD004025,0,2025-01-07
RET001229,ORD018954,1,2024-11-30
RET001230,ORD016653,0,2024-12-15
RET001231,ORD004917,1,2024-11-17
RET001232,ORD006870,1,2024-04-13
RET001233,ORD005121,0,2025-04-27
RET001234,ORD005667,0,2024-06-15
RET001235,ORD006623,0,2025-01-26
RET001236,ORD016077,0,2025-05-25
RET001237,ORD018863,0,2023-09-21
RET001238,ORD014609,1,2023-08-31
RET001239,ORD001843,1,2023-08-21
RET001240,ORD014422,1,2025-03-04
RET001241,ORD016257,1,2024-09-30
RET001242,ORD009060,1,2023-07-12
RET001243,ORD008305,1,2024-05-21
RET001244,ORD002458,1,2023-12-15
RET001245,ORD005679,1,2024-06-15
RET001246,ORD003782,1,2023-08-02
RET001247,ORD014158,1,2024-09-06
RET001248,ORD019731,1,2023-09-03
RET001249,ORD014551,1,2025-01-29
RET001250,ORD010760,0,2024-12-04
RET001251,ORD016308,1,2024-01-29
RET001252,ORD009524,0,2024-05-26
RET001253,ORD009774,0,2024-10-21
RET001254,ORD006563,0,2025-05-14
RET001255,ORD003240,1,2024-08-23
RET001256,ORD013095,0,2023-12-31
RET001257,ORD002669,0,2024-02-21
RET001258,ORD006838,1,2023-11-04
RET001259,ORD011369,1,2023-07-30
RET001260,ORD005508,0,2024-10-17
RET001261,ORD009617,1,2024-04-10
RET001262,ORD006843,0,2024-02-28
RET001263,ORD010676,0,2023-08-23
RET001264,ORD000131,1,2025-03-28
RET001265,ORD008229,0,2025-01-17
RET001266,ORD001529,0,2024-01-29
RET001267,ORD018658,1,2024-09-26
RET001268,ORD005869,1,2024-01-30
RET001269,ORD001328,0,2024-10-10
RET001270,ORD017837,0,2025-05-03
RET001271,ORD008571,1,2025-04-15
RET001272,ORD015462,1,2025-03-10
RET001273,ORD018745,0,2025-05-23
RET001274,ORD003340,0,2024-07-12
RET001275,ORD014888,1,2024-11-08
RET001276,ORD013108,0,2023-10-09
RET001277,ORD010862,1,2025-05-05
RET001278,ORD001178,0,2023-06-12
RET001279,ORD015416,1,2024-02-18
RET001280,ORD003790,0,2025-01-29
RET001281,ORD017641,1,2024-12-26
RET001282,ORD010597,1,2024-03-28
RET001283,ORD003400,1,2024-04-16
RET001284,ORD018976,1,2024-08-16
RET001285,ORD017419,0,2023-07-26
RET001286,ORD004425,1,2024-08-31
RET001287,ORD002400,0,2024-12-15
RET001288,ORD019908,0,2025-04-07
RET001289,ORD000520,0,2024-07-30
RET001290,ORD015949,1,2024-10-21
RET001291,ORD000218,0,2024-01-07
RET001292,ORD001268,1,2024-08-05
RET001293,ORD017660,1,2024-10-23
RET001294,ORD002487,0,2023-07-06
RET001295,ORD017937,0,2023-06-25
RET001296,ORD000499,0,2024-02-08
RET001297,ORD012741,1,2023-12-20
RET001298,ORD000161,1,2025-02-25
RET001299,ORD015595,0,2024-01-09
RET001300,ORD001666,0,2025-02-24
RET001301,ORD017433,1,2024-05-13
RET001302,ORD000773,1,2024-04-05
RET001303,ORD019928,1,2024-11-26
RET001304,ORD019084,1,2024-03-06
RET001305,ORD015647,0,2024-05-22
RET001306,ORD019086,0,2024-10-26
RET001307,ORD012345,0,2025-04-30
RET001308,ORD014273,0,2025-04-24
RET001309,ORD003049,1,2024-02-21
RET001310,ORD007586,1,2024-01-22
RET001311,ORD011021,1,2023-08-13
RET001312,ORD004608,0,2024-11-15
RET001313,ORD011792,0,2024-11-17
RET001314,ORD003805,1,2024-08-06
RET001315,ORD012688,0,2024-10-11
RET001316,ORD006864,0,2024-03-24
RET001317,ORD009303,0,2023-09-12
RET001318,ORD001215,0,2025-04-13
RET001319,ORD011258,0,2024-12-02
RET001320,ORD000643,0,2023-08-08
RET001321,ORD007377,0,2023-12-22
RET001322,ORD016460,0,2023-08-29
RET001323,ORD006759,1,2024-06-08
RET001324,ORD007776,0,2024-10-07
RET001325,ORD015256,0,2023-11-22
RET001326,ORD011146,0,2025-04-11
RET001327,ORD015996,0,2024-05-31
RET001328,ORD011855,0,2024-08-21
RET001329,ORD004662,1,2023-07-16
RET001330,ORD005939,1,2023-07-23
RET001331,ORD005169,1,2024-08-30
RET001332,ORD008115,0,2024-12-25
RET001333,ORD018460,0,2024-09-03
RET001334,ORD018312,0,2025-03-24
RET001335,ORD008862,1,2025-02-22
RET001336,ORD007794,1,2025-01-17
RET001337,ORD011906,0,2023-09-29
RET001338,ORD017431,1,2024-04-28
RET001339,ORD019877,1,2023-06-28
RET001340,ORD012255,0,2024-11-09
RET001341,ORD011788,0,2024-03-08
RET001342,ORD014503,0,2024-02-15
RET001343,ORD006909,0,2024-02-18
RET001344,ORD017200,0,2024-05-23
RET001345,ORD001688,1,2023-09-22
RET001346,ORD000932,1,2025-04-12
RET001347,ORD016058,1,2024-09-17
RET001348,ORD010789,0,2024-08-11
RET001349,ORD013114,1,2023-10-23
RET001350,ORD013584,1,2024-05-29
RET001351,ORD018103,0,2025-03-26
RET001352,ORD007345,0,2023-12-19
RET001353,ORD012836,0,2023-06-24
RET001354,ORD012107,1,2023-08-19
RET001355,ORD001630,1,2025-03-17
RET001356,ORD004379,1,2023-11-09
RET001357,ORD012962,1,2024-01-23
RET001358,ORD013622,0,2024-03-02
RET001359,ORD011292,1,2023-12-22
RET001360,ORD006031,0,2024-01-30
RET001361,ORD006312,0,2025-01-21
RET001362,ORD012612,1,2024-08-08
RET001363,ORD009710,0,2024-09-13
RET001364,ORD005920,0,2024-01-06
RET001365,ORD006233,1,2025-04-15
RET001366,ORD018932,0,2025-04-26
RET001367,ORD019778,1,2025-05-11
RET001368,ORD014640,1,2025-04-15
RET001369,ORD006559,1,2025-04-07
RET001370,ORD003141,0,2023-12-23
RET001371,ORD011582,0,2023-10-03
RET001372,ORD000808,1,2025-04-06
RET001373,ORD004306,0,2024-07-28
RET001374,ORD016661,1,2023-12-25
RET001375,ORD010525,1,2024-06-05
RET001376,ORD003121,0,2025-02-18
RET001377,ORD014543,1,2023-08-16
RET001378,ORD015144,0,2025-03-06
RET001379,ORD017028,1,2024-07-10
RET001380,ORD016386,1,2023-07-28
RET001381,ORD015042,1,2023-10-14
RET001382,ORD009998,1,2023-09-12
RET001383,ORD017248,1,2024-04-11
RET001384,ORD011401,0,2023-10-22
RET001385,ORD009033,1,2024-04-06
RET001386,ORD006322,1,2024-03-23
RET001387,ORD019057,0,2023-08-10
RET001388,ORD006791,1,2023-08-03
RET001389,ORD016602,1,2024-06-28
RET001390,ORD002858,1,2023-11-21
RET001391,ORD019005,0,2025-03-16
RET001392,ORD008665,1,2024-05-18
RET001393,ORD002838,1,2025-05-16
RET001394,ORD015400,1,2024-08-11
RET001395,ORD007735,0,2023-09-11
