InventoryID,ProductID,StoreID,Quantity
INV000776,PROD00572,STORE011,42
INV000777,PROD00129,STORE052,37
INV000778,PROD00639,STORE031,18
INV000779,PROD00559,STORE017,95
INV000780,PROD00603,STORE029,96
INV000781,PROD00785,STORE077,18
INV000782,PROD00557,STORE027,89
INV000783,PROD00239,STORE062,70
INV000784,PROD00480,STORE066,16
INV000785,PROD00064,STORE050,96
INV000786,PROD00770,STORE058,66
INV000787,PROD00118,STORE037,66
INV000788,PROD00498,STORE072,11
INV000789,PROD00052,STORE053,77
INV000790,PROD00039,STORE010,91
INV000791,PROD00608,STORE065,68
INV000792,PROD00289,STORE019,5
INV000793,PROD00170,STORE071,74
INV000794,PROD00180,STORE064,4
INV000795,PROD00752,STORE032,56
INV000796,PROD00370,STORE066,23
INV000797,PROD00496,STORE071,34
INV000798,PROD00060,STORE003,14
INV000799,PROD00728,STORE019,2
INV000800,PROD00144,STORE044,11
INV000801,PROD00739,STORE023,24
INV000802,PROD00791,STORE027,73
INV000803,PROD00656,STORE032,96
INV000804,PROD00349,STORE059,14
INV000805,PROD00538,STORE025,1
INV000806,PROD00639,STORE074,98
INV000807,PROD00343,STORE068,10
INV000808,PROD00739,STORE023,46
INV000809,PROD00650,STORE033,23
INV000810,PROD00182,STORE018,17
INV000811,PROD00434,STORE054,68
INV000812,PROD00729,STORE025,33
INV000813,PROD00031,STORE032,78
INV000814,PROD00547,STORE025,81
INV000815,PROD00336,STORE037,83
INV000816,PROD00206,STORE026,10
INV000817,PROD00087,STORE058,34
INV000818,PROD00007,STORE017,57
INV000819,PROD00021,STORE003,1
INV000820,PROD00580,STORE011,31
INV000821,PROD00158,STORE051,40
INV000822,PROD00399,STORE014,61
INV000823,PROD00491,STORE065,59
INV000824,PROD00172,STORE046,97
INV000825,PROD00349,STORE071,42
INV000826,PROD00634,STORE059,59
INV000827,PROD00178,STORE072,27
INV000828,PROD00508,STORE041,60
INV000829,PROD00043,STORE057,44
INV000830,PROD00577,STORE066,59
INV000831,PROD00616,STORE032,19
INV000832,PROD00273,STORE076,21
INV000833,PROD00533,STORE022,23
INV000834,PROD00267,STORE028,16
INV000835,PROD00261,STORE070,50
INV000836,PROD00531,STORE057,97
INV000837,PROD00136,STORE066,69
INV000838,PROD00671,STORE051,40
INV000839,PROD00618,STORE056,21
INV000840,PROD00126,STORE043,81
INV000841,PROD00137,STORE004,12
INV000842,PROD00254,STORE034,15
INV000843,PROD00711,STORE025,74
INV000844,PROD00227,STORE068,83
INV000845,PROD00282,STORE037,36
INV000846,PROD00478,STORE063,36
INV000847,PROD00269,STORE008,3
INV000848,PROD00777,STORE046,0
INV000849,PROD00304,STORE018,15
INV000850,PROD00498,STORE073,65
INV000851,PROD00070,STORE067,83
INV000852,PROD00686,STORE061,10
INV000853,PROD00647,STORE049,84
INV000854,PROD00787,STORE012,90
INV000855,PROD00437,STORE055,28
INV000856,PROD00166,STORE027,8
INV000857,PROD00772,STORE056,84
INV000858,PROD00797,STORE063,54
INV000859,PROD00770,STORE012,72
INV000860,PROD00340,STORE009,99
INV000861,PROD00653,STORE025,43
INV000862,PROD00187,STORE021,14
INV000863,PROD00348,STORE050,57
INV000864,PROD00750,STORE008,26
INV000865,PROD00737,STORE007,0
INV000866,PROD00780,STORE020,68
INV000867,PROD00391,STORE041,84
INV000868,PROD00500,STORE046,13
INV000869,PROD00402,STORE018,24
INV000870,PROD00173,STORE025,31
INV000871,PROD00468,STORE058,83
INV000872,PROD00207,STORE075,60
INV000873,PROD00773,STORE048,14
INV000874,PROD00609,STORE053,6
INV000875,PROD00584,STORE020,40
INV000876,PROD00140,STORE022,35
INV000877,PROD00378,STORE017,16
INV000878,PROD00444,STORE070,29
INV000879,PROD00020,STORE029,4
INV000880,PROD00571,STORE047,77
INV000881,PROD00641,STORE052,67
INV000882,PROD00309,STORE023,79
INV000883,PROD00614,STORE032,0
INV000884,PROD00229,STORE077,33
INV000885,PROD00310,STORE018,97
INV000886,PROD00059,STORE038,62
INV000887,PROD00469,STORE012,85
INV000888,PROD00520,STORE033,36
INV000889,PROD00429,STORE051,72
INV000890,PROD00594,STORE079,66
INV000891,PROD00248,STORE021,87
INV000892,PROD00534,STORE003,87
INV000893,PROD00764,STORE014,46
INV000894,PROD00089,STORE056,30
INV000895,PROD00744,STORE050,20
INV000896,PROD00544,STORE016,6
INV000897,PROD00199,STORE031,68
INV000898,PROD00668,STORE069,71
INV000899,PROD00796,STORE001,14
INV000900,PROD00301,STORE075,47
INV000901,PROD00172,STORE016,11
INV000902,PROD00393,STORE062,30
INV000903,PROD00501,STORE038,83
INV000904,PROD00219,STORE027,66
INV000905,PROD00056,STORE015,14
INV000906,PROD00101,STORE074,84
INV000907,PROD00136,STORE037,57
INV000908,PROD00342,STORE027,31
INV000909,PROD00215,STORE070,16
INV000910,PROD00374,STORE032,8
INV000911,PROD00451,STORE074,52
INV000912,PROD00775,STORE060,92
INV000913,PROD00302,STORE014,42
INV000914,PROD00360,STORE004,25
INV000915,PROD00618,STORE005,50
INV000916,PROD00347,STORE007,34
INV000917,PROD00393,STORE048,14
INV000918,PROD00509,STORE061,60
INV000919,PROD00056,STORE039,31
INV000920,PROD00067,STORE019,28
INV000921,PROD00402,STORE074,42
INV000922,PROD00783,STORE067,82
INV000923,PROD00415,STORE025,19
INV000924,PROD00060,STORE011,30
INV000925,PROD00010,STORE026,64
INV000926,PROD00083,STORE053,79
INV000927,PROD00647,STORE045,63
INV000928,PROD00083,STORE033,83
INV000929,PROD00249,STORE004,43
INV000930,PROD00516,STORE033,73
INV000931,PROD00104,STORE010,86
INV000932,PROD00053,STORE036,93
INV000933,PROD00305,STORE007,15
INV000934,PROD00359,STORE038,41
INV000935,PROD00711,STORE011,52
INV000936,PROD00136,STORE005,13
INV000937,PROD00608,STORE038,24
INV000938,PROD00179,STORE003,47
INV000939,PROD00399,STORE066,81
INV000940,PROD00778,STORE037,0
INV000941,PROD00198,STORE054,4
INV000942,PROD00552,STORE009,19
INV000943,PROD00724,STORE042,11
INV000944,PROD00588,STORE010,30
INV000945,PROD00229,STORE061,15
INV000946,PROD00763,STORE007,44
INV000947,PROD00110,STORE054,4
INV000948,PROD00223,STORE003,39
INV000949,PROD00502,STORE077,36
INV000950,PROD00370,STORE042,28
INV000951,PROD00386,STORE022,12
INV000952,PROD00046,STORE027,45
INV000953,PROD00732,STORE076,57
INV000954,PROD00505,STORE037,63
INV000955,PROD00278,STORE077,18
INV000956,PROD00108,STORE009,17
INV000957,PROD00093,STORE003,18
INV000958,PROD00448,STORE021,93
INV000959,PROD00087,STORE063,2
INV000960,PROD00019,STORE068,5
INV000961,PROD00697,STORE002,50
INV000962,PROD00774,STORE033,25
INV000963,PROD00305,STORE012,60
INV000964,PROD00454,STORE053,29
INV000965,PROD00613,STORE076,15
INV000966,PROD00752,STORE006,64
INV000967,PROD00321,STORE021,25
INV000968,PROD00777,STORE011,78
INV000969,PROD00103,STORE030,61
INV000970,PROD00481,STORE079,16
INV000971,PROD00140,STORE077,55
INV000972,PROD00238,STORE062,34
INV000973,PROD00697,STORE061,5
INV000974,PROD00694,STORE032,86
INV000975,PROD00516,STORE073,23
INV000976,PROD00511,STORE014,57
INV000977,PROD00032,STORE057,80
INV000978,PROD00655,STORE053,55
INV000979,PROD00167,STORE022,87
INV000980,PROD00077,STORE011,50
INV000981,PROD00357,STORE057,59
INV000982,PROD00271,STORE004,76
INV000983,PROD00023,STORE034,87
INV000984,PROD00478,STORE009,43
INV000985,PROD00338,STORE032,31
INV000986,PROD00522,STORE071,77
INV000987,PROD00001,STORE056,14
INV000988,PROD00142,STORE038,48
INV000989,PROD00382,STORE074,90
INV000990,PROD00604,STORE047,92
INV000991,PROD00236,STORE023,60
INV000992,PROD00033,STORE080,84
INV000993,PROD00020,STORE008,43
INV000994,PROD00559,STORE016,49
INV000995,PROD00043,STORE044,8
INV000996,PROD00132,STORE069,18
INV000997,PROD00480,STORE053,32
INV000998,PROD00135,STORE034,77
INV000999,PROD00416,STORE040,44
INV001000,PROD00687,STORE012,68
INV001001,PROD00310,STORE078,44
INV001002,PROD00611,STORE041,36
INV001003,PROD00080,STORE038,79
INV001004,PROD00766,STORE068,37
INV001005,PROD00675,STORE069,53
INV001006,PROD00248,STORE071,86
INV001007,PROD00555,STORE067,6
INV001008,PROD00126,STORE038,84
INV001009,PROD00134,STORE007,50
INV001010,PROD00678,STORE026,92
INV001011,PROD00230,STORE056,87
INV001012,PROD00735,STORE055,33
INV001013,PROD00682,STORE046,36
INV001014,PROD00207,STORE042,83
INV001015,PROD00533,STORE036,85
INV001016,PROD00736,STORE057,13
INV001017,PROD00384,STORE035,58
INV001018,PROD00056,STORE007,6
INV001019,PROD00482,STORE037,58
INV001020,PROD00016,STORE058,45
INV001021,PROD00184,STORE021,8
INV001022,PROD00537,STORE028,85
INV001023,PROD00787,STORE075,91
INV001024,PROD00325,STORE034,89
INV001025,PROD00149,STORE012,13
INV001026,PROD00473,STORE071,91
INV001027,PROD00414,STORE015,50
INV001028,PROD00200,STORE076,45
INV001029,PROD00378,STORE024,38
INV001030,PROD00485,STORE009,24
INV001031,PROD00592,STORE048,32
INV001032,PROD00280,STORE053,53
INV001033,PROD00136,STORE041,30
INV001034,PROD00130,STORE050,10
INV001035,PROD00390,STORE038,68
INV001036,PROD00308,STORE039,22
INV001037,PROD00040,STORE040,4
INV001038,PROD00152,STORE073,31
INV001039,PROD00468,STORE072,3
INV001040,PROD00087,STORE050,82
INV001041,PROD00459,STORE029,93
INV001042,PROD00304,STORE005,72
INV001043,PROD00059,STORE075,87
INV001044,PROD00355,STORE036,72
INV001045,PROD00493,STORE025,64
INV001046,PROD00204,STORE036,62
INV001047,PROD00636,STORE041,78
INV001048,PROD00128,STORE004,58
INV001049,PROD00676,STORE025,11
INV001050,PROD00620,STORE014,4
INV001051,PROD00424,STORE021,91
INV001052,PROD00364,STORE004,78
INV001053,PROD00677,STORE019,1
INV001054,PROD00755,STORE007,30
INV001055,PROD00633,STORE065,26
INV001056,PROD00351,STORE060,12
INV001057,PROD00783,STORE073,37
INV001058,PROD00735,STORE005,83
INV001059,PROD00014,STORE005,86
INV001060,PROD00800,STORE062,50
INV001061,PROD00287,STORE039,70
INV001062,PROD00233,STORE032,52
INV001063,PROD00046,STORE045,55
INV001064,PROD00304,STORE058,39
INV001065,PROD00431,STORE038,5
INV001066,PROD00075,STORE007,68
INV001067,PROD00459,STORE054,49
INV001068,PROD00162,STORE075,80
INV001069,PROD00498,STORE070,85
INV001070,PROD00562,STORE011,15
INV001071,PROD00787,STORE049,82
INV001072,PROD00068,STORE048,26
INV001073,PROD00754,STORE033,98
INV001074,PROD00535,STORE053,77
INV001075,PROD00100,STORE056,17
INV001076,PROD00426,STORE023,53
INV001077,PROD00460,STORE016,49
INV001078,PROD00559,STORE057,74
INV001079,PROD00398,STORE077,79
INV001080,PROD00430,STORE073,36
INV001081,PROD00142,STORE038,8
INV001082,PROD00066,STORE001,41
INV001083,PROD00020,STORE061,81
INV001084,PROD00530,STORE016,79
INV001085,PROD00737,STORE001,99
INV001086,PROD00083,STORE059,38
INV001087,PROD00489,STORE042,1
INV001088,PROD00143,STORE054,16
INV001089,PROD00200,STORE067,95
INV001090,PROD00750,STORE075,21
INV001091,PROD00216,STORE006,71
INV001092,PROD00607,STORE031,86
INV001093,PROD00552,STORE004,36
INV001094,PROD00568,STORE010,26
INV001095,PROD00452,STORE079,75
INV001096,PROD00579,STORE045,19
INV001097,PROD00768,STORE027,45
INV001098,PROD00120,STORE034,72
INV001099,PROD00535,STORE029,60
INV001100,PROD00141,STORE052,92
INV001101,PROD00196,STORE042,13
INV001102,PROD00279,STORE035,99
INV001103,PROD00319,STORE029,34
INV001104,PROD00760,STORE051,32
INV001105,PROD00609,STORE006,59
INV001106,PROD00476,STORE040,66
INV001107,PROD00679,STORE035,28
INV001108,PROD00100,STORE070,48
INV001109,PROD00211,STORE008,37
INV001110,PROD00410,STORE055,80
INV001111,PROD00022,STORE073,73
INV001112,PROD00593,STORE063,4
INV001113,PROD00076,STORE015,33
INV001114,PROD00703,STORE033,0
INV001115,PROD00058,STORE046,64
INV001116,PROD00266,STORE024,92
INV001117,PROD00144,STORE073,3
INV001118,PROD00393,STORE069,13
INV001119,PROD00606,STORE026,5
INV001120,PROD00618,STORE016,24
INV001121,PROD00416,STORE043,63
INV001122,PROD00656,STORE059,39
INV001123,PROD00570,STORE010,27
INV001124,PROD00335,STORE021,90
INV001125,PROD00038,STORE071,38
INV001126,PROD00451,STORE059,67
INV001127,PROD00723,STORE002,80
INV001128,PROD00176,STORE071,17
INV001129,PROD00060,STORE059,45
INV001130,PROD00735,STORE026,97
INV001131,PROD00623,STORE062,98
INV001132,PROD00063,STORE053,21
INV001133,PROD00725,STORE062,5
INV001134,PROD00578,STORE016,8
INV001135,PROD00772,STORE051,94
INV001136,PROD00476,STORE045,31
INV001137,PROD00429,STORE001,89
INV001138,PROD00278,STORE064,5
INV001139,PROD00720,STORE072,35
INV001140,PROD00349,STORE047,43
INV001141,PROD00270,STORE056,39
INV001142,PROD00441,STORE024,41
INV001143,PROD00756,STORE052,93
INV001144,PROD00153,STORE046,52
INV001145,PROD00652,STORE070,62
INV001146,PROD00774,STORE016,92
INV001147,PROD00733,STORE023,36
INV001148,PROD00694,STORE008,62
INV001149,PROD00628,STORE016,63
INV001150,PROD00057,STORE013,3
INV001151,PROD00211,STORE027,43
INV001152,PROD00555,STORE010,34
INV001153,PROD00161,STORE010,34
INV001154,PROD00454,STORE063,30
INV001155,PROD00120,STORE073,37
INV001156,PROD00512,STORE011,56
INV001157,PROD00514,STORE049,97
INV001158,PROD00221,STORE035,45
INV001159,PROD00139,STORE064,71
INV001160,PROD00074,STORE070,31
INV001161,PROD00616,STORE071,13
INV001162,PROD00212,STORE071,77
INV001163,PROD00594,STORE042,4
INV001164,PROD00460,STORE011,0
INV001165,PROD00019,STORE065,79
INV001166,PROD00732,STORE024,19
INV001167,PROD00602,STORE073,21
INV001168,PROD00712,STORE055,66
INV001169,PROD00420,STORE053,19
INV001170,PROD00743,STORE058,65
INV001171,PROD00439,STORE028,6
INV001172,PROD00600,STORE011,0
INV001173,PROD00165,STORE050,12
INV001174,PROD00363,STORE034,90
INV001175,PROD00548,STORE001,13
INV001176,PROD00023,STORE052,6
INV001177,PROD00422,STORE030,35
INV001178,PROD00364,STORE057,89
INV001179,PROD00344,STORE075,39
INV001180,PROD00513,STORE004,96
INV001181,PROD00227,STORE009,6
INV001182,PROD00626,STORE035,59
INV001183,PROD00585,STORE008,63
INV001184,PROD00422,STORE031,41
INV001185,PROD00053,STORE043,69
INV001186,PROD00711,STORE017,9
INV001187,PROD00169,STORE009,14
INV001188,PROD00021,STORE044,96
INV001189,PROD00233,STORE015,31
INV001190,PROD00491,STORE060,55
INV001191,PROD00546,STORE023,19
INV001192,PROD00520,STORE078,49
INV001193,PROD00210,STORE038,50
INV001194,PROD00516,STORE064,56
INV001195,PROD00055,STORE027,42
INV001196,PROD00670,STORE051,67
INV001197,PROD00610,STORE020,15
INV001198,PROD00570,STORE050,94
INV001199,PROD00694,STORE063,53
INV001200,PROD00280,STORE019,45
INV001201,PROD00360,STORE074,0
INV001202,PROD00505,STORE053,16
INV001203,PROD00799,STORE031,23
INV001204,PROD00704,STORE032,70
INV001205,PROD00097,STORE070,51
INV001206,PROD00117,STORE033,73
INV001207,PROD00459,STORE020,9
INV001208,PROD00553,STORE009,82
INV001209,PROD00117,STORE062,88
INV001210,PROD00465,STORE006,47
INV001211,PROD00533,STORE035,22
INV001212,PROD00493,STORE022,54
INV001213,PROD00166,STORE054,10
INV001214,PROD00292,STORE005,79
INV001215,PROD00624,STORE029,34
INV001216,PROD00623,STORE054,91
INV001217,PROD00343,STORE075,93
INV001218,PROD00095,STORE061,66
INV001219,PROD00498,STORE042,2
INV001220,PROD00711,STORE027,68
INV001221,PROD00155,STORE063,94
INV001222,PROD00327,STORE029,1
INV001223,PROD00328,STORE023,2
INV001224,PROD00473,STORE020,29
INV001225,PROD00073,STORE053,44
INV001226,PROD00781,STORE074,51
INV001227,PROD00181,STORE017,89
INV001228,PROD00603,STORE071,32
INV001229,PROD00550,STORE025,14
INV001230,PROD00651,STORE027,46
INV001231,PROD00144,STORE062,95
INV001232,PROD00096,STORE038,14
INV001233,PROD00569,STORE047,10
INV001234,PROD00352,STORE023,60
INV001235,PROD00338,STORE033,35
INV001236,PROD00030,STORE071,69
INV001237,PROD00094,STORE080,62
INV001238,PROD00718,STORE022,16
INV001239,PROD00532,STORE057,16
INV001240,PROD00399,STORE073,12
INV001241,PROD00314,STORE031,24
INV001242,PROD00660,STORE030,31
INV001243,PROD00564,STORE079,75
INV001244,PROD00222,STORE075,36
INV001245,PROD00267,STORE027,89
INV001246,PROD00433,STORE054,52
INV001247,PROD00280,STORE057,40
INV001248,PROD00567,STORE062,79
INV001249,PROD00344,STORE059,44
INV001250,PROD00421,STORE043,98
INV001251,PROD00776,STORE006,57
INV001252,PROD00585,STORE077,10
INV001253,PROD00301,STORE038,37
INV001254,PROD00515,STORE072,85
INV001255,PROD00095,STORE066,66
INV001256,PROD00405,STORE060,19
INV001257,PROD00731,STORE018,68
INV001258,PROD00589,STORE005,78
INV001259,PROD00307,STORE020,2
INV001260,PROD00374,STORE037,56
INV001261,PROD00274,STORE033,95
INV001262,PROD00591,STORE001,5
INV001263,PROD00192,STORE019,12
INV001264,PROD00622,STORE035,65
INV001265,PROD00574,STORE060,3
INV001266,PROD00033,STORE042,67
INV001267,PROD00342,STORE046,24
INV001268,PROD00409,STORE062,51
INV001269,PROD00784,STORE025,64
INV001270,PROD00157,STORE043,67
INV001271,PROD00624,STORE045,20
INV001272,PROD00043,STORE036,60
INV001273,PROD00387,STORE029,21
INV001274,PROD00435,STORE028,42
INV001275,PROD00606,STORE048,6
INV001276,PROD00361,STORE006,7
INV001277,PROD00292,STORE035,70
INV001278,PROD00712,STORE059,62
INV001279,PROD00084,STORE074,98
INV001280,PROD00491,STORE064,80
INV001281,PROD00175,STORE056,81
INV001282,PROD00755,STORE059,1
INV001283,PROD00327,STORE056,84
INV001284,PROD00499,STORE055,80
INV001285,PROD00589,STORE051,13
INV001286,PROD00571,STORE007,30
INV001287,PROD00104,STORE079,13
INV001288,PROD00345,STORE062,14
INV001289,PROD00500,STORE020,13
INV001290,PROD00583,STORE023,50
INV001291,PROD00285,STORE015,70
INV001292,PROD00774,STORE001,7
INV001293,PROD00643,STORE009,45
INV001294,PROD00260,STORE029,20
INV001295,PROD00377,STORE040,93
INV001296,PROD00793,STORE032,92
INV001297,PROD00142,STORE037,69
INV001298,PROD00307,STORE027,9
INV001299,PROD00588,STORE006,0
INV001300,PROD00545,STORE022,84
INV001301,PROD00359,STORE065,20
INV001302,PROD00545,STORE048,57
INV001303,PROD00153,STORE012,40
INV001304,PROD00542,STORE033,26
INV001305,PROD00669,STORE074,18
INV001306,PROD00291,STORE056,40
INV001307,PROD00124,STORE041,67
INV001308,PROD00579,STORE006,34
INV001309,PROD00251,STORE035,6
INV001310,PROD00334,STORE072,17
INV001311,PROD00140,STORE014,12
INV001312,PROD00391,STORE028,28
INV001313,PROD00474,STORE048,0
INV001314,PROD00540,STORE014,28
INV001315,PROD00468,STORE060,62
INV001316,PROD00236,STORE046,60
INV001317,PROD00680,STORE056,15
INV001318,PROD00674,STORE064,73
INV001319,PROD00410,STORE001,27
INV001320,PROD00531,STORE001,77
INV001321,PROD00478,STORE070,64
INV001322,PROD00336,STORE002,78
INV001323,PROD00756,STORE052,17
INV001324,PROD00001,STORE025,43
INV001325,PROD00164,STORE043,76
INV001326,PROD00390,STORE008,39
INV001327,PROD00151,STORE021,19
INV001328,PROD00159,STORE037,10
INV001329,PROD00598,STORE034,49
INV001330,PROD00177,STORE070,44
INV001331,PROD00593,STORE053,7
INV001332,PROD00052,STORE055,36
INV001333,PROD00633,STORE019,56
INV001334,PROD00369,STORE077,47
INV001335,PROD00562,STORE070,29
INV001336,PROD00164,STORE040,76
INV001337,PROD00327,STORE057,88
INV001338,PROD00129,STORE053,15
INV001339,PROD00003,STORE040,9
INV001340,PROD00737,STORE009,8
INV001341,PROD00103,STORE040,66
INV001342,PROD00232,STORE018,27
INV001343,PROD00286,STORE052,78
INV001344,PROD00104,STORE005,99
INV001345,PROD00097,STORE016,50
INV001346,PROD00559,STORE004,29
INV001347,PROD00296,STORE009,40
INV001348,PROD00068,STORE058,46
INV001349,PROD00078,STORE035,57
INV001350,PROD00211,STORE048,43
INV001351,PROD00747,STORE002,37
INV001352,PROD00655,STORE079,2
INV001353,PROD00132,STORE047,85
INV001354,PROD00429,STORE056,33
INV001355,PROD00492,STORE053,79
INV001356,PROD00623,STORE021,42
INV001357,PROD00425,STORE003,10
INV001358,PROD00263,STORE077,89
INV001359,PROD00466,STORE021,3
INV001360,PROD00727,STORE005,2
INV001361,PROD00005,STORE021,4
INV001362,PROD00561,STORE060,84
INV001363,PROD00715,STORE047,90
INV001364,PROD00766,STORE071,41
INV001365,PROD00663,STORE062,82
INV001366,PROD00073,STORE051,48
INV001367,PROD00373,STORE070,53
INV001368,PROD00770,STORE072,11
INV001369,PROD00169,STORE063,11
INV001370,PROD00592,STORE022,71
INV001371,PROD00083,STORE065,79
INV001372,PROD00411,STORE027,82
INV001373,PROD00279,STORE035,26
INV001374,PROD00432,STORE028,39
INV001375,PROD00695,STORE056,92
INV001376,PROD00141,STORE071,3
INV001377,PROD00020,STORE028,68
INV001378,PROD00030,STORE051,15
INV001379,PROD00012,STORE066,64
INV001380,PROD00699,STORE076,68
INV001381,PROD00572,STORE067,22
INV001382,PROD00587,STORE074,90
INV001383,PROD00219,STORE062,4
INV001384,PROD00538,STORE067,10
INV001385,PROD00342,STORE034,69
INV001386,PROD00374,STORE066,71
INV001387,PROD00664,STORE040,92
INV001388,PROD00738,STORE010,26
INV001389,PROD00404,STORE046,47
INV001390,PROD00529,STORE048,12
INV001391,PROD00506,STORE027,28
INV001392,PROD00464,STORE025,64
INV001393,PROD00016,STORE022,73
INV001394,PROD00620,STORE048,35
INV001395,PROD00441,STORE008,65
INV001396,PROD00110,STORE058,67
INV001397,PROD00660,STORE030,37
INV001398,PROD00422,STORE063,95
INV001399,PROD00485,STORE045,13
INV001400,PROD00448,STORE008,96
INV001401,PROD00535,STORE070,85
INV001402,PROD00619,STORE040,81
INV001403,PROD00260,STORE072,75
INV001404,PROD00564,STORE047,75
INV001405,PROD00540,STORE074,5
INV001406,PROD00471,STORE053,4
INV001407,PROD00651,STORE014,10
INV001408,PROD00227,STORE040,85
INV001409,PROD00087,STORE036,53
INV001410,PROD00345,STORE054,80
INV001411,PROD00657,STORE024,75
INV001412,PROD00524,STORE066,1
INV001413,PROD00797,STORE075,94
INV001414,PROD00652,STORE015,77
INV001415,PROD00763,STORE064,32
INV001416,PROD00104,STORE019,33
INV001417,PROD00564,STORE013,62
INV001418,PROD00375,STORE068,64
INV001419,PROD00506,STORE063,12
INV001420,PROD00407,STORE005,0
INV001421,PROD00064,STORE056,26
INV001422,PROD00074,STORE065,19
INV001423,PROD00443,STORE029,58
INV001424,PROD00098,STORE066,38
INV001425,PROD00472,STORE054,15
INV001426,PROD00477,STORE041,47
INV001427,PROD00055,STORE042,68
INV001428,PROD00155,STORE057,41
INV001429,PROD00275,STORE008,7
INV001430,PROD00034,STORE012,51
INV001431,PROD00794,STORE042,6
INV001432,PROD00639,STORE016,88
INV001433,PROD00153,STORE028,2
INV001434,PROD00601,STORE066,6
INV001435,PROD00191,STORE007,4
INV001436,PROD00362,STORE027,97
INV001437,PROD00194,STORE013,79
INV001438,PROD00220,STORE029,53
INV001439,PROD00553,STORE020,32
INV001440,PROD00615,STORE013,6
INV001441,PROD00375,STORE032,97
INV001442,PROD00387,STORE049,82
INV001443,PROD00369,STORE042,29
INV001444,PROD00063,STORE056,58
INV001445,PROD00335,STORE057,60
INV001446,PROD00487,STORE031,7
INV001447,PROD00797,STORE042,69
INV001448,PROD00081,STORE011,55
INV001449,PROD00501,STORE037,18
INV001450,PROD00717,STORE011,18
INV001451,PROD00665,STORE073,61
INV001452,PROD00137,STORE043,99
INV001453,PROD00305,STORE037,22
INV001454,PROD00570,STORE055,50
INV001455,PROD00097,STORE022,69
INV001456,PROD00665,STORE044,7
INV001457,PROD00668,STORE017,53
INV001458,PROD00003,STORE049,24
INV001459,PROD00199,STORE061,42
INV001460,PROD00570,STORE014,77
INV001461,PROD00607,STORE075,42
INV001462,PROD00379,STORE056,12
INV001463,PROD00009,STORE045,76
INV001464,PROD00443,STORE042,77
INV001465,PROD00157,STORE025,83
INV001466,PROD00251,STORE067,30
INV001467,PROD00299,STORE076,21
INV001468,PROD00135,STORE001,18
INV001469,PROD00308,STORE067,1
INV001470,PROD00436,STORE024,97
INV001471,PROD00150,STORE039,74
INV001472,PROD00243,STORE002,38
INV001473,PROD00078,STORE036,83
INV001474,PROD00731,STORE059,91
INV001475,PROD00680,STORE077,83
INV001476,PROD00466,STORE073,37
INV001477,PROD00499,STORE002,92
INV001478,PROD00038,STORE073,53
INV001479,PROD00530,STORE008,74
INV001480,PROD00311,STORE055,69
INV001481,PROD00062,STORE029,8
INV001482,PROD00694,STORE066,29
INV001483,PROD00107,STORE011,76
INV001484,PROD00448,STORE001,40
INV001485,PROD00142,STORE007,89
INV001486,PROD00445,STORE034,91
INV001487,PROD00330,STORE068,46
INV001488,PROD00094,STORE059,32
INV001489,PROD00024,STORE067,41
INV001490,PROD00783,STORE011,98
INV001491,PROD00424,STORE032,31
INV001492,PROD00656,STORE061,3
INV001493,PROD00520,STORE072,53
INV001494,PROD00733,STORE068,74
INV001495,PROD00312,STORE069,47
INV001496,PROD00201,STORE019,15
INV001497,PROD00582,STORE023,44
INV001498,PROD00263,STORE012,8
INV001499,PROD00609,STORE018,83
INV001500,PROD00004,STORE051,30
INV001501,PROD00115,STORE003,49
INV001502,PROD00096,STORE044,25
INV001503,PROD00268,STORE030,63
INV001504,PROD00748,STORE075,9
INV001505,PROD00419,STORE070,38
INV001506,PROD00653,STORE010,75
INV001507,PROD00028,STORE051,99
INV001508,PROD00276,STORE070,39
INV001509,PROD00350,STORE016,65
INV001510,PROD00212,STORE058,84
INV001511,PROD00460,STORE048,11
INV001512,PROD00567,STORE050,69
INV001513,PROD00094,STORE011,71
INV001514,PROD00497,STORE042,38
INV001515,PROD00091,STORE011,6
INV001516,PROD00568,STORE001,83
INV001517,PROD00133,STORE051,59
INV001518,PROD00409,STORE052,11
INV001519,PROD00569,STORE015,92
INV001520,PROD00047,STORE017,65
INV001521,PROD00261,STORE012,66
INV001522,PROD00733,STORE009,94
INV001523,PROD00373,STORE034,5
INV001524,PROD00129,STORE022,3
INV001525,PROD00223,STORE030,62
INV001526,PROD00249,STORE030,31
INV001527,PROD00569,STORE007,49
INV001528,PROD00756,STORE060,18
INV001529,PROD00485,STORE012,78
INV001530,PROD00701,STORE070,10
INV001531,PROD00169,STORE018,93
INV001532,PROD00762,STORE003,24
INV001533,PROD00353,STORE013,40
INV001534,PROD00563,STORE005,12
INV001535,PROD00464,STORE033,68
INV001536,PROD00550,STORE043,64
INV001537,PROD00388,STORE057,83
INV001538,PROD00041,STORE016,48
INV001539,PROD00240,STORE018,47
INV001540,PROD00723,STORE033,26
INV001541,PROD00024,STORE074,75
INV001542,PROD00170,STORE050,51
INV001543,PROD00327,STORE070,74
INV001544,PROD00420,STORE079,99
INV001545,PROD00432,STORE045,11
INV001546,PROD00014,STORE044,21
INV001547,PROD00373,STORE010,71
INV001548,PROD00163,STORE043,58
INV001549,PROD00420,STORE003,23
INV001550,PROD00220,STORE054,22
INV001551,PROD00353,STORE009,96
