TicketID,CustomerID,Status,CreatedDate
TIC0000582,CUST01778,Resolved,2024-06-23
TIC0000583,CUST02131,Pending,2024-07-24
TIC0000584,CUST01337,Open,2024-09-07
TIC0000585,CUST01171,Resolved,2024-06-12
TIC0000586,CUST00152,Open,2024-10-17
TIC0000587,CUST00257,Open,2024-01-19
TIC0000588,CUST00217,Pending,2024-01-02
TIC0000589,CUST01643,Open,2024-06-28
TIC0000590,CUST02842,Pending,2025-04-14
TIC0000591,CUST02226,Open,2024-07-19
TIC0000592,CUST01545,Pending,2025-01-16
TIC0000593,CUST01652,Open,2024-06-17
TIC0000594,CUST00096,Pending,2023-07-09
TIC0000595,CUST02584,Resolved,2024-12-10
TIC0000596,CUST00208,Pending,2024-07-01
TIC0000597,CUST02678,Open,2025-04-12
TIC0000598,CUST01457,Pending,2024-01-03
TIC0000599,CUST00503,Open,2024-05-09
TIC0000600,CUST01771,Open,2024-02-02
TIC0000601,CUST02084,Open,2024-08-26
TIC0000602,CUST02935,Pending,2024-04-25
TIC0000603,CUST01690,Open,2025-03-12
TIC0000604,CUST00798,Pending,2023-10-12
TIC0000605,CUST01784,Resolved,2024-02-02
TIC0000606,CUST00643,Open,2025-03-09
TIC0000607,CUST00042,Pending,2024-03-17
TIC0000608,CUST01912,Open,2023-08-15
TIC0000609,CUST01494,Open,2025-04-13
TIC0000610,CUST02173,Pending,2023-10-09
TIC0000611,CUST01990,Pending,2024-06-13
TIC0000612,CUST02189,Open,2024-06-06
TIC0000613,CUST00050,Pending,2023-10-26
TIC0000614,CUST02202,Open,2024-03-17
TIC0000615,CUST02389,Open,2025-01-12
TIC0000616,CUST00237,Resolved,2025-03-23
TIC0000617,CUST01670,Resolved,2023-06-01
TIC0000618,CUST01042,Open,2023-10-10
TIC0000619,CUST02546,Pending,2023-09-18
TIC0000620,CUST01001,Pending,2024-05-13
TIC0000621,CUST00256,Resolved,2025-03-21
TIC0000622,CUST01639,Pending,2024-11-13
TIC0000623,CUST00040,Pending,2024-04-29
TIC0000624,CUST01030,Open,2025-03-03
TIC0000625,CUST00813,Resolved,2025-02-13
TIC0000626,CUST00266,Open,2025-02-04
TIC0000627,CUST01851,Pending,2025-04-14
TIC0000628,CUST02180,Open,2024-01-04
TIC0000629,CUST01454,Pending,2024-02-07
TIC0000630,CUST02955,Resolved,2023-11-14
TIC0000631,CUST02244,Open,2023-09-01
TIC0000632,CUST00654,Resolved,2023-07-11
TIC0000633,CUST02288,Resolved,2024-06-23
TIC0000634,CUST02074,Pending,2024-02-25
TIC0000635,CUST01980,Open,2023-10-02
TIC0000636,CUST02859,Pending,2024-11-03
TIC0000637,CUST02159,Resolved,2025-04-23
TIC0000638,CUST02138,Pending,2023-09-27
TIC0000639,CUST01174,Open,2024-08-13
TIC0000640,CUST00074,Resolved,2025-04-10
TIC0000641,CUST01335,Pending,2024-04-05
TIC0000642,CUST01487,Open,2023-06-03
TIC0000643,CUST02655,Pending,2024-09-02
TIC0000644,CUST01916,Pending,2024-06-16
TIC0000645,CUST02308,Open,2024-03-09
TIC0000646,CUST02939,Pending,2025-05-20
TIC0000647,CUST00390,Open,2024-05-06
TIC0000648,CUST00921,Open,2023-08-28
TIC0000649,CUST00615,Open,2024-01-05
TIC0000650,CUST00507,Resolved,2025-02-01
TIC0000651,CUST01249,Open,2024-08-03
TIC0000652,CUST01499,Pending,2024-10-16
TIC0000653,CUST02990,Resolved,2024-02-02
TIC0000654,CUST01014,Open,2023-11-09
TIC0000655,CUST02190,Pending,2024-03-21
TIC0000656,CUST02752,Resolved,2023-07-15
TIC0000657,CUST02626,Open,2024-04-23
TIC0000658,CUST00896,Resolved,2023-06-29
TIC0000659,CUST01959,Resolved,2025-01-12
TIC0000660,CUST02456,Resolved,2024-03-27
TIC0000661,CUST00501,Resolved,2024-01-24
TIC0000662,CUST00587,Resolved,2023-12-27
TIC0000663,CUST00197,Pending,2024-04-02
TIC0000664,CUST00041,Resolved,2024-02-07
TIC0000665,CUST02744,Resolved,2024-10-06
TIC0000666,CUST00323,Open,2024-03-21
TIC0000667,CUST00941,Pending,2023-07-20
TIC0000668,CUST01182,Open,2025-05-16
TIC0000669,CUST00240,Open,2024-06-15
TIC0000670,CUST00554,Open,2024-05-03
TIC0000671,CUST00647,Pending,2024-06-25
TIC0000672,CUST02963,Pending,2024-08-07
TIC0000673,CUST01437,Pending,2024-10-11
TIC0000674,CUST00390,Open,2024-08-24
TIC0000675,CUST01240,Resolved,2023-11-30
TIC0000676,CUST02335,Resolved,2024-09-09
TIC0000677,CUST02198,Open,2023-07-10
TIC0000678,CUST02464,Pending,2024-06-29
TIC0000679,CUST02314,Pending,2023-08-07
TIC0000680,CUST00961,Pending,2024-08-23
TIC0000681,CUST01825,Resolved,2024-07-01
TIC0000682,CUST01306,Open,2024-06-25
TIC0000683,CUST01393,Pending,2024-08-03
TIC0000684,CUST00472,Open,2024-01-14
TIC0000685,CUST00921,Open,2023-09-01
TIC0000686,CUST00243,Resolved,2024-07-22
TIC0000687,CUST01416,Pending,2025-04-30
TIC0000688,CUST01174,Resolved,2023-11-04
TIC0000689,CUST00296,Open,2023-07-17
TIC0000690,CUST00476,Pending,2025-03-06
TIC0000691,CUST00583,Resolved,2025-03-16
TIC0000692,CUST01908,Pending,2023-07-27
TIC0000693,CUST02759,Pending,2024-08-15
TIC0000694,CUST00786,Open,2025-03-27
TIC0000695,CUST02681,Open,2023-10-07
TIC0000696,CUST02592,Pending,2024-11-17
TIC0000697,CUST01359,Open,2024-12-06
TIC0000698,CUST02999,Open,2024-09-30
TIC0000699,CUST00022,Resolved,2025-04-26
TIC0000700,CUST00524,Open,2025-01-27
TIC0000701,CUST02374,Pending,2023-07-18
TIC0000702,CUST00683,Open,2023-12-18
TIC0000703,CUST02272,Open,2024-11-17
TIC0000704,CUST02588,Pending,2024-04-22
TIC0000705,CUST00480,Pending,2025-01-12
TIC0000706,CUST00642,Pending,2023-08-26
TIC0000707,CUST01400,Resolved,2024-11-15
TIC0000708,CUST00608,Resolved,2025-01-15
TIC0000709,CUST00116,Pending,2024-11-04
TIC0000710,CUST01388,Pending,2024-03-26
TIC0000711,CUST01937,Resolved,2023-08-01
TIC0000712,CUST00434,Open,2023-06-27
TIC0000713,CUST00704,Open,2024-01-19
TIC0000714,CUST01046,Open,2023-08-06
TIC0000715,CUST01601,Resolved,2024-01-09
TIC0000716,CUST00264,Open,2024-08-22
TIC0000717,CUST00882,Pending,2023-10-27
TIC0000718,CUST00003,Resolved,2024-05-31
TIC0000719,CUST02611,Pending,2023-07-31
TIC0000720,CUST00035,Pending,2023-12-02
TIC0000721,CUST02565,Open,2023-12-31
TIC0000722,CUST02385,Resolved,2023-10-18
TIC0000723,CUST01167,Pending,2024-09-12
TIC0000724,CUST00527,Pending,2023-10-19
TIC0000725,CUST02803,Open,2025-05-03
TIC0000726,CUST01771,Resolved,2023-08-27
TIC0000727,CUST00298,Resolved,2024-04-23
TIC0000728,CUST02580,Resolved,2024-11-19
TIC0000729,CUST00508,Pending,2024-01-06
TIC0000730,CUST01655,Open,2023-12-31
TIC0000731,CUST02158,Open,2024-11-04
TIC0000732,CUST02765,Open,2025-05-25
TIC0000733,CUST01402,Pending,2025-04-15
TIC0000734,CUST00351,Open,2023-12-03
TIC0000735,CUST02532,Resolved,2024-09-03
TIC0000736,CUST01517,Pending,2023-07-03
TIC0000737,CUST01493,Pending,2024-09-02
TIC0000738,CUST02257,Pending,2023-11-26
TIC0000739,CUST02825,Resolved,2025-04-18
TIC0000740,CUST01573,Resolved,2025-01-18
TIC0000741,CUST02915,Resolved,2023-08-26
TIC0000742,CUST00372,Open,2025-04-14
TIC0000743,CUST01988,Pending,2024-01-07
TIC0000744,CUST01489,Resolved,2025-02-09
TIC0000745,CUST00500,Resolved,2025-05-16
TIC0000746,CUST00723,Resolved,2025-04-17
TIC0000747,CUST02754,Open,2025-02-07
TIC0000748,CUST02982,Resolved,2025-02-16
TIC0000749,CUST01675,Pending,2023-08-30
TIC0000750,CUST00912,Open,2025-02-27
TIC0000751,CUST02037,Pending,2025-03-21
TIC0000752,CUST01431,Pending,2024-06-24
TIC0000753,CUST02173,Pending,2023-06-23
TIC0000754,CUST02857,Open,2024-11-17
TIC0000755,CUST01590,Open,2024-12-01
TIC0000756,CUST02638,Pending,2024-02-26
TIC0000757,CUST01858,Open,2025-04-24
TIC0000758,CUST02284,Pending,2023-12-28
TIC0000759,CUST00775,Open,2025-02-11
TIC0000760,CUST02840,Resolved,2024-08-01
TIC0000761,CUST00840,Open,2023-12-05
TIC0000762,CUST00418,Resolved,2024-01-31
TIC0000763,CUST02431,Open,2023-11-17
TIC0000764,CUST02013,Resolved,2023-07-02
TIC0000765,CUST01302,Pending,2024-03-12
TIC0000766,CUST02256,Resolved,2023-11-23
TIC0000767,CUST00861,Resolved,2025-01-02
TIC0000768,CUST00752,Open,2023-11-09
TIC0000769,CUST02998,Pending,2024-01-20
TIC0000770,CUST00642,Resolved,2024-04-04
TIC0000771,CUST02851,Resolved,2025-03-01
TIC0000772,CUST02131,Resolved,2024-05-20
TIC0000773,CUST01045,Pending,2024-10-03
TIC0000774,CUST01657,Resolved,2025-03-30
TIC0000775,CUST02279,Resolved,2024-07-19
TIC0000776,CUST02526,Resolved,2023-09-02
TIC0000777,CUST01086,Resolved,2023-10-18
TIC0000778,CUST02453,Open,2024-04-26
TIC0000779,CUST02147,Pending,2024-12-28
TIC0000780,CUST01271,Resolved,2024-03-02
TIC0000781,CUST00540,Resolved,2023-10-28
TIC0000782,CUST02653,Pending,2023-11-18
TIC0000783,CUST00780,Resolved,2025-01-29
TIC0000784,CUST02014,Pending,2024-06-19
TIC0000785,CUST01596,Resolved,2024-02-11
TIC0000786,CUST02488,Resolved,2024-11-13
TIC0000787,CUST01245,Pending,2024-05-12
TIC0000788,CUST02911,Open,2025-05-12
TIC0000789,CUST00714,Open,2023-08-21
TIC0000790,CUST01179,Pending,2024-08-04
TIC0000791,CUST02005,Open,2023-11-26
TIC0000792,CUST01022,Open,2024-08-09
TIC0000793,CUST00611,Pending,2025-03-06
TIC0000794,CUST00586,Pending,2024-08-24
TIC0000795,CUST02759,Open,2023-07-16
TIC0000796,CUST00907,Resolved,2023-06-19
TIC0000797,CUST01821,Pending,2024-07-26
TIC0000798,CUST00476,Resolved,2025-02-25
TIC0000799,CUST01442,Resolved,2024-12-02
TIC0000800,CUST00921,Pending,2024-10-28
TIC0000801,CUST00858,Pending,2024-03-15
TIC0000802,CUST02686,Resolved,2023-06-27
TIC0000803,CUST02865,Resolved,2023-12-08
TIC0000804,CUST00947,Resolved,2024-01-26
TIC0000805,CUST00882,Resolved,2024-08-19
TIC0000806,CUST02360,Pending,2024-03-11
TIC0000807,CUST02025,Open,2024-09-23
TIC0000808,CUST00262,Pending,2024-08-13
TIC0000809,CUST01796,Open,2025-03-01
TIC0000810,CUST02283,Pending,2024-07-31
TIC0000811,CUST01508,Pending,2023-09-10
TIC0000812,CUST01372,Pending,2024-02-26
TIC0000813,CUST02593,Open,2023-08-17
TIC0000814,CUST02012,Resolved,2024-09-27
TIC0000815,CUST02280,Pending,2023-07-08
TIC0000816,CUST02429,Open,2024-01-28
TIC0000817,CUST02076,Open,2023-07-08
TIC0000818,CUST02803,Resolved,2024-11-16
TIC0000819,CUST00099,Pending,2024-04-09
TIC0000820,CUST01431,Open,2024-12-30
TIC0000821,CUST01266,Open,2023-12-18
TIC0000822,CUST01877,Open,2023-10-07
TIC0000823,CUST00567,Pending,2024-02-19
TIC0000824,CUST02982,Resolved,2024-12-20
TIC0000825,CUST00351,Open,2025-01-02
TIC0000826,CUST00897,Pending,2023-11-12
TIC0000827,CUST00989,Open,2024-12-15
TIC0000828,CUST02327,Resolved,2023-11-23
TIC0000829,CUST00596,Resolved,2024-10-06
TIC0000830,CUST01558,Pending,2023-09-08
TIC0000831,CUST01877,Open,2024-08-11
TIC0000832,CUST00986,Pending,2024-01-05
TIC0000833,CUST01279,Open,2025-03-02
TIC0000834,CUST01790,Open,2025-04-07
TIC0000835,CUST01006,Open,2024-11-22
TIC0000836,CUST00968,Open,2025-03-19
TIC0000837,CUST02697,Pending,2023-11-24
TIC0000838,CUST00730,Pending,2025-02-02
TIC0000839,CUST02003,Pending,2024-04-20
TIC0000840,CUST01184,Open,2024-10-27
TIC0000841,CUST01434,Pending,2023-10-14
TIC0000842,CUST00209,Resolved,2025-04-21
TIC0000843,CUST00193,Pending,2024-10-18
TIC0000844,CUST02883,Resolved,2023-08-28
TIC0000845,CUST00068,Open,2024-11-30
TIC0000846,CUST02770,Open,2024-12-20
TIC0000847,CUST00525,Pending,2025-03-12
TIC0000848,CUST00527,Open,2023-09-17
TIC0000849,CUST01536,Pending,2023-10-06
TIC0000850,CUST00656,Resolved,2025-04-04
TIC0000851,CUST02533,Pending,2024-03-29
TIC0000852,CUST01038,Resolved,2024-07-16
TIC0000853,CUST00834,Pending,2023-12-27
TIC0000854,CUST01677,Open,2025-02-28
TIC0000855,CUST01016,Pending,2024-04-29
TIC0000856,CUST02472,Open,2023-12-28
TIC0000857,CUST02730,Open,2025-02-23
TIC0000858,CUST01637,Pending,2023-12-18
TIC0000859,CUST01596,Pending,2024-07-11
TIC0000860,CUST02186,Resolved,2025-04-06
TIC0000861,CUST01937,Open,2025-05-16
TIC0000862,CUST02900,Open,2023-09-23
TIC0000863,CUST00752,Open,2025-04-25
TIC0000864,CUST00919,Pending,2025-02-17
TIC0000865,CUST02189,Open,2023-07-26
TIC0000866,CUST00947,Open,2024-05-22
TIC0000867,CUST00524,Open,2025-05-20
TIC0000868,CUST01359,Open,2023-07-24
TIC0000869,CUST00731,Open,2023-12-26
TIC0000870,CUST02653,Pending,2023-10-14
TIC0000871,CUST00786,Open,2023-09-10
TIC0000872,CUST02477,Pending,2023-12-24
TIC0000873,CUST02890,Open,2024-01-24
TIC0000874,CUST00799,Pending,2023-05-30
TIC0000875,CUST02114,Resolved,2024-12-21
TIC0000876,CUST00633,Pending,2024-10-30
TIC0000877,CUST00785,Resolved,2024-05-15
TIC0000878,CUST00075,Open,2025-04-20
TIC0000879,CUST02849,Pending,2025-02-10
TIC0000880,CUST02280,Resolved,2024-05-02
TIC0000881,CUST01103,Resolved,2025-03-14
TIC0000882,CUST02492,Open,2023-06-28
TIC0000883,CUST00638,Open,2024-04-15
TIC0000884,CUST02186,Resolved,2024-01-27
TIC0000885,CUST01222,Pending,2024-07-13
TIC0000886,CUST02345,Resolved,2023-06-30
TIC0000887,CUST00702,Pending,2024-04-13
TIC0000888,CUST00021,Pending,2023-11-15
TIC0000889,CUST01106,Open,2025-03-29
TIC0000890,CUST02415,Open,2025-01-06
TIC0000891,CUST00727,Resolved,2024-05-05
TIC0000892,CUST00057,Pending,2023-12-07
TIC0000893,CUST02561,Pending,2024-08-30
TIC0000894,CUST01955,Resolved,2023-06-08
TIC0000895,CUST01281,Resolved,2024-03-09
TIC0000896,CUST00045,Resolved,2024-03-07
TIC0000897,CUST02561,Resolved,2024-11-16
TIC0000898,CUST02325,Resolved,2024-10-14
TIC0000899,CUST00009,Open,2025-01-19
TIC0000900,CUST01943,Pending,2023-09-19
TIC0000901,CUST02664,Resolved,2024-07-01
TIC0000902,CUST00162,Pending,2024-08-02
TIC0000903,CUST00389,Pending,2025-01-06
TIC0000904,CUST02146,Pending,2025-05-10
TIC0000905,CUST00363,Open,2025-04-15
TIC0000906,CUST01818,Resolved,2023-09-19
TIC0000907,CUST02361,Resolved,2023-09-14
TIC0000908,CUST01385,Pending,2023-12-12
TIC0000909,CUST02223,Open,2024-10-14
TIC0000910,CUST01063,Resolved,2023-08-08
TIC0000911,CUST02304,Open,2023-11-05
TIC0000912,CUST02686,Resolved,2024-09-16
TIC0000913,CUST02229,Resolved,2025-02-10
TIC0000914,CUST02998,Pending,2023-11-26
TIC0000915,CUST02866,Resolved,2024-01-24
TIC0000916,CUST01790,Pending,2024-09-03
TIC0000917,CUST01683,Pending,2023-07-07
TIC0000918,CUST02685,Open,2025-04-13
TIC0000919,CUST01028,Open,2025-02-11
TIC0000920,CUST01909,Pending,2024-12-08
TIC0000921,CUST01683,Pending,2024-08-08
TIC0000922,CUST01460,Pending,2024-12-20
TIC0000923,CUST01462,Pending,2023-11-05
TIC0000924,CUST02768,Resolved,2025-03-25
TIC0000925,CUST01162,Pending,2024-10-25
TIC0000926,CUST00880,Pending,2024-04-08
TIC0000927,CUST00953,Open,2024-10-23
TIC0000928,CUST01750,Open,2025-02-23
TIC0000929,CUST02134,Open,2024-07-18
TIC0000930,CUST01170,Resolved,2025-04-20
TIC0000931,CUST01421,Pending,2024-02-26
TIC0000932,CUST01275,Pending,2024-11-10
TIC0000933,CUST02751,Resolved,2024-09-27
TIC0000934,CUST02600,Resolved,2023-08-08
TIC0000935,CUST01120,Resolved,2025-01-13
TIC0000936,CUST01742,Resolved,2023-08-26
TIC0000937,CUST01964,Pending,2024-11-25
TIC0000938,CUST01457,Pending,2023-09-03
TIC0000939,CUST02818,Pending,2025-01-30
TIC0000940,CUST00998,Pending,2024-09-14
TIC0000941,CUST01323,Open,2023-08-30
TIC0000942,CUST01215,Open,2024-07-16
TIC0000943,CUST00307,Pending,2024-06-13
TIC0000944,CUST00811,Open,2024-02-15
TIC0000945,CUST01251,Open,2024-12-10
TIC0000946,CUST01304,Pending,2024-09-24
TIC0000947,CUST01740,Resolved,2023-06-18
TIC0000948,CUST01669,Open,2024-06-04
TIC0000949,CUST02112,Open,2025-04-30
TIC0000950,CUST01829,Pending,2024-03-24
TIC0000951,CUST01731,Resolved,2024-05-25
TIC0000952,CUST00716,Pending,2024-02-16
TIC0000953,CUST00161,Open,2024-07-13
TIC0000954,CUST01852,Pending,2024-06-18
TIC0000955,CUST02124,Open,2023-09-14
TIC0000956,CUST01939,Pending,2024-04-03
TIC0000957,CUST02524,Open,2025-02-10
TIC0000958,CUST00190,Pending,2023-06-15
TIC0000959,CUST02016,Open,2024-08-23
TIC0000960,CUST02687,Pending,2023-08-17
TIC0000961,CUST02266,Resolved,2025-04-08
TIC0000962,CUST00661,Open,2023-11-01
TIC0000963,CUST00880,Pending,2025-03-12
TIC0000964,CUST02042,Open,2024-03-06
TIC0000965,CUST02627,Open,2024-08-19
TIC0000966,CUST01568,Open,2024-03-30
TIC0000967,CUST01020,Pending,2025-02-20
TIC0000968,CUST01007,Open,2024-08-11
TIC0000969,CUST01415,Pending,2023-11-22
TIC0000970,CUST00222,Open,2025-04-16
TIC0000971,CUST01346,Pending,2023-11-03
TIC0000972,CUST02862,Open,2023-07-02
TIC0000973,CUST02582,Pending,2023-05-29
TIC0000974,CUST01634,Open,2024-07-31
TIC0000975,CUST02720,Pending,2024-11-04
TIC0000976,CUST00626,Resolved,2023-06-21
TIC0000977,CUST01011,Pending,2024-01-18
TIC0000978,CUST02070,Resolved,2024-03-24
TIC0000979,CUST00572,Open,2023-07-07
TIC0000980,CUST02946,Resolved,2024-03-07
TIC0000981,CUST01139,Pending,2024-02-11
TIC0000982,CUST02445,Pending,2024-11-22
TIC0000983,CUST00227,Open,2024-05-17
TIC0000984,CUST02238,Open,2023-10-09
TIC0000985,CUST03000,Resolved,2024-02-17
TIC0000986,CUST02190,Pending,2025-04-01
TIC0000987,CUST02946,Pending,2024-05-22
TIC0000988,CUST01251,Pending,2025-02-05
TIC0000989,CUST01749,Pending,2024-03-25
TIC0000990,CUST01165,Resolved,2024-12-16
TIC0000991,CUST01858,Resolved,2024-01-20
TIC0000992,CUST00657,Resolved,2024-02-05
TIC0000993,CUST00102,Resolved,2024-08-15
TIC0000994,CUST02878,Pending,2023-05-30
TIC0000995,CUST01402,Resolved,2023-07-11
TIC0000996,CUST00837,Resolved,2024-05-29
TIC0000997,CUST01875,Open,2024-12-13
TIC0000998,CUST00685,Open,2025-03-12
TIC0000999,CUST02844,Resolved,2023-08-28
TIC0001000,CUST02217,Resolved,2023-11-27
TIC0001001,CUST00729,Resolved,2024-09-16
TIC0001002,CUST01933,Pending,2024-05-25
TIC0001003,CUST00077,Resolved,2023-07-31
TIC0001004,CUST02334,Open,2025-04-06
TIC0001005,CUST02241,Pending,2024-04-18
TIC0001006,CUST02682,Pending,2023-08-13
TIC0001007,CUST00496,Open,2023-09-11
TIC0001008,CUST00849,Resolved,2024-11-01
TIC0001009,CUST01319,Resolved,2023-07-20
TIC0001010,CUST01824,Open,2025-02-20
TIC0001011,CUST02538,Pending,2024-10-13
TIC0001012,CUST00603,Open,2024-02-24
TIC0001013,CUST00545,Pending,2023-10-18
TIC0001014,CUST02476,Resolved,2023-09-24
TIC0001015,CUST01528,Resolved,2025-01-31
TIC0001016,CUST01290,Resolved,2025-01-13
TIC0001017,CUST01326,Open,2025-04-03
TIC0001018,CUST02250,Pending,2024-01-17
TIC0001019,CUST00948,Resolved,2025-03-09
TIC0001020,CUST00854,Pending,2024-07-18
TIC0001021,CUST02878,Resolved,2024-10-04
TIC0001022,CUST02688,Pending,2024-11-29
TIC0001023,CUST00432,Open,2024-06-18
TIC0001024,CUST01841,Open,2024-12-21
TIC0001025,CUST02713,Open,2024-04-21
TIC0001026,CUST02583,Pending,2023-06-29
TIC0001027,CUST01132,Pending,2024-08-11
TIC0001028,CUST02174,Resolved,2024-08-28
TIC0001029,CUST00507,Open,2025-01-04
TIC0001030,CUST00565,Open,2023-06-17
TIC0001031,CUST01021,Open,2025-03-06
TIC0001032,CUST02348,Open,2025-01-21
TIC0001033,CUST02341,Pending,2024-10-24
TIC0001034,CUST00629,Open,2023-10-23
TIC0001035,CUST00361,Open,2024-01-19
TIC0001036,CUST00151,Resolved,2024-03-03
TIC0001037,CUST02182,Pending,2024-11-11
TIC0001038,CUST01782,Pending,2024-10-09
TIC0001039,CUST00926,Open,2025-03-10
TIC0001040,CUST01909,Resolved,2024-10-07
TIC0001041,CUST00193,Resolved,2023-10-02
TIC0001042,CUST00599,Resolved,2025-02-05
TIC0001043,CUST00248,Pending,2024-08-20
TIC0001044,CUST02021,Pending,2025-05-08
TIC0001045,CUST02181,Pending,2024-11-21
TIC0001046,CUST00937,Resolved,2025-04-04
TIC0001047,CUST02996,Open,2025-01-20
TIC0001048,CUST00714,Resolved,2024-04-09
TIC0001049,CUST02787,Open,2024-04-22
TIC0001050,CUST00770,Resolved,2023-11-24
TIC0001051,CUST01754,Pending,2024-12-31
TIC0001052,CUST01223,Pending,2024-05-20
TIC0001053,CUST02663,Pending,2024-10-19
TIC0001054,CUST01399,Pending,2024-12-29
TIC0001055,CUST00388,Resolved,2024-06-09
TIC0001056,CUST00606,Open,2023-09-18
TIC0001057,CUST00873,Pending,2023-08-26
TIC0001058,CUST02126,Resolved,2023-08-08
TIC0001059,CUST01799,Open,2024-05-20
TIC0001060,CUST02461,Open,2024-02-12
TIC0001061,CUST01531,Pending,2024-01-20
TIC0001062,CUST01921,Pending,2025-05-03
TIC0001063,CUST02689,Pending,2024-03-07
TIC0001064,CUST00481,Open,2025-03-04
TIC0001065,CUST00315,Resolved,2024-12-19
TIC0001066,CUST01068,Open,2024-09-24
TIC0001067,CUST02971,Pending,2025-01-26
TIC0001068,CUST00814,Resolved,2024-06-04
TIC0001069,CUST00707,Open,2023-10-17
TIC0001070,CUST02445,Resolved,2024-05-13
TIC0001071,CUST02646,Resolved,2023-08-10
TIC0001072,CUST02615,Open,2024-05-02
TIC0001073,CUST00228,Resolved,2023-10-20
TIC0001074,CUST01858,Open,2025-01-22
TIC0001075,CUST02856,Resolved,2025-01-29
TIC0001076,CUST02075,Open,2023-06-19
TIC0001077,CUST02944,Open,2024-10-31
TIC0001078,CUST01614,Open,2023-12-26
TIC0001079,CUST01432,Resolved,2024-12-01
TIC0001080,CUST00453,Resolved,2024-12-11
TIC0001081,CUST00740,Pending,2024-09-07
TIC0001082,CUST00835,Pending,2023-11-15
TIC0001083,CUST01060,Resolved,2024-03-24
TIC0001084,CUST00591,Pending,2025-03-21
TIC0001085,CUST02371,Pending,2024-05-01
TIC0001086,CUST01558,Pending,2024-01-13
TIC0001087,CUST01129,Resolved,2023-10-05
TIC0001088,CUST02491,Resolved,2023-12-18
TIC0001089,CUST00874,Open,2024-05-24
TIC0001090,CUST02158,Resolved,2023-06-25
TIC0001091,CUST01443,Open,2023-09-16
TIC0001092,CUST01478,Open,2025-05-11
TIC0001093,CUST00797,Open,2025-05-03
TIC0001094,CUST01847,Resolved,2025-01-02
TIC0001095,CUST02539,Open,2024-11-30
TIC0001096,CUST00787,Resolved,2024-06-17
TIC0001097,CUST01356,Pending,2025-04-23
TIC0001098,CUST00618,Resolved,2024-11-27
TIC0001099,CUST00088,Resolved,2024-11-20
TIC0001100,CUST00435,Open,2025-03-03
TIC0001101,CUST00720,Pending,2023-07-15
TIC0001102,CUST02538,Open,2024-12-05
TIC0001103,CUST00366,Open,2025-01-09
TIC0001104,CUST00909,Resolved,2023-11-18
TIC0001105,CUST02825,Open,2024-01-08
TIC0001106,CUST02123,Open,2024-11-08
TIC0001107,CUST00890,Pending,2024-12-28
TIC0001108,CUST01796,Pending,2025-03-28
TIC0001109,CUST00738,Pending,2024-03-16
TIC0001110,CUST01177,Resolved,2024-07-17
TIC0001111,CUST01893,Pending,2025-02-05
TIC0001112,CUST02950,Resolved,2023-08-23
TIC0001113,CUST00754,Pending,2025-04-01
TIC0001114,CUST00194,Pending,2025-01-22
TIC0001115,CUST00238,Open,2024-05-12
TIC0001116,CUST02241,Pending,2024-11-06
TIC0001117,CUST00067,Resolved,2024-11-07
TIC0001118,CUST00268,Pending,2024-09-04
TIC0001119,CUST00574,Open,2023-11-10
TIC0001120,CUST02070,Resolved,2023-09-26
TIC0001121,CUST02522,Resolved,2024-10-31
TIC0001122,CUST00829,Resolved,2025-02-22
TIC0001123,CUST02550,Resolved,2023-09-19
TIC0001124,CUST02019,Resolved,2023-12-25
TIC0001125,CUST02604,Open,2023-07-22
TIC0001126,CUST00171,Resolved,2024-11-06
TIC0001127,CUST02636,Open,2025-01-31
TIC0001128,CUST02544,Open,2023-11-09
TIC0001129,CUST02716,Open,2023-05-28
TIC0001130,CUST00382,Open,2024-09-20
TIC0001131,CUST00146,Open,2024-01-28
TIC0001132,CUST01386,Resolved,2024-07-17
TIC0001133,CUST01992,Open,2024-12-11
TIC0001134,CUST02665,Open,2024-12-29
TIC0001135,CUST01825,Open,2025-05-01
TIC0001136,CUST02865,Open,2024-04-29
TIC0001137,CUST01413,Pending,2024-04-21
TIC0001138,CUST00248,Open,2024-02-17
TIC0001139,CUST01411,Open,2024-07-21
TIC0001140,CUST02097,Pending,2023-07-01
TIC0001141,CUST00125,Pending,2024-12-26
TIC0001142,CUST00662,Open,2025-01-16
TIC0001143,CUST01118,Resolved,2024-12-09
TIC0001144,CUST01582,Pending,2023-05-31
TIC0001145,CUST01856,Pending,2023-07-17
TIC0001146,CUST02117,Pending,2024-04-13
TIC0001147,CUST02822,Pending,2024-02-15
TIC0001148,CUST02916,Resolved,2025-03-19
TIC0001149,CUST00341,Open,2023-12-16
TIC0001150,CUST02398,Open,2025-01-04
TIC0001151,CUST01027,Pending,2024-02-09
TIC0001152,CUST02998,Open,2024-02-28
TIC0001153,CUST00813,Resolved,2024-10-27
TIC0001154,CUST01309,Pending,2025-02-20
TIC0001155,CUST01710,Resolved,2024-11-18
TIC0001156,CUST00866,Resolved,2023-09-27
TIC0001157,CUST01632,Resolved,2025-01-05
TIC0001158,CUST00113,Pending,2024-11-21
TIC0001159,CUST01236,Pending,2025-04-23
TIC0001160,CUST02109,Pending,2023-10-08
TIC0001161,CUST02003,Open,2024-05-22
TIC0001162,CUST01983,Open,2024-08-16
TIC0001163,CUST00805,Open,2024-01-01
TIC0001164,CUST01147,Resolved,2025-02-02
