RedemptionID,CouponID,CustomerID,RedemptionDate
CR000582,COUP00187,CUST01332,2024-04-02
CR000583,COUP00048,CUST02661,2023-08-04
CR000584,COUP00111,CUST02263,2024-03-17
CR000585,COUP00035,CUST00262,2024-04-09
CR000586,COUP00046,CUST02963,2024-02-26
CR000587,COUP00033,CUST01437,2025-03-08
CR000588,COUP00071,CUST02171,2024-05-30
CR000589,COUP00010,CUST00764,2024-05-16
CR000590,COUP00176,CUST02368,2024-12-18
CR000591,COUP00044,CUST02206,2025-05-19
CR000592,COUP00126,CUST01685,2025-02-22
CR000593,COUP00114,CUST01089,2024-09-06
CR000594,COUP00198,CUST00369,2023-06-23
CR000595,COUP00123,CUST00870,2024-11-20
CR000596,COUP00063,CUST01028,2024-10-21
CR000597,COUP00049,CUST02734,2024-05-26
CR000598,COUP00200,CUST00914,2024-07-04
CR000599,COUP00085,CUST01780,2023-10-22
CR000600,COUP00041,CUST02632,2024-07-04
CR000601,COUP00098,CUST01631,2023-11-16
CR000602,COUP00039,CUST00543,2024-04-21
CR000603,COUP00107,CUST02204,2025-04-23
CR000604,COUP00151,CUST02936,2025-05-24
CR000605,COUP00013,CUST00752,2024-10-05
CR000606,COUP00106,CUST02112,2025-03-20
CR000607,COUP00111,CUST00421,2023-08-29
CR000608,COUP00181,CUST02371,2023-09-28
CR000609,COUP00070,CUST01487,2024-03-01
CR000610,COUP00057,CUST01604,2024-12-15
CR000611,COUP00076,CUST00547,2024-10-14
CR000612,COUP00195,CUST02299,2024-01-04
CR000613,COUP00176,CUST00866,2024-05-27
CR000614,COUP00020,CUST02558,2024-03-12
CR000615,COUP00062,CUST01572,2025-03-26
CR000616,COUP00173,CUST02489,2025-04-29
CR000617,COUP00063,CUST00454,2025-05-05
CR000618,COUP00136,CUST02692,2024-01-06
CR000619,COUP00154,CUST02865,2024-08-07
CR000620,COUP00038,CUST01758,2023-05-28
CR000621,COUP00092,CUST00679,2023-10-26
CR000622,COUP00099,CUST00274,2023-07-26
CR000623,COUP00108,CUST00060,2024-07-14
CR000624,COUP00105,CUST00342,2024-03-03
CR000625,COUP00169,CUST01418,2024-09-27
CR000626,COUP00107,CUST02161,2023-11-07
CR000627,COUP00102,CUST01815,2025-03-01
CR000628,COUP00130,CUST02116,2023-12-16
CR000629,COUP00007,CUST01339,2024-09-07
CR000630,COUP00127,CUST00467,2024-08-12
CR000631,COUP00105,CUST02906,2024-03-21
CR000632,COUP00153,CUST02311,2023-07-20
CR000633,COUP00051,CUST02472,2025-04-16
CR000634,COUP00050,CUST00720,2024-12-25
CR000635,COUP00064,CUST01236,2023-09-09
CR000636,COUP00140,CUST00563,2025-05-08
CR000637,COUP00181,CUST00983,2024-08-04
CR000638,COUP00075,CUST02967,2025-04-11
CR000639,COUP00010,CUST02336,2024-11-10
CR000640,COUP00189,CUST00425,2025-01-12
CR000641,COUP00183,CUST00554,2024-11-25
CR000642,COUP00099,CUST00759,2023-12-21
CR000643,COUP00068,CUST01731,2024-10-09
CR000644,COUP00170,CUST00244,2024-10-25
CR000645,COUP00066,CUST01358,2024-05-16
CR000646,COUP00172,CUST02376,2024-08-18
CR000647,COUP00028,CUST02763,2024-12-03
CR000648,COUP00107,CUST01130,2023-09-02
CR000649,COUP00110,CUST01786,2024-08-24
CR000650,COUP00111,CUST01911,2023-10-27
CR000651,COUP00078,CUST01963,2025-04-25
CR000652,COUP00186,CUST02849,2024-11-26
CR000653,COUP00093,CUST01189,2025-05-16
CR000654,COUP00130,CUST01870,2024-08-03
CR000655,COUP00183,CUST02679,2023-06-21
CR000656,COUP00034,CUST02010,2024-07-16
CR000657,COUP00148,CUST01081,2025-04-25
CR000658,COUP00047,CUST00960,2025-02-05
CR000659,COUP00118,CUST01212,2024-09-05
CR000660,COUP00128,CUST02801,2024-11-02
CR000661,COUP00026,CUST00324,2023-10-20
CR000662,COUP00084,CUST02203,2025-01-12
CR000663,COUP00001,CUST02107,2025-05-11
CR000664,COUP00193,CUST01795,2024-04-24
CR000665,COUP00097,CUST02249,2023-12-31
CR000666,COUP00087,CUST02343,2024-06-16
CR000667,COUP00075,CUST01976,2023-12-04
CR000668,COUP00108,CUST01414,2025-03-28
CR000669,COUP00015,CUST01308,2023-08-02
CR000670,COUP00142,CUST02658,2023-09-27
CR000671,COUP00055,CUST02397,2023-07-10
CR000672,COUP00129,CUST01456,2024-12-15
CR000673,COUP00033,CUST00963,2023-09-07
CR000674,COUP00070,CUST01718,2024-10-22
CR000675,COUP00056,CUST02430,2025-04-12
CR000676,COUP00023,CUST01296,2024-03-09
CR000677,COUP00054,CUST02540,2024-10-01
CR000678,COUP00090,CUST02379,2024-12-15
CR000679,COUP00131,CUST00875,2024-07-18
CR000680,COUP00046,CUST02206,2024-07-01
CR000681,COUP00134,CUST00432,2024-09-08
CR000682,COUP00153,CUST01140,2024-07-16
CR000683,COUP00017,CUST00619,2023-10-28
CR000684,COUP00156,CUST00619,2023-07-02
CR000685,COUP00160,CUST02674,2024-05-09
CR000686,COUP00093,CUST00435,2023-11-29
CR000687,COUP00023,CUST01546,2023-12-29
CR000688,COUP00144,CUST02844,2023-12-04
CR000689,COUP00096,CUST00932,2023-10-14
CR000690,COUP00154,CUST00572,2024-05-09
CR000691,COUP00161,CUST00266,2024-12-06
CR000692,COUP00186,CUST00102,2025-05-02
CR000693,COUP00176,CUST02757,2025-01-23
CR000694,COUP00083,CUST02872,2024-08-31
CR000695,COUP00055,CUST01535,2023-11-29
CR000696,COUP00169,CUST02270,2023-06-05
CR000697,COUP00062,CUST02963,2024-04-12
CR000698,COUP00145,CUST02484,2023-07-20
CR000699,COUP00102,CUST01214,2024-05-17
CR000700,COUP00059,CUST00640,2024-07-05
CR000701,COUP00142,CUST02993,2024-09-04
CR000702,COUP00149,CUST00334,2023-10-06
CR000703,COUP00191,CUST00907,2023-06-09
CR000704,COUP00174,CUST01582,2024-05-28
CR000705,COUP00055,CUST01605,2024-03-02
CR000706,COUP00062,CUST02399,2023-09-16
CR000707,COUP00167,CUST01900,2024-10-27
CR000708,COUP00170,CUST00570,2024-06-03
CR000709,COUP00048,CUST02776,2025-02-19
CR000710,COUP00103,CUST02163,2025-04-04
CR000711,COUP00028,CUST01546,2025-02-04
CR000712,COUP00084,CUST00909,2024-02-16
CR000713,COUP00134,CUST00367,2023-09-05
CR000714,COUP00059,CUST02852,2025-05-24
CR000715,COUP00090,CUST02944,2024-12-23
CR000716,COUP00070,CUST02426,2025-02-27
CR000717,COUP00167,CUST02166,2023-12-31
CR000718,COUP00185,CUST01014,2023-07-25
CR000719,COUP00182,CUST02575,2024-12-20
CR000720,COUP00060,CUST01873,2024-12-22
CR000721,COUP00145,CUST00814,2024-08-10
CR000722,COUP00168,CUST00206,2023-11-12
CR000723,COUP00066,CUST00816,2024-11-22
CR000724,COUP00115,CUST00066,2024-07-26
CR000725,COUP00124,CUST02052,2024-02-29
CR000726,COUP00182,CUST00003,2024-10-25
CR000727,COUP00071,CUST01739,2024-03-12
CR000728,COUP00044,CUST00325,2023-10-01
CR000729,COUP00084,CUST01264,2025-05-08
CR000730,COUP00195,CUST02039,2025-05-02
CR000731,COUP00057,CUST00605,2025-02-05
CR000732,COUP00036,CUST00796,2024-02-01
CR000733,COUP00057,CUST02583,2024-06-08
CR000734,COUP00121,CUST01822,2024-09-14
CR000735,COUP00171,CUST02647,2024-10-13
CR000736,COUP00044,CUST02880,2023-05-28
CR000737,COUP00062,CUST00347,2024-02-12
CR000738,COUP00115,CUST01082,2024-06-16
CR000739,COUP00083,CUST00059,2024-04-27
CR000740,COUP00061,CUST02728,2025-01-01
CR000741,COUP00094,CUST01710,2024-01-19
CR000742,COUP00011,CUST02559,2024-06-06
CR000743,COUP00077,CUST02255,2024-04-01
CR000744,COUP00120,CUST00111,2024-01-02
CR000745,COUP00161,CUST00023,2024-08-10
CR000746,COUP00102,CUST01452,2024-08-30
CR000747,COUP00121,CUST01964,2025-03-04
CR000748,COUP00112,CUST00787,2023-11-01
CR000749,COUP00066,CUST01708,2023-08-22
CR000750,COUP00110,CUST02620,2025-05-11
CR000751,COUP00120,CUST01958,2023-11-29
CR000752,COUP00023,CUST00747,2023-06-14
CR000753,COUP00177,CUST00515,2023-11-13
CR000754,COUP00148,CUST02192,2024-02-24
CR000755,COUP00015,CUST01766,2024-04-14
CR000756,COUP00194,CUST02857,2024-02-07
CR000757,COUP00030,CUST02342,2025-01-19
CR000758,COUP00004,CUST00325,2023-09-22
CR000759,COUP00064,CUST02241,2024-07-02
CR000760,COUP00065,CUST02508,2023-10-19
CR000761,COUP00008,CUST02020,2024-09-30
CR000762,COUP00052,CUST01072,2024-06-07
CR000763,COUP00142,CUST01563,2024-03-11
CR000764,COUP00058,CUST01545,2024-09-13
CR000765,COUP00011,CUST01756,2023-08-18
CR000766,COUP00059,CUST00526,2023-07-09
CR000767,COUP00024,CUST00919,2024-06-26
CR000768,COUP00088,CUST02077,2023-11-03
CR000769,COUP00160,CUST00538,2024-04-02
CR000770,COUP00046,CUST01750,2024-01-26
CR000771,COUP00028,CUST02191,2024-02-20
CR000772,COUP00016,CUST00627,2023-12-13
CR000773,COUP00042,CUST00841,2023-12-08
CR000774,COUP00103,CUST02266,2023-08-07
CR000775,COUP00016,CUST00593,2025-03-21
CR000776,COUP00100,CUST00713,2024-03-04
CR000777,COUP00140,CUST00067,2025-03-30
CR000778,COUP00190,CUST00761,2023-07-02
CR000779,COUP00034,CUST02192,2024-12-26
CR000780,COUP00038,CUST01165,2023-06-04
CR000781,COUP00127,CUST01370,2023-06-17
CR000782,COUP00175,CUST00465,2024-01-08
CR000783,COUP00022,CUST00096,2025-01-25
CR000784,COUP00080,CUST00408,2025-03-08
CR000785,COUP00088,CUST01854,2023-09-05
CR000786,COUP00003,CUST00804,2023-07-22
CR000787,COUP00001,CUST01468,2024-07-21
CR000788,COUP00053,CUST00757,2024-08-07
CR000789,COUP00192,CUST02006,2024-09-10
CR000790,COUP00172,CUST02761,2024-06-21
CR000791,COUP00047,CUST02326,2024-08-17
CR000792,COUP00166,CUST00361,2024-06-07
CR000793,COUP00191,CUST01394,2023-08-25
CR000794,COUP00115,CUST00212,2024-03-23
CR000795,COUP00041,CUST01283,2024-09-04
CR000796,COUP00149,CUST01700,2024-05-20
CR000797,COUP00173,CUST01121,2024-03-04
CR000798,COUP00141,CUST01234,2025-04-14
CR000799,COUP00194,CUST01572,2024-11-13
CR000800,COUP00066,CUST00778,2024-03-02
CR000801,COUP00043,CUST02069,2023-06-22
CR000802,COUP00190,CUST00729,2024-09-01
CR000803,COUP00089,CUST00616,2024-12-06
CR000804,COUP00176,CUST00371,2025-05-10
CR000805,COUP00113,CUST02672,2025-03-23
CR000806,COUP00026,CUST01243,2023-12-15
CR000807,COUP00099,CUST01528,2024-09-28
CR000808,COUP00061,CUST00632,2023-12-09
CR000809,COUP00125,CUST00761,2024-03-17
CR000810,COUP00119,CUST00847,2025-03-10
CR000811,COUP00062,CUST00948,2024-02-05
CR000812,COUP00082,CUST01120,2025-03-15
CR000813,COUP00142,CUST01456,2024-04-12
CR000814,COUP00182,CUST02236,2025-04-13
CR000815,COUP00169,CUST02549,2025-04-08
CR000816,COUP00188,CUST02924,2024-06-11
CR000817,COUP00137,CUST02423,2023-12-02
CR000818,COUP00044,CUST02482,2025-02-13
CR000819,COUP00056,CUST01168,2024-11-11
CR000820,COUP00003,CUST02547,2024-10-14
CR000821,COUP00098,CUST02054,2025-04-07
CR000822,COUP00097,CUST01341,2024-05-09
CR000823,COUP00091,CUST01254,2023-10-06
CR000824,COUP00059,CUST01519,2023-10-04
CR000825,COUP00073,CUST01730,2024-02-26
CR000826,COUP00141,CUST02665,2025-03-17
CR000827,COUP00158,CUST01960,2025-01-18
CR000828,COUP00053,CUST00711,2023-12-09
CR000829,COUP00179,CUST00475,2025-04-04
CR000830,COUP00042,CUST00574,2024-02-24
CR000831,COUP00154,CUST02844,2023-08-12
CR000832,COUP00187,CUST00508,2024-12-18
CR000833,COUP00069,CUST02640,2024-01-23
CR000834,COUP00110,CUST02223,2024-12-23
CR000835,COUP00092,CUST00692,2023-12-12
CR000836,COUP00003,CUST01295,2024-05-12
CR000837,COUP00041,CUST01698,2023-10-20
CR000838,COUP00125,CUST00788,2024-06-03
CR000839,COUP00001,CUST00572,2024-01-29
CR000840,COUP00193,CUST02234,2025-03-05
CR000841,COUP00115,CUST00587,2024-05-20
CR000842,COUP00070,CUST00514,2023-07-02
CR000843,COUP00126,CUST02702,2024-12-25
CR000844,COUP00050,CUST01976,2024-09-08
CR000845,COUP00080,CUST00556,2025-01-13
CR000846,COUP00097,CUST01710,2024-10-14
CR000847,COUP00059,CUST00295,2024-01-14
CR000848,COUP00074,CUST01117,2023-08-05
CR000849,COUP00063,CUST01511,2023-10-18
CR000850,COUP00025,CUST02092,2025-01-08
CR000851,COUP00138,CUST02587,2025-03-23
CR000852,COUP00077,CUST01808,2024-07-16
CR000853,COUP00124,CUST02087,2023-11-11
CR000854,COUP00129,CUST01983,2024-12-25
CR000855,COUP00099,CUST02337,2024-02-20
CR000856,COUP00014,CUST00248,2024-08-18
CR000857,COUP00149,CUST02407,2023-07-15
CR000858,COUP00186,CUST01462,2025-04-18
CR000859,COUP00038,CUST01819,2025-05-11
CR000860,COUP00001,CUST02257,2024-07-18
CR000861,COUP00084,CUST02172,2023-07-03
CR000862,COUP00133,CUST00975,2023-12-21
CR000863,COUP00044,CUST01878,2024-02-27
CR000864,COUP00193,CUST00403,2023-08-07
CR000865,COUP00057,CUST00284,2025-04-30
CR000866,COUP00104,CUST02711,2023-07-15
CR000867,COUP00045,CUST02624,2024-04-23
CR000868,COUP00060,CUST02020,2024-02-24
CR000869,COUP00066,CUST00241,2024-03-03
CR000870,COUP00047,CUST00167,2025-01-19
CR000871,COUP00115,CUST01776,2023-10-02
CR000872,COUP00026,CUST00561,2025-03-08
CR000873,COUP00137,CUST02196,2025-03-23
CR000874,COUP00051,CUST00701,2023-09-06
CR000875,COUP00094,CUST02671,2025-04-29
CR000876,COUP00110,CUST01920,2023-07-06
CR000877,COUP00136,CUST00265,2023-12-30
CR000878,COUP00005,CUST02549,2023-08-08
CR000879,COUP00039,CUST02327,2024-08-01
CR000880,COUP00068,CUST02797,2023-06-05
CR000881,COUP00040,CUST02951,2023-12-24
CR000882,COUP00036,CUST02207,2023-11-05
CR000883,COUP00149,CUST01084,2025-03-21
CR000884,COUP00097,CUST00499,2023-12-21
CR000885,COUP00026,CUST01611,2023-07-21
CR000886,COUP00104,CUST00488,2025-03-31
CR000887,COUP00103,CUST00465,2025-02-22
CR000888,COUP00075,CUST00228,2025-03-16
CR000889,COUP00085,CUST00666,2024-04-20
CR000890,COUP00113,CUST01380,2024-12-04
CR000891,COUP00056,CUST01490,2023-11-01
CR000892,COUP00057,CUST02870,2023-10-27
CR000893,COUP00187,CUST00799,2024-01-04
CR000894,COUP00128,CUST02801,2024-01-17
CR000895,COUP00101,CUST00262,2023-11-22
CR000896,COUP00135,CUST00860,2024-08-09
CR000897,COUP00170,CUST00364,2024-06-06
CR000898,COUP00141,CUST02047,2024-08-13
CR000899,COUP00084,CUST02031,2023-11-09
CR000900,COUP00162,CUST02146,2025-03-15
CR000901,COUP00100,CUST01036,2024-01-31
CR000902,COUP00181,CUST02832,2025-03-15
CR000903,COUP00046,CUST00583,2024-01-27
CR000904,COUP00185,CUST00927,2023-06-23
CR000905,COUP00061,CUST02183,2024-08-13
CR000906,COUP00056,CUST02307,2023-07-11
CR000907,COUP00029,CUST00916,2024-09-29
CR000908,COUP00111,CUST02565,2023-08-04
CR000909,COUP00092,CUST01987,2025-03-11
CR000910,COUP00142,CUST01775,2024-07-31
CR000911,COUP00196,CUST01464,2023-09-01
CR000912,COUP00102,CUST00151,2023-07-28
CR000913,COUP00071,CUST01505,2024-08-16
CR000914,COUP00013,CUST00868,2025-01-11
CR000915,COUP00145,CUST00142,2024-12-04
CR000916,COUP00157,CUST02299,2023-12-14
CR000917,COUP00081,CUST00907,2023-06-23
CR000918,COUP00100,CUST02692,2024-11-09
CR000919,COUP00083,CUST01071,2023-12-19
CR000920,COUP00116,CUST00094,2025-05-18
CR000921,COUP00125,CUST00761,2023-06-08
CR000922,COUP00002,CUST00356,2024-08-25
CR000923,COUP00062,CUST00532,2023-08-12
CR000924,COUP00020,CUST02740,2023-08-18
CR000925,COUP00184,CUST02018,2025-03-21
CR000926,COUP00090,CUST01453,2024-12-26
CR000927,COUP00180,CUST02696,2025-01-21
CR000928,COUP00153,CUST02750,2024-03-13
CR000929,COUP00062,CUST02772,2023-06-13
CR000930,COUP00017,CUST00917,2024-12-16
CR000931,COUP00039,CUST02112,2024-02-10
CR000932,COUP00010,CUST02974,2025-03-26
CR000933,COUP00187,CUST01493,2025-02-13
CR000934,COUP00153,CUST00727,2024-05-01
CR000935,COUP00110,CUST01555,2024-12-08
CR000936,COUP00028,CUST00766,2023-08-07
CR000937,COUP00061,CUST01610,2024-08-11
CR000938,COUP00058,CUST00923,2024-10-01
CR000939,COUP00044,CUST00653,2024-12-08
CR000940,COUP00083,CUST00905,2024-02-22
CR000941,COUP00151,CUST02655,2024-09-20
CR000942,COUP00125,CUST00746,2024-10-06
CR000943,COUP00145,CUST00940,2024-01-20
CR000944,COUP00079,CUST00088,2023-07-01
CR000945,COUP00085,CUST01834,2024-04-22
CR000946,COUP00038,CUST00563,2024-01-01
CR000947,COUP00030,CUST01269,2024-04-28
CR000948,COUP00147,CUST01491,2023-06-13
CR000949,COUP00032,CUST01466,2024-03-04
CR000950,COUP00020,CUST00442,2024-07-03
CR000951,COUP00102,CUST01950,2023-07-31
CR000952,COUP00064,CUST01573,2024-03-08
CR000953,COUP00036,CUST00559,2024-09-17
CR000954,COUP00193,CUST02801,2023-11-22
CR000955,COUP00171,CUST02949,2024-06-10
CR000956,COUP00026,CUST02529,2025-02-20
CR000957,COUP00007,CUST02751,2025-04-12
CR000958,COUP00034,CUST00943,2023-11-02
CR000959,COUP00164,CUST01258,2024-09-12
CR000960,COUP00134,CUST00793,2024-11-18
CR000961,COUP00165,CUST02174,2024-10-23
CR000962,COUP00062,CUST00690,2024-01-05
CR000963,COUP00086,CUST00477,2025-02-10
CR000964,COUP00073,CUST00685,2024-07-25
CR000965,COUP00128,CUST02420,2025-01-16
CR000966,COUP00060,CUST01144,2024-04-24
CR000967,COUP00064,CUST00542,2024-06-03
CR000968,COUP00178,CUST02608,2023-06-30
CR000969,COUP00052,CUST00179,2024-11-20
CR000970,COUP00145,CUST02615,2024-07-16
CR000971,COUP00060,CUST00748,2023-09-23
CR000972,COUP00077,CUST02999,2024-10-30
CR000973,COUP00119,CUST02350,2024-05-25
CR000974,COUP00182,CUST02634,2024-01-22
CR000975,COUP00138,CUST01476,2024-08-03
CR000976,COUP00125,CUST01848,2024-10-21
CR000977,COUP00153,CUST01146,2024-04-05
CR000978,COUP00018,CUST02105,2025-04-04
CR000979,COUP00064,CUST01024,2023-11-03
CR000980,COUP00079,CUST01163,2024-11-23
CR000981,COUP00059,CUST01223,2025-01-07
CR000982,COUP00155,CUST02769,2023-12-21
CR000983,COUP00058,CUST01809,2025-03-28
CR000984,COUP00061,CUST01385,2023-06-10
CR000985,COUP00118,CUST00410,2025-04-01
CR000986,COUP00079,CUST00646,2024-08-26
CR000987,COUP00071,CUST01552,2023-10-03
CR000988,COUP00171,CUST01639,2025-01-02
CR000989,COUP00088,CUST01267,2025-02-10
CR000990,COUP00087,CUST01114,2024-08-17
CR000991,COUP00139,CUST00062,2023-10-01
CR000992,COUP00088,CUST01236,2024-01-26
CR000993,COUP00133,CUST00248,2023-09-17
CR000994,COUP00186,CUST01728,2023-11-28
CR000995,COUP00039,CUST00497,2024-03-06
CR000996,COUP00176,CUST02104,2024-04-25
CR000997,COUP00080,CUST00459,2024-10-23
CR000998,COUP00020,CUST02967,2024-04-27
CR000999,COUP00081,CUST01567,2023-07-20
CR001000,COUP00019,CUST01413,2023-07-22
