OrderLineID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice,RowHash
OL01032,O01033,4005,1,197.77,197.77,ffd3095d0a5137a61163f42b8ec4196b
OL01033,O01034,3661,1,166.59,166.59,a3934e74301e3dd3fbf2d0b617ae2387
OL01034,O01035,4865,1,26.09,26.09,9a7d7ec2fa278aa614be86e8a79a3f96
OL01035,O01036,48,3,36.7,110.10000000000001,8c8bc16b63ae0341c31f43ad8f8f3080
OL01036,O01037,3331,5,102.32,511.59999999999997,43706d7206c97f56ae1043962a90cb08
OL01037,O01038,2341,2,153.33,306.66,52d18106f1293d0601eedeaf096df86b
OL01038,O01039,3834,2,52.39,104.78,80c7a684283715787606a22ae753abcd
OL01039,O01040,4217,5,105.28,526.4,83c20cf0cd62f2e4d279deaff7a37da0
OL01040,O01041,4758,2,38.07,76.14,ffaf7106d5a0a9cb3131697ae17687fd
OL01041,O01042,4491,1,78.46,78.46,3cb820567f12b562c6184415f17a6ac3
OL01042,O01043,1531,1,188.01,188.01,e2c04ed6c6c472376deb997e6a542229
OL01043,O01044,955,2,11.22,22.44,85fc3ac21b59c0b20c4be0fd40cf682c
OL01044,O01045,3289,3,13.66,40.980000000000004,c8771e2af6e84c3e8ad91a38e9e57dd8
OL01045,O01046,884,3,26.62,79.86,523692589e630bb69ba9610a56ef70a8
OL01046,O01047,200,2,58.4,116.8,bd62eb0764b4fc22725d9147f05d1683
OL01047,O01048,3285,5,183.45,917.25,8e60582b564bc33abc35d94b19d2eec2
OL01048,O01049,88,5,181.01,905.05,334dd083360cf773002ae8e58b8b7afe
OL01049,O01050,2809,2,186.95,373.9,3a71c7d583efa51d260b3c5a9aa9c109
OL01050,O01051,4017,3,192.74,578.22,26637a2fe3fea84202b77f541db4c3a6
OL01051,O01052,1482,5,179.61,898.0500000000001,31c2b37214977081689a87aa0857758e
OL01052,O01053,694,3,54.28,162.84,5ed8285b17b5d4ff1819f6891477a0a4
OL01053,O01054,4750,4,198.32,793.28,219d178dbb5d55c933e677872f401002
OL01054,O01055,4892,4,182.67,730.68,4a71d52561835a06c7d41c767b29d08a
OL01055,O01056,2143,3,27.76,83.28,be95844cbd4a15eb4abe2c0552a317da
OL01056,O01057,3911,3,12.24,36.72,d4ab7e95f568835c47cb2dff193838e5
OL01057,O01058,1807,4,139.69,558.76,7413c0cd79e956a79a626a68d7789dfc
OL01058,O01059,1881,1,137.9,137.9,00a70401bd5e58a710e16e65a4b98ef3
OL01059,O01060,1668,2,22.81,45.62,edc5666c9a6e5f2fbd1dd24f8184678b
OL01060,O01061,4741,1,46.65,46.65,63b08751f53a62c70f1e427b3ff568e8
OL01061,O01062,2917,4,114.13,456.52,dd68075d2fb252e396e23ce6654ec639
OL01062,O01063,4622,5,28.77,143.85,f3d0c505d231abdfdf8f6b564c1b51c4
OL01063,O01064,1005,2,30.77,61.54,3ff5b40380d92bc2d21e703eb748fa39
OL01064,O01065,3438,5,141.45,707.25,ec6cf4cba6e8b586559818238d7f708f
OL01065,O01066,2284,1,38.26,38.26,05728e63710a76c50bcb8f2809a04998
OL01066,O01067,2762,5,103.6,518.0,fc565759d332c096f4a8fab28bee1d52
OL01067,O01068,4167,2,138.86,277.72,113922055f96253ceb07a8ff02563cda
OL01068,O01069,3280,4,188.31,753.24,b2422ed212662bd70015bbe580cbe2cc
OL01069,O01070,3052,2,64.77,129.54,58ebb10a395b1bc99055b4844a7d0af9
OL01070,O01071,895,1,170.48,170.48,73812627a75610ace458cd2e59db8691
OL01071,O01072,1969,3,117.23,351.69,1ad7f58e49c66871dd03d108ddb220ca
OL01072,O01073,4313,4,54.62,218.48,745ab9a2495549fd8ab0dd195ea2ec8d
OL01073,O01074,3125,2,182.5,365.0,58392f4eb11c109425f888b3fceebaca
OL01074,O01075,1084,1,200.0,200.0,cab5d5e4c905bccefe205966e3322dad
OL01075,O01076,2699,2,166.5,333.0,87df01255d05d4e4aaa0a953137e99af
OL01076,O01077,4799,2,124.4,248.8,2c457be71d45d92f38be5ab7f28619e0
OL01077,O01078,195,4,162.78,651.12,fab4db9e19bb361aba8b4ef11eac297c
OL01078,O01079,4969,5,68.86,344.3,bbc318df5c979421b989cc2619fbc889
OL01079,O01080,181,4,76.13,304.52,a48b420511a0c590052e1299a160fd40
OL01080,O01081,413,5,78.96,394.79999999999995,3ca80c95f4e6d92d0fbc2b9caeac07f9
OL01081,O01082,2275,4,106.55,426.2,76d6ff77bea7a2c14aac9b41d0f5bc96
OL01082,O01083,3457,1,175.29,175.29,1fc244a102d61dd19c047300b4ee16aa
OL01083,O01084,2480,5,51.48,257.4,068a8418d6d314baa71766797d44d445
OL01084,O01085,2950,4,178.65,714.6,e5cc975f65a0d19dcf987ce50ccf8c21
OL01085,O01086,2518,1,181.47,181.47,3816856ad92f9c6b8d8606fd386343d7
OL01086,O01087,4716,1,102.65,102.65,6fc67b50ebb6d295667b588e5b1b9883
OL01087,O01088,2635,2,58.77,117.54,5fb081dabf87f46953cf8e08e90b313b
OL01088,O01089,2245,2,49.76,99.52,71afc40aabf9f85272934b7a703a0dd6
OL01089,O01090,764,4,190.6,762.4,c28d0b856adef7f9580dcfc709160a68
OL01090,O01091,2114,1,20.89,20.89,01ed051ef4a4b61d536260a34ab792b7
OL01091,O01092,537,3,27.29,81.87,2fc3058e965258f291a110f4e8f6221b
OL01092,O01093,2385,5,35.0,175.0,89b4e8e38795161b9b79f0f183959877
OL01093,O01094,4349,3,58.8,176.39999999999998,74c30dae5f501942a81196615a93abfe
OL01094,O01095,4829,3,130.58,391.74,3e9fc6fb2305583ce804bf35b3c452b2
OL01095,O01096,2662,1,10.9,10.9,64efd08e8af8512c61dafae9914c2260
OL01096,O01097,4535,1,75.58,75.58,b78b2b9646d5af5eced6085077c56893
OL01097,O01098,3723,5,116.33,581.65,8b125300db25723166386cc65560a00d
OL01098,O01099,4363,1,79.31,79.31,50ed0bbe2c1b01ed8a594b1ac37a1d89
OL01099,O01100,1244,4,150.38,601.52,3bbf2dc270191a1851c21a9711c6a51b
OL01100,O01101,1421,3,62.84,188.52,19d336e5d6abb9f06a460d967f4874a9
OL01101,O01102,3017,3,56.56,169.68,7746fd78272bc66f383019aab2363770
OL01102,O01103,1658,4,127.83,511.32,48e0970d7141d48d153de7923bdf41c9
OL01103,O01104,3432,5,141.86,709.3000000000001,af820da8dbb9e34c7566e767130e055c
OL01104,O01105,4095,3,79.34,238.02,6fcda31634405b467e19945fdd91f94e
OL01105,O01106,3116,5,23.0,115.0,831634d778e005d5a378b1d95d337b8d
OL01106,O01107,4616,3,190.63,571.89,d47ebaf04d05ade4d98ff1c9b9d6a85c
OL01107,O01108,4944,5,94.43,472.15000000000003,3ff8dedd92ec2cd46065126479fb564e
OL01108,O01109,262,1,163.15,163.15,7b3d936b5d1b48e6e4c887ca6b457b70
OL01109,O01110,3282,5,150.99,754.95,56dd5a7d67d40347561be6bf37070c53
OL01110,O01111,1834,5,79.92,399.6,6917c5974294d24bb535d3d3151b4324
OL01111,O01112,90,1,128.72,128.72,9b47e079906ed5fad55d2963e5713f98
OL01112,O01113,2939,3,143.78,431.34000000000003,63b84b25a95204897b2c8fd4a17c94d5
OL01113,O01114,1210,4,160.33,641.32,e1b43792c34ff003b1c1b48d7acab1bc
OL01114,O01115,2501,5,101.2,506.0,c826c2845ed0f30a82bcc0b46f9cce25
OL01115,O01116,3746,4,15.14,60.56,fa09222a45f5b84f3a99461ef3a479fe
OL01116,O01117,691,5,106.64,533.2,9f39b765e7029e7973591ca79f688a8f
OL01117,O01118,2319,5,96.6,483.0,5195969519b11d0c94fbc5da9bcfc778
OL01118,O01119,1024,5,182.54,912.6999999999999,536dc7c310d2b61c4decfa1cee4799fe
OL01119,O01120,1695,2,148.43,296.86,03fde90fff26853c5d3effb4a000eebb
OL01120,O01121,167,1,104.69,104.69,e472967e5098d39cc46fef8450a74c09
OL01121,O01122,298,2,43.65,87.3,630f98992483951f68f75dcfd51fd67f
OL01122,O01123,3601,3,129.57,388.71,5408d991632f8e8b18bea94268e65356
OL01123,O01124,620,4,125.52,502.08,c495ec9bc3733a5ae0b494fb436886e0
OL01124,O01125,1187,1,117.96,117.96,68a7ee8b3a92a5f7b5fae5d49e189bc6
OL01125,O01126,4742,4,113.76,455.04,a91a28ca2c646253a7e1513443197285
OL01126,O01127,4770,2,43.53,87.06,de73bee782bcce330c3bef0bfbf9f10b
OL01127,O01128,1110,4,188.12,752.48,f586b14148efe4e5667bcef7fcd75bac
OL01128,O01129,4476,2,13.54,27.08,922414de16bc7761fd4977e411608cdc
OL01129,O01130,4911,4,87.6,350.4,972c6156e107ec5025c85f1f870620a2
OL01130,O01131,693,4,104.64,418.56,7d846b4430be9d79c558bf2e17f7b154
OL01131,O01132,4866,2,177.43,354.86,9206f8079c59ac9f10a0ed86e9fd26f0
OL01132,O01133,2182,4,87.38,349.52,39383f3248711a6d92d671ca462eea02
OL01133,O01134,4013,5,162.24,811.2,81f5ba68901ee9f16fc55a1cb24bbcbc
OL01134,O01135,4226,2,192.98,385.96,c0605f543c759c59c1cae4458aee7bd0
OL01135,O01136,3906,2,138.8,277.6,1fc577e778fd4c6f30d6b984dbba461c
OL01136,O01137,3687,3,61.94,185.82,4fe167163e8aa0ecdfe7bfaf2b1eebee
OL01137,O01138,4565,5,188.53,942.65,07ea45df67c0e3c34928f34925983e17
OL01138,O01139,1636,2,118.36,236.72,4252d24ac702d0629655be4a6f5de77e
OL01139,O01140,3264,1,69.84,69.84,09e4b9f1d0605d95d9def72fa894ac2e
OL01140,O01141,2755,5,75.54,377.70000000000005,462208ee022bfbe6a0fada1e4e71e540
OL01141,O01142,1649,5,94.98,474.90000000000003,80c3919c276db46c31f86aec9afec77c
OL01142,O01143,4889,3,80.61,241.82999999999998,c54f1ee8f6f00b7872d2585df2e3e0f7
OL01143,O01144,2118,4,112.92,451.68,69d665a3371d7f4a4674fe3c32075d75
OL01144,O01145,4086,3,130.13,390.39,5b4354abc359e11ca2a918c905302eac
OL01145,O01146,1436,1,92.84,92.84,0948295409673e59c4866cad2545c2b2
OL01146,O01147,3676,3,51.35,154.05,09300580fa8930d7bde71b9f2a91e85f
OL01147,O01148,4811,2,199.36,398.72,84c3b446f28d2df0931b7eb4f367ef10
OL01148,O01149,4734,2,125.26,250.52,2275318a9cf2979fce7d0b64dbbe55d1
OL01149,O01150,899,5,196.6,983.0,f7c55662721f2ff52a1cf9e764ccc424
OL01150,O01151,4322,3,140.66,421.98,7d1429828d5fa5365d828a48cbe14857
OL01151,O01152,1251,1,69.49,69.49,5e5bb0bf7519e0710f91be988f6221c9
OL01152,O01153,345,5,39.83,199.14999999999998,4d70e13fab8dc3d1a7b6fd78cc27b8ae
OL01153,O01154,4416,3,188.85,566.55,f32589bb23376919f24a330143a5f125
OL01154,O01155,2221,2,176.58,353.16,8f716bb7e4ea2c7988956b4f2f112791
OL01155,O01156,4149,2,130.57,261.14,666e74acdd98cbd4134ddd2372650299
OL01156,O01157,2336,5,127.69,638.45,b1f296e848722a5311c2f8f9ffff3213
OL01157,O01158,1329,4,70.06,280.24,2408c51d03f4a5dd8797fdd43d5366fa
OL01158,O01159,1284,5,16.33,81.64999999999999,9c709e65d8cad3fd0035134c9b7f7d4a
OL01159,O01160,1339,4,174.59,698.36,a356f86de21eb534351b56d5b592ee3d
OL01160,O01161,1884,5,186.44,932.2,64a197d229c8b79c95c398beeaf63b0d
OL01161,O01162,3803,4,69.82,279.28,f11549476154bf52ccf259a6a0df3d8f
OL01162,O01163,1304,2,90.93,181.86,e39a370be1332d8ff25d6366517b3d57
OL01163,O01164,3519,5,142.49,712.45,06027de3994a6b75fcf583a93aa83d30
OL01164,O01165,4331,5,55.77,278.85,b43226bf5b274d2c5ea938c257f06c7c
OL01165,O01166,2516,1,32.14,32.14,d95dbaf5fd9a016d72d219cba551cac5
OL01166,O01167,112,2,125.24,250.48,13c94234ce770ee85892ae8ec604c70e
OL01167,O01168,1604,3,122.33,366.99,412a8943009f4c0204de5cf43ac13ff8
OL01168,O01169,3194,3,114.93,344.79,fa96d36bf2bfac60d666a814a2f4df9f
OL01169,O01170,3064,3,179.47,538.41,ad644a7f6760d4275dcd157f9ce99433
OL01170,O01171,1748,5,132.17,660.8499999999999,585e79286dda7b2eb87a32c426514f06
OL01171,O01172,597,5,65.8,329.0,06ac3f981c1c7ec39c009f2f686662e9
OL01172,O01173,1095,4,54.19,216.76,ab6505311e88574a6309901265fdbc3d
OL01173,O01174,4130,3,77.4,232.20000000000002,619eb2e601f8dc53f1b27a52465b3976
OL01174,O01175,272,3,131.7,395.09999999999997,c7ba31cb1b39da925f05e3cf6dadf026
OL01175,O01176,3828,5,165.87,829.35,7d889db54d59534e44d5fa7bffbc43c6
OL01176,O01177,3352,3,27.39,82.17,9c886a2e1ddec0caf81e9a58053b76b3
OL01177,O01178,4585,1,183.75,183.75,f47831e8445c3c28b9ff736fd0af1af9
OL01178,O01179,3957,2,186.46,372.92,8db4e4c62a51d7cd4ebb130e81ccbdb6
OL01179,O01180,2114,3,43.65,130.95,9335e558ff09ea14d96841dd11b9310b
OL01180,O01181,2539,3,68.23,204.69,56614b9dae98838a658d5e0835e08ba0
OL01181,O01182,204,4,138.64,554.56,1c9a96f0fe390d4a378644249915bedd
OL01182,O01183,3622,2,177.78,355.56,8bdb964afaa75d9b0581ae34cc066458
OL01183,O01184,2770,3,189.63,568.89,5706ab64dee5af6084d50d1384189313
OL01184,O01185,2801,4,92.45,369.8,158b5ddaaed606ac60b683119b705dff
OL01185,O01186,1054,3,85.79,257.37,d1d8ed39b9f0102c20645ebbaba7c6c7
OL01186,O01187,2611,4,24.48,97.92,709f2c5953e84e147d92685627c12ecc
OL01187,O01188,4801,1,134.68,134.68,f9f39247049d1b90dc7ebad289720873
OL01188,O01189,2638,4,98.59,394.36,fc4a8b4bfdea079053c00be880cc81c3
OL01189,O01190,3847,1,60.98,60.98,2164a714e2d6c8f4c4266e2d5fe4a1f9
OL01190,O01191,1938,1,75.24,75.24,4970bef3e25bf99ee7ece15e8b65d1dc
OL01191,O01192,833,3,27.71,83.13,f4fdb173b677e634031abe0987f56443
OL01192,O01193,3166,3,162.94,488.82,171b53e48e89a6b5d11bfca43ceaa6c5
OL01193,O01194,2205,5,48.83,244.14999999999998,ac121395c38606524bded6a026fbde9e
OL01194,O01195,3623,3,152.4,457.20000000000005,cdcc07a43617e0157ee26d05f982f680
OL01195,O01196,3352,2,144.07,288.14,24878d8e4533f4c74d1ca71fb9484a99
OL01196,O01197,2761,1,129.33,129.33,ec0e7259b42fdc36fd1afd39d7abe728
OL01197,O01198,3446,2,162.15,324.3,2f3b08b2c9623e7f3a2d6717ef24f053
OL01198,O01199,3820,4,35.74,142.96,2b1284c13ca58cb8f63acea96ca22c6b
OL01199,O01200,2304,2,196.53,393.06,548b32f6cc2dee074984473a1c4e4e6d
OL01200,O01201,606,5,180.99,904.95,9a77a3823e1ff4d28b1103302a69c6a8
OL01201,O01202,2018,2,199.09,398.18,db802104a303605642f60513b4a1e38a
OL01202,O01203,3587,5,53.46,267.3,aadee82d5ac523e7592f5c7a1db6e2df
OL01203,O01204,4783,4,113.78,455.12,7f21f2898b8ca0246d3077ed4564b06c
OL01204,O01205,1359,4,57.6,230.4,7423dab6326a744a2239c74c95aae028
OL01205,O01206,3794,2,65.7,131.4,22944869fbba8b280a177b47e45cb818
OL01206,O01207,201,5,199.59,997.95,7da8136c3ffe35fdf0109435931bb9cc
OL01207,O01208,1357,4,160.76,643.04,9f81e1f0ec23d04c966080670ce63489
OL01208,O01209,833,1,166.69,166.69,f63e7030fe1103f5b25065a914759079
OL01209,O01210,3976,3,53.62,160.85999999999999,6dcd66f032a56e192204c23c43c5dfc3
OL01210,O01211,2671,5,156.18,780.9000000000001,067c74819e418cf051044fb0b218ad02
OL01211,O01212,2727,5,94.73,473.65000000000003,233f31c2bf21ca988d9e811b8a8a9cea
OL01212,O01213,4254,1,24.38,24.38,e169e46623f046c8ac9ab762302b32fe
OL01213,O01214,2536,5,193.97,969.85,ddf2ad0eac6e433f26b4b4f05645dc46
OL01214,O01215,1756,5,17.58,87.89999999999999,529d289d61b940374c948d9c3454bfe7
OL01215,O01216,2484,1,82.33,82.33,014714f880c770927bcddc3cfa95a3fd
OL01216,O01217,4974,4,37.26,149.04,5af4f0ccf62641ace020ca273026a03c
OL01217,O01218,2865,2,31.91,63.82,14314714c1d3db4bcd396b4cace2312e
OL01218,O01219,590,3,42.61,127.83,b36f168a961e7fc7059608efe682f223
OL01219,O01220,711,4,15.8,63.2,0b41c1f23f8b8c8902693e9c8cd23e0f
OL01220,O01221,2102,3,76.18,228.54000000000002,d42e7d65d9b96fb8291c1ed71d80deda
OL01221,O01222,45,4,32.92,131.68,f7b2953289dd8de54512138122b45ebb
OL01222,O01223,1954,3,24.23,72.69,d8beb42fe0a3bc094e61508ea5d11419
OL01223,O01224,1068,4,121.82,487.28,7f9c2c38a33c3c8913afea2d0b97ebfa
OL01224,O01225,991,2,90.38,180.76,1df94daaadaec4aa6b95f8d3a5c4e6c4
OL01225,O01226,1331,1,17.74,17.74,a4bef9381c8fdf5e2816aec42989e49b
OL01226,O01227,1608,1,68.48,68.48,4e8b8e73b934f04bd97c61f823d99cbd
OL01227,O01228,120,4,178.61,714.44,0fc8de540fb4ceda585a7402194c6dfd
OL01228,O01229,2720,1,40.49,40.49,ed96a930de08eda9f1e806d4be046b10
OL01229,O01230,2247,3,184.6,553.8,4afc79a090f6f1df695903dae3a445e1
OL01230,O01231,1999,3,139.0,417.0,735cf3e62eb3c848d1243a8a1bfef0c3
OL01231,O01232,3963,2,109.11,218.22,47ea7fec4cfcf0947242dabd73671e9e
OL01232,O01233,1428,3,166.48,499.43999999999994,38318558786c4812c765a89c12291a56
OL01233,O01234,4837,3,199.68,599.04,0239db113953d21e05dfb73d5ecb050f
OL01234,O01235,2165,1,198.49,198.49,b8bca4015455935993461c4e9c54390f
OL01235,O01236,714,3,93.12,279.36,3ff0c1ce240d7e89cef16975cda6c6b5
OL01236,O01237,615,5,119.7,598.5,88974ea96aa6b7e7bdd91864410b1368
OL01237,O01238,476,5,58.02,290.1,b5bae118777813b9e5afb0b41568ca19
OL01238,O01239,639,5,119.45,597.25,f25d2fd4a5bad482a7fed8e970b9c4e4
OL01239,O01240,2560,5,118.51,592.5500000000001,962924bdb7119e007125bd4096229ef2
OL01240,O01241,3276,3,66.86,200.57999999999998,2d92fe0c11fea957c9acafb9464b841c
OL01241,O01242,3178,3,186.45,559.3499999999999,c82177dadc62947d3599b4bd815defe4
OL01242,O01243,3253,2,168.63,337.26,3752cf3503d8717e2a732ce502c60dd5
OL01243,O01244,1997,4,161.8,647.2,36ec2c4914ad0b80c9cba92c75d14aec
OL01244,O01245,3341,5,17.5,87.5,76db72d6e5551d18df1100c4ea7bca39
OL01245,O01246,741,3,123.59,370.77,f14f6b5800b5120cdf06609a2c194f08
OL01246,O01247,2431,4,118.57,474.28,0226698ed539563a3f590478dfbb5386
OL01247,O01248,2047,5,89.61,448.05,6334559f8a3eb3305f79b20fc629e87a
OL01248,O01249,4113,5,191.31,956.55,57621deb8e870f3c542a9af3b63febad
OL01249,O01250,4291,1,104.71,104.71,10da824e306289117cdc33532755184f
OL01250,O01251,4569,1,146.27,146.27,d9040f6955fd205cb30743be3f1900a5
OL01251,O01252,4648,1,118.57,118.57,b4b7f5dbb8a24dabfe90921c63b3d534
OL01252,O01253,2856,2,107.3,214.6,c7518fee6233e50001bfee794a2f4519
OL01253,O01254,598,4,177.31,709.24,fbaa37a398fbf937ce425d8632f63c81
OL01254,O01255,553,2,182.85,365.7,86df7f92cdeb2443f089fab38d3bd236
OL01255,O01256,3027,1,83.92,83.92,d2aedec72ff0bfbf95acd22abd600545
OL01256,O01257,2645,2,75.37,150.74,a1b81a77821a531daa3ed31202b78161
OL01257,O01258,3122,2,37.46,74.92,e426a7595560d7be2275c6d8e5c1a255
OL01258,O01259,3291,1,18.42,18.42,0003985800786f27f9b4c11c77c4cca1
OL01259,O01260,411,4,105.35,421.4,aaaba47f5e83a5ed146121a21cf0159e
OL01260,O01261,3319,5,124.99,624.9499999999999,10fd73259134c960c2ba24721ebf9c42
OL01261,O01262,4979,2,51.66,103.32,690fce910e1d150f7400d89aafc6d78e
OL01262,O01263,559,4,134.69,538.76,c829b8db24c9d0e9f360f3848a371853
OL01263,O01264,4580,5,63.57,317.85,77c6fe09e0a297aea72b9757aec9dab4
OL01264,O01265,670,2,23.48,46.96,2fb56e929993d86d579bf5693d9fd6e3
OL01265,O01266,222,2,192.72,385.44,55f2451664e998decd0bc202be69c13a
OL01266,O01267,2633,2,181.91,363.82,af202d81e1adca4c23f440db7546a957
OL01267,O01268,1428,2,69.64,139.28,9e16ec4ad5e57a2471cc9f55704a1097
OL01268,O01269,1895,4,103.22,412.88,6dbb5f7c7680136489ee4e48c40b5178
OL01269,O01270,1268,3,65.63,196.89,2016cf0dd8045f52e2a10a7d063cadff
OL01270,O01271,274,3,156.13,468.39,61e08e7723ddf661fb2f7bc0df9c55bd
OL01271,O01272,1476,1,127.02,127.02,5ad7a7ce35051ff7dee8fb92452bd52a
OL01272,O01273,991,1,144.44,144.44,8712c18bd0daec3607e3ab5b22deec42
OL01273,O01274,592,2,108.95,217.9,065527e67eab3c9dd2d7403d13a119c3
OL01274,O01275,3991,1,148.14,148.14,c6b5610fe0fed76bea8df614968f5226
OL01275,O01276,3341,4,62.13,248.52,83ed4a3b77c99f5183ec7770c2423d21
OL01276,O01277,460,2,143.98,287.96,137c48cd2719d836e81c0e7475e1394b
OL01277,O01278,1692,2,190.36,380.72,f5fb4b3602a45256696357cedd77aadc
OL01278,O01279,1602,1,77.51,77.51,047498d911634f8308d80e3269ae360a
OL01279,O01280,3269,2,135.34,270.68,066d66f439091ddc54ba44572d831f1a
OL01280,O01281,2740,2,67.73,135.46,1a63341edb5ef640f869b2e74937fbd9
OL01281,O01282,2286,3,10.73,32.19,1df527932d131c536b15ecafbfce56b5
OL01282,O01283,4290,2,37.53,75.06,2dc4520b1e447028be31e701126dd08e
OL01283,O01284,4571,1,164.84,164.84,6b1f812aa1743190fc24d540037493b9
OL01284,O01285,633,5,187.18,935.9000000000001,882e218d522a4c84f90fabe69790829c
OL01285,O01286,84,3,61.8,185.39999999999998,0fcb72169b6f40fb83ab917c2cbde64c
OL01286,O01287,1285,1,103.14,103.14,add8529876685bd20bf20b59aeb7ce32
OL01287,O01288,3754,3,119.13,357.39,1b54910807fcab06191b0ad2f156f70a
OL01288,O01289,1445,4,93.76,375.04,dfbd337bb5cd78b8c36868af16f9f0fc
OL01289,O01290,3992,4,32.24,128.96,a25c1be2a00698643bc3749ff25cd15f
OL01290,O01291,4531,1,144.27,144.27,6321e83d95487982bf0b980773418925
OL01291,O01292,184,3,66.7,200.10000000000002,5db7981dbbb474da7838418323d764b1
OL01292,O01293,4790,2,24.92,49.84,3b6cbe46f4c1e37c222b8535f4da8b1f
OL01293,O01294,384,5,23.39,116.95,34fa0ca466215150c13d8c57d1f5e158
OL01294,O01295,1307,1,124.42,124.42,fe0dd98e95a56a1c7b51deb311f1d8a0
OL01295,O01296,1972,5,33.61,168.05,a507b9899a3c201425bb87133b84a954
OL01296,O01297,4162,4,93.69,374.76,b774b3adb8387d7c973ef422c35c4dcf
OL01297,O01298,4756,3,76.46,229.38,bb300f2a8378d7a6b4318cff901c07ee
OL01298,O01299,1546,4,67.22,268.88,6d087a5d37d34c9cb3126cd6d435808d
OL01299,O01300,770,4,126.44,505.76,f1e11be4a29afd65c0512664920391d1
OL01300,O01301,3403,1,88.9,88.9,36d5e25b0de8cc0ee41cfcab1c8f5ae3
OL01301,O01302,1405,3,21.56,64.67999999999999,3bd6f41b30796b25017a6adff38f3a16
OL01302,O01303,3417,5,34.34,171.70000000000002,a4b32e7a3e622f02c4a280f544124029
OL01303,O01304,1027,3,187.44,562.3199999999999,d6a7a9da14fe449bc06612e34eaed80b
OL01304,O01305,3639,1,176.29,176.29,516f1dbefbaf1aaa9ac112c8be21a129
OL01305,O01306,81,1,192.25,192.25,66c0c4e6f4304ce41f962931d30b0296
OL01306,O01307,1636,1,70.26,70.26,8b4e59b5529f743a9fd93a58f2591391
OL01307,O01308,2371,2,122.75,245.5,e8da5e87b846c852f8fb67db598a70d8
OL01308,O01309,3381,5,170.73,853.65,a3ec9f5be40826529479dfc77443bb60
OL01309,O01310,2284,2,23.91,47.82,da686801658fc06deb9c604139e335d3
OL01310,O01311,3354,5,81.26,406.3,7ea06a538ae9c5c4155d99bc7a196a7a
OL01311,O01312,252,3,190.95,572.8499999999999,9d8d6cfe658c4679f452c11e7eeb677f
OL01312,O01313,16,5,106.67,533.35,bcc5d7c275a9f22917a10d8c3fc3c850
OL01313,O01314,1999,2,24.24,48.48,b6a2c4c17c62b375ffac97395a4e8985
OL01314,O01315,4424,3,35.57,106.71000000000001,1845b5db3a69849259d086806ce591b0
OL01315,O01316,2622,1,109.17,109.17,eb680f56845d790878537ab36c4acade
OL01316,O01317,251,5,111.44,557.2,f7599617c403d1d4405684f316e97f57
OL01317,O01318,922,4,10.21,40.84,946c0b8e575289a8b578a39e4f97e90b
OL01318,O01319,358,2,129.34,258.68,89756a7b7c67a7a8a15af70680ddfc78
OL01319,O01320,4351,3,84.97,254.91,a7f14dff67353dc9b38528c92d739162
OL01320,O01321,2168,4,92.99,371.96,f6ea25e030cd23c4d100765beac99fe0
OL01321,O01322,1809,3,188.89,566.67,e98adcdc29794ab5e3bf12b5b9994d59
OL01322,O01323,156,1,49.62,49.62,6be557830f7d5083ce05c0a49ed83993
OL01323,O01324,501,2,152.38,304.76,a10ae27d76c77541af6ebeb4fdbf8f82
OL01324,O01325,893,4,124.68,498.72,720b07e2bf6388f22cbf6605b996edb4
OL01325,O01326,319,4,148.55,594.2,74e379a3501e4c9822d3f98c9a96fe40
OL01326,O01327,3404,3,171.88,515.64,663de45f2b5552b4b11e753d3e69e577
OL01327,O01328,4058,5,173.13,865.65,8d7c5cf3ab4dc662e5c864af28661096
OL01328,O01329,1298,2,20.99,41.98,8040f9ebb5a7235c49435c61a827be2c
OL01329,O01330,3321,1,183.45,183.45,b52214f3ef84791953bf6a7aec58f4af
OL01330,O01331,4977,1,58.96,58.96,9c082f02bdb5620fc10be63e1b15fddf
OL01331,O01332,2356,4,81.94,327.76,7b509681e566d261142cea42db0bac9c
OL01332,O01333,1166,5,198.83,994.1500000000001,b462c182243be962ad3cd10fc90cb7a6
OL01333,O01334,408,2,75.46,150.92,5a7ff27095a3aaccd3abe1e1f15feec0
OL01334,O01335,2951,1,27.18,27.18,b44d0c0d07f2a0238982efb1a3a4b488
OL01335,O01336,3178,5,58.87,294.34999999999997,0a8752d2232b1063a992de8eb976219f
OL01336,O01337,4495,3,176.06,528.1800000000001,d7765c42c8f85d41aa1a3c13dc1c4540
OL01337,O01338,432,1,148.36,148.36,440a9ca29d25d937135af5e4141fbf51
OL01338,O01339,690,2,32.75,65.5,e146f5f91ddb9b30504eddba7c2cfc10
OL01339,O01340,1928,1,70.69,70.69,01140760e1e8afa217cf048b169d9b04
OL01340,O01341,4290,5,194.74,973.7,ccef0ecb11e5a48f4f18a7c07dffe8b9
OL01341,O01342,4878,3,125.44,376.32,211abc7b9aee5647d41a70695e469871
OL01342,O01343,4862,2,43.35,86.7,59671c29cf071875fdc62b1e5e38cf39
OL01343,O01344,1087,4,190.32,761.28,890e759224cad9a78909c41ad0607664
OL01344,O01345,2562,1,144.12,144.12,ddfd83ea0eebcaaa59aa563565b3ce34
OL01345,O01346,833,2,33.0,66.0,38be51ef84eeddb191b3008521999c3e
OL01346,O01347,4482,1,141.62,141.62,2b6d0c476b633a376f6ca63487f2ef0b
