CostID,ProductID,StoreID,UnitCost,EffectiveDate,RowHash
COST01129,2566,01adb8ae-ae19-4b3d-805f-5485251f2e61,21.98,2024-09-14,251f3d25d0012dbe6275520ecfe14aec
COST01130,1820,6410565f-b02b-4016-b97d-6d7f8710d655,7.14,2025-03-14,30fa90d681656ddcfddac4b0a82f5533
COST01131,2834,de0add2e-3497-444e-bd97-c641b5754d2e,28.75,2024-12-27,204af79c93c83fb6e92420a8ef95cc68
COST01132,1464,35e27300-4661-4cc1-883a-60fcc46d1705,10.92,2025-03-07,d76e516dbd384c7261527381f7bbcca8
COST01133,1423,545e803e-892a-4417-b123-bc3d2f548566,28.03,2024-08-08,85a64d138c94f736c8ac09a53d74c4eb
COST01134,4286,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,15.8,2024-06-06,b7710057d7707fc23fe9612983bcf079
COST01135,331,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,46.17,2024-08-28,fde2235e6c281aef8d23335b6625d005
COST01136,2181,674d43e2-b564-4df9-83e0-08d8d378e820,30.12,2024-09-08,9ec3894c466bb559a509f95967f832c6
COST01137,4379,576ca2ee-5c98-4032-8085-4a11312f9e78,30.17,2025-02-28,df4e91b37c8e6f88d59f237366308341
COST01138,2810,674d43e2-b564-4df9-83e0-08d8d378e820,28.93,2025-01-21,93f87a15570b5accba6e81dc3eb27e2c
COST01139,4254,674d43e2-b564-4df9-83e0-08d8d378e820,12.87,2025-04-21,3edb267feb05978f5f53988581d2ccc8
COST01140,3715,0db94890-c654-49b6-b76e-e535bc387855,7.65,2024-07-01,8202d1bb273fb2daaef6693789b0de3a
COST01141,4625,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,38.9,2024-05-12,6ceda3b15daeb4753c20d2aca6fad6c7
COST01142,487,4043f2fd-ddb7-4123-94b1-704bb06dbec6,16.19,2024-07-29,a9080300a3c9e09bb533088f216bc1be
COST01143,2777,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,22.93,2025-03-24,bfaa3ecd8851453c9eebf91a8af2ea71
COST01144,12,bcffdf26-2889-4b0d-929a-8e779c6e851b,26.31,2025-03-01,ff680b922008675943efcd676d3ce14c
COST01145,2239,82e03202-e75b-485c-a987-57c392f25f18,41.5,2025-04-02,5272837a22cf2692c711100d46abb84e
COST01146,156,674d43e2-b564-4df9-83e0-08d8d378e820,13.7,2024-09-20,fe793182d6ffb65c6fc2342844a8b6fe
COST01147,4733,01adb8ae-ae19-4b3d-805f-5485251f2e61,24.57,2024-08-29,5d8131630ccaf2f515be6ba87728719e
COST01148,597,a3027ea6-3a7b-4285-9b82-5ab90b244a50,47.03,2025-01-27,3df061b2d15f4bba15a461e718d12596
COST01149,1868,7874faf7-fb69-4ae2-a738-b4c599358eeb,31.5,2024-11-05,0b3a7e8b1b298587ec18189f1c3f7535
COST01150,2000,449e10e4-a998-443f-8f47-b8f5ce345a9a,40.63,2024-07-03,e0848e8ef659af6c21c7b9282bdfd442
COST01151,28,a412573c-b3f6-4108-9682-f95775c56a2b,15.12,2025-05-11,4af7e43dade7eb54b5a5c0f50aa50460
COST01152,125,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,40.93,2024-07-12,b4fd1980cbcfb21ac767ae694066c7b1
COST01153,442,b8877c9b-300e-4619-9c17-285548f42c1a,11.3,2025-04-20,18c97547544c35116c5d8cd761d388d8
COST01154,3573,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,11.02,2024-06-27,4343e1dda411255b8dcaf1b5dc5aeee3
COST01155,744,de0add2e-3497-444e-bd97-c641b5754d2e,25.93,2025-02-24,4e4b8504bc194faaf0e916b1dcbe2a86
COST01156,2762,576ca2ee-5c98-4032-8085-4a11312f9e78,42.97,2025-04-12,fc3583c07c28fabdf44862640b69a274
COST01157,4101,bcffdf26-2889-4b0d-929a-8e779c6e851b,6.46,2024-11-24,a9169a659c02be8c41f89d41eb7fe29e
COST01158,4587,2325976b-ebd3-4af4-ab95-cf6c75dd167e,34.7,2025-02-10,45b016af605ee0171604146e59acdc5a
COST01159,889,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,11.65,2025-01-28,4d2d5e4f91db120b0baf63bfbc0e50b5
COST01160,2470,1424c333-ef79-42af-bcf5-5d41521a0e9b,20.81,2025-03-25,7b7be7d73ec26326969cb5305fa91175
COST01161,4538,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,47.51,2024-12-20,202edae002ddb6d41bd7dbdd3c279bbc
COST01162,3225,5338a24d-bd24-49b6-80c7-ceb5d88d8923,44.77,2024-11-23,4be34b6b1c56838f8d792814e55653b6
COST01163,3991,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,40.68,2025-02-27,6d56f0ffc1f5be929452f45fdd007f06
COST01164,1173,3412d299-a203-47c4-bde2-ecd5ef09fe58,26.78,2024-06-13,538ef58bf43d143831ea438e73c34613
COST01165,121,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,40.88,2024-07-09,b428771c83c38d74fb504a059dbafb23
COST01166,1754,82e03202-e75b-485c-a987-57c392f25f18,46.32,2024-10-07,5d1f8b18177c72040913efbc5b11258b
COST01167,440,4043f2fd-ddb7-4123-94b1-704bb06dbec6,42.9,2024-10-15,9636cc080f5b6134f5413d6555577514
COST01168,12,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,36.41,2024-10-10,d1c62a8050af229f0db03f98b01538e3
COST01169,4710,0db94890-c654-49b6-b76e-e535bc387855,16.38,2024-05-27,7fc03ffab7abf4205e5939530a6c0acc
COST01170,147,bcffdf26-2889-4b0d-929a-8e779c6e851b,48.1,2024-11-04,2c6c1eb2588def7fd56087635341114e
COST01171,3658,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,28.77,2025-01-23,564391854be6e84bc064bcba7520e806
COST01172,4425,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,17.8,2025-03-27,1955239e3d1f89e57e41918ed2d4e34e
COST01173,1504,674d43e2-b564-4df9-83e0-08d8d378e820,22.45,2024-12-23,8f878a5b0da497ceb977c374d780c917
COST01174,2583,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,43.55,2024-09-04,e077f52cd0283c29a155bc678f01f89c
COST01175,4419,50a26c10-fd86-4364-8549-75c2f73d6e74,48.77,2024-10-05,429564bb83d5a9aeb2063ba4651f1e96
COST01176,2775,449e10e4-a998-443f-8f47-b8f5ce345a9a,6.62,2024-06-22,3f75d1e76e07496323b5bd128351061c
COST01177,3509,dea48fdc-5533-48f4-9d69-3e89b5fa379e,26.5,2024-07-19,f7f6e6a9275224983991d2f83a336d12
COST01178,2823,d826fea5-d663-4b8b-a010-a7b330fd9922,44.38,2024-07-29,18e2d148beb0eb4738a11704174243a7
COST01179,3081,21a2cafc-d878-40bb-a232-e14e9eda02f3,23.1,2025-04-09,2faee725ef6533d5e2af5c36a0077de7
COST01180,625,754ca431-4c26-4237-a234-fb658c2226c4,44.42,2024-12-13,e1ccf3b53302fc9c4341279fd5831982
COST01181,623,681c4fda-26fa-44ac-9682-e052faf1d3fb,8.65,2024-09-25,a9f9dc05aca142adc812fcded5eeddec
COST01182,1643,9baedba2-7d8f-482a-91c0-53cf8f987158,28.68,2024-10-14,11074fc858d15bc4914e7390153a696c
COST01183,634,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,26.68,2025-01-05,ed81f0c455766a6821746bd3ec1ffbd0
COST01184,4378,bc2a6082-d587-43ad-b368-78b70dcb5f55,45.3,2025-01-15,33a474024fedcfc7655c7721868c804e
COST01185,4328,1424c333-ef79-42af-bcf5-5d41521a0e9b,30.25,2024-06-29,151d75c7baf20d7dd2c624a13af3a53e
COST01186,1202,2325976b-ebd3-4af4-ab95-cf6c75dd167e,33.64,2025-02-12,5869e30d9b04b8ca0773dcd753085650
COST01187,833,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,9.54,2024-11-27,fd8a19dbf629f2bd0fc5dead01d474f7
COST01188,1054,0db94890-c654-49b6-b76e-e535bc387855,7.44,2025-04-25,022208b38ec8bbef9013ba0e83e397d5
COST01189,3560,a3027ea6-3a7b-4285-9b82-5ab90b244a50,22.18,2025-03-19,a661fe94789955b54fd36cdb7e93aa1d
COST01190,2405,21a2cafc-d878-40bb-a232-e14e9eda02f3,37.24,2025-02-27,8144ad0eb1c94a79c57e72fc50bd6924
COST01191,588,d44227f2-ae3a-4cf8-9728-df324b9ca0e4,38.77,2024-08-30,e2de1b8fab85b9ca1ae1e8a712f03722
COST01192,1812,dea48fdc-5533-48f4-9d69-3e89b5fa379e,17.57,2024-10-03,6c4e1c0687a788018c174792b63a701f
COST01193,2055,7874faf7-fb69-4ae2-a738-b4c599358eeb,39.68,2025-04-22,3a21c1da7700074030e84b5f50c42aa1
COST01194,2524,bcffdf26-2889-4b0d-929a-8e779c6e851b,23.89,2025-01-04,de0fe7a0731e42f5287dd9b06675a97b
COST01195,4544,68a7d329-0366-49ce-986b-f2741f43d010,22.77,2025-03-27,d57dd49d7ead6e53d739f15709a2a930
COST01196,3361,3412d299-a203-47c4-bde2-ecd5ef09fe58,9.34,2025-04-06,a8e31e12227cc9a9d1d27685b6fe4ac0
COST01197,708,449e10e4-a998-443f-8f47-b8f5ce345a9a,19.11,2024-10-21,40977ed0bc7a7398bcd4c33f902417be
COST01198,479,d44227f2-ae3a-4cf8-9728-df324b9ca0e4,9.74,2024-11-30,cc4d1ce09c79c3d8a5e90660113d8ed2
COST01199,3326,35e27300-4661-4cc1-883a-60fcc46d1705,49.04,2025-03-02,48d26f4e65fa17de432d1dd48db279a1
COST01200,4491,35e27300-4661-4cc1-883a-60fcc46d1705,5.26,2025-03-25,f4f914174c932ccdbbf3e990b65b0195
COST01201,3629,0481f8c0-ef1b-42c1-b53f-512d8d8db267,38.11,2024-10-24,74717dc3f783891c974dfb5dfb14e366
COST01202,2833,9074b54f-8c90-47bd-8850-d5995b99dfd6,35.17,2024-08-20,2a5939f73d289e832c3e615864d171e4
COST01203,834,0481f8c0-ef1b-42c1-b53f-512d8d8db267,42.27,2025-03-11,3e312cbfc031e93e98403f54779172f5
COST01204,4577,066320f6-15d5-4240-b39a-1d9697acf693,24.75,2025-03-11,2ec20a44aa4ec46d4183c397e1b4b59e
COST01205,2586,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,17.21,2024-09-19,a2b9ff0ee6d1b855f6bd675061cd2e18
COST01206,3254,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,37.8,2025-01-20,7462bd8fae2b58faacca7c1c775afedb
COST01207,3646,68a7d329-0366-49ce-986b-f2741f43d010,24.61,2024-12-16,66564bde1f2e1ea10439011e2c099c6e
COST01208,4275,4043f2fd-ddb7-4123-94b1-704bb06dbec6,40.44,2024-05-17,b891aac8734f13ab4ca7b91b6c6937ee
COST01209,975,a412573c-b3f6-4108-9682-f95775c56a2b,23.8,2024-10-16,cf3b2ed9efa03ebef28795508e28d6ea
COST01210,1733,3412d299-a203-47c4-bde2-ecd5ef09fe58,17.72,2024-05-24,12892f56d41111ecb824e8862fa8aa9e
COST01211,209,17fb2169-7a01-4654-8005-9db3d086ba75,9.89,2024-08-30,a146892c58613f0bc1406b2380b6d78d
COST01212,3092,e65aca15-c7da-4cf0-8f86-97057eb6e41d,6.07,2024-12-26,8951a3e4640c28decd737bc413e34177
COST01213,1862,2d046cbe-43bd-402d-9b0c-0adb463c5111,27.46,2024-11-03,663be50bb781dd1ecaa4ba1d726853d2
COST01214,419,128c966a-64f4-456d-9fd0-3d628c9d517a,19.48,2025-02-02,77dc4cb6e515e4c201541f3acee2846b
COST01215,2942,576ca2ee-5c98-4032-8085-4a11312f9e78,7.62,2024-10-19,df63dae5cf45864a380f27e1e767a4fb
COST01216,1702,128c966a-64f4-456d-9fd0-3d628c9d517a,32.16,2025-05-01,58d08c385675f2e9d0f0fbd0c1743c88
COST01217,780,754ca431-4c26-4237-a234-fb658c2226c4,47.95,2025-02-13,dc025a3903623c3bd2326bafe53ae97a
COST01218,851,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,4.18,2024-08-10,d1c8f7eaade034b0ad37b1d3ece6a2b9
COST01219,2953,9baedba2-7d8f-482a-91c0-53cf8f987158,31.0,2024-07-01,805b2ba4a10b5bc9c4b1425ea4845a8e
COST01220,4342,3412d299-a203-47c4-bde2-ecd5ef09fe58,4.83,2024-06-24,16cbfdb7e7d39ab359f92b034317e3ac
COST01221,3825,2325976b-ebd3-4af4-ab95-cf6c75dd167e,19.05,2025-02-26,3ea4b43fb59a8b367cad33b2ec9ca4ca
COST01222,622,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,9.49,2024-08-14,44a5d7e3c0db1a45dfcf53e4dcba6379
COST01223,2084,3c32b582-67e5-49c3-affc-7e44572ba0ae,5.46,2025-02-26,a777b6b95bdf8c666aa9b92c3078b154
COST01224,1607,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,37.15,2025-03-18,e5e9327896d0a77d694a6025455602cc
COST01225,1585,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,3.3,2024-10-12,3a9c309aa17fb956da59e15409b6388c
COST01226,4211,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,26.39,2024-06-30,56a1adf049b0c3986862ffafe7b81517
COST01227,497,adfe1367-c650-47bc-ab26-c65be37eb483,43.32,2025-04-24,9ddf47df46e65953587878ee3f43159d
COST01228,784,545e803e-892a-4417-b123-bc3d2f548566,25.97,2024-08-19,e8547fe27a5fcd59245630eaf8c9de87
COST01229,63,1424c333-ef79-42af-bcf5-5d41521a0e9b,10.15,2024-12-16,354d6b9ea979c38c3f43449add0d92cc
COST01230,800,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,9.44,2024-12-02,134fadca555b50c611170c5278d67ec7
COST01231,4134,d826fea5-d663-4b8b-a010-a7b330fd9922,27.26,2025-04-22,a0de61c372fcf2674dbbc23883acc293
COST01232,2569,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,25.8,2025-02-07,3a3f04087d9316d349d3ef2d68954bc1
COST01233,3350,50a26c10-fd86-4364-8549-75c2f73d6e74,48.63,2024-11-11,d14c5e310b6c1054f182172fe23271e1
COST01234,2528,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,45.24,2025-02-22,aebfafe954008096710ee251bbf3a4de
COST01235,2448,6410565f-b02b-4016-b97d-6d7f8710d655,43.63,2024-07-23,cd529fd73f76ebc179685f625ea1a85d
COST01236,1692,545e803e-892a-4417-b123-bc3d2f548566,38.77,2024-08-22,f805c8ad02927195a5f1b3058a94aa9f
COST01237,853,de0add2e-3497-444e-bd97-c641b5754d2e,34.98,2024-09-08,58bc8749eb6f81945bf09ff69739024f
COST01238,237,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,13.99,2024-07-30,e43c0660124b21143f4b52378866ede7
COST01239,4864,1424c333-ef79-42af-bcf5-5d41521a0e9b,40.28,2025-05-03,660544ceb5a47fab491b72cb89ca58dc
COST01240,379,b8877c9b-300e-4619-9c17-285548f42c1a,29.95,2024-08-06,aa4e1c8c1c07c9465df2aae0668bc6e1
COST01241,4424,576ca2ee-5c98-4032-8085-4a11312f9e78,35.79,2024-11-22,057daa2114d84b1f68249a261fedeb39
COST01242,1575,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,11.22,2024-09-28,550202e9f47c282f456bbf1e75e01a76
COST01243,147,dea48fdc-5533-48f4-9d69-3e89b5fa379e,20.93,2025-01-18,55610bda28960e821a55f0a044c4d3ec
COST01244,1930,5338a24d-bd24-49b6-80c7-ceb5d88d8923,27.2,2025-03-09,768ff49bc13efe9cb8e19f47a378ce2c
COST01245,4028,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,35.93,2024-08-10,f97f8cd3c849f8bafc7f8cc89a837edd
COST01246,3825,dea48fdc-5533-48f4-9d69-3e89b5fa379e,42.28,2024-05-28,a77f05c6a9f2e3442fd96516f5916232
COST01247,4437,576ca2ee-5c98-4032-8085-4a11312f9e78,7.65,2025-02-19,69eec4c887fc38ac62731aa80c9528c8
COST01248,4421,e65aca15-c7da-4cf0-8f86-97057eb6e41d,18.16,2025-01-04,35ab45dfe16967798f7eae43c08207fb
COST01249,3848,bc2a6082-d587-43ad-b368-78b70dcb5f55,19.03,2024-09-05,c9c2c88e56e9c2bbe4c56418785af0bf
COST01250,2752,128c966a-64f4-456d-9fd0-3d628c9d517a,33.87,2024-09-09,2f6f2d2f2f46d8ce298c4f64d9974143
COST01251,4748,82e03202-e75b-485c-a987-57c392f25f18,40.1,2024-12-29,433f85f0800ccf46f5a49008f2208cb1
COST01252,1334,674d43e2-b564-4df9-83e0-08d8d378e820,9.73,2024-11-17,31f5acd792b63f11fc404aca66182126
COST01253,416,128c966a-64f4-456d-9fd0-3d628c9d517a,44.61,2024-12-05,c661d1b9593e286c7bc53a6e5205665a
COST01254,4337,adfe1367-c650-47bc-ab26-c65be37eb483,6.63,2024-09-03,cd47738d0ac272662c4a38fc37b59cf9
COST01255,3224,b8877c9b-300e-4619-9c17-285548f42c1a,4.88,2024-12-10,acfd394fcbe5dc8f048bb658042aab37
COST01256,2160,2325976b-ebd3-4af4-ab95-cf6c75dd167e,44.27,2024-10-12,db463ca00bc38d0f2af5d0dbe6d91ae2
COST01257,1011,b8877c9b-300e-4619-9c17-285548f42c1a,16.49,2024-10-20,b57272f006c4d15abe201541e5b6e1b7
COST01258,448,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,45.79,2024-09-25,2550033cc8a85ee9483ef505dacc5e8b
COST01259,4162,576ca2ee-5c98-4032-8085-4a11312f9e78,37.58,2024-06-28,cad576875ed0dc737cf43db8cc8c9e8a
COST01260,3391,576ca2ee-5c98-4032-8085-4a11312f9e78,30.03,2024-05-11,16e45dd77fe01247d8e8f2186e73908f
COST01261,4582,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,29.32,2025-02-23,e0e600846568c3b28e681725148c4802
COST01262,1926,066320f6-15d5-4240-b39a-1d9697acf693,7.91,2024-06-29,1e6e1b76a04e0ae36ca9d109bae3a17f
COST01263,2331,0481f8c0-ef1b-42c1-b53f-512d8d8db267,16.02,2024-09-21,61365517a627b7c33df7a9ee2de48966
COST01264,3429,1424c333-ef79-42af-bcf5-5d41521a0e9b,40.64,2025-03-19,1f39f6c52408b2fde7bba3be89e004ec
COST01265,3751,2d046cbe-43bd-402d-9b0c-0adb463c5111,38.26,2024-06-16,ba846414292b723509a25bb123d8b88a
COST01266,3824,de0add2e-3497-444e-bd97-c641b5754d2e,28.0,2025-01-24,37b5edddd29f8aa3b4ed5255e882485f
COST01267,1871,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,10.86,2025-03-24,d8c475f29af30c11c74901a9397940e6
COST01268,2078,2325976b-ebd3-4af4-ab95-cf6c75dd167e,3.86,2024-06-16,1ab8a63018572977f4b6329e3808e7d7
COST01269,3348,9074b54f-8c90-47bd-8850-d5995b99dfd6,23.49,2024-08-03,a32928ccef810d342896cd927e825ac3
COST01270,3939,d826fea5-d663-4b8b-a010-a7b330fd9922,35.37,2024-08-23,a7fc2e586b5cde8b2e4e707856020a5e
COST01271,346,5338a24d-bd24-49b6-80c7-ceb5d88d8923,37.44,2025-02-16,0abc2d0cd465db2b83da1a74b7c5902f
COST01272,3823,4043f2fd-ddb7-4123-94b1-704bb06dbec6,3.79,2024-10-26,5af479ea88ccef24c5f1cd0ef1d0f4a8
COST01273,2408,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,4.35,2024-12-28,a9f91638597a7072c008031bdb0d83da
COST01274,129,21a2cafc-d878-40bb-a232-e14e9eda02f3,13.38,2024-11-17,9538fbc39731c37449f845739414a4a4
COST01275,3134,17fb2169-7a01-4654-8005-9db3d086ba75,24.35,2024-05-25,2e834e00840f9f067b9083f37b25c7fd
COST01276,4547,9baedba2-7d8f-482a-91c0-53cf8f987158,19.97,2025-01-14,a6608cf18b80d34e8ff241fc24c5f92c
COST01277,2840,681c4fda-26fa-44ac-9682-e052faf1d3fb,23.22,2024-10-17,dbb1148a961e3a4e590e5cf4f3f1d393
COST01278,1310,449e10e4-a998-443f-8f47-b8f5ce345a9a,9.37,2024-05-16,e3748f032dacaa1f9eac2edaede55244
COST01279,3613,0db94890-c654-49b6-b76e-e535bc387855,13.05,2025-02-19,1076f1bf0addf118154cd5ae7c4db9ba
COST01280,1515,545e803e-892a-4417-b123-bc3d2f548566,40.54,2024-10-02,9a324e752d05582a8f0de3a25d82221d
COST01281,3552,2325976b-ebd3-4af4-ab95-cf6c75dd167e,5.32,2024-06-16,999081c3eed5dda9720d1fafb6136e18
COST01282,3238,0481f8c0-ef1b-42c1-b53f-512d8d8db267,29.7,2024-11-05,791c8b70c49df01ee6c095f09ee744ab
COST01283,413,a412573c-b3f6-4108-9682-f95775c56a2b,16.0,2025-02-05,91641c7d189cc6ee028eddf21cafb781
COST01284,4886,0481f8c0-ef1b-42c1-b53f-512d8d8db267,24.62,2024-08-29,4beb0adf372d6aba1d1b319b33d1751c
COST01285,2484,bcffdf26-2889-4b0d-929a-8e779c6e851b,45.47,2024-07-24,9e66a1490f528e37ed0769cd514928f7
COST01286,4959,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,27.14,2024-09-17,a41a7ae2c359a1eb49e21dd738470073
COST01287,2771,674d43e2-b564-4df9-83e0-08d8d378e820,45.16,2024-11-06,56b7fddc72211b1388ff6ad95228063d
COST01288,2615,576ca2ee-5c98-4032-8085-4a11312f9e78,3.27,2024-10-12,6f7a2fc49ca71d3d376c68f090ae1c4b
COST01289,4204,7874faf7-fb69-4ae2-a738-b4c599358eeb,9.75,2024-11-19,9059e77a624e2fdfa698fd614450f7c4
COST01290,3615,681c4fda-26fa-44ac-9682-e052faf1d3fb,35.51,2024-05-16,79fff159514b2f83fa5f7d7a8e32defb
COST01291,4816,d826fea5-d663-4b8b-a010-a7b330fd9922,21.43,2024-08-17,1a0e8281feec6019d352ce50bb495051
COST01292,3156,4043f2fd-ddb7-4123-94b1-704bb06dbec6,28.43,2024-09-29,cbbab359d6119e3bc050f4aa5d3144a2
COST01293,4581,128c966a-64f4-456d-9fd0-3d628c9d517a,15.81,2025-03-27,af756c025e36c3add7f55e22217757d8
COST01294,2465,a412573c-b3f6-4108-9682-f95775c56a2b,33.41,2025-05-06,dedf5331909ed6e95e73925c43084394
COST01295,2546,17fb2169-7a01-4654-8005-9db3d086ba75,6.81,2024-06-28,52a422cfc628920e89b66053bfe12fb0
COST01296,2439,bc2a6082-d587-43ad-b368-78b70dcb5f55,19.48,2025-05-01,025037856714d6637f8d96aeecbbaee0
COST01297,550,2d046cbe-43bd-402d-9b0c-0adb463c5111,25.02,2024-11-12,0713ca010440d23d30e597f41553cc6e
COST01298,728,68a7d329-0366-49ce-986b-f2741f43d010,45.64,2024-09-14,336a6c28a63a2429889b4ac2ce980749
COST01299,3739,a412573c-b3f6-4108-9682-f95775c56a2b,25.11,2025-01-01,231867d5ce2ac881dc23ae6e112744d6
COST01300,3916,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,39.25,2024-08-31,52cb5f250ec6da052241ddf7faa1a0ef
COST01301,3937,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,11.48,2025-02-27,f9387f90b5c4639e05a383e9ef2cd0c9
COST01302,4808,35e27300-4661-4cc1-883a-60fcc46d1705,30.57,2025-01-05,95adb47d87e3dd280e7219773225c46b
COST01303,4434,e65aca15-c7da-4cf0-8f86-97057eb6e41d,18.63,2025-04-10,578f814f1eb5a3722749fc6cadfe0f73
COST01304,3398,576ca2ee-5c98-4032-8085-4a11312f9e78,43.08,2024-07-27,fa32a88f30f5601f85e5090cb2c800ca
COST01305,893,6410565f-b02b-4016-b97d-6d7f8710d655,40.01,2024-12-18,794c4140fc6eb2a07d32c6047bd7445b
COST01306,89,6410565f-b02b-4016-b97d-6d7f8710d655,36.82,2024-08-05,74938f70b438efc8d3ae8b1c8e436431
COST01307,360,5338a24d-bd24-49b6-80c7-ceb5d88d8923,9.25,2025-01-01,c1171e5149281d5f6edf35f931e527b7
COST01308,3157,2d046cbe-43bd-402d-9b0c-0adb463c5111,46.04,2024-06-04,e428e1a86da93070b4a9e669248e4061
COST01309,141,6410565f-b02b-4016-b97d-6d7f8710d655,35.26,2024-07-24,d02ccc2f2bd7f252f574dbf4daff348b
COST01310,174,5338a24d-bd24-49b6-80c7-ceb5d88d8923,45.05,2024-09-18,1008e9b1df0efe8a18f68ad0f83f6d22
COST01311,2831,bcffdf26-2889-4b0d-929a-8e779c6e851b,37.28,2024-08-19,5354f759079001b80ea45edab4941b03
COST01312,2935,dea48fdc-5533-48f4-9d69-3e89b5fa379e,8.4,2025-03-20,9f08164727bbb7391c3c74e3fbbf4518
COST01313,3278,0db94890-c654-49b6-b76e-e535bc387855,12.0,2024-05-14,44b454716f7dc8ef39f152d2d70e65b8
COST01314,1651,5338a24d-bd24-49b6-80c7-ceb5d88d8923,13.01,2024-08-04,c4d1320f3472fef2ac334faa77fdcad8
COST01315,3246,de0add2e-3497-444e-bd97-c641b5754d2e,23.89,2024-11-11,063a4b19e36ad4b5586750ddf01ad411
COST01316,2865,681c4fda-26fa-44ac-9682-e052faf1d3fb,3.36,2024-10-18,8f26d7f673cdc43552b053308b7df0e0
COST01317,465,0481f8c0-ef1b-42c1-b53f-512d8d8db267,7.45,2025-04-09,07aad38ffc31eae5dfbfd0ecf457e8e8
COST01318,1600,1424c333-ef79-42af-bcf5-5d41521a0e9b,40.74,2024-10-27,df1c441485c85468290706aeffa3b086
COST01319,3689,4043f2fd-ddb7-4123-94b1-704bb06dbec6,34.23,2024-09-18,58b1959be796d7864e7e321e697fad02
COST01320,1328,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,8.73,2024-11-30,4d5c76b8acf6a896899dd5089f37cfbd
COST01321,1756,066320f6-15d5-4240-b39a-1d9697acf693,7.48,2025-02-19,acf90fb90800337c1689d2cecfe93f2a
COST01322,1487,754ca431-4c26-4237-a234-fb658c2226c4,5.67,2024-07-02,884c01d783e29d02ab747a809648d696
COST01323,2504,01adb8ae-ae19-4b3d-805f-5485251f2e61,20.65,2024-11-19,d35211ba24784861458f6ffc9e26afd9
COST01324,1500,01adb8ae-ae19-4b3d-805f-5485251f2e61,22.18,2025-03-02,3b7d3d934193bc36e69a2d5652b6f4b0
COST01325,3579,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,27.41,2024-07-04,4883c32d5afd7f33a1a8ffd025b871a8
COST01326,931,576ca2ee-5c98-4032-8085-4a11312f9e78,3.47,2024-06-09,1dde469cb40f3f915671764262e29dc3
COST01327,4798,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,39.7,2025-01-13,807ff67bcb0f5106e08ed042034f38fc
COST01328,993,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,28.27,2024-11-28,ed6a4128c2642212dd87f8ae733a8eb1
COST01329,4125,7874faf7-fb69-4ae2-a738-b4c599358eeb,45.99,2025-02-04,b6651864f39a1cd94a7f2219515b3ad7
COST01330,2629,128c966a-64f4-456d-9fd0-3d628c9d517a,49.56,2024-12-22,ef8aaa73199cf64067e270ca9bbe9d8a
COST01331,2161,066320f6-15d5-4240-b39a-1d9697acf693,17.86,2024-08-17,6d527bab7fb82a6fc418c5c92941756a
COST01332,658,1424c333-ef79-42af-bcf5-5d41521a0e9b,33.76,2025-02-02,9d313d32bf4a9d84d5b82201eada8873
COST01333,2185,7874faf7-fb69-4ae2-a738-b4c599358eeb,27.81,2024-07-26,877ca4c09eb5c3c58b73fb502cd0be99
COST01334,560,a3027ea6-3a7b-4285-9b82-5ab90b244a50,13.21,2025-02-20,83d349b2188bfec8ef8652cbc4984678
