TransactionID,GiftCardID,StoreID,Amount,TransactionDate,RowHash
GCTX00796,GC03717,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,12.56,2024-07-19 02:46:48,8aa44455092b9d849abcc7379c60b5f4
GCTX00797,GC02090,449e10e4-a998-443f-8f47-b8f5ce345a9a,48.2,2024-06-15 10:34:04,1332b28313c597515a402681187a5ac3
GCTX00798,GC03237,adfe1367-c650-47bc-ab26-c65be37eb483,24.38,2025-01-24 03:33:44,aafd39b830958843250e79d117cbff41
GCTX00799,GC03397,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,42.44,2024-09-12 05:33:25,3bf135952ceff9bb7e675da9b216a162
GCTX00800,GC00837,01adb8ae-ae19-4b3d-805f-5485251f2e61,11.98,2024-07-14 20:05:06,bd62bebb2c23c0402e476ceba4ce7212
GCTX00801,GC04796,449e10e4-a998-443f-8f47-b8f5ce345a9a,22.88,2024-08-26 05:17:46,3d04b997af88f734e7a633ad321239a4
GCTX00802,GC00599,7874faf7-fb69-4ae2-a738-b4c599358eeb,43.58,2025-05-10 14:47:08,3e7a9453f76331a4494959da1368442e
GCTX00803,GC01205,0db94890-c654-49b6-b76e-e535bc387855,7.35,2024-09-27 19:47:01,c742743a5e4dd738178186af7157f124
GCTX00804,GC02092,b8877c9b-300e-4619-9c17-285548f42c1a,28.65,2025-01-24 17:31:24,f8d9ec71588728290f22863c1714a6d6
GCTX00805,GC03398,7874faf7-fb69-4ae2-a738-b4c599358eeb,49.42,2025-02-13 11:56:05,dab662f13e7658c14dee54be5d30a4f6
GCTX00806,GC01732,35e27300-4661-4cc1-883a-60fcc46d1705,13.15,2024-06-26 18:16:54,c4543a7dadc7208d13e06e61cb6bd3d8
GCTX00807,GC03546,5338a24d-bd24-49b6-80c7-ceb5d88d8923,32.99,2024-06-25 03:18:13,e17fab2f337123d354d365899d0a83d5
GCTX00808,GC01365,68a7d329-0366-49ce-986b-f2741f43d010,35.97,2024-10-06 14:14:03,84dff5447c85800551623fd0988ac6bf
GCTX00809,GC02964,576ca2ee-5c98-4032-8085-4a11312f9e78,34.83,2024-09-14 12:59:53,4c94cb1c8af46682dba246a1235b0f7f
GCTX00810,GC00656,576ca2ee-5c98-4032-8085-4a11312f9e78,48.79,2025-03-03 04:19:17,7a91ffd2366edb1ff5c37bc8dc1d4404
GCTX00811,GC03210,21a2cafc-d878-40bb-a232-e14e9eda02f3,19.88,2024-09-16 17:57:01,482fe26c7e15c69b77bfae764d728408
GCTX00812,GC00889,a412573c-b3f6-4108-9682-f95775c56a2b,20.97,2024-09-09 17:41:03,dfcc7ed11ac24e67e44aa98b233cc013
GCTX00813,GC04176,a3027ea6-3a7b-4285-9b82-5ab90b244a50,15.53,2024-09-18 21:34:25,e026dee661bf15ccd4a99fa8f32d2c53
GCTX00814,GC00335,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,12.76,2025-04-09 21:25:13,19939b5d48827569e2a0f531914110d2
GCTX00815,GC00061,2d046cbe-43bd-402d-9b0c-0adb463c5111,45.99,2025-03-04 10:12:40,bbfaacc830cc5dbb6b633865026d7017
GCTX00816,GC03540,2d046cbe-43bd-402d-9b0c-0adb463c5111,42.15,2025-04-13 00:48:11,448421c99e07215833427b4d8368af73
GCTX00817,GC01287,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,32.33,2024-05-13 01:11:33,68ed40481151d65ace9b401baafae27e
GCTX00818,GC02723,17fb2169-7a01-4654-8005-9db3d086ba75,9.18,2024-07-24 22:51:36,d3cae8d2ba9eca361f3a9a005f9ae6d2
GCTX00819,GC01771,2d046cbe-43bd-402d-9b0c-0adb463c5111,16.03,2025-01-23 03:29:15,a40845ad6c977d047aeefc46d3710716
GCTX00820,GC01197,576ca2ee-5c98-4032-8085-4a11312f9e78,14.13,2025-01-19 17:46:35,fe0f73308ef2f445235317b3ace34a9b
GCTX00821,GC00704,754ca431-4c26-4237-a234-fb658c2226c4,28.69,2024-09-06 21:59:12,0779dbe6f358eb49eda12128db93d560
GCTX00822,GC04721,d826fea5-d663-4b8b-a010-a7b330fd9922,18.16,2025-01-15 18:58:22,e378eca428275483c92da4512cefd051
GCTX00823,GC02593,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,35.24,2024-07-23 21:58:34,eb94ea25421a837d5f76ac15c2f2e3d6
GCTX00824,GC04153,bcffdf26-2889-4b0d-929a-8e779c6e851b,23.54,2024-07-17 09:24:45,c23298816309c34f8a00c8363a0e3323
GCTX00825,GC00712,7874faf7-fb69-4ae2-a738-b4c599358eeb,14.38,2025-04-06 18:06:05,4b10b48a8984ed8b5bb35b38d6c18338
GCTX00826,GC00360,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,17.97,2024-12-15 02:02:06,f233d1fa6136ea2fbea1cff90a75b642
GCTX00827,GC02002,17fb2169-7a01-4654-8005-9db3d086ba75,38.65,2024-07-13 05:28:57,14785318340a410ba8b151235b69a956
GCTX00828,GC04321,7874faf7-fb69-4ae2-a738-b4c599358eeb,26.11,2024-11-13 00:45:21,3010a6a6e82cad28d2b3544b32faca74
GCTX00829,GC03827,de0add2e-3497-444e-bd97-c641b5754d2e,13.39,2024-08-13 23:01:19,3f60ff38ddd7ff3a19977c3a7ad15d4e
GCTX00830,GC02946,21a2cafc-d878-40bb-a232-e14e9eda02f3,16.19,2024-06-12 06:51:39,21526b0c2cb6d51ff90eab4ccdec53dd
GCTX00831,GC02849,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,5.88,2025-02-13 08:48:18,45481ddd958732912bdc0d5ee1f40bd3
GCTX00832,GC03060,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,33.4,2024-12-01 20:12:34,7ac8dab5301991a61fbfd60b90977134
GCTX00833,GC02823,d826fea5-d663-4b8b-a010-a7b330fd9922,30.07,2025-04-25 04:43:19,d4e2162fe830fd14bc426b18d486f7cb
GCTX00834,GC03321,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,29.22,2024-08-21 06:52:49,a36fd899896ab7d4c6e66d0db193a6ab
GCTX00835,GC00758,066320f6-15d5-4240-b39a-1d9697acf693,24.32,2025-04-25 15:01:11,b107e727db5e80c7351b197680addd0e
GCTX00836,GC03409,1424c333-ef79-42af-bcf5-5d41521a0e9b,17.32,2025-02-10 07:40:28,7dc205e1cfd70d8b096ca1ff2859ff01
GCTX00837,GC01452,d826fea5-d663-4b8b-a010-a7b330fd9922,37.4,2024-06-22 13:00:46,39c02ec2779521613c3ade5f15ed34cf
GCTX00838,GC03763,754ca431-4c26-4237-a234-fb658c2226c4,6.61,2024-06-01 06:24:59,943e184b6bf006d306a1cdfef4c7b843
GCTX00839,GC01136,b8877c9b-300e-4619-9c17-285548f42c1a,5.92,2024-10-06 14:20:15,b532013d271f4e7bfd2b429c2d89e8ed
GCTX00840,GC03366,bc2a6082-d587-43ad-b368-78b70dcb5f55,40.78,2025-02-25 11:47:09,7c43855a81c9bf57e05d95ce385522cd
GCTX00841,GC03556,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,26.47,2024-06-16 03:03:17,10760f79f7f9df8d32df063532ec0af3
GCTX00842,GC03221,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,35.92,2024-10-11 08:12:48,83a2e8ad06daea43d041a81d7b8b049d
GCTX00843,GC01593,128c966a-64f4-456d-9fd0-3d628c9d517a,48.56,2024-11-08 14:41:15,ef7b1733a7bb1ad5cfcc81ae9319776b
GCTX00844,GC02221,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,37.44,2024-11-16 16:19:49,de1c2dc0ab9ea3540e69c0a08c973667
GCTX00845,GC00551,bcffdf26-2889-4b0d-929a-8e779c6e851b,14.93,2025-01-25 00:28:13,0575f4b26d95eb40f9b42bd30f1a9b9e
GCTX00846,GC01714,0481f8c0-ef1b-42c1-b53f-512d8d8db267,37.05,2024-07-06 03:38:49,7719592645d6518672dc6ed026302bb6
GCTX00847,GC02850,0481f8c0-ef1b-42c1-b53f-512d8d8db267,21.7,2025-02-10 23:49:58,9ed5cab6459195e51460d0144277bcee
GCTX00848,GC03188,1424c333-ef79-42af-bcf5-5d41521a0e9b,23.71,2024-07-06 02:11:20,06444f075154d68652294361d32a3a90
GCTX00849,GC04786,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,18.6,2024-06-03 21:01:54,51eee1e13cff423caa3e540cca78aa54
GCTX00850,GC00930,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,21.48,2025-05-05 06:52:34,479a8c85ed967a08611538138fd9911f
GCTX00851,GC03394,2d046cbe-43bd-402d-9b0c-0adb463c5111,21.84,2024-06-25 08:48:39,54acd02f3b930e0a1848cda955887269
GCTX00852,GC02881,449e10e4-a998-443f-8f47-b8f5ce345a9a,37.98,2024-07-10 04:24:23,077a8155dbab4ee686b8b5bda044eb3c
GCTX00853,GC01183,6410565f-b02b-4016-b97d-6d7f8710d655,8.32,2025-01-12 23:22:13,2d919690cfc34ba086e5d2f065b1a377
GCTX00854,GC03830,17fb2169-7a01-4654-8005-9db3d086ba75,43.16,2024-06-27 23:12:04,885969144506282b4eb8ec233cbf2fd6
GCTX00855,GC00311,9074b54f-8c90-47bd-8850-d5995b99dfd6,32.2,2025-04-01 17:18:14,c68d2f93b0a17880dcc30774e9e7be2f
GCTX00856,GC00361,adfe1367-c650-47bc-ab26-c65be37eb483,15.35,2024-10-16 09:17:01,47a7c1c5a74b76b746cc3a41120c32a0
GCTX00857,GC02539,674d43e2-b564-4df9-83e0-08d8d378e820,35.77,2025-01-03 09:36:27,f516fc4279e5dae3c3685c8e9526356b
GCTX00858,GC04379,754ca431-4c26-4237-a234-fb658c2226c4,7.02,2025-04-23 21:56:34,4199b3aaf458c979e33f3547a39df072
GCTX00859,GC03196,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,9.75,2024-06-17 22:30:26,12431fb8995a32e764de5094fc19d132
GCTX00860,GC03536,d44227f2-ae3a-4cf8-9728-df324b9ca0e4,37.04,2024-08-29 17:11:42,e17491a83ac60420732cc1e814bbf539
GCTX00861,GC01768,a412573c-b3f6-4108-9682-f95775c56a2b,41.14,2024-06-13 05:57:57,304c9c8f431c81e900208ff71f8e114a
GCTX00862,GC04436,a412573c-b3f6-4108-9682-f95775c56a2b,21.92,2024-12-22 10:31:28,3130807505397338629d83b0686cf1d6
GCTX00863,GC00952,82e03202-e75b-485c-a987-57c392f25f18,14.61,2024-12-23 22:51:50,170cb8eaa458db2c177c789ff05b4a51
GCTX00864,GC00434,545e803e-892a-4417-b123-bc3d2f548566,49.15,2024-06-20 04:10:22,f69161af42e6ad80febc17609c00a7d3
GCTX00865,GC01187,21a2cafc-d878-40bb-a232-e14e9eda02f3,27.09,2024-08-04 16:52:38,2d38169733a8f2198d5c629f7c3ac355
GCTX00866,GC01230,35e27300-4661-4cc1-883a-60fcc46d1705,37.81,2025-04-08 21:20:04,7bd50be7fa667b2a155ce85467ff945f
GCTX00867,GC00968,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,13.46,2025-02-26 19:36:37,82a62deadadf2e53685c2234c7f506b4
GCTX00868,GC03321,17fb2169-7a01-4654-8005-9db3d086ba75,13.22,2025-04-26 20:28:03,438c23c3f831380d61b218326210fd53
GCTX00869,GC03518,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,22.0,2024-09-06 19:14:11,9d43ff36c341b139460cbd5f3260b6a5
GCTX00870,GC04848,17fb2169-7a01-4654-8005-9db3d086ba75,7.48,2025-04-05 16:45:25,3cf60eac5b63d190db4be5f0972b7fcb
GCTX00871,GC03570,674d43e2-b564-4df9-83e0-08d8d378e820,33.37,2025-03-29 05:29:21,ffa0b3e405034f8563ad875a05998ec5
GCTX00872,GC02941,7874faf7-fb69-4ae2-a738-b4c599358eeb,42.32,2024-10-15 23:02:45,14cc26a10f82d17e2e8f43d8ca6613cc
GCTX00873,GC02713,dea48fdc-5533-48f4-9d69-3e89b5fa379e,9.32,2025-04-27 19:21:19,d6232092ed66e94e543d4208651f6218
GCTX00874,GC04823,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,37.76,2024-07-18 07:15:38,cddbf24af51ae23ad5257d669aa4fb2a
GCTX00875,GC01620,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,30.4,2024-12-04 17:02:02,a11758f7eb0c35ede3d3d48d396e403a
GCTX00876,GC02265,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,41.56,2024-11-04 05:47:23,e33dd9fe2ee38d4aae5f789c0bd8894b
GCTX00877,GC04044,2d046cbe-43bd-402d-9b0c-0adb463c5111,36.26,2025-02-09 08:29:30,4c595913c81b07a0fd54003776f3a1a1
GCTX00878,GC00134,adfe1367-c650-47bc-ab26-c65be37eb483,39.59,2024-08-24 02:12:47,c4b776eefe49fbc965de5c1d55054720
GCTX00879,GC01453,bcffdf26-2889-4b0d-929a-8e779c6e851b,5.88,2025-03-05 04:47:39,eccab3733db75d93acdd84cb9c18929a
GCTX00880,GC00636,82e03202-e75b-485c-a987-57c392f25f18,13.35,2024-09-20 14:55:27,d516858b61846a26a71565d4ce877174
GCTX00881,GC02509,681c4fda-26fa-44ac-9682-e052faf1d3fb,44.56,2025-01-10 20:10:42,7e5a6d627397fa937bd49d6953f79001
GCTX00882,GC03693,9baedba2-7d8f-482a-91c0-53cf8f987158,39.5,2024-07-19 06:23:51,c1215da8b3f81a2a0e35546cc55f40c8
GCTX00883,GC02505,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,17.06,2025-01-18 15:45:02,75f7d6513e03ebe83a0784bc671a49d5
GCTX00884,GC00072,1424c333-ef79-42af-bcf5-5d41521a0e9b,38.12,2025-03-22 11:05:10,25ea870ceb9e73b890184919926b7c3e
GCTX00885,GC02169,bcffdf26-2889-4b0d-929a-8e779c6e851b,20.84,2024-10-16 05:45:56,b5591f570279f4e301429ba70f61b151
GCTX00886,GC03795,68a7d329-0366-49ce-986b-f2741f43d010,43.51,2024-08-21 18:52:52,2d38014bfa44153ae008f4f723f624f8
GCTX00887,GC01190,2325976b-ebd3-4af4-ab95-cf6c75dd167e,28.06,2025-04-24 04:47:37,7d1b4782d88efa9e94f9c4145b4a0dda
GCTX00888,GC00555,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,8.23,2025-04-25 05:16:50,01e9086edac08db6cd755235c9b32a84
GCTX00889,GC03154,6410565f-b02b-4016-b97d-6d7f8710d655,37.69,2024-07-20 06:49:28,5fc2b99b1e7b2f8d2fe1999c36e4bdee
GCTX00890,GC04021,50a26c10-fd86-4364-8549-75c2f73d6e74,28.35,2025-05-03 05:48:35,0ad049a15afc02ddb726abc048a04acf
GCTX00891,GC02447,bcffdf26-2889-4b0d-929a-8e779c6e851b,24.17,2024-07-14 07:39:17,5093a9463822b1b0f27c356e5e8d6572
GCTX00892,GC02267,6410565f-b02b-4016-b97d-6d7f8710d655,21.7,2025-03-28 20:51:56,d23c0f29b447c4e4095330c62d5ed153
GCTX00893,GC02496,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,28.4,2025-02-17 18:56:33,67c316c7efcdd5d56c27308460448b96
GCTX00894,GC01717,9baedba2-7d8f-482a-91c0-53cf8f987158,7.61,2024-06-14 17:42:16,79ac3b01cb5da9c43cbabee1d138179f
GCTX00895,GC01057,21a2cafc-d878-40bb-a232-e14e9eda02f3,24.92,2024-08-02 13:46:20,10fd5e57e58e07ce1529639d7cf1a04f
GCTX00896,GC00568,35e27300-4661-4cc1-883a-60fcc46d1705,39.12,2025-01-14 23:09:56,b0558995badff657f2e23d7367a7f088
GCTX00897,GC03698,bcffdf26-2889-4b0d-929a-8e779c6e851b,26.15,2024-11-30 11:03:34,8ec7110878e85b8f9926951afc690aca
GCTX00898,GC01815,9074b54f-8c90-47bd-8850-d5995b99dfd6,28.08,2025-03-25 15:27:48,a841b50d6464ba7aa349e6836cc480c8
GCTX00899,GC02660,2325976b-ebd3-4af4-ab95-cf6c75dd167e,18.69,2025-04-27 13:25:49,16591fb5753b4a15f554ef06c2b6da3b
GCTX00900,GC02485,5338a24d-bd24-49b6-80c7-ceb5d88d8923,44.26,2025-03-06 01:45:49,7331227c8635350ab54b17f153a86c49
GCTX00901,GC02689,681c4fda-26fa-44ac-9682-e052faf1d3fb,18.41,2024-09-28 08:04:50,d5c617bdb460002bccb96adff8742aac
GCTX00902,GC00417,01adb8ae-ae19-4b3d-805f-5485251f2e61,12.96,2025-01-29 21:29:28,c8cb5c2153c298b8d64801f995e3a1ab
GCTX00903,GC00342,68a7d329-0366-49ce-986b-f2741f43d010,10.74,2025-02-22 03:34:57,81b51b7b0fe56f775bbfe8eb231fb3f3
GCTX00904,GC03863,9074b54f-8c90-47bd-8850-d5995b99dfd6,37.63,2024-11-05 11:55:52,fa2b47f7c4e105da442a5d5998503c64
GCTX00905,GC02028,2d046cbe-43bd-402d-9b0c-0adb463c5111,38.53,2025-04-14 23:28:14,b8a258029de6a59597c52604ac8dff61
GCTX00906,GC01079,a412573c-b3f6-4108-9682-f95775c56a2b,40.09,2025-04-27 09:50:56,161fc5faf0559cf866cb71c7732c2b26
GCTX00907,GC03457,9baedba2-7d8f-482a-91c0-53cf8f987158,49.8,2025-01-23 06:16:28,a23097dcb17ae77690049930ed4b106b
GCTX00908,GC03195,21a2cafc-d878-40bb-a232-e14e9eda02f3,18.33,2025-04-01 15:43:44,dc90032339c159f415403727b48446b4
GCTX00909,GC03225,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,19.7,2024-06-16 17:27:02,58d545d819d9be0bd753a2e82e6edcf8
GCTX00910,GC03802,82e03202-e75b-485c-a987-57c392f25f18,22.71,2024-09-18 09:46:19,5600a2707a8e37ef5ca3a1695a32f79c
GCTX00911,GC03015,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,24.03,2024-11-28 23:55:26,c8b8f445c6d5b88769f496d9bbf580fb
GCTX00912,GC02500,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,6.65,2024-10-24 06:15:28,b7ba1595f283bfa763fbbee31b8940c3
GCTX00913,GC03377,066320f6-15d5-4240-b39a-1d9697acf693,24.43,2025-03-18 00:09:14,d2c9adea255a7cdbe1aaa00fe08f51cb
GCTX00914,GC00331,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,32.89,2025-03-14 18:32:19,5bca181f6c0866c69cee3b8eae6e7ace
GCTX00915,GC04943,128c966a-64f4-456d-9fd0-3d628c9d517a,45.99,2024-09-06 20:40:33,46de058876094a3a9a5f395cf6737b64
GCTX00916,GC03975,50a26c10-fd86-4364-8549-75c2f73d6e74,28.92,2024-11-06 14:11:50,07a794c215f7fb01530102990133e8e0
GCTX00917,GC02867,9baedba2-7d8f-482a-91c0-53cf8f987158,26.36,2025-03-22 14:26:42,8f1eb19330c8913e143b0aded7b27c0d
GCTX00918,GC04457,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,49.64,2024-06-03 07:34:30,2016669d9e1cde4b0356f87f03919e05
GCTX00919,GC00156,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,38.12,2024-07-05 20:19:11,0230ed97c7fad6c755fb380b14f7fb18
GCTX00920,GC00254,35e27300-4661-4cc1-883a-60fcc46d1705,45.49,2024-09-25 01:25:18,6f4ac629e1f8c232c52e03d77e8dc2ca
GCTX00921,GC03411,bc2a6082-d587-43ad-b368-78b70dcb5f55,28.34,2024-07-19 13:37:22,0217a44d7ca8ee1df6da1c51a19b6088
GCTX00922,GC04588,1424c333-ef79-42af-bcf5-5d41521a0e9b,44.35,2024-11-22 10:50:34,91d1eb7013dabe3ca6009aac8d30cdf1
GCTX00923,GC00207,01adb8ae-ae19-4b3d-805f-5485251f2e61,11.44,2024-08-08 07:20:01,ed9d4d90f78c05eafaf28ccc0ea0a449
GCTX00924,GC00586,a3027ea6-3a7b-4285-9b82-5ab90b244a50,41.76,2025-05-08 09:50:23,f6f9cf010cda9148544ac4cbd370d42b
GCTX00925,GC03226,674d43e2-b564-4df9-83e0-08d8d378e820,13.14,2024-08-10 05:43:17,74b3247d0e2bee9032114f2902011617
GCTX00926,GC03443,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,40.7,2024-06-06 18:42:16,d391adb961712b50e2fb7e98e9fdb462
GCTX00927,GC00706,9074b54f-8c90-47bd-8850-d5995b99dfd6,36.25,2024-06-30 06:20:02,0b457afcb9af91cd5713425d2fd6bbf1
GCTX00928,GC04695,7874faf7-fb69-4ae2-a738-b4c599358eeb,19.25,2025-05-03 03:08:29,c75730dec0a3c826c46445838a97fba3
GCTX00929,GC00590,adfe1367-c650-47bc-ab26-c65be37eb483,27.42,2025-03-05 10:14:36,df48802f3636fceec25114f52dea2b2a
GCTX00930,GC03756,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,29.53,2024-10-30 08:02:25,191905b12d084b9cc4cd4828a6fd084d
GCTX00931,GC00551,681c4fda-26fa-44ac-9682-e052faf1d3fb,47.67,2024-10-28 02:17:14,3d3ced9557326508a9c9d2a9bec84dca
GCTX00932,GC01999,17fb2169-7a01-4654-8005-9db3d086ba75,27.56,2024-06-20 02:53:09,a2dea86a67e9e1be2b5600e59b3481d7
GCTX00933,GC02070,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,36.36,2024-09-29 13:19:29,0f5d8161342d7a07743000aae51221b6
GCTX00934,GC03125,3412d299-a203-47c4-bde2-ecd5ef09fe58,13.69,2025-02-28 08:45:19,e4f4381c936686d929ded2d3f03988da
GCTX00935,GC00468,0481f8c0-ef1b-42c1-b53f-512d8d8db267,14.32,2024-08-07 17:27:00,9c0aac4a0990d6908666194856f26ed3
GCTX00936,GC02142,a412573c-b3f6-4108-9682-f95775c56a2b,14.39,2024-06-28 11:43:18,0763f1f4cf990d7ad39f23704f3430e9
GCTX00937,GC00409,e65aca15-c7da-4cf0-8f86-97057eb6e41d,43.37,2024-09-14 15:47:47,4917a17536d6dbdbb51fb011b90c7d08
GCTX00938,GC03507,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,47.18,2024-07-03 11:57:53,1247f0ac383b143a727399a0e7e8860e
GCTX00939,GC02195,3412d299-a203-47c4-bde2-ecd5ef09fe58,5.1,2024-07-28 21:04:55,48f93825f4eb5bb5e1ebcfd6964feb6c
GCTX00940,GC02976,a412573c-b3f6-4108-9682-f95775c56a2b,9.25,2024-08-12 10:54:31,c34270f6934e84edb0b8d35207961a1b
GCTX00941,GC03932,7874faf7-fb69-4ae2-a738-b4c599358eeb,24.43,2025-01-07 01:26:41,269d2866ef765cfd4702bbb79864f4af
GCTX00942,GC02715,a3027ea6-3a7b-4285-9b82-5ab90b244a50,31.37,2024-12-10 23:49:37,5ad567b71ac9674180a3fb7fd645581c
GCTX00943,GC04624,5338a24d-bd24-49b6-80c7-ceb5d88d8923,28.15,2024-09-11 14:09:56,77f0839dfde20f5dba754e087e03e1e0
GCTX00944,GC03614,17fb2169-7a01-4654-8005-9db3d086ba75,35.83,2025-01-23 21:47:34,4dbd6bbd7f763be1fb04bf317d6e06da
GCTX00945,GC02836,674d43e2-b564-4df9-83e0-08d8d378e820,48.67,2024-11-21 07:38:42,eecfd0bf47b37c849343174d56606125
GCTX00946,GC01122,e65aca15-c7da-4cf0-8f86-97057eb6e41d,5.95,2025-04-11 14:24:28,9d1cc04ca738f1e2e038961345d5e168
GCTX00947,GC04770,674d43e2-b564-4df9-83e0-08d8d378e820,39.77,2024-09-22 20:33:44,3e315d6443a89c1ff3277dbdd93158da
GCTX00948,GC04928,de0add2e-3497-444e-bd97-c641b5754d2e,39.43,2024-12-27 11:55:36,844f73d5af99f428716e919eac0d49fa
GCTX00949,GC00565,bcffdf26-2889-4b0d-929a-8e779c6e851b,36.72,2025-01-15 01:00:42,53ff14341ce23cdafe7c54e0cb320725
GCTX00950,GC03308,0481f8c0-ef1b-42c1-b53f-512d8d8db267,16.76,2025-04-10 02:39:24,0ca21219066ada0ca9bf83e8394bb90e
GCTX00951,GC00354,d44227f2-ae3a-4cf8-9728-df324b9ca0e4,9.85,2024-11-15 08:13:51,35ddfbedf74b343728dc347cc10910f5
GCTX00952,GC01601,066320f6-15d5-4240-b39a-1d9697acf693,36.92,2025-04-27 12:49:58,0447daa6c6f5f9d8522259e485f133e9
GCTX00953,GC03423,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,5.34,2024-11-24 07:38:18,1f60349ccbd41ebc0a8d3a646afa2385
GCTX00954,GC03208,545e803e-892a-4417-b123-bc3d2f548566,39.3,2025-01-24 22:28:06,120c2b3e4153763d01b3aac7b7b2eca2
GCTX00955,GC04187,066320f6-15d5-4240-b39a-1d9697acf693,44.13,2025-04-18 10:05:15,a394187763419cf11fc7e3c2a7db66e0
GCTX00956,GC01797,e65aca15-c7da-4cf0-8f86-97057eb6e41d,12.64,2024-08-25 07:14:55,39ee8f37eef745e29778946830330981
GCTX00957,GC04869,4043f2fd-ddb7-4123-94b1-704bb06dbec6,15.36,2025-03-08 22:27:41,64ffffedc836542699d0f435678c453d
GCTX00958,GC00594,adfe1367-c650-47bc-ab26-c65be37eb483,19.23,2024-09-04 10:01:25,bc475d9480623150593f28195e9788a4
GCTX00959,GC03746,3412d299-a203-47c4-bde2-ecd5ef09fe58,22.15,2024-05-19 13:03:23,764ba1066c566d9b739eff6299489260
GCTX00960,GC01355,128c966a-64f4-456d-9fd0-3d628c9d517a,48.83,2025-01-09 09:45:46,9bf70ddf43557dd490431bcf0c3863e9
GCTX00961,GC00999,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,39.95,2025-02-02 06:02:12,a0465f9cfcfeaeca47d1321eb8726c7f
GCTX00962,GC00129,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,19.38,2025-01-08 22:12:54,53c890a32d4cba33e70c47bbc0d93b99
GCTX00963,GC02574,9baedba2-7d8f-482a-91c0-53cf8f987158,16.1,2025-05-03 12:44:16,2b078c064221fe937bcf49cbe0c3b706
GCTX00964,GC00000,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,17.8,2024-07-21 10:43:40,fa0e5838cd5b76cc8b5b487845027000
GCTX00965,GC02443,4043f2fd-ddb7-4123-94b1-704bb06dbec6,21.72,2024-08-25 22:33:54,6a0d768b778bfdd2a1bf06bcf0adf4c0
GCTX00966,GC01757,2d046cbe-43bd-402d-9b0c-0adb463c5111,6.26,2024-07-27 11:19:52,61b4f657ff3c455cc81e3d3d3912670a
GCTX00967,GC04076,754ca431-4c26-4237-a234-fb658c2226c4,41.45,2024-11-22 20:00:46,81485b5d268d25a33cb83cf24b1e7cda
GCTX00968,GC00674,681c4fda-26fa-44ac-9682-e052faf1d3fb,22.67,2024-12-11 10:57:12,70673674ba2c1ba9cecb79395569247a
GCTX00969,GC00183,449e10e4-a998-443f-8f47-b8f5ce345a9a,14.97,2025-02-11 20:45:16,5f904782833873bf25eb5ac1daef85ad
GCTX00970,GC02761,b8877c9b-300e-4619-9c17-285548f42c1a,20.26,2025-04-01 01:33:27,71b2bc64bfca0d305f3d514af0b09315
GCTX00971,GC04277,21a2cafc-d878-40bb-a232-e14e9eda02f3,10.44,2024-06-24 05:49:45,44b21e7f1b6cd78cd9282f44cd336e2c
GCTX00972,GC03851,dea48fdc-5533-48f4-9d69-3e89b5fa379e,21.45,2024-09-10 13:12:17,42321bb6b723a8c43e54dbe6d012cc81
GCTX00973,GC01899,1424c333-ef79-42af-bcf5-5d41521a0e9b,21.28,2024-10-30 05:36:15,80b61e150bae8531b56b41b4f5afc3da
GCTX00974,GC01217,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,46.18,2024-07-19 00:55:46,227e0a000242d4f54299ce928d6450fa
