DeliveryID,OnlineOrderID,DeliveryDate,DeliveryStatus,TrackingNumber,Carrier,RowHash
fffd1269-c57b-4818-b537-e8364fdb76fd,1836,2025-05-05,Delivered,TRK-3732-TCH,PostNord,8cc06923868439a00a622eb1af76efe5
9125439c-112f-44e3-8ee5-1274bd5dd593,1902,2024-12-21,Failed,TRK-9692-fwh,UPS,7525a3bab808df45077a3ae692a43394
411b1f05-96de-4a2e-8995-8c9fabdee3b7,3906,2024-11-17,Delivered,TRK-0260-FCW,UPS,b7f28bc9088434b46033b538c8ae2144
009d6ebf-a842-4961-8681-d3f82eb40701,2724,2024-12-12,In Transit,TRK-1434-SHy,DHL,3d1c26023a2c5683feea3d5d12d9cbe8
9f65d7e0-8518-4652-89f7-e32754c80d8b,782,2025-04-29,In Transit,TRK-9653-Fex,FedEx,18ad6248172f52b817f21922b4bc78f7
ac03b8e2-918f-4fa7-bb15-63b3acbac948,4013,2025-05-04,In Transit,TRK-5731-bwl,DHL,0970ab53ba79b44d487f913c59658753
f4be5dad-cab9-4050-ace3-56cdab6858f2,1158,2024-11-10,Failed,TRK-8983-eJD,PostNord,57d81d54b861fdee23f98b76809dd33e
9633d847-daf9-4e58-8eba-560d1f39a7bd,4288,2024-12-23,In Transit,TRK-0950-ENn,DHL,4c4e09cdbdb25de16b739f49a3d1f666
8ab902c8-a428-44fb-a24c-0a73b4129856,4043,2025-04-22,Pending,TRK-3773-giN,PostNord,b5e4fe4b7a1128e9c3bd2d227104dea2
e0220768-d389-4835-8966-5d0cd03915ad,2552,2025-02-10,Pending,TRK-3414-Hvd,FedEx,2b86deea6ed0085c5e74c19f9e74f89d
758abce3-ee61-48af-a0c1-b2bb73f541ee,300,2025-05-02,Pending,TRK-2759-OSb,PostNord,06d8924de06f5183cf856fe5d3005235
bf1bc040-160f-4a52-981c-51f57cbb72db,46,2025-02-20,Pending,TRK-2680-aMd,FedEx,6b0981586085ed85adac948157c2b5e5
92f9072e-fdce-45e4-bb6e-25ba10cb2e27,4608,2025-02-09,Failed,TRK-2208-POE,PostNord,e069d1c41c772b8136cbd1ebefe9da46
a61788fa-80e0-46b4-8196-a96fb963ba78,2565,2024-11-26,In Transit,TRK-2189-Wrw,UPS,05bd61519ab4db7c064208eb64e90a38
71dc46c1-27d0-49ce-8e9d-492c18e34077,3780,2024-12-14,Failed,TRK-3959-AXc,DHL,76dc076c9d7315df5cb4c3aea2d7f166
47878673-8a90-4a5a-a356-52873707374d,861,2024-12-05,Failed,TRK-3315-ZNX,DHL,62b64f05151fd2a73f312d9ccb371c66
ecd4200e-bcda-4231-a5c3-65081c2a6fa4,3078,2025-05-02,In Transit,TRK-9875-hDx,DHL,2dfcbcb8d36e624ec2d157d41e32c248
7f96cdb0-001b-485f-b0e0-d7881d52d3d1,1328,2025-02-04,Delivered,TRK-9032-maJ,FedEx,46bc3f24eae6d734cb2ca7629cb0a330
47cbb339-abe6-4e8d-8fea-70bea52eac7a,1617,2025-02-20,Failed,TRK-8060-Mse,DHL,0ce5dd621e920a9a041761d7649f85fe
805cf4e5-a347-4ac0-85d8-f3772284ade5,320,2025-02-08,Failed,TRK-5024-hob,PostNord,e19072a8addfe4ae51ba8a9d76d5dc68
fb5f94fc-ed56-46e8-bf74-bd53000f7351,1399,2024-11-19,Failed,TRK-7886-FPw,FedEx,8496aaba7773612a82de3680c6bba7bc
25fc622b-36d7-410e-a2f9-132be699667b,4482,2025-02-18,Failed,TRK-7558-vaL,PostNord,cbc0d0427c60065e5f549742036317e6
7fb966b7-32f4-4b6b-ae57-d25d9292a98e,76,2025-01-14,Pending,TRK-9145-csN,DHL,3d2abcc99facc2ae03fa15866cfac735
3b811739-89ac-42f1-874b-9e8bfcae45b0,3568,2025-04-19,Pending,TRK-7236-ANs,UPS,a1eeeb27f977309e357954e41b3460ca
9a64323b-bf6a-47af-bc4a-e7cc438a9451,4281,2025-03-21,Pending,TRK-6272-GBv,UPS,8cb7fd62693283043a8de3c47d477405
704bd3d9-e48f-49ea-af88-d42a518ebab0,4619,2024-11-30,In Transit,TRK-8142-ctY,FedEx,15764943ce77aeee6cc08b9218d3b5d4
684e4911-b3b1-4fc9-97c7-712582f602d7,2378,2025-05-07,In Transit,TRK-3845-cRS,UPS,22b4c57da48d7ff393212a6a32f7e837
f8d473ee-0096-43f5-8553-673fdf362e79,4255,2024-12-30,Pending,TRK-6217-yqQ,PostNord,fb42f531cff83aae45c40710ec7455bc
604cabb6-e809-4e82-a38a-d9489b1d764a,3792,2024-12-17,In Transit,TRK-4939-sgB,UPS,a18de55718e798eee2535276b0f73e56
165b0c80-4706-4d26-a941-bdecb923bae8,1109,2025-04-11,In Transit,TRK-6740-CJR,PostNord,b1c7a8735b572fd5712e6396f356fa8b
ae731298-11ea-448f-b83a-e8a7755b8fd3,81,2025-02-26,Pending,TRK-6985-IuC,PostNord,56812939b9a3dc9795fcf28d129fb7cb
e6a1811a-ece0-4c91-ba1a-5743838e4023,1469,2025-01-01,In Transit,TRK-9110-zPZ,PostNord,a11c9b0715cb89f05e19e2152d4763a7
c7b0bd90-8300-41b3-8b06-3b4bacde7fc0,550,2025-05-10,Delivered,TRK-6726-sfG,UPS,7266c7d047efaa567d0c93f2b98d7a8e
681367c7-3208-4896-b6a2-aea4829096a7,1538,2025-02-04,In Transit,TRK-9397-INu,DHL,5afa0aeb530ae7747f8e8c75b330d89f
fe4f2d43-f18b-4d7c-990d-abcd86531a8d,4406,2024-12-22,Failed,TRK-7701-krK,UPS,59e11f169946e1079965f43533bdb53d
36be7b5a-36e0-4ce8-9735-3ca1983fa4e8,776,2024-12-21,Delivered,TRK-1645-RQM,PostNord,62016a8e3bc4d17be3b7f1f35cdbde34
b968584c-1532-459d-a32e-e6d1df176e8f,4870,2025-02-19,In Transit,TRK-2437-Iar,DHL,4ad21cb6a4bd5bf14ba1034a5ba4ef95
760a61ac-ae9f-477b-87af-f5507ff649ad,2871,2025-02-03,In Transit,TRK-0407-OLm,UPS,5219b743794bcb5bbfb1673f13fbb0ef
85a2251b-9c2b-46ce-b7f9-dd084e8d5971,116,2025-01-24,In Transit,TRK-5187-xzY,UPS,e0ddaf97e6a457c823400f744e12e72e
ff94239f-fb15-453c-8129-f87ce08adc2a,2329,2025-03-02,Failed,TRK-2692-WdX,UPS,f1830d3fa9c812dce8a9864c1f8876c0
c800d9ec-67fd-46b0-92a0-2f7ec86bd390,3009,2025-04-09,Failed,TRK-3273-vXF,UPS,ba990e2455df9bf5160a33217dc90da6
8922340d-bed3-447d-9607-6159d97a1e14,4597,2024-12-02,In Transit,TRK-2567-lej,DHL,14c5342d6438555ba123591949f66c50
b5500a9e-e228-412b-905f-7e1b60905113,4855,2025-04-24,In Transit,TRK-3008-XvD,DHL,8f87deffb64de95bc508e75ef2d3c528
2eb93b73-dd71-4c73-815b-10a1d1ed1ca9,1774,2025-03-18,Pending,TRK-8959-hxo,FedEx,4336ad904516eef3e8563892074b5eb8
065d77bc-bd80-4d4a-9ed5-49cb55148371,2154,2024-12-07,Delivered,TRK-4256-yba,FedEx,62621475e3fe53a2d67774fb98cdc86e
bd7a90eb-307f-4d1c-b0c5-3758c064aa53,4279,2025-03-02,Failed,TRK-8057-ZIn,UPS,00cb2a3844317f13d36f0ae2b7c33c10
ab1acbc9-3a5a-4406-b03c-fd92250bf82e,4716,2025-01-28,Pending,TRK-9030-mre,PostNord,d377c396cd3cd50ab7af2b5e86949b4b
2585fa2a-e36d-45f0-b749-4fbd53b82dc7,1715,2025-04-18,In Transit,TRK-3653-iLG,DHL,978798deb6953cca39ec74b096cdea32
1984ebda-a8e1-4734-99b5-9cd40dcc5413,1900,2025-01-11,In Transit,TRK-6849-RMC,DHL,bf49d4f9be07087f0acaeb4647ada48f
91782984-be2d-49d3-9141-c0712a7e5466,1201,2025-04-27,In Transit,TRK-7070-Bcb,FedEx,15987d3d6ad93fda95b3bebad4ae1f1d
66f6697c-cd6f-4e45-9f66-a863a5d6905b,3896,2025-02-14,Delivered,TRK-4614-Ypp,UPS,e57e2bc4780f985f1d6fd9decaf85a08
6460f6d8-3dc1-4362-9e26-309ee9fcd9f4,638,2025-04-28,Delivered,TRK-7004-ULf,FedEx,6e377787cf3ad37d2af670dfdea66bc5
29a04694-9ffe-4c53-80c0-18fe5126a363,4192,2025-03-31,Failed,TRK-7443-yJC,PostNord,5a26d08cd9d1b1de038659a4a12f1117
1ada450e-30c3-4eb3-9450-b339678366a5,3865,2024-11-26,Pending,TRK-6387-Blf,UPS,fd69263f89b9d0a802cee8f4edd43a02
ec3c247b-0c5d-4a06-868d-1929660187b0,4100,2025-05-05,Delivered,TRK-5774-aVu,FedEx,0c8824dc1a245c681d87f414f0776f21
cf4e12bc-cec0-4a06-a7a0-c4c9072726e5,4589,2024-12-29,Failed,TRK-5866-hHj,PostNord,a9f4eff41be4e983d87a97e201757a9b
a426859c-3967-4f29-8bdc-96575e8893cb,3159,2025-01-05,Failed,TRK-8741-rkF,UPS,0b129c01dcd4ea4395875580c05f7f56
f8861a86-7c05-4def-adfb-8ef53ee6512f,2554,2025-02-16,Pending,TRK-5314-gUU,DHL,9aef0c7ae1d3d87a5cf62b67c4d01752
fb3c1d6e-7319-4cd1-9983-0e110d8abbcc,4960,2025-03-07,In Transit,TRK-8872-AnT,FedEx,21ead5437a5492f946faccb9b9669243
34ab2f85-e5b9-4167-b0ba-5065fd18f64d,2276,2024-12-30,In Transit,TRK-9212-inT,PostNord,f85fe3eb6f673d94a059b16b6ed1e577
86dee287-3a76-4bf0-bcd1-0b2804149918,4592,2024-12-22,Failed,TRK-9982-huK,PostNord,4d27d9ab18251dc0f9e72d6741b60904
032bfe99-86cd-4431-bb30-933a7a141982,2053,2025-04-11,Delivered,TRK-0071-niQ,PostNord,036ce089765b8439624dac48819e8261
f9fb5e33-2017-4186-845f-9680a065510c,2853,2025-03-25,In Transit,TRK-0448-qXw,DHL,097559bf93e1c058f83415bbdda3007f
02cccb4a-b873-4486-8f51-83f726d3e346,2996,2025-01-30,Failed,TRK-7715-Qrh,UPS,95f9ab3bd6689d91177707882acf2e6f
f6fa605b-6a7e-43ba-8021-e730d65d928e,3475,2025-04-01,In Transit,TRK-7660-suA,FedEx,b67d84de330f53baf3adce96783de6b2
2800ed33-67d4-4d9d-808b-d874120236a4,3134,2025-02-24,Pending,TRK-9391-gzR,FedEx,5d65a4b8dc1fb6fb3c96fcbf475df3f6
ddbb239c-ec3b-4a7c-96b8-71dd3f3d3941,88,2025-04-17,In Transit,TRK-4576-FYQ,PostNord,0688aedf488ae4eb2a960d461e3d6757
73a51b80-d137-4bae-a22d-48f5418302f6,2958,2025-02-05,In Transit,TRK-6576-yzq,DHL,6b3bd63ddff61a9387a718fbaef441d8
3921e730-a929-4203-9cf3-99cf090ed09e,4803,2025-02-11,Pending,TRK-6085-iaG,UPS,e6673b31785d5dec2912399256d95736
f338b817-121d-4f70-b360-348d5fc438d1,771,2025-03-20,Pending,TRK-5296-tvu,UPS,f225b2a91fdbd91370b66916b6bb508e
8517d232-ff3b-4a9a-b226-81a2917e0dbd,4119,2025-05-08,Delivered,TRK-2175-dsK,UPS,70417cad18f5bb581e25b31e2bdf3985
e1d2400b-1606-4e9c-bbe1-0a3ea95352fd,275,2025-03-11,Pending,TRK-8878-iLJ,PostNord,f676c8b697ba39608fb2ff33bd71e711
dba8d7ef-62f1-478c-83de-db9d8c239ace,3263,2025-02-15,Delivered,TRK-7275-tVr,UPS,7106f7b3c37807b3d57e117b03028aea
55a52002-5907-46ce-a77b-7a185ad53e96,2247,2024-12-07,Delivered,TRK-2061-RSJ,DHL,7d093b50197c08fb40cb34259ecd0b37
b894db85-9fa2-4680-b112-8ae690073463,3857,2025-01-19,Failed,TRK-0692-MID,PostNord,a71dec939f57f318a7b02c1d86ae6e67
85c2f12a-b64e-41cb-b28c-51b2dea2f0b2,1424,2025-04-11,Failed,TRK-3864-cdy,DHL,0b97e98243ceb02fad24e497ea03e3d7
38f887c0-22d4-4b38-ba8a-db856487cbb5,313,2025-04-14,Pending,TRK-7246-BmL,DHL,7b17b889e83ff0d7d7c8631a2480d4a9
6ecf2306-5a67-485c-ba97-80f683e1553c,1255,2024-11-17,In Transit,TRK-3214-pdm,FedEx,88824ef80979e4a19a00d4054e58741f
00874ac1-5fc6-4d74-b757-6947102489a5,679,2024-11-27,Failed,TRK-8393-pbf,DHL,909733a6f98df5463db54c09d8f0c0a1
752e4fe4-921c-4be7-9828-829a406ec878,460,2024-12-01,Failed,TRK-1840-zwq,DHL,740a67b10f81c929ff05fc20550873ed
0c518293-9ade-4136-baab-427b2742cb70,2575,2025-02-15,Delivered,TRK-8558-Fux,UPS,b837c969d22571c8de340af2fc4c3b23
a4cc7f58-36f6-4ae4-add2-10c83f43eb67,1591,2024-12-05,Delivered,TRK-4529-zgv,UPS,5e49460fd85eb331b9b554ce2966a672
6b99edc0-ec8d-48f3-8862-9d57ad768a30,2593,2024-11-24,In Transit,TRK-4369-Dqw,UPS,b43731e70b562a0aa21b023fb72267ef
42431dad-1c1e-4f85-b31c-7f8dc8f4ad6d,4230,2025-02-06,Delivered,TRK-8351-CKI,PostNord,6dfd3e28f462e89cd9634f9b017bef50
d10e39c9-578f-4bce-8248-978628b1131b,3411,2024-12-18,Delivered,TRK-8713-vwz,DHL,b19bb6af525dde05964aa0d33d713801
9cd486e8-ca71-494a-ae18-6af9d6543277,1581,2025-01-31,In Transit,TRK-9633-ZIT,UPS,c90165fa3ad09205f3d662338d0ff7d4
7fa9a24b-9a0d-4dba-be15-53510f8c8a38,688,2025-04-15,In Transit,TRK-9586-Qqe,PostNord,f96484986b87137abff52cc4e2ce7d5c
fc1758d0-9889-4499-876e-b09704f49aed,365,2025-02-08,Pending,TRK-8256-cSh,FedEx,2519161506d8b5a7badf846dbe5b7694
e5747508-6f79-4e7a-bfbb-f2c4d85d714d,4141,2025-03-06,Failed,TRK-9916-iqB,FedEx,b101f2f92b17c0ba9d2d6f5228ed9ef7
853a7a59-e86f-4f29-9412-3b42c96ace84,27,2025-05-10,Pending,TRK-9476-TkL,UPS,726fc10cadbf0954fd2205adde3c5763
22132d6d-579d-4975-b67b-cf88fb833f67,4593,2024-12-18,Pending,TRK-6842-BHx,DHL,a6f288f0a6e910e2b44f71620c20b57b
26b67daa-64d2-42cb-87c5-c2f47f672f80,2798,2025-04-21,Failed,TRK-1797-mBE,DHL,30b6518fd00a9c8e34661932500acd91
b8a3d5f3-f194-4e62-a00f-0adfc1a9745f,4639,2025-02-27,Failed,TRK-9010-iPF,DHL,20098601602250797ab85736a53b1f1d
58ea7561-289a-464a-b9b4-a21adffa4c6a,953,2025-04-16,Delivered,TRK-1909-uUV,FedEx,d6793e6784d9f638d7cc1f0f5d405cf2
563cda6a-6097-4455-b77b-e7b396ed5823,708,2025-03-21,In Transit,TRK-2038-QDk,UPS,176608d74c804c6510637ad7258951dc
a9423717-0db7-4a6d-b924-58deb1fe805f,4843,2024-11-29,Delivered,TRK-2151-KcO,FedEx,caee577db757eb32486475be3408dc12
36042fc2-eed1-4f74-acbe-17b5c0cd9e85,86,2025-01-02,In Transit,TRK-5624-UrA,UPS,0002bc695aa743a043733fc0d7b59c7a
68d3eeaa-c4c3-4b07-9d1a-0c8dc8c4fe27,3772,2025-03-23,Delivered,TRK-2201-zvB,FedEx,441256006b629afe366fd102db8649cd
d7847091-0834-415d-9dab-f1a5fd4caabd,2522,2025-01-28,In Transit,TRK-3393-Rwc,FedEx,31a26f860230d82aacb065708161ea9d
4f314e3b-6fe6-4991-ba6e-c97d0e6a349f,2544,2025-02-19,Delivered,TRK-2432-yiu,PostNord,1e2785b4a203ca904f71d5d20090bd24
261128aa-8553-4b6b-af5d-3052e1b58a17,2352,2024-12-26,In Transit,TRK-8140-pdP,UPS,5aefb70d1e7005cb73bca4b5389d4e39
b0e9692b-c6db-4a1f-acf6-42e9dfd193b8,1151,2025-02-14,Pending,TRK-5598-seR,PostNord,dfc6949a6aa194313efa1236d9b83661
54b502f3-8fc7-4f81-b83f-9b8173086731,1852,2025-01-02,In Transit,TRK-2024-Htm,UPS,aaf03db20a3aa25d0747a377b9d1bed0
4d8c109b-4cad-4f76-b9c7-14f89c2a2cd5,1633,2025-04-05,In Transit,TRK-5074-xaW,UPS,a7fb7de6dde6f44513bf9381f165726e
9363db96-5101-45f6-bf6c-67413c821e10,2125,2025-04-03,Failed,TRK-9332-GdL,UPS,4bf02af633fd64fb60651d65fdf4c000
097800a5-b526-4408-a06b-2f34203a7847,758,2025-03-14,Failed,TRK-9970-iqr,UPS,2d74a2e07ed888f04a0690df886ed43d
367d0eb6-f619-4258-aa4c-167327f6c3e1,4741,2024-11-10,Pending,TRK-4310-NaD,UPS,f214f81e5bf09293f237d1c54b7b7784
14225125-ac3b-4f2c-83c9-c0cb5712dddb,4285,2025-02-12,Failed,TRK-1823-RvS,FedEx,4f8081f38ffb9659d2ebe96ad301d2d9
db6137e3-e24b-4423-b8d3-20a093c83570,301,2025-03-23,Failed,TRK-3277-OPo,FedEx,6dca541678ce82e2f383bb31efb2b1b2
133ba38b-317a-478c-bf79-7debf70e9dfc,4407,2025-02-13,In Transit,TRK-6554-Cze,PostNord,ac09dabde4a22807bbd3641b3256fe04
5da32588-2d16-49bf-9af9-16b5854b6cd7,2842,2025-02-02,Pending,TRK-2757-ovu,FedEx,b139ceba1a9b2fe3fd341197274dfbca
c0d48a0e-83b4-455f-a7c0-4df8838db797,2804,2025-01-09,Pending,TRK-8147-gly,DHL,9c7054f23b6dd107e979af46632be936
62bf8b4e-cda3-454a-8f72-8db7341bab14,4205,2025-01-27,In Transit,TRK-6153-LnZ,UPS,0541a42eb53a45b8e5141ac6699a96e5
2dccb342-661b-4d46-9847-15c42249e836,1788,2025-04-08,Failed,TRK-9294-lDT,UPS,b2072027a7c221d8cec6c7b2c3defb49
41ed191e-0e99-4324-b1e1-9fae7fe2b221,258,2024-11-19,Delivered,TRK-2150-Pgn,FedEx,acf5f9f08d9e83ef8f6535b4e8540d22
bdc2e5eb-f228-45e9-9e42-3b7587580ffc,3893,2025-04-30,In Transit,TRK-4339-dBk,PostNord,9661935a8eac97c17b3e6fda6f2f8b93
f753845d-e999-40a8-8709-67c4b9b7583a,4808,2025-02-09,Pending,TRK-9895-Gls,UPS,12f66d63442efd2b496d58ad1428cefe
eec3e7f7-2904-4c52-b02f-56c477beb371,4619,2025-04-16,Failed,TRK-7733-TKe,DHL,a8c3c71e44043697a492cb3754b32540
e26bbbe2-0ecd-47de-aeaf-dc448e750078,2641,2025-04-20,Delivered,TRK-2990-oCh,UPS,b03ecb5bf097ca6acf05934d19f0a969
5d7a612b-2c73-4e38-9c4a-a80b5b539ac1,65,2025-03-23,In Transit,TRK-9127-wMp,PostNord,5f7c7593693c3eaa6d2991fb5fff6465
c6a973fd-fc18-4e49-860c-6229ba5b07cc,3896,2025-02-28,Pending,TRK-5571-sZl,UPS,93baf1a69213c791056162bbb2e479d8
822582de-c1a0-4d42-ba4e-03981d16c567,821,2024-11-26,In Transit,TRK-1622-cTz,UPS,7557d963f4cbfe2c473a4b0cc1733121
f596022c-72fb-436a-8073-d2ab34c723da,2510,2025-04-25,In Transit,TRK-5910-aTr,PostNord,c15ffd864650016625f4b4abf9972a6f
e306ad11-f0ba-4bde-8ad1-6b364b077b88,4480,2025-04-20,In Transit,TRK-4364-nzr,DHL,80c6918215eb7805cf1b6a91678191a1
