GiftCardID,CustomerID,IssueDate,ExpirationDate,Balance,Status,RowHash
GC01505,93a2faf7-17c8-4513-b63e-f27c8b36314e,2025-03-25,2026-03-25,243.78,Active,aa8bf4b7c4b431912c0935a64f73bafb
GC01506,788d99f0-9972-408f-858c-28268e4d1d93,2024-12-03,2025-12-03,193.65,Redeemed,b846663cc01019ca9883830db1d511f1
GC01507,829df66c-a6f3-474c-bc06-48d34aa71c44,2024-10-05,2025-10-05,148.78,Expired,506e2f9f74d58b45d304d383de8da130
GC01508,3046e874-7757-4321-a055-3edea53305ef,2023-05-17,2024-05-16,245.0,Expired,c3b334d1befa26db1d72f349044426e6
GC01509,9de85a38-608f-45f2-b25f-78aab3924fa9,2024-12-08,2025-12-08,89.65,Expired,5e8075c6ad172f1ecd02d4ee1adee552
GC01510,c0e366b0-4820-408e-94df-b7532085e9c5,2024-06-30,2025-06-30,167.39,Redeemed,3b78c9d66069136d8d9ab34b59f19a74
GC01511,7f191b14-927f-4975-84a6-4139f6dc9dae,2024-06-15,2025-06-15,231.76,Redeemed,ee0548337d1202cb7f1933b3eb298724
GC01512,0094c41e-8408-4846-b185-fbf114db7a0d,2024-04-08,2025-04-08,32.78,Expired,4faa022de95d3bb45f9d5dfee1502709
GC01513,a0d03e66-36a9-4e3a-b061-90884a47209d,2025-03-09,2026-03-09,162.56,Active,24edbb8461aac815b112bf8ae141ffe5
GC01514,a0d03e66-36a9-4e3a-b061-90884a47209d,2023-06-19,2024-06-18,202.2,Redeemed,273def4981ecd563f7f67ad553652c24
GC01515,788d99f0-9972-408f-858c-28268e4d1d93,2023-08-14,2024-08-13,226.79,Redeemed,a43972bb6e7bd8e2135c6c320feaa2cf
GC01516,7ec92f10-c40e-4160-b34b-395017c26b71,2024-03-05,2025-03-05,30.32,Active,d6eba639426e0eeb165bd7bf4cd222b2
GC01517,fc2265ba-8133-4e60-af32-0b135f4fc3cf,2024-09-24,2025-09-24,117.99,Redeemed,026a3407816b5172198047dedf36cc4b
GC01518,a5cef112-752a-40ba-b573-df00b771d56a,2023-12-09,2024-12-08,241.85,Redeemed,1d61c1bf4fd098c6b696d3c00d3118a3
GC01519,7ec92f10-c40e-4160-b34b-395017c26b71,2023-08-11,2024-08-10,22.47,Redeemed,d14953068a1c327ec3e27ff051a21bf1
GC01520,02cb4728-42fb-4733-962c-19a1d3c00406,2024-12-04,2025-12-04,132.49,Redeemed,7935e32360028c49409056557d393871
GC01521,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,2024-07-23,2025-07-23,122.37,Expired,18156d6f13a7236c2a2c871a89b48c6b
GC01522,98079c5e-8c4a-4564-9ca5-658f9db89953,2024-02-14,2025-02-13,188.46,Active,581866eade02223fb4c67912084b9074
GC01523,cca906af-6247-4f65-82be-311947bfff74,2023-11-06,2024-11-05,48.48,Active,24860fcc7bb90762db9976ccd44e95f1
GC01524,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,2024-10-17,2025-10-17,74.03,Redeemed,e33c8ff52e735118097a94fe2a3f4ee6
GC01525,a9cda48f-5bc6-47eb-88d3-50606128be2d,2024-11-18,2025-11-18,179.91,Active,66b586673165c2f166df4d587def9408
GC01526,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,2024-11-08,2025-11-08,126.35,Redeemed,acde61f589e8e6a4569bd4e89814233a
GC01527,5638cc23-cfdb-40de-9577-4997569c48f3,2024-07-09,2025-07-09,73.54,Redeemed,455c1fd9706d1708024862252ebadfc4
GC01528,829df66c-a6f3-474c-bc06-48d34aa71c44,2024-10-06,2025-10-06,41.85,Redeemed,3244da82982cc31e9c349bd37655ac69
GC01529,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,2023-12-17,2024-12-16,74.35,Active,42c17749fd208e61b136f5fe253107d1
GC01530,98079c5e-8c4a-4564-9ca5-658f9db89953,2023-10-31,2024-10-30,176.56,Active,e3114485b8137ce367530c4bba9fe0b0
GC01531,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,2024-12-06,2025-12-06,91.33,Expired,695aae63c19167da1ae2eb32b63ded48
GC01532,f34607a8-f6d3-427d-acf9-3d905082506b,2025-02-16,2026-02-16,179.67,Active,46de3476cb00a27f1c9ad6b7170161c6
GC01533,01d50da8-b34d-48ef-b445-cefaaa00514b,2025-04-11,2026-04-11,167.81,Redeemed,66de55799e445bd39c55f7a2bcd7e071
GC01534,90448626-31aa-4d65-a854-dab84c21bac0,2023-11-14,2024-11-13,84.43,Expired,404803d38a9dcd27bccb80096653cd8c
GC01535,545d1542-4e1e-4804-851b-400d5b020f68,2023-07-01,2024-06-30,182.94,Active,3c5ed7f1c918fa8216cac25acb3963f5
GC01536,0cae327d-3c1c-4b9b-b1e0-103207463ade,2024-06-17,2025-06-17,89.3,Active,281a07050bd2a8a129e8db84d581ad29
GC01537,9d69cc1c-f492-4f69-938c-91efee85a672,2024-01-05,2025-01-04,240.91,Active,9ac5919f3bc7a38fda77abfff134e82c
GC01538,6b429bc0-656f-47dd-9580-28efbaf20c9b,2024-10-17,2025-10-17,69.99,Expired,2a24245b3b9bc23b8ffcdc33a14615d3
GC01539,3bb1717d-21cd-470c-9e89-3c63077a1359,2024-01-21,2025-01-20,228.91,Redeemed,63a435a1d87c382a8f586043541db74d
GC01540,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,2023-11-09,2024-11-08,51.7,Redeemed,8cc62777ae9fe21fd96991244787bc11
GC01541,2e90cc5a-37c7-450a-ae09-18d7be038c34,2024-02-25,2025-02-24,112.65,Redeemed,f0e8e7f2f78f199bbac67c8778be131a
GC01542,6b429bc0-656f-47dd-9580-28efbaf20c9b,2024-09-11,2025-09-11,108.43,Expired,694795f293dfe7a40ea1983fe0d2a149
GC01543,a5cef112-752a-40ba-b573-df00b771d56a,2024-05-19,2025-05-19,35.34,Active,07728343bd89a4e85b3a7922ebab62f3
GC01544,a0d03e66-36a9-4e3a-b061-90884a47209d,2023-12-20,2024-12-19,143.83,Redeemed,e69eeda76230a14eba266f0149cfee52
GC01545,e27170d8-ce33-4bf7-8f25-44b9c31f435b,2024-08-06,2025-08-06,41.44,Active,85e96eb1215de403de92107862906323
GC01546,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,2023-09-22,2024-09-21,237.91,Expired,5cdce89b48f2c0ae595865a3a8d12706
GC01547,abc2f41e-ab8f-430c-9677-705f4343b0ec,2023-08-26,2024-08-25,216.1,Redeemed,cd2131c2201efe2028a92d7605bf196d
GC01548,e27170d8-ce33-4bf7-8f25-44b9c31f435b,2025-01-29,2026-01-29,167.1,Active,a7911fdf305c9a98b89995a2161fab6e
GC01549,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2023-05-24,2024-05-23,104.39,Expired,04fdb4db8889c8f6e27470bd676141cd
GC01550,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2024-07-14,2025-07-14,33.19,Active,9a4af19305b154aae96490e49051c975
GC01551,b92ca163-e06f-44a7-896f-f4b2dd7e856f,2024-06-07,2025-06-07,172.07,Redeemed,9133e47ada3d964b2948b72dcb093c45
GC01552,017092b9-a700-41e2-8365-eeeddf441c3d,2024-01-21,2025-01-20,154.19,Redeemed,dc20b65f5def82e62fea0bb79c16db6d
GC01553,cca906af-6247-4f65-82be-311947bfff74,2024-02-21,2025-02-20,76.85,Active,305e8f44138fb80eeb0f5d1de19ae542
GC01554,86664865-4e84-4896-b9b1-3d58a3c19a13,2024-08-08,2025-08-08,143.9,Expired,607a7f3eb36556a04ab3ee49f08fb365
GC01555,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2024-09-16,2025-09-16,90.97,Active,5aa28a5ea6a2f041e992b5058e7663c9
GC01556,7ec92f10-c40e-4160-b34b-395017c26b71,2023-05-31,2024-05-30,10.37,Redeemed,daf2355dad39797f2f977afed63dd1cf
GC01557,968a9a9b-e535-45fc-802e-9f05148e0052,2025-01-31,2026-01-31,190.74,Redeemed,bd37174d5bf48c654f66a3ee1c77766b
GC01558,90448626-31aa-4d65-a854-dab84c21bac0,2023-08-20,2024-08-19,213.25,Active,86795bca712f23e0aab5e505fb3470d4
GC01559,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,2025-03-23,2026-03-23,99.88,Expired,234a6798f6f6fbd36fef67438987cdf3
GC01560,3046e874-7757-4321-a055-3edea53305ef,2024-03-14,2025-03-14,147.16,Redeemed,ad1b0217ddb93cd69aa20d2edf25071b
GC01561,088e7d05-b0ef-4166-acb0-16d57f776a6a,2023-09-09,2024-09-08,141.01,Redeemed,14f39140e72bffe2ff6d09287706500d
GC01562,8070fcf1-87d8-48e5-988f-1f369c06cdc1,2023-09-26,2024-09-25,106.08,Active,8dbd763445913790555cad67925f801d
GC01563,b92ca163-e06f-44a7-896f-f4b2dd7e856f,2024-06-11,2025-06-11,11.14,Redeemed,a473e50cb588d3b8a81a2c77d6aa95d8
GC01564,2e90cc5a-37c7-450a-ae09-18d7be038c34,2023-07-10,2024-07-09,183.93,Redeemed,010bf1e80a02e8463fabb0e1262f510c
GC01565,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,2023-08-25,2024-08-24,140.75,Expired,db789f46538b2f14a1866d2577f187a2
GC01566,2421a4de-b9b6-4373-992d-f10380e8449e,2024-12-26,2025-12-26,196.76,Active,eb06e7107615000c79c6455dfcf6ed03
GC01567,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,2023-10-19,2024-10-18,34.57,Expired,0470c067017546660f8c752b5d33da7e
GC01568,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2025-01-07,2026-01-07,79.29,Active,3bbc4d5039d071fecf3a94e0d2837ee3
GC01569,1839e3f3-d986-40e7-b0da-022e91928a13,2025-04-21,2026-04-21,69.0,Active,95f89042a557157bd5f401d85fdf02ae
GC01570,85c32511-7f37-4de1-882f-2efa8040dea4,2025-01-02,2026-01-02,174.16,Redeemed,5f764f0f91070057fbfd15bf6aabcc24
GC01571,d86011eb-bd81-4aee-b905-18ffad895411,2024-05-31,2025-05-31,49.74,Redeemed,417a379fb8da48cc76b61b4afe7ef1a3
GC01572,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2024-07-27,2025-07-27,71.88,Expired,2e28de25957f0d79f4b10443f03af62b
GC01573,fc2265ba-8133-4e60-af32-0b135f4fc3cf,2024-12-27,2025-12-27,50.27,Expired,de32830bf24886c82fb400dfff78b039
GC01574,5638cc23-cfdb-40de-9577-4997569c48f3,2024-11-02,2025-11-02,209.62,Active,8078cfc0a9d947b30731c3a2ad20920a
GC01575,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,2023-10-24,2024-10-23,144.57,Active,a68b80064ddea1e8ffa4716938725881
GC01576,6ade7926-18a4-43be-bb13-3e4a5b1f455e,2023-11-10,2024-11-09,240.59,Active,30943902131717c87834cb9c15b4ba80
GC01577,5638cc23-cfdb-40de-9577-4997569c48f3,2024-11-30,2025-11-30,84.35,Expired,cf85bb62cf50cd217e3b74797ca01170
GC01578,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,2023-08-22,2024-08-21,194.45,Active,917a46099e7e393d0b91cfa394b97de1
GC01579,5638cc23-cfdb-40de-9577-4997569c48f3,2025-02-03,2026-02-03,71.56,Redeemed,d43f04cfcb070c31511d8aa7acf37c7d
GC01580,2c063f55-8e12-40f5-82d1-e02e8211dcaf,2023-11-09,2024-11-08,65.09,Expired,2a2abd01fef45a1882bf3e202749d145
GC01581,0e725382-cfa7-4eea-b824-68123317826d,2024-12-22,2025-12-22,152.7,Expired,da44dc0a2e82a9631267c4446cd60ce7
GC01582,bb8f9480-8fc2-46ac-8f93-942acc115626,2024-03-05,2025-03-05,210.87,Active,b1ff24cddd5ed770215769e4475f5abc
GC01583,2e90cc5a-37c7-450a-ae09-18d7be038c34,2024-02-10,2025-02-09,112.11,Active,6af97f5c0985fa7ad13913b0e4b6050d
GC01584,035765ce-dcbc-478b-b43f-f38992c442ff,2024-08-26,2025-08-26,151.36,Expired,f3084c8d58ab195e2898174514e19dba
GC01585,01d50da8-b34d-48ef-b445-cefaaa00514b,2024-08-13,2025-08-13,66.09,Redeemed,61703a068b07f4f55cb021a6c39b4d63
GC01586,796b2e76-cb5e-45a0-bba5-55e3896f4a19,2023-08-22,2024-08-21,133.15,Redeemed,a7e72399a426b0304af3715811bb9824
GC01587,b2e5b4e2-91a8-4068-9831-4763263ae50f,2024-09-11,2025-09-11,160.93,Expired,265eb45534771a9cbda41c336cc1bac5
GC01588,93a2faf7-17c8-4513-b63e-f27c8b36314e,2024-06-02,2025-06-02,122.21,Expired,8c4d345d86087d53da883d144cd49436
GC01589,829df66c-a6f3-474c-bc06-48d34aa71c44,2025-04-10,2026-04-10,182.28,Redeemed,2038ffff6835d5d2a4833ef4a36c2ff0
GC01590,5dcbd063-c98d-4d66-923f-e117989bd15c,2025-04-23,2026-04-23,92.7,Active,9a510b334ae59a7afbb077bf2ca7dff1
GC01591,fc2265ba-8133-4e60-af32-0b135f4fc3cf,2023-08-03,2024-08-02,54.76,Active,6ad23d082cd96114e11a6fb5df72143d
GC01592,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2024-09-01,2025-09-01,226.02,Redeemed,e69ed3df177668c705622e8fb62ca326
GC01593,01d50da8-b34d-48ef-b445-cefaaa00514b,2025-02-17,2026-02-17,164.24,Redeemed,916bb1649b81c7c35d14981ec83d3a58
GC01594,545d1542-4e1e-4804-851b-400d5b020f68,2023-06-01,2024-05-31,123.82,Expired,9de5959fec09abb1a3262f3f4bc5b35b
GC01595,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2024-06-23,2025-06-23,78.72,Active,73040e224000f465b866c0e84d8d6a3d
GC01596,67403e9f-0231-4a15-848a-d9cea4795a2a,2024-08-17,2025-08-17,15.04,Active,fa2dd41ba4b8bb9cc4239dc719228fe1
GC01597,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,2024-02-14,2025-02-13,120.23,Expired,49b41e696f5bc11ee6af41889a88baae
GC01598,c0e366b0-4820-408e-94df-b7532085e9c5,2024-05-25,2025-05-25,206.45,Active,047220f080ec8079a4f4780ccb6a6f34
GC01599,c0e366b0-4820-408e-94df-b7532085e9c5,2024-04-29,2025-04-29,57.46,Redeemed,9a397fd1389d4074f874b065dbf3fba0
GC01600,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,2024-01-06,2025-01-05,238.31,Expired,7d339538512e7355710c31ecd5080470
GC01601,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,2023-05-21,2024-05-20,89.63,Active,c53eebe56b8730b00f760d420059900a
GC01602,270a78d4-d980-45c3-bf41-9c12bdda3546,2023-10-29,2024-10-28,17.9,Redeemed,0de4e3426989e212913da41605793013
GC01603,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,2024-07-16,2025-07-16,224.1,Redeemed,2ecd24b8e1de617661c46cfa545dc5d5
GC01604,0cae327d-3c1c-4b9b-b1e0-103207463ade,2024-09-30,2025-09-30,98.26,Active,8f61fd36b7b27ed114c65f6aae8cb803
GC01605,32c5b93f-8271-4c50-a62b-e8f545caaa6f,2023-09-15,2024-09-14,146.1,Active,dad26dd3ad545d00ee206a69fe6969a1
GC01606,02cb4728-42fb-4733-962c-19a1d3c00406,2024-10-06,2025-10-06,127.68,Active,bb3e4a4735c3e652c30b116b71af5f48
GC01607,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2025-03-24,2026-03-24,168.33,Expired,dbe1710c5a98718f8cbe26c56e67002e
GC01608,d86011eb-bd81-4aee-b905-18ffad895411,2024-05-30,2025-05-30,134.56,Expired,7643527f3dca76a64fd37d6a6eca0eac
GC01609,66beab47-39b9-4dca-b770-73f070a08070,2025-01-29,2026-01-29,235.84,Redeemed,5620846f8afc0868d733384b0068c202
GC01610,2421a4de-b9b6-4373-992d-f10380e8449e,2024-12-04,2025-12-04,157.23,Active,762e49beca0f37eaccddf8d960986435
GC01611,98079c5e-8c4a-4564-9ca5-658f9db89953,2024-05-19,2025-05-19,28.89,Active,567ce31832712a60f2ff5bf039fe8e0c
GC01612,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2024-07-09,2025-07-09,140.69,Expired,d064c431d9eac6cea8b3aa3d39c32e83
GC01613,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,2024-01-10,2025-01-09,188.49,Expired,a45646ef45e12d6a58ed6d35fc6f3ada
GC01614,01d50da8-b34d-48ef-b445-cefaaa00514b,2024-11-08,2025-11-08,229.52,Active,098bc2546aa707102e91468ab8085eb4
GC01615,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,2025-02-28,2026-02-28,158.0,Redeemed,3cba80841c111f7af0645302fb1550d4
GC01616,fbd733a9-47d4-4e40-88be-709357213476,2023-07-12,2024-07-11,117.73,Expired,366f5e3739c34466ed086f93f228a0f0
GC01617,9de85a38-608f-45f2-b25f-78aab3924fa9,2023-11-29,2024-11-28,178.37,Active,5f225ba99a40ff4304e0c84834c106f0
GC01618,5f2643f1-ca38-40c5-adaa-748da8a72c69,2023-08-26,2024-08-25,245.79,Active,777614d4885d2efe83995eb7d39585e9
GC01619,cca906af-6247-4f65-82be-311947bfff74,2024-08-23,2025-08-23,93.07,Expired,01867f894ed4f24079c3965e601e9e5f
GC01620,84f6c6dd-37d3-4909-801e-b3d78f3e8099,2024-03-19,2025-03-19,109.0,Expired,f8e4dcfa2125739fd0ef24925325049a
GC01621,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,2024-11-08,2025-11-08,176.93,Expired,26ef0a60d163d74a8f83f27bfb1abb43
GC01622,0094c41e-8408-4846-b185-fbf114db7a0d,2023-10-07,2024-10-06,195.13,Redeemed,0e823c2e9cfb1311207f3a227245a96a
GC01623,2e90cc5a-37c7-450a-ae09-18d7be038c34,2025-02-08,2026-02-08,126.33,Redeemed,1a1a3497c192c3db53ae30048c4d6507
GC01624,9de85a38-608f-45f2-b25f-78aab3924fa9,2024-01-12,2025-01-11,142.91,Expired,60d840ca88072eff9ac1f4fa94b035ce
GC01625,035765ce-dcbc-478b-b43f-f38992c442ff,2025-01-11,2026-01-11,114.38,Redeemed,9cf04ad14aa93cd83ad211bd2cd6c949
GC01626,2c063f55-8e12-40f5-82d1-e02e8211dcaf,2023-12-24,2024-12-23,171.6,Active,14fd8ecd9461a358166dca433ef39b25
GC01627,7f191b14-927f-4975-84a6-4139f6dc9dae,2024-03-05,2025-03-05,105.78,Redeemed,ee75527974eec17fa1d1aed698824f46
GC01628,c8a37272-48fa-44ed-a432-b26ea868a892,2023-06-26,2024-06-25,230.31,Redeemed,f9a1d7237754851fcbdfb0305ab3d76d
GC01629,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,2023-10-21,2024-10-20,181.4,Expired,909ffe61b8718d191a0f649e627e8da3
GC01630,df600f99-242b-4e78-acfa-07fe39eabd9e,2023-06-10,2024-06-09,183.23,Redeemed,bbd224133a305e73e785527c2259e57c
GC01631,f794693d-2fce-4b93-9462-2e86678f3a10,2024-01-11,2025-01-10,122.72,Redeemed,269e07202dd213a160f9ed86dbdba9b1
GC01632,c8a37272-48fa-44ed-a432-b26ea868a892,2024-11-26,2025-11-26,82.97,Expired,f9b5c28f0f7c372cc5214fd8f523ee91
GC01633,67403e9f-0231-4a15-848a-d9cea4795a2a,2024-12-12,2025-12-12,165.11,Active,f6737eb05f9e9f3c5f2ab281b7998611
GC01634,5e419f86-6e6b-4b45-a140-d03228124ecb,2023-11-21,2024-11-20,93.2,Redeemed,2a1320449389e2a09121475c9d1b97ca
GC01635,93a2faf7-17c8-4513-b63e-f27c8b36314e,2024-02-02,2025-02-01,115.4,Redeemed,f7cc4aa8e40638fb2ee24aa8aeebf670
GC01636,fc2265ba-8133-4e60-af32-0b135f4fc3cf,2025-03-12,2026-03-12,84.49,Expired,60d11303ed4f7de66872e9fe09ce166f
GC01637,ee85931e-020f-4408-8af2-2b9bf4edd7b8,2024-04-18,2025-04-18,64.42,Redeemed,2bfd555e1422785cfdc0bc47374920fb
GC01638,7ec92f10-c40e-4160-b34b-395017c26b71,2024-10-12,2025-10-12,65.45,Active,b60aa649b0d34fbed2e2f1cf8437cabc
GC01639,85c32511-7f37-4de1-882f-2efa8040dea4,2024-11-25,2025-11-25,159.98,Active,5b4cfc3bb9900caf44dce410d5870626
GC01640,df600f99-242b-4e78-acfa-07fe39eabd9e,2024-10-05,2025-10-05,53.93,Redeemed,7e0f13ab88ba75bfd4158d204a862f11
GC01641,efd12b55-23e9-4f58-a207-35e1da7e7afe,2024-10-03,2025-10-03,220.54,Active,ec88da6ea8627d9a99ee8aeacd28f9d4
GC01642,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2023-11-03,2024-11-02,52.52,Expired,d79f7d196fb29da65eaaf05010525e27
GC01643,0e725382-cfa7-4eea-b824-68123317826d,2023-11-30,2024-11-29,17.68,Expired,2b251f16dc4c834e7ae69f1c57750cdc
GC01644,a0d03e66-36a9-4e3a-b061-90884a47209d,2024-02-03,2025-02-02,247.51,Active,e5523362997d38ad2ffd864425996959
GC01645,2421a4de-b9b6-4373-992d-f10380e8449e,2024-10-14,2025-10-14,167.01,Expired,da47fc04fb1367cbc0cb450c4041a723
GC01646,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,2023-09-15,2024-09-14,114.94,Redeemed,6ba1e3895a4a0f90147eacdddfcaed96
GC01647,3bb1717d-21cd-470c-9e89-3c63077a1359,2024-01-03,2025-01-02,53.08,Redeemed,701ea6f57183a4485c9ae75f6bb72817
GC01648,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,2023-05-25,2024-05-24,115.7,Expired,6fc062ce511a49c080fff7ccdee2ff29
GC01649,9d69cc1c-f492-4f69-938c-91efee85a672,2024-02-12,2025-02-11,19.09,Redeemed,0669a442487edcaadfcb385fb5d384a9
GC01650,2998fa4a-22d8-4603-a0fe-09f27c36a0db,2024-07-30,2025-07-30,47.88,Active,b5101e8c883e3fb32e6fa463283aa9f2
GC01651,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2024-07-04,2025-07-04,168.63,Redeemed,3cd3dfc85d2237a5207b2ae91febba96
GC01652,67403e9f-0231-4a15-848a-d9cea4795a2a,2023-06-26,2024-06-25,205.55,Redeemed,70db4e42ee3e778eeba11b93cf60a52d
GC01653,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2024-11-30,2025-11-30,186.09,Redeemed,37ab1d34509d9ff24d3db6ceee468393
GC01654,7f191b14-927f-4975-84a6-4139f6dc9dae,2024-09-12,2025-09-12,82.43,Active,4df07f7c65330d7f98b672ead8172290
GC01655,7c5d467f-5fb0-4f77-905f-8acef67d84a3,2023-09-06,2024-09-05,150.63,Redeemed,d8e521860d30af0eb3e363ef70cba06c
GC01656,7c5d467f-5fb0-4f77-905f-8acef67d84a3,2024-02-10,2025-02-09,89.64,Redeemed,1cda7de74891a452a5547b11ba3140d2
GC01657,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,2023-05-29,2024-05-28,26.28,Expired,cf68d68beb3318fa5b6572054a757ec2
GC01658,653cd13f-483a-49af-9e45-04707ae1508e,2024-05-27,2025-05-27,180.67,Redeemed,dc1efb1dbfb3c670753990530e796185
GC01659,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2024-09-10,2025-09-10,62.74,Redeemed,4a814dc25ff54a53b2fa30eac6d62881
GC01660,1839e3f3-d986-40e7-b0da-022e91928a13,2023-06-28,2024-06-27,162.06,Expired,74ac7513ace47d87c3ff13493e3ad8f6
GC01661,5e419f86-6e6b-4b45-a140-d03228124ecb,2023-05-31,2024-05-30,232.6,Redeemed,8411db1f9661ef7dd7fce0709dd1fc35
GC01662,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2023-11-15,2024-11-14,220.26,Redeemed,22b702cecf05080118680a0162492678
GC01663,0cae327d-3c1c-4b9b-b1e0-103207463ade,2023-06-15,2024-06-14,19.71,Active,ae58582b7eebd1ee2cd59ae79bdf2416
GC01664,11f5a691-d739-491e-8a3d-0cac3ba34fc5,2023-05-21,2024-05-20,98.52,Redeemed,2a79117b801d551ff44a8a996907ce19
GC01665,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2023-11-03,2024-11-02,84.12,Active,cbf4f0dc07fb4db5a6f47287b37b6d71
GC01666,2421a4de-b9b6-4373-992d-f10380e8449e,2024-09-30,2025-09-30,17.94,Active,11b81bdbc4c848dd30716b736a3ce40b
GC01667,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2024-01-20,2025-01-19,47.4,Expired,48b8eda89ffc7fd23eb27e632000a306
GC01668,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,2023-07-02,2024-07-01,218.29,Redeemed,3159cbf88a6d6b659654ad9439e9da4e
GC01669,15da51da-ad36-4db6-958f-37f69e74b4b6,2025-02-07,2026-02-07,165.85,Expired,efded3914779bc9d091b37faec2ba705
GC01670,84f6c6dd-37d3-4909-801e-b3d78f3e8099,2023-06-29,2024-06-28,43.42,Expired,2ae3db7b7df8176eb69ff8a76ddb065a
GC01671,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,2024-02-03,2025-02-02,144.57,Active,a83d8675674db3a61145b255e54c8b03
GC01672,d86011eb-bd81-4aee-b905-18ffad895411,2024-10-08,2025-10-08,28.44,Active,ac95ecaef65731db555c785ea74e7d2f
GC01673,90448626-31aa-4d65-a854-dab84c21bac0,2024-04-04,2025-04-04,155.81,Expired,24941ee2bf48608824d41338595c8ba9
GC01674,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,2023-08-25,2024-08-24,37.79,Active,36a8e112b6881b937bba45ef1d73083c
GC01675,6ade7926-18a4-43be-bb13-3e4a5b1f455e,2025-04-04,2026-04-04,234.27,Redeemed,a20a06877b3ffeb539a6c15ab752731d
GC01676,968a9a9b-e535-45fc-802e-9f05148e0052,2025-04-27,2026-04-27,29.27,Redeemed,63a7b5b0f43c03b8dff53d4825e194d3
GC01677,cca906af-6247-4f65-82be-311947bfff74,2023-10-27,2024-10-26,182.23,Redeemed,812c26a27b903e52d22b095d2832347a
GC01678,90448626-31aa-4d65-a854-dab84c21bac0,2024-04-24,2025-04-24,246.93,Expired,56c8d91361fbd25a705ceb0cc03a4db9
GC01679,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,2024-04-14,2025-04-14,223.12,Expired,e78ba3860b7a47972d6ea688ff2b8a52
GC01680,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2023-08-30,2024-08-29,34.45,Redeemed,9be68ed31de9a4354b79e939b3699424
GC01681,2998fa4a-22d8-4603-a0fe-09f27c36a0db,2024-02-14,2025-02-13,185.17,Redeemed,2afce134df5c2276dbf49141446de7f4
GC01682,270a78d4-d980-45c3-bf41-9c12bdda3546,2024-01-09,2025-01-08,132.75,Active,41e21ee43a41ed649a12fc04033bdb30
GC01683,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2023-09-26,2024-09-25,160.37,Active,1b06f57e05f45f27a924ae35a546d5f0
GC01684,02cb4728-42fb-4733-962c-19a1d3c00406,2024-09-27,2025-09-27,185.3,Expired,674b85768cb5e7d59ddf9090bccc65be
GC01685,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2024-01-22,2025-01-21,69.55,Expired,baa896ab343ce3f4b47073b5588950e0
GC01686,1839e3f3-d986-40e7-b0da-022e91928a13,2024-11-27,2025-11-27,199.88,Redeemed,31703588b7681845c80f09e09d25dc80
GC01687,33a546d5-7808-4799-bc38-8b809d0c5ed7,2025-01-10,2026-01-10,225.13,Expired,fdd5177750812f3a0e02dd635dd6d358
