AuditID,StoreID,ProductID,AuditDate,CountedQuantity,SystemQuantity,DiscrepancyReason,RowHash
07a7a3c6-24d9-4b18-84bf-7e9ed894a4dd,3e280c93-e647-4ad1-bdde-14dae735e364,2118,2025-04-03,97,19,Shrinkage,3f1211fc779af53947a7ce49e3c4c519
97c16668-2d62-4c5d-9089-f7b641536845,49b14348-e197-4620-b56a-1d0c5ba462eb,1475,2025-04-24,54,16,Miscount,9d52af8d40f1e3f2e789e783f6519016
e43e036e-1be6-489e-9a7a-6696a3c1df99,0bc96bf8-c15b-421c-baca-1e839080a232,2594,2025-03-21,91,48,Shrinkage,77695986dffa30cb0e98a25f9d67738d
07d3c990-7b97-4f97-9749-3686ba6a2af8,e6903e1d-1e5f-49a2-a227-741db594d62f,2488,2025-03-29,61,18,Miscount,aa8448052ea443aa9abdddd162849633
7a741447-4919-452b-a838-60e78bc537f8,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,2738,2025-03-21,75,34,Damaged,b808d9beee96c03a64acee1d034d126d
14ceefdd-d68a-4165-830d-7693c3f9d819,20d89646-1959-4624-8d20-117e253bb496,910,2025-02-22,64,53,Damaged,a8b07bf07b6b7166b80a5288fac9107c
40fd3345-5a49-4e60-ab58-45b9814bb70f,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,762,2025-02-18,71,19,Damaged,6c557ca7bd6205998504a73f199153e1
ff693b78-44b5-4e84-bed9-b0bfbf4d425a,4eb36c5a-37fe-4185-b05f-0d77270d822c,4908,2025-03-04,7,8,Miscount,9271d6452d79e6faa84c3520e8a7a540
d7298125-708e-4827-b593-4fa0cb24663c,0bc96bf8-c15b-421c-baca-1e839080a232,4212,2025-03-30,52,74,Shrinkage,f8cd6aa09bf404db03ac122a8463eba0
36e01df8-d32c-4bff-90c8-0300bfaf8f12,af8f8a04-b980-4a2a-9c5c-37970e8dc361,2234,2025-04-02,77,23,Lost,345185d6aa17c7f5c46055903533fda1
ff39a5bc-f482-4405-af6d-55615e67ad38,398ced3e-37c7-443d-bfba-f033b06b1d4f,293,2025-03-11,72,12,Damaged,4167ae94f8decb6deba39db9eadebb18
8972524b-7f0b-4496-82aa-eb7438f8f703,f7707042-df3b-4a83-9d03-d82bac2e3f79,1761,2025-02-15,49,91,Lost,43b841eeebef30d88d3e3277ceeae9be
36a35605-0f6d-4e4a-be3b-15100b222d46,40bcc72f-da6d-42c1-950c-490e47205fbf,3028,2025-04-09,83,71,Damaged,4febc70e83a1594a397337a5ca2a9695
29c529b3-e954-4d4a-a062-0496b2de4a58,e032ddb6-04f6-47a5-90e5-f68140962d4e,412,2025-03-03,13,30,Shrinkage,1f0302242eeff48545b1b36c4c594a5d
c8edd583-79b3-42d9-b47f-28a1d1c9fe18,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,1337,2025-03-08,25,44,Damaged,e1c75ebc63a8224ef52049c8c69222dc
dc6867d7-9931-440f-a640-b5a5e326dacb,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,2406,2025-03-16,29,3,Miscount,e20a47930e51436d6385e7e6f02bd5b5
167d9ec3-668f-4b61-b980-50856aec8172,1629f429-b1b4-43e5-b923-38c9562df935,3133,2025-03-26,6,63,Lost,3eb7a0fd487cac2db5193725ded2d517
da2a4635-b075-432e-a9d1-23a52ac218c0,458ac4b9-4fca-4259-8012-13972a2623aa,897,2025-02-21,5,98,Lost,5e162a8805a24e462508a4d3ac3d40b2
e1c8cbe6-383e-4c8d-9722-99e454fa5ae0,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,4413,2025-02-20,99,55,Shrinkage,3d5d25c7965b6f93c0971354e73abfc5
7745b443-60fb-4126-955c-071d15491f52,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,2824,2025-04-17,32,32,Lost,a306363f4e7421c1a89034d618b5ad84
bd9430a2-df1e-455b-b6cb-97e9d1c9a698,8940ea8f-f6be-4505-b6e9-895ec65a2da9,1125,2025-03-10,11,74,Damaged,83c7506d6153661f8225c4594a7a715c
4f9cd4da-f164-4b80-ad19-94550acd77c2,e6fe1886-285b-4cfa-a421-f7978f96b3e7,2868,2025-03-12,93,84,Damaged,3e25f9bbabee68cf120069243aef46ca
108327c3-e178-4a85-8dde-a542a7589b53,64e37cee-410d-45da-8592-a2e08c8eeee4,4893,2025-02-27,66,84,Lost,3d720d82ad964df354f0263ff85ba3ec
56d1c7b5-8b5c-4bcb-a28e-af35b34bbbc6,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,3722,2025-04-19,94,17,Shrinkage,fce1defe2d0f994b9cee8101fad77358
32669ba8-16ba-47c2-b935-5c33a7352e7f,5da11b57-c618-419f-be8e-0fa9ae30450b,2589,2025-04-29,16,35,Lost,afcd5d29e2c4221399fc4fd523a1a137
e6aa1208-ee88-4e62-a8f6-8a5dfe4cb8dc,1bdc26e4-190b-44e5-8035-b554eee7dbd1,4031,2025-05-08,64,44,Damaged,9012497343a62ce04b9db402193266ce
c325fc2f-aebe-4ab6-8dde-90468e001cb5,5da11b57-c618-419f-be8e-0fa9ae30450b,2402,2025-04-30,47,3,Damaged,d37c41c6df9432caa835f7e24bf9a0d8
29d042ba-7eaa-4c93-8d5d-4d4421090016,3f4bbda4-0741-412e-b5d5-28977dc47e62,4511,2025-03-31,36,81,Miscount,25bd2a9c19d16a96f657e293c41e0214
7061f5fc-0407-41f4-9f2b-a7ea565caa5c,953fbd98-d927-4711-ada7-e78c7da3428f,252,2025-04-26,57,47,Damaged,4c68253f472fdaac75447d0c1b0c6612
d6348a65-6495-402e-a344-82d4f7a48740,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,1375,2025-04-29,56,12,Miscount,6b987d3c8b093e61e39889125f1748ac
55b92aee-75f3-4349-87d5-2c8d67278f49,02ebd4fe-8110-47e3-b59e-f71c08a5144a,4575,2025-05-08,75,20,Damaged,e85c96a398e45b1a57af3809b3b05103
acca094e-54ad-4a3b-b6a9-bd007feab4e4,8940ea8f-f6be-4505-b6e9-895ec65a2da9,1008,2025-02-14,12,65,Miscount,262a5e8547344ac71aad25943f0f83a2
e2a60727-2f3b-4588-810e-b68b4567112d,02c1a38a-2d07-4869-a002-f0e616bdf188,970,2025-03-27,43,72,Damaged,14b932b784d7e815c3d56f42281cc546
c93ec6cb-4ce8-403a-966f-39a9acafc85d,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,2195,2025-02-13,42,14,Shrinkage,9cd1309695b3e79472d14a2430c56cff
5ae5fdfa-75b0-4d1a-b196-cd7b70e45db2,ff3c70c6-1b3b-4bb8-9202-f3d494c1c4a5,4778,2025-03-08,25,35,Shrinkage,81ec75fcf9677dc7dc3f8f6a464568f8
3614a569-4c1c-4b67-ad0a-e066ef27b854,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,3471,2025-03-02,96,53,Miscount,bbfc19893b135a9ace419adf268278a9
3620bcc9-22db-4737-9d77-6e0c8d8c35a6,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,1553,2025-04-07,81,78,Lost,682ad1604667e33b35b086d9806df00b
22d11366-af42-4a32-a81e-f0851dc94986,f7072436-bacf-44d5-86d7-62843ac7e9a9,2318,2025-03-20,54,92,Miscount,a4fd05c1b65c368a636a46346ea8f4f7
bf197311-d7cd-4b3d-88f4-624902a45b36,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,3369,2025-03-10,34,80,Damaged,ec7014f66af6f71e5731d78b1c5d411e
6b0f02c7-c75a-4b3f-9300-65d3cc44c756,3a5296af-bd13-4a34-a138-aa20dd5c46ba,992,2025-05-02,44,35,Miscount,3b1ef306b0b6ee03056ccdf0766d75f1
39a5775c-d334-4320-bbc0-a146af2d402d,66dc8a60-4b83-45a3-85e6-f382697e2a0b,4404,2025-02-28,16,33,Lost,ea99985ff485421b626a35f62cc2584c
d1a56270-6b35-4d39-92ad-f167be05b4f2,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,1525,2025-03-02,0,48,Miscount,8f306525103f87f7d4e2850109e85afa
5705b2c9-585d-4659-9a76-2bae02f02c3a,a29e1064-53d0-44a2-bc61-c789e296ddae,3247,2025-02-26,47,77,Miscount,bbb29a1467027e0ac0118b0b79c2234c
901e390b-62b6-4fa7-8081-cbbb9a903af1,333b2789-e4a7-48c8-a757-1f8cc41273a5,2497,2025-02-12,34,96,Lost,90174540e8d4f9d16d63370516bfe3cf
0653533c-b5af-4b52-99d1-0cb329ae14a6,1013921c-4a66-4cb0-8c1c-423b78fed26d,4346,2025-04-23,86,68,Damaged,1738845ee072e3f8ca7442e6fcf97e77
ae5ea3ba-278a-42a1-82b9-cee75d97bf36,a29e1064-53d0-44a2-bc61-c789e296ddae,742,2025-03-01,64,49,Lost,a4956a2a962c419dedde9f23f606de07
bdcea0cd-fe2f-4c2f-a227-5d1ad202f463,08468168-f14f-4e24-a000-22dc8424a0e8,3626,2025-02-16,52,38,Damaged,30d4c8275502e2b7ba0265e5a2c4073e
c660d142-96d7-4fbb-940e-75e3b318c4aa,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,3799,2025-03-31,12,23,Lost,456ca9a35147729bfef2d443b6a394ac
aa7c3323-d7fd-4f4f-8ce5-7e62cdbbcc39,e6903e1d-1e5f-49a2-a227-741db594d62f,448,2025-02-12,28,64,Miscount,33d657f52b50201fc163afc56d6f7b5b
9183c0a8-a814-40d2-9c68-1c284e3bf42b,a29e1064-53d0-44a2-bc61-c789e296ddae,2317,2025-03-18,24,21,Miscount,ab03630410319af152fc2e6ca2759752
3c5a468f-3fb4-41a6-9e29-2c41cd213b3f,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,1579,2025-04-03,14,5,Shrinkage,f575b8942dd93a6a2e51b9df639adfe9
b438763e-d9c5-4260-8022-1b29014d5e28,42ebbb25-07d2-4827-abf2-35b3c9daa300,1790,2025-03-08,9,94,Lost,34cee721a45d22fd82aff087561586b8
d27365c9-b197-4424-8a79-93444b57cb07,0a2fb1e7-6136-4713-a3ab-d0845186dea8,463,2025-04-09,20,1,Miscount,ce0bf42885018f9b3ede9d8200e8577e
da1ff844-dd35-4118-bce3-0971fcb01192,1bdc26e4-190b-44e5-8035-b554eee7dbd1,4017,2025-03-13,73,11,Damaged,c6986688c970839223053ffbc6b4a87a
78d90943-2163-4e6b-8160-ded2f0602929,874e3482-e0bb-4936-9f1c-41bda29cbd80,2642,2025-02-13,13,89,Lost,cf3f53558d39a84fd12e46b63e81668f
eeda8f9c-09e2-4241-b164-661afbb2c52b,e6903e1d-1e5f-49a2-a227-741db594d62f,2609,2025-05-05,35,95,Lost,90baf0d3652ff3932fc0a6348b8d3c46
d89d7a4d-fd48-45bc-9845-2fbf02c4d147,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,2129,2025-04-22,56,72,Damaged,bbb702a7d7219f107603adb33413018e
8b48cdd3-42e1-481b-aed8-474503ed58ce,921cb450-415d-4451-a34c-149527faa2d2,4477,2025-03-22,46,14,Damaged,1418b05f54ec55c9a2be33a736941d75
86c9536e-f8a2-4e7f-9bfa-6f80ede3bea1,0a2fb1e7-6136-4713-a3ab-d0845186dea8,2303,2025-02-17,35,97,Lost,44369f6b239d96983ebeaae3136204ce
9ee8b069-a3c4-43b9-a9ac-30198c94c2c1,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,2488,2025-05-10,9,14,Shrinkage,266274d080c74b83b092c31507141b4d
79996dea-5ff2-4811-8184-6f09818f7734,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,981,2025-03-26,49,96,Miscount,5313a28d70d7f467480b823674817f7c
cdfca8d5-cd84-447a-be8b-7a7d4e6e0dc3,c49e299b-895b-4fad-b361-879cec70a5dd,1463,2025-03-04,65,80,Shrinkage,1f40502bc0edbc924b45c0b70a826898
9da0f363-db3e-4564-933a-179f1d8f875c,0a2fb1e7-6136-4713-a3ab-d0845186dea8,1435,2025-03-28,23,22,Miscount,d92e562ceaba3ef509900b511d1ae28e
76d6579e-8058-4cec-9729-124ec9957eda,73a07333-85db-4fc2-9e1d-125e5557802d,1499,2025-04-09,45,99,Miscount,137fe6dfef78c4e8cd076e9fabcf78cf
914e7e97-74d0-4641-ae3c-c0bf0b48e622,06164421-d941-41b9-b04c-ae749af454eb,1969,2025-03-04,18,91,Damaged,b3f1df2412170e2f15b14095bcc33000
d642c5c3-7da6-4307-86ea-cc5dfff4747a,40bcc72f-da6d-42c1-950c-490e47205fbf,1915,2025-02-19,32,34,Miscount,8c8c32acb11febafe05d765952f5ff56
b10c253f-6c7b-41dc-bc8f-8083fb279142,1629f429-b1b4-43e5-b923-38c9562df935,4458,2025-03-30,18,33,Miscount,4bc842120c161d17da1c405f5e8d7603
455d38d1-cb9b-46a2-b502-2dbd95398338,e6fe1886-285b-4cfa-a421-f7978f96b3e7,1200,2025-02-18,16,27,Damaged,7603ecc555f1fc04e472df9371490e79
3ce13503-740d-4c93-a266-dcb3dc2d01f9,3f4bbda4-0741-412e-b5d5-28977dc47e62,2680,2025-02-20,37,19,Shrinkage,c4e026f8ffbe09aec21968726ee9b13a
95c50042-cf65-48c1-9a66-29d3df2df02b,3f4bbda4-0741-412e-b5d5-28977dc47e62,1203,2025-04-02,44,38,Shrinkage,13480c81cf9f9067c67f2d184c07e76c
e527dda5-eab2-4276-a546-91dd80b526b2,31568063-1420-49c6-ab2f-219cf6c84088,2973,2025-04-04,84,47,Damaged,3f082dfdbf9aefd62118680c7850e4cf
ada64f46-f819-48d1-b55c-b4bcfc3e7525,7d394859-6901-494b-975d-d0307729e8ce,2022,2025-02-22,35,61,Miscount,c3107ea5c55dc12e6db5b60fe0b36344
eb520a8c-37d5-43ee-ba96-7b63c2fc13da,3f4bbda4-0741-412e-b5d5-28977dc47e62,2153,2025-04-27,42,53,Miscount,bcf612b872e292bcf8cacb992a8313be
bb6e1d95-2508-4373-aba3-c60e826d5d42,0a2fb1e7-6136-4713-a3ab-d0845186dea8,4253,2025-05-01,9,61,Lost,c5db620f906711d2c1bebcc77a53819e
afb5b683-a558-4387-95cc-2edfd50109f3,c9749b26-5c7e-4918-8086-07f1ad862e2d,621,2025-04-14,91,5,Shrinkage,8c970863823f6b997f25de48f2025fde
69a12a2d-9f3f-45dd-861a-47bfce726d06,4d50f9b7-fc77-4655-9e40-8d1402c05266,3369,2025-04-30,78,80,Lost,d401ddfae5e85878830eb9b88400f583
95a35fb0-740d-45ab-bfab-54f23f6533f2,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,3428,2025-03-09,93,75,Shrinkage,3afe349d80d78e03fb9ae220bdc9ad6c
d9685e7f-b700-47ca-85f7-7c96f3cfc866,581f6795-d78d-48bb-906a-803db42b5308,908,2025-03-29,29,97,Damaged,fd0365f87902029cd9f20ac79149c06b
3b13919b-7a3d-455b-bb5c-4b17a458c55a,5b53a8e5-df2e-45b5-8540-0f33354600c4,1709,2025-04-11,77,20,Damaged,fcad34c7eb978bc9d487808db5985522
8fd1d313-01c3-4501-93cc-477d79c22232,7ba3c5d7-1961-4ebf-b146-9fdb307a7efc,3718,2025-05-07,35,24,Lost,949232512f020f07fe0925659e57be00
2795419d-defa-4dc9-a6c4-b7c5be8c8540,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,4149,2025-02-22,25,10,Damaged,216b2486a5dae87bb423f8ef6aa14000
4bb15e2d-858c-4eb0-8351-07ee41cd79fa,c49e299b-895b-4fad-b361-879cec70a5dd,350,2025-04-29,100,19,Damaged,3a0da42b8405c4cdb8ff037d358d5727
4743fed5-58e7-4f00-88ef-410fc7fcf2f1,874e3482-e0bb-4936-9f1c-41bda29cbd80,521,2025-05-10,95,88,Damaged,30bae9839632ab6ebd3b5ee9aa9e6a5f
022cf967-0122-4093-b479-674107e0dc17,08468168-f14f-4e24-a000-22dc8424a0e8,1700,2025-04-12,35,17,Damaged,440ee2a78147cd50b8f324ef0b15fb51
7b7195af-aa5f-44e2-ae29-274a35785695,3f860e78-0d6e-452a-b7b2-ed200b054978,979,2025-04-14,74,79,Miscount,964c43123fbd51dca4e5a9e64814a861
13035a89-b4e2-4837-8782-6fc132ada29d,ff3c70c6-1b3b-4bb8-9202-f3d494c1c4a5,2322,2025-03-07,64,38,Miscount,fd86b1a6a441bd041784be37f4a79135
d44d50b0-e509-4c1d-915d-85987b4c8f41,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,4088,2025-04-25,83,21,Lost,60d1f7d86421f3a6cdee8a48dd577e49
a21aecaf-1228-4e97-ba7b-092c789d451f,458ac4b9-4fca-4259-8012-13972a2623aa,4783,2025-04-02,5,8,Miscount,24e7433bd6d3ae4932c1a6db14c97877
ab5f1cc7-6ca7-4e51-8faf-0c4434e64678,c49e299b-895b-4fad-b361-879cec70a5dd,942,2025-03-26,60,85,Miscount,d24f1727334a27668083ae2dae2d4dee
a1c6d9f9-9812-430e-ba33-c91dc8329dbc,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,3533,2025-04-25,51,79,Miscount,caf1616e048b289f4fb9f314942c0a81
5d0eb60b-e17e-425b-8d35-074f73d58148,31568063-1420-49c6-ab2f-219cf6c84088,1000,2025-02-23,76,12,Lost,b400f609ef67c73224dfdadb7518bb39
7f933123-8137-4315-b3b5-f4765c7e5c2f,1013921c-4a66-4cb0-8c1c-423b78fed26d,4988,2025-02-14,65,55,Lost,de2f648b3e7a7be0f5d7804b46dcb8de
a30c7601-1195-47a9-b288-7a878fd0d4e6,122d5a21-1d98-41dc-9385-658fe7ef67ab,3,2025-04-26,100,64,Miscount,c80bd61c8295e80a86a4e96b30c6bcdd
d833ac05-42f7-4b34-a737-1da73624580b,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,4763,2025-03-17,11,86,Shrinkage,ad41be9233b025e46744743eb2cf9788
423f2b93-229e-4ad1-b87a-b5668d7b0585,1629f429-b1b4-43e5-b923-38c9562df935,4254,2025-02-19,100,12,Miscount,37b15d7ac9ceec972cf5610de30635a1
07153698-0137-46fd-8ed6-82c7e543f6bd,01ba8c95-22e4-4f8e-bdd7-367531b7e260,413,2025-02-28,28,15,Lost,42b32378f64975100b90183809777fac
f637d817-c3b0-4b3b-b1f0-7086fd822163,ba13b2d5-a484-47d1-a3ca-286034075be4,999,2025-03-09,2,62,Lost,525fa49eb3879cf6231c7603dbe39c8f
0f9e979b-738c-459d-8b17-cdc77a10970b,122d5a21-1d98-41dc-9385-658fe7ef67ab,4678,2025-02-16,64,51,Lost,efa5ff80f1889f8efa1b1bba5f7a7c57
91d84a92-3996-410b-b7fd-520a15993dd9,a1057858-62ec-4839-9b07-13ca5e02a426,421,2025-02-22,61,29,Damaged,381c2ffdfebd062992fe4264e5b93d6b
81e121f9-357e-44d4-8903-fe1ffb59fb4b,d41124dd-d026-420b-a502-241945f71418,1094,2025-02-22,44,48,Lost,d7ccfaddb447b5c90ac13ab4cc9b3e87
bb87c855-d054-4355-ae90-cfba72f85478,4d50f9b7-fc77-4655-9e40-8d1402c05266,3095,2025-04-16,94,42,Shrinkage,1c376c8cee2f6be2f6904f6404611cbf
2ed0fd44-a41f-4509-a127-7e17a4e42458,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,3675,2025-02-17,73,97,Miscount,9bf8ef5a05db2628a05e89920a42b585
2ee41264-4276-4daf-89c8-6bd1f9895347,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,4532,2025-02-19,38,76,Shrinkage,9f0985ad795c837db73c81f07ba08c86
632210cc-635b-416c-8f11-c7750426e3d0,df99028a-fd06-4f32-a469-8dcb7c6a79c8,539,2025-02-16,58,81,Miscount,e41522440ffaee517e87748a3c7c1797
810724c2-4717-47e9-9c68-ae75d1e41fda,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,1416,2025-04-30,28,25,Shrinkage,0b347ba19eae102f7b53c81c8d6f7988
ea66b1f0-671c-4dda-8f57-cb0cd5db214e,7eb89a43-477e-4ffa-8524-0df4db71df05,1654,2025-03-14,98,28,Lost,5cd20da49b037c76008509e48ebaeb5c
c4be56ff-1911-42c0-960a-6709b1b3a26d,398ced3e-37c7-443d-bfba-f033b06b1d4f,2014,2025-02-25,77,7,Lost,b3979a9976db6864c35b9e5fccdafe9a
6d855019-b47b-49ed-81b7-b0fd625ba9df,a29e1064-53d0-44a2-bc61-c789e296ddae,229,2025-05-01,45,97,Damaged,06756dffbbd671ad2668986041237932
89ddc8d2-361a-46c8-a15c-0674d7648e21,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,3439,2025-03-30,99,59,Damaged,ebfc5bd944e66a57ec23898bb59ef6bf
06de5cee-69a8-49e6-b3cd-3377f0633957,3f860e78-0d6e-452a-b7b2-ed200b054978,1861,2025-05-11,49,31,Shrinkage,d611101d1b47bae1e26b3dbc0ef01178
5c6f7af7-d8dd-4463-a74d-610c0281aa55,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,2982,2025-04-08,69,78,Damaged,f20608372099e319c8c8979b94173765
cefaab4d-4d00-4ac3-a597-4e59ff9e8748,149569d3-15a3-47a5-82cf-6209374d0993,3172,2025-04-18,89,63,Lost,7c7e076e07352503be3e1d7bb93a15f4
3f7fc971-1288-4e4d-8d90-9bc483a3f886,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,3249,2025-03-10,99,80,Shrinkage,58dadb8105706f26b36833061bfe1b14
b95d4438-4370-422b-bed6-aa9d5ee2b471,c497212b-f140-4798-8a4a-fff690590af5,334,2025-02-15,33,86,Damaged,611ff9563c828134c2db12c7a03b7318
5c0771a1-27d5-4143-8f7e-5230761c523b,458ac4b9-4fca-4259-8012-13972a2623aa,624,2025-03-05,4,37,Shrinkage,592a496e60644b3932c6c6e41ddb311a
19e9e636-eefe-4ea2-b3c9-f89952444994,a29e1064-53d0-44a2-bc61-c789e296ddae,1515,2025-04-20,22,12,Damaged,52d6842c0a597f772249ad1b77e59adb
c3a2df14-90c6-48ee-bac0-7ac1712a1c7e,40bcc72f-da6d-42c1-950c-490e47205fbf,4322,2025-03-04,23,62,Lost,f36e983c0b10d3d7676536b878f7e8de
9401f957-8adc-4a66-87d6-e65d1fcb08c7,53a06850-070b-4542-87ee-ba6a1fea44ab,1851,2025-04-22,79,54,Shrinkage,4557c9b4bae77bedfaefeebfc348470a
a1ce3bb6-97d8-481b-b3b4-2b244653e03d,e6fe1886-285b-4cfa-a421-f7978f96b3e7,2865,2025-02-13,81,97,Miscount,9597a96c6d34fbb1efef4cf23d2f108d
e0ee1cad-99dc-4268-adca-857321faa587,b0884827-649f-4826-99d5-092fc008b264,1653,2025-03-30,62,22,Shrinkage,656fe1e0d561923487898a2345824696
cd8b3dbe-55f8-4e8c-9041-a485137ee986,1713a6f2-41c1-43a0-8a0b-edcfd1027009,33,2025-02-18,53,82,Miscount,a04b6ab1d2c2a1bf21137b0b97efe906
259477ad-d1cd-427f-9db6-a94ef86143ed,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,3668,2025-05-10,90,42,Shrinkage,d4f5faa91635c26f0809a13f63730207
bbecc72d-363f-4b1b-ae94-6a5225d2c611,49b14348-e197-4620-b56a-1d0c5ba462eb,739,2025-04-07,68,82,Shrinkage,c9dcbb45a19ff27859da2377005f3979
2e36861c-c0cc-4e3e-8d3d-49ca9b5e2dc6,8b31192f-b40f-4af5-9186-67a1c00ccbee,637,2025-03-12,58,56,Damaged,745bf37f3b78f7234064db605ff163ef
bd36b334-1a29-4a05-93a0-ae3e1137806e,d6412e7e-f588-4f47-bcaf-c4127c83541b,4421,2025-03-05,1,50,Miscount,3d8dc57be01be0914c5f66c5207296df
c3eb4fde-50b7-4766-916c-107298625499,c9749b26-5c7e-4918-8086-07f1ad862e2d,3252,2025-03-27,83,56,Lost,d0610e27029adfdce45aaaeefd7443e7
8b0bccdb-d89b-489c-9b8b-409db30090d9,a1057858-62ec-4839-9b07-13ca5e02a426,893,2025-03-22,41,18,Shrinkage,100473eb60540c4b0e211e2357fd9b8f
b88cf4f8-bba9-491e-a8eb-5de1c94e6b2e,06164421-d941-41b9-b04c-ae749af454eb,2888,2025-03-15,98,0,Miscount,963bb05d83e4f9a421dc3d710799247c
4c20aba0-4077-4d03-a6a7-56f227eddeee,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,3569,2025-03-13,50,15,Shrinkage,de63462ceca8eba3cac4bfb7ed8d68e6
1870b8b9-f3ca-43f8-bcc2-2b56bdaae430,dfa80e9f-194e-45b7-a356-5e25c05d1920,38,2025-05-02,37,19,Miscount,729fda79a174f2d7ac9441f95126e6dd
61b497a0-1443-43ce-baf2-8d57ad1321a0,921cb450-415d-4451-a34c-149527faa2d2,4210,2025-04-09,44,4,Shrinkage,7c4279de31e027be2a4e67719447a84a
ddfffba3-396e-4b3a-8c53-c0bb00668781,64e37cee-410d-45da-8592-a2e08c8eeee4,3039,2025-05-09,83,54,Shrinkage,61815aa21a1646bd5034eeb6d0446e48
637e9c41-f024-44ad-b4cd-f71272de1abc,3a5296af-bd13-4a34-a138-aa20dd5c46ba,2364,2025-05-02,35,49,Shrinkage,901e8eead386a4568a18ec72227b3294
78d5a43b-088e-454f-89ec-4f4b0c744309,398ced3e-37c7-443d-bfba-f033b06b1d4f,3620,2025-03-29,100,46,Miscount,f7c0cbb408dc9560b7e35f40be767b50
cececa2a-0308-45f4-8aa8-0b68ef19678f,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,3569,2025-05-03,29,7,Miscount,4b30e68f25cb8ccd730339a71768981e
aeb7581f-3b8b-4d26-871b-bb8386ebc776,1713a6f2-41c1-43a0-8a0b-edcfd1027009,4188,2025-03-06,90,30,Miscount,0958c43d6aabb7e95035fe3ac47ea752
9933b77e-13f5-4c64-89bf-fe29e3bc5623,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,560,2025-02-24,77,50,Miscount,2498cdaffb9fc87f66222719933ab56a
de4f6595-71bf-48db-9802-6c1473983794,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,678,2025-04-11,4,29,Damaged,3f76060c1d03834b0aa3f2dabc60635d
71dcf377-ea7e-47a4-ad66-05df33bb2d05,3f860e78-0d6e-452a-b7b2-ed200b054978,2040,2025-04-05,27,12,Shrinkage,306a6fcc932109f248c4b4b6972639d5
8e67a49c-f111-4154-89ad-f17e208d310e,c534a652-7287-4226-9684-b4f9b8cde1c8,4198,2025-02-24,98,14,Shrinkage,738fe80027f555698499659c6c11f0d5
653eebf6-7a54-464f-9b0c-868b825018cd,0a2fb1e7-6136-4713-a3ab-d0845186dea8,2824,2025-02-22,44,23,Miscount,0561576074d7dca339221a579176f4c1
047baaa6-3c98-461b-997a-86629246fd76,8b31192f-b40f-4af5-9186-67a1c00ccbee,4852,2025-03-30,8,97,Lost,2438c393e0e131dc5e32033db0f0a6c9
5fa61e85-a9fd-484a-a18c-234e5cbf9ca3,20d89646-1959-4624-8d20-117e253bb496,3614,2025-03-09,3,56,Damaged,4bca056ec559ea7ff9be7aad00409812
5a1e2d07-0deb-4110-b2e0-cf14109947af,a1057858-62ec-4839-9b07-13ca5e02a426,1831,2025-03-09,18,75,Damaged,543c9903ce734e4143e99dea4550ec9c
dbecc5d7-e9dc-4987-8e53-3bba2628acfc,8b31192f-b40f-4af5-9186-67a1c00ccbee,2786,2025-04-23,99,47,Miscount,ed9e43d8a812f40694c1a95af3bc5d7c
b6809735-9d56-462f-a197-8e7db16947fe,4455fc8a-2871-40be-a37a-c8d9534a085b,1796,2025-03-27,36,49,Shrinkage,ea1705a8b0125b502c19649ebbefe4fb
78b62d71-f78c-406f-b015-72db6ede9b9a,49b14348-e197-4620-b56a-1d0c5ba462eb,2387,2025-03-23,2,65,Shrinkage,73e4271a18522e4ddf01b6785d1391d1
