ThresholdID,ProductID,StoreID,MinThreshold,MaxThreshold,RowHash
9246996b-6e71-4461-8425-8d87180ef2c4,170,3e280c93-e647-4ad1-bdde-14dae735e364,19,60,02830373126cfe00aaabd4cc5c62d65a
aecb5043-494f-4db8-b800-6a880c4a37e4,171,830184b9-4010-44c6-9926-a08e9aed29b8,36,77,74579670e58ced7c431f3c1087a5c218
191379bc-efe5-459b-b99e-d325d5b527aa,172,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,21,77,1b8f8046f52ba1df2bc5dd62bccfa016
f85bfa13-292d-466f-a09b-0568cdf42b21,173,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,36,92,75006fe600fd479084d61031cf0b5e9c
4f2085b1-93a2-4ed8-900c-4d32309c7b6e,174,863d9f7a-2297-4579-b666-b563a1ea1235,31,92,c879cd7dfb8cf5a0f5d33973f7224d2c
61991111-97f4-481f-8cdc-2c07780d5e64,175,7eb89a43-477e-4ffa-8524-0df4db71df05,15,77,2d77e7aaaaa4ba4aca72dfa2afe661f6
de87a0b8-8f54-4efb-8483-930acfaebde8,176,a29e1064-53d0-44a2-bc61-c789e296ddae,26,75,79de7cf4dbd737584927abbc436c84e0
42e51882-412c-42f4-98c9-e326b94d1e60,177,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,10,98,7e864f898ddb9ce568e4770fb6b1ccf7
df7849a2-5246-452d-849e-b826156a95a5,178,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,24,99,49c4f769bcbc3a53a1a36cc8e6a7a794
7b8e7b19-963b-4be8-ac64-a3a84dd24934,179,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,32,63,083dcb7a4b922d718b561fed5ad8c556
6b58b472-a3f9-42c2-a396-e102e15a279a,180,874e3482-e0bb-4936-9f1c-41bda29cbd80,17,66,0dab1cc3b538729472a1885c4dfc425b
bc887ed0-efd5-4b6e-b801-32332a51b4ba,181,623d601b-cf79-47df-8989-7d7cb9b42f59,31,87,39b823063ade81b516b5e8caa45e0361
c83b056e-0d61-46be-9063-b2831dba0897,182,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,23,103,8a20c0d5620a9c40d11f0226469773f0
a6aadc33-4efa-4794-b972-5787c44e3020,183,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,22,101,3b6384f31ccb73639c87ee7256e38378
99eecaf0-85c9-46ef-bc87-db3f6e8f6d1e,184,e197cf7b-8fe0-4586-b917-71660fa7fe1e,32,77,1435ac0c5b35c6b16d428f5b0cde04d8
c53fee88-fad6-4a5b-834a-349bd77ec7b3,185,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,18,96,feaf634d71aa9ad5792d5cdec4a9c867
b5823835-2c52-49c3-a78c-279d9a7fe665,186,73a07333-85db-4fc2-9e1d-125e5557802d,14,90,313676e69c72ed338d6b668beb9bdb7c
83da651b-b57d-4a74-9574-c68e9ea1e429,187,df99028a-fd06-4f32-a469-8dcb7c6a79c8,13,113,eda0a5efcb0738836a5713932a809e56
653c81a1-8e0d-45b7-a652-f52e8d9611cf,188,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,37,86,d562ab0c6905b87230fc6c2058f58718
d50667e1-0605-42da-b06f-273273ce873d,189,a1057858-62ec-4839-9b07-13ca5e02a426,39,79,2eb0025c7b70dcf263aaae657039c62e
a3000a9a-619b-494d-9252-75cad9e2d12a,190,7eb89a43-477e-4ffa-8524-0df4db71df05,28,68,37295e9c45ea4b0a432eaf42f4fd7ce2
73b1d36b-5417-4168-85eb-6a0758be09ec,191,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,22,79,9b8bfe3c6d242edb385c08628295f510
70cb62a5-58b5-41a6-a25d-d33fefe27ba6,192,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,29,90,a64afbfc9e2bc91eda2862a84b53ad85
fa5ae9ff-acdd-43a0-a4eb-c40c41cb9645,193,01ba8c95-22e4-4f8e-bdd7-367531b7e260,33,115,764886fb06f84de827dd5424ac4e581f
7454aa59-60c0-4b81-8759-cc81df601645,194,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,27,113,34554bb22131e3a506ccb9d30f9f219a
7ba6f505-4266-4015-96d2-d1528eaa405a,195,a1b128d1-a63a-4445-a100-8252f369454e,29,69,535fcbe513ec082442821860dc8ffee7
ed706fd3-c8ee-4d5e-a332-e06983125dc8,196,08468168-f14f-4e24-a000-22dc8424a0e8,25,96,22273f57d884e7be3b6c8fdb1bcf1a14
2c6934b3-a768-400c-8c87-cf19be4a4f02,197,ba13b2d5-a484-47d1-a3ca-286034075be4,28,101,2d722d45fc58edb0e6622f196515e2ad
96c2bb66-04c1-49b0-a2fb-d89f3515f1d7,198,1bdc26e4-190b-44e5-8035-b554eee7dbd1,18,60,585ea7495970f77b4cf664cf188fddc3
20cab8c6-d3bd-47a6-8719-4368b6c0a4eb,199,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,28,106,73c4ae58325aafd03f39b18c18a6ab0a
6627af30-f36f-4bd1-a764-fbf872425c08,200,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,19,72,bb70fed8fa18611b95b41bcf56a013b6
9f6f9f82-8781-44e6-947c-9b3ad69de5a6,201,f7707042-df3b-4a83-9d03-d82bac2e3f79,14,62,0ba2776ec635ecd765e844faad5eb856
0bce90b5-6310-4ed7-9bb0-f4cbbadd7413,202,53a06850-070b-4542-87ee-ba6a1fea44ab,27,64,b949ad2f100f891f88b1cc14ce699444
7be6522e-0677-410a-935f-421d9327c19f,203,a1b128d1-a63a-4445-a100-8252f369454e,32,103,bcd3e870d1506cac644131313a14273a
791dd838-3417-463e-b9dd-484a1c7116ee,204,3f860e78-0d6e-452a-b7b2-ed200b054978,27,63,214b0f011826d81833336f1486f3fdf1
ae62242f-62f6-4cf5-9d01-de2146af6735,205,5da11b57-c618-419f-be8e-0fa9ae30450b,10,111,76cd4f0f6f84b6573f2156364daa76cd
a3dfae99-d524-48e1-9779-e3fe37d28579,206,01ba8c95-22e4-4f8e-bdd7-367531b7e260,15,81,820e7996f70eeb89500fead6855cad52
6f1f1bff-54b3-48bf-a671-6786709972d0,207,3a5296af-bd13-4a34-a138-aa20dd5c46ba,25,65,a3678736543b9f092c54fd151955d066
09516a9d-9171-4fa7-a143-7d86205b08f1,208,3f860e78-0d6e-452a-b7b2-ed200b054978,39,103,286f8b43737ac0f7c55ed73ba1d52a7d
3977168b-aeb3-4db0-a382-53f91075951c,209,874e3482-e0bb-4936-9f1c-41bda29cbd80,11,115,ad58f22fc73f3ae4e917e195cde6a04e
761cb027-7799-4fb9-8ef0-55d6a6907d41,210,1013921c-4a66-4cb0-8c1c-423b78fed26d,16,107,5a04c8d6a70398a2f1accc438746e564
bff3db69-4258-4a3a-b684-e1c143ffe0c5,211,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,30,89,2402b02b872d070338f3c9e027997cd2
14351294-4604-447e-945d-0772d7bb1e4e,212,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,11,94,c14883282b31937867bfdf29e841b408
6aab0f02-178f-4824-a4d6-bc81fec0f58b,213,8940ea8f-f6be-4505-b6e9-895ec65a2da9,30,114,05c055c529d7a114d6b12da644bc811e
df301172-962a-45bc-9155-9bb68a64a8f6,214,b0884827-649f-4826-99d5-092fc008b264,34,86,dfb4d430e01e3cd9d510714d25227122
77f2bfea-1200-4f76-b585-9e64a94c5d16,215,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,39,79,64ea4cd69a1d4e45d590b8cfc275776b
8a87067c-bcf7-4190-ae2d-1b53f14f68ec,216,66dc8a60-4b83-45a3-85e6-f382697e2a0b,37,90,b46f648e34cdedb5b27638889b54d0e9
336cf36c-e4fd-4647-87d7-4f7a9b61958b,217,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,22,89,be7c814deb0e2a52150971b1ccb2a1b5
d5218e81-b29b-4a95-a111-181579c37a3d,218,8b31192f-b40f-4af5-9186-67a1c00ccbee,32,73,23cde5c240569f5b8ffe32c527bd7fd6
3508b39e-9560-4b8b-adfc-204a36063761,219,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,22,85,b9b7d0d7352fea4f3c6ab8e555f04f2d
2f0927b3-763d-448b-9488-8652132d638e,220,73a07333-85db-4fc2-9e1d-125e5557802d,27,107,3144eb92fc61bf14100f1f74359915b2
aefa9740-edba-4d1f-a5cd-1da063b26e4c,221,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,33,89,eb83d2ac76c1f30aa071a76d1492a567
ca9ec4bc-c757-428e-a707-5f898419ea35,222,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,40,111,ff30100df5ee43f2dd8478f8331d38cc
f698ff6e-13fd-462b-8ab9-c7dedeb3d3da,223,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,29,88,5aea372bd718332e0a3ec6a6aad2059b
fdcd4d57-1728-4974-bc4c-2a80c28c78e7,224,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,32,70,6abf29776d1c27db189e5b64f45dcded
41a360cd-50c7-4f4d-9d4a-aadff537f360,225,c49e299b-895b-4fad-b361-879cec70a5dd,33,60,17fec6c71c75b61c22393121cb74a0e4
a7d63048-21de-4a61-9321-d1620298302d,226,1629f429-b1b4-43e5-b923-38c9562df935,28,97,ca00bc0e9381a0309d94d02ab5ab303c
677fab26-945e-4020-9f08-ed4fb0b50b45,227,fc971a8d-bf12-451c-b975-f2901b591fe5,27,112,90c5eb1a720df5bd77cb6be3cf73e5d9
caeef219-5dc5-4535-89c3-8b2940a77dc3,228,1013921c-4a66-4cb0-8c1c-423b78fed26d,15,92,561d2a7edfae5b585f115c5084d93641
59a335be-ab37-42cb-8f97-1ed30b7ec1da,229,0bc96bf8-c15b-421c-baca-1e839080a232,29,88,5e763fad8f433aa72bd51d71becb5c99
4bd833b7-811c-468e-80f3-7cd2994349f3,230,01ba8c95-22e4-4f8e-bdd7-367531b7e260,38,110,2fcef827cc9b71303a4098ddf7d2bc34
a414c098-c05d-4b28-a67b-f7e8534c6334,231,1013921c-4a66-4cb0-8c1c-423b78fed26d,22,109,238c1e58dda9fa45b69a3ddef033aef1
3609f9cc-9348-46e4-87c8-c2181ca7172a,232,7ba3c5d7-1961-4ebf-b146-9fdb307a7efc,38,60,d90975120fa72f709c776329d376d324
6718a890-5f5d-4213-af41-3bc3e8ab4960,233,82f970cd-6a18-4d47-8f81-163e2998abd1,33,68,81661f9adbb62da3451500e5bc472100
abbc1261-5ec5-49e0-a6ac-2e10d6664dda,234,830184b9-4010-44c6-9926-a08e9aed29b8,32,88,8a503282e568a940deaa1897ee6d6da6
db0b9fb1-063b-41aa-8a2b-5bcebc63e8d8,235,bbf68760-7734-406b-b254-cf19c1d58175,14,66,b352fbe074733c8d511bb0bb8f138dc1
940476fe-999f-4270-b9dd-96b2c5ae4d88,236,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,38,119,9397f0939f76fef4ee0370e366f20685
14064b10-3130-4ebc-b6be-2a93438f8680,237,bbf68760-7734-406b-b254-cf19c1d58175,10,90,10719dd172abac72abfb3d6e956f2b56
0dbd23ae-5400-4bb0-9780-9508d1e50727,238,73a07333-85db-4fc2-9e1d-125e5557802d,33,65,2f98f1dfce933d23b6ea2756976c37de
24171337-2823-43fc-96c9-684bc047e64c,239,333b2789-e4a7-48c8-a757-1f8cc41273a5,26,68,f7dcff9893f8011cfb41988366c9aace
1f8e4e52-3a7c-44dd-88c7-ab61e4f27100,240,1713a6f2-41c1-43a0-8a0b-edcfd1027009,22,86,3042b51ce74f1bdf6813180f06ec714c
f34cf7f6-0778-400f-9d9a-57cd6b3e3be4,241,8b31192f-b40f-4af5-9186-67a1c00ccbee,10,63,a6952c6e44f2c5ff20966381d871ac26
4bce4e50-4af1-41b3-9562-261c0fca52d0,242,c49e299b-895b-4fad-b361-879cec70a5dd,22,98,ae1e7dc9772f15384db8e4f8be16c8c2
77af1db7-f700-43a4-b7ee-e81ba31513d2,243,0a2fb1e7-6136-4713-a3ab-d0845186dea8,32,64,45a06116e7eea5894600b152fe012e10
9212a65c-e3fe-40b1-a7a2-a23958fa0589,244,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,17,101,94b23ab35a878706dd516d7b62f937e5
3b4f611d-698d-4351-8947-2b67c10d41de,245,e6fe1886-285b-4cfa-a421-f7978f96b3e7,20,119,e1f15c62ed0623e423ea1271246b5d2c
53cf4967-67bc-4b6e-8118-191ab4d51d30,246,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,38,96,fe027571cb7ecce0d2d3e26cfcb22fb4
12f5c254-33fe-4605-9b46-ec3ef81a2a91,247,d6412e7e-f588-4f47-bcaf-c4127c83541b,40,86,f985883ef718a16e7dcd06959170c72c
7743189d-c841-4497-b7d6-b95300422f2a,248,0bc96bf8-c15b-421c-baca-1e839080a232,35,100,06819c2197714a1abd1b1c0a658b6451
10b39a33-0e16-4e29-b45e-620c14c86fb3,249,01ba8c95-22e4-4f8e-bdd7-367531b7e260,35,109,5ba59240bd2c1b2b62d59aa99aea8e83
e0f60a81-02c4-4d59-917c-702f2f3eb17f,250,b0884827-649f-4826-99d5-092fc008b264,39,106,c90b22b1dbff4225d978fac4259983d7
bf418dca-af0c-443e-a20b-4b0ab1b1451b,251,5da11b57-c618-419f-be8e-0fa9ae30450b,26,92,ad9f533197efd0c397d00d74b16c7702
15327f49-4979-41f7-94c7-7778a28ae238,252,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,17,68,27479dff361fd5cd7fc8d7da01e974a1
210248b7-b655-4cd1-92bb-494a0f69c91a,253,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,33,65,f4a19a3bddf72a9c8ebec37bf31f9683
7979221a-4752-423c-996c-b86a236760e0,254,398ced3e-37c7-443d-bfba-f033b06b1d4f,17,88,3ecbc7b731f977aba94527dfcc7bbf63
ce64abfc-c798-47ea-a936-b3e57139cdac,255,953fbd98-d927-4711-ada7-e78c7da3428f,35,77,81c9e89dec9626d328ddadd150f17acf
cf0823dd-611e-401c-a699-f08606604758,256,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,17,98,fb229ca3f84c0d15730e86b1d8d0882b
b1fea8ac-4152-44e0-8bba-ff36b69deef2,257,e197cf7b-8fe0-4586-b917-71660fa7fe1e,38,95,7f09e61c273d3211f0e333ece76255d1
b92024ab-b5b5-4f58-bc28-5236bda2b854,258,122d5a21-1d98-41dc-9385-658fe7ef67ab,27,78,6e226a35ef61af1856bcb0812c70729f
8a03bf3f-0792-4d95-a028-474c446ea7cc,259,921cb450-415d-4451-a34c-149527faa2d2,40,61,dc65d55370b10cf2cbc566bc5265daeb
395e16ba-2779-46b7-b31d-e283209f82b0,260,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,21,110,ef8e42f365097e8c1e92feed9f7f9136
baf7ad31-a26e-4a7b-8753-5621d04f033f,261,d41124dd-d026-420b-a502-241945f71418,35,92,710cd2caa27e6026721a835e7e83f42d
0ef134a8-1aca-4324-96dc-1dd93443fda7,262,4eb36c5a-37fe-4185-b05f-0d77270d822c,12,100,ece8f4148d584f8f41544315e1699677
98bc21c3-ecef-4a52-8e26-62097990bd50,263,35136aa1-c8a8-4039-870f-c761e80fe8cf,24,99,c5186adb0bac732deaa67c1e172ee21b
11a00db7-5ff3-460d-b3fb-21ecc3eb5aa4,264,64e37cee-410d-45da-8592-a2e08c8eeee4,26,105,7fbf85d466c3212905c57452dd949f5c
8c061586-f7c5-4ca4-bfe4-dc36631e3d73,265,d6412e7e-f588-4f47-bcaf-c4127c83541b,35,100,50733ee34ae7801da582a32b965cc296
6723f87e-3d19-4223-8c63-e4ee80f416d8,266,f7072436-bacf-44d5-86d7-62843ac7e9a9,21,119,1164dd1a877d8db5361361a1ae200c6e
ad893ac2-7093-4104-8e71-ecea73faf39f,267,f7707042-df3b-4a83-9d03-d82bac2e3f79,20,82,a4f89801cd412d1cbfc7208ef4ad5b36
913bf294-abd6-4e6f-9547-0abbdf93b765,268,02ebd4fe-8110-47e3-b59e-f71c08a5144a,25,114,39bb7af6daec8e026454f34e3be0ba58
7755d950-997a-4d9c-8b63-fa3332cae270,269,c534a652-7287-4226-9684-b4f9b8cde1c8,40,79,4fec7614c0cf85ddb2512bad7a66acba
0e74de75-0c94-4a8e-abb4-be5b2d7a455f,270,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,39,67,06ce2066a973fedf7cabf3c7db31588c
b1275344-f6fa-4535-b496-ff82d8e226df,271,c49e299b-895b-4fad-b361-879cec70a5dd,11,114,a21f9d0e6cac65fb7761f812edc3e477
f6a1eaea-7384-4f0b-a2fc-9ce109f08184,272,01ba8c95-22e4-4f8e-bdd7-367531b7e260,14,79,6777dcd27781d7e1cf534c645f30c60e
b8eac731-ae53-45eb-bde5-fbcf1d2de66e,273,44f20b1d-8a8b-4c64-94be-29c1042122c7,20,71,29b50360aa6b05b4f8f1a4b44641ff54
f9b2f989-217a-49c9-a4c7-ef8ee9a82113,274,ba82a1a7-81e2-411e-bc68-6dde763ff558,37,101,36f0e30ccdb2900ee8b5f3f0f61f00fd
535f6762-7a44-4ef3-a516-1e5ef9671137,275,53a7cd91-a001-4320-ae57-b6b9f276f171,34,64,95e4a67ef98a494079a9db4ac02655a5
f68f0564-7ef8-439a-a579-798121e83d68,276,953fbd98-d927-4711-ada7-e78c7da3428f,10,85,0ae698f297e10cb0d729b51c1dced2cd
d4f05b57-464a-4ecb-940b-51c19ae49e5b,277,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,39,62,01ae0f45e7f3b2c3d347282fe4144319
e8597f4d-2a12-4448-8617-4f7bcd61536c,278,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,19,109,362e944597fb69129f5752feeed28fa0
dd39cd90-06fe-4eb2-bb7c-13aa069c9f42,279,af8f8a04-b980-4a2a-9c5c-37970e8dc361,15,113,62e96c2e0cb61e9d547a7503f4f14cb7
8e4a2342-8b00-4ceb-8526-92b4b968d2a9,280,3c890e49-3fa1-4fd1-bdff-9758f10b3478,36,73,7ed2572e49922576d49a85c8fb0bab10
a031a780-5999-4514-8909-a6925b57fbe1,281,82f970cd-6a18-4d47-8f81-163e2998abd1,35,109,aa9214def662aca82cbcf8abfc0c585f
a5e15844-536d-4793-8607-953731176aef,282,581f6795-d78d-48bb-906a-803db42b5308,26,98,6a088236095c49cbab213e134775fa70
da4ebee5-56d8-4946-b0d8-95a1b516fc34,283,49b14348-e197-4620-b56a-1d0c5ba462eb,33,97,d6b69e8d03712728d2359472fc48d270
7e17cf2c-ed37-4c1b-ad60-175b2ced1b58,284,3f860e78-0d6e-452a-b7b2-ed200b054978,34,74,536ab2d210d2783ca6c15ec018aa4f87
0484da60-1c16-47fb-a384-bf4b0c5b3cab,285,d6412e7e-f588-4f47-bcaf-c4127c83541b,35,98,69bd6cd1641ee8a1c50e7fc5bb3eec40
93cd381c-4586-468b-80d4-4a2122d7fda3,286,1bdc26e4-190b-44e5-8035-b554eee7dbd1,16,67,16e288c7914c23d856487cce82d01f9c
c8d21240-2471-4df6-b774-7a91e2ff19dc,287,8940ea8f-f6be-4505-b6e9-895ec65a2da9,26,118,c5ed5db35b292a4f4e5127630498373d
ab335610-702a-4a52-87ec-a4b7b1f574d6,288,06164421-d941-41b9-b04c-ae749af454eb,18,85,357d9c45733aaa809dbd7762be0a3388
4892d8c6-bbd5-4dda-8037-d08faf92112a,289,40bcc72f-da6d-42c1-950c-490e47205fbf,23,84,ee675ad3e3f3625130609c5dab18a2df
3c987e75-3445-489c-b8d5-005be194fbd5,290,398ced3e-37c7-443d-bfba-f033b06b1d4f,24,110,d841efcf1b6f4bcb37fb3e9b4d9bb453
e9125242-67ac-4f0f-8b46-7045f9e394b0,291,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,11,119,159c95bbf3304479dde39978d57203b6
d89f76b5-9fcf-4e3e-ac9c-ff0eadec92d0,292,3f860e78-0d6e-452a-b7b2-ed200b054978,27,110,67a1074f3d3f14371485b6824d8708e2
5b3d192e-1cb6-43d0-afce-748f2022f5a7,293,458ac4b9-4fca-4259-8012-13972a2623aa,23,88,1b1a4cad30b6ef8a4bb3a7b37ee4c5e5
1a2987a7-fc83-4b8a-844e-ce4194f2baf6,294,3e280c93-e647-4ad1-bdde-14dae735e364,39,61,ca99486879f9b1fc4abd530f7c739df3
983eee21-abba-400e-814a-a4bec639dd7b,295,a1057858-62ec-4839-9b07-13ca5e02a426,19,70,0eddd817ddc3807d649e36128e1008fd
ad872650-95ae-42d3-a1ea-4b6efd05e2bb,296,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,10,77,cbbd8a035255ea5257754ded0624a412
76c7e6db-d77b-4415-a04c-14b0cd3e1f0c,297,7ba3c5d7-1961-4ebf-b146-9fdb307a7efc,30,95,c450cbf0297a159db0cdd9372cd3fec4
2a0c292f-c05c-4652-9137-bfbcd94d8d11,298,af8f8a04-b980-4a2a-9c5c-37970e8dc361,14,87,7d6d57ba42567238a9ee63d858374705
bb0d5dac-e809-4e3f-8725-b7f1b28ef09e,299,9b70695b-5588-44ee-b349-95fdef5dc164,10,63,fe42208413b9270412ae41772400f06e
2e6b565e-9431-4c5f-821f-3cb3c4a27c2f,300,1013921c-4a66-4cb0-8c1c-423b78fed26d,36,105,36ebe64e791376d9c5b84637648780d6
