OnlineOrderID,CustomerID,OrderDate,OrderStatus,PaymentMethod,TotalAmount,RowHash
eaa7c0d7-df23-4ddf-a876-5633862f3ccb,e7f94088-5db1-4d2f-b307-f6ddb85f00db,2025-01-10,Delivered,Credit Card,298.07,c146ef2a03081292f4eb7d557b13e1ce
b859d5b8-9ce2-4973-9e57-c988164f7039,0f45a161-6a0a-4acb-946d-63e0e10ab754,2024-12-21,Pending,Gift Card,157.81,ef31e44cc80c16bfbd80d8c21668729c
98e01f1c-ece1-4b7c-9525-eadc5b974ba4,b02a6b7b-7c0d-4aa3-814e-9392707fb425,2025-03-17,Pending,Credit Card,571.28,5f17632261b09ff224e14036b77dab15
aef24703-9e0e-489d-b338-eab41d960967,f3a7b19e-8ee3-467c-a4a4-8ebdd8380e07,2025-02-14,Pending,PayPal,165.97,029988d2358a236b009eab53058d4afc
fe436954-076a-4f4a-9413-2478c2c36048,a0c5a1b5-a25a-4560-b43e-819595ce5967,2025-01-25,Pending,PayPal,295.07,41acfdf3bd81043610ce3a4744fc0f55
88ca54b6-191e-4863-b9a3-0121d4db3e7a,b2598e19-bcb9-4470-8df4-01dbd5bfd20f,2025-04-30,Delivered,PayPal,375.36,7f54b5b10691e831077b42c87f7e37fd
b72b8329-e05c-439a-a71e-8bd1e50c9cb3,0f45a161-6a0a-4acb-946d-63e0e10ab754,2025-05-06,Pending,PayPal,579.89,488ec833697cf306f8bbe36edcd86bc1
1ff4e971-f828-4b98-a6fc-4fe26dab0f94,96c45fa2-97fd-420a-8429-f7ad7282972f,2025-03-14,Pending,Gift Card,358.2,4d3417d47140859a0194ca8477f587f7
c50dd587-c509-404c-9d0e-4c5030eb0c4d,2e48129b-46eb-43ba-b0fd-a163df1ec271,2025-02-07,Cancelled,PayPal,73.32,b90823b550939b511554e1398f1f8d2d
9b12afed-04f1-4aa3-91a8-43c2756cc97d,b5aadb4a-b56b-4108-9901-8cd74e6433c8,2024-12-07,Shipped,Credit Card,427.4,4a5f831440347bb327dafa0523cc1852
bec20fd7-10e6-49f7-b245-2d0ae3d5e966,32207c48-3db8-496a-bb65-491ecffbcb17,2024-12-31,Pending,Credit Card,227.91,eb3804400ed18584b923570c01a22b8d
0f30f7d4-6041-4f96-b53c-48a512eb4855,ead53710-8391-4918-8be0-c635c8f19bb0,2024-12-07,Delivered,Credit Card,318.4,1ad11765cf2261b3f55e40695de00217
c2cc5c39-1f9b-484f-a4fc-ee105c431de5,67e1ddd9-9a02-441a-94c3-40b5171e11fe,2024-12-27,Pending,Apple Pay,498.73,c14283c9443cf7b647f9b00a056b7e42
7676c8fd-6bcc-4805-ae44-277fa37a339a,96c45fa2-97fd-420a-8429-f7ad7282972f,2025-04-03,Cancelled,Gift Card,392.28,1d160474c5d8297cd3159213904abdb7
10e6d58e-e457-4af7-b671-fa1c75345621,d954b66b-7306-47b3-9385-67ca95eb1d88,2025-02-27,Shipped,Apple Pay,130.4,9385ff59cc7bbeb819969b4f068054a7
dda35f22-3a72-4fac-9efc-ddbdd943d105,1cc90104-e968-4a68-baac-2dee082fbedc,2025-02-22,Delivered,Apple Pay,294.98,ce0b842e2e1031eb5093e1cb4b3f3b14
ffa7fce5-64d3-4107-b85e-4534e05a0c00,36e34703-85dd-4543-ae4c-71fd16b52d4b,2024-12-31,Delivered,Gift Card,515.48,026c7b7238a57663182523d1799c910e
2087ddd0-b40e-4e33-a7a2-9f44e16ed3e1,4e8e8e57-ffb3-4e05-ab34-9061c89ca0a6,2025-04-04,Delivered,Apple Pay,169.0,3f8b62ac70660ff7e29560caf44e8792
47a891ef-3354-43fd-b004-76c425fa5073,9b437933-6c78-4429-bb3d-c932184be19e,2025-03-03,Cancelled,Gift Card,46.36,8d1d6dbbf888bc43a683222c406d1df4
324d9010-5327-489b-91dd-5e26300f2e52,911e18b2-a5e5-4e2a-9886-3ac97b737548,2025-02-01,Shipped,Apple Pay,150.91,66957f2468a342045cde84b56b7a9600
54dea8b9-9fbf-4568-b37f-14738c9ecf7e,98317645-3c94-4aae-9cff-a45ad134a373,2025-05-03,Delivered,Gift Card,531.78,4d69cf628efdeb3d683af6569ba3b122
e7edb0e6-4e4b-4340-af2c-e34ddd1f9d28,2a78fec1-5fde-4104-b7ae-93d0c3c9a8ba,2025-03-03,Delivered,Credit Card,324.48,a15f7c701c5e85a3cc345fb53a1f9f77
0f503514-c47f-459a-a59c-e57b39c41e41,c2ee1fcb-57d7-4c69-acdf-65dba90a8b24,2025-01-26,Pending,PayPal,440.44,d173a3459077fa73fc4799a8f429181d
70e2cb05-0d6d-43b7-abdf-c8a65cb5604a,8ce52608-8abe-4ed7-bcd0-4158ea9b8c0f,2025-01-19,Shipped,Apple Pay,398.16,a52de34993bf2279ec76dfc39ddc4ecb
4c9167d0-d85a-4316-87d9-bcf36ca2885f,8ce52608-8abe-4ed7-bcd0-4158ea9b8c0f,2024-12-22,Cancelled,Credit Card,83.04,cb62f3cef848f299da07d3885f654ac8
6d9add99-3477-4fc7-8fd5-44dff0bf4162,0990c93e-ece2-48eb-87cd-daaa4f8e3634,2024-12-06,Cancelled,PayPal,204.54,5c5d9e578bdd077bc5d57f58c4b381a6
029bd7dc-f262-4692-bfc7-b6fd17854c37,adb51ffd-a91c-4776-803a-b66420a19914,2025-02-16,Delivered,Apple Pay,345.48,08f84d71447395cfbae71a4a83470c87
089ac29f-5e5e-4ddd-90bc-4d06c46e686c,aba405ae-6e45-400e-9639-0b2f84e8701f,2025-02-13,Cancelled,Gift Card,230.53,14cce2288541bc202eda12df8e21fdbf
e2551d34-bcfd-4187-b8cf-332893a4b0fb,f53554cb-9eab-49c1-8b02-d7e29b1e7617,2024-11-27,Delivered,Gift Card,173.3,772f42ef700899f3d4065ae65aa54e83
2c8e0ff0-c71d-4b50-b139-06237138d379,a4c5d14a-17c0-4e4c-b854-edafe1242e31,2025-04-05,Shipped,Gift Card,98.15,ceded33cb2eeed6c39e72b9cd084403f
87ecf873-9216-4731-80ea-687c6d28f9a7,5af80985-ba1b-4f6e-84b8-7609fd7320b0,2024-11-19,Shipped,PayPal,153.34,f78eeb960c8a2f06497aae0491ad7f87
daad7970-5d14-425f-b35d-cda9a13f980c,e2f5abe1-6f2f-4187-92a5-86e8e54741f5,2025-04-26,Delivered,Gift Card,588.89,71fa901e59562ea8a76163ae3284449b
99789a90-e892-48f8-a45b-92a8d428f36b,109a1dc9-6f20-447a-b63a-9c674710342d,2024-12-01,Delivered,PayPal,235.7,4e6c6c9530082f1f5f0cf0568ef30a38
f01d6893-daa0-40a2-a5cc-8111e6143a27,32207c48-3db8-496a-bb65-491ecffbcb17,2024-12-09,Pending,PayPal,186.36,3c2078b151d46d95cdcbf09c7607ac07
340a2cbd-40ef-4a1b-bcd8-bee10439ba0b,2826d8f1-35e6-4900-8498-fdf07a4d7c64,2025-03-11,Delivered,PayPal,393.59,e3a2cac55fb534be6813ef737608e616
a856e209-fa59-4119-8dd8-8b9b3aa0a8e0,5f85f833-7720-4f8f-bf18-8f883b2ec93b,2024-12-11,Cancelled,Credit Card,527.45,f7eac41b8342970f4b9d8e74cbfd33cf
2df13145-9787-4aad-8f02-b34bb9892dba,7dd4fc20-0969-40bd-888d-bb977c41b03c,2025-04-12,Delivered,Apple Pay,302.87,734fa7304755a909091f916144937cbb
6fd465a0-0ea4-4231-a301-2a69c2d8e24d,67e1ddd9-9a02-441a-94c3-40b5171e11fe,2025-03-22,Shipped,Credit Card,173.91,c0cc18ef35febdce301eb6a2006587ef
7f188a64-40ed-49fb-a57f-68bddad501ba,058c3a2a-b60a-4e7c-b559-b37c71752a30,2025-01-30,Pending,Credit Card,258.4,c3b4f8c81040cc68f061562e3f29f312
31575afb-e69e-4141-a70e-17ac79afaf29,e1ec4360-76b0-469e-a876-e7d75824a57e,2025-03-05,Pending,PayPal,115.04,4732be23598b5decba6569bf88008a60
74756b56-899e-4a69-8caa-71769beefe4a,fc244a10-6f89-4ba1-9c7a-9618c0a14f29,2024-11-22,Delivered,Credit Card,596.53,9b0d099c3272f9125113b6708054b3dc
359c2809-d9fe-4f93-9515-c5e1357de933,a4c5d14a-17c0-4e4c-b854-edafe1242e31,2025-01-23,Cancelled,PayPal,472.15,9fecce6fa39c77c0baf613d8817c39eb
e3d49102-4a8f-4561-bbee-666f10a11890,562bb5ea-76a4-439a-9bc9-b14b71c6b2d3,2025-01-23,Cancelled,Apple Pay,199.49,466d5ef8499c7157b6adbbbd84c911b0
ab3abe0a-d941-4539-8ab0-e970bf055500,82271828-1551-4ecb-98ed-bdc0af01d509,2025-03-05,Cancelled,Gift Card,354.12,107e315b5381f7aee2dbdd66e170174a
a32d43e7-f204-405f-ab39-8db7d6a02909,4c934de6-afff-4a0f-bd6e-542bcf9749d3,2025-02-08,Pending,PayPal,386.54,da98c4a0eb7164f93e7233c85da83d70
54c472ba-87e4-4ef6-8f9f-a98d7b0d83e3,868341a9-407d-4cce-85cb-45affad6bdd7,2025-02-20,Pending,PayPal,166.72,a5ad70a857ccde1e0f2fb2fa5c8fbc67
991ed69a-97e1-402e-8530-a5a1be604dd3,47d7adf6-e8ce-4187-b4b5-bda85c87ad8c,2024-12-28,Pending,PayPal,31.53,ab7fb3171c3fcbb1f2fee7ea4cb9fdea
73ef6500-3eeb-4926-84e1-802b48fdd9fc,fb42f717-1960-40df-8d22-8829ab963b34,2025-02-25,Cancelled,Gift Card,48.6,0276660e8682507a21de5df64a6ca721
e4d1c826-c881-49fd-8025-dbfe0b7fce96,b7c5a5ca-d832-4c89-b9fe-6357f56d3c09,2025-04-26,Delivered,Apple Pay,70.57,60c2cb6905bd0301a84c434ababec0a5
57a32ffa-60ff-4ddb-a3e6-bb9f6cc42ce8,fa531511-a71d-4642-905d-b8d9edb2c7bb,2024-11-12,Delivered,PayPal,272.33,d46225614ab4d768395622c6e2f633fb
c650db96-a98a-465a-9c0c-ee7d79d13355,c5e64829-1374-449d-999b-3c72edca3462,2025-03-22,Shipped,PayPal,547.79,b41b655b191dfb8d45b4076aa0fee925
c6cd1499-dca3-4c6d-93c9-e102aa257dab,da1a1b39-3826-4312-8001-62e063765da4,2025-03-29,Pending,Credit Card,124.58,8cab8501b736a170c115f6cbada98898
21152826-2349-4293-be52-5e6d77f8ed31,5c3b349b-0481-4cdd-a1cd-8f7217ccba1e,2024-12-02,Delivered,Apple Pay,100.88,9740e432c9ab22978a3ec8544840d0fd
3c183ec8-d442-4acd-be3b-26639f4de513,b5aadb4a-b56b-4108-9901-8cd74e6433c8,2025-03-22,Delivered,Apple Pay,567.33,0d0cf3b7ba0289807df560173507c854
4eb7c369-c379-4c8e-982b-8d68aba046ce,40650a74-943c-49db-952c-f45361ae9c62,2025-04-30,Cancelled,Apple Pay,75.85,0b73fddba218b84c405f3021dde64960
ce476215-09b7-4c54-bfef-483d35745814,d78fb047-2670-494e-8d99-a36a1ede3c34,2025-02-22,Cancelled,Gift Card,374.12,3afeb12bc1ce540931b73611c044621f
610d9798-22a0-4a5c-b3a3-3b9b8f8b3ca6,0f90b47f-9eac-4aa7-a86c-9e1923b32fce,2025-04-04,Pending,PayPal,578.29,b5a7bd3ed60eb71a7dd4c1a619a730e3
61787aaa-d1b5-4e34-b518-09638c7f23c1,8fab808c-0c49-41bd-ba85-6660f2f977ae,2024-12-31,Pending,Gift Card,358.46,c17504313b5d93abb839c4b8edec1a6d
7a36cfbc-c4a0-4fe4-b59b-3279d4f98427,fbf4af5a-de5a-4ac0-9553-f38c1e073d10,2025-04-08,Shipped,Apple Pay,325.81,ffa114286f426859e292a6b7311f6a21
ee07f43a-2fb0-45a6-88ef-7fe8af17a744,abf77610-a855-4d44-b732-f19a766d0410,2025-03-14,Delivered,PayPal,598.26,147d7511c22e515869a944092588293a
98f745c1-6be5-434d-a8cd-9241bed61cb7,9d0221e4-62a8-4f89-8c5a-ed4aa03cb467,2025-01-15,Cancelled,Credit Card,297.91,dba42b1c16d286c8c8f2cd00a55be0cf
77fb5876-51fb-44d7-88bd-0e34c4b7ec5a,9315643d-0012-45eb-81f1-8e3f043d9ab6,2024-12-01,Delivered,Gift Card,411.98,98bbab24aebcf757ec9055b82e8691c4
7c599d71-64ec-4a8d-adbc-9cef86b5f2b9,f5e681fc-2ede-4a0c-aa82-4fe8e988bfbf,2025-01-05,Delivered,Apple Pay,425.39,ab5d08897451a157bea2ad6512208bf0
1922c076-c1a7-41c6-8298-7e51ae465a56,b7c5a5ca-d832-4c89-b9fe-6357f56d3c09,2025-02-02,Cancelled,Credit Card,289.25,57ab0bf122eb74bc837ad6e3e279c4b2
c5df3e42-5d9b-4b6f-834d-29096a1202d3,479a87ac-a1be-453d-ac95-29ef6bd781dd,2024-12-10,Delivered,Gift Card,96.08,65e18d63ba433556c549b79bcc8cb46e
3ebe7a8e-4ed1-4280-93c1-963eb6f9e93f,958eb126-40d5-4aaa-8f85-3c7e2a0409b1,2025-02-06,Cancelled,Credit Card,404.87,030c88f8dd44bea9aa510b97883e7843
867928dd-b5b6-4372-97aa-60a5e4bdb272,8a798773-f9fa-4d08-b303-50a803942598,2024-11-10,Cancelled,Apple Pay,60.9,56820c87941b7f331729de8dfde4b9bb
cb9fcaf0-31d6-4a69-af49-e345b4006dab,aaf39d77-4f4a-4826-aa2e-b9895c26840a,2025-03-30,Delivered,Apple Pay,386.48,59ef38094dcedc118f844974805c729e
18f68fc4-71e1-4cdb-a13f-0d77d7b5981a,71a9e3da-07c0-44c5-88a2-b41dad9dba3d,2025-04-29,Pending,PayPal,182.22,3e505173d85914fc5712e62786cd6979
82881dbb-5736-481a-b6de-b73abd9d2689,08c22a54-9f4c-453c-98da-bc0499e31b0d,2025-03-29,Delivered,Apple Pay,532.08,39a8a67ff79e97f1ad95b01ea027514a
f7e83ceb-0013-429c-8261-45dba680d680,0051b3f7-d60c-470a-a8f8-f42cbab5baf7,2024-12-31,Pending,Credit Card,584.69,7d5ac653f313987e30f25cf45c2e648c
0a6a88b9-47a1-4609-bab1-b04d27d55a1c,3e090dec-d6c4-44eb-87bf-d6d8f0422e49,2025-02-15,Shipped,PayPal,207.13,8852a08101f97b051de81f419ee49430
2095e343-0ca2-4e07-a1c7-a783f52d4243,43c631a5-c6f4-4cfe-b35d-b6f82ed4cbfa,2025-04-06,Cancelled,Credit Card,158.08,30f6865043e7bb242b231de9761c669f
ca3d141a-b6cc-4f00-b5c2-9877adc81b5b,41bbd022-bd2f-4424-ad2d-9e748b774ffa,2024-12-14,Cancelled,Credit Card,399.19,54e7a3356943aadeb3f76e1a5bd8bad9
dcc5a1e9-dd3f-43b3-b03c-c383e63c1800,16246705-8847-438b-b4ca-d353f52613a5,2025-02-16,Cancelled,Gift Card,320.06,efc9d156de0bd7b520815e6e2d0421a7
c47debd6-0541-4575-8c26-61eeee8f5032,8a3d1109-9e81-4a27-9da1-3278e372a151,2025-05-06,Cancelled,Apple Pay,588.74,e7a453b44d31fba9d2507d49b530bb5a
285bce14-4dc7-43a3-9eed-bebf636f5fd0,272ed81b-7dba-4b4e-b8d3-548ccbb1ab8c,2024-11-30,Cancelled,PayPal,248.64,a390d895d63d6f32aaa669dd1fa6c1c1
805347f4-0489-43c6-8b04-77c3b21cfa5d,2f4793c4-7778-4c9e-b186-1920172c8251,2025-04-28,Shipped,Credit Card,187.46,026e2704d0ea9bd471b6198cbe1d2334
78b77191-47fc-41d5-bb26-3bec15c8e63b,229ff9ef-48f9-4c2a-beed-61c3dcdd5e96,2025-03-11,Delivered,Gift Card,497.71,1371740e3c25c1e3e40ed38a7101e6fa
3b4b648c-2427-4bed-80b0-c7d5fce1cbf5,969aa8fd-d2ff-4dbc-8c7a-0b6dd57c1850,2025-01-06,Delivered,Apple Pay,523.2,71785a5a4b09a3ba410e017cc4f60426
bd7254f4-dca8-45f0-a6d0-3c4a5edbb344,f19c7f61-61c6-42ff-a94f-7aca97200bda,2025-04-22,Cancelled,Gift Card,219.49,36baae3067aa6dc5b7ca8764e52c44d1
209e592c-58c7-4b30-81c3-aad1ee485211,fbf4af5a-de5a-4ac0-9553-f38c1e073d10,2025-03-14,Cancelled,Apple Pay,561.73,121c1c9d535f931529cf9b35ca99d7ce
cc9193fd-9656-4cac-9129-c91e6de24b01,c2ee1fcb-57d7-4c69-acdf-65dba90a8b24,2025-02-16,Shipped,Apple Pay,163.13,8207805bd2bb56973ea5b01649c7e469
d3e330a5-1aff-48bf-9489-8968aa2f0588,5d2a1b34-fcea-4223-b2f8-849a11dfbc37,2025-03-08,Cancelled,Credit Card,211.36,8713c062b43b404e18350831bc6e7a9f
a00f10e0-e6ff-4f9b-a7e5-923bbdde78d1,a0c5a1b5-a25a-4560-b43e-819595ce5967,2024-12-18,Cancelled,Apple Pay,593.4,830a8e8681ff085b1c9ed35209e9f577
c1eb7503-9b82-4f07-aa49-0507c230c074,8469b845-acb7-496e-9ed5-764b1282b1d9,2024-12-09,Shipped,Apple Pay,579.95,608da95d4c3f0e52ff9d4c6062ef99ea
b0435769-aae9-4d7d-a8c9-90fb7fa9403c,81c9a254-98a5-40a6-8423-c982583f9808,2025-01-21,Delivered,Credit Card,528.29,a8bed70c9696f0320e2847f7b3227959
d3215cbc-76e8-444f-989f-f594445e1fcd,7f3e9daf-2604-46dc-8b40-ca75fa1ade55,2025-04-07,Pending,Apple Pay,38.75,64eed9edb07e3f0c42ba9bd984e9dae4
7d775152-fd7f-4548-8485-020ef1c0faba,da1a1b39-3826-4312-8001-62e063765da4,2024-12-11,Cancelled,PayPal,72.65,c3d2c95866e1bd8aeff6cdfdbf7fbdf5
f5094bae-4300-439b-8223-1e275dc857a1,868341a9-407d-4cce-85cb-45affad6bdd7,2025-02-22,Delivered,Apple Pay,400.41,c9efb4a850052730225cae592e07d925
c9de69df-0925-4b32-8091-c88e1447091e,9fc769fa-e8aa-467b-bebf-8cad0a9bb523,2025-04-10,Cancelled,Gift Card,387.28,9d56612bf591ae973c315fc0b726bfa4
93e631b9-ac81-4a61-b519-e88f7657de4a,71a9e3da-07c0-44c5-88a2-b41dad9dba3d,2025-05-08,Cancelled,Credit Card,381.95,c285859e68295f179a4054270e5940f3
9a5e4ecf-5256-41d2-9e28-e7e7e804686d,8fb25935-e521-4657-a16e-fba8d1854f4c,2025-02-20,Delivered,PayPal,455.66,fcaa13d16b7c4a35656af3dcb970a0fa
fc2d6949-7aae-4bc5-9fdb-869295c07345,9d0221e4-62a8-4f89-8c5a-ed4aa03cb467,2025-05-07,Pending,Credit Card,282.9,cda75696edb939c81467726f8cfa8add
3a90654f-1390-438d-a719-87e19df54dee,f09d0133-4c33-4304-ab1f-5a3fd14fdb2b,2024-11-10,Delivered,Credit Card,56.21,5be955b16a94e5094f728141ef89e279
63372cec-9c34-465e-9cdf-4d1961588e6e,26321174-6945-4b96-a3b1-fe4ca62b8cf4,2025-03-06,Delivered,Gift Card,243.66,112da78cc4e0441699dd8878b12a662a
ff49af21-b534-406f-9641-b617db049a93,34a42ee2-59d9-456f-85f7-7c7c53c7eee4,2025-01-11,Shipped,Apple Pay,352.58,e106be5ac75c1927adf3e6953a0128d8
cc89f4d6-9046-4f0f-b063-d0426387e7bc,cefaf017-bc4f-4883-8ae4-ad521206d6dd,2025-02-12,Shipped,PayPal,75.01,4c6ec5d7480a482543cdae3bef7e2b6f
debe9a5b-cca4-4d95-ac53-1efd041e5460,562bb5ea-76a4-439a-9bc9-b14b71c6b2d3,2024-11-13,Shipped,Apple Pay,550.31,35c7372d5bc2510d1b8a66ec2cdef061
51ef2ea1-4531-46ab-a757-04db848f851e,da1a1b39-3826-4312-8001-62e063765da4,2024-12-01,Shipped,Apple Pay,393.61,1370a949626ae5c1f692a31053381a93
c11ba4fd-f3a2-4a84-ae73-eb6d31950662,d954b66b-7306-47b3-9385-67ca95eb1d88,2025-05-09,Delivered,Credit Card,542.38,ddf583d76135eec5f8613e34e7117a66
d0890d3f-e429-4a1e-97ac-be472d5b794a,e959f959-8444-4d57-a07a-257da7b0a84d,2025-01-19,Delivered,PayPal,72.1,a405f535f466bf1ba19643415563113c
928f8d74-f5d0-4460-b877-ea0d7f0d0aa6,aba405ae-6e45-400e-9639-0b2f84e8701f,2025-04-29,Delivered,Apple Pay,423.48,b27faff813771e113e05895f2dabf066
eae2d5b8-f6b7-4f92-ae2d-fc9e01060896,f53554cb-9eab-49c1-8b02-d7e29b1e7617,2025-04-20,Delivered,PayPal,599.64,19ad2ed0a6b764c544f3e86f9e6258b4
4c667067-55ee-4623-a9f9-5afc9ce3d7f8,e2f5abe1-6f2f-4187-92a5-86e8e54741f5,2025-04-15,Pending,PayPal,247.38,066fb0402bf2cb714c6a610072096aa6
e534e113-4381-4d77-855d-1fa689d52331,fa54cd02-bccc-45e4-9216-f991bbcfd628,2025-01-08,Delivered,Gift Card,42.51,6880b63c1a2d296ab610aad8c191e497
cd6046ec-b239-437e-be79-dc51d8a13b3c,075b10d3-562a-4a4a-99d8-9bcad1b783a3,2024-12-26,Cancelled,Gift Card,34.62,1c2e7268a2d668cffd40278d416baac3
035a303a-16b2-4532-8ac0-c00699978802,fb8389d2-0374-449c-9d8a-5da6091ff8a6,2024-11-21,Pending,Apple Pay,504.72,b30d5265a8722e9ba951cf72dd693f76
799763c9-9212-4711-be5f-b32da7c632c1,b7c5a5ca-d832-4c89-b9fe-6357f56d3c09,2024-12-26,Shipped,Gift Card,154.83,d6d386eff7cf6dfe178cc9873eda43ed
316e83a8-c602-4467-9145-fa4655ddeffe,c2ee1fcb-57d7-4c69-acdf-65dba90a8b24,2025-04-29,Delivered,PayPal,388.1,fc7b4c933b14728518be9f37ca0957b0
43932f8c-5baa-45b9-8028-865fbffbccea,3b824cf9-6fce-4fa0-9c41-4d00c15b113c,2025-02-28,Pending,Gift Card,479.51,c6af4ab7ef33d49f58ffd91e47effabe
cb683b45-ec65-4037-9f12-c6ad4d056319,0f0752de-a05c-46f6-8cb8-490dc38ca71f,2024-11-25,Delivered,PayPal,81.38,e9fb17db9f87e14210f3b306d2f622a3
f96b0bef-c539-445f-9e0e-c0948fc3f683,d1f946d1-c2a0-470e-be69-93fed80c38de,2024-11-26,Delivered,Apple Pay,130.11,61b6a81be2c66c0bad00fae4dc620138
cede7847-08f2-4255-ad69-4d93f25f79d1,08c22a54-9f4c-453c-98da-bc0499e31b0d,2025-04-01,Delivered,Gift Card,503.37,139a3a7617703381f7e0a7fa35b96e79
aa3387d5-2301-4672-b04e-8e9fc8f68d30,b2598e19-bcb9-4470-8df4-01dbd5bfd20f,2025-02-12,Cancelled,Gift Card,455.54,88c5360a2695f00f10c6932f3604ff5d
4c717881-c190-4f5f-b6c3-fe34438802f5,1036f013-cf05-4733-8326-ac9a3cdbd600,2025-04-17,Pending,Apple Pay,578.85,9d8e0316582d2d20ea49dde0b4cfd494
658a111b-3f5f-46b5-a166-68bf318d4f88,da1a1b39-3826-4312-8001-62e063765da4,2024-11-23,Shipped,Apple Pay,581.34,e9a8054c2ed0bd32bf98fa1b99c1ef38
10d9948c-55f2-45b9-9c57-90d999710313,e503e620-bd46-4784-9574-69c6d5ae28f7,2025-04-06,Delivered,Credit Card,480.69,32f59a085eb0c2e7858bc7116c7155b3
ff309718-d0ab-442b-ab0d-2d3b28935b93,43c631a5-c6f4-4cfe-b35d-b6f82ed4cbfa,2025-02-21,Delivered,Credit Card,289.23,1f39e347efad44569691c41b6ee14e4d
08c26cce-70bc-4e06-a238-824653293c1d,4527b92e-e8c3-4233-8a3c-e46b5df6c972,2025-04-07,Delivered,Apple Pay,498.78,8ac222245883304158c862c7ef57c509
d71d9f50-42eb-4aed-9426-bf4d19294c56,bfbe9206-4a04-4d6b-a85f-185add3ca8ca,2024-12-04,Pending,PayPal,298.74,47249263187b94f4335a0cec8ce019f1
b5803c56-d9f8-4fc5-98b2-18452c874864,69757d3c-026e-40ba-a2f1-632d4848758a,2024-12-04,Delivered,PayPal,399.16,4584d408532cb4b478f94235eac2734a
c7d82c62-4e41-416a-b46e-7e56f1d65ae8,0fd8efff-2556-4eb8-b525-f43645d78516,2025-03-18,Cancelled,Gift Card,400.07,281a47277b0c6906855741bc5a197f27
1660fe7e-008c-44cb-93d8-ae7f06bb6c9b,41bbd022-bd2f-4424-ad2d-9e748b774ffa,2025-02-10,Shipped,Credit Card,569.37,2585aa73fe883e3830110eb8c5fab51f
f7efd8d0-b198-45d6-99d7-9fb5ce54bbce,32207c48-3db8-496a-bb65-491ecffbcb17,2025-02-24,Cancelled,Credit Card,85.4,cbbdcf16bbc1c731178a06b63c4f003a
c427a1a6-b676-479b-be89-c1f50988ce43,5af80985-ba1b-4f6e-84b8-7609fd7320b0,2024-12-12,Shipped,Apple Pay,288.58,c03e0f4a5610a7a9da6b5f3e35e462f6
b39e6f01-89a1-4498-be5d-c656077ff8d5,1fdb77b7-d09f-4499-a17d-1a697434c5d6,2024-12-31,Cancelled,PayPal,534.69,098fd3bfddf8a548269372fc82eaed61
c5d9a876-9974-4d8c-bd38-6973564793c4,4d94bcae-96a3-411a-9b4e-067ef3a545fb,2025-02-20,Pending,Apple Pay,380.92,4dd08b0c13530431a8ffe387392ddfe8
b8a0d894-70ea-44c7-9294-2a768de6fd8d,d0dab7cc-d47f-4b01-9bb5-5baec13a9699,2025-04-28,Pending,Gift Card,153.84,8d39fd07eb353f58a2b6e3e5c4f85d9e
00745ae5-fe59-478f-bdaa-38bedfe5e0f1,abf77610-a855-4d44-b732-f19a766d0410,2025-03-07,Shipped,Gift Card,86.63,c4814326f7bc8cbf06c77af6756f376a
ef58ab83-8abb-43a6-b57d-0c014ae65af8,fb8389d2-0374-449c-9d8a-5da6091ff8a6,2025-01-31,Delivered,Gift Card,64.51,46b30eb4141e52c66e084bddf3410374
bd4ccbad-7deb-449c-95c6-1fc9f2628a91,1bee2e77-7866-4d02-9336-2dbbf491ec65,2024-12-21,Shipped,Credit Card,570.94,336b64a5bebaabba4fc20550bee97a9f
b2cb9058-d2d9-457f-8d29-fd421eb34114,f53554cb-9eab-49c1-8b02-d7e29b1e7617,2025-05-09,Pending,PayPal,395.77,a3c25a02be708fa47069e93e691c331c
9014a9f5-3cf3-4a5b-b84b-6ba7005e38df,bf927ba1-9005-458b-8e78-dd9aa1e382aa,2025-02-22,Pending,Credit Card,478.47,03f14d9c981aae01c55908602c5e6bba
43db1ad3-8242-4b72-8fd3-613e5569795a,272ed81b-7dba-4b4e-b8d3-548ccbb1ab8c,2025-04-05,Shipped,PayPal,69.11,92f190301b532883f33211d1253dbcdb
0d1ba857-0549-432b-b201-a8d36d669786,fbf4af5a-de5a-4ac0-9553-f38c1e073d10,2025-03-31,Shipped,PayPal,493.44,2a62253f18fb43416d96cb9f55ba0ec4
37ceb0dd-36c0-442f-b6f2-c7f40587cc20,fa531511-a71d-4642-905d-b8d9edb2c7bb,2025-03-23,Delivered,PayPal,479.53,ef359d12f26a73ee06fbe669e67a424e
f5137d5d-95c5-4cd3-9f77-adfc6584eaf3,bf927ba1-9005-458b-8e78-dd9aa1e382aa,2024-12-19,Pending,Gift Card,519.29,683e226b4e992e59718ad3ed55c77398
02a8c53e-a87b-4d16-a752-da62abc0f71e,34a42ee2-59d9-456f-85f7-7c7c53c7eee4,2025-03-28,Shipped,Gift Card,485.15,a14050dace9019f8f2ba5bb79bd0c6b0
b68488be-3168-4851-affd-ff44c8df26c6,9cfe1605-45ed-4c00-aa94-883a4763a9cd,2025-01-09,Pending,PayPal,38.47,cbdaf860beef39483a22afd5df45b496
ab3298b8-7522-4fef-bfbb-472781756e7a,8fb25935-e521-4657-a16e-fba8d1854f4c,2025-01-26,Delivered,Credit Card,129.32,2db3a493de067d0b2f9e427ad2c5c96e
