InventoryID,ProductID,StoreID,QuantityAvailable,LastRestockDate,ReorderLevel,RowHash
1295,3474,774,84,2025-05-11,31,da550b7769e1c3633f970cdbf1275e671a4aa194c1559231a152edc9b3914396
1296,1567,4259,266,2025-05-11,15,713c4ca433f6612132ce3755538bada13c1d5c07e96aa6dc308a762e5b6c97e1
1297,3499,2057,347,2025-05-11,28,03d743d664d6e82572dfc0abc97d31d932e58091c5266ce32d15cbdb99b17c9f
1298,1147,2641,30,2025-05-11,14,c9e5ecc2dc258f1a76157965fa6064b05eb4eb58c0619dd254b03618f9de508b
1299,4784,3104,41,2025-05-11,16,d507a5c4dda41c1babb3d0fd335e51f663658efec8c1de92762d0ae0f569884f
1300,2177,220,394,2025-05-11,27,6f1effd057e8354858ca9aaf08e01786b0c2f40617b2d84ca3fcdace08d3c4c5
1301,946,112,426,2025-05-11,19,a3aaca05a333822b3acf6cd3660754050c8834dab7d85539852e2398f1146679
1302,1748,4092,262,2025-05-11,6,f6d3056a536b5e006fe12c791d06e570343dfef0153dae55e47951a9cbb4e8e7
1303,1528,3010,383,2025-05-11,46,d4d0c6df2fc8063fb607ae6dcef38298cdafd763431ddbbaff9a6959c125c504
1304,1080,3269,392,2025-05-11,15,f9b9ad5ea8edbf0f49f6f1918c6104f562b9c5ac8d0623725123753042dade31
1305,3163,3122,259,2025-05-11,28,45938f5894145a3c08a13387255af04bc19e0fd8362a42ca67233d908179a8b3
1306,1516,2563,11,2025-05-11,24,e06c7449f781cb269c1c88421dca546d8e2c01d4b190d1813cb4a684db3659db
1307,2685,3107,422,2025-05-11,36,df110ddfee7dbd6dbbfc728c8508dc4b530248f4f989d324c2655043e35a933d
1308,365,2005,144,2025-05-11,22,e9344a5c7f1be84a3250fb6e5ae853952c795c592fd37474c8591c3a8085d658
1309,2825,4056,54,2025-05-11,5,2f5b2e4c88f0745f8df0f4c901e225b9f3e124a9d1993f3aef1560934935bb88
1310,1937,1869,227,2025-05-11,47,76c2d6f3bb741c1a381e023256d8176f7280f17f89a4ec11297560733dfbf928
1311,4576,2241,390,2025-05-11,47,37fcd10023076250553478a7b9e1aa291f41c778d5610f9abfabbf89b4cc1349
1312,2116,922,182,2025-05-11,14,411015737cb0a4dc9677c1b72ba7e866bbf6da392eb34589e636f53244f5a78a
1313,41,4462,195,2025-05-11,41,80651db417fef94279d7837c1a1e9232724a8a8b015deabd0e557617e4ac56e6
1314,4485,3525,218,2025-05-11,46,b3d459351fbb017afbe036161c4fe860231e2e4727c90d22f0a4b657b2291dd3
1315,913,2273,353,2025-05-11,32,495a10518cbd1e1c5ae8b8390148e0fc7b965de28e41c95b7e4ffbf40b0f1374
1316,706,1263,171,2025-05-11,8,f5478316c2e7371af9e4be8453e78754dc594e3ea44e781011ec5c2e23980f5d
1317,1732,1598,391,2025-05-11,8,6ae28ba0e5bb324a78347e28cc2eb0c7f1be6267d0b74cf77d592199e7d2b93c
1318,843,1168,154,2025-05-11,25,543b217fefa1301f4b299058d95275f265be6cdb2dbb70a469bf3fe69c7959b5
1319,1363,1052,443,2025-05-11,45,8c99ccf4c797177f0bb7dcc91017b333413d9fb9077de57722a3cc36fa231ad2
1320,2427,3344,68,2025-05-11,31,fecf051de809b775b2babcc48bfc8eb7aacc64679900cc2dabaa94d8080e5ee5
1321,30,4710,293,2025-05-11,39,435312e4829284553eeb02a63a34bfacab951ed804cc50ed1ae05d8424a80121
1322,4359,166,166,2025-05-11,43,8f5f5b6f3cb04b93d6926027907054ddacd3b6464e0b23a059e5515dc434ba8d
1323,3288,2012,403,2025-05-11,35,7cc3e06c6a807c2724c84052184050e12d05e4c2760dbd49a5b358c18e5528e2
1324,4435,890,164,2025-05-11,17,225c716d02b88d7ceac6373712ce8dfe9db9f4327901838a025ad8294f7977be
1325,3497,1596,11,2025-05-11,48,c806f4991422428c6b18947d02a52490ad4724e3de5ded9f33a630786ab89dbf
1326,602,3203,187,2025-05-11,21,94cfaee7c9717b05c7af2b4ee136bec659285784e8c9f205117879448011a52b
1327,313,857,471,2025-05-11,25,7ad1b92c06d239f7f377e977555e778db6a06385cb9a2a212c5f1f5d5a80ad34
1328,2723,4779,176,2025-05-11,48,5d4ab7205a19b9e482a618bf3d22e2e3464eff011ec93b8858ca15a690f022da
1329,2400,2207,452,2025-05-11,8,06dc9dc85ffcb606b0ccb798b04dc61be7fe72ad6a24aa87f87525b2fdb0febd
1330,4703,3856,225,2025-05-11,39,a23be2620bce3c5ab812a94c243d487275677a9521f0c002ae8f7ca3f60069f0
1331,1804,4342,47,2025-05-11,17,417cd4390fcd13448a9d412da0b6ebf8f7818fd53b3dc6e429f8f2d0978fd042
1332,3874,4642,193,2025-05-11,12,bc0f21d39e15993dee6a32a2e1cd61b5366ccd805603fe89927e7d0149315a0d
1333,4405,1159,227,2025-05-11,34,d5313ccd33b06c0ff62a49904fc20da685ac7a276f2b5d6e53afd1cbcd3eff73
1334,236,541,90,2025-05-11,16,7cc00507ea8fe6ffe619e7b8f22b3fd8b03691c97bca0193c98cfc8462cbca18
1335,316,4383,126,2025-05-11,11,2a75c4efe40915018c49845208e95825b7bb675d8fef91449ce0e156826d2995
1336,3300,4637,157,2025-05-11,19,320e02212c856816a6cddf92482430189696b8e0dc6b135ef2f3e548de71160c
1337,4633,3240,46,2025-05-11,22,7a5c06e0be67d8dd5c9bacbc3d49d9786e158d813b6999410e2bea0bcb645977
1338,1482,3003,236,2025-05-11,28,3e99c8b69b92d487485ec8b7aa4b878ff1bae3e70e3ce63f595aa841f1ef94fd
1339,972,2570,362,2025-05-11,24,fa5852596b649e8fb0ed8a682318e20da7df34225b5576052cf699bda5c80c0a
1340,132,3789,69,2025-05-11,8,b102a7c5ff77e2fa9cfde44d95c2571a066dd1a206a3591af9f260c107eb4148
1341,1852,605,101,2025-05-11,37,46ef95c42aa3baa68e55fa6d0edee96196417bac3ed47b7110fbf4d2149d3e1d
1342,4986,322,467,2025-05-11,47,1e00d9e32770eecbaa7e28c6a0224391479846805643093440bf74e7b8b6e6bb
1343,120,4182,451,2025-05-11,29,9dea540ab7674fb1f43c6e18745073bc644efcc658f487d1ff7b4202cf157871
1344,266,1524,354,2025-05-11,8,53d68c64a5cefdd2d78c2eaabb16f376cf6e2d8776f8d4fcfcaa168824b15f9b
1345,1916,3933,429,2025-05-11,35,aea68bacdb689752c4b72ef1fbdb953bc0b4c71a4f38193f4e331835024a3f72
1346,2052,3851,223,2025-05-11,36,13a9bf87a07d81d0bd894345fd84d04e6e827520adeb9144c83eb16d5bc1cb4a
1347,1746,3401,160,2025-05-11,16,f202616514c0e96e4fdacd75b7eedfbe663d9e0146c46e73be5b4c723e3f6667
1348,1869,368,92,2025-05-11,35,fb5592b669bbf98c084971adb60283aaef33e5a62232e49eb6b474116b7f0156
1349,2831,2815,447,2025-05-11,13,642b2fccb337cf7ebf0588990a10aaceaeef9ec04b165dc59103dd092aeff012
1350,4276,471,82,2025-05-11,36,9652e0b03a3d7ad0d795aacc7d84b483564c630c2d6568e88ef77cb22d17862a
1351,611,4040,101,2025-05-11,25,d57b7774e162395f45e41502633b687ddaa05fe962a9d3524703b8407c501b09
1352,4614,4467,320,2025-05-11,49,e21d1d4246f49849e7e9148962b2bb57b1fec3210c4fb8c099e81bbb947c121c
1353,3071,4128,317,2025-05-11,34,bcd203faec45c753b71f32d30055bac61fda5582516a44f376e6277fb83efed0
1354,2076,3668,424,2025-05-11,10,fce18e36e6778b1aee9aab7171b0d2ae617bb7084a765790c052ea5d96cda234
1355,82,1407,294,2025-05-11,46,6802689610960798b04d99e88854538ac1d44b9149840da51af32e4ff61da823
1356,3318,1527,105,2025-05-11,17,b10f24aca81ab2531451e727bbcd1e378034c1718d3a3eb7c8dba38659cb3a9d
1357,1479,3463,15,2025-05-11,12,c65f4d7ae6e6f83547c3598da455de3343b51ee5a55ef863331ef189ff34cf90
1358,3710,4933,269,2025-05-11,20,73f5c87fc8d24903a71f86b7f069b4a0901c532cd62b931daad60ae35d36cbde
1359,4158,1320,332,2025-05-11,39,871e836358fc74161872961c655138ca7b2c541332d3b47276b968a395904b76
1360,627,2768,111,2025-05-11,32,7b0ec27b8e2fbe30d5922c5960a6250e15ae67f5d2fb393e7bdbe6a043b58a60
1361,2233,2213,125,2025-05-11,11,753fa82afb3873173a59a7027c31640c46665b0a09777815b2f53d621e44e85f
1362,3210,1153,252,2025-05-11,30,4f8f233d6d13d27d54dfa4894a72e0e8e08a6395a2fb2b5496b5427c7a8ade14
1363,1629,2599,240,2025-05-11,11,90002343ca8e8df89668b7ce5f22d080c154d98afd09d2e53b3279c82edeaa5c
1364,4239,371,23,2025-05-11,32,985535bb030115ef71dc9634bf4c106ba6ff0565b5a9de8feb0bc1646bd2666e
1365,2895,3925,387,2025-05-11,43,5053a9fb72da38930d730161fa59bb8a93e4f9156acc3d382da4982a3bd60e42
1366,122,3471,36,2025-05-11,46,a47b2fad5039993036fca959cf3766e41ebd380df9670ca5bd7414bdd9f41ce8
1367,1580,34,98,2025-05-11,22,27a903e4b048530e543b9871cbf8436bc457cd99c3e316a8784a7379984d5b89
1368,4969,4363,454,2025-05-11,18,1867e79ee5443a9c8e4dcd36783b8d42038fada3038148378ddbc41a87dd4a16
1369,4903,2836,38,2025-05-11,29,e95431bbc209d8b145e53d89b4ab2cbe50ae8cfc416c69d85d8d81f47b4f1b35
1370,4731,3182,237,2025-05-11,14,aff1e391ee388551fa86c57d9b085a8fe9079c3fc90caf022389d1c9d8349ee3
1371,2817,2047,235,2025-05-11,25,877b64cd0a4bb1781a79d330ba1f4368b09e251b9af741b2252d768b0f8242b7
1372,2954,4225,471,2025-05-11,20,0c5ccb091e1a02d3abc56f985c8653de10121a66415128ecea86e4dfbe77d269
1373,4205,1471,343,2025-05-11,45,40d42f11e17f2c3164187f6244b931aec76eb99875c1a9a1820e1f6c4459bd48
1374,3722,3527,260,2025-05-11,43,544b7601ff23f544896d3caf93513e5326b4a5947af346d95a94d16832e29234
1375,4208,1253,315,2025-05-11,14,3a07dd22e2f148ee3dfb06df405c532f8443efa969ab6870e2d4d3206fe2b561
1376,2393,1480,246,2025-05-11,41,566adaaab6c4ce84f13bfb01d0f9cd7068208bc2c1984ad7e06a80be20e35c39
1377,4945,1032,77,2025-05-11,5,b5bbed4840124c09a1cc49442d2f8e31f406484fd04e58649c0c39abf9a52c17
1378,1995,1811,18,2025-05-11,38,9db6781947e6a04e55406c4daf1771190fa12dbcbd4a1ba728e6c2eb68a8dd1c
1379,402,3092,441,2025-05-11,28,7bc1620c098435a95cc3cba62f82d9f996fe8edbc00c0937ab6c60427786d26e
1380,3132,422,108,2025-05-11,33,aed4c8146525c69ce0ac53aff35a742d5eec4f6029addf1c397b8c2b2aa55a50
1381,4340,1536,71,2025-05-11,34,c45dcd926157381b3196cb7d4d192a97eff506c4233027caebf6e17d799aed99
1382,4738,920,47,2025-05-11,46,54b271a2fa787d65578b22044c5e8da7057ab466bf12d0d49714ce8a3404b16c
1383,635,4984,403,2025-05-11,15,97ff4342583e9c7e8e1ab4fc0e44715f4d8ca59cd2907960771deff5daa8c3c5
1384,3110,3356,106,2025-05-11,49,90e38409c4a646f7b130227c651d365b6ef0a9b73c6a54a80fc788bdd3a5df2f
1385,3087,3863,50,2025-05-11,41,3f126927b6abeb56395af4726f04c85de0a65876010888e3260456830501e29d
1386,3721,4145,407,2025-05-11,49,5b3d67ed48a41a35695d61b6a1fd390ece5e379a17f432d0d5a110313aee30ff
1387,896,218,226,2025-05-11,33,00c94b618c884356690715424c4ef71fa2154850d1806161f3dcd72ecba4be95
1388,145,1093,179,2025-05-11,19,46e4f0225f81369682fccbb08549aeb673a0290983755df77da0c0ffdcc57a09
1389,4730,2779,407,2025-05-11,35,a7dab39da57ce0be828c19bf5c48796988226348c9a11a7fa8862e2a9fae022c
1390,1736,4407,440,2025-05-11,13,1d093b5c0df32c03a41eaeeeced334c5d8cbf5c69cb31fd510c49bed28e5ab3e
1391,4982,2171,236,2025-05-11,15,f17990e8fc0d3394bf763036e731fbf417f0b7dda19e451483a4ba2f3656882e
1392,1210,2394,222,2025-05-11,44,481f271d4f6654fb0b0b9ee08495b01b6f16ffe160a253ceedb620c05878bc14
1393,4841,2937,56,2025-05-11,10,366fd07fa150f4505ceebc91be7dadf25f134fadc63aa6c44517a29d13bb02c3
1394,3589,939,69,2025-05-11,49,d0671cbf617fc7db341c8b368534191a0695e82ee7fc476af9d9229c6183015c
1395,3507,459,221,2025-05-11,20,b78a630d52279913d2c8784870a5d6fec7841bfccc5e5e67414504f688270ea3
1396,1160,2172,224,2025-05-11,21,8409cb66c42bc30a92b33fa5f1ffbcf2417b2721b3dbf24d155bf28a167a605d
1397,2948,1521,32,2025-05-11,7,b40f288751d30faec593b85c97f843c8fe0908382d0a459725cd1880914dd228
1398,4858,4375,187,2025-05-11,18,4fa47598d70634e56eb475eccc563b95f208367593b67f4cb94537f5375f7649
1399,4575,1719,273,2025-05-11,50,ad4d40a2649958c092c70f131b5899f98ce1caafe5e2212f45bac63253decbc6
1400,1472,3221,77,2025-05-11,9,a9b99715132e8b903f837b336c755f79494ea062a7bd3bbae33bc5804a45e8f2
1401,4262,3775,469,2025-05-11,6,49b1c3816e99715294a4b282e8d694ebde1d7766472607aa5948f94f00de99a4
1402,2242,4461,205,2025-05-11,13,bb276a6fdf91b2353f5bf80f10b8ff5acfaf59c3405de73e541aa56934245f57
1403,4021,3338,182,2025-05-11,41,81736020e54b9b13c77439c9dbbc766a244921ffdc7792141efcc54d3e312d80
1404,3447,773,229,2025-05-11,22,cbb5f1dd8cc983f710524e872c9fedf7dd49f4ccd5bbadba8f40112ef4298f9b
1405,3180,1613,498,2025-05-11,22,9a715d994f7e267cee43586da85a6385bd1d2a2815702172fb16473f39a996fa
1406,4965,3044,240,2025-05-11,16,8eb061bc99c90955546635128b75189aee7efb619e719fc0e8ed5a2e5394a364
1407,4408,4924,241,2025-05-11,19,0fc7fb3ab2c31e069972da8d35c793dcd334f6671b95a93847cecb59370eed3c
1408,4653,4955,113,2025-05-11,23,30bc0675fb39323ae2ec0bbed4c46f19cd8f067d7323e7660252d22c3a20b892
1409,1103,3453,286,2025-05-11,10,39498f782ff1921dbb7a3277289b39784bb814c161ba641b06a3c2366d1fa0a3
1410,2056,4258,469,2025-05-11,27,fe3af1e978fc74fcac327ab2e9f9ac0c8e7c64870403279b4109436b2d33498c
1411,1313,2890,182,2025-05-11,10,279a03b0f9f0574c8914ee2b55d98e4cb764fb3bed0776bac2bcc966442c56f6
1412,1082,4825,146,2025-05-11,50,8a1609348d26161161c62b0522e49047ede4ff351d8b07392bba7e413b668af8
1413,2154,4477,448,2025-05-11,40,f232bb40097ea4200e15d2301f2e3b7164300367aad97b3e6007256e893f318e
1414,3297,2688,250,2025-05-11,50,4ba93da70b4147a4f12903befd8fabad9b8f3ffaf0c2b38087a43ff6049b8f21
1415,1041,3342,34,2025-05-11,29,07da5dc3797ffb453b79200f5f8e89e8bb37f34318f99ad4519e0dcfda25e94c
1416,3344,1882,313,2025-05-11,42,0b7b2652911967a30391cc65afd4f6c0ab01b4f8216ab9c3e3d4208778535978
1417,3693,527,220,2025-05-11,49,6b3c47dfe14c4cffa457005172b228837162a0a2820b7e99c31908a197ec7fae
1418,2459,4695,278,2025-05-11,19,1918ecf864c7a7dcc5859f6c36f6c681fe0f5c72ce93b1e1f6f16dfe5d987fa7
1419,885,1514,177,2025-05-11,32,9c2a315f006485f7cd07caebc2188ec521ba18f2a22350164b2773cb5a88ea7f
1420,1632,1164,76,2025-05-11,49,24f6b37647b23cb8f240377898e1eaa9d3315463a7844c8f9a1e91218ee38303
1421,1899,1646,23,2025-05-11,47,f782b55670588505278c1e68ed0fb06f5e04a153afee8a6ff789e66166cd2cc1
1422,1800,3473,285,2025-05-11,37,ac048cd505b3cb5258d613862777d4dbf7e8ab0c2cc455dee9a28ce616f059e9
1423,110,1211,100,2025-05-11,30,45e57ae68b8e7600a2b9e220ec3036f902294c2b12f3743accbf556dbd5ee796
1424,3781,2873,411,2025-05-11,18,b1cc9051c390b579f3e3ed146a240d46d7b9d36f708aea3ade4d68b030f52a46
1425,1600,3269,74,2025-05-11,35,fb8903907bf381ceeef1f2b2905c4f70ca81866371e3d4af632402e939dab0a7
1426,4946,1305,444,2025-05-11,42,9fd179f1ebf8f3acb06d7b21672f87cccbe861da4b6452073b69daeeeffefa8f
1427,1497,4744,308,2025-05-11,7,6ecdfd8221bd46ba2a9d5882be8f3cdccccd691c0fb0ea7337bee93fedc5e92e
1428,3842,4081,333,2025-05-11,41,42c44c24b298e7c159359447ec019f22c7f567ad45deb5844ff9e49b6776dc2d
1429,4216,2603,469,2025-05-11,11,efd01c185a2b50a66f730230467fa569f3c315120a7a708fa4d3e068c1a7464f
1430,2282,3606,494,2025-05-11,23,3825b34d8c056b2d684ef9d0a9d26c4fa247445f5511f6c03ae4cde508f356d8
1431,2878,2208,64,2025-05-11,38,27742f173598fd4c0c3c60f94f8a6f7ee1dba7cd688368d4ea32b4404b61f547
1432,506,2792,421,2025-05-11,16,cea369b4f8486d87242dc9593870384ab0234916c03765e0de41972bca46485f
1433,3563,4974,83,2025-05-11,10,f42533e4a60041e544aefb28bced6ad70e9bcecf61175ac6d972c0c0e7dc6b91
1434,3138,3016,250,2025-05-11,29,283e17d4424a0a7144288b531a73b0917675ec45d38fd350d8771afd886a23ec
1435,2950,335,213,2025-05-11,12,88fa192f5a6d6208dc20ad70aa4db990b36274466b5b161e0e133487ff5d57bd
1436,2286,4525,485,2025-05-11,19,5d36bea385a5b65c83158f74c7c0947ad0a60c48b42ce1bcc26ebac3c8ab4e76
1437,4337,2088,277,2025-05-11,22,1bac8a6ea94a134a296a37871ccb04928f01f13092ec15c550e1d2ddd1d573fb
1438,480,2462,281,2025-05-11,27,2f96f0d030a23ddbc64821457f9a1a5d4cdc2761548233082d297181540ac0ff
1439,2011,4561,187,2025-05-11,5,91776160e8bbb7aacc55dc0f9bde56f4903a821561daead613e3b982bcdddd7a
1440,1475,2170,223,2025-05-11,28,0e8e284f08c0ca94a601e839725027d027a287c97c2c1df44b4bf50ec28ac923
1441,3023,4880,412,2025-05-11,45,f3e219a51deda6276d73ccc38889f6e95f00781acf67bcb4be836869aa355db8
1442,2707,4369,160,2025-05-11,7,f18682f5775b5b16488cd7e45093f64517a85617eb81cc455c684af64431069c
1443,1134,1011,298,2025-05-11,44,ba845f2d7c0070bc012f1f507de977dc6be244ea11a6e6a9ea0334f565670ba5
1444,406,972,427,2025-05-11,10,f0d821f031c714ed6427c29dbce259d2bff7d88f908dd50ab6b5cd876ae3dd3b
1445,1248,1405,79,2025-05-11,37,9d2cb20db1c5bf901e99cd8a319d2f5b5f1dc88fef997100aea527f7142390a1
1446,2581,641,465,2025-05-11,50,60f77a86eae5752f04dc874b86557ea1a0f52aefb38bc3960bdf2f34c7aab130
1447,2791,1480,25,2025-05-11,26,0faebef5e1f56061841baf146f4e18d08d63db0bbd5fb2c5e88e8877cc36f8ca
1448,4308,1844,220,2025-05-11,15,9a00cd4ae647d986ed57f044fe39eeba22c6b43ac9f54f8aa194dbaadb43af04
1449,1684,4573,493,2025-05-11,8,8307cffa04113d6dcd6e1fc7f9c0075593a2b62a2915f05e4ef184c0dd913bd4
1450,3441,2914,331,2025-05-11,14,7fcde2dbf7c0c202192fd8cd2bab1e87b6085bb94767df3101dcc94c6403244c
1451,3219,893,386,2025-05-11,19,415ab316cc0fbbab4f133e2e9e41fa30daac17a990fb05224ea445b08ac68b37
1452,1875,1396,16,2025-05-11,34,999aaf2cc82f5bd1c34763e8902bf9b21e6b1d0ea30a427a48d0979eaf185e0e
1453,1866,309,347,2025-05-11,41,3adce0804ae636486958ffc270323f400cf9e33c4f421ee6d565b5003346d74a
1454,4162,241,405,2025-05-11,46,3c8e2df938564ea74838b2761810f3898ff66dc51ccc3b604af7a9cb5031a873
1455,2787,2515,80,2025-05-11,15,79b42568719cd1831e1dc4cf012ab6ff4b606d56640dfc18d6089a73194d1da3
1456,161,976,196,2025-05-11,25,482d1057ecf98888b6f364531816f8a3b832c4354ea359d3562e14e4b16d314a
1457,3647,2752,18,2025-05-11,16,c96937764518b49a11de9e99750cb4d66fc2f399c48b13a6208f6844ca9e42e6
1458,3352,3556,351,2025-05-11,40,04f85ff8bf40cc3720b25e0dbdfd4d687f3e1dfb87bb2e076f7ea695de1f36a4
1459,3069,2295,283,2025-05-11,10,097cba22fce6c79f66149ed5346829520e26e89e4c36cdaa976437d90585f83d
1460,2387,3514,328,2025-05-11,30,5a63b85af35a0e7c53a53b74cb7dee62040bcf9c787358f5f3496d1ec5e7f85a
1461,2689,936,360,2025-05-11,37,4314309f36162c05e402a26a30ee1c42c6d43797963629eb8d091183389091b4
1462,3099,3364,287,2025-05-11,17,380a38318ca5b5336a8884ae10efac12a57cfd8662d777d6bce1025c34dd5fba
1463,2282,4782,208,2025-05-11,16,3514af6195adcd0626d702d603d375e15c36abb5a2f71ea93da10445e44da6ce
1464,2991,806,406,2025-05-11,19,7991110bb7d0e30165e7149e5657f062b060c0aa289e4a13257f01250419e76c
1465,939,18,110,2025-05-11,30,c8d6d9da4f226a79c608cbb151868163108ac0d25a14262670bc35944aa4ecbd
1466,442,3712,111,2025-05-11,37,cb41b1d5d308e21582a62a7daf10340e23560b556f1fa8afeb3a9f79fed6b925
1467,156,2298,68,2025-05-11,9,1db49ab78bbbbf1eb58d3125e612b2b1d9f420fb8051a70b3de68b9b6aee8ac8
1468,685,3566,48,2025-05-11,19,ec2607264a1ca88f44ac897c4c10589bff552f5008433ca4096388d0d2acdcbb
1469,224,3642,433,2025-05-11,40,cbab5edffaef2ae79237b1cfe98d28db644826fe739de4c3c43a0daf7426a3ec
1470,3110,390,39,2025-05-11,21,0809ea00b79e454a9e0add1ec064a8f309dab7f04f8e20189e124a5d35be936d
1471,1834,4784,126,2025-05-11,29,b86656ef8173934e972080d4f86853ef6cfa5c6844c183be2d577c416cb629c5
1472,4681,2088,373,2025-05-11,14,6ba7f5dc0c272c2da7773071d05bf78ddbed2e0b656656e5f06847b19ab93969
1473,4121,972,311,2025-05-11,19,cb1d4a05238d9a7afab3a58778d477f7efa650c301fd52485e751b94d95f731b
1474,18,1535,70,2025-05-11,19,8ff09186d045acf7fe5f41d8dc54b850374d3eec7ceb4e864a1edfc61eb5cf52
1475,2849,4807,169,2025-05-11,26,511e7bcd89acc69b3c36f73257e179169f2baf30f6c38b4f21484b5923ff188e
1476,551,3891,451,2025-05-11,31,8cc0a7c550769c6f0b339199ce6fca62c364834caff30bdb6f42b965a72136b2
1477,1724,3760,147,2025-05-11,46,5aef83c61052d65944b567a4604e8dd3f758e73e047b4a493166a92735b465b0
1478,2420,2273,295,2025-05-11,46,9ea16209d6236aadaabf8461c723fa91df59ada5d404f55cbeb65e4ff03caad7
1479,1365,1345,79,2025-05-11,34,5bedad76ee2d1975f4d6b0d6009822ccbf625ca73d9cb575e844b57b1412b9a0
1480,2109,4836,416,2025-05-11,23,a9ff848e141ea5239c82213657120dbb229c834b7181befdf5f14535d3afcf75
1481,1524,4034,281,2025-05-11,25,b672a53a23f3fc3959bd04e5a4207c7314247735cd3445b8d679a6aa40cfd9e6
1482,928,2850,293,2025-05-11,32,a11ccb60ec81aa500a827deb6738034c24ce823f6dfffc2a9da1a6518ecdf29f
1483,398,3350,338,2025-05-11,36,595cda74772471f7ceb0c8451a09ce0bac65166d61b5fe02cffc0da016bc14c2
1484,3293,1796,290,2025-05-11,9,8e227c1e44e8b9f20b18ef72e05bf827680fcd143655edb1e3c45eea40879371
1485,2524,3968,311,2025-05-11,20,c772e949421b6056732da25652530a5e1ab18c8545454172f9af4a2ad0cc30c1
1486,4955,412,133,2025-05-11,21,00b714df3c195c85091fb7b18d0da6d7eed88f9d1eec52ad942fa110aadc9c26
1487,545,452,27,2025-05-11,14,aa94babc9b34ac623b9927237dabda30992bbef19cc1a314338ae48e89916e44
1488,957,4280,107,2025-05-11,42,c7f15050bb7d9cc2b9dc2d472839a7e32222603f5b9e8fb733033616f00974c4
1489,1601,4257,231,2025-05-11,46,8536f7d63109caa95051314eac102ddfcdd88e3677e3055047dea7852a5d1f9e
1490,1135,2099,208,2025-05-11,35,6a953c583a4235b357f6f8099008c19e2091e3b9a8f47c3177bce15e4316b619
1491,4329,4449,114,2025-05-11,22,41f04a4e6448295381411ea69c5ae9ecddaa27fe3fb0c2370e60bff846f6760c
1492,499,3283,0,2025-05-11,50,767249f86770c421eff0527161b3b6701f60e35d03022ca51aba535123ea37b9
1493,1844,4414,422,2025-05-11,50,d031ccd93f310437542ceb89aac0b4d4bc7b81f7296bb1330b333e99423fcc89
1494,3508,3108,273,2025-05-11,27,62f97c71fbbad633846d454cc9357fecb7fa1da956284015ea2a6bc5d192ca87
1495,872,1574,341,2025-05-11,38,010c93f7d1be5e95a0639434bda648fb1140c74ccd69822ded30cca18cbe62f2
1496,1929,2345,410,2025-05-11,9,0f3a0a805ad7fcfcff493c6e25c322ec7f584d44740f12f95345a558e9a74e31
1497,4579,1080,59,2025-05-11,32,fdd172172cf24b4d1bbb82ac1a15d209e1850eda926878cb664c49a9702d8ef3
1498,2135,585,298,2025-05-11,28,1aab7962a028727f297ec2f43fb32d5b7b07054412fa0d8888aa5720a5f8ef31
1499,1111,4048,355,2025-05-11,12,bab26fabafe99ebb54c349702e708552b137700303fc1f5c565c82cefde8a864
1500,1355,2590,290,2025-05-11,15,42e42e14b302c30c667e48d4e40f56b9ad291e94f8604dd6a7cdd154e018bcd2
1501,4080,1954,227,2025-05-11,48,7cc9acb1eb99ea73f87369986c9079130bde4103d26c8fce5a5704b6883f8a7a
1502,645,2805,499,2025-05-11,5,4ca0fb0191c21ffef614b0f32f32a674874c454e7ca4197b6dd6b62b8d487be8
1503,4318,810,327,2025-05-11,48,949bbbae87b35af6792b3977585343ba07574753a693656edf9fc840ab3d1f1d
1504,4402,1173,140,2025-05-11,28,2a38add8c44ad0a45c69b59ca6eebf3beb739f2b84e24b049491b3d658b94188
1505,4538,2121,107,2025-05-11,41,8457ebadd455d63d220f76fdc3648d7f2f4ed29985bea9be5006db17a526d9da
1506,3288,4081,279,2025-05-11,30,89ac0a8632ad396ca74195fe53cb2ccbb9d9afd17770776d4caa3ed7ef9b69b0
1507,2014,2609,78,2025-05-11,21,d6da2b17140a22777fb700859ee72271a7e3f0557958d85e96d18e4621d07263
1508,689,4802,173,2025-05-11,38,90ff0bb40d293e3baa4e815abc09fe881ff454590ec1e0eceab5e9ff2090b60b
1509,1702,1134,94,2025-05-11,49,0884a582fa3a9f122fb4c2a2d103c2e1e0f6cb83e5e89b075a34315e350c730e
1510,763,838,495,2025-05-11,31,6e0b4d962d83b0ea35f44e85d567fe4b199260335188ab4a90472654ff509189
1511,3080,1819,90,2025-05-11,41,98fc9cd85dd46ef3effa2108029a89754f7fe7ec84dc8792f7bd3fa40c5af13a
1512,299,4172,297,2025-05-11,18,dc3b640c6322abf5c8705b148da8712371b66bddd5ade0c579ee4134fc14b147
1513,4855,4912,444,2025-05-11,49,fe14ce0c921c8a67cce5bdd9330cd8d3f2651fbea9cf8df00e70d209dbfc9f8a
1514,4655,3040,5,2025-05-11,41,17a2a31b7ca4121c92a8d32a4ee6eb0f52ac551f7d016d6c5a12320e69e82a86
1515,1766,2552,149,2025-05-11,34,361e4e24ababc1902aadbf3754ab74eb0d35ad0886cb86cc942dd83168c9a591
1516,2555,3847,19,2025-05-11,26,a0ac529b54ef55d5262bd7f4401a450c9d837197a9feff2a86acf54616b9decc
1517,815,2349,144,2025-05-11,9,1641cf0f017b8beb5fb9b096600faf0692733a1a796ec8cd9357c6ebd2458ec4
